"recordnum_license","license_no","business_name","address","city","state","postal_code","latitude","longitude","phone_number","license_status","recordnum_insp","insp_type","insp_subtype","action_date","action_sequence","action_status","code","violation_description","violation_comments","violation_key","last_table_update","neighborhood","community_council_neighborhood"
"H200800450","RFE-004376-C1S","""DAIRY MART""","2249 BEECHMONT AV","CINCINNATI","OH","45230","39.095907354596356","-84.38797302684291","513-231-5951","LICENSE","CFSI220393","ROUTINE","STANDARD INSPECTION","2022-08-01T00:00:00.000","A025907474","Not Abated","3717-1-06.4(A)","""3717-1-06.4(A) - Violation - Facilities: Maintenance: Good repair

The physical facilities were not maintained in good repair.""","""Observed water damaged ceiling tiles in sales area and light that was not working in walk in cooler.""","HF18622580","2022-08-01T00:00:00.000","MT. WASHINGTON",
"H201700053","FSO-022287-C4S","""CHINA GOURMET""","3340 ERIE AV","CINCINNATI","OH","45208","39.141559317413744","-84.4230082471184","513-871-6612","LICENSE","CFSI221929","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026011146","Not Abated","3717-1-06.4(B)(1)","""3717-1-06.4(B)(1) - Violation - Facilities: Cleaning: Frequency 

The physical facilities are not cleaned as often as necessary to keep them clean.""","""Facilities: Cleaning: Frequency 

The physical facilities are not cleaned as often as necessary to keep them clean.   Ceiling tiles walls and floors soiled--Especially flooring under and behind equipment by grills--Thoroughly clean""","HF18622585","2022-08-25T00:00:00.000","HYDE PARK",
"H200800708","FSO-006320-C3S","""DEWEY'S PIZZA""","3014 MADISON RD","CINCINNATI","OH","45209","39.15115836014914","-84.4341871468589","513-731-7755","LICENSE","CFSI220627","ROUTINE","STANDARD INSPECTION","2022-08-01T00:00:00.000","A025902000","Abated","3717-1-02.4(A)(2)","""3717-1-02.4(A)(2) - Violation - PIC-Level 2 Certification

No manager has level 2 certification in food protection.""","""Violation has been abated""","HF18020112","2022-08-01T00:00:00.000","OAKLEY",
"H200800708","FSO-006320-C3S","""DEWEY'S PIZZA""","3014 MADISON RD","CINCINNATI","OH","45209","39.15115836014914","-84.4341871468589","513-731-7755","LICENSE","CFSI220627","ROUTINE","STANDARD INSPECTION","2022-08-01T00:00:00.000","A025902003","Abated","3717-1-04.5(A)(1)","""3717-1-04.5(A)(1)(2) - Violation - Equipment cleanliness-food contact

Food-contact surfaces were dirty.""","""Violation has been abated""","HF18161460","2022-08-01T00:00:00.000","OAKLEY",
"H200801433","RFE-012445-C1S","""VALLEY BEER DRIVE THRU""","7117 VINE ST","CINCINNATI","OH","45216","39.19522282295141","-84.4795873644279","513-948-9392","RENEWAL","CFSI201255","ROUTINE","STANDARD INSPECTION","2021-02-10T00:00:00.000","A023764595","Abated","3717-1-03.2(Q)","""3717-1-03.2(Q) - Violation - Food Storage-preventing contamination form the premises

Food items are not protected from contamination during storage.""","""Violation has been abated""","HF18460600","2021-02-10T00:00:00.000","CARTHAGE",
"H200800708","FSO-006320-C3S","""DEWEY'S PIZZA""","3014 MADISON RD","CINCINNATI","OH","45209","39.15115836014914","-84.4341871468589","513-731-7755","LICENSE","CFSI220627","ROUTINE","STANDARD INSPECTION","2022-08-01T00:00:00.000","A025902006","Abated","3717-1-03.4(G)(1)","""3717-1-03.4(G)(1) - Violation - RTE TCS, date marking, food prepared in facility

Refrigerated, ready-to-eat, TCS food that is prepared in the food facility and held refrigerated for more than 24 hours is not properly date marked.""","""Violation has been abated""","HF18230835","2022-08-01T00:00:00.000","OAKLEY",
"H200800708","FSO-006320-C3S","""DEWEY'S PIZZA""","3014 MADISON RD","CINCINNATI","OH","45209","39.15115836014914","-84.4341871468589","513-731-7755","LICENSE","CFSI220627","ROUTINE","STANDARD INSPECTION","2022-08-01T00:00:00.000","A025902001","Abated","3717-1-07.0(B)","""3717-1-07.0(B) - Violation - Poisonous/toxic material-working containers

Working containers of poisonous/toxic materials are not labeled.""","""Violation has been abated""","HF18282680","2022-08-01T00:00:00.000","OAKLEY",
"H200800708","FSO-006320-C3S","""DEWEY'S PIZZA""","3014 MADISON RD","CINCINNATI","OH","45209","39.15115836014914","-84.4341871468589","513-731-7755","LICENSE","CFSI220627","ROUTINE","STANDARD INSPECTION","2022-08-01T00:00:00.000","A025902005","Abated","3717-1-06.4(K)","""3717-1-06.4(K) - Violation - Facilities: Pest control: 

The presence of insects, rodents, and other pests is not being adequately controlled or minimized.""","""Violation has been abated""","HF18452645","2022-08-01T00:00:00.000","OAKLEY",
"H202000008","FSO-024261-C2S","""GHOST BABY""","1314 REPUBLIC ST","CINCINNATI","OH","45202","39.109870036412254","-84.5159221914445","513-381-5333","LICENSE","CFSI222778","ROUTINE","STANDARD INSPECTION","2022-08-17T00:00:00.000","A025979007","Abated","3717-1-02.4(C)(15)","""3717-1-02.4(C)(15) - Violation - PIC Duties -employees informed of their responsibilities

Food employees and conditional employees are not informed in a verifiable manner of their responsibilities to report to the person in charge, information about their health as it relates to diseases transmissible through food.""","""Violation has been abated""","HF18010251","2022-08-17T00:00:00.000","OVER-THE-RHINE",
"H202000008","FSO-024261-C2S","""GHOST BABY""","1314 REPUBLIC ST","CINCINNATI","OH","45202","39.109870036412254","-84.5159221914445","513-381-5333","LICENSE","CFSI222778","ROUTINE","STANDARD INSPECTION","2022-08-17T00:00:00.000","A025979006","Abated","3717-1-04.5(A)(1)","""3717-1-04.5(A)(1)(2) - Violation - Equipment cleanliness-food contact

Food-contact surfaces were dirty.""","""Violation has been abated""","HF18161460","2022-08-17T00:00:00.000","OVER-THE-RHINE",
"H201800067","FSO-023016-C4S","""ON THE GREEN""","2911 SCIOTO LN","CINCINNATI","OH","45221","39.13358991036016","-84.5121450343233","513-556-2116","LICENSE","CFSI223353","ROUTINE","STANDARD INSPECTION","2022-08-17T00:00:00.000","A025976240","Not Abated","3717-1-03.2(D)","""3717-1-03.2(D) - Violation - Food Storage containers-common name ID

Working containers of food are not properly labeled.""","""Food containers must be labeled with the common name of the food item within.

Observed unlabeled squeeze bottles of oil. 
If it is questionable what the contents are (i.e. type of oil, salt vs sugar) then label with the common name.""","HF18440495","2022-08-17T00:00:00.000","CUF",
"H200800708","FSO-006320-C3S","""DEWEY'S PIZZA""","3014 MADISON RD","CINCINNATI","OH","45209","39.15115836014914","-84.4341871468589","513-731-7755","LICENSE","CFSI220627","ROUTINE","STANDARD INSPECTION","2022-08-01T00:00:00.000","A025902002","Abated","3717-1-03.2(M)(2)(a)","""3717-1-03.2(M)(2)(a)  - Violation - Wiping cloths-use limitation

Wet wiping cloth was not maintained in a sanitizer solution between uses.""","""Violation has been abated""","HF18480550","2022-08-01T00:00:00.000","OAKLEY",
"H201700053","FSO-022287-C4S","""CHINA GOURMET""","3340 ERIE AV","CINCINNATI","OH","45208","39.141559317413744","-84.4230082471184","513-871-6612","LICENSE","CFSI221929","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026011145","Not Abated","3717-1-06.4(F)","""3717-1-06.4(F) - Violation - Facilities: Mops: Drying

After use, mops are not placed in a position that allows them to air-dry without soiling walls, equipment, or supplies.""","""Facilities: Mops: Drying

After use, mops are not placed in a position that allows them to air-dry without soiling walls, equipment, or supplies.   Soiled wet mops stored in mop sink--Discarded.  Hang wet mop heads to air dry between use""","HF18622615","2022-08-25T00:00:00.000","HYDE PARK",
"H200800708","FSO-006320-C3S","""DEWEY'S PIZZA""","3014 MADISON RD","CINCINNATI","OH","45209","39.15115836014914","-84.4341871468589","513-731-7755","LICENSE","CFSI220627","ROUTINE","STANDARD INSPECTION","2022-08-01T00:00:00.000","A025902004","Abated","3717-1-04.4(B)","""3717-1-04.4(B) - Violation - Cutting surfaces.

Cutting surface(s) unable to be effectively cleaned and sanitized.""","""Violation has been abated""","HF18541355","2022-08-01T00:00:00.000","OAKLEY",
"H200801293","FSO-010770-C4S","""C H RESIDENTIAL TREATMENT CENTER""","5642 HAMILTON AV","CINCINNATI","OH","45224","39.192842683842805","-84.5438407755534","513-636-0839","LICENSE","CFSI221151","ROUTINE","STANDARD INSPECTION","2022-07-22T00:00:00.000","A025903815","Not Abated","3717-1-03.2(D)","""3717-1-03.2(D) - Violation - Food Storage containers-common name ID

Working containers of food are not properly labeled.""","""Unlabeled grits container on bottom shelf of prep. table.

Working containers of food are not properly labeled.""","HF18440495","2022-08-01T00:00:00.000","COLLEGE HILL",
"H201000050","FSO-017888-C4S","""CANCUN MEXICAN GRILLE""","5034 GLENCROSSING WY","CINCINNATI","OH","45238","39.13045343428925","-84.6106819037365","513-347-6800","RENEWAL","CFSI213258","ROUTINE","STANDARD INSPECTION","2022-02-24T00:00:00.000","A025242321","Not Abated","3717-1-04.0(I)","""3717-1-04.0(I)  - Violation - Nonfood contact surfaces

The non food contact surface is no longer corrosion -resistant, nonabsorbent and/or smooth.""","""Rusted bottom shelves of prep tables in kitchen.""","HF18541020","2022-02-28T00:00:00.000","WESTWOOD",
"H202000033","FSO-024291-C4S","""MAYA INDIAN RESTAURANT""","4486 W 8TH ST","CINCINNATI","OH","45238","39.109224139845765","-84.5987115592071","(513) 244-7300","RENEWAL","CFSI203223","ROUTINE","STANDARD INSPECTION","2021-02-10T00:00:00.000","A023764737","Abated","3717-1-06.2(C)","""3717-1-06.2(C) - Violation - Facilities-hand drying provision

Handwashing lavatory had no, unapproved, or inoperable hand drying provision.""","""Violation has been abated""","HF18102485","2021-02-10T00:00:00.000","WEST PRICE HILL",
"H201700015","FSO-020404-C3S","""SMOOTHIE KING""","215 CALHOUN ST","CINCINNATI","OH","45219","39.12813181923034","-84.5155289582101","513-281-1110","LICENSE","CFSI221920","ROUTINE","STANDARD INSPECTION","2022-08-15T00:00:00.000","A025967559","Abated On-Site","3717-1-06.4(J)(2)","""3717-1-06.4(J)(2) - Violation - Facilities: Lockers: Employee use

Lockers or other suitable facilities are not being utilized for the orderly storage of employee clothing and other possessions.""","""Facilities: Lockers: Employee use

Lockers or other suitable facilities are not being utilized for the orderly storage of employee clothing and other possessions.

Observed employee's clothing on top shelf of rack where bananas stored in back area.""","HF18632640","2022-08-15T00:00:00.000","CUF",
"H201800067","FSO-023016-C4S","""ON THE GREEN""","2911 SCIOTO LN","CINCINNATI","OH","45221","39.13358991036016","-84.5121450343233","513-556-2116","LICENSE","CFSI223353","ROUTINE","STANDARD INSPECTION","2022-08-17T00:00:00.000","A025976289","Abated On-Site","3717-1-03.2(D)","""3717-1-03.2(D) - Violation - Food Storage containers-common name ID

Working containers of food are not properly labeled.""","""Food containers must be labeled with the common name of the food item within.

Observed unlabeled squeeze bottles of oil. 
If it is questionable what the contents are (i.e. type of oil, salt vs sugar) then label with the common name.""","HF18440495","2022-08-17T00:00:00.000","CUF",
"H201800471","FSO-023441-C3S","""OAKLEY WINES""","4011 ALLSTON ST","CINCINNATI","OH","45209","39.15201195339615","-84.4330643165674","513-531-1400","LICENSE","CFSI222057","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026012580","Not Abated","3717-1-02.4(B)(2)(p)","""3717-1-02.4(B)(2)(p) - Violation - PIC Knowledge-explain complying with reporting responsibilities

The person in charge shall be able to explain how the PIC, food employees, and conditional employees comply with reporting responsibilities and exclusion or restriction of food employees.""","""OBSERVATION:  PIC Knowledge-explain complying with reporting responsibilities

The person in charge shall be able to explain how the PIC, food employees, and conditional employees comply with reporting responsibilities and exclusion or restriction of food employees.
CORRECTIVE ACTION: Implement and maintain Employee Health Policy--information provided""","HF18010188","2022-08-25T00:00:00.000","OAKLEY",
"H201800067","FSO-023016-C4S","""ON THE GREEN""","2911 SCIOTO LN","CINCINNATI","OH","45221","39.13358991036016","-84.5121450343233","513-556-2116","LICENSE","CFSI223353","ROUTINE","STANDARD INSPECTION","2022-08-17T00:00:00.000","A025976290","Abated On-Site","3717-1-03.2(D)","""3717-1-03.2(D) - Violation - Food Storage containers-common name ID

Working containers of food are not properly labeled.""","""Food containers must be labeled with the common name of the food item within.

Observed unlabeled squeeze bottles of oil. 
If it is questionable what the contents are (i.e. type of oil, salt vs sugar) then label with the common name.""","HF18440495","2022-08-17T00:00:00.000","CUF",
"H200801293","FSO-010770-C4S","""C H RESIDENTIAL TREATMENT CENTER""","5642 HAMILTON AV","CINCINNATI","OH","45224","39.192842683842805","-84.5438407755534","513-636-0839","LICENSE","CFSI221151","ROUTINE","STANDARD INSPECTION","2022-07-22T00:00:00.000","A025903816","Abated On-Site","3717-1-03.2(D)","""3717-1-03.2(D) - Violation - Food Storage containers-common name ID

Working containers of food are not properly labeled.""","""Unlabeled grits container on bottom shelf of prep. table.

Working containers of food are not properly labeled.""","HF18440495","2022-08-01T00:00:00.000","COLLEGE HILL",
"H201800471","FSO-023441-C3S","""OAKLEY WINES""","4011 ALLSTON ST","CINCINNATI","OH","45209","39.15201195339615","-84.4330643165674","513-531-1400","LICENSE","CFSI222057","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026012581","Not Abated","3717-1-03.1(R)","""3717-1-03.1(R) - Violation - Shellstock-maintaining identification

Shellfish tags were removed from the container, were improperly maintained or more than one shellfish container was in use.""","""OBSERVATION:  Shellstock-maintaining identification

Shellfish tags were removed from the container, were improperly maintained or more than one shellfish container was in use.
CORRECTIVE ACTION: Maintain shell stock tags with product until last one sold--document date sold on tags and maintain on file""","HF18140425","2022-08-25T00:00:00.000","OAKLEY",
"H200801346","FSO-011379-C4S","""THE GAS LIGHT CAFÉ""","6104 MONTGOMERY RD","CINCINNATI","OH","45213","39.18206268648251","-84.42689727446401","513 631-6977","LICENSE","CFSI161936","ROUTINE","STANDARD INSPECTION","2017-05-05T00:00:00.000","A018137305","Abated","3717-1-06.4(A)","""3717-1-06.4(A) - Violation - Facilities: Maintenance: Good repair



The physical facilities were not maintained in good repair.""","""Violation has been abated""","HLE162580V","2017-05-08T00:00:00.000","PLEASANT RIDGE",
"H201300052","FSO-019705-C3S","""MAKETEWAH PRACTICE CENTER""","5401 READING RD","CINCINNATI","OH","45237","39.18097181233732","-84.4692881122594","513-242-9200","RENEWAL","CFSI201905","ROUTINE","STANDARD INSPECTION","2021-02-01T00:00:00.000","A023731485","Abated","3717-1-06.2(C)","""3717-1-06.2(C) - Violation - Facilities-hand drying provision

Handwashing lavatory had no, unapproved, or inoperable hand drying provision.""","""Violation has been abated""","HF18102485","2021-02-01T00:00:00.000","BOND HILL",
"H200800738","FSO-006618-C4S","""O'CHARLEY'S #253""","5075 CROOKSHANK RD","CINCINNATI","OH","45238","39.12737662136274","-84.6078603916018","513-347-3200","RENEWAL","CFSI200653","ROUTINE","STANDARD INSPECTION","2021-02-09T00:00:00.000","A023762816","Not Abated","3717-1-04.4(B)","""3717-1-04.4(B) - Violation - Cutting surfaces.

Cutting surface(s) unable to be effectively cleaned and sanitized.""","""Deep cuts/scoring on sandwich block cutting boards.""","HF18541355","2021-02-09T00:00:00.000","WEST PRICE HILL",
"H201500223","FSO-021229-C4S","""DANCING ROLL""","3443 EDWARDS RD","CINCINNATI","OH","45208","39.13883459833654","-84.443782196744","513-871-7388","LICENSE","CFSI174262","ROUTINE","STANDARD INSPECTION","2017-04-21T00:00:00.000","A018062294","Not Abated","3717-1-03.4(F)(1)(b)","""3717-1-03.4(F)(1)(b) - Violation - TCS-cold holding

TCS foods were being held at temperatures >41° F.""","""Batter held at room temp""","HLE160815V","2017-05-04T00:00:00.000","HYDE PARK",
"H201800471","FSO-023441-C3S","""OAKLEY WINES""","4011 ALLSTON ST","CINCINNATI","OH","45209","39.15201195339615","-84.4330643165674","513-531-1400","LICENSE","CFSI222057","ROUTINE","STANDARD INSPECTION","2022-08-25T00:00:00.000","A026012585","Not Abated","3717-1-03.2(C)(1)(a)","""3717-1-03.2(C)(1)(a) - Violation - Preventing Contamination by Separation, Packaging, and Segregation

Ready-to-eat food was not protected from cross-contamination by raw animal food.""","""OBSERVATION:  Preventing Contamination by Separation, Packaging, and Segregation

Ready-to-eat food was not protected from cross-contamination by raw animal food.
CORRECTIVE ACTION: Store whole raw eggs beneath RTF""","HF18150454","2022-08-25T00:00:00.000","OAKLEY",
