"account","description","fund","department","function","object","approved","actual","fiscal_year","account_id"
"1100-410-41100-5810-0000","TRAV ALLOW-COUNCIL","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","TRAVEL ALLOWANCE COUNCIL","14715.00","7643.34","2017","1100-410-41100-5810-0000_2017"
"1100-410-41100-5820-0000","MISC EXPENSE-COUNCIL","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","MISC EXPENSE-COUNCIL","15000.00","11013.06","2017","1100-410-41100-5820-0000_2017"
"1100-410-41100-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","EMPLOYEE TRAINING","22570.00","15523.07","2017","1100-410-41100-5900-0000_2017"
"1100-410-41100-6100-0000","GENERAL SUPPLIES","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","GENERAL SUPPLIES","47891.00","33239.26","2017","1100-410-41100-6100-0000_2017"
"1100-410-41100-6102-0000","POSTAGE","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","POSTAGE","27781.00","14084.51","2017","1100-410-41100-6102-0000_2017"
"1100-410-41100-6118-0000","BUSINESS DEVELOPMENT","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","BIZ INC.","30650.00","29830.32","2017","1100-410-41100-6118-0000_2017"
"1100-410-41100-6119-0000","ECONOMIC DEVELOPMENT","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","BUSINESS DEVELOPMENT","51000.00","29135.31","2017","1100-410-41100-6119-0000_2017"
"1100-410-41100-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","MINOR EQUIP < $5,000","27443.00","20781.51","2017","1100-410-41100-6125-0000_2017"
"1100-410-41100-6210-0000","HEATING FUEL UTILITES","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","HEATING FUEL UTILITES","13700.00","2315.04","2017","1100-410-41100-6210-0000_2017"
"1100-410-41100-6220-0000","ELECTRICAL UTIL EXP","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","ELECTRICAL UTIL EXP","260754.00","186691.55","2017","1100-410-41100-6220-0000_2017"
"1100-410-41100-6260-0000","VEHICLE FUEL EXPENSE","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","VEHICLE FUEL EXPENSE","11020.00","6638.72","2017","1100-410-41100-6260-0000_2017"
"1100-410-41100-6400-0000","EDUC MATERIALS","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","EDUC MATERIALS","4150.00","2524.00","2017","1100-410-41100-6400-0000_2017"
"1100-410-41100-8130-0000","PUBLIC RELATIONS","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","PUBLIC RELATIONS","8500.00","5894.25","2017","1100-410-41100-8130-0000_2017"
"1100-410-41100-8140-0000","CONTINGENCY FUND","OPERATING FUND","GENERAL GOVERNMENT","GENERAL GOVERNMENT","CONTINGENCY FUND","20000.00","11006.76","2017","1100-410-41100-8140-0000_2017"
"1100-410-41510-1100-0000","SALARIES","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","SALARIES","422017.00","410220.51","2017","1100-410-41510-1100-0000_2017"
"1100-410-41510-1300-0000","OVERTIME ALLOTMENT","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","OVERTIME","1000.00","284.60","2017","1100-410-41510-1300-0000_2017"
"1100-410-41510-2100-0000","GROUP HEALTH INS","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","GROUP HEALTH INS","135000.00","135000.00","2017","1100-410-41510-2100-0000_2017"
"1100-410-41510-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","SOCIAL SEC MATCH EXP","32361.00","30058.70","2017","1100-410-41510-2200-0000_2017"
"1100-410-41510-2300-0000","STATE RETIRE MATCH","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","STATE RETIRE MATCH","46787.00","47473.35","2017","1100-410-41510-2300-0000_2017"
"1100-410-41510-3210-0000","AUDIT SERVICES","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","AUDIT SERVICES","110000.00","45140.00","2017","1100-410-41510-3210-0000_2017"
"1100-410-41510-3300-0000","CONTRAC SERVICES","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","CONTRACT SERVICES","3000.00","2814.19","2017","1100-410-41510-3300-0000_2017"
"1100-410-41510-4330-0000","REPAIRS-OFFICE EQUIP","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","REPAIRS-OFFICE EQUIP","1000.00","689.00","2017","1100-410-41510-4330-0000_2017"
"1100-410-41510-5500-0000","PRINTING","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","PRINTING","4800.00","3527.80","2017","1100-410-41510-5500-0000_2017"
"1100-410-41510-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","4225.00","4147.33","2017","1100-410-41510-5700-0000_2017"
"1100-410-41510-5800-0000","TRAVEL EXPENSE","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","TRAVEL EXPENSE","3100.00","1149.04","2017","1100-410-41510-5800-0000_2017"
"1100-410-41510-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","EMPLOYEE TRAINING","8420.00","6482.92","2017","1100-410-41510-5900-0000_2017"
"1100-410-41510-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","MINOR EQUIP < $5,000","1750.00","0.00","2017","1100-410-41510-6125-0000_2017"
"1100-410-41510-6400-0000","EDUC MATERIALS","OPERATING FUND","FINANCIAL SERVICES","GENERAL GOVERNMENT","EDUC MATERIALS","1180.00","1140.33","2017","1100-410-41510-6400-0000_2017"
"1100-410-41512-1100-0000","SALARIES","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","SALARIES","269249.00","239588.47","2017","1100-410-41512-1100-0000_2017"
"1100-410-41512-1300-0000","OVERTIME ALLOTMENT","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","OVERTIME","2000.00","157.05","2017","1100-410-41512-1300-0000_2017"
"1100-410-41512-2100-0000","GROUP HEALTH INS","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","GROUP HEALTH INS","75000.00","75000.00","2017","1100-410-41512-2100-0000_2017"
"1100-410-41512-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","SOCIAL SEC MATCH EXP","20751.00","17593.47","2017","1100-410-41512-2200-0000_2017"
"1100-410-41512-2300-0000","STATE RETIRE MATCH","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","STATE RETIRE MATCH","30000.00","27126.41","2017","1100-410-41512-2300-0000_2017"
"1100-410-41512-3300-0000","CONTRAC SERVICES","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","CONTRACT SERVICES","1127997.00","900874.02","2017","1100-410-41512-3300-0000_2017"
"1100-410-41512-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","525.00","50.00","2017","1100-410-41512-5700-0000_2017"
"1100-410-41512-5800-0000","TRAVEL EXPENSE","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","TRAVEL EXPENSE","1150.00","623.18","2017","1100-410-41512-5800-0000_2017"
"1100-410-41512-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","EMPLOYEE TRAINING","15950.00","5515.36","2017","1100-410-41512-5900-0000_2017"
"1100-410-41512-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","MINOR EQUIP < $5,000","250496.00","176372.29","2017","1100-410-41512-6125-0000_2017"
"1100-410-41512-6150-0000","COMPUTER SUPPLIES","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","COMPUTER SUPPLIES","6500.00","1923.20","2017","1100-410-41512-6150-0000_2017"
"1100-410-41512-7410-0000","EQUIPMENT > $5,000","OPERATING FUND","INFORMATION TECHNOLOGY","GENERAL GOVERNMENT","EQUIPMENT > $5,000","48630.00","43092.72","2017","1100-410-41512-7410-0000_2017"
"1100-410-41515-1100-0000","SALARIES","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","SALARIES","261087.00","231965.59","2017","1100-410-41515-1100-0000_2017"
"1100-410-41515-1300-0000","OVERTIME ALLOTMENT","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","OVERTIME","1000.00","140.36","2017","1100-410-41515-1300-0000_2017"
"1100-410-41515-2100-0000","GROUP HEALTH INS","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","GROUP HEALTH INS","90000.00","90000.00","2017","1100-410-41515-2100-0000_2017"
"1100-410-41515-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","SOCIAL SEC MATCH EXP","20050.00","17027.15","2017","1100-410-41515-2200-0000_2017"
"1100-410-41515-2300-0000","STATE RETIRE MATCH","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","STATE RETIRE MATCH","28987.00","26737.68","2017","1100-410-41515-2300-0000_2017"
"1100-410-41515-3300-0000","CONTRAC SERVICES","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","CONTRACT SERVICES","7188.00","1826.87","2017","1100-410-41515-3300-0000_2017"
"1100-410-41515-5400-0000","ADVERTISING","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","ADVERTISING","1500.00","0.00","2017","1100-410-41515-5400-0000_2017"
"1100-410-41515-5500-0000","PRINTING","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","PRINTING","9200.00","6824.01","2017","1100-410-41515-5500-0000_2017"
"1100-410-41515-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","80.00","60.00","2017","1100-410-41515-5700-0000_2017"
"1100-410-41515-5800-0000","TRAVEL EXPENSE","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","TRAVEL EXPENSE","1825.00","448.63","2017","1100-410-41515-5800-0000_2017"
"1100-410-41515-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","EMPLOYEE TRAINING","935.00","903.00","2017","1100-410-41515-5900-0000_2017"
"1100-410-41515-6106-0000","UNIFORMS & CLOTHING","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","UNIFORMS & CLOTHING","375.00","0.00","2017","1100-410-41515-6106-0000_2017"
"1100-410-41515-6125-0000","MINOR EQUIP < $5,000","OPERATING FUND","BUSINESS LICENSE","GENERAL GOVERNMENT","MINOR EQUIP < $5,000","2917.00","2225.47","2017","1100-410-41515-6125-0000_2017"
"1100-410-41518-1100-0000","SALARIES","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","SALARIES","420545.00","386164.85","2017","1100-410-41518-1100-0000_2017"
"1100-410-41518-2100-0000","GROUP HEALTH INS","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","GROUP HEALTH INS","105000.00","105000.00","2017","1100-410-41518-2100-0000_2017"
"1100-410-41518-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","SOCIAL SEC MATCH EXP","32172.00","28435.32","2017","1100-410-41518-2200-0000_2017"
"1100-410-41518-2300-0000","STATE RETIRE MATCH","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","STATE RETIRE MATCH","46512.00","44743.22","2017","1100-410-41518-2300-0000_2017"
"1100-410-41518-3300-0000","CONTRAC SERVICES","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","CONTRACT SERVICES","2500.00","1012.12","2017","1100-410-41518-3300-0000_2017"
"1100-410-41518-5400-0000","ADVERTISING","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","ADVERTISING","64500.00","51736.06","2017","1100-410-41518-5400-0000_2017"
"1100-410-41518-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","1150.00","950.00","2017","1100-410-41518-5700-0000_2017"
"1100-410-41518-5800-0000","TRAVEL EXPENSE","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","TRAVEL EXPENSE","8200.00","2196.45","2017","1100-410-41518-5800-0000_2017"
"1100-410-41518-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","PURCHASING","GENERAL GOVERNMENT","EMPLOYEE TRAINING","5775.00","4312.00","2017","1100-410-41518-5900-0000_2017"
"1100-410-41550-1100-0000","SALARIES","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","SALARIES","339129.00","343120.48","2017","1100-410-41550-1100-0000_2017"
"1100-410-41550-1300-0000","OVERTIME ALLOTMENT","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","OVERTIME","11803.00","9633.46","2017","1100-410-41550-1300-0000_2017"
"1100-410-41550-2100-0000","GROUP HEALTH INS","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","GROUP HEALTH INS","105000.00","105000.00","2017","1100-410-41550-2100-0000_2017"
"1100-410-41550-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","SOCIAL SEC MATCH EXP","26847.00","26272.31","2017","1100-410-41550-2200-0000_2017"
"1100-410-41550-2300-0000","STATE RETIRE MATCH","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","STATE RETIRE MATCH","38870.00","40117.61","2017","1100-410-41550-2300-0000_2017"
"1100-410-41550-3300-0000","CONTRAC SERVICES","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","CONTRACT SERVICES","16885.00","8271.66","2017","1100-410-41550-3300-0000_2017"
"1100-410-41550-4330-0000","REPAIRS-OFFICE EQUIP","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","REPAIRS-OFFICE EQUIP","1522.00","650.00","2017","1100-410-41550-4330-0000_2017"
"1100-410-41550-5500-0000","PRINTING","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","PRINTING","4940.00","1970.19","2017","1100-410-41550-5500-0000_2017"
"1100-410-41550-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","1070.00","827.00","2017","1100-410-41550-5700-0000_2017"
"1100-410-41550-5800-0000","TRAVEL EXPENSE","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","TRAVEL EXPENSE","8225.00","3190.30","2017","1100-410-41550-5800-0000_2017"
"1100-410-41550-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","EMPLOYEE TRAINING","5970.00","3282.33","2017","1100-410-41550-5900-0000_2017"
"1100-410-41550-6400-0000","EDUC MATERIALS","OPERATING FUND","HUMAN RESOURCES","GENERAL GOVERNMENT","EDUC MATERIALS","959.00","241.99","2017","1100-410-41550-6400-0000_2017"
"1100-410-41565-1100-0000","SALARIES","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","SALARIES","192033.00","76675.48","2017","1100-410-41565-1100-0000_2017"
"1100-410-41565-1300-0000","OVERTIME ALLOTMENT","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","OVERTIME","2500.00","1139.61","2017","1100-410-41565-1300-0000_2017"
"1100-410-41565-2100-0000","GROUP HEALTH INS","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","GROUP HEALTH INS","60000.00","60000.00","2017","1100-410-41565-2100-0000_2017"
"1100-410-41565-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","SOCIAL SEC MATCH EXP","14882.00","5605.51","2017","1100-410-41565-2200-0000_2017"
"1100-410-41565-2300-0000","STATE RETIRE MATCH","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","STATE RETIRE MATCH","21515.00","8929.65","2017","1100-410-41565-2300-0000_2017"
"1100-410-41565-3300-0000","CONTRAC SERVICES","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","CONTRACT SERVICES","4800.00","3828.81","2017","1100-410-41565-3300-0000_2017"
"1100-410-41565-5500-9110","PRINTING","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","PRINTING","8000.00","5735.36","2017","1100-410-41565-5500-9110_2017"
"1100-410-41565-5700-0000","MEMBERSHIP AND DUES","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","MEMBERSHIP AND DUES","2327.00","1866.00","2017","1100-410-41565-5700-0000_2017"
"1100-410-41565-5800-0000","TRAVEL EXPENSE","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","TRAVEL EXPENSE","5200.00","2071.97","2017","1100-410-41565-5800-0000_2017"
"1100-410-41565-5900-0000","EMPLOYEE TRAINING","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","EMPLOYEE TRAINING","3875.00","2970.72","2017","1100-410-41565-5900-0000_2017"
"1100-410-41565-6100-0000","GENERAL SUPPLIES","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","GENERAL SUPPLIES","3080.00","2078.11","2017","1100-410-41565-6100-0000_2017"
"1100-410-41565-6124-0000","PRIDE COMMISSION","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","PRIDE COMMISSION","10000.00","9987.84","2017","1100-410-41565-6124-0000_2017"
"1100-410-41565-6400-0000","EDU MATERIALS","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","EDUC MATERIALS","350.00","0.00","2017","1100-410-41565-6400-0000_2017"
"1100-410-41565-8153-0000","FARMERS MARKET EXP","OPERATING FUND","CULT AFFAIRS & TOURISM","GENERAL GOVERNMENT","FARMERS MARKET EXPENSES","49225.00","45520.69","2017","1100-410-41565-8153-0000_2017"
"1100-410-41900-1105-0000","EMP MERIT COMP","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","EMPLOYEE MERIT COMPENSATI","195243.00","54152.87","2017","1100-410-41900-1105-0000_2017"
"1100-410-41900-2130-0000","LIFE INSURANCE EXP","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","LIFE INSURANCE EXP","30000.00","27378.54","2017","1100-410-41900-2130-0000_2017"
"1100-410-41900-2200-0000","SOCIAL SEC MATCH EXP","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","SOCIAL SEC MATCH EXP","15013.00","4144.22","2017","1100-410-41900-2200-0000_2017"
"1100-410-41900-2400-0000","TUITION REIMBURS","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","EDUCATIONAL COMPENSATION","35000.00","23639.67","2017","1100-410-41900-2400-0000_2017"
"1100-410-41900-2500-0000","UNEMPLOY BENE EXP","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","UNEMPLOYMENT BENEFITS","10000.00","5736.13","2017","1100-410-41900-2500-0000_2017"
"1100-410-41900-2600-0000","WORKERS COMP PREM","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","WORKERS COMPENSATION","525804.00","423842.30","2017","1100-410-41900-2600-0000_2017"
"1100-410-41900-2610-0000","WORKERS COMP DED.","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","WORKERS COMP DEDUCT","403952.00","378509.68","2017","1100-410-41900-2610-0000_2017"
"1100-410-41900-3385-0000","FLEET MANAGE CONTR","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","FLEET MANAGEMENT CONTRACT","1068037.00","1068036.12","2017","1100-410-41900-3385-0000_2017"
"1100-410-41900-4312-0000","IMPROVE BLDG-ADA COMPLIANCE","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","IMPROV BLDG-ADA COMPLIANC","50000.00","12295.00","2017","1100-410-41900-4312-0000_2017"
"1100-410-41900-4320-0000","REPAIRS-MACH/EQUIP","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","REPAIRS MACH & EQUIP","289430.00","276826.41","2017","1100-410-41900-4320-0000_2017"
"1100-410-41900-4321-0000","REPAIRS TO VEHICLES","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","REPAIRS TO VEHICLES","272950.00","248676.61","2017","1100-410-41900-4321-0000_2017"
"1100-410-41900-5200-0000","PROP, CASU, SECU INS","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","PROPERTY, CASUALTY INS","1000000.00","917696.90","2017","1100-410-41900-5200-0000_2017"
"1100-410-41900-5210-0000","PROP, CASU INS DEDUC","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","PROP, CASU INS DEDUC","325000.00","226169.22","2017","1100-410-41900-5210-0000_2017"
"1100-410-41900-6100-0000","GENERAL SUPPLIES","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","GENERAL SUPPLIES","1475.00","0.00","2017","1100-410-41900-6100-0000_2017"
"1100-410-41900-6260-0000","VEHICLE FUEL EXPENSE","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","VEHICLE FUEL EXPENSE","77216.00","0.00","2017","1100-410-41900-6260-0000_2017"
"1100-410-41900-6270-0000","STREET LIGHTS EXP","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","STREET LIGHTS EXPENSE","2293835.00","2153338.52","2017","1100-410-41900-6270-0000_2017"
"1100-410-41900-7100-0000","LAND ACQUISITION","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","LAND ACQUISITION","1980000.00","1603717.00","2017","1100-410-41900-7100-0000_2017"
"1100-410-41900-8110-0000","JUDGEMENTS AND LOSS","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","JUDGEMENTS AND LOSSES","360303.00","356822.64","2017","1100-410-41900-8110-0000_2017"
"1100-410-41900-8120-0000","STORMWATR UTIL FEE","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","STORMWATER UTILITY FEES","35000.00","33090.00","2017","1100-410-41900-8120-0000_2017"
"1100-410-41900-8127-0000","ENVIRONMENTAL FEES","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","ENVIRONMENTAL FEES","43000.00","0.00","2017","1100-410-41900-8127-0000_2017"
"1100-410-41900-8140-0000","CONTINGENCY FUND","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","CONTINGENCY FUND","158612.00","0.00","2017","1100-410-41900-8140-0000_2017"
"1100-410-41900-8145-0000","ENCUMBRANCE CONTINGENCY","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","ENCUMBRANCE CONTINGENCY","2619.00","0.00","2017","1100-410-41900-8145-0000_2017"
"1100-410-41900-8150-0000","MISCELLANEOUS EXP","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","MISCELLANEOUS EXP","46597.00","45705.74","2017","1100-410-41900-8150-0000_2017"
"1100-410-41900-8152-0000","E-COMMERCE EXP","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","E-COMMERCE EXPENSES","200198.00","152708.89","2017","1100-410-41900-8152-0000_2017"
"1100-410-41900-8156-0000","DONAT-OUTSID AGENC","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","DONATION TO OUTSIDE AGEN","295500.00","295500.00","2017","1100-410-41900-8156-0000_2017"
"1100-410-41900-8160-0000","EMERG CONTINGE FUND","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","EMERGENCY CONTINGENCY FUN","544552.00","321830.83","2017","1100-410-41900-8160-0000_2017"
"1100-410-41900-8170-0000","ANNEXATION FEES","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","ANNEXATION FEES","150000.00","147069.00","2017","1100-410-41900-8170-0000_2017"
"1100-410-41900-8180-0000","LI/AFORDAB HOUSIN FE","OPERATING FUND","NONDEPARTMENTAL","GENERAL GOVERNMENT","LI/AFFORDABLE HOUSING FEE","8400.00","0.00","2017","1100-410-41900-8180-0000_2017"
