"fiscal_year","fund","department","unit","revenue_source","revenue_type","adopted_amount","amended_amount","actual_amount"
"2013","The General Fund","Neighborhood Improvement","Housing Program Delivery Costs","Porters Oaks 3Rd Mortgage","Miscellaneous Revenues","899","899","717.36"
"2013","The General Fund","Neighborhood Improvement","Code Enforcement","Miscellaneous Permits","Permits, Fees & Special Assessments","4710","4710","5445"
"2013","The General Fund","Non-Departmental","Salary Survey","Contributions From Gru","Non-Revenues","0","48000","0"
"2013","The General Fund","Non-Departmental","Employee Homeowner Incentive","Property Sales","Charges for Services","0","0","286.12"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Environmental Programs","Other Contributions&Donations","Miscellaneous Revenues","35048","35048","28297.91"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Recreation/Grounds","Other Miscellaneous Revenues","Miscellaneous Revenues","0","0","12988.71"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Cemetery Operations","Cemetery Fees","Charges for Services","24014","24014","32914.45"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Parks, Recreation & Cultural Affairs Administration","Recreation-Adult Sports","Charges for Services","18079","18079","19999.92"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Aquatics","Cash Overage/Shortage","Miscellaneous Revenues","0","0","3.09"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Cemetery Operations","Cemetery-Repayment Of Loan","Charges for Services","16192","16192","15016.72"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Centers","Rental Of City Property","Charges for Services","4408","4408","3336"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Plaza Events Program","Ticket Sales-Cultural Services","Charges for Services","0","0","1650"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Aquatics","Swimming Pools","Charges for Services","209599","209599","224736.02"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Misc Special Events/Support","Spec Events Processing","Charges for Services","325","325","696"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Park Maintenance","Other Miscellaneous Revenues","Miscellaneous Revenues","15026","15026","921.47"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Plaza Events Program","Other Contributions&Donations","Miscellaneous Revenues","0","3000","3000"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Summer Camp Prg/Playgrounds","Summer Playground Fees","Charges for Services","54151","54151","60154.23"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Centers","Recreation Centers","Charges for Services","95708","95708","81774.17"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Parks, Recreation & Cultural Affairs Administration","Recreation-Youth Sports","Charges for Services","2249","2249","9533.19"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Plaza Events Program","Trans Fr Cult Affair","Non-Revenues","0","2000","2000"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Natural Resource Management","Other Contributions&Donations","Miscellaneous Revenues","0","0","318"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Aquatics","Other Contributions&Donations","Miscellaneous Revenues","0","0","315.95"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Cultural Operations","Rental Income-Cultural Service","Charges for Services","115704","115704","124203.08"
"2013","The General Fund","Parks, Recreation & Cultural Affairs","Athletics","Recreation Fees","Charges for Services","65184","65184","47377.98"
"2013","The General Fund","Planning & Development Services","Planning Division","Document Reprod. Fees","Charges for Services","0","0","185.85"
"2013","The General Fund","Planning & Development Services","Planning Division","Environmental Review Fees","Charges for Services","0","0","4000"
"2013","The General Fund","Planning & Development Services","Planning Division","Ldc Fees-Ez Credit Zone 1","Permits, Fees & Special Assessments","0","0","-28900.3"
"2013","The General Fund","Planning & Development Services","Planning Division","Land Development Code Review Fees","Charges for Services","166858","166858","124861.25"
"2013","The General Fund","Planning & Development Services","Planning Division","Ldc Fees-Entrpz Zone 1","Permits, Fees & Special Assessments","0","0","57801.26"
"2013","The General Fund","Police","Investigations Bureau","Trans From Misc Gifts & Grants","Non-Revenues","0","150.36","150.36"
"2013","The General Fund","Police","Office Of The Chief Of Police","Registration Fees","Charges for Services","0","0","375"
"2013","The General Fund","Police","School Resource Officers","S.R.O. Contract-S.B.A.C.","Charges for Services","190725","190725","190725.2"
"2013","The General Fund","Police","Gha Hud Grant V","Gha Hud Contract","Charges for Services","0","0","51328.34"
"2013","The General Fund","Police","Support Services Division","Other Miscellaneous Revenues","Miscellaneous Revenues","0","0","24.87"
"2013","The General Fund","Police","Fiscal","Trans From Misc Gifts & Grants","Non-Revenues","0","4.84","4.84"
"2013","The General Fund","Police","Office Of The Chief Of Police","Cash Overage/Shortage","Miscellaneous Revenues","0","0","-5"
"2013","The General Fund","Police","Office Of The Chief Of Police","Vending Machine Revenue","Charges for Services","0","262.51","262.51"
