"fiscal_year","revenue_source","revenue_type","department","unit","fund","fund_type","adopted_amount","uniqueid"
"2021","T/f-Udag Fund (103)","Non-Revenues","Public Works","Depot Ave Stormwater Facility","Stormwater Management Surcharge Capital Projects Fund","Enterprise Funds","0","2021744238800m186414e"
"2021","City Contributions/grant Match","Non-Revenues","Public Works","Fdep Match To Sweetwater X441","Stormwater Management Surcharge Capital Projects Fund","Enterprise Funds","0","2021780138800k441414e"
"2021","County Contribution","Intergovernmental Revenues","Parks, Recreation & Cultural Affairs","Wspp 2017-2025 Joint Projects W/county","Wild Spaces Public Places-Joint Pojects W/county 2017-2025","Capital Projects Funds","0","2021280433850b102359c"
"2021","Gain/loss:disposition Of F/a","Miscellaneous Revenues","Public Works","Smu-Depreciation","Solid Waste Enterprise Fund","Enterprise Funds","0","20216610368008099420e"
"2021","Other Contributions&donations","Miscellaneous Revenues","Public Works","Pw Old Airport Landfill Remediation","Solid Waste Enterprise Fund","Enterprise Funds","0","2021700236800s700420e"
"2021","Refund Of Prior Year Expenditures","Miscellaneous Revenues","Public Works","Old Landfill Project","Solid Waste Enterprise Fund","Enterprise Funds","0","20217277368008081420e"
"2021","Transfer From General Fund (001)","Non-Revenues","Public Works","Refuse Collection","Fleet Replacement Fund","Internal Service Funds","0","20217408388008080501i"
"2021","Trans From Solid Waste (420)","Non-Revenues","Public Works","Refuse Collection","Fleet Replacement Fund","Internal Service Funds","0","20217420388008080501i"
"2021","Trans Fr Stormwater Mgmt. (413)","Non-Revenues","Public Works","Watercourse Maintenance","Fleet Replacement Fund","Internal Service Funds","0","20217437388008025501i"
"2021","Gain/loss:disposition Of F/a","Miscellaneous Revenues","Public Works","Smu-Depreciation","General Fixed Assets Group","Gen Fixed Asset Group","0","20216610368008099901f"
"2021","Fdot-Traffic Signal Maint","Intergovernmental Revenues","Transportation & Mobility","Transportation & Strategic  Planning","The General Fund","The General Fund","0","20212411338058050001g"
"2021","Fdot-St Light Maint Agrmnt","Intergovernmental Revenues","Transportation & Mobility","Transportation & Strategic  Planning","The General Fund","The General Fund","0","20212414338058050001g"
"2021","Fdot-St Light Maint Agrmnt","Intergovernmental Revenues","Transportation & Mobility","Traffic Signals","The General Fund","The General Fund","0","20212414338058051001g"
"2021","Cash Overage/shortage","Miscellaneous Revenues","Transportation & Mobility","Parking Operations","The General Fund","The General Fund","0","20213490368058058001g"
"2021","Traffic Signal Contract-County","Charges For Services","Transportation & Mobility","Transportation & Strategic  Planning","The General Fund","The General Fund","0","20213603348058050001g"
"2021","Traffic Signal Contract-County","Charges For Services","Transportation & Mobility","Traffic Management System","The General Fund","The General Fund","0","20213603348058052001g"
"2021","Parking Meter & Smart Card","Charges For Services","Transportation & Mobility","Parking Operations","The General Fund","The General Fund","0","20214001348058058001g"
"2021","Parking Paystation","Charges For Services","Transportation & Mobility","Parking Operations","The General Fund","The General Fund","0","20214006348058058001g"
"2021","Traffic Eng Projects Reimb.","Charges For Services","Transportation & Mobility","Traffic Signals","The General Fund","The General Fund","0","20214045348058051001g"
"2021","Traffic Eng Projects Reimb.","Charges For Services","Transportation & Mobility","Traffic Management System","The General Fund","The General Fund","0","20214045348058052001g"
"2021","Traffic Review Fees","Charges For Services","Transportation & Mobility","Transportation & Strategic  Planning","The General Fund","The General Fund","0","20214061348058050001g"
"2021","Damaged Property Restitution","Miscellaneous Revenues","Transportation & Mobility","Parking Garage","The General Fund","The General Fund","0","20216802368058056001g"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Transportation & Mobility","Transportation & Strategic  Planning","The General Fund","The General Fund","0","20217201368058050001g"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Transportation & Mobility","Traffic Signals","The General Fund","The General Fund","0","20217201368058051001g"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Transportation & Mobility","Traffic Management System","The General Fund","The General Fund","0","20217201368058052001g"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Transportation & Mobility","Community Bike Program","The General Fund","The General Fund","0","20217201368058054001g"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Transportation & Mobility","Parking Garage","The General Fund","The General Fund","0","20217201368058056001g"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Transportation & Mobility","Parking Operations","The General Fund","The General Fund","0","20217201368058058001g"
"2021","Banner Revenue","Miscellaneous Revenues","Transportation & Mobility","Transportation & Strategic  Planning","The General Fund","The General Fund","0","20217216368058050001g"
"2021","Insurance Recovery","Miscellaneous Revenues","Transportation & Mobility","Traffic Signals","The General Fund","The General Fund","0","20217275368058051001g"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Emerson Willage (Infinia Living) Pet Db-18-00152","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805c206116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Va Clinic, 5600 Blk Sw 34th Street, Db-20-00040","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805c207116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Dunkin Donuts @ Oakwood Commons  Pet#ad-19-00021","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805p344116r"
"2021","Transportation Mobility Program Area Fees (Tmpa)","Charges For Services","Transportation & Mobility","Mr. Clean Carwash # Nw 13th St Pet#db 19-00038","Trans. Concurrency Exc. Area","Special Revenue Funds","0","2021406534805p345116r"
"2021","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Hoggetowne Medieval Faire","Cultural Affairs Projects Fund","Special Revenue Funds","17130","20217002368501650107r"
"2021","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Downtown Plaza Events","Cultural Affairs Projects Fund","Special Revenue Funds","6000","20217002368501665107r"
"2021","Other Contributions&donations","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Downtown Festival & Art Show","Cultural Affairs Projects Fund","Special Revenue Funds","22000","20217002368501685107r"
"2021","Transfer From General Fund (001)","Non-Revenues","Parks, Recreation & Cultural Affairs","Median Project","General Capital Projects Fund","Capital Projects Funds","15000","2021740838850m327302c"
"2021","Transfer From General Fund (001)","Non-Revenues","Parks, Recreation & Cultural Affairs","Boardwalk Replacement Project","General Capital Projects Fund","Capital Projects Funds","25000","2021740838850m331302c"
"2021","Sales Tax-Wild Spaces Public Places","Taxes","Parks, Recreation & Cultural Affairs","Wspp Contingency  2017-2025","Wild Spaces Public Places 1/2 C. Sales Tax 2017-2025","Capital Projects Funds","6500000","2021061631850b101358c"
"2021","T/f Ironwood Surcharge Fund (418)","Non-Revenues","Parks, Recreation & Cultural Affairs","Cirb 2010 Debt Repayment","Golf Course Renovation Fund","Enterprise Funds","94437.78","2021751538850i150417e"
"2021","Capital Surcharge","Charges For Services","Parks, Recreation & Cultural Affairs","Capital Project Surcharge","Golf Course Surcharge/capital Projects Fund","Enterprise Funds","153000","2021348534850i100418e"
"2021","Document Reprod. Fees","Charges For Services","Human Resources","Employee  & Labor Relations","The General Fund","The General Fund","308.25","20213405349009011001g"
"2021","Gain/loss On Investments","Miscellaneous Revenues","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","200000","20216006369209210503i"
"2021","Other Miscellaneous Revenues","Miscellaneous Revenues","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","300000","20217201369209210503i"
"2021","Premium Reimbursements","Miscellaneous Revenues","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","2228658","20217210369209210503i"
"2021","Ins. Premium-General Fund","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","2171452.78","20217250399209210503i"
"2021","Ins. Premium-Grants (115)","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","2399.52","20217251399209210503i"
"2021","Ins. Premium-Gen. Pension","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","34259.93","20217252399209210503i"
"2021","Ins. Premium-Fire Pension","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","23532.55","20217253399209210503i"
"2021","Ins. Premium-Solid Waste","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","43407.28","20217254399209210503i"
"2021","Ins. Premium-Cdbg","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","36065.64","20217255399209210503i"
"2021","Ins. Premium-Rts","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","1193701.03","20217256399209210503i"
"2021","Ins. Premium-Police Pension","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","21518.41","20217257399209210503i"
"2021","Ins. Premium-Fleet Service","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","118331.37","20217259399209210503i"
"2021","Ins. Premium-Smuf","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","268128.77","20217260399209210503i"
"2021","Ins. Premium-Fl Bldg Code","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","88626.6","20217262399209210503i"
"2021","Ins. Premium-Home Grant Fund","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","2157.23","20217263399209210503i"
"2021","Ins. Premium-Gpd Billable Ot","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","754.45","20217265399209210503i"
"2021","Ins. Premium-Cra Admin","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","31805.64","20217266399209210503i"
"2021","Ins. Premium-Employee Health","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","5261.63","20217267399209210503i"
"2021","Ins. Premium-Retiree Health","Internal Services","Office Of Risk Management","Business Services","General Insurance Fund","Internal Service Funds","364.98","20217268399209210503i"
"2021","County Contribution","Intergovernmental Revenues","Parks, Recreation & Cultural Affairs","Wspp Prairie Tower Interlocal Grant","Wild Spaces Public Places-Joint Pojects W/county 2017-2025","Capital Projects Funds","0","2021280433850b107359c"
"2021","County Contribution","Intergovernmental Revenues","Parks, Recreation & Cultural Affairs","Wspp Split Rock Preserve  Interlocal Grant","Wild Spaces Public Places-Joint Pojects W/county 2017-2025","Capital Projects Funds","0","2021280433850b108359c"
"2021","County Contribution","Intergovernmental Revenues","Parks, Recreation & Cultural Affairs","Wspp Hartman House At Hogtown Creek   Interlocal Grant","Wild Spaces Public Places-Joint Pojects W/county 2017-2025","Capital Projects Funds","0","2021280433850b109359c"
"2021","Transfer From General Fund (001)","Non-Revenues","Facilities Management","City Hall Roof Replacement","Cirn Of Fy2020","Capital Projects Funds","0","2021740838910ma41360c"
