"fund","department","unit","vendor","expenditure_type","expenditure_detail","transaction_amount","transaction_date","month_name","fiscal_month_number","fiscal_year","pmt_method"
"The General Fund","Fire Rescue","Emergency Operations","Hall Mark Fire Apparatus Inc","Fire Control","Materials And Supplies","46.47","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Emergency Operations","Sams Club Direct","Fire Control","Materials And Supplies","51.16","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Emergency Operations","M & C Army Surplus Inc","Fire Control","Uniform Purchase Price","61.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Emergency Operations","Sams Club Direct","Fire Control","Materials And Supplies","68.32","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Emergency Operations","Municipal Emergency Services Inc","Fire Control","Uniform Purchase Price","110.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Emergency Operations","Municipal Emergency Services Inc","Fire Control","Uniform Purchase Price","110.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Emergency Operations","Hall Mark Fire Apparatus Inc","Fire Control","Materials And Supplies","118.76","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Emergency Operations","Hall Mark Fire Apparatus Inc","Fire Control","Materials And Supplies","120.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Emergency Operations","M & C Army Surplus Inc","Fire Control","Uniform Purchase Price","123.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Risk Reduction Bureau","Copyfax Of Gainesville Inc","Fire Control","Rental-Equipment","128.17","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Office Of The Fire Chief","Ricoh Americas Corporation","Fire Control","Rental-Equipment","140.56","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Support Services Bureau","Ricoh Americas Corporation","Fire Control","Rental-Equipment","140.56","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Emergency Operations","M & C Army Surplus Inc","Fire Control","Uniform Purchase Price","184.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Emergency Operations","Alachua Fire Extinguisher Co Inc","Fire Control","Materials And Supplies","185.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Risk Reduction Bureau","Ricoh Americas Corporation","Fire Control","Rental-Equipment","188.87","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Emergency Operations","Hall Mark Fire Apparatus Inc","Fire Control","Materials And Supplies","213.92","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Support Services Bureau","Gainesville Neon Signs Inc","Fire Control","Materials And Supplies","220.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Emergency Operations","Municipal Emergency Services Inc","Fire Control","Uniform Purchase Price","227.95","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Emergency Operations","Municipal Emergency Services Inc","Fire Control","Uniform Purchase Price","301.92","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Emergency Operations","Hall Mark Fire Apparatus Inc","Fire Control","Materials And Supplies","373.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Fire Safety Public Education","North Florida School Days","Fire Control","Professional Services","375.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Emergency Operations","Municipal Emergency Services Inc","Fire Control","Uniform Purchase Price","459.84","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Emergency Operations","Done Right Fire Gear Repair Inc","Fire Control","Uniform Purchase Price","972.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Emergency Operations","Gainesville Regional Utilities","Fire Control","Utilities-Elect,Sewer,Water","1216.76","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Emergency Operations","Boone Improvements Inc","Fire Control","Other Contractual Services","1270.36","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Support Services Bureau","Stevie L Anderson","Fire Control","Professional Services","1300.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Emergency Operations","Gainesville Regional Utilities","Fire Control","Utilities-Elect,Sewer,Water","1936.43","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","Fire Rescue","Special Operations","Alachua County Board Of County Commissioners","Fire Control","Materials And Supplies","4042.30","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","General Services Administration","Gainesville Regional Utilities","Other General Government","Utilities-Elect,Sewer,Water","18.75","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","General Services Administration","Gainesville Regional Utilities","Other General Government","Utilities-Elect,Sewer,Water","18.75","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","General Services Administration","Gainesville Regional Utilities","Other General Government","Utilities-Elect,Sewer,Water","21.19","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","General Services Administration","Gainesville Regional Utilities","Other General Government","Utilities-Elect,Sewer,Water","29.34","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","Custodial Section","Hillman Supply Company Inc","Other General Government","Operational Supplies","46.85","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","General Services Administration","Gainesville Regional Utilities","Other General Government","Utilities-Elect,Sewer,Water","48.90","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","General Services Administration","Gainesville Regional Utilities","Other General Government","Utilities-Elect,Sewer,Water","49.18","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","General Services Administration","Gainesville Regional Utilities","Other General Government","Utilities-Elect,Sewer,Water","53.45","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","General Services Administration","Gainesville Regional Utilities","Other General Government","Utilities-Elect,Sewer,Water","56.24","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","Mechanical Section","Richard L Dickens","Other General Government","Other Contractual Services","60.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","General Services Administration","Gainesville Regional Utilities","Other General Government","Utilities-Elect,Sewer,Water","63.06","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","Structural Section","Alachua Fire Extinguisher Co Inc","Other General Government","Other Contractual Services","77.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","Structural Section","Alachua Fire Extinguisher Co Inc","Other General Government","Other Contractual Services","77.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","Structural Section","Alachua Fire Extinguisher Co Inc","Other General Government","Other Contractual Services","77.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","Structural Section","Alachua Fire Extinguisher Co Inc","Other General Government","Other Contractual Services","77.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","General Services Administration","Gainesville Regional Utilities","Other General Government","Utilities-Elect,Sewer,Water","90.47","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","General Services Administration","Gainesville Regional Utilities","Other General Government","Utilities-Elect,Sewer,Water","130.40","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","Mechanical Section","Cj'S Sales And Service, Inc","Other General Government","Other Contractual Services","205.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","Mechanical Section","Cj'S Sales And Service, Inc","Other General Government","Other Contractual Services","205.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","Mechanical Section","Cj'S Sales And Service, Inc","Other General Government","Other Contractual Services","205.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","Mechanical Section","Cj'S Sales And Service, Inc","Other General Government","Other Contractual Services","205.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","Mechanical Section","Cj'S Sales And Service, Inc","Other General Government","Other Contractual Services","205.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","Mechanical Section","Cj'S Sales And Service, Inc","Other General Government","Inventory Purchases","205.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","General Services Administration","Gainesville Regional Utilities","Other General Government","Utilities-Elect,Sewer,Water","253.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","General Services Administration","Gainesville Regional Utilities","Other General Government","Utilities-Elect,Sewer,Water","275.39","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","Mechanical Section","Cj'S Sales And Service, Inc","Other General Government","Other Contractual Services","305.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","Mechanical Section","Cj'S Sales And Service, Inc","Other General Government","Other Contractual Services","305.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","Structural Section","Alachua Fire Extinguisher Co Inc","Other General Government","Other Contractual Services","425.16","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","Mechanical Section","Cj'S Sales And Service, Inc","Other General Government","Maintenance Bldg And Improve","430.00","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","Mechanical Section","Thyssenkrupp Elevator Corp","Other General Government","Maintenance Bldg And Improve","442.50","2011-10-16T00:00:00.000","October","1","2012","Payables"
"The General Fund","General Services","General Services Administration","Gainesville Regional Utilities","Other General Government","Utilities-Elect,Sewer,Water","480.85","2011-10-16T00:00:00.000","October","1","2012","Payables"
