"fiscal_year","revenue_source","revenue_type","department","unit","fund","fund_type","proposed_amount","adopted_amount","amended_amount","actual_amount","unique_id"
"2020","City Match","Non-Revenues","Regional Transit System","Ptga Funds From Fdot For Route 800 (Contr#g1784","Regional Transit System Fund","Enterprise Funds",,"69746","69746","0","2020450338680UJ03450E"
"2020","City Match","Non-Revenues","Regional Transit System","Ptga Funds From Fdot For Route 300 (Contr#g1787","Regional Transit System Fund","Enterprise Funds",,"51820","51820","0","2020450338680UJ04450E"
"2020","City Match","Non-Revenues","Regional Transit System","Fdot Section 5310 (Fain #1001-2017-15) Wheelchair Securement","Regional Transit System Fund","Enterprise Funds",,"15000","15000","0","2020450338680UI87450E"
"2020","City Match","Non-Revenues","Regional Transit System","Ptga Funds From Fdot For Holiday Route Service (Contr#g1785)","Regional Transit System Fund","Enterprise Funds",,"58006","58006","0","2020450338680UJ06450E"
"2020","City Match","Non-Revenues","Regional Transit System","Ptga Funds From Fdot For Route 601(contr#g1786)","Regional Transit System Fund","Enterprise Funds",,"274000","274000","0","2020450338680UJ07450E"
"2020","City Match","Non-Revenues","Regional Transit System","Fdot Section 5310 (Fain #1001-2016-16) Wheelchair Securement","Regional Transit System Fund","Enterprise Funds",,"555.2","555.2","0","2020450338680UH87450E"
"2020","Contributions From Gru","Non-Revenues","Public Works","Archer Rd. Water Valve Adjustments","General Capital Projects Fund","Capital Projects Funds",,"6250","6250","0","2020450838800C204302C"
"2020","Contributions From Gru","Non-Revenues","Gainesville Community Redevelopement Agency","Depot Park Tree Mitigation Account","Ffgfc 02 Capital Projects Fund","Capital Projects Funds",,"3860","3860","0","2020450838790R210328C"
"2020","Contributions From Gru","Non-Revenues","Budget & Finance Department","Treasury","The General Fund","The General Fund",,"10000","10000","10000","20204508387707770001G"
"2020","Contributions From Gru","Non-Revenues","Public Works","Depot Ave Facility - Gru","General Capital Projects Fund","Capital Projects Funds",,"8643.4","8643.4","0","2020450838800M455302C"
"2020","Swimming Pools","Charges For Services","Parks, Recreation & Cultural Affairs","Aquatics","The General Fund","The General Fund",,"270657","270657","64288.32","20204601348508520001G"
"2020","Recreation Centers","Charges For Services","Parks, Recreation & Cultural Affairs","Facilities","The General Fund","The General Fund",,"68250","68250","22651.83","20204610348508540001G"
"2020","Park Admission","Charges For Services","Parks, Recreation & Cultural Affairs","Sweetwater Wetland Park Operations","The General Fund","The General Fund",,"0","0","116812.09","20204615348508589001G"
"2020","Park Admission","Charges For Services","Parks, Recreation & Cultural Affairs","Nature Operations","The General Fund","The General Fund",,"0","0","618.18","20204615348508580001G"
"2020","Park Admission","Charges For Services","Parks, Recreation & Cultural Affairs","Environmental Programming","The General Fund","The General Fund",,"94521","94521","2487.94","20204615348508581001G"
"2020","Recreation Fees","Charges For Services","Parks, Recreation & Cultural Affairs","Sports","The General Fund","The General Fund",,"40000","40000","26780.34","20204620348508530001G"
"2020","Recreation Fees","Charges For Services","Parks, Recreation & Cultural Affairs","Facilities","The General Fund","The General Fund",,"0","0","7650","20204620348508540001G"
"2020","Vending Machine Revenue","Charges For Services","Parks, Recreation & Cultural Affairs","Recreation Programs","Misc. Special Revenues","Special Revenue Funds",,"0","0","304.38","2020462334850G204123R"
"2020","Vending Machine Revenue","Charges For Services","Transportation & Mobility","Parking Garage","The General Fund","The General Fund",,"0","1155","2054.95","20204623348058056001G"
"2020","Recreation Memberships","Charges For Services","Parks, Recreation & Cultural Affairs","Recreation Programs","Misc. Special Revenues","Special Revenue Funds",,"0","0","4310.5","2020462534850G204123R"
"2020","Recreation-Adult Sports","Charges For Services","Parks, Recreation & Cultural Affairs","Parks, Recreation & Cultural Affairs Administration","The General Fund","The General Fund",,"15000","15000","0","20204630348508510001G"
"2020","Recreation-Youth Sports","Charges For Services","Parks, Recreation & Cultural Affairs","Parks, Recreation & Cultural Affairs Administration","The General Fund","The General Fund",,"8298","8298","2936.15","20204640348508510001G"
"2020","Summer Playground Fees","Charges For Services","Parks, Recreation & Cultural Affairs","Summer Camp Prg/playgrounds","The General Fund","The General Fund",,"53294","53294","0","20204641348508550001G"
"2020","Ticket Sales-Cultural Services","Charges For Services","Parks, Recreation & Cultural Affairs","Plaza Events Program","The General Fund","The General Fund",,"1125","1125","245","20204650348508592001G"
"2020","Ticket Sales-Cultural Services","Charges For Services","Parks, Recreation & Cultural Affairs","Hoggetowne Medieval Faire","Cultural Affairs Projects Fund","Special Revenue Funds",,"305483","367051.07","400621.24","20204650348501650107R"
"2020","Code Enforcement Penalties","Fines And Forfeits","Office Of Housing & Community Development","Code Enforcement","The General Fund","The General Fund",,"10833","10833","4314.98","20205601356206203001G"
"2020","Rental Income-Cultural Service","Charges For Services","Parks, Recreation & Cultural Affairs","Cultural Operations","The General Fund","The General Fund",,"140250","140250","57956.41","20204651348508590001G"
"2020","Registration Fee-Cultural Svcs","Charges For Services","Parks, Recreation & Cultural Affairs","Hoggetowne Medieval Faire","Cultural Affairs Projects Fund","Special Revenue Funds",,"46718","46718","41055.68","20204652348501650107R"
"2020","Registration Fee-Cultural Svcs","Charges For Services","Parks, Recreation & Cultural Affairs","Downtown Festival & Art Show","Cultural Affairs Projects Fund","Special Revenue Funds",,"73315","73315","10211.22","20204652348501685107R"
"2020","Registration Fees","Charges For Services","Fire Rescue","Operation Care","Misc. Special Revenues","Special Revenue Funds",,"0","237.5","737.5","2020467034820G260123R"
"2020","Registration Fees","Charges For Services","Equity & Inclusion","Equal Opportunity","The General Fund","The General Fund",,"4727","4727","0","20204670347807810001G"
"2020","Utility Indirect Services","Charges For Services","Budget & Finance Department","Budget","The General Fund","The General Fund",,"3354927","2547011.9","2547012","20204901347707785001G"
"2020","Rts-Indirect Services","Charges For Services","Budget & Finance Department","Budget","The General Fund","The General Fund",,"2047597","1746507.34","1746507.34","20204902347707785001G"
"2020","Cdbg-Indirect Services","Charges For Services","Budget & Finance Department","Budget","The General Fund","The General Fund",,"42301","42301","42301","20204904347707785001G"
"2020","S.m.u. Indirect Svcs.","Charges For Services","Budget & Finance Department","Budget","The General Fund","The General Fund",,"464638","464638","464638","20204906347707785001G"
"2020","Asst City Attorney-Gru Share","Charges For Services","City Attorney","City Attorney","The General Fund","The General Fund",,"216370","216370","216370","20204910347507520001G"
"2020","Solid Waste Indirect Svcs.","Charges For Services","Budget & Finance Department","Budget","The General Fund","The General Fund",,"235254","159409.74","159409.74","20204912347707785001G"
"2020","Home Indirect Services","Charges For Services","Budget & Finance Department","Budget","The General Fund","The General Fund",,"7685","7685","7685","20204913347707785001G"
"2020","Fleet Mgmt. Ind. Services","Charges For Services","Budget & Finance Department","Budget","The General Fund","The General Fund",,"494448","439271.44","439271.44","20204915347707785001G"
"2020","Gen. Ins. Ind. Services","Charges For Services","Budget & Finance Department","Budget","The General Fund","The General Fund",,"242238","242238","242238","20204916347707785001G"
"2020","Health Ins. Ind. Services","Charges For Services","Budget & Finance Department","Budget","The General Fund","The General Fund",,"94639","94639","94639","20204917347707785001G"
"2020","Cra-Indirect Services","Charges For Services","Budget & Finance Department","Budget","The General Fund","The General Fund",,"200850","200850","200850","20204918347707785001G"
"2020","Fl Bldg Codes Enforcement-Indirect Services","Charges For Services","Budget & Finance Department","Budget","The General Fund","The General Fund",,"362354","362354","362354","20204919347707785001G"
"2020","General Pension-Indirect Services","Charges For Services","Budget & Finance Department","Budget","The General Fund","The General Fund",,"53909","53909","53909","20204920347707785001G"
"2020","Court Fines & Forfeitures","Fines And Forfeits","Police","Office Of The Chief Of Police","The General Fund","The General Fund",,"272619","272619","189485.09","20205001358108110001G"
"2020","Court Fines & Forfeitures","Fines And Forfeits","Police","Law Enforcement Education","Misc. Special Revenues","Special Revenue Funds",,"50000","50000","19105.97","2020500135810G188123R"
"2020","State-Confiscated Property","Fines And Forfeits","Police","Special Investigations","State-Law Enf. Cont. Forfeit.","Special Revenue Funds",,"0","0","12209.24","20205002358108121108R"
"2020","Municipal Ordinance Fines","Fines And Forfeits","Police","Office Of The Chief Of Police","The General Fund","The General Fund",,"5049","5049","1697.64","20205005358108110001G"
"2020","Police Pension-Indirect Services","Charges For Services","Budget & Finance Department","Budget","The General Fund","The General Fund",,"47524","47524","47524","20204921347707785001G"
"2020","Fire Pension-Indirect Services","Charges For Services","Budget & Finance Department","Budget","The General Fund","The General Fund",,"40143","40143","40143","20204922347707785001G"
"2020","Federal Justice Funds -Confiscated Property","Fines And Forfeits","Police","Office Of The Chief Of Police","Federal Law Enf. Cont.forfeit.","Special Revenue Funds",,"0","0","102011.04","20205004358108110109R"
"2020","Interest On Special Assessment","Miscellaneous Revenues","Public Works","Pw Administrative Services","Street,sidewalk&ditch Imp.","Special Revenue Funds",,"400","400","0","20206004368008010113R"
"2020","Interest On Investments","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Wspp Contingency  2017-2025","Wild Spaces Public Places 1/2 C. Sales Tax 2017-2025","Capital Projects Funds",,"0","0","91241.36","2020600136850B101358C"
"2020","Interest On Investments","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Wspp 2017-2025 Joint Projects W/county","Wild Spaces Public Places-Joint Pojects W/county 2017-2025","Capital Projects Funds",,"0","0","15023.6","2020600136850B102359C"
"2020","Interest On Investments","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Wspp Administration","Wild Spaces Public Places 1/2 C. Sales Tax-Land Acquisition","Capital Projects Funds",,"0","0","1477.94","2020600136850B050346C"
"2020","Interest On Investments","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Wspp Administration","Wild Spaces Public Places 1/2 C. Sales Tax","Capital Projects Funds",,"0","0","10.02","2020600136850B050345C"
"2020","Interest On Investments","Miscellaneous Revenues","Fleet Management","Fleet Administration","Fleet Management Services Fund","Internal Service Funds",,"0","0","-130696.12","20206001368408410502I"
"2020","Interest On Investments","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Hoggetowne Medieval Faire","Cultural Affairs Projects Fund","Special Revenue Funds",,"0","0","733.51","20206001368501650107R"
"2020","Interest On Investments","Miscellaneous Revenues","Parks, Recreation & Cultural Affairs","Sc Site Work-City Funded","Senior Recreation Center","Capital Projects Funds",,"0","0","169.76","2020600136850M351347C"
"2020","Interest On Investments","Miscellaneous Revenues","Fleet Management","Fleet Administration","Fleet Replacement Fund","Internal Service Funds",,"0","0","52092.27","20206001368408410501I"
"2020","Interest On Investments","Miscellaneous Revenues","Non-Departmental","Capital Projects","Greenspace Aquisition And Community Improvement Fund","Capital Projects Funds",,"0","0","1446.62","20206001369909985306C"
"2020","Interest On Investments","Miscellaneous Revenues","Non-Departmental","Capital Projects","Public Imp. Cap. Prj. Fund:94","Capital Projects Funds",,"0","0","6.85","20206001369909985304C"
"2020","Interest On Investments","Miscellaneous Revenues","Non-Departmental","Capital Projects","Faps Projects-Ffgfc 02","Capital Projects Funds",,"0","0","59.72","20206001369909985330C"
"2020","Interest On Investments","Miscellaneous Revenues","Non-Departmental","Capital Projects","Ffgfc 02 Capital Projects Fund","Capital Projects Funds",,"0","0","672.13","20206001369909985328C"
"2020","Interest On Investments","Miscellaneous Revenues","Non-Departmental","Capital Projects","Cirb Of 2005-Cip Fund","Capital Projects Funds",,"0","0","1960.79","20206001369909985335C"
"2020","Interest On Investments","Miscellaneous Revenues","Non-Departmental","Capital Projects","Ffgfc 05 Capital Projects Fund","Capital Projects Funds",,"0","0","103.3","20206001369909985332C"
