"outcome_or_indicator","group_by_variable","percentage","confidence_interval","title","description","year","first_or_second_half","year_and_months"
"Disability status","Other, non-Hispanic","8.6","6.3, 11.3","Percentage of disability status for adults aged 18 and over (95% confidence intervals), United States","Disability is defined by the reported level of difficulty (no difficulty, some difficulty, a lot of difficulty, or cannot do at all) in six functioning domains: seeing (even if wearing glasses), hearing (even if wearing hearing aids), mobility (walking or climbing stairs), communication (understanding or being understood by others), cognition (remembering or concentrating), and self-care (such as washing all over or dressing). Adults who responded ""a lot of difficulty"" or ""cannot do at all"" to at least one question were considered to have a disability.","2020","1","2020, Jan-Jun"
"Disability status","High school diploma or lower","15","13.7, 16.5","Percentage of disability status for adults aged 18 and over (95% confidence intervals), United States","Disability is defined by the reported level of difficulty (no difficulty, some difficulty, a lot of difficulty, or cannot do at all) in six functioning domains: seeing (even if wearing glasses), hearing (even if wearing hearing aids), mobility (walking or climbing stairs), communication (understanding or being understood by others), cognition (remembering or concentrating), and self-care (such as washing all over or dressing). Adults who responded ""a lot of difficulty"" or ""cannot do at all"" to at least one question were considered to have a disability.","2020","1","2020, Jan-Jun"
"Disability status","Some college","9.2","8.0, 10.5","Percentage of disability status for adults aged 18 and over (95% confidence intervals), United States","Disability is defined by the reported level of difficulty (no difficulty, some difficulty, a lot of difficulty, or cannot do at all) in six functioning domains: seeing (even if wearing glasses), hearing (even if wearing hearing aids), mobility (walking or climbing stairs), communication (understanding or being understood by others), cognition (remembering or concentrating), and self-care (such as washing all over or dressing). Adults who responded ""a lot of difficulty"" or ""cannot do at all"" to at least one question were considered to have a disability.","2020","1","2020, Jan-Jun"
"Disability status","College degree or higher","4.1","3.6, 4.7","Percentage of disability status for adults aged 18 and over (95% confidence intervals), United States","Disability is defined by the reported level of difficulty (no difficulty, some difficulty, a lot of difficulty, or cannot do at all) in six functioning domains: seeing (even if wearing glasses), hearing (even if wearing hearing aids), mobility (walking or climbing stairs), communication (understanding or being understood by others), cognition (remembering or concentrating), and self-care (such as washing all over or dressing). Adults who responded ""a lot of difficulty"" or ""cannot do at all"" to at least one question were considered to have a disability.","2020","1","2020, Jan-Jun"
"Disability status","Large MSA","7.9","7.1, 8.7","Percentage of disability status for adults aged 18 and over (95% confidence intervals), United States","Disability is defined by the reported level of difficulty (no difficulty, some difficulty, a lot of difficulty, or cannot do at all) in six functioning domains: seeing (even if wearing glasses), hearing (even if wearing hearing aids), mobility (walking or climbing stairs), communication (understanding or being understood by others), cognition (remembering or concentrating), and self-care (such as washing all over or dressing). Adults who responded ""a lot of difficulty"" or ""cannot do at all"" to at least one question were considered to have a disability.","2020","1","2020, Jan-Jun"
"Disability status","Small MSA","10.3","9.3, 11.5","Percentage of disability status for adults aged 18 and over (95% confidence intervals), United States","Disability is defined by the reported level of difficulty (no difficulty, some difficulty, a lot of difficulty, or cannot do at all) in six functioning domains: seeing (even if wearing glasses), hearing (even if wearing hearing aids), mobility (walking or climbing stairs), communication (understanding or being understood by others), cognition (remembering or concentrating), and self-care (such as washing all over or dressing). Adults who responded ""a lot of difficulty"" or ""cannot do at all"" to at least one question were considered to have a disability.","2020","1","2020, Jan-Jun"
"Disability status","Not in MSA","12.7","10.8, 14.9","Percentage of disability status for adults aged 18 and over (95% confidence intervals), United States","Disability is defined by the reported level of difficulty (no difficulty, some difficulty, a lot of difficulty, or cannot do at all) in six functioning domains: seeing (even if wearing glasses), hearing (even if wearing hearing aids), mobility (walking or climbing stairs), communication (understanding or being understood by others), cognition (remembering or concentrating), and self-care (such as washing all over or dressing). Adults who responded ""a lot of difficulty"" or ""cannot do at all"" to at least one question were considered to have a disability.","2020","1","2020, Jan-Jun"
"Counseled by a mental health professional","Total","9.9","9.2, 10.7","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.","2020","1","2020, Jan-Jun"
"Counseled by a mental health professional","Male","7.9","7.0, 9.0","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.","2020","1","2020, Jan-Jun"
"Counseled by a mental health professional","Female","11.8","11.0, 12.7","Percentage of mental health counseling in the past 12 months for adults aged 18 and over (95% confidence intervals), United States","Adults were asked if they received counseling or therapy from a mental health professional such as a psychiatrist, psychologist, psychiatric nurse, or clinical social worker in the past 12 months.","2020","1","2020, Jan-Jun"
