"data_as_of","start_week","end_week","mmwryear","mmwrweek","week_ending_date","group","indicator","jurisdiction","age_group","covid_19_deaths","total_deaths","pneumonia_deaths","influenza_deaths","pneumonia_or_influenza","pneumonia_influenza_or_covid","footnote"
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Minnesota","All Ages","0","946","59",,"68","68","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Minnesota","0-17 years","0",,,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Minnesota","18-64 years","0","184",,,"10","10","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Minnesota","65 years and over","0","756","50",,"57","57","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Mississippi","All Ages","0","673","52",,"53","53","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Mississippi","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Mississippi","18-64 years","0","194","11","0","11","11",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Mississippi","65 years and over","0","473","41",,"42","42","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Missouri","All Ages","0","1292","76","10","86","86",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Missouri","0-17 years","0","14","0","0","0","0",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Missouri","18-64 years","0","323","15",,"19","19","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Missouri","65 years and over","0","955","61",,"67","67","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Montana","All Ages","0","213","12",,"15","15","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Montana","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Montana","18-64 years","0","52","0",,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Montana","65 years and over","0","158","12",,"14","14","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Nebraska","All Ages","0","358","34",,"43","43","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Nebraska","0-17 years","0",,"0",,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Nebraska","18-64 years","0","68",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Nebraska","65 years and over","0","284","33",,"38","38","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Nevada","All Ages","0","531","30",,"32","32","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Nevada","0-17 years","0",,,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Nevada","18-64 years","0","146",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","Nevada","65 years and over","0","378","22",,"23","23","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New Hampshire","All Ages","0","267","18",,"21","21","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New Hampshire","0-17 years","0",,,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New Hampshire","18-64 years","0","61",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New Hampshire","65 years and over","0","205","14",,"16","16","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New Jersey","All Ages","0","1602","98",,"105","105","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New Jersey","0-17 years","0","15",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New Jersey","18-64 years","0","320","12",,"14","14","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New Jersey","65 years and over","0","1267","85",,"90","90","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New Mexico","All Ages","0","424","26",,"35","35","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New Mexico","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New Mexico","18-64 years","0","117",,,"14","14","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New Mexico","65 years and over","0","298","18",,"21","21","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New York","All Ages","0","2139","182","15","197","197",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New York","0-17 years","0","18","0",,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New York","18-64 years","0","407","20",,"23","23","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New York","65 years and over","0","1714","162","11","173","173",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New York City","All Ages","0","1114","92",,"98","98","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New York City","0-17 years","0","10","0","0","0","0",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New York City","18-64 years","0","269","26",,"28","28","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","New York City","65 years and over","0","835","66",,"70","70","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","North Carolina","All Ages","0","1985","129","18","147","147",
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","North Carolina","0-17 years","0","32",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","North Carolina","18-64 years","0","507","22",,"30","30","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","North Carolina","65 years and over","0","1446","106",,"115","115","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","North Dakota","All Ages","0","147",,,"13","13","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","North Dakota","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","North Dakota","18-64 years","0","31","0",,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"09/08/2022","01/05/2020","01/11/2020","2020","2","2020-01-11T00:00:00.000","By Week","Week-ending","North Dakota","65 years and over","0","113",,,"12","12","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
