"indicator","panel","panel_num","unit","unit_num","stub_name","stub_name_num","stub_label_num","stub_label","year","year_num","age","age_num","estimate","se","flag"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","2011-2014","8","2-5 years","0.1","4.4","1.2","*"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","2013-2016","9","2-5 years","0.1","10.4","2.2",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.211","Female: Not Hispanic or Latino: White only","2015-2018","10","2-5 years","0.1","12.4","2.1",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","1988-1994","1","2-5 years","0.1",,,"-"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","1999-2002","2","2-5 years","0.1",,,"-"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2001-2004","3","2-5 years","0.1",,,"-"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2003-2006","4","2-5 years","0.1",,,"-"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2005-2008","5","2-5 years","0.1",,,"-"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2007-2010","6","2-5 years","0.1",,,"-"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2009-2012","7","2-5 years","0.1",,,"-"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2011-2014","8","2-5 years","0.1",,,"*"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2013-2016","9","2-5 years","0.1",,,"*"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.213","Female: Not Hispanic or Latino: Asian only","2015-2018","10","2-5 years","0.1",,,"*"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","1988-1994","1","2-5 years","0.1",,,"-"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","1999-2002","2","2-5 years","0.1",,,"-"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","2001-2004","3","2-5 years","0.1",,,"-"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","2003-2006","4","2-5 years","0.1",,,"-"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","2005-2008","5","2-5 years","0.1",,,"-"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","2007-2010","6","2-5 years","0.1","12.7","1.9",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","2009-2012","7","2-5 years","0.1","14.9","2.6",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","2011-2014","8","2-5 years","0.1","14.6","2.7",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","2013-2016","9","2-5 years","0.1","16.3","2.3",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.221","Female: Hispanic or Latino: All races","2015-2018","10","2-5 years","0.1","16.3","2.7",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","1988-1994","1","2-5 years","0.1","12.3","1.5",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","1999-2002","2","2-5 years","0.1","12.2","3.4","*"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","2001-2004","3","2-5 years","0.1","15.7","3.9","*"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","2003-2006","4","2-5 years","0.1","14.5","2.7",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","2005-2008","5","2-5 years","0.1","10.8","1.9",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","2007-2010","6","2-5 years","0.1","9.9","2.3","*"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","2009-2012","7","2-5 years","0.1","13.8","3.4","*"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","2011-2014","8","2-5 years","0.1","16.1","3.8","*"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","2013-2016","9","2-5 years","0.1","17.1","3.1",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Sex and race and Hispanic origin","4","4.222","Female: Hispanic or Latino: Mexican: All races","2015-2018","10","2-5 years","0.1","15.6","3.5",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","1988-1994","1","2-5 years","0.1","9.7","1.7",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","1999-2002","2","2-5 years","0.1","10.9","1.8",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","2001-2004","3","2-5 years","0.1","14.4","2",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","2003-2006","4","2-5 years","0.1","14.3","1.7",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","2005-2008","5","2-5 years","0.1","12.3","1.1",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","2007-2010","6","2-5 years","0.1","13.2","1.1",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","2009-2012","7","2-5 years","0.1","12.3","1.4",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","2011-2014","8","2-5 years","0.1","11.6","1.5",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","2013-2016","9","2-5 years","0.1","13.5","1.6",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.1","Below 100%","2015-2018","10","2-5 years","0.1","15.5","1.7",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","1988-1994","1","2-5 years","0.1","7.3","0.9",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","1999-2002","2","2-5 years","0.1","13.8","2.8","*"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","2001-2004","3","2-5 years","0.1","13.3","2.2",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","2003-2006","4","2-5 years","0.1","12.7","1.7",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","2005-2008","5","2-5 years","0.1","10","1.5",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","2007-2010","6","2-5 years","0.1","11.8","1.4",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","2009-2012","7","2-5 years","0.1","11.6","1.7",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","2011-2014","8","2-5 years","0.1","10.2","1.7",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","2013-2016","9","2-5 years","0.1","12.6","1.8",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.2","100%-199%","2015-2018","10","2-5 years","0.1","16.8","2.2",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.3","200%-399%","1988-1994","1","2-5 years","0.1","5.6","1.1",
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.3","200%-399%","1999-2002","2","2-5 years","0.1","7.6","1.9","*"
"Obesity among children and adolescents aged 2-19 years","2-5 years","2","Percent of population, crude","1","Percent of poverty level","5","5.3","200%-399%","2001-2004","3","2-5 years","0.1","13.6","2.6",
