"indicator","unit","unit_num","stub_name","stub_name_num","stub_label","stub_label_num","year","year_num","age","age_num","estimate","se","flag"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","South","8.3","1998","6","Under 65 years","4","8.6","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Geographic region","8","West","8.4","1998","6","Under 65 years","4","10.1","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Location of residence","9","Within MSA","9.1","1998","6","Under 65 years","4","8.6","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Location of residence","9","Outside MSA","9.2","1998","6","Under 65 years","4","10","0.4",
"Medicaid coverage among persons under age 65 no additional information","Number in millions","1","Total","0","Under 65 years","0.1","1999","7","Under 65 years","4","21.9",,"---"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Total","0","Under 65 years","0.1","1999","7","Under 65 years","4","9.1","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","Under 19 years","1.1","1999","7","Under 19 years","1","17.7","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","Under 6 years","1.11","1999","7","Under 6 years","1.1","23.5","0.7",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","6-18 years","1.12","1999","7","6-18 years","1.2","15.1","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","Under 18 years","1.2","1999","7","Under 18 years","2","18.1","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","6-17 years","1.21","1999","7","6-17 years","2.1","15.5","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","18-64 years","1.3","1999","7","18-64 years","3","5.3","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","18-44 years","1.31","1999","7","18-44 years","3.1","5.7","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","18-24 years","1.311","1999","7","18-24 years","3.11","8.1","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","19-25 years","1.312","1999","7","19-25 years","3.12","7.6","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","25-34 years","1.313","1999","7","25-34 years","3.13","5.7","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","35-44 years","1.314","1999","7","35-44 years","3.14","4.3","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","45-64 years","1.4","1999","7","45-64 years","3.2","4.4","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","45-54 years","1.41","1999","7","45-54 years","3.21","3.9","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Age","1","55-64 years","1.42","1999","7","55-64 years","3.22","5.3","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex","2","Male","2.1","1999","7","Under 65 years","4","7.9","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex","2","Female","2.2","1999","7","Under 65 years","4","10.3","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Married","3.1","1999","7","14-64 years","2.2","2.1","0.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Divorced, separated, widowed","3.2","1999","7","14-64 years","2.2","4.8","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Male: Never married","3.3","1999","7","14-64 years","2.2","7.1","0.3",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Married","3.4","1999","7","14-64 years","2.2","3.2","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Divorced, separated, widowed","3.5","1999","7","14-64 years","2.2","12.7","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Sex and marital status (14-64 years)","3","Female: Never married","3.6","1999","7","14-64 years","2.2","13","0.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","White only","4.1","1999","7","Under 65 years","4","6.9","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","Black or African American only","4.2","1999","7","Under 65 years","4","20.1","0.7",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","American Indian or Alaska Native only","4.3","1999","7","Under 65 years","4","21.4","3.9",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","Asian only","4.4","1999","7","Under 65 years","4","7.9","1.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","Native Hawaiian or Other Pacific Islander only","4.5","1999","7","Under 65 years","4",,,"*"
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Race","4","2 or more races","4.6","1999","7","Under 65 years","4","19.7","2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: All races","5.1","1999","7","Under 65 years","4","15.7","0.5",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Mexican: All races","5.11","1999","7","Under 65 years","4","14.5","0.6",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Puerto Rican: All races","5.12","1999","7","Under 65 years","4","28.6","2.1",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Cuban: All races","5.13","1999","7","Under 65 years","4","7.6","1.4",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Hispanic or Latino: Other: All races","5.14","1999","7","Under 65 years","4","14.7","0.9",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: All races","5.2","1999","7","Under 65 years","4","8.2","0.2",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: Black or African American only","5.21","1999","7","Under 65 years","4","20.1","0.7",
"Medicaid coverage among persons under age 65 no additional information","Percent of population, crude","2","Hispanic origin and race","5","Not Hispanic or Latino: White only","5.22","1999","7","Under 65 years","4","5.8","0.2",
