"order","date","subject_s","color","negatives","prints","slides","department","remarks"
"8653","22718","Exterior of Children's Shelter","B&W","6 (Size: 4x5)","6 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","See order number G0350 for additional prints"
"8656","22718","Construction progress of Welfare Department building","B&W; color","3 (Size: 4x5)","3 (Size: 4x5)","3 (Size: 35mm)","Welfare Department","Slides are not mounted"
"8714","22727","Santa Teresa Golf Course","B&W; color","12 (Size: 120)","0 (Size: N/A)","62 (Size: 35mm)","Department of Parks and Recreation","Slides are not mounted"
"8716","22727","Construction progress of Welfare Department building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Welfare Department","None"
"8728","22731","Tully Road at Bayshore Highway & Roads","Color","0 (Size: N/A)","0 (Size: N/A)","1 (Size: 35mm)","N/A","None"
"8738","22732","Removing tires from site of South County Office Building (Health Department)","B&W","12 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"8773","22738","New addition to Health Department building at night","B&W","6 (Size: 4x5)","9 (Size: 4x5; 8x10)","0 (Size: N/A)","Office of the County Executive","Prints stored in Box 1"
"8860","22749","Open house of new addition to Health Department building","B&W","18 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"8881A","22753","Exterior of San Jose-Alviso Municipal Court building","B&W","7 (Size: 4x5)","8 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","See order number G0347 for additional prints"
"8881B","22753","Interior of San Jose-Alviso Municipal Court building","B&W","17 (Size: 4x5)","17 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","See order number G0347 for additional prints"
"8882","22753","Construction progress of South County Office Building (Health Department)","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"8907","22760","Construction progress of Welfare Department building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Welfare Department","None"
"8915","22760","Model of Welfare Department building (taken at Higgins and Root Architects)","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Welfare Department","None"
"8914","22761","Theodore R. Meyer, President of State Bar Association","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"8934","22766","Mosaic mural on north side of San Jose-Alviso Municipal Court building","B&W; color","27 (Size: 35mm; 4x5)","0 (Size: N/A)","3 (Size: 35mm)","Office of the County Executive","Slides stored in Box 3"
"8948","22768","Dedication of San Jose-Alviso Municipal Court building","B&W","17 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"8967A","22773","Trees in orchard & Agriculture","B&W; color","3 (Size: 4x5)","0 (Size: N/A)","6 (Size: 35mm)","N/A","Slides are not mounted"
"8967B","22773","Exterior of Children's Shelter","B&W; color","6 (Size: 4x5)","0 (Size: N/A)","3 (Size: 35mm)","Office of the County Executive","Slides are not mounted"
"8984B","22775","Construction progress of South County Office Building (Health Department)","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"8996","22777","Construction progress of County Garage","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","County Garage","None"
"8997","22777","Construction progress of Welfare Department building","B&W","2 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Welfare Department","None"
"9035","22784","Construction progress of South County Office Building (Health Department)","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"9046","22787","Construction progress of County Garage","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","County Garage","None"
"9068","22789","Construction progress of Welfare Department building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Welfare Department","None"
"9170","22811","Portrait of Anthony G. Arioto","B&W","0 (Size: N/A)","3 (Size: 5x7)","0 (Size: N/A)","Department of Public Works","Prints stored in Box 1"
"9226","22824","Portrait of Fred Gillette, Welfare Department","B&W","0 (Size: N/A)","2 (Size: 5x7)","0 (Size: N/A)","N/A","Prints stored in Box 1"
"9248A","22826","Dedication of Santa Teresa Golf Course","B&W","19 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Parks and Recreation","None"
"9248B","22826","Dedication of Santa Teresa Golf Course","B&W","118 (Size: 35mm; 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Parks and Recreation","None"
"9338","22844","Supervisors Howard R. Weichert and Ralph Mehrkens opening the corner stone box of Old Hall of Justice at Market and St. James Street","B&W","23 (Size: 4x5)","16 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"9349","22846","Construction progress of South County Office Building (Health Department)","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"9365A","22850","Construction progress of Welfare Department building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Welfare Department","None"
"9365B","22850","Construction progress of County Garage","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","County Garage","None"
"9368","22851","Exterior of McKinnon School & Schools - Special education","Color","0 (Size: N/A)","0 (Size: N/A)","5 (Size: 35mm)","Office of the County Executive","Slides are not mounted"
"9390","22857","Construction progress of South County Office Building (Health Department)","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"9435A","22864","Construction progress of Welfare Department building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Welfare Department","None"
"9462","22867","Santa Teresa Golf Course - Parking lot and interior / exterior of clubhouse","B&W","8 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Parks and Recreation","None"
"9467A","22868","Construction progress of Welfare Department building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Welfare Department","None"
"9467B","22868","Construction progress of County Garage","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","County Garage","None"
"9473","22871","Old Board of Supervisor's Seal from old letterhead","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"9485","22872","Construction progress of South County Office Building (Health Department)","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"9435B","22874","Construction progress of County Garage","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","County Garage","None"
"9528","22881","Exterior of Juvenile Center","B&W","9 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"9570","22887","Construction progress of County Garage","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","County Garage","None"
"9571","22887","Construction progress of Welfare Department building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Welfare Department","None"
"9578","22887","Aerial photographs County Government Center","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"9575","22888","Aerial photograph of Calaveras Dam and Reservoir (Milpitas)","B&W","13 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","Flood Control","None"
"9603B","22888","Aerial photographs County Government Center","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"9592","22894","Aerial photograph of Calaveras Dam and Reservoir (Milpitas)","B&W","1 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Flood Control","Copy of photograph"
"9603A","22895","Aerial photographs of Macy's at Valley Fair Mall","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"9606","22895","Windmill","B&W","3 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Flood Control","None"
"9613","22896","Aerial photographs of Calaveras Dam and Reservoir (Milpitas)","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Flood Control","Copies of photographs"
"9623B","22900","Group photograph of judges & Municipal Courts","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","San Jose - Alviso Municipal Court","None"
"9623C","22900","Tony Nave, Clerk and Lois Borro, Chief Deputy Court Clerk & Municipal Courts","B&W","4 (Size: 4x5)","4 (Size: 4x5)","0 (Size: N/A)","San Jose - Alviso Municipal Court","None"
"9667","22903","Raymond Walter, new Analyst in the Office of the County Executive","B&W","6 (Size: 4x5)","8 (Size: 8x10)","0 (Size: N/A)","Office of the County Executive","Prints stored in Box 1"
"9675","22906","Portrait of Dwight L. Mathiesen, newly appointed Assistant Assessor","B&W","7 (Size: 4x5)","5 (Size: 5x7; 8x10)","0 (Size: N/A)","Office of the Assessor","Prints stored in Box 1"
"9688","22908","Aerial photographs of the County Fairgrounds","B&W","13 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","County Fair","None"
"9694","22908","Aerial photographs of Stone Avenue, San Jose & Roads","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Board of Supervisors","None"
"9703","22910","Construction progress of South County Office Building (Health Department)","B&W","2 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"9743A","22916","Construction progress of Welfare Department building","Color","0 (Size: N/A)","0 (Size: N/A)","2 (Size: 35mm)","Welfare Department","Slides are not mounted"
"1014","22927","Portrait of Mr. Jordan, Superintendent of William F. James / Harold Holden Boys Ranch","B&W","0 (Size: N/A)","1 (Size: 5x7)","0 (Size: N/A)","N/A","Print stored in Box 1"
"9772","22927","Construction progress of South County Office Building (Health Department)","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"9801","22929","Publicity photograph of Robert Welch, Mayor of San Jose","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Photography Department","None"
"9808","22930","Construction progress of Welfare Department building and sculpture","B&W","12 (Size: 4x5)","12 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"9893","22949","Floor plans of County Hospital - ground floor to seventh floor & Valley Medical Center","B&W","13 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Hospital","Copies"
"9899","22951","Floor plans of County Hospital - laboratory & Valley Medical Center","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Hospital","None"
"9921","22957","Mr. Cox, former County Sealer","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Division of Weights and Measures","Copy of photograph"
"9951","22965","Welfare Department statue","B&W","9 (Size: 35mm; 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"9957","22965","Exterior of Santa Clara - Cupertino Municipal Court building","B&W","6 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"9962","22965","Construction progress of South County Office Building (Health Department)","B&W; color","2 (Size: 4x5)","2 (Size: 4x5)","4 (Size: 35mm)","N/A","Slides are not mounted"
"9976","22970","Stanford Tower and house in Palo Alto","Color","0 (Size: N/A)","0 (Size: N/A)","3 (Size: 35mm)","N/A","Slides stored in Box 3"
"9991","22971","Construction progress of South County Office Building (Health Department)","B&W","0 (Size: N/A)","3 (Size: 8x10)","0 (Size: N/A)","N/A","Prints stored in Box 1"
"10102","22993","Sail boats at Vasona Lake County Park","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Parks and Recreation","None"
"10149","23007","Construction progress of South County Office Building (Health Department)","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"10158","23007","Interior of Santa Clara - Cupertino Municipal Court building","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"10226","23021","Construction progress of County Garage","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","County Garage","None"
"10227","23021","Construction progress of Welfare Department building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Welfare Department","None"
"10238","23025","Exterior of Santa Clara - Cupertino Municipal Court building","B&W","7 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"10242","23025","Construction progress of South County Office Building (Health Department)","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"10308","23035","Construction progress of County Garage","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","County Garage","None"
"10311","23035","Construction progress of Welfare Department building","B&W","2 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Welfare Department","None"
"10365","23047","Exterior of various buildings at the County Government Center","B&W","16 (Size: 4x5)","7 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"10374","23047","David Rayner retiring from county service (press release) & Agriculture","B&W","4 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"10462","23061","Portrait of Ed Glaeser, Controller","B&W","4 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Controller","None"
"10463","23061","Exterior of North County Office Building, Palo Alto & Courts","B&W","3 (Size: 4x5)","6 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"10516B","23069","Portrait of Spencer Williams, County Counsel","B&W","0 (Size: N/A)","7 (Size: 5x7; 8x10)","0 (Size: N/A)","N/A","Prints stored in Box 1"
"10524","23071","Tour of San Jose, O'Conner, and El Camino Hospitals","B&W","10 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Planning Department","None"
"10530","23071","Carl Belser, Planning Director","B&W","13 (Size: 120)","2 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"10561","23076","Formal dismissal of Grand Jury & Courts","B&W","9 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Grand Jury","None"
"10568","23077","Swearing in of 1963 Grand Jury & Courts","B&W","8 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Grand Jury","Copy of newspaper clipping stored in Box 1"
"10576","23081","Exterior of Elmwood (County Jail Farm)","Color","0 (Size: N/A)","0 (Size: N/A)","11 (Size: 35mm)","Office of the County Executive","Slides are not mounted"
"10636","23085","Portrait of Olivia Thebus","B&W","2 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Agricultural Cooperative Extension","None"
"10650","23089","Architectural rendering of County Hospital; floor plans & Valley Medical Center","B&W","11 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Hospital","Copies"
"10676","23091","Dedication of Santa Clara - Cupertino Municipal Court building","B&W","19 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"10683","23092","Stevens Creek County Park","B&W","10 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Parks and Recreation","None"
"10687","23095","Construction progress of South County Office Building","B&W","1 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"10712B","23097","Maps pertaining to the Water Bond Measure & Elections","Color","0 (Size: N/A)","0 (Size: N/A)","50 (Size: 35mm)","Flood Control","Slides are not mounted"
"10734","23103","North County Office Building, Palo Alto & Courts","B&W","5 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"10747","23103","Cartoons, signs, and drawings pertaining to the Water Bond Measure & Elections","Color","0 (Size: N/A)","0 (Size: N/A)","14 (Size: 35mm)","Flood Control","Slides are not mounted"
"10774","23110","Exterior of Purchasing building at 87 N. 30th Street","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Purchasing Department","None"
"10810","23113","Stevens Creek County Park","B&W","22 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"10851","23120","Portrait of Winifred Steiner","B&W","3 (Size: 4x5)","1 (Size: 8x10)","0 (Size: N/A)","Agricultural Cooperative Extension","Print stored in Box 1"
"10908","23130","Construction progress of South County Justice Court, Gilroy","B&W","2 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","N/A","None"
"10925","23132","Portrait of Ted Moniz, newly appointed Agricultural Commissioner","B&W","2 (Size: 4x5)","5 (Size: 4x5)","0 (Size: N/A)","Agricultural Commissioner","None"
"10926","23132","Portrait of Don Currlin","B&W","3 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","Flood Control","None"
"10955","23137","Publicity photographs of Judge Grandin H. Miller and Judge Wayne M. Kanemoto & Municipal Courts","B&W","4 (Size: 4x5)","2 (Size: 2.5x3.5)","0 (Size: N/A)","Office of the County Executive","None"
"10965","23138","Deer at Uvas Canyon County Park and Mount Madonna County Park","B&W","1 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Parks and Recreation","None"
"11005","23146","Aerial photographs of Anderson Dam and Reservoir","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Flood Control","Copies of photographs"
"11078","23159","Dr. C. Russell Timpany, Superintendent of Schools, at his desk & Schools - Administration","B&W","2 (Size: 120)","1 (Size: 8x10)","0 (Size: N/A)","School Department","Print in Box 1"
"11092","23162","Crowded conditions in Welfare Department","B&W","11 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Welfare Department","None"
"11136","23169","Interior of South County Office Building (Health Department) (for dedication brochure)","B&W","14 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"11146","23173","Aerial photographs of Guadalupe River in Alviso","B&W","19 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Flood Control","None"
"11148","23173","Pacific Marina Harbor, Oakland","B&W","8 (Size: 828)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"11163","23174","Exterior of Welfare Department building","B&W","34 (Size: 35mm; 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"11172","23174","Aerial photographs of Highway 880 (Nimitz) & Roads","B&W","20 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the District Attorney","None"
"11173A","23175","Aerial photographs of county property in East San Jose","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"11173B","23175","Aerial photographs of county property in East San Jose","Color","0 (Size: N/A)","0 (Size: N/A)","13 (Size: 35mm)","Office of the County Executive","Slides stored in Box 3"
"11194","23176","Interior of old and new quarters of South County Office Building (Health Department)","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Health Department","None"
"11195","23176","Old quarters of Building Inspector in Gilroy","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"11196","23176","Interior of old and new quarters in Gilroy and San Martin (Welfare Department)","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Welfare Department","None"
"11360","23203","Architectural rendering of South County Office Building (Health Department)","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","Copies"
"11240","23210","Exterior of South County Office Building (Health Department)","B&W","11 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"11423","23210","Dedication of South County Office Building (Health Department)","B&W","24 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"11455","23217","Publicity photographs of Olivia Thebus (taken at her office)","B&W","5 (Size: 4x5)","2 (Size: 4x5)","0 (Size: N/A)","Agricultural Cooperative Extension","None"
"11504","23224","Exterior of Women's Facilities at Elmwood (County Jail Farm)","B&W","3 (Size: 4x5)","2 (Size: 5x7; 8x10)","0 (Size: N/A)","Office of the County Executive","Prints stored in Box 1"
"11560","23232","Peyote - Defendant: George Anderson, Moody Road, Los Altos Hills","B&W; color","1 (Size: 4x5)","0 (Size: N/A)","12 (Size: 35mm)","Sheriff's Department - Bureau of Inspectors","Slides are not mounted"
"11561","23232","Marijuana - Defendant: George Anderson, Moody Road, Los Altos Hills","B&W; color","2 (Size: 4x5)","0 (Size: N/A)","4 (Size: 35mm)","Sheriff's Department - Bureau of Inspectors","Slides are not mounted"
"11561","23232","Marijuana and Peyote, #148","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Sheriff's Department - Bureau of Inspectors","None"
"11615","23239","Architectural rendering of County Jail","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Sheriff's Department","Copy"
"11643","23245","Moving into new County Garage","B&W","10 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"11687","23251","Aerial photographs of Berryessa at end of Cropley Avenue","B&W","14 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Sheriff's Department - Bureau of Inspectors","None"
"11722","23257","Exterior of Welfare Department building","B&W","12 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Welfare Department","None"
"11730A","23258","Exterior of Welfare Department building","B&W","4 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Welfare Department","None"
"11730B","23258","Exterior of Sheriff's Department building","B&W","1 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"11743","23259","Moving into Welfare Department building","B&W","12 (Size: 4x5)","3 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"11784","23267","Chatham Forbes, Information Officer, in his office","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"11799","23271","Aerial photographs of the County Fairgrounds","B&W","19 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","County Fair","None"
"11801","23271","Exterior of Welfare Department building","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Personnel Department","None"
"11852B","23277","Exterior of South County Office Building (Health Department)","B&W","5 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"11863","23279","Interior and exterior of Welfare Department building (for brochure)","B&W","12 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"11892","23281","Swearing in of Louie Lopes, Tax Collector","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Tax Collector","None"
"G0091","23285","Man leaning against car [Bob Robinson or Mr. Lyle?]","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Department of Public Works","None"
"11967","23298","Various departments and county buildings (slides used at Citizen's and Planning Committee meeting)","B&W; color","1 (Size: 4x5)","0 (Size: N/A)","23 (Size: 35mm)","N/A","12 slides stored in Box 3; 11 are not mounted"
"11969","23298","Architectural rendering of proposed addition to County Hospital & Valley Medical Center","Color","0 (Size: N/A)","0 (Size: N/A)","18 (Size: 35mm)","Office of the County Executive","Copies; Slides are not mounted"
"11976","23300","Dedication of Welfare Department building","B&W","13 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"12056","23313","Supervisors Ralph Mehrkens and Sam P. Della Maggiore with a model of the John Joseph Montgomery Monument","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive - Board of Supervisors","None"
"12096","23316","Unveiling monument of John Joseph Montgomery in Evergreen District with Supervisors Mehrkens, Maggiore, and Levin","B&W","15 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"G0185","23316","Identification photograph of Sal Millan, #118","B&W","1 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"12135","23328","Elevated view of County Government Center","B&W","0 (Size: N/A)","4 (Size: 4x5)","0 (Size: N/A)","Planning Department","None"
"12156","23329","Sail boats at Vasona Lake County Park; Los Gatos Creek Park","B&W","18 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Planning Department","None"
