Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,State,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Webinar/Webcast Link,Public Call-In Number,Call-in Access Code,Agenda URL,Owner,Agenda Upload,Map Location,2010 House Districts,2010 Senate Districts,Counties
"Transfer Council Meeting September15, 2022",,09/15/2022 10:00:00 AM,09/15/2022 12:30:00 PM,https://bluecc.zoom.us/j/92726411138,Salem ,OR,,yes,JENNIFER MARKEY,503-979-5162,JENNIFER.MARKEY@HECC.OREGON.GOV,,,https://bluecc.zoom.us/j/92726411138,JENNIFER MARKEY,503-979-5162,JENNIFER.MARKEY@HECC.OREGON.GOV,,https://bluecc.zoom.us/j/92726411138,1 253 215 8782,927 2641 1138,https://www.oregon.gov/highered/about/Pages/current-materials.aspx,,,,,,
Historic Columbia River Highway Advisory Committee,"The Oregon Legislature created the Historic Columbia River Highway Advisory Committee in 1987 (ORS 366.550) to make recommendations to ODOT and OPRD concerning the Historic Highway.  Membership includes representatives from ODOT, OPRD, the State Historic Preservation Office, and the Oregon Tourism Commission. Six private citizens are on the committee, two from each of the three counties (Multnomah, Hood River and Wasco).",09/15/2022 10:00:00 AM,09/15/2022 02:00:00 PM,"Hood River County Library, 502 State Street and Zoom",Hood River,OR,,,Terra Lingley,,Terra.m.lingley@odot.oregon.gov,,,,,503-731-4128,,true,,,,https://www.oregon.gov/odot/Regions/Pages/HCRH-Advisory-Committee.aspx,,,,,,
Oregon State Board of Nursing Board Meeting,"The Board will meet for the purpose of discussing rule changes to the Nurse Practice Act, and other nursing practice and education related issues",09/15/2022 09:00:00 AM,09/15/2022 05:00:00 PM,17938 SW Upper Boones Ferry Road, Portland,OR,The Board meeting will be held in person with electronic media access also available.,,Ginger Simmons,971-673-0638,ginger.simmons@osbn.oregon.gov,,,,Ginger Simmons,971-673-0638,ginger.simmons@osbn.oregon.gov,,,"Call-in number and access code will be included in the Board meeting materials, posted on the OSBN website.",,https://www.oregon.gov/osbn/Pages/board-meetings.aspx,,,,,,
Oregon Pain Management Commission,OPMC,09/15/2022 09:00:00 AM,09/15/2022 12:00:00 PM,TBD, Salem,OR,,,OPMC Information,,PMC.Info@dhsoha.state.or.us,,,,,,,,,,,,,,,,,
OSATC Meeting Q3 2022,,09/15/2022 09:00:00 AM,09/15/2022 04:00:00 PM,"Remotely, Online",Portland,OR,,Yes,Amy,Pilikowski,amy.pilikowski@boli.oregon.gov,,,,,,,true,https://teams.microsoft.com/l/meetup-join/19%3ameeting_ODY1OTRlMmYtN2E0YS00MWJjLWFkNWUtZjY0YTA3OWI5MTgx%40thread.v2/0?context=%7b%22Tid%22%3a%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22%3a%220620f7c6-01d5-4cb7-93cc-9efa0bc6b9fc%22%7d,"+1 503-446-4951,,218352037#",218 352 037#,https://www.oregon.gov/boli/apprenticeship/Pages/oregon-state-apprenticeship-and-training-council.aspx,,,,,,
Special Public Meeting DSP workshop for utilities to present plans,,09/15/2022 08:30:00 AM,09/15/2022 12:00:00 PM,Video Conference,Salem,OR,,,Kristi,9712181189,Kristi.collins@puc.oregon.gov,,,,,,,,,,,,,,,,,
ADMINISTRATIVE AFFAIRS COMMITTEE,,09/14/2022 05:00:00 PM,09/14/2022 08:00:00 PM,"1500 SW 1st Ave, Suite 620 ", Portland,OR,"The 6-member Administrative Affairs Committee reviews administrative issues such as application files with derogatory information and proposed administrative rule amendments. The Committee then makes recommendations to the Board on these administrative issues and other policy issues. Note: This Committee meets after regular business hours. Building security requires that visitors who arrive after 6:00 p.m. must provide ID to a building security guard. To expedite entry, please notify Board staff if you plan to attend this meeting.",Yes,Gretchen Kingham,971-673-2700,Gretchen.Kingham@omb.oregon.gov,,,,,,,,,,,http://www.oregon.gov/omb/board/Pages/Meeting-Notices.aspx,,,,,,
Task Force on Resolution of Adverse Healthcare Events,,09/14/2022 02:30:00 PM,09/14/2022 04:00:00 PM,Microsoft Teams Audio Conference,Portland,OR,,This meeting is listen-only. Public comments should be submitted in writing prior to the meeting to Oregon Patient Safety Commission at beth.kaye@oregonpatientsafety.org.,Beth Kaye,,beth.kaye@oregonpatientsafety.org,,,,,,,,,,,,,,,,,
Steward Coordination Meeting: Work Session,Work session for Reynolds' Stewards,09/14/2022 01:00:00 PM,09/14/2022 02:00:00 PM,Zoom,Zoom,OR,,No,Chelsea Mabie,,chelsea.mabie@ode.oregon.gov,,,,,,,,,+16699006833 Meeting: 87598216077,,,,,,,,
Hearing - Notice of Proposed Rulemaking - Chapter 265,,09/14/2022 01:00:00 PM,09/14/2022 02:00:00 PM,"Oregon Department of Justice, 1555 SE McAndrews Road",Medford,OR,"All hearings will be conducted both in person and virtually. For information about how to participate virtually, please visit https://justice.oregon.gov/lesc/ .  Hearings may be extended for an additional hour if needed to ensure that all witnesses have the opportunity to testify.",,Toni Kemple,,ORLawEnfCommission@doj.state.or.us,,,,,,,,,,,,,,,,,
Oregon Transportation Safety Committee (OTSC),"Under ORS 802.300: (1) The Transportation Safety Committee is created within the Department of Transportation to advise the department and the Oregon Transportation Commission concerning the functions described under ORS 802.310 and to perform any other functions related to transportation safety that the commission delegates. The committee established under this section shall consist of five members appointed by the Governor on the recommendation of the commission. The term of office of each member is four years. Before the expiration of the term of a member, the Governor shall appoint a successor. A member is eligible for reappointment. In case of a vacancy for any cause, the Governor shall appoint a person to fill the office for the unexpired term.",09/14/2022 09:30:00 AM,09/14/2022 12:00:00 PM,ODOT TLC in Salem or Virtually,Salem,OR,Please see weblink for more information.,,Alycen Ozawa,503-986-3883,alycen.ozawa@odot.oregon.gov,,,,,,,true,,,,,,,,,,
Advisory Committee to the Oregon Department of Veterans' Affairs,The committee is made up of veterans appointed by the governor to provide counsel on veteran issues and represent veteran concerns across Oregon. Its nine members serve in a vital advisory role to the director and staff of the Oregon Department of Veterans’ Affairs.,09/14/2022 09:30:00 AM,09/14/2022 11:00:00 AM,"Spirit Mountain Casino, Kalapuya B conference room",Grand Ronde,OR,This meeting is being held in person. The public is invited to attend.,,Martha Garcia,,vaac@odva.state.or.us,,"https://www.google.com/maps/place/Spirit+Mountain+Casino/@45.0582447,-123.5838944,17z/data=!4m5!3m4!1s0x54eaba293dee80c5:0x389016ce27c91420!8m2!3d45.0582447!4d-123.5817004",,,,,,,No,,,,,,,,
"Racial Justice Council | RJC Housing, Homelessness, & Human Services Committee Meeting",A monthly meeting for one of the Governor's committees.,09/14/2022 09:30:00 AM,09/14/2022 11:00:00 AM,Zoom,Salem,OR,,,Nolan Douglass,,nolan.douglass@oregon.gov,,,,,,,,https://us06web.zoom.us/webinar/register/WN_hfIMDqpZReeHMyHdgv5BwA,,,,,,,,,
Mechanical Board,,09/14/2022 09:30:00 AM,09/14/2022 11:00:00 AM,Building Codes Division - Conference Room A and Virtual,Salem,OR,,,Debi Barnes-Woods,,debra.j.woods@dcbs.oregon.gov,,,,,,,,,,,,,,,,,
Board of Direct Entry Midwifery Rules Advisory Committee Meeting,,09/14/2022 09:00:00 AM,09/14/2022 01:00:00 PM,"1430 Tandem Ave NE, Suite 180",Salem,OR,,,April Fleming,,april.fleming@dhsoha.state.or.us,,,,,,,,,,,,,,,,,
Oregon State Board of Nursing Board Meeting,The Board will meet for the purpose of discussing and taking action on disciplinary cases. ,09/14/2022 09:00:00 AM,09/14/2022 05:00:00 PM,17938 SW Upper Boones Ferry Road, Portland,OR,The Board meeting will be held in person with electronic media access also available.,,Ginger Simmons,971-673-0638,ginger.simmons@osbn.oregon.gov,,,,Ginger Simmons,971-673-0638,ginger.simmons@osbn.oregon.gov,,,"Call-in number and access code will be included in the Board meeting materials, posted on the OSBN website.",,https://www.oregon.gov/osbn/Pages/board-meetings.aspx,,,,,,
Oregon Psilocybin Services Rules Advisory Committee Meeting,"Licensing, Facilities, and Operations RAC (Session 1)	",09/14/2022 09:00:00 AM,09/14/2022 12:00:00 PM,Zoom,Portland,OR,"Rules Advisory Committees (RACs) are an important process that allow members of the public an opportunity to provide input on proposed administrative rules before they become effective. RACs are comprised of individuals who have subject matter expertise and members of the public who are likely to be affected by the proposed rules. The RAC process is designed to include a diversity of opinions and viewpoints. Although RACs evaluate fiscal and racial impact of the proposed rules and make recommendations, Oregon Health Authority retains decision making authority",,Meredith Rider,,meredith.rider@dhsoha.state.or.us,,,,,,,,,,,https://www.oregon.gov/oha/PH/PREVENTIONWELLNESS/Pages/Psilocybin-Administrative-Rules.aspx,,,,,,
NSAB - Rules Review Committee,The NSAB Rules Review Committee is holding its first meeting and will discuss scope of the committee and review the committee charter. ,09/14/2022 09:00:00 AM,09/14/2022 10:30:00 AM,Zoom,Portland,OR,,,Kimberly Voelker,971-803-0914,mailbox.nursestaffing@odhsoha.oregon.gov,,,,,,,,,,,,,,,,,
Oregon State Board of Nursing Board Meeting,Cancelled - the Board will not be meeting for rule hearings.,09/13/2022 06:30:00 PM,09/13/2022 08:00:00 PM,17938 SW Upper Boones Ferry Road, Portland,OR,,,Ginger Simmons,971-673-0638,ginger.simmons@osbn.oregon.gov,,,,,,,,,,,,,,,,,
Ryegrass Commission Meeting ,Regular Scheduled Commission Meeting ,09/13/2022 06:00:00 PM,09/13/2022 08:00:00 PM,Cascade Grill,Albany ,OR,,,Jenny Woellmer,5033642944,jenny@ostlund.com,,,,,,,,,,,,,,,,,
OregonServes Public Policy & Education Committee Meeting,,09/13/2022 02:00:00 PM,09/13/2022 03:00:00 PM,Online,Salem,OR,,Yes,Brittany Melzer,971-375-2761,Brittany.e.melzer@hecc.oregon.gov,,,,Brittany Melzer,971-375-2761,Brittany.E.Melzer@hecc.oregon.gov,,,503-446-4951,Phone Conference ID: 200 762 309# ,https://www.oregon.gov/highered/institutions-programs/workforce/Pages/oregon-volunteers-meetings.aspx,,,,,,
Oregon Psilocybin Services Rules Advisory Committee Meeting,"Packaging, Labeling, and Product Transportation RAC (Session 1)",09/13/2022 01:00:00 PM,09/13/2022 04:00:00 PM,Zoom,Portland,OR,"Rules Advisory Committees (RACs) are an important process that allow members of the public an opportunity to provide input on proposed administrative rules before they become effective. RACs are comprised of individuals who have subject matter expertise and members of the public who are likely to be affected by the proposed rules. The RAC process is designed to include a diversity of opinions and viewpoints. Although RACs evaluate fiscal and racial impact of the proposed rules and make recommendations, Oregon Health Authority retains decision making authority.",,Meredith Rider,,meredith.rider@dhsoha.state.or.us,,,,,,,,,,,https://www.oregon.gov/oha/PH/PREVENTIONWELLNESS/Pages/Psilocybin-Administrative-Rules.aspx,,,,,,
Board of Boiler Rules,,09/13/2022 09:30:00 AM,09/13/2022 11:00:00 AM,Building Codes Division - Conference Room A and Virtual,Salem,OR,,,Debi Barnes-Woods,,debra.j.woods@dcbs.oregon.gov,,,,,,,,,,,,,,,,,
Long Term Care Administrators Board Meeting,,09/13/2022 09:00:00 AM,09/13/2022 01:00:00 PM,"1430 Tandem Ave NE, Suite 180",Salem,OR,,,April Fleming,,april.fleming@dhsoha.state.or.us,,,,,,,,,,,,,,,,,
Board Meeting,,09/13/2022 09:00:00 AM,09/13/2022 02:00:00 PM,"670 Hawthorne Ave SE, Suite 220",Salem,OR,,,Eric Engelson,,osbeels.info@osbeels.oregon.gov,,,,,,,,,,,,,,,,,
Oregon Transportation Commission Bi-Monthly Meeting,,09/13/2022 09:00:00 AM,09/13/2022 04:30:00 PM,Virtual - Zoom & In person,Salem ,OR,"The Oregon Transportation Commission establishes state transportation policy. The commission also guides the planning, development and management of a statewide integrated transportation network that provides efficient access, is safe, and enhances Oregon’s economy and livability. ",Yes ,OTC Admin,503-986-3450,OTCadmin@odot.oregon.gov,,,,,,,true,https://www.youtube.com/c/OregonDOT,,,,,,,,,
Long Term Care Administrators Board Meeting,New meeting entry under current office name of Health Licensing Office,09/13/2022 09:00:00 AM,09/13/2022 01:00:00 PM,"1430 Tandem Ave NE, Suite 180",Salem,OR,,Yes,April Fleming,,april.fleming@dhsoha.state.or.us,,,,,,,,,503-934-3605,665224,,,,,,,
OMCB Special Board Meeting,,09/13/2022 09:00:00 AM,09/13/2022 01:00:00 PM,Virtual via Teams,Portland,OR,This is an Executive Session only meeting to hear a number of investigative cases. This meeting is not open to the public. ,,Pete Burns,971-673-1503,pete.burns@omcb.oregon.gov,,,,,,,,,,,,,,,,,
Oregon State Parks and Recreation Commission meets Sept. 13-14 in Klamath Falls,,09/13/2022 08:00:00 AM,09/14/2022 04:00:00 PM," Running Y Ranch Resort in the Mahogany/ Ponderosa Room, 5500 Running Y Road",Klamath Falls,OR,"The Oregon State Parks and Recreation Commission will convene Sept. 13-14 in the Klamath Falls, Oregon area for its fourth meeting of the year. 

On Sept. 13, commissioners will tour Collier Memorial State Park starting at 8 a.m., followed by a work session and training at the Running Y Ranch Resort in the Mahogany/ Ponderosa Room, 5500 Running Y Road, Klamath Falls, OR 97601.

On Sept. 14, commissioners will convene an executive session at 8:30 a.m. at the Running Y to discuss real estate and legal issues. Executive sessions are closed to the public. A business meeting will begin at the same location at 9:45 a.m. and will be open to the public.

Anyone may attend or listen to the business meeting; instructions on how to listen will be posted on the commission web page at https://www.oregon.gov/oprd/CAC/Pages/CAC-oprc.aspx prior to the meeting. The business meeting includes time for informal public comment related to any items not on the agenda. Registration is required to speak at the meeting, and is available online at https://bit.ly/registerjunecommission. Time per speaker is limited to three minutes. Please submit written public comments by 5 p.m. Sept. 12 to chris.havel@oprd.oregon.gov. 

The full agenda and supporting documents are posted on the commission web page. Notable requests: 
•	Approve acquisition of two parcels in Frenchglen, each approximately 2 acres, to improve service and capacity at the historic Frenchglen Hotel, operated by a concessionaire under contract with the Oregon Parks and Recreation Department (OPRD).
•	Approve the transfer of some park assets at Joseph H. Stewart State Recreation Area to Jackson County. OPRD leases the site from the U.S. Army Corps of Engineers, and is in the process of transitioning the lease to the county, which has managed the site under an OPRD agreement since 2021.
•	Approve Local Government Grant Program award recommendations. Grants are funded by a share of the Oregon Lottery dedicated to parks by Oregon voters.
•	Approve a recommended representative from the Oregon Department of Transportation to the All-Terrain Vehicle Committee, and reappoint three Oregon Recreation Trails Advisory Committee members to an additional term. 
•	Approve contracts for park improvements at Nehalem Bay State Park, Collier Memorial State Park, and LaPine State Park.
•	Begin the public process to update two sets of administrative rules, one for the Local Government Grant Program, and another affecting public use of state parks to make rules clearer, easier to enforce, and more flexible when possible.

Anyone needing special accommodations to attend the meeting should contact Denise Warburton, commission assistant, at least three days in advance: denise.warburton@oprd.oregon.gov or 503-779-9729. 

The Oregon State Parks and Recreation Commission promotes outdoor recreation and heritage by establishing policies, adopting rules and setting the budget for the Oregon Parks and Recreation Department. The seven members are appointed by the Governor and confirmed by the Oregon Senate. They serve four-year terms and meet several times a year at locations across the state. 
",Registration is required to speak at the meeting. Register at https://bit.ly/registersept2022commission. Submit written public comments by 5 p.m. Sept. 12 to chris.havel@oprd.oregon.gov ,Denise Warburton,,denise.warburton@oprd.oregon.gov,,,,Denise Warburton,503-779-9729,denise.warburton@oprd.oregon.gov,,,,,,,,,,,
Regular Board Meeting,,09/13/2022 06:00:00 AM,09/13/2022 08:00:00 PM,1350 Teakwood Ave,Coos Bay,OR,,Yes,Barbara Buckley,5412663951,barbarab@scesd.k12.or.us,,,,,,,true,https://sces-k12-or-us.zoom.us/j/87072392821,1-669-900-9128,87072392821,https://www.scesd.k12.or.us/board-of-directors/,,,,,,
Education Committee Meeting,,09/12/2022 03:00:00 PM,09/12/2022 04:00:00 PM,"3218 Pringle Road SE, Ste. 120",Salem,OR,,,MHRA Staff,503-378-5499,psychology.board@mhra.oregon.gov,,,,,,,,,,,,,,,,,
Local Officials Advisory Committee meeting,,09/12/2022 02:00:00 PM,09/12/2022 04:00:00 PM,Microsoft Teams,Salem,OR,"Agenda
https://www.oregon.gov/lcd/About/Documents/2022-08-26_Chairs_Draft_LOAC-Agenda.pdf

Meeting Materials
https://www.oregon.gov/lcd/About/Documents/20220912_LOAC_MeetingMaterials.pdf

DLCD-Wildfire-Draft-Recommendations-Report-Public-Review
https://www.oregon.gov/lcd/NH/Documents/20220819_DLCD-Wildfire-Draft-Recommendations-Report-Public-Review.pdf

OHNA-Draft-Recommendations
https://www.oregon.gov/lcd/UP/Documents/20220831_OHNA_Draft_Recommendations.pdf
",,Ingrid Caudel,,Ingrid.CAUDEL@dlcd.oregon.gov,,,,,,,true,https://teams.microsoft.com/l/meetup-join/19:meeting_Y2IxMWY5N2QtZDY5ZC00YTdlLWIwODctOTEyMDBiY2NiZjVl%40thread.v2/0?context=%7b%22Tid%22:%22aa3f6932-fa7c-47b4-a0ce-a598cad161cf%22%2c%22Oid%22:%22d117a694-6efa-4526-ae47-9101a96246d3%22%7d,,,https://apps.oregon.gov/DAS/OregonMeetings/Home/Create,,,,,,
