"fiscal_year","agency_title","classification","annual_salary","full_part_time","service_type","agency"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 3","91488.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 2","65520.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 4","91488.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 3","91488.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 3","91488.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 3","62496.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 3","91488.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 3","91488.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 3","91488.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 1","62496.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 3","91488.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","PUBLIC AFFAIRS SPECIALIST 2","87180.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 3","91488.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 3","91488.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 3","91539.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","ACCOUNTANT 3","91539.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 3","91539.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 3","59688.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER C","95472.00","FULL TIME","MANAGEMENT SERVICE","60300"
"2021","AGRICULTURE, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER C","95472.00","FULL TIME","MANAGEMENT SERVICE","60300"
"2021","AGRICULTURE, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER C","95472.00","FULL TIME","MANAGEMENT SERVICE","60300"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 3","58452.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","PRINCIPAL EXECUTIVE/MANAGER C","95472.00","FULL TIME","MANAGEMENT SERVICE","60300"
"2021","AGRICULTURE, DEPT OF","CHEMIST 3","95952.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","CHEMIST 3","95952.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 3","59688.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","ACCOUNTANT 4","95952.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","CHEMIST 3","95952.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 4","91488.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","NATURAL RESOURCE SPECIALIST 4","95952.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","DISTRICT VETERINARIAN","95952.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","MICROBIOLOGIST 3","96062.40","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","INFORMATION SYSTEMS SPECIALIST 6","97716.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","ADMINISTRATIVE SPECIALIST 1","56939.40","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","INFORMATION SYSTEMS SPECIALIST 6","97716.00","FULL TIME","REPRESENTED","60300"
"2021","AGRICULTURE, DEPT OF","INFORMATION SYSTEMS SPECIALIST 6","97716.00","FULL TIME","REPRESENTED","60300"
