"agency","short_description","start_date_time","end_date_time","meeting_location","city","state","details","public_comment_accepted","contact_name","phone_number","contact_email","web_link","map_link","calendar_link","ada_contact","ada_contact_phone","ada_contact_email","webinar","call_in_phone_number","call_in_access_code","agenda"
"Agriculture Department",,"2014-12-19T09:00:00.000","2014-12-19T11:00:00.000","Teleconference ","Salem","OR",,,"Ron Pence",,"rpence@oda.state.or.us",,,,,,,,"1 (404) 443-6396","8005543",
"Agriculture Department","Increase fees related to audit and third-party certification services","2012-04-30T13:00:00.000","2012-04-30T16:00:00.000","Oregon Department of Agriculture building"," Salem","OR","Federal-State Cooperative Agreement with USDA requests that fees charged for audit services conducted under that agreement follow the current federal rate, currently at $92/hr. OAR-603-053 currently puts the Oregon Department of Agriculture out of compliance with this agreement. Increased revenue generated from this fee increase will help pay for administrative costs of the program, as well as yearly continuing education for auditors and accreditation and audit fees for certification programs.

The ODA proposes a revised fee schedule as follows: change the minimum hourly charge from $75 to $92, with a 4 hour minimum of service. Additionally, it proposes application fees for the National Organic Program certification program at $250 for new organic applicants and $100 yearly renewal application fee for returning customers to cover the administrative cost and accepting and reviewing organic applications before inspection and audit fees can be billed. Additionally, as the Department has begun to offer Global Food Safety Initiative benchmarked audits, a certification fee is proposed to be charged per certificate to cover technical review and administrative costs of this program.","through May 14, 2012, 5:00 PM","Sue Gooch","503-986-4583","sgooch@oda.state.or.us",,,,,,,,,,
"Agriculture Department","Regularly scheduled bi-monthly PARC meeting. ","2016-01-20T09:00:00.000","2016-01-20T12:00:00.000","Oregon Department of Agriculture, basement Conference Room D, 635 Capitol St. NE"," Salem","OR",,"Yes","Theodore Bunch Jr. ","503-986-6470 or toll-free 844-688-7272","tbunch@oda.state.or.us",,,,,,,,,,
"Agriculture Department",,"2015-09-29T08:00:00.000","2015-09-30T17:00:00.000","Trillium Family Services, 4455 NE Hwy 20","Corvallis","OR",,,"Jo Davis","503-986-4757","jdavis@oda.state.or.us",,,,,,,,,,
"Agriculture Department","CAFO Advisory Committee meets three times annually.","2013-07-11T13:30:00.000","2013-07-11T15:30:00.000","Basement Conference Room D, in the Agriculture Building, at 635 Capitol St. NE"," Salem","OR",,,"Carol Devore","503.986.4699","cdevore@oda.state.or.us","http://www.oregon.gov/ODA/NRD/Pages/cafo_front.aspx#Committee_meetings_notice","http://www.oregon.gov/ODA/docs/pdf/ag_map.pdf",,,,,,,,
"Agriculture Department",,"2015-04-07T08:30:00.000","2015-04-07T11:30:00.000","Oregon Department of Agriculture, Third Floor Conference Room D, 635 Capitol St. NE","Salem","OR",,,"Sandi Hiatt","503/986-4704","shiatt@oda.state.or.us",,,,,,,,,,
"Agriculture Department",,"2019-10-10T13:30:00.000","2019-10-10T15:30:00.000","Third Floor Conference Room, Oregon Department of Agriculture, 635 Capitol St. NE"," Salem","OR",,,"Wym Matthews","5039864792","wmatthews@oda.state.or.us",,,,,,,,,,
"Agriculture Department","Designates and Explains general production and restricted districts for Brassica spp. (includes rapeseed/canola) production.","2013-01-23T09:00:00.000",,"Cascade Hall, State Fairgrounds"," Salem","OR",,,"Sherry Kudna",,"sherry.a.kudna@state.or.us",,,,,,,,,,
"Agriculture Department",,"2015-08-04T08:30:00.000","2015-08-04T13:30:00.000","Miller Woods, 15580 Orchard View Road NW"," McMinnville","OR",,,"Sandi Hiatt","503/986-4704","shiatt@oda.state.or.us",,,,,,,,,,
"Agriculture Department","Spring Meeting ","2012-04-18T13:00:00.000","2012-04-18T15:00:00.000","OSU's North Willamette Research & Extension Center 15210 NE Miley Rd, Basement Large Conference Rm"," Aurora","OR","Agenda topics include a program financial update and a discussion on the annual Christmas tree survey",,"Gary McAninch","503-986-4644","gmcaninch@oda.state.or.us",,,,"Gary McAninch","503-986-4644",,,,,
"Agriculture Department","Public Hearing","2012-04-24T09:00:00.000",,"OR Dept of Ag - 635 Capitol ST NE, Salem OR 97301"," Salem","OR",,,"Sue Gooch","503-986-4583","sgooch@oda.state.or.us",,,,,,,,,,
"Agriculture Department","OISC Summer Meeting","2013-07-09T08:00:00.000","2013-07-10T15:30:00.000","BLM North Bend Office 1300 Airport Lane"," North Bend","OR","<p>- Sudden Oak Death – Ellen Goheen, USFS Plant Pathologist at the Southwest Oregon Forest Insect and Disease Service Center. - Local Topics—Several speakers will inform Council members of their challenges addressing invasive species issues in the Coos Bay/Charleston area. Discussion with local legislators—Sen. Arnie Roblan, Rep. Caddy McKeown. Wrinkled Dune Snail—Ann Ferguson, USDA-APHIS PPQ. Smallmouth bass in the Coquille Basin—Rick Boatner, ODFW. Biocontrol for Himalayan Blackberry and Gorse—Tim Butler, ODA. Spartina along the Coast of Oregon—Vanessa Howard, PSU. WORKING LUNCH—Council Hot Topics—Council members will discuss existing and emerging hot topics (lunch catered); presentation on the Institute for Applied Ecology cookoff (status and update)—All Council members. FISO—Council members will discuss the status of the invasive species funding initiative for Oregon. Council Administrative Updates—Council members will discuss: • Status of new OISC beta website • Status of OISC budget • Pest risk assessments for 100 Worst List (select 6 for December 2013). Boat Inspection Stations update will be provided on the 2013 boat inspection station program, and members will discuss how to advance regional concepts • JULY 10 – FIELD TRIP- Leave Hotel at 7:30am. Stop One – Charleston Boat Basin (8:00am–9:45am). Richard Emlet (OIMB) and the Tunicate team will discuss the tunicate issue in the basin. Travel to Stop Two – 9:45am–10:15am. South Slough National Estuarine Research Reserve (10:15am–noon). Craig Cornu and Steve Rumrill, Scott Groth will discuss the local area and the management plan for South Slough NERR, including their approaches to addressing invasive species issues. Focus on estuarine snail invaders Travel to Stop Three (1:00pm–1:30pm).Shore Acres State Park (1:30pm–3:30pm). Glenn Dolphin on boating, AIS, and coastal aquatic lakes – new boat wash station at Ten Mile Lake.</p>",,"Lisa DeBruyckere","(503) 704-2884","lisad@createstrat.com",,,,"Lisa DeBruyckere","(503) 704-2884","lisad@createstrat.com",,,,"http://www.oregon.gov/oisc/docs/pdf/oisc_mtgagenda_july2013.pdf"
"Agriculture Department","Oregon Noxious Weed Symposium","2012-12-04T11:00:00.000","2012-12-06T12:00:00.000","LaSells Stewart Center, 875 SW 26th Street"," Corvallis","OR","Registration fees:
Before November 27, 2012 - $145
After November 27, 2012 - $155
At the door - $175

Lodging:
Our host hotel is: Hilton Garden Inn, 2500 Southwest Western Blvd., Corvallis, Oregon 97330 Phone: 541-752-0800, Our personalized reservation website - Reserve quickly

Pesticide applicator credits:
Oregon and Washington Pesticide Applicator license credits available
",,"Jo Davis","(503) 986-4757","jdavis@oda.state.or.us","http://www.oregon.gov/ODA/PLANT/WEEDS/Pages/agenda.aspx",,,"Jo Davis","(503) 986-4757","jdavis@oda.state.or.us",,,,
"Agriculture Department","Public Hearing","2012-04-24T13:00:00.000","2012-04-24T15:00:00.000","635 Capitol ST NE, Salem OR 97301"," Salem","OR","Increase inspection fees for each ton of fertilizer, ag. mineral and ag. amendment from 35 cents to 45 cents. Increase inspection fees for each ton of gypsum from 3 cents to 5 cents.  Correct referrence to ORS 633.310 to ORS 633.311.","Yes","Sue Gooch","503-986-4583","sgooch@oda.state.or.us","http://www.oregon.gov/ODA/PEST/index.shtml",,,,,,,,,
"Agriculture Department",,"2014-11-12T14:30:00.000","2014-11-12T17:00:00.000","Eagle Crest Resort, 1522 Cline Falls Highway"," Redmond","OR","Regular SWCC meeting in conjunction with the 2014 Gathering for Conservation Conference. ",,"Manette Simpson","503-986-4715","msimpson@oda.state.or.us",,"https://www.google.com/maps/place/Eagle+Crest+Resort/@44.259639,-121.262764,17z/data=!3m1!4b1!4m2!3m1!1s0x54bf2c87529c4de1:0xfe165122d4b86595?hl=en (https://www.google.com/maps/place/Eagle+Crest+Resort/@44.259639,-121.262764,17z/data=!3m1!4b1!4m2!3m1!1s0x54bf2c87529c4de1:0xfe165122d4b86595?hl=en)",,,,,,,,
"Agriculture Department","Confined Animal Feeding Operations advisory committee meets three times annually.","2013-04-11T13:30:00.000","2013-04-11T15:30:00.000","Basement Conference Room D, Agriculture Building, 635 Capitol St. NE, 97301"," Salem","OR",,,"Carol Devore","(503) 986-4699","cdevore@oda.state.or.us","http://www.oregon.gov/ODA/NRD/Pages/cafo_front.aspx#Committee_meetings_notice","http://www.oregon.gov/ODA/docs/pdf/ag_map.pdf",,,,,,,,
"Agriculture Department","Soil and Water Conservation Commission Meeting, in conjunction the 2015 Gathering for Conservation Conference. ","2015-11-02T14:00:00.000","2015-11-02T16:30:00.000","Valley River Inn, 1000 Valley River Way","Eugene","OR",,,"Sandi Hiatt","503/986-4704","shiatt@oda.state.or.us",,,,,,,,,,
"Agriculture Department","Pesticide Analytical Response Center (PARC)","2012-05-09T09:00:00.000","2012-05-09T15:00:00.000","OR Dept of Ag - 635 Capitol ST NE, Salem OR 97301"," Salem","OR",,,"Jessica Haavisto","503-986-4562","jhaavisto@oda.state.or.us",,,,,,,,,,
"Agriculture Department",,"2016-02-17T17:30:00.000","2016-02-17T21:30:00.000","James John Public School, Cafeteria, 7439 N. Charleston","Portland","OR",,,"Clint Burfitt","503-986-4663","cburfitt@oda.state.or.us",,,,,,,,,,
"Agriculture Department","The Oregon Soil and Water Conservation Commission (SWCC) will hold its regular quarterly meeting on July 17, 2014, from 8:00 a.m. to 10:30 a.m. at the Best Western Sunridge Inn, 1 Sunridge Lane, Baker City, Oregon. The meeting agenda covers SWCC reports, advisor reports, Soil and Water Conservation District programs and funding, Agriculture Water Quality Management Program updates, and other agenda items. There will be a tour of local conservation projects on July 16 at 8:30 a.m. Please contact Manette Simpson at (503) 986-4715 to participate in the tour.","2014-07-17T08:00:00.000","2014-07-17T10:30:00.000","Best Western Sunridge Inn, 1 Sunridge Lane"," Baker City","OR",,,"Manette Simpson",,"manette.simpson@state.or.us",,,,,,,,,,
"Agriculture Department","Pesticide Analytical Response Center (PARC)","2013-01-23T09:00:00.000","2013-01-23T12:00:00.000","635 Capitol ST NE, Salem OR 97301"," Salem","OR",,,"Jessica Haavisto","541-779-9637","jhaavisto@oda.state.or.us",,,,,,,,,,
"Agriculture Department","SWCC quarterly meeting","2014-02-10T12:00:00.000","2014-02-11T12:00:00.000","Willow Lake Water Pollution Control Facility, 5915 Windsor Island Rd., Keizer, OR 97303"," Keizer","OR","The Oregon Soil and Water Conservation Commission (SWCC) will hold its regular quarterly meeting Monday, February 10, 2014, from 12:00 pm to 5:00 pm, and Tuesday, February 11, 2014, from 8:30 am to 12:00 pm. The meeting agenda covers SWCC reports, advisor reports, district programs and funding, Agriculture Water Quality Program updates, and other agenda items. ODA complies with the Americans with Disability Act (ADA). If you need special accommodations to participate in this meeting, please contact Heather Rickenbach at (503) 986-4775, at least 72 hours prior to the meeting.","Yes","Heather Rickenbach","503-986-4775","heather.rickenbach@state.or.us",,,,"Heather Rickenbach","503-986-4775","heather.rickenbach@state.or.us",,,,
"Agriculture Department","SWCC work session and meeting","2013-07-30T08:30:00.000","2013-07-31T12:00:00.000","Willow Lake Water Pollution Control Facility located at 5915 Windsor Island Road N"," Keizer","OR","The Oregon Soil and Water Conservation Commission (SWCC) will hold a work session to update its Strategic Plan from 8:30 a.m. to 1:00 p.m. on Tuesday, July 30, 2013. The SWCC will then hold its regular quarterly meeting Tuesday, July 30, 2013, from 1:00 p.m. to 5:00 p.m. and Wednesday, July 31, 2013, from 8:00 a.m. to 12:00 p.m. The work session and quarterly meeting will be held at the Willow Lake Water Pollution Control Facility located at 5915 Windsor Island Road N., Keizer, OR 97303. The meeting agenda covers SWCC reports, advisor reports, Soil and Water Conservation District programs and funding, Agriculture Water Quality Management Program updates, and other agenda items.
  
The Oregon Department of Agriculture complies with the Americans with Disabilities Act (ADA). If you need special accommodations to participate in this meeting, please contact Heather Rickenbach at (503) 986-4775, at least 72 hours prior to the meeting.",,"Heather Rickenbach",,"heather.rickenbach@state.or.us",,,,"Heather Rickenbach","503-986-4775","heather.rickenbach@state.or.us",,,,
"Agriculture Department","SWCC quarterly meeting","2012-11-07T11:30:00.000","2012-11-07T16:30:00.000","Valley River Inn located at 1000 Valley River Way"," Eugene","OR","The Oregon Soil and Water Conservation Commission (SWCC) will hold its quarterly meeting Wednesday, November 7, 2012, from 11:30 a.m. to 4:30 p.m. The meeting will be held at the Valley River Inn located at 1000 Valley River Way in Eugene, Oregon 97401. The meeting agenda covers SWCC reports and strategic plan, advisor reports, updates on Soil and Water Conservation District programs and funding, and other agenda items.
  
The Oregon Department of Agriculture complies with the Americans with Disabilities Act (ADA). If you need special accommodations to participate in this meeting, please contact Heather Rickenbach at (503) 986-4775, at least 72 hours prior to the meeting.","Yes","Heather Rickenbach","503-986-4775","heather.rickenbach@state.or.us",,,,"Heather Rickenbach","503-986-4775","heather.rickenbach@state.or.us",,,,
"Agriculture Department","SWCC Quarterly Meeting","2012-07-25T08:00:00.000","2012-07-25T17:00:00.000","650 Hawthorne Ave. SE, Suite 130, Salem, OR 97301"," Salem","OR","The Oregon Soil and Water Conservation Commission (SWCC) will hold its quarterly meeting Wednesday, July 25, 2012, from 8:00 a.m. to 5:00 p.m. The meeting will be held at the Marion SWCD Conference Room located at 650 Hawthorne Ave. SE, Suite 130, Salem, OR 97301. The meeting agenda covers SWCC reports and strategic plan, advisor reports, updates on Soil and Water Conservation District programs and funding, and other agenda items.
  
The Oregon Department of Agriculture complies with the Americans with Disabilities Act (ADA). If you need special accommodations to participate in this meeting, please contact Heather Rickenbach at (503) 986-4775, at least 72 hours prior to the meeting.","Yes","Heather Rickenbach","503-986-4775","hrickenbach@oda.state.or.us",,,,"Heather Rickenbach","503-986-4775","hrickenbach@oda.state.or.us",,,,
"Agriculture Department",,"2015-04-09T13:30:00.000","2015-04-09T15:30:00.000","Oregon Department of Agriculture, 635 Capitol St. NE, Conference Room D"," Salem","OR","The CAFO Advisory Committee was created to provide feedback to the department about the CAFO Program. The committee has a variety of representatives including permitted CAFO operators, technical advisors, stakeholder representatives, and the public. The CAFO Advisory Committee meets three times per year and all meetings are open to the public.",,"Janet Short",,"jshort@oda.state.or.us",,,,,,,,,,
"Agriculture Department","Public meeting regarding regulations for industrial hemp for the 2016 growing season. ","2015-12-09T14:00:00.000","2015-12-09T16:00:00.000","ODA Hearings Room, 635 Capitol St NE"," Salem","OR","The Oregon Department of Agriculture is holding a public meeting regarding regulations for industrial hemp for the 2016 growing season. Input from those currently, or those with immediate intentions of, producing or handling industrial hemp in Oregon is especially encouraged","Yes","ODA Commodity Inspection Program","503-986-4620","cid-expert@oda.state.or.us",,"http://www.oregon.gov/ODA/AboutUs/Pages/Directions.aspx (http://www.oregon.gov/ODA/AboutUs/Pages/Directions.aspx)",,,,,,,,
"Agriculture Department","OISC meeting","2014-12-10T09:00:00.000","2014-12-10T17:00:00.000","Chemeketa Eola, 215 Doaks Ferry Road NW, Salem, OR 97304 "," Salem","OR","(Merlot Room)",,"L Shaffer","503-986-4660","lshaffer@oda.state.or.us",,,,,,,,,,
"Agriculture Department","SWCC Quarterly Meeting","2012-04-12T13:00:00.000","2012-04-13T12:00:00.000","650 Hawthorne Ave. SE, Suite 130, Salem, OR  97301"," Salem","OR","The Oregon Soil and Water Conservation Commission (SWCC) will hold its quarterly meeting Thursday, April 12, 2012, from 1:00 p.m. to 5:00 p.m. and Friday, April 13, 2012, from 8:00 a.m. to 12:00 p.m. The meeting will be held at the Marion SWCD Conference Rooms located at 650 Hawthorne Ave. SE, Suite 130, Salem, OR  97301. The meeting agenda covers SWCC reports and strategic plan, advisor reports, updates on Soil and Water Conservation District programs and funding, and other agenda items.
  
The Oregon Department of Agriculture complies with the Americans with Disabilities Act (ADA). If you need special accommodations to participate in this meeting, please contact Heather Rickenbach at (503) 986-4775, at least 72 hours prior to the meeting.","Yes","Heather Rickenbach","503 986-4775","heather.rickenbach@state.or.us",,,,"Heather Rickenbach","503 986-4775","heather.rickenbach@state.or.us",,,,
