"reference_no_","status","date_open","date_closed","respondent","address_1","address_2","city","state","zip","contactflagonaddr1","business_type","complaint_description","closing_description","location_by_zip","geo_data_location"
"FF5804-19","Closed","2019-11-15T00:00:00.000","2019-11-15T00:00:00.000","ID THEFT VICTIM",,,,,,,"Private Party - No Jurisdiction","Used stolen ID to establish ""stolen"" identity","Information Only",,
"FF5816-19","Closed","2019-11-15T00:00:00.000","2019-12-05T00:00:00.000","RELIANCE TRANSMISSION","8228 SE TAYLOR ST",,"PORTLAND","OR","97216",,"Repair: Automotive Transmission Repair","Charged more than the stated amount in the contract","Voluntarily Resolved","
,  97216
(45.514865, -122.560159)",
"FF5803-19","Closed","2019-11-15T00:00:00.000","2019-11-15T00:00:00.000","MOTEL 6","950 ALBA DR",,"MEDFORD","OR","97504",,"Travel: Hotels (exe Casino Hotels) & Motels","Discriminated against complainant on basis of race, national origin, religion, handicap","Information Only","
,  97504
(42.334784, -122.829243)",
"FF5820-19","Closed","2019-11-15T00:00:00.000","2019-11-15T00:00:00.000","ROSEBURG SENIOR CENTER","PO BOX 894","1624 SE STEPHENS","ROSEBURG","OR","97470",,"Community Service: Civic & Social Organizations Generally","Service quality lower than what the complainant ordered or expected","DOJ has No Jurisdiction","
,  97470
(43.230616, -123.272184)",
"FF5807-19","Closed","2019-11-15T00:00:00.000","2019-12-05T00:00:00.000","PROTECT MY CAR","570 CARILLON PKWY STE 300",,"ST. PETERSBURG","FL","33716",,"Motor Vehicle Service Contracts","Failed to fulfill contract","Reviewed and Closed","
,  33716
(27.877759, -82.652049)",
"FF5805-19","Closed","2019-11-15T00:00:00.000","2019-11-15T00:00:00.000","PRECIAPO GONZALEZ LAURO ALFONSO","1757 PARK AVE NE",,"SALEM","OR","97301",,"Private Party - No Jurisdiction","Failed to disclose prior damage or other material defect","DOJ has No Jurisdiction","
,  97301
(44.948512, -123.006732)",
"FF5808-19","Closed","2019-11-15T00:00:00.000","2019-12-16T00:00:00.000","DIRECTV, INC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, ROOM 1110","DALLAS","TX","75202",,"Telecommunications: Satellite","Misrepresented or failed to disclose early termination fees in a contract","Voluntarily Resolved","
,  75202
(32.779989, -96.803609)",
"FF5810-19","Closed","2019-11-15T00:00:00.000","2019-12-06T00:00:00.000","TEAM HYUNDAI OF BEND","2250 NE HIGHWAY 20",,"BEND","OR","97701",,"Autos: New car dealer selling USED cars","False or misleading representation of a particular standard, quality, grade, model or style","Reviewed and Closed","
,  97701
(44.109551, -121.302315)",
"FF5814-19","Closed","2019-11-15T00:00:00.000","2019-11-15T00:00:00.000","SAFEWAY STORES, INC*","WILLIAM HARRIS - SENIOR COUNSEL","11555 DUBLIN CANYON RD","PLEASANTON","CA","94588",,"Food: Grocery Stores","Failed to properly install goods","Referred Complainant Elsewhere","
,  94588
(37.694621, -121.892391)",
"FF5819-19","Closed","2019-11-15T00:00:00.000","2019-11-15T00:00:00.000","SENIOR SUPPLEMENTAL REFERRAL SERVICE","PO BOX 4453",,"BOISE","ID","83711",,"Insurance: Carriers","Service quality lower than what the complainant ordered or expected","Information Only","
,  83711
(43.615791, -116.201579)",
"FF5815-19","Closed","2019-11-15T00:00:00.000","2019-11-15T00:00:00.000","COOLEST COOLER","916 HOYT STREET",,"PORTLAND","OR","97209",,"Manufacturing: Misc.","Failed to fulfill contract","Resolved as part of a master settlement with DOJ","
,  97209
(45.529297, -122.684679)",
"FF5811-19","Closed","2019-11-15T00:00:00.000","2019-11-15T00:00:00.000","STUDENT LOAN SCAM",,,,,,,"Fraudulent Entity","Phishing / Pharming","Information Only",,
"FF5798-19","Closed","2019-11-14T00:00:00.000","2019-11-14T00:00:00.000","SOLARA MEDICAL SUPPLIES, LLC DATA BREACH","2084 OTAY LAKES RD # 102",,"CHULA VISTA","CA","91913",,"Health: Medical products","Lost or mishandled consumer's personal data","Information Only","
,  91913
(32.631992, -116.986172)",
"FF5771-19","Closed","2019-11-13T00:00:00.000","2019-12-13T00:00:00.000","MECHANIC'S CORNER","1928 TABLE ROCK RD",,"MEDFORD","OR","97501",,"Repair: Automotive Mechanical & Electrical","Failed to properly install goods","Reviewed and Closed","
,  97501
(42.302682, -122.886931)",
"FF5788-19","Closed","2019-11-13T00:00:00.000","2019-11-13T00:00:00.000","TESSERA APARTMENTS","6523 NE CHERRY DR",,"HILLSBORO","OR","97124",,"Real Estate: Residential Property Managers","Failed to fulfill contract","DOJ has No Jurisdiction","
,  97124
(45.550997, -122.942272)",
"FF5785-19","Closed","2019-11-13T00:00:00.000","2019-11-13T00:00:00.000","REMOTE ACCESS SCAM VICTIM",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5777-19","Closed","2019-11-13T00:00:00.000","2019-11-13T00:00:00.000","CLEAR RATE COMMUNICATIONS*","555 S OLD WOODWARD AVE","SUITE #600","BIRMINGHAM","MI","48009",,"Telecommunications: Local Long Distance","Transferred complainant's utility service to a different supplier without authorization (""slamming"")","Referred Complainant Elsewhere","
,  48009
(42.544285, -83.215705)",
"FF5792-19","Closed","2019-11-13T00:00:00.000","2019-11-13T00:00:00.000","LANE COUNTY SHERIFF'S OFFICE",,,,,,,"Justice, Public Order & Safety Activities","Service quality lower than what the complainant ordered or expected","DOJ has No Jurisdiction",,
"FF5796-19","Closed","2019-11-13T00:00:00.000","2019-12-05T00:00:00.000","CULLIGAN WATER CO OF ALBANY, PORTLAND, SPRINGFIELD","221 SW 29TH AVE.",,"ALBANY","OR","97322",,"Water Supply & Irrigation Systems","Failed to deliver goods, services or refund despite demand by complainant","Voluntarily Resolved","
,  97322
(44.623521, -123.047074)",
"FF5795-19","Closed","2019-11-13T00:00:00.000","2019-12-11T00:00:00.000","PORTERS 414","1800 6TH ST",,"UMATILLA","OR","97882",,"Fuel: Gasoline Stations","False or misleading description of quality, quantity, or nature of goods or services","Consumer Pursuing Own Resolution","
,  97882
(45.914158, -119.313446)",
"FF5769-19","Closed","2019-11-13T00:00:00.000","2019-11-13T00:00:00.000","HIGH DESERT BUILDERS","5093 QUARRY RD.",,"REDMOND","OR","97756",,"Construction Contractors, Roofing, Siding & Sheet Metal","Failed to properly install goods","Referred Complainant Elsewhere","
,  97756
(44.280675, -121.214118)",
"FF5787-19","Closed","2019-11-13T00:00:00.000","2019-11-13T00:00:00.000","THEODORE BROSNAN","7521 NE 104TH AVE",,"VANCOUVER","WA",,,"Private Party - No Jurisdiction","Tampered with odometer; Misrepresented mileage on odometer statement","DOJ has No Jurisdiction",,
"FF5772-19","Closed","2019-11-13T00:00:00.000","2019-11-15T00:00:00.000","COLUMBIA MEMORIAL HOSPITAL","2111 EXCHANGE ST",,"ASTORIA","OR","97103",,"Health: Hospitals","Service quality lower than what the complainant ordered or expected","DOJ has No Jurisdiction","
,  97103
(46.140518, -123.719357)",
"FF5790-19","Closed","2019-11-13T00:00:00.000","2019-12-13T00:00:00.000","FRONTIER COMMUNICATIONS NORTHWEST INC*","CONSUMER RELATIONS DEPT","1398 SOUTH WOODLAND BLVD","DELANO","FL","32720",,"Telecommunications: Internet Service Provider (ISP)","Service quality lower than what the complainant ordered or expected","Voluntarily Resolved","
,  32720
(29.02782, -81.344851)",
"FF5768-19","Closed","2019-11-13T00:00:00.000","2019-11-13T00:00:00.000","HOUSE OF SHADOWS","1698 NW FAIRVIEW DR",,"GRESHAM","OR","97030",,"Agriculture generally","Failed to fulfill contract","DOJ has No Jurisdiction","
,  97030
(45.507276, -122.431683)",
"FF5778-19","Closed","2019-11-13T00:00:00.000","2019-12-05T00:00:00.000","ARVIN AUTO CARE","5201 SE JOHNSON VREEK BLVD",,"PORTLAND","OR","97222",,"Autos: Used Car Dealers","Failed to disclose prior damage or other material defect","DOJ has No Jurisdiction","
,  97222
(45.442558, -122.616022)",
"FF5775-19","Closed","2019-11-13T00:00:00.000","2019-12-05T00:00:00.000","HUBBARD TOWING","1251 BROWN ST",,"HUBBARD","OR",,,"Towing (motor vehicles)","Acted unconscionably during collection activity","Reviewed and Closed",,
"FF5779-19","Closed","2019-11-13T00:00:00.000","2019-11-13T00:00:00.000","CITY OF PORTLAND","1900 SW 4TH AVE",,"PORTLAND","OR","97201",,"General Government","Service quality lower than what the complainant ordered or expected","Referred Complainant Elsewhere","
,  97201
(45.508743, -122.689238)",
"FF5774-19","Closed","2019-11-13T00:00:00.000","2019-12-13T00:00:00.000","OR CERTIFICATE SERVICES","2755 COMMERCIAL ST SE, SUITE 101-211",,"SALEM","OR","97302",,"All Other Support Services","False or misleading ""invoice""","Respondent Failed to Answer & no further investigation taken","
,  97302
(44.903639, -123.051956)",
"FF5767-19","Closed","2019-11-13T00:00:00.000","2019-11-18T00:00:00.000","KEN BAILEY","P O BOX 25",,"SHADY COVE","OR","97539",,"Fuel: Dealers","False or misleading description of quality, quantity, or nature of goods or services","Referred Complainant Elsewhere","
,  97539
(42.617503, -122.811448)",
"FF5786-19","Closed","2019-11-13T00:00:00.000","2019-11-13T00:00:00.000","MARION COUNTY SHERIFF IMPOSTER VICTIM",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5794-19","Closed","2019-11-13T00:00:00.000","2019-12-27T00:00:00.000","SALEM OREGON LOCKSMITH, LLC","2232 SWEGLE RD NE","PO BOX 667","SALEM","OR","97317",,"Locksmiths","Failed to fulfill contract","Respondent Failed to Answer & no further investigation taken","
,  97317
(44.901183, -122.932058)",
"FF5773-19","Closed","2019-11-13T00:00:00.000","2019-11-15T00:00:00.000","BRIAN J. MAHON","904 CLARK STREET",,"THE DALLES","OR","97058",,"Private Party - No Jurisdiction","General allegation of unlawful conduct","Referred Complainant Elsewhere","
,  97058
(45.567565, -121.207048)",
"FF5756-19","Closed","2019-11-12T00:00:00.000","2019-11-12T00:00:00.000","ARIZONA DENTAL INSURANCE SERVICE, INC DATA BREACH","5656 W TALAVI BLVD",,"GLENDALE","AZ","85306",,"Health: Offices of Dentists","Lost or mishandled consumer's personal data","Information Only","
,  85306
(33.623975, -112.177328)",
"FF5759-19","Closed","2019-11-12T00:00:00.000","2019-11-12T00:00:00.000","RANDY AND TANYA SELBY","15157 SW ALFALFA ROAD",,"POWELL BUTTE","OR","97753",,"Private Party Elder Fraud","Elder Financial Exploitation","Information Only","
,  97753
(44.231729, -121.013576)",
"FF5764-19","Closed","2019-11-12T00:00:00.000","2019-11-12T00:00:00.000","AT&T MOBILITY LLC*","OFFICE OF THE PRESIDENT","308 S AKARD ST, RM 1110","DALLAS","TX","75202",,"Telecommunications: Cellular & Other Wireless","Inaccurately calculated a bill or debt, a portion of which the complainant does owe","Referred Complainant Elsewhere","
,  75202
(32.779989, -96.803609)",
"FF5760-19","Closed","2019-11-12T00:00:00.000","2019-11-12T00:00:00.000","MR. COOPER MORTGAGE","8950 CYPRESS WATERS BLVD",,"COPPELL","TX","75019",,"Credit/Lending: Mortgage Loan Servicing","Service quality lower than what the complainant ordered or expected","Referred Complainant Elsewhere","
,  75019
(32.966266, -96.987126)",
"FF5761-19","Closed","2019-11-12T00:00:00.000","2019-12-13T00:00:00.000","WILLAMETTE VALLEY APPLIANCE*","4101 RIVER RD N",,"KEIZER","OR","97303",,"Household: Appliance, TV & Other Electronics Stores","Service quality lower than what the complainant ordered or expected","Reviewed and Closed","
,  97303
(45.010462, -123.021733)",
"FF5758-19","Closed","2019-11-12T00:00:00.000","2019-11-12T00:00:00.000","PHISHING SCHEME VICTIM",,,,,,,"Fraudulent Entity","Phishing / Pharming","Information Only",,
"FF5765-19","Closed","2019-11-12T00:00:00.000","2019-12-30T00:00:00.000","GUARDIAN TOWING*","240 SW WOOD STREET, LOT A1",,"HILLSBORO","OR","97123",,"Towing (motor vehicles)","Acted unconscionably during collection activity","Respondent Failed to Answer & no further investigation taken","
,  97123
(45.467493, -122.968778)",
"FF5763-19","Closed","2019-11-12T00:00:00.000","2019-11-13T00:00:00.000","TICKETFLY","111 TOWNSEND ST",,"SAN FRANCISCO","CA","94107",,"Performing Arts: Promoters of Entertainment Events w/o Facility","Failed to deliver goods, services or refund despite demand by complainant","Voluntarily Resolved","
,  94107
(37.765747, -122.395824)",
"FF5762-19","Closed","2019-11-12T00:00:00.000","2019-12-06T00:00:00.000","BEST WESTERN PLUS RAMA INC","PO BOX 1670",,"WILSONVILLE","OR","97070",,"Travel: Hotels (exe Casino Hotels) & Motels","Failed to deliver any goods or services","Reviewed and Closed","
,  97070
(45.307626, -122.768382)",
"FF5747-19","Closed","2019-11-10T00:00:00.000","2019-11-10T00:00:00.000","THE F.A. BARTLETT TREE COMPANY",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5746-19","Closed","2019-11-10T00:00:00.000","2019-11-10T00:00:00.000","FIFTH THIRD BANK & 11TH HOUR RECOVERY",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5749-19","Closed","2019-11-10T00:00:00.000","2019-11-10T00:00:00.000","SAXE, DAVID",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5754-19","Closed","2019-11-10T00:00:00.000","2019-11-10T00:00:00.000","FCA US LLC",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5750-19","Closed","2019-11-10T00:00:00.000","2019-11-10T00:00:00.000","6D GLOBAL TECHNOLOGIES, INC.",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5745-19","Closed","2019-11-10T00:00:00.000","2019-11-10T00:00:00.000","WYNDHAM HOTEL GROUP, LLC",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5743-19","Closed","2019-11-10T00:00:00.000","2019-11-10T00:00:00.000","WAL-MART STORES INC",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5741-19","Closed","2019-11-10T00:00:00.000","2019-11-10T00:00:00.000","NAUTILUS HYOSUNG AMERICA INC.",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5740-19","Closed","2019-11-10T00:00:00.000","2019-11-10T00:00:00.000","FRESHPET INC",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5748-19","Closed","2019-11-10T00:00:00.000","2019-11-10T00:00:00.000","ALTISOURCE RESIDENTIAL CORP",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5755-19","Closed","2019-11-10T00:00:00.000","2019-11-10T00:00:00.000","MONSANTO COMPANY",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5744-19","Closed","2019-11-10T00:00:00.000","2019-11-10T00:00:00.000","CIMAREX ENERGY CO. OF COLORADO",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5752-19","Closed","2019-11-10T00:00:00.000","2019-11-10T00:00:00.000","MERIDIAN BIOSCIENCE, INC.",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5742-19","Closed","2019-11-10T00:00:00.000","2019-11-10T00:00:00.000","PROGRESSIVE SPECIALTY INSURANCE COMP",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5751-19","Closed","2019-11-10T00:00:00.000","2019-11-10T00:00:00.000","HYUNDAI AND KIA ENGINE LITIGATION",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5753-19","Closed","2019-11-10T00:00:00.000","2019-11-10T00:00:00.000","MOTOR VEHICLE ASSURANCE",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5738-19","Closed","2019-11-09T00:00:00.000","2019-11-09T00:00:00.000","ALLERGAN, iNC.",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5735-19","Closed","2019-11-09T00:00:00.000","2019-11-09T00:00:00.000","SEIU HEALTHCARE 775NW",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5733-19","Closed","2019-11-09T00:00:00.000","2019-11-09T00:00:00.000","BANK OF AMERICA, N.A.",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5737-19","Closed","2019-11-09T00:00:00.000","2019-11-09T00:00:00.000","ATLANTIC FINANCIAL FEDERAL CREDIT UNIO",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5734-19","Closed","2019-11-09T00:00:00.000","2019-11-09T00:00:00.000","KELLOGG SALES CO.",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5739-19","Closed","2019-11-09T00:00:00.000","2019-11-09T00:00:00.000","EVANGERS DOG & CAT FOOD, INC.",,,,,,,"Front office projects/assignments","Private Class Action","Class Action Fairness Act Notice",,
"FF5732-19","Closed","2019-11-09T00:00:00.000","2019-11-09T00:00:00.000","NEWFIELD EXPLORATION MID-CONTINENT INC",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5736-19","Closed","2019-11-09T00:00:00.000","2019-11-09T00:00:00.000","AIR CANADA",,,,,,,"Not Assigned","Private Class Action","Class Action Fairness Act Notice",,
"FF5722-19","Closed","2019-11-08T00:00:00.000","2019-11-08T00:00:00.000","CITIBANK (SOUTH DAKOTA) N.A.*","OFFICE OF THE PRESIDENT","PO BOX 6000","SIOUX FALLS","SD","57117",,"Credit/Lending: Credit Card Issuing","Collected or attempted to collect for goods or services the complainant never ordered","Referred Complainant Elsewhere","
,  57117
(43.54731, -96.731297)",
"FF5728-19","Closed","2019-11-08T00:00:00.000","2019-11-08T00:00:00.000","BC CUSTOM CONSTRUCTION INC",,,,,,,"Construction Contractors, Generally","False or misleading representation of a particular standard, quality, grade, model or style","Private Lawsuit (UTPA)",,
"FF5727-19","Closed","2019-11-08T00:00:00.000","2019-11-08T00:00:00.000","RETAIL BUSINESS EVALUATION SCAM",,,,,,,"Fraudulent Entity","General allegation of unlawful conduct","Information Only",,
"FF5723-19","Closed","2019-11-08T00:00:00.000","2019-11-08T00:00:00.000","GREYHOUND LINES, INC*","PO BOX 660362",,"DALLAS","TX","75201",,"Travel: Charter Bus Industry","Failed to deliver goods, services or refund despite demand by complainant","Voluntarily Resolved","
,  75201
(32.786781, -96.79859)",
"FF5720-19","Closed","2019-11-08T00:00:00.000","2019-11-08T00:00:00.000","SWEETHEART SCAM VICTIM",,,,,,,"Private Party Elder Fraud","General allegation of unlawful conduct","Information Only",,
"FF5721-19","Closed","2019-11-08T00:00:00.000","2019-11-08T00:00:00.000","GASOLINE STATIONS",,,,,,,"Fuel: Gasoline Stations","Any other unfair or deceptive conduct in an offer or in advertising","Referred Complainant Elsewhere",,
