"Agency, Board, Commission, Branch",Meeting Title,Short Description,Start Date & Time,End Date & Time,Meeting Location,City,Details,Public Comment Accepted,Contact Name,Phone Number,Contact Email,Web Link (optional),Map Link,Calendar Link,ADA Contact,ADA Contact Phone,ADA Contact Email,Webinar/Webcast?,Public Call-In Number,Call-in Access Code,Agenda URL,Webinar/Webcast Link,Map Location,Owner,Agenda Upload,Weblink to Meeting Minutes/Summaries
Transportation Department,Bicycle and Pedestrian Advisory Committee (OBPAC),OBPAC acts as a liaison between the public and ODOT on the bicycle and pedestrian transportation system.,12/08/2016 09:00:00 AM,12/08/2016 03:15:00 PM,"ODOT Mill Creek Building, 555 13th St NE, Mt. McLoughlin Room", Salem,"This committee, appointed by the governor, acts as a liaison between the public and ODOT. They advise ODOT in the regulation of bicycle and pedestrian traffic and the establishment of bikeways and walkways. The committee meets quarterly in various locations around the state to listen to the views and concerns of interested citizens, local officials, and ODOT Region staff. ** This meeting will focus on the Statewide Trails Coalition, Modal Work Plan, OTC Meeting and Workshop, STIP 15-18, Safe Routes to School Program, Chip Seal Policy Revisions, ADA Settlement Agreement and Transition Plan. **","Yes, non-agenda items only",Sheila Lyons,(503) 986-3555,Sheila.A.Lyons@odot.state.or.us,,"https://www.google.com/maps/dir/''/ODOT+Mill+Creek+Salem,+OR/@44.9419197,-123.0583028,13z/data=!4m5!4m4!1m0!1m2!1m1!1s0x54bfff1086264bf5:0x5808bcff0754d881 (https://www.google.com/maps/dir/)",,Amanda Tucker,(503) 986-3317,Amanda.R.Tucker@odots.state.or.us,,,,http://www.oregon.gov/ODOT/HWY/BIKEPED/docs/OBPAC_Agenda/OBPAC_Dec2016_agenda.pdf,,,,,http://www.oregon.gov/ODOT/HWY/BIKEPED/Pages/obpac.aspx (http://www.oregon.gov/ODOT/HWY/BIKEPED/Pages/obpac.aspx%20)
Transportation Department,CANCELED - DMV STP Oversight Task Force,,12/15/2016 11:00:00 AM,12/15/2016 12:30:00 PM,Oregon Department of Transportation Building Room 440, Salem,"*Updated 12/14 @ 6:00 p.m. - This meeting canceled due to road conditions. It will be rescheduled for January 12, 2017. Time and location to be determined.

Meetings of the DMV STP Oversight Task Force are open to the public. The meeting site is accessible to people with disabilities. Accommodations will be provided to persons with disabilities, and alternate formats of printed material are available upon request. Please call (503) 947-4074 (or statewide relay 711) at least 48 hours prior to the meeting.",,Lauren Mulligan,503-947-4072,lauren.e.mulligan@odot.state.or.us,,,,,503-947-4074,,,,,,,,,,http://www.oregon.gov/ODOT/DMV/pages/STP/STP_Task_Force.aspx
Transportation Department,Oregon Public Transportation Plan Policy Advisory Committee,,12/16/2016 01:00:00 PM,12/16/2016 04:30:00 PM,"Chemeketa Center for Business and Industry, 626 High St NE",Salem,,Yes,Lucia Ramirez,,Lucia.L.Ramirez@odot.state.or.us,,,,,,,,,,http://www.oregon.gov/ODOT/TD/TP/docs/OPTP/OPTP_201612_Agenda.pdf,,,,,http://www.oregon.gov/ODOT/TD/TP/Pages/optp_pac.aspx
Transportation Department,Public Transportation Advisory Committee Meeting,,01/09/2017 01:00:00 PM,01/09/2017 04:30:00 PM,"ODOT Region 2 Campus 885 Airport Rd. SE, Building X", Salem,,,Cassie Mance,,ptac@odot.state.or.us,,https://www.oregon.gov/ODOT/PT/stakeholders/ptac/maps/Airport%20Rd%20facility%20map.pdf,,,,,,,,https://www.oregon.gov/odot/pt/pages/stakeholders/ptac.aspx,,,,,
Transportation Department,CANCELED - DMV Service Transformation Program Oversight Task Force to meet January 12,,01/12/2017 08:00:00 AM,01/12/2017 09:30:00 AM,"CANCELED - Oregon Department of Transportation Building, Gail L. Achterman Commission Room (Room 103), 355 Capitol Street NE", Salem,"This meeting has been canceled due to inclement weather and dangerous travel conditions. 

The DMV Service Transformation Program Oversight Task Force will meet on January 12 in Salem:  
* What: Meeting of the DMV Service Transformation Program Oversight Taskforce. This meeting is open to the public. 
* Agenda: Approve meeting minutes, provide STP status update, review quality assurance materials, discuss STP’s budget information for the upcoming biennium, wrap-up and identify future topics. There will be no opportunity for public comment at this meeting. 
* When: Thursday, January 12, 8:00 – 9:30 a.m. 
* Where: Oregon Department of Transportation Building, Gail L. Achterman Commission Room (Room 103), 355 Capitol Street NE, Salem. 
* Why: The DMV Service Transformation Program Oversight Task Force brings together expertise on Oregon Information Technology (IT) projects, legislative processes and private sector IT technical experiences. The Task Force will partner with ODOT and DMV leadership to review complex topics, ask tough questions and provide thoughtful counsel to STP leadership through the life of the program.",,Lauren Mulligan,503-947-4072,lauren.e.mulligan@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,MEETING CANCELLED,01/12/2017 08:30:00 AM,01/12/2017 11:30:00 AM,MEETING CANCELLED, Salem,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,tara.l.caton@odot.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/odot/mct/pages/mctac.aspx
Transportation Department,Winter Recreation Advisory Committee,,01/18/2017 08:30:00 AM,01/18/2017 09:00:00 AM,455  Airport Road SE,Salem,The WRAC meets throughout the year to advise the Department of Transportation on matters related to the winter recreation parking (Sno-Park) program.,,Karen Morrison,,karen.j.morrison@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Oregon Traffic Control Devices Committee,Bi-monthly Meeting,01/20/2017 09:00:00 AM,01/20/2017 12:00:00 PM,"ODOT TLC Building, 4040 Fairview Industrial Drive, Alsea Conf. Room", Salem,Select Chair/Vice Chair for 2017; Bike Box Interim Approval; ATC Controller; Performance Measures for ATC; ADA Update; Sidewalk Closed Ahead Sign; Bicycles Keep Left (Right) Sign.,Yes,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,http://transnet.odot.state.or.us/hwy/techserv/Pages/TLC.aspx/,,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,1-415-594-5500,540-418-275#,,,,,,http://www.oregon.gov/ODOT/HWY/TRAFFIC-ROADWAY/pages/traffic_control_devices_committee.aspx
Transportation Department,DMV STP Oversight Task Force,,01/30/2017 09:00:00 AM,01/30/2017 10:30:00 AM,"Oregon Department of Transportation Building, Gail L. Achterman Commission Room (Room 103), 355 Capitol Street NE", Salem,"The DMV Service Transformation Program Oversight Task Force brings together expertise on Oregon Information Technology (IT) projects, legislative processes and private sector IT technical experiences. The Task Force will partner with ODOT and DMV leadership to review complex topics, ask tough questions and provide thoughtful counsel to STP leadership through the life of the program.",,Lauren Mulligan,503-974-4072,lauren.e.mulligan@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Bicycle and Pedestrian Advisory Committee (OBPAC),OBPAC acts as a liaison between the public and ODOT on the bicycle and pedestrian transportation system.,02/02/2017 01:30:00 PM,02/02/2017 03:45:00 PM,"ODOT Mill Creek Building, 555 13th St NE, Abert Rim Room", Salem,"
This committee, appointed by the governor, acts as a liaison between the public and ODOT. They advise ODOT in the regulation of bicycle and pedestrian traffic and the establishment of bikeways and walkways. The committee meets quarterly in various locations around the state to listen to the views and concerns of interested citizens, local officials, and ODOT Region staff. ** This meeting will focus on Chair Vice Chair Elections, Rumble Strips on low volume roadways, ADA update, and Urban Design Initiative Update. ** ","Yes, on non-agenda items only",Sheila Lyons,503-986-3555,sheila.a.lyons@odot.state.or.us,,,,Olivia Benavidez,503-986-3317,olivia.m.benavidez@odot.state.or.us,true,1-888-251-2909,868544,http://www.oregon.gov/ODOT/HWY/BIKEPED/docs/OBPAC_Agenda/OBPAC-Feb2017-Agenda.pdf,https://join.me/ActiveTransportation,,,,http://www.oregon.gov/odot/hwy/bikeped/pages/obpac.aspx
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,02/09/2017 08:30:00 AM,02/09/2017 11:30:00 AM,3930 Fairview Industrial Drive SE (2nd Floor - Ashland Conf. Rm.), Salem,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,Tara.l.caton@odot.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/odot/mct/pages/mctac.aspx
Transportation Department,Rail Advisory Committee Meeting,,03/07/2017 09:00:00 AM,03/07/2017 04:00:00 PM,"Portland International Airport, St. Helens A Room, 7000 NE Airport Way", Portland,,,Kathy Holmes,503-986-5174,Kathy.C.HOLMES@odot.state.or.us,,,,,,,,,,http://www.oregon.gov/ODOT/RAIL/Pages/RailAdvisoryCommittee.aspx,,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,03/09/2017 08:30:00 AM,03/09/2017 11:30:00 AM,3930 Fairview Industrial Drive SE, Salem,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara Caton,,tara.l.caton@odot.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/odot/mct/pages/mctac.aspx
Transportation Department,Public Transportation Advisory Committee Meeting,,03/13/2017 10:30:00 AM,03/13/2017 04:30:00 PM,"ODOT Region 2 Campus, 885 Airport Road SE, Building X", Salem,"From 10:30 a.m. – 1 p.m., the committee will focus on its work plan; the afternoon agenda items include a discussion about funding opportunities, a presentation on transit partnerships and projects, and a review of the new Transportation System Plan Guidelines. Public input will be accepted in the afternoon session.

The meeting is open and accessible to the public, and closed captioning of the discussion is available online (see agenda). Information can also be made available in other alternative formats. To request an accommodation, please call ODOT’s Rail and Public Transit Division at 503-986-3669 or call statewide relay at 7-1-1.",,Cassie Mance,503-986-3669,ptac@odot.state.or.us,,https://www.oregon.gov/ODOT/PT/stakeholders/ptac/maps/Airport%20Rd%20facility%20map.pdf,,,,,,,,https://www.oregon.gov/odot/pt/pages/stakeholders/ptac.aspx,,,,,https://www.oregon.gov/odot/pt/pages/stakeholders/ptac.aspx
Transportation Department,Speed Zone Review Panel Meeting,Impacts of raising truck speeds on the interstates,03/14/2017 05:30:00 PM,03/14/2017 07:30:00 PM,"ODF&W Bldg., 4034 Fairview Industrial Drive SE", Salem,"The SZRP is looking into the impacts of raising speed limits for trucks from 55 mph to 60 mph on the interstate in certain areas, and the public is invited to provide input.  ODOT's presentation will include preliminary data from an engineering investigation.  Public comments will be taken in person or can be sent to interstatespeedcomments@odot.state.or.us.",Yes,Kathi McConnell,,kathleen.e.mcconnell@odot.state.or.us,,,,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,,,,,,
Transportation Department,Speed Zone Review Panel Meeting,Impacts of raising truck speeds on the interstates,03/20/2017 05:30:00 PM,03/20/2017 07:30:00 PM,"Ty Taylor Fire Station, Leonard Hay Community Room, 1785 Meyer Parkway", Hood River,"The Speed Zone Review Panel is looking into the impacts of raising speed limits for trucks from 55 mph to 60 mph on the interstates in certain area, and the public is invited to provide input.  ODOT's presentation will include preliminary data from an engineering investigation.  Public comments will be taken in person or can be sent to interstatespeedcomments@odot.state.or.us.",Yes,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,,,,,,
Transportation Department,Speed Zone Review Panel Meetinig,Impacts of raising truck speeds on the interstates,03/22/2017 05:30:00 PM,03/22/2017 07:30:00 PM,"Santo Community Center Main Hall, 701 N. Columbus Avenue", Medford,"The Speed Zone Review Panel is looking into the impacts of raising speed limits for trucks from 55 mph to 60 mph on the interstate in certain areas, and the public is invited to provide input.  ODOT's presentation will include preliminary data from an engineering investigation. Public comments will be taken in person or can be sent to interstatespeedcomments@odot.state.or.us.",Yes,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,,,,,,
Transportation Department,Public Transportation Advisory Committee - Section 5311 Work Group,,04/10/2017 01:30:00 PM,04/10/2017 04:30:00 PM,Chemeketa Community College Center for Business and Industry 626 High Street NE Conference Room 203, Salem,"Under the direction of PTAC, a workgroup has been established to research the current Federal Transit Administration Formula Grants for Rural Areas Section 5311 allocation method.  The workgroup will review the process and history of the current distribution method, identify possible issues and concerns, and discuss, evaluate, and recommend possible alternative fund distribution methods. 

The public is invited to attend but no Public Comment Time will be available during the meeting.",,Cassie Mance,503.986.3669,Casandra.MANCE@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Winter Recreation Advisory Committee,,04/19/2017 08:30:00 AM,04/19/2017 09:30:00 AM,455 Airport Road Building K,Salem,The WRAC meets throughout the year to advise the Department of Transportation on matters related to the winter recreation parking (Sno-Park) program.  At this meeting the Committee will discuss permit fees for the 2017-18 winter season.,,Karen Morrison,,karen.j.morrison@odot.state.or.us,,,,,,,,,,,,,,,
Transportation Department,Motor Carrier Transportation Advisory Committee,Panel of state government and industry representatives,04/19/2017 08:30:00 AM,04/19/2017 11:30:00 AM,3930 Fairview Industrial Drive SE, Salem,"The committee is made up of representatives from the Oregon Department of Transportation, Oregon State Police, the trucking industry, and related industries.",,Tara L. Caton,,Tara.L.Caton@odot.state.or.us,,,,,,,,,,,,,,,http://www.oregon.gov/ODOT/MCT/pages/mctac.aspx
Transportation Department,Public Transportation Advisory Committee Meeting,,05/08/2017 01:00:00 PM,05/08/2017 04:30:00 PM,"ODOT Region 2 Campus, 885 Airport Road SE, Building X", Salem,,,Cassie Mance,503-986-3669,ptac@odot.state.or.us,,https://www.oregon.gov/ODOT/PT/stakeholders/ptac/maps/Airport%20Rd%20facility%20map.pdf,,,,,,,,,,,,,https://www.oregon.gov/odot/pt/pages/stakeholders/ptac.aspx
Transportation Department,Oregon Traffic Control Devices Committee,Bi-monthly Meeting,05/19/2017 09:00:00 AM,05/19/2017 12:00:00 PM,"Marion County Public Works, 5155 Silverton Road NE", Salem,Discussion on School Zones; Update on Interstate Speed Study to Raise Truck Speeds; NCUTCD Meeting Update; Legislative Update; ADA Update,Yes,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,,,Kathi McConnell,503-986-3609,kathleen.e.mcconnell@odot.state.or.us,,1.415.594.5500,540-418-275# ,,,,,,http://www.oregon.gov/ODOT/HWY/TRAFFIC-ROADWAY/pages/traffic_control_devices_committee.aspx
