"division","classification","position","title","_07_31_17","_08_31_17","_09_30_17","_10_31_17","_11_30_17","_12_31_17","_01_31_18","_02_28_18","_03_31_18","_4_30_18","_5_31_18","_06_30_18","_07_31_18","_08_31_18","sept18","_10_31_18","_11_30_2018","_12_31_2018","total"
"Administration","Information Systems Specialist 8","0003906","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.85","17.00"
"Administration","Information Systems Specialist 8","0003906","DENTAL INSURANCE","117.35","117.35","117.35","117.35","117.35","129.02","129.02","129.02","129.02","129.02","129.02","129.02","129.02","129.02","129.02","129.02","129.02","97.48","2232.47"
"Administration","Information Systems Specialist 8","0003906","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Information Systems Specialist 8","0003906","HEALTH INSURANCE","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.05","386.15","6949.00"
"Administration","Information Systems Specialist 8","0003906","PERS PENSION OBLIGATION BOND PAYMENT","533.86","533.86","533.86","533.86","551.66","551.66","551.66","551.66","551.66","551.66","551.66","557.06","557.06","557.06","557.06","557.06","557.06","557.07","9896.49"
"Administration","Information Systems Specialist 8","0003906","PERS RETIREMENT","2121.21","2121.21","2121.21","2121.21","2121.21","2121.21","2121.21","2121.21","2121.21","2121.21","2121.21","2141.99","2141.99","2141.99","2141.99","2141.99","2141.99","2142.02","38327.27"
"Administration","Information Systems Specialist 8","0003906","REGULAR EMPLOYEES SALARY","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8336.00","8336.00","8336.00","8336.00","8336.00","8336.00","8336.00","149135.00"
"Administration","Information Systems Specialist 8","0003906","SOCIAL SECURITY & MEDICARE","674.63","674.62","674.63","674.62","674.63","674.04","674.05","674.04","674.04","674.04","674.05","680.70","680.71","680.71","680.71","680.71","680.71","680.79","12182.43"
"Administration","Information Systems Specialist 8","0003906","WORK OUT OF CLASS & LEADWORK","412.65","412.65","412.65","412.65","412.65","412.65","412.65","412.65","412.65","412.65","412.65","416.80","416.80","416.80","416.80","416.80","416.80","416.80","7456.75"
"Administration","Information Systems Specialist 8","0003906","WORKERS' BENEFIT FUND ASSESSMENT","1.63","2.03","1.68","2.22","2.13","1.50","2.33","1.95","2.44","2.48","2.34","1.87","1.94","1.07","1.96","1.91","1.91","1.54","35.44"
"Administration","Information Systems Specialist 8","0003908","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95",,,"0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.89","15.14"
"Administration","Information Systems Specialist 8","0003908","DENTAL INSURANCE","117.22","117.22","117.22",,,"47.79","47.79","47.79","47.79","47.79","47.79","47.79","47.79","47.79","47.79","47.79","47.79","50.80","975.94"
"Administration","Information Systems Specialist 8","0003908","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14",,,"2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","34.02"
"Administration","Information Systems Specialist 8","0003908","HEALTH INSURANCE","1750.33","1750.33","1750.33",,,"727.46","727.46","727.46","727.46","727.46","727.46","727.46","727.46","727.46","727.46","727.46","727.46","684.07","14664.58"
"Administration","Information Systems Specialist 8","0003908","PERS PENSION OBLIGATION BOND PAYMENT","544.70","544.70","432.19",,,"388.65","406.59","388.65","388.65","388.65","388.65","392.55","392.55","392.55","392.55","392.55","392.55","411.17","6637.90"
"Administration","Information Systems Specialist 8","0003908","PERS RETIREMENT","2164.27","2164.27","1717.25",,,"1051.85","1100.41","1051.85","1051.85","1051.85","1051.85","1062.43","1062.43","1062.43","1062.43","1062.43","1062.43","1112.82","19892.85"
"Administration","Information Systems Specialist 8","0003908","REGULAR EMPLOYEES SALARY","8234.28","8234.28","6533.55",,,"5970.00","6245.58","5970.00","5970.00","5970.00","5970.00","6030.00","6030.00","6030.00","6030.00","6030.00","6030.00","6316.00","101593.69"
"Administration","Information Systems Specialist 8","0003908","SOCIAL SECURITY & MEDICARE","684.12","684.13","540.67",,,"476.69","498.83","476.71","476.69","476.70","476.69","481.52","481.52","481.50","481.52","481.52","481.52","506.68","8187.01"
"Administration","Information Systems Specialist 8","0003908","WORK OUT OF CLASS & LEADWORK","844.02","844.02","669.69",,,"298.50","312.28","298.50","298.50","298.50","298.50","301.50","301.50","301.50","301.50","301.50","301.50","315.80","6287.31"
"Administration","Information Systems Specialist 8","0003908","WORKERS' BENEFIT FUND ASSESSMENT","1.15","2.02","0.11",,,"2.13","2.47","2.08","2.39","2.13","2.35","2.14","1.86","2.17","1.67","2.16","2.16","1.89","31.30"
"Administration","Information Systems Specialist 8","0036009","BASIC LIFE INSURANCE - $5.000",,"0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.89","16.73"
"Administration","Information Systems Specialist 8","0036009","DENTAL INSURANCE",,"122.29","122.29","122.29","122.29","134.45","134.45","134.45","134.45","134.45","134.45","134.45","134.45","134.45","134.45","134.45","134.45","137.13","2239.69"
"Administration","Information Systems Specialist 8","0036009","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,"2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","36.38"
"Administration","Information Systems Specialist 8","0036009","HEALTH INSURANCE",,"1532.32","1532.32","1532.32","1532.32","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1846.97","29002.77"
"Administration","Information Systems Specialist 8","0036009","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,,,"1538.96","518.13","518.13","529.98","568.52","568.52","568.52","568.52","5379.28"
"Administration","Information Systems Specialist 8","0036009","PERS RETIREMENT",,,,,,,,,,,"4165.13","1402.30","1402.30","1434.35","1538.66","1538.66","1538.66","1538.66","14558.72"
"Administration","Information Systems Specialist 8","0036009","PUBLIC EMPLOYEES' BENEFIT BOARD FEES",,,"3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","2.95","51.70"
"Administration","Information Systems Specialist 8","0036009","REGULAR EMPLOYEES SALARY",,"342.61","7880.00","7880.00","7880.00","7880.00","7880.00","7880.00","7880.00","7880.00","7880.00","7959.00","7959.00","7967.50","8317.09","8317.09","8317.09","8317.09","128416.47"
"Administration","Information Systems Specialist 8","0036009","SOCIAL SECURITY & MEDICARE",,"25.95","611.12","611.13","611.11","622.35","622.35","622.36","622.35","622.35","622.35","628.70","628.69","643.32","690.87","690.86","690.86","694.57","10261.29"
"Administration","Information Systems Specialist 8","0036009","WORK OUT OF CLASS & LEADWORK",,"17.13","394.00","394.00","394.00","394.00","394.00","394.00","394.00","394.00","394.00","397.95","397.95","580.50","852.51","852.51","852.51","852.51","8349.57"
"Administration","Information Systems Specialist 8","0036009","WORKERS' BENEFIT FUND ASSESSMENT",,"0.11","2.24","2.46","2.13","2.24","2.24","2.13","2.46","2.13","2.46","2.24","1.92","1.87","2.02","1.64","1.64","2.01","34.76"
"Administration","Information Systems Specialist 8","0036033","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.85","17.00"
"Administration","Information Systems Specialist 8","0036033","DENTAL INSURANCE","127.01","127.01","127.01","127.01","127.01","139.64","139.64","139.64","139.64","139.64","139.64","139.64","139.64","139.64","139.64","139.64","139.64","142.41","2453.14"
"Administration","Information Systems Specialist 8","0036033","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Information Systems Specialist 8","0036033","HEALTH INSURANCE","1750.33","1750.33","1750.33","1750.33","1750.33","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","1964.13","2040.34","34361.55"
"Administration","Information Systems Specialist 8","0036033","PERS PENSION OBLIGATION BOND PAYMENT","519.94","519.94","519.94","519.94","537.27","537.27","537.27","537.27","537.27","537.27","537.27","542.67","542.67","542.67","542.67","542.67","542.67","542.67","9639.34"
"Administration","Information Systems Specialist 8","0036033","PERS RETIREMENT","2065.89","2065.89","2065.89","2065.89","2065.89","2065.89","2065.89","2065.89","2065.89","2065.89","2065.89","2086.67","2086.67","2086.67","2086.67","2086.67","2086.67","2086.67","37331.48"
"Administration","Information Systems Specialist 8","0036033","REGULAR EMPLOYEES SALARY","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8336.00","8336.00","8336.00","8336.00","8336.00","8336.00","8336.00","149135.00"
"Administration","Information Systems Specialist 8","0036033","SOCIAL SECURITY & MEDICARE","651.69","651.70","651.70","651.69","651.70","651.30","651.31","651.30","651.31","651.30","651.31","657.96","657.98","657.97","657.97","657.97","657.97","657.39","11771.52"
"Administration","Information Systems Specialist 8","0036033","WORK OUT OF CLASS & LEADWORK","412.65","412.65","412.65","412.65","412.65","412.65","412.65","412.65","412.65","412.65","412.65","416.80","416.80","416.80","416.80","416.80","416.80","416.80","7456.75"
"Administration","Information Systems Specialist 8","0036033","WORKERS' BENEFIT FUND ASSESSMENT","1.78","1.90","1.60","2.63","2.24","1.29","2.52","1.19","2.10","1.99","2.57","1.96","2.06","1.85","1.78","1.97","1.97","1.57","35.09"
"Administration","Information Systems Specialist 8","1503011","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,"0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.89","8.81"
"Administration","Information Systems Specialist 8","1503011","DENTAL INSURANCE",,,,,,,,,,"99.59","99.59","99.59","99.59","99.59","99.59","99.59","99.59","101.58","898.30"
"Administration","Information Systems Specialist 8","1503011","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,,,,,,,"2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","19.26"
"Administration","Information Systems Specialist 8","1503011","HEALTH INSURANCE",,,,,,,,,,"1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1297.94","1368.12","11751.64"
"Administration","Information Systems Specialist 8","1503011","OVERTIME PAYMENTS",,,,,,,,,,,,"34.52",,,,,,,"34.52"
"Administration","Information Systems Specialist 8","1503011","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,,"476.51","453.45","494.50","494.50","451.50","494.50","494.50","494.50","494.50","4348.46"
"Administration","Information Systems Specialist 8","1503011","PUBLIC EMPLOYEES' BENEFIT BOARD FEES",,,,,,,,,,"3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","2.95","28.95"
"Administration","Information Systems Specialist 8","1503011","REGULAR EMPLOYEES SALARY",,,,,,,,,,"7319.54","6965.50","7596.00","7596.00","6935.48","7596.00","7596.00","7596.00","7596.00","66796.52"
"Administration","Information Systems Specialist 8","1503011","SOCIAL SECURITY & MEDICARE",,,,,,,,,,"579.82","545.19","599.70","597.05","544.00","597.06","597.06","597.06","596.77","5253.71"
"Administration","Information Systems Specialist 8","1503011","WORK OUT OF CLASS & LEADWORK",,,,,,,,,,"365.98","348.28","379.80","379.80","346.77","379.80","379.80","379.80","379.80","3339.83"
"Administration","Information Systems Specialist 8","1503011","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,"2.29","2.28","2.35","1.82","2.02","2.13","2.00","2.00","2.12","19.47"
"Administration","Information Systems Specialist 8","1503012","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.99","0.89","17.52"
"Administration","Information Systems Specialist 8","1503012","DENTAL INSURANCE","117.35","117.35","117.35","117.35","117.35","134.45","134.45","134.45","134.45","134.45","134.45","134.45","134.45","134.45","134.45","134.45","134.45","137.13","2337.28"
"Administration","Information Systems Specialist 8","1503012","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Information Systems Specialist 8","1503012","HEALTH INSURANCE","1750.33","1750.33","1750.33","1750.33","1750.33","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1752.21","1846.97","31625.14"
"Administration","Information Systems Specialist 8","1503012","PERS PENSION OBLIGATION BOND PAYMENT","495.18","495.18","495.18","495.18","511.69","511.69","511.69","511.69","537.27","537.27","516.14","516.83","516.83","516.83","516.83","516.83","516.83","516.83","9235.97"
"Administration","Information Systems Specialist 8","1503012","PERS RETIREMENT","1384.85","1384.85","1384.85","1384.85","1384.85","1384.85","1384.85","1384.85","1454.10","1454.10","1396.90","1398.78","1398.78","1398.78","1398.78","1398.78","1398.78","1398.78","25175.36"
"Administration","Information Systems Specialist 8","1503012","REGULAR EMPLOYEES SALARY","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8253.00","8336.00","8336.00","8336.00","8336.00","8336.00","8336.00","8336.00","149135.00"
"Administration","OPS & Policy Analyst 3","00160011","PERS PENSION OBLIGATION BOND PAYMENT","420.00","420.00","420.00",,,,,,,,,,,,,,,,"1260.00"
"Administration","Information Systems Specialist 8","1503012","SOCIAL SECURITY & MEDICARE","620.59","620.57","620.58","620.58","620.58","626.30","626.29","626.30","657.86","657.87","631.79","632.64","632.65","632.65","632.64","632.65","632.65","632.14","11357.33"
"Administration","Information Systems Specialist 8","1503012","WORK OUT OF CLASS & LEADWORK",,,,,,,,,"412.65","412.65","71.77",,,,,,,,"897.07"
"Administration","Information Systems Specialist 8","1503012","WORKERS' BENEFIT FUND ASSESSMENT","1.39","1.88","1.89","2.46","2.07","1.68","2.24","1.71","1.90","2.35","2.24","1.96","1.76","1.48","1.60","2.02","2.02","1.53","34.49"
"Administration","Information Systems Specialist 8","1803018","BASIC LIFE INSURANCE - $5.000",,,,,,,,,,,,,,,"5697.95","0.95","0.95","0.85","5700.70"
"Administration","Information Systems Specialist 8","1803018","DENTAL INSURANCE",,,,,,,,,,,,,,,"96.48","96.48","96.48","99.76","389.20"
"Administration","Information Systems Specialist 8","1803018","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,,,,,,,,,,,,"2.14","2.14","2.14","2.14","8.56"
"Administration","Information Systems Specialist 8","1803018","HEALTH INSURANCE",,,,,,,,,,,,,,,"1454.91","1454.91","1454.91","1511.37","5876.10"
"Administration","Information Systems Specialist 8","1803018","PUBLIC EMPLOYEES' BENEFIT BOARD FEES",,,,,,,,,,,,,,,,,,"2.95","2.95"
"Administration","Information Systems Specialist 8","1803018","REGULAR EMPLOYEES SALARY",,,,,,,,,,,,,,,"0.00","7596.00","7596.00","7596.00","21797.22"
"Administration","Information Systems Specialist 8","1803018","SOCIAL SECURITY & MEDICARE",,,,,,,,,,,,,,,"447.92","600.46","600.46","590.69","2159.94"
"Administration","Information Systems Specialist 8","1803018","WORK OUT OF CLASS & LEADWORK",,,,,,,,,,,,,,,"284.85","379.80","379.80","379.80","1374.71"
"Administration","Information Systems Specialist 8","1803018","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,,,,,,"1.68","2.02","2.02","2.24","8.18"
"Administration","Information Systems Specialist 8","3103433","BASIC LIFE INSURANCE - $5.000","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.95","0.85","17.00"
"Administration","Information Systems Specialist 8","3103433","DENTAL INSURANCE","72.12","72.12","72.12","72.12","72.12","58.60","58.60","58.60","58.60","58.60","58.60","58.60","58.60","58.60","58.60","58.60","58.60","60.56","1124.36"
"Administration","Information Systems Specialist 8","3103433","EMPLOYMENT RELATIONS BOARD ASSESSMENT","1.92","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","2.14","38.30"
"Administration","Information Systems Specialist 8","3103433","HEALTH INSURANCE","848.48","848.48","848.48","848.48","848.48","708.61","708.61","708.61","708.61","708.61","708.61","708.61","708.61","708.61","708.61","708.61","708.61","729.36","13475.08"
