"year","quarter","locationabbr","locationdesc","topicdesc","policytopic","datasource","setting","title","status","citation","statusaltvalue","datatype","comments","enacteddate","effectivedate","geolocation","displayorder","policytypeid","healthtopicid","policytopicid","settingid","provisionid"
"2011","1","WV","West Virginia","Obesity","Appropriations","DNPAO","Community","Food Tax Increasing the Tax on Nonintoxicating Beer","Dead","H3239","3","Text","(Abstract - Abolishes the food tax, increases the tax on nonintoxicating beer, increases the tax on cigarettes, and increases the tax on noncigarette tobacco products.   ), (BillHistory - 02/21/2011 - INTRODUCED.;02/21/2011 - To HOUSE Committee on FINANCE.)",,,"(38.665510202, -80.712640135)","28","LEG","002OB","002APP","002COM","4782"
"2009","1","MT","Montana","Nutrition","Appropriations","DNPAO","Community","Funding for Community Gardens","Dead","D760","3","Text","(Abstract - Relates to funding for community gardens.), (BillHistory - 02/03/2009 - Draft ready for delivery.)",,,"(47.066528972, -109.424420645)","2","LEG","001NUT","002APP","002COM","929"
"2009","1","TX","Texas","Physical Activity","Bicycling","DNPAO","Community","Partnership for Children in Nature","Dead","H3271","3","Text","(Abstract - Relates to the Partnership for Children in Nature.), (BillHistory - 03/10/2009 - INTRODUCED.;03/18/2009 - To HOUSE Committee on CULTURE, RECREATION, AND TOURISM.)",,,"(31.827240407, -99.426770206)","50","LEG","003PA","005BIK","002COM","2046"
"2012","1","MI","Michigan","Nutrition","Appropriations","DNPAO","Community","An Act Making Appropriations<br>","Enacted","H5500","1","Text","(Abstract - Appropriates monies to the Healthy Food Program.), (BillHistory - 03/20/2012 INTRODUCED; 03/20/2012 To HOUSE Committee on APPROPRIATIONS)","2012-01-01T00:00:00.000",,"(44.661319543001, -84.71439027)","2","LEG","001NUT","002APP","002COM","5623"
"2010","1","WA","Washington","Nutrition","Incentives","DNPAO","Work Place","Insurance Benefits","Dead","S6756","3","Text","(Abstract - Requires insurance benefits with wellness incentives for public employees. ), (BillHistory - 01/25/2010 - INTRODUCED.;01/25/2010 - To SENATE Committee on HEALTH AND LONG-TERM CARE.;03/15/2010 - 2010 FIRST SPECIAL SESSION ACTION.;03/15/2010 - By Order of Resolution -  Reintroduced and retained in present status.)",,,"(47.522278629, -120.47001079)","17","LEG","001NUT","029INC","005WKP","1856"
"2013","1","NE","Nebraska","Obesity","Appropriations","DNPAO","Community","An Act Relating to Appropriations","Introduced","LB119","0","Text","(Abstract - Includes in the appropriation to the state Department of Health and Human Services monies for preventive health programs designed to increase physical activity and decrease obesity, among other things.), (BillHistory - 01/11/2013 INTRODUCED; 01/15/2013 To LEGISLATIVE Committee on APPROPRIATIONS.)",,,"(41.641040988001, -99.365720623)","28","LEG","002OB","002APP","002COM","6190"
"2011","1","MA","Massachusetts","Obesity","Appropriations","DNPAO","Community","Creation of the Barnstable Yarmouth Bike Path","Dead","SD1703","3","Text","(Abstract - Relates to the creation of the Barnstable Yarmouth bike path.   ), (BillHistory - 01/21/2011 - FILED.;01/21/2011 - Assigned SENATE Bill No. 1639)",,,"(42.27687047, -72.082690675)","28","LEG","002OB","002APP","002COM","4089"
"2009","1","TX","Texas","Nutrition","Appropriations","DNPAO","Restaurant/Retail","Foods Containing Trans Fat","Dead","H1523","3","Text","(Abstract - Relates to a prohibition of foods containing trans fat, provides an administrative penalty.), (BillHistory - 02/19/2009 - INTRODUCED.;03/02/2009 - To HOUSE Committee on PUBLIC HEALTH.;04/24/2009 - From HOUSE Committee on PUBLIC HEALTH:  Reported favorably with substitute.;04/30/2009 - Committee report printed and distributed.)",,,"(31.827240407, -99.426770206)","2","LEG","001NUT","002APP","006RES","2031"
"2010","1","IL","Illinois","Nutrition","Incentives","DNPAO","Community","Obesity Prevention Initiative Act","Dead","S3639","3","Text","(Abstract - Amends the Obesity Prevention Initiative Act, makes a technical change in a Section concerning the short title.), (BillHistory - 02/11/2010 - INTRODUCED.;02/11/2010 - To SENATE Committee on ASSIGNMENTS.)",,,"(40.485010283, -88.997710178)","17","LEG","001NUT","029INC","002COM","221"
"2009","1","MA","Massachusetts","Obesity","Health Insurance Coverage","DNPAO","Community","School Nutrition","Dead","HD638","3","Text","(Abstract - Relates to school nutrition. ), (BillHistory - 01/07/2009 - FILED.;01/19/2009 - Assigned HOUSE Bill No. 2092.)",,,"(42.27687047, -72.082690675)","37","LEG","002OB","028HIC","002COM","2693"
"2011","1","WA","Washington","Physical Activity","Pedestrians/Walking","DNPAO","School/After School","Permanent Rules","Enacted","30503","1","Text","(Abstract - Establishes regulations to improve student transportation and hazardous walking conditions.), (BillHistory - )","2011-01-01T00:00:00.000",,"(47.522278629, -120.47001079)","69","REG","003PA","052PED","004SAS","6054"
"2011","1","TX","Texas","Obesity","Disparities/Equity","DNPAO","School/After School","Student Fitness","Dead","H2211","3","Text","(Abstract - Relates to the availability of individual student performance on a physical fitness assessment instrument.   ), (BillHistory - 03/04/2011 - INTRODUCED.;03/10/2011 - To HOUSE Committee on PUBLIC EDUCATION.)",,,"(31.827240407, -99.426770206)","32","LEG","002OB","013DEQ","004SAS","4610"
"2011","1","MO","Missouri","Obesity","Appropriations","DNPAO","Community","Property Tax Relief","Dead","S224","3","Text","(Abstract - Relates to property tax relief for the alleviation of blight in certain counties.   ), (BillHistory - 02/07/2011 - INTRODUCED.;02/10/2011 - To SENATE Committee on WAYS AND MEANS AND FISCAL OVERSIGHT.;03/10/2011 - Hearing conducted.)",,,"(38.635790776, -92.566300053)","28","LEG","002OB","002APP","002COM","4205"
"2009","1","MA","Massachusetts","Nutrition","Farm Direct Foods","DNPAO","Community","Student Nutrition and Wellness","Dead","HD1736","3","Text","(Abstract - Relates to student nutrition and wellness. ), (BillHistory - 01/07/2009 - FILED.;01/19/2009 - Assigned HOUSE Bill No. 446.)",,,"(42.27687047, -72.082690675)","8","LEG","001NUT","015FDF","002COM","2689"
"2011","1","MN","Minnesota","Obesity","Appropriations","DNPAO","Community","Capital Improvements","Dead","S257","3","Text","(Abstract - Relates to capital improvements, appropriates money for the Lindau Lane Corridor, authorizes the sale and issuance of state bonds.   ), (BillHistory - 02/04/2011 - INTRODUCED.;02/04/2011 - To SENATE Committee on CAPITAL INVESTMENT.)",,,"(46.355648736, -94.794200503)","28","LEG","002OB","002APP","002COM","4146"
"2010","1","NY","New York","Obesity","Appropriations","DNPAO","Community","Blighted Properties and Areas","Dead","A10811","3","Text","(Abstract - Defines blighted properties and areas. ), (BillHistory - 04/21/2010 - INTRODUCED.;04/21/2010 - To ASSEMBLY Committee on JUDICIARY.)",,,"(42.827001032, -75.543970427)","28","LEG","002OB","002APP","002COM","2269"
"2011","1","MA","Massachusetts","Nutrition","Farmers Markets","DNPAO","Restaurant/Retail","Farmers Markets","Dead","HD3345","3","Text","(Abstract - Relates to farmers markets.   ), (BillHistory - 01/21/2011 - FILED.;01/21/2011 - Assigned HOUSE Bill No. 2840)",,,"(42.27687047, -72.082690675)","9","LEG","001NUT","016FAM","006RES","4059"
"2011","1","ME","Maine","Obesity","Appropriations","DNPAO","Community","Farm Food Products Licensing Requirements","Dead","LR514","3","Text","(Abstract - Exempts farm food products and homemade food offered for sale or for consumption at certain events from certain licensing requirements.   ), (BillHistory - 01/13/2011 - FILED.;02/03/2011 - Assigned House Paper number 263 and LD 330)",,,"(45.254228894001, -68.985031336)","28","LEG","002OB","002APP","002COM","3966"
"2009","1","NM","New Mexico","Physical Activity","Appropriations","DNPAO","Community","Small Cities Development Block Grants","Enacted","R5293","1","Text","(Abstract - Amends rules concerning small cities development block grants. Each CDBG application must meet at least one of the three national objectives, low and moderate income benefit, prevention or elimination of slums or blight or urgent need.), (BillHistory - )","2009-01-01T00:00:00.000",,"(34.520880952, -106.240580985)","48","REG","003PA","002APP","002COM","3404"
"2008","1","IA","Iowa","Physical Activity","Bicycling","DNPAO","Community","Bicycle Laws","Dead","D1516","3","Text","(Abstract - Relates to bicycle laws.), (BillHistory - 12/15/2008 - FILED.)",,,"(42.469400913, -93.816490556)","50","LEG","003PA","005BIK","002COM","170"
"2009","1","MA","Massachusetts","Physical Activity","Built Environment and Street-Scale Design","DNPAO","Community","Bicyclists and Road Laws","Dead","HD2517","3","Text","(Abstract - Relates to the law of the road and bicyclists.), (BillHistory - 01/07/2009 - FILED.;01/19/2009 - Assigned HOUSE Bill No. 3321.)",,,"(42.27687047, -72.082690675)","68","LEG","003PA","049BED","002COM","272"
"2011","1","NY","New York","Physical Activity","Bicycling","DNPAO","Community","Sales and Use Tax Exemption","Dead","A1975","3","Text","(Abstract - Exempts bicycle, motorcycle, snowmobile and equestrian helmets from sales and use tax.  ), (BillHistory - 01/12/2011 - INTRODUCED.;01/12/2011 - To ASSEMBLY Committee on WAYS AND MEANS.)",,,"(42.827001032, -75.543970427)","50","LEG","003PA","005BIK","002COM","4303"
"2009","1","HI","Hawaii","Obesity","Appropriations","DNPAO","Community","Complete Streets and Roads and Highways","Dead","H306","3","Text","(Abstract - Directs the department of transportation to adopt a complete streets policy regarding future transportation projects.), (BillHistory - 01/23/2009 - INTRODUCED.;01/26/2009 - To HOUSE Committee on TRANSPORTATION.)",,,"(21.304850435, -157.857749403)","28","LEG","002OB","002APP","002COM","150"
"2009","1","IA","Iowa","Obesity","Food Restrictions","DNPAO","Community","Farmers' Market Programs","Enacted","R7867","1","Text","(Abstract - Allows participants in the Senior Farmers' Market Nutrition Program to purchase locally produced, raw honey. ), (BillHistory - )","2009-01-01T00:00:00.000",,"(42.469400913, -93.816490556)","35","REG","002OB","020FOR","002COM","2319"
"2009","1","MA","Massachusetts","Obesity","Appropriations","DNPAO","Community","Out of School Time Programming","Dead","SD1474","3","Text","(Abstract - Promotes out-of school time programming and community education for children and families in the Commonwealth, provides for grants.), (BillHistory - 01/07/2009 - FILED.;01/19/2009 - Assigned SENATE Bill No. 276.)",,,"(42.27687047, -72.082690675)","28","LEG","002OB","002APP","002COM","1877"
"2009","1","NY","New York","Nutrition","Incentives","DNPAO","Community","Office Of Nutrition And Fitness","Dead","A3095","3","Text","(Abstract - Establishes the office of nutrition and fitness. ), (BillHistory - 01/22/2009 - INTRODUCED.;01/22/2009 - To ASSEMBLY Committee on GOVERNMENTAL OPERATIONS.)",,,"(42.827001032, -75.543970427)","17","LEG","001NUT","029INC","002COM","3026"
"2011","1","MA","Massachusetts","Obesity","Menu Labeling","DNPAO","Community","Smart Growth Zoning and Housing Production","Dead","HD1041","3","Text","(Abstract - Encourages smart growth zoning and housing production.   ), (BillHistory - 01/19/2011 - FILED.;01/19/2011 - Assigned HOUSE Bill No. 1265)",,,"(42.27687047, -72.082690675)","41","LEG","002OB","032MNL","002COM","4046"
"2012","1","ME","Maine","Physical Activity","Disabilities","DNPAO","School/After School","Maine Unified Special Education Regulation<br>","Enacted","9840","1","Text","(Abstract - Includes physical education in the definition of special education for students with disabilities.  ), (BillHistory - )","2012-01-01T00:00:00.000",,"(45.254228894001, -68.985031336)","52","REG","003PA","011DIS","004SAS","6052"
"2010","1","PA","Pennsylvania","Obesity","Portion Size","DNPAO","School/After School","School Foods Reform","Dead","S1419","3","Text","(Abstract - Amends the Education Code. Further provides for school foods reform. Imposes duties on schools relating to the sale of food and beverages, and on the Department of Education and the Department of Health. ), (BillHistory - 06/23/2010 - INTRODUCED.;06/23/2010 - To SENATE Committee on EDUCATION.)",,,"(40.793730152, -77.860700294)","42","LEG","002OB","038POS","004SAS","3139"
"2013","1","RI","Rhode Island","Obesity","Disparities/Equity","DNPAO","Medical and/or Hospital","Rite Care Program","Enacted","5111","1","Text","(Abstract - Offers nutrition services with a licensed dietician as part of coverage for enrollees of the state’s RIte Care program.), (BillHistory - )","2013-01-01T00:00:00.000","2013-01-01T00:00:00.000","(41.708280193, -71.522470314)","32","REG","002OB","013DEQ","003MED","6550"
"2010","1","NJ","New Jersey","Obesity","Food Restrictions","DNPAO","Community","Milk Coupons","Dead","A2431","3","Text","(Abstract - Authorizes use of retail coupons for purchase of milk by consumers. ), (BillHistory - 02/25/2010 - FILED.;03/04/2010 - INTRODUCED.;03/04/2010 - To ASSEMBLY Committee on CONSUMER AFFAIRS.)",,,"(40.130570048, -74.273691288)","35","LEG","002OB","020FOR","002COM","2957"
"2009","1","HI","Hawaii","Nutrition","Incentives","DNPAO","Community","Taxation and Soft Drinks","Dead","H438","3","Text","(Abstract - Assesses a surcharge on all soft drinks sold in the State.), (BillHistory - 01/23/2009 - INTRODUCED.;01/26/2009 - To HOUSE Committee on HEALTH.)",,,"(21.304850435, -157.857749403)","17","LEG","001NUT","029INC","002COM","154"
"2009","1","NY","New York","Nutrition","Agriculture and Farming","DNPAO","Community","Clean Water Jobs Bond Acts","Dead","S5886","3","Text","(Abstract - Enacts the clean water/clean air/green jobs bond acts of 2009, funds improvements to drinking water and wastewater systems, hazardous site cleanup, fuel efficiency research and development and other environmental projects, requires voter approval. ), (BillHistory - 06/15/2009 - INTRODUCED.;06/15/2009 - To SENATE Committee on RULES.;01/06/2010 - Transferred to SENATE Committee on FINANCE.;03/03/2010 - Amended in SENATE Committee on FINANCE.)",,,"(42.827001032, -75.543970427)","10","LEG","001NUT","017AGF","002COM","3064"
