"accession_number","artist_ful","last_name","first_name","title","series","actual_address","location","location_type_main","location_type","additional_location_info","latitude","longitude","the_geom","google_map","art_year","major_conservation","featured","display_term","detailed_m","website_category","object_type","dimensions","interior_exterior","permission_required","permission_type","neighborhood","tags_keywords_main","tag_keywords","tour_card","conservation_status","temporary_permanent","photo_website_url","short_desc"
"CAC.02.01q","Mags Harries & Lajos Heder","Harries; Heder","Mags; Lajos","(Valve plate)","Drawn Water","40 Granite Street","Morse Elementary School","School","School; Public Building","Bronze relief in sidewalk outside of building","42.3559951","-71.11190557","POINT (-71.11190556995089 42.35599509995028)","https://www.google.com/maps/search/?api=1&query=42.3559951,-71.11190557","2002","0","no",,"Bronze","Sculpture","Bronze","8"""" (dia.)","Exterior","no",,"Cambridgeport","water","water; puddle play; spirit; fun","This Way to Play",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201q_Morse.jpg",
"CAC.97.02.23","David Phillips","Phillips","David","(Wrought iron fence)","Spiral",,"Quincy Square","Public Square","Public Square","fence surrounds park and the island traffic median across the intersection","42.37208381","-71.11527358","POINT (-71.1152735798918 42.37208381023017)","https://www.google.com/maps/search/?api=1&query=42.37208381,-71.11527358","1997","0","no",,"Painted wrought iron","Sculpture","Metal Fence","15”-41”(h); 1130” x 944’ (overall area)","Exterior","no",,"Mid-Cambridge","nature","snail; nature; insect",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970223_Spiral.jpg",
"CAC.04.01g","Michael Glier","Glier","Michael","Ivy/Sky","Town Green","344 Broadway","City Hall Annex","Public Building","Public Building","2nd floor, south wall, atrium","42.37007904","-71.10338243","POINT (-71.10338242957394 42.370079040224795)","https://www.google.com/maps/search/?api=1&query=42.37007904,-71.10338243","2004","2017","no",,"Acrylic and charcoal on sheetrock","Mural","Painted Mural","129.5”(h) x 96.5""""(w) and 129.5”(h) x 97.5""""(w)","Interior","no",,"Mid-Cambridge","community","about Cambridge; city; drawing, community; civic; government; democracy","Sense of City",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_07b_TownGreen_sky.jpg",
"CAC.87.01","William Wainwright","Wainwright","William","Never Green Tree",,,"Canal Park","Park","Park","Between Cambridge Street, First Street and the Galleria Mall: on a raised plaza at the north end of the Thomas Graves Landing","42.36975334","-71.07576661","POINT (-71.07576661020192 42.369753339620935)","https://www.google.com/maps/search/?api=1&query=42.36975334,-71.07576661","1987","0","no",,"Steel, aluminum, Mylar","Sculpture","Kinetic Metal Sculpture","420”(h) x 96”(dia.)","Exterior","no",,"East Cambridge","abstract","kinetic; abstract; tree; wings; soar; fly; flight","Take Flight",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_87_01_Wainwright.JPG",
"CAC.06.03","Randal Thurston","Thurston","Randal",,"Yerxa Road Underpass",,"Yerxa Road Underpass","Pathway","Pathway","Under Fitchburg commuter rail line","42.39008611","-71.12925769","POINT (-71.1292576905138 42.390086109933215)","https://www.google.com/maps/search/?api=1&query=42.39008611,-71.12925769","2006","2011","no",,"Painted steel, painted and sandblasted ceramic tiles","Landscape","Tiled Wall",,"Exterior","no",,"North Cambridge","animal","bird; insect, butterfly, animal; wings; soar; fly; flight","Take Flight",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_06_03a_Thurston.jpg",
"CAC.11.01k","Nancy Simonds","Simonds","Nancy",,"Beacon of Color",,"First Street Garage","Pathway","Public Building; Pathway","Corner of First and Spring St.","42.36900761","-71.07741914","POINT (-71.07741914009469 42.369007609615025)","https://www.google.com/maps/search/?api=1&query=42.36900761,-71.07741914","2011","0","no",,"Acrylic on Sintra","Mural","Painted Mural","86”(h) x 166”(w)","Exterior","no",,"East Cambridge","abstract","abstract; shape; color",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_11_01k_Simonds.JPG",
"CAC.99.08c","William Reimann","Reimann","William","(Column with cormorant)","Untitled",,"Corporal Burns Park","Park","Park; Pathway","Intersection at Memorial Drive and Flagg Street","42.36765508","-71.11606307","POINT (-71.11606307046449 42.36765507955692)","https://www.google.com/maps/search/?api=1&query=42.36765508,-71.11606307","1999","2020","yes",,"Granite (sandblasted) and paint","Sculpture","Stone","38”(h) x 9”(w) x 9”(d)","Exterior","no",,"Riverside","animal","bird; nature; animal; critter; creature","Inspect a Cantabridgian Creature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_c_Reimann.JPG",
"CAC.06.03d","Randal Thurston","Thurston","Randal","(Archway- south trellis)","Yerxa Road Underpass",,"Yerxa Road Underpass","Pathway","Pathway","Under Fitchburg commuter rail line","42.39001817","-71.12927432","POINT (-71.12927432042764 42.39001816982326)","https://www.google.com/maps/search/?api=1&query=42.39001817,-71.12927432","2006","0","no",,"Painted steel","Landscape","Metal","114""""(h) x 184.5”(w)","Exterior","no",,"Neighborhood Nine","animal","bird; animal; wings; soar; fly; flight","Take Flight",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_06_03d_Thurston.JPG",
"CAC.99.03","György Kepes & Juliet Kepes","Kepes; Kepes","György: Juliet","(Rooster on Blue Background)","Untitled","40 Granite Street","Morse School","School","School; Public Building","1st floor, hallway","42.35613782","-71.11274454","POINT (-71.1127445400143 42.35613782036608)","https://www.google.com/maps/search/?api=1&query=42.35613782,-71.11274454","1957","0","no",,"Enameled metal tiles","Mosaic","Enameled Tile Mural","94”(h) x 84”(w)","Interior","yes","Call Public Art Administrator, 617-349-4388","Cambridgeport","animal","tile; take flight; animal; nature; color",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Kepes_UntitledRoosterOnBlueBackground_07.JPG",
"CAC.08.03a-d","Roberley Bell","Bell","Roberley","Here and There",,,"Costa Lopez Taylor Park and Community Garden","Garden","Park; Garden","Corner of Lopez Ave. and Charles Street","42.36765135","-71.07980956","POINT (-71.07980955994351 42.36765134995787)","https://www.google.com/maps/search/?api=1&query=42.36765135,-71.07980956","2008","0","no",,"Painted steel","Sculpture","Metal Sculptural Trellis","108”(h) x 192”(w) x 72”(d) overall","Exterior","no",,"East Cambridge","nature","plant; nature; squash; garden; grow; nurture","Plant Yourself in a Garden",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Bell_CAC0803ad_HereAndThere.JPG",
"CAC.80.08b","David Phillips","Phillips","David","(Bronze and stone)","Stone Work",,"Riverside Press Park","Park","Park; Playground","Intersection of River Street and Memorial Drive","42.36229334","-71.11525714","POINT (-71.11525713956141 42.362293339930375)","https://www.google.com/maps/search/?api=1&query=42.36229334,-71.11525714","1980","0","no",,"Silicon bronze and granite","Sculpture","Sculpture","26”(h) x 75”(w) x 38”(d)","Exterior","no",,"Riverside","nature","stone; nature; outdoors; land; flora; fauna","Next Stop Nature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC8008b_StoneWork.JPG",
"CAC.92.03.26","Nancy Webb","Webb","Nancy","(Chicory)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36686877","-71.07609679","POINT (-71.07609679037894 42.36686877024167)","https://www.google.com/maps/search/?api=1&query=42.36686877,-71.07609679","1992","0","no",,"Bronze","Sculpture","Bronze Relief","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","plant; flower; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_26_Webb.jpg",
"CAC.05.02","Jay Coogan","Coogan","Jay","(Dogs and Cats)","Untitled","61 Willow Street","Donnelly Field","Playground","Park; Playground","Outside of Frisoli Youth Center","42.37136067","-71.0921941","POINT (-71.09219409962091 42.371360669891246)","https://www.google.com/maps/search/?api=1&query=42.37136067,-71.0921941","2005","0","no",,"Painted aluminum","Sculpture","Metal",,"Exterior","no",,"Wellington-Harrington","animal","cats; dogs; animal; critter; creature","Inspect a Cantabridgian Creature","hide","Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Coogan_CAC0502a_Untitled.JPG",
"CAC.87.07b","Lisa Houck","Houck","Lisa","The Bluefish is Good Tonight","The Bluefish is Good Tonight","237 Hampshire Street","Cambridge Health Alliance (Inman Square)","Non-city building","Non-city building","2nd story, exterior of building wall","42.37404871","-71.10102106","POINT (-71.10102105997858 42.37404871043074)","https://www.google.com/maps/search/?api=1&query=42.37404871,-71.10102106","1987","2015","no",,"Enamel paint on aluminum","Mural","Painted Mural","48”(h) x 60”(w)","Exterior","no",,"Wellington-Harrington","nature","water; fish; nature; abstract; ocean; water; sea; sea creature","Ode to the Ocean",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_87_07_Houck.JPG",
"CAC.97.02.26","David Phillips","Phillips","David","(Wrought iron fence)","Spiral",,"Quincy Square","Public Square","Public Square","fence surrounds park and the island traffic median across the intersection","42.37236255","-71.11567132","POINT (-71.11567132047821 42.3723625499986)","https://www.google.com/maps/search/?api=1&query=42.37236255,-71.11567132","1997","0","no",,"Painted wrought iron","Sculpture","Metal Fence","15”-41”(h); 1130” x 944’ (overall area)","Exterior","no",,"Mid-Cambridge","nature","snail; nature; insect",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970226_Spiral.jpg",
"CAC.92.03.13","Nancy Webb","Webb","Nancy","(Daylily)","Untitled",,"Charles Park","Park","Park; Pathway","Intersection at Edwin H. Land Blvd. and Charles Street","42.36646487","-71.07650372","POINT (-71.07650372036618 42.36646486955255)","https://www.google.com/maps/search/?api=1&query=42.36646487,-71.07650372","1992","0","no",,"Bronze","Sculpture","Bronze Relief","Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.)","Exterior","no",,"East Cambridge","nature","plant; flower; nature; tiny; treasure; look close","Look Close! Find a Tiny Treasure",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_13_Webb.jpg",
"CAC.01.03a-e","Jane Goldman","Goldman","Jane",,"Patchwork Oasis","111 Rice Street","James F. Walsh Square","Pathway","Pathway","Intersection at Rindge Avenue, Cedar Street and Rice Street","42.39348573","-71.13098306","POINT (-71.13098305994593 42.39348573037262)","https://www.google.com/maps/search/?api=1&query=42.39348573,-71.13098306","2001","0","no",,"Concrete pavers","Landscape","Concrete paver area with trees","129”(w) x 129”(d) (each)","Exterior","no",,"North Cambridge","abstract","abstract",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/cac_01_03ae_goldman.JPG",
"CAC.04.01a","Michael Glier","Glier","Michael","Dutchman’s Pipe (2 panels)","Town Green","344 Broadway","City Hall Annex","Public Building","Public Building","a)1st floor, north wall, lobby","42.37007904","-71.10338243","POINT (-71.10338242957394 42.370079040224795)","https://www.google.com/maps/search/?api=1&query=42.37007904,-71.10338243","2004","2017","no",,"Acrylic and charcoal on sheetrock","Mural","Painted Mural","a) 92”(h) x 52""""(w) and 92”(h) x 51”(w)","Interior","no",,"Mid-Cambridge","community","about Cambridge; city; drawing, community; civic; government; democracy","Sense of City",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_01a_TownGreen_dutchmanspipe.jpg",
"CAC.97.02.15","David Phillips","Phillips","David","(Snail)","Spiral",,"Quincy Square","Public Square","Public Square","Bronze snails are fence post tops, located at various points on the spiral iron fence that surrounds park and the island traffic median across the intersection","42.37223417","-71.1152418","POINT (-71.11524180058142 42.372234170361544)","https://www.google.com/maps/search/?api=1&query=42.37223417,-71.1152418","1997","0","no",,"Cast bronze","Sculpture","Bronze","5”-6.5”(h) x 3”-5”(w) x 3”-5.5”(d)","Exterior","no",,"Mid-Cambridge","insect","snail; nature; insect",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970215_Spiral.jpg",
"CAC.80.09","Bernard LaCasse","LaCasse","Bernard","Beat the Belt",,"727 Memorial Drive","Microcenter (Building)","Non-city building","Non-city building","Backside of building, off Magazine Street","42.35701503","-71.11376548","POINT (-71.11376547946391 42.357015030229)","https://www.google.com/maps/search/?api=1&query=42.35701503,-71.11376548","1980","2017","yes",,"Acrylic on masonry","Mural","Painted Mural","156”(h) x 900”(w)","Exterior","no",,"Cambridgeport","community","history; political; neighborhood; protest; community; activism",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Lacasse_CAC8009_BeatTheBelt.JPG",
"CAC.99.08t","William Reimann","Reimann","William","(Column with mallard duck)","Untitled",,"Corporal Burns Park","Park","Park; Pathway","Intersection at Memorial Drive and Flagg Street","42.36742851","-71.11488724","POINT (-71.11488723987098 42.36742850980626)","https://www.google.com/maps/search/?api=1&query=42.36742851,-71.11488724","1999","2020","yes",,"Granite (sandblasted) and paint","Sculpture","Stone","38”(h) x 9”(w) x 9”(d)","Exterior","no",,"Riverside","animal","bird; nature; animal; critter; creature","Inspect a Cantabridgian Creature",,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_t_Reimann.JPG",
"CAC.1979.05p","Lilli Ann Rosenberg","Rosenberg","Lilli Ann","(Fish)","CAC.1979.05","673 Cambridge Street","Millers River Apartments","Non-city building","Non-city building","On building facade","42.37208352","-71.08729886","POINT (-71.0872988599084 42.37208352006888)","https://www.google.com/maps/search/?api=1&query=42.37208352,-71.08729886","1979","0","no",,"Ceramic tiles, glazed","Mosaic","Mosaic mural; Sculpture","18”(h) x 12.25”(w)","Exterior","no",,"East Cambridge","community","neighborhood; family; community; city; tree; nature; bird; animal; fish; sports; truck",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC7905p_Fish_Rosenberg_MillersRiver_2019.JPG",
"CAC.13.02c","Mel Zeigler","Zeigler","Mel","Salsa Sidestep [orange]","Taking Note","459 Broadway","Cambridge Rindge and Latin School","School","School; Public Building","1st and 2nd floor, before bridge","42.37433328","-71.11155788","POINT (-71.1115578803215 42.37433327968715)","https://www.google.com/maps/search/?api=1&query=42.37433328,-71.11155788","2013","0","no",,"Painted aluminum","Sculpture","Metal Wall Sculpture","64”(h) x 224”(w)","Interior","yes","Call Public Art Administrator, 617-349-4388","Mid-Cambridge","education","drawing; metal; education",,,"Permanent","https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Ziegler_CAC1302c_SalsaSidestep.JPG",
