"fund_name","revenue_category","org_description","object_description","original_budget","revised_budget","fiscal_year","id"
"Parks Projects Fund","Investment Earnings","Parks CIP Fd Non Dept Rev","Investment Income","25000.00","25000.00","2018","2018-4138-910-89000-00000000-00000000-4030"
"Parks Projects Fund","Misc Non-Operating","Parks CIP Fd Non Dept Rev","Misc Nonoperating Revenue","23675.00","23675.00","2018","2018-4138-910-89000-00000000-00000000-4790-"
"Police Seizure Fund","Intergovernmental","Police Seizure Fd Revenue","Other Intergovtal Entitlements","25000.00","25000.00","2018","2018-3115-410-80020-00000000-00000000-4635"
"Police Seizure Fund","Investment Earnings","Police Seizure Fd Revenue","Investment Income","686.00","686.00","2018","2018-3115-410-80020-00000000-00000000-4030"
"Property & Casualty Ins Fund","Investment Earnings","P&C Ins Fd Revenue","Investment Income","12500.00","12500.00","2018","2018-2221-100-80010-00000000-00000000-4030"
"Property & Casualty Ins Fund","Misc Non-Operating","P&C Ins Fd Revenue","Insurance Reimbursement","0.00","600000.00","2018","2018-2221-100-80010-00000000-00000000-4685"
"Property & Casualty Ins Fund","Other Revenue","P&C Ins Fd Revenue","Subrogation Recovered","75000.00","75000.00","2018","2018-2221-100-80010-00000000-00000000-4686"
"Property & Casualty Ins Fund","Premiums - City","P&C Ins Fd Revenue","Ins Premiums Property/Casualty","1000000.00","1001885.00","2018","2018-2221-100-80010-00000000-00000000-4680"
"Public, Ed & Gov't Fee Fund","Investment Earnings","PEG Fd Non Dept Rev","Investment Income","4322.00","4322.00","2018","2018-3353-910-89000-00000000-00000000-4030"
"Public, Ed & Gov't Fee Fund","Other Taxes","PEG Fd Non Dept Rev","Tax Telecable Franchise","204020.00","204020.00","2018","2018-3353-910-89000-00000000-00000000-4152"
"R E Meyer Fd","Investment Earnings","R E Meyer Fd Non Dept Rev","Investment Income","500.00","500.00","2018","2018-3354-910-89000-00000000-00000000-4030"
"Roadway Maintenance Fund","Investment Earnings","Roadway Maint Fd Revenue","Investment Income","1000.00","1000.00","2018","2018-3913-440-80040-00000000-00000000-4030-"
"Roadway Maintenance Fund","Sales - Commercial","Roadway Maint Fd Revenue","Sales Commercial Taxable","763000.00","763000.00","2018","2018-3913-440-80040-00000000-00000000-4220-"
"Roadway Maintenance Fund","Sales - Residential","Roadway Maint Fd Revenue","Sales Residential Multifamily","1597000.00","1597000.00","2018","2018-3913-440-80040-00000000-00000000-4215-"
"Roadway Maintenance Fund","Sales - Residential","Roadway Maint Fd Revenue","Sales Residential Nontaxable","1856000.00","1856000.00","2018","2018-3913-440-80040-00000000-00000000-4211-"
"Roadway-Zone A Imp Fee Fund","Charges for Services","Rd Zn A Impact Fd Non Dept Rev","Spec Assmnts/Impact Fees","91163","91163","2018","2018-9256-910-89000-00000000-00000000-4560-"
"Roadway-Zone A Imp Fee Fund","Investment Earnings","Rd Zn A Impact Fd Non Dept Rev","Investment Income","219.00","219.00","2018","2018-9256-910-89000-00000000-00000000-4030-"
"Roadway-Zone B Imp Fee Fund","Charges for Services","Rd Zn B Impact Fd Non Dept Rev","Spec Assmnts/Impact Fees","119872","119872","2018","2018-9257-910-89000-00000000-00000000-4560-"
"Roadway-Zone B Imp Fee Fund","Investment Earnings","Rd Zn B Impact Fd Non Dept Rev","Investment Income","288.00","288.00","2018","2018-9257-910-89000-00000000-00000000-4030-"
"Roadway-Zone C Imp Fee Fund","Charges for Services","Rd Zn C Impact Fd Non Dept Rev","Spec Assmnts/Impact Fees","132372","132372","2018","2018-9258-910-89000-00000000-00000000-4560-"
"Roadway-Zone C Imp Fee Fund","Investment Earnings","Rd Zn C Impact Fd Non Dept Rev","Investment Income","317.00","317.00","2018","2018-9258-910-89000-00000000-00000000-4030-"
"Roadway-Zone D Imp Fee Fund","Charges for Services","Rd Zn D Impact Fd Non Dept Rev","Spec Assmnts/Impact Fees","73260","73260","2018","2018-9259-910-89000-00000000-00000000-4560-"
"Roadway-Zone D Imp Fee Fund","Investment Earnings","Rd Zn D Impact Fd Non Dept Rev","Investment Income","176.00","176.00","2018","2018-9259-910-89000-00000000-00000000-4030-"
"Sidewalk Zone 5 Fund","Investment Earnings","SW Zone 5 Fd Non Dept Rev","Investment Income","1000.00","1000.00","2018","2018-3025-910-89000-00000000-00000000-4030"
"Solid Waste Fund","Investment Earnings","Solid Waste Fd Revenue","Investment Income","8834.00","8834.00","2018","2018-5214-440-80040-00000000-00000000-4030"
"Solid Waste Fund","Misc Non-Operating","Solid Waste Fd Revenue","Collection Service Fees","2826.00","2826.00","2018","2018-5214-440-80040-00000000-00000000-4020"
"Solid Waste Fund","Other Revenue","Solid Waste Fd Revenue","BVSWMA Income","363781","363781","2018","2018-5214-440-80040-00000000-00000000-4031-"
"Solid Waste Fund","Other Revenue","Solid Waste Fd Revenue","Other Fees Nontaxable","3617","3617","2018","2018-5214-440-80040-00000000-00000000-4285"
"Solid Waste Fund","Other Revenue","Solid Waste Fd Revenue","Other Fees Taxable","34805","34805","2018","2018-5214-440-80040-00000000-00000000-4284"
"Solid Waste Fund","Other Revenue","Solid Waste Fd Revenue","Sales State Surcharge","883.00","883.00","2018","2018-5214-440-80040-00000000-00000000-4234"
"Solid Waste Fund","Rents and Royalties","Solid Waste Fd Revenue","Rentals Rolloff Container Ntax","14023.00","14023.00","2018","2018-5214-440-80040-00000000-00000000-4521"
"Solid Waste Fund","Rents and Royalties","Solid Waste Fd Revenue","Rentals Rolloff Containers Tax","2267.00","2267.00","2018","2018-5214-440-80040-00000000-00000000-4520"
"Solid Waste Fund","Sales - Commercial","Solid Waste Fd Revenue","Sales Commercial Nontaxable","645908.00","645908.00","2018","2018-5214-440-80040-00000000-00000000-4221"
"Solid Waste Fund","Sales - Commercial","Solid Waste Fd Revenue","Sales Commercial Taxable","2899090.00","2899090.00","2018","2018-5214-440-80040-00000000-00000000-4220"
"Solid Waste Fund","Sales - Residential","Solid Waste Fd Revenue","Sales Residential Nontaxable","34670.00","34670.00","2018","2018-5214-440-80040-00000000-00000000-4211"
"Solid Waste Fund","Sales - Residential","Solid Waste Fd Revenue","Sales Residential Taxable","6045722.00","6045722.00","2018","2018-5214-440-80040-00000000-00000000-4210"
"Streets Projects Fund","Bond Proceeds","Streets CIP Fd Non Dept Rev","Proceeds Certificates of Oblig","15377500.00","15377500.00","2018","2018-4139-910-89000-00000000-00000000-4050"
"Streets Projects Fund","Charges for Services","Streets CIP Fd Non Dept Rev","Spec Assmnts/Impact Fees","176888","176888","2018","2018-4139-910-89000-00000000-00000000-4560"
"Streets Projects Fund","Investment Earnings","Streets CIP Fd Non Dept Rev","Investment Income","400000.00","400000.00","2018","2018-4139-910-89000-00000000-00000000-4030"
"Streets Projects Fund","Misc Non-Operating","Streets CIP Fd Non Dept Rev","Misc Nonoperating Revenue","0.00","152800.00","2018","2018-4139-910-89000-00000000-00000000-4790-"
"Truancy Prevention Fee Fund","Fines & Penalties","Truancy Fd Revenue","Court Truancy Prevention","17552.00","17552.00","2018","2018-3010-300-80015-00000000-00000000-4420"
"Truancy Prevention Fee Fund","Investment Earnings","Truancy Fd Revenue","Investment Income","445.00","445.00","2018","2018-3010-300-80015-00000000-00000000-4030"
"TX Ave Cemetery Endowment Fund","Charges for Services","Tx Ave Cem Fd Non Dept Rev","Sales Cemetery Plots","5000","5000","2018","2018-3351-910-89000-00000000-00000000-4260"
"TX Ave Cemetery Endowment Fund","Investment Earnings","Tx Ave Cem Fd Non Dept Rev","Investment Income","16000.00","16000.00","2018","2018-3351-910-89000-00000000-00000000-4030"
"Unemployment Insurance Fund","Investment Earnings","Unempl Ins Fd Revenue","Investment Income","2000.00","2000.00","2018","2018-2224-100-80010-00000000-00000000-4030"
"Utility Customer Service Fund","Interdept Charges","UCS Fd Revenue","Charges Interdept Utility Fund","2991673.00","2991673.00","2018","2018-2226-300-80015-00000000-00000000-4663"
"Utility Customer Service Fund","Investment Earnings","UCS Fd Revenue","Investment Income","900.00","900.00","2018","2018-2226-300-80015-00000000-00000000-4030"
"Utility Customer Service Fund","Other Revenue","UCS Fd Revenue","Misc Operating Revenues","122221.00","122221.00","2018","2018-2226-300-80015-00000000-00000000-4590"
"Utility Customer Service Fund","Other Revenue","UCS Fd Revenue","Sales Other WSUD","5101.00","5101.00","2018","2018-2226-300-80015-00000000-00000000-4251"
"Wastewater Fund","Charges for Services","WW Fd Revenue","Sales Sewer Taps","232829","232829","2018","2018-5213-520-80055-00000000-00000000-4233"
"Wastewater Fund","Charges for Services","WW Fd Revenue","Spec Assmnts/Impact Fees","92402","92402","2018","2018-5213-520-80055-00000000-00000000-4560"
"Wastewater Fund","Gain (loss) on asset","WW Fd Revenue","Proceeds from Sale of Property","26084","26084","2018","2018-5213-520-80055-00000000-00000000-4770"
"Wastewater Fund","Investment Earnings","WW Fd Revenue","Investment Income","74811.00","74811.00","2018","2018-5213-520-80055-00000000-00000000-4030"
"Wastewater Fund","Misc Non-Operating","WW Fd Revenue","Sale of Scrap Metal","3219.00","3219.00","2018","2018-5213-520-80055-00000000-00000000-4781"
"Wastewater Fund","Other Revenue","WW Fd Revenue","Misc Operating Revenues","245.00","245.00","2018","2018-5213-520-80055-00000000-00000000-4590"
"Wastewater Fund","Sales - Commercial","WW Fd Revenue","Sales Commercial Nontaxable","2940104.00","2940104.00","2018","2018-5213-520-80055-00000000-00000000-4221"
"Wastewater Fund","Sales - Residential","WW Fd Revenue","Sales Residential Nontaxable","13853215.00","13853215.00","2018","2018-5213-520-80055-00000000-00000000-4211"
"Wastewater Fund","Transfers In-CIP","WW Fd Revenue","Transfer In Wastewater CIP Fd","58306098","58306098","2018","2018-5213-520-80055-00000000-00000000-4892"
"Wastewater Projects Fund","Bond Proceeds","WW CIP Fd Non Dept Rev","Proceeds Certificates of Oblig","21400000.00","21400000.00","2018","2018-4239-910-89000-00000000-00000000-4050"
"Wastewater Projects Fund","Investment Earnings","WW CIP Fd Non Dept Rev","Investment Income","40000.00","40000.00","2018","2018-4239-910-89000-00000000-00000000-4030"
"Water Fund","Charges for Services","Water Fd Revenue","Sales Water Taps","609416","609416","2018","2018-5212-510-80050-00000000-00000000-4232"
"Water Fund","Investment Earnings","Water Fd Revenue","Investment Income","46472.00","46472.00","2018","2018-5212-510-80050-00000000-00000000-4030"
"Water Fund","Misc Non-Operating","Water Fd Revenue","Misc Nonoperating Revenue","27500.00","27500.00","2018","2018-5212-510-80050-00000000-00000000-4790"
"Water Fund","Misc Non-Operating","Water Fd Revenue","Sale of Scrap Metal","15000.00","15000.00","2018","2018-5212-510-80050-00000000-00000000-4781"
"Water Fund","Other Revenue","Water Fd Revenue","Other Fees","10000.00","10000.00","2018","2018-5212-510-80050-00000000-00000000-4280-"
"Water Fund","Other Revenue","Water Fd Revenue","Other Fees Connect Fees","109914","109914","2018","2018-5212-510-80050-00000000-00000000-4283"
"Water Fund","Rents and Royalties","Water Fd Revenue","Lease Income","5387","5387","2018","2018-5212-510-80050-00000000-00000000-4775"
"Water Fund","Sales - Commercial","Water Fd Revenue","Sales Commercial Nontaxable","6626370.00","6626370.00","2018","2018-5212-510-80050-00000000-00000000-4221"
"Water Fund","Sales - Residential","Water Fd Revenue","Sales Residential Nontaxable","9293828.00","9293828.00","2018","2018-5212-510-80050-00000000-00000000-4211"
"Water Fund","Transfers In-CIP","Water Fd Revenue","Transfer In Water CIP Fd","9673687","9673687","2018","2018-5212-510-80050-00000000-00000000-4891"
"Water Projects Fund","Bond Proceeds","Water CIP Fd Non Dept Rev","Proceeds Certificates of Oblig","7740000.00","7740000.00","2018","2018-4238-910-89000-00000000-00000000-4050"
"Water Projects Fund","Investment Earnings","Water CIP Fd Non Dept Rev","Investment Income","35000.00","35000.00","2018","2018-4238-910-89000-00000000-00000000-4030"
"West Med Dist TIRZ #18","Ad Valorem Taxes","W Med TIRZ #18 ND Revenue","Tax Current Ad Valorem","261877.00","261877.00","2018","2018-3141-910-89000-00000000-00000000-4110"
"West Med Dist TIRZ #18","Investment Earnings","W Med TIRZ #18 ND Revenue","Investment Income","3336.00","3336.00","2018","2018-3141-910-89000-00000000-00000000-4030"
"Wolf Pen Creek TIF Fund","Investment Earnings","WPC TIF Fd Non Dept Revenue","Investment Income","9500.00","9500.00","2018","2018-3127-910-89000-00000000-00000000-4030"
"Workers' Compensation Ins Fund","Investment Earnings","WC Ins Fd Revenue","Investment Income","19000.00","19000.00","2018","2018-2223-100-80010-00000000-00000000-4030"
"Workers' Compensation Ins Fund","Premiums - City","WC Ins Fd Revenue","Ins Premiums Workers Comp","594123.00","594123.00","2018","2018-2223-100-80010-00000000-00000000-4684"
"City-wide - Water Imp Fee Fund","Charges for Services","CW W Impact Fd Non Dept Rev","Spec Assmnts/Impact Fees","301933","301933","2019","2019-9254-910-89000-00000000-00000000-4560-"
"City-wide - Water Imp Fee Fund","Investment Earnings","CW W Impact Fd Non Dept Rev","Investment Income","1000.00","1000.00","2019","2019-9254-910-89000-00000000-00000000-4030-"
"City-wide - WW Imp Fee Fund","Charges for Services","CW WW Impact Fd Non Dept Rev","Spec Assmnts/Impact Fees","1811600","1811600","2019","2019-9255-910-89000-00000000-00000000-4560-"
"City-wide - WW Imp Fee Fund","Investment Earnings","CW WW Impact Fd Non Dept Rev","Investment Income","8000.00","8000.00","2019","2019-9255-910-89000-00000000-00000000-4030-"
"Community Development Fund","CD Grants","Com Dev Fd Revenue","Grants Federal CDBG","1730842.00","1730842.00","2019","2019-3122-450-80035-00000000-00000000-4611"
"Community Development Fund","CD Grants","Com Dev Fd Revenue","Grants Federal HOME Grants","783993.00","783993.00","2019","2019-3122-450-80035-00000000-00000000-4612"
"Community Park Zone A&B Fund","Contribution Revenue","Com Pk Zone A&B Non Dept Rev","Contributions/Donations Misc","205600.00","205600.00","2019","2019-4164-910-89000-00000000-00000000-4572-"
"Community Park Zone A Fund","Investment Earnings","Com Pk Zone A Non Dept Rev","Investment Income","900.00","900.00","2019","2019-4160-910-89000-00000000-00000000-4030"
"Community Park Zone B Fund","Investment Earnings","Com Pk Zone B Non Dept Rev","Investment Income","4300.00","4300.00","2019","2019-4161-910-89000-00000000-00000000-4030"
"Community Park Zone C&D Fund","Contribution Revenue","Com Pk Zone C&D Non Dept Rev","Contributions/Donations Misc","27500.00","27500.00","2019","2019-4165-910-89000-00000000-00000000-4572-"
"Community Park Zone C Fund","Investment Earnings","Com Pk Zone C Non Dept Rev","Investment Income","600.00","600.00","2019","2019-4162-910-89000-00000000-00000000-4030"
"Community Park Zone D Fund","Investment Earnings","Com Pk Zone D Non Dept Rev","Investment Income","100.00","100.00","2019","2019-4163-910-89000-00000000-00000000-4030"
"Court Security Fee Fund","Fines & Penalties","Court Secur Fd Revenue","Court Municipal Court Fees","46240.00","46240.00","2019","2019-3006-300-80015-00000000-00000000-4415"
"Court Security Fee Fund","Investment Earnings","Court Secur Fd Revenue","Investment Income","425.00","425.00","2019","2019-3006-300-80015-00000000-00000000-4030"
"Court Technology Fee Fund","Fines & Penalties","Court Tech Fd Revenue","Court Municipal Court Fees","61180.00","61180.00","2019","2019-3005-300-80015-00000000-00000000-4415"
"Court Technology Fee Fund","Investment Earnings","Court Tech Fd Revenue","Investment Income","4720.00","4720.00","2019","2019-3005-300-80015-00000000-00000000-4030"
"Dartmouth/2818 Syn TIRZ","Ad Valorem Taxes","Dar TIRZ ND Revenue","Tax Current Ad Valorem","2573.00","2573.00","2019","2019-3143-910-89000-00000000-00000000-4110-"
"Dartmouth/2818 Syn TIRZ","Investment Earnings","Dar TIRZ ND Revenue","Investment Income","75.00","75.00","2019","2019-3143-910-89000-00000000-00000000-4030-"
"Debt Service Fund","Ad Valorem Taxes","Debt Svc Fd Non Dept Rev","Tax Current Ad Valorem","20109296.00","20109296.00","2019","2019-1151-910-89000-00000000-00000000-4110"
"Debt Service Fund","Ad Valorem Taxes","Debt Svc Fd Non Dept Rev","Tax Delinquent Ad Valorem","60000.00","60000.00","2019","2019-1151-910-89000-00000000-00000000-4111"
"Debt Service Fund","Ad Valorem Taxes","Debt Svc Fd Non Dept Rev","Tax Penal/Interest Ad Valorem","40000.00","40000.00","2019","2019-1151-910-89000-00000000-00000000-4112"
"Debt Service Fund","Investment Earnings","Debt Svc Fd Non Dept Rev","Investment Income","130000.00","130000.00","2019","2019-1151-910-89000-00000000-00000000-4030"
"Drainage Utility Fund","Investment Earnings","Drainage Fd Revenue","Investment Income","20000.00","20000.00","2019","2019-3912-440-80040-00000000-00000000-4030"
"Drainage Utility Fund","Sales - Commercial","Drainage Fd Revenue","Sales Commercial Nontaxable","477960.00","477960.00","2019","2019-3912-440-80040-00000000-00000000-4221-"
"Drainage Utility Fund","Sales - Residential","Drainage Fd Revenue","Sales Residential Nontaxable","1911840.00","1911840.00","2019","2019-3912-440-80040-00000000-00000000-4211-"
"East Med Dist TIRZ #19","Ad Valorem Taxes","E Med TIRZ #19 ND Revenue","Tax Current Ad Valorem","40957.00","40957.00","2019","2019-3140-910-89000-00000000-00000000-4110"
"East Med Dist TIRZ #19","Investment Earnings","E Med TIRZ #19 ND Revenue","Investment Income","75.00","75.00","2019","2019-3140-910-89000-00000000-00000000-4030-"
"Economic Development Fund","Investment Earnings","ED Fd Revenue","Investment Income","25400.00","25400.00","2019","2019-1002-100-80010-00000000-00000000-4030"
"Efficiency Time Payment Fund","Fines & Penalties","Eff Time Pmt Fd Revenue","Court Time Pmt Fee/Efficiency","6065.00","6065.00","2019","2019-1008-300-80015-00000000-00000000-4418"
"Efficiency Time Payment Fund","Investment Earnings","Eff Time Pmt Fd Revenue","Investment Income","650.00","650.00","2019","2019-1008-300-80015-00000000-00000000-4030"
"Electric Fund","Charges for Services","Elec Rev Street/Hiway Lighting","Sales Security Lights","92702","92702","2019","2019-5211-500-80045-00000000-444     -4230"
"Electric Fund","Fines & Penalties","Elec Rev Forfeited Discounts","Forfeitures Discounts Penalty","940789.00","940789.00","2019","2019-5211-500-80045-00000000-450     -4541"
"Electric Fund","Gain (loss) on asset","Electric Fd Revenue","Proceeds from Sale of Property","446","446","2019","2019-5211-500-80045-00000000-00000000-4770"
"Electric Fund","Investment Earnings","Electric Fd Revenue","Investment Income","622902.00","622902.00","2019","2019-5211-500-80045-00000000-00000000-4030"
"Electric Fund","Misc Non-Operating","Elec Rev Rent Electric Prop","Misc Nonoperating Revenue","1000.00","1000.00","2019","2019-5211-500-80045-00000000-454     -4790"
"Electric Fund","Misc Non-Operating","Electric Fd Revenue","Collection Service Fees","9640.00","9640.00","2019","2019-5211-500-80045-00000000-00000000-4020"
"Electric Fund","Misc Non-Operating","Electric Fd Revenue","Insurance Reimbursement","6256.00","6256.00","2019","2019-5211-500-80045-00000000-00000000-4685"
"Electric Fund","Misc Non-Operating","Electric Fd Revenue","Reimbursed Expenses","174793.00","174793.00","2019","2019-5211-500-80045-00000000-00000000-4545"
"Electric Fund","Misc Non-Operating","Electric Fd Revenue","Sale of Scrap Metal","44457.00","44457.00","2019","2019-5211-500-80045-00000000-00000000-4781"
"Electric Fund","Other Revenue","Elec Rev Misc Service Rev","Misc Operating Revenues","201898.00","201898.00","2019","2019-5211-500-80045-00000000-451     -4590"
"Electric Fund","Other Revenue","Elec Rev Other Sales to Public","Other Fees","20227.00","20227.00","2019","2019-5211-500-80045-00000000-445     -4280"
"Electric Fund","Other Revenue","Elec Rev Revenue Transmission","Misc Operating Revenues","0.00","3717000.00","2019","2019-5211-500-80045-00000000-456.1   -4590"
"Electric Fund","Other Revenue","Electric Fd Revenue","Other Fees Connect Fees","258519","258519","2019","2019-5211-500-80045-00000000-00000000-4283"
"Electric Fund","Rents and Royalties","Electric Fd Revenue","Other Fees Pole Contact & Use","212097","212097","2019","2019-5211-500-80045-00000000-00000000-4282"
"Electric Fund","Sales - Commercial","Elec Rev Comm/Industrial Sales","Sales Commercial Taxable","30881071.00","30881071.00","2019","2019-5211-500-80045-00000000-442     -4220"
"Electric Fund","Sales - Commercial","Electric Fd Revenue","Sales Commercial Nontaxable","11668526.00","11668526.00","2019","2019-5211-500-80045-00000000-00000000-4221"
"Electric Fund","Sales - Residential","Elec Rev Residential Sales","Sales Residential Taxable","58844043.00","58844043.00","2019","2019-5211-500-80045-00000000-440     -4210"
"Electric Fund","Transfers In-CIP","Electric Fd Revenue","Transfer In Electric CIP Fd","20354000","20354000","2019","2019-5211-500-80045-00000000-00000000-4890"
"Electric Projects Fund","Bond Proceeds","Electric CIP Fd Non Dept Rev","Proceeds Certificates of Oblig","4200000.00","4200000.00","2019","2019-4237-910-89000-00000000-00000000-4050"
"Electric Projects Fund","Investment Earnings","Electric CIP Fd Non Dept Rev","Investment Income","5000.00","5000.00","2019","2019-4237-910-89000-00000000-00000000-4030"
"Employee Benefits Fund","Investment Earnings","Empl Ben Ins Fd Revenue","Investment Income","85000","195000","2019","2019-2222-100-80010-00000000-00000000-4030"
"Employee Benefits Fund","Misc Non-Operating","Empl Ben Ins Fd Revenue","Misc Nonoperating Revenue","20000.00","20000.00","2019","2019-2222-100-80010-00000000-00000000-4790"
"Employee Benefits Fund","Other Revenue","Empl Ben Ins Fd Revenue","Misc Operating Revenues","0","355000","2019","2019-2222-100-80010-00000000-00000000-4590"
"Employee Benefits Fund","Post Employment","Empl Ben Ins Fd Revenue","Retirement Obligations","1103433","1103433","2019","2019-2222-100-80010-00000000-00000000-4690-"
"Employee Benefits Fund","Premiums - City","Empl Ben Ins Fd Revenue","Ins Premiums AD&D","40000.00","40000.00","2019","2019-2222-100-80010-00000000-00000000-4671"
"Employee Benefits Fund","Premiums - City","Empl Ben Ins Fd Revenue","Ins Premiums Health City Paid","10040000.00","10040000.00","2019","2019-2222-100-80010-00000000-00000000-4674"
"Employee Benefits Fund","Premiums - City","Empl Ben Ins Fd Revenue","Ins Premiums Life Insurance","147000.00","147000.00","2019","2019-2222-100-80010-00000000-00000000-4677"
"Employee Benefits Fund","Premiums - Employee","Empl Ben Ins Fd Revenue","Ins Premiums Cobra","7500.00","7500.00","2019","2019-2222-100-80010-00000000-00000000-4672"
"Employee Benefits Fund","Premiums - Employee","Empl Ben Ins Fd Revenue","Ins Premiums Health Dependents","2100000.00","2100000.00","2019","2019-2222-100-80010-00000000-00000000-4675"
"Equipment Replacement Fund","Gain (loss) on asset","Equip Repl Fd Non Dept Rev","Proceeds from Sale of Property","150000","150000","2019","2019-2225-910-89000-00000000-00000000-4770"
"Equipment Replacement Fund","Interdept Charges","Equip Repl Fd Non Dept Rev","Charges Interdept Copier Repl","44723.00","44723.00","2019","2019-2225-910-89000-00000000-00000000-4650"
"Equipment Replacement Fund","Interdept Charges","Equip Repl Fd Non Dept Rev","Charges Interdept Drainage","224218.00","224218.00","2019","2019-2225-910-89000-00000000-00000000-4651"
