"the_geom","block_face","globalidte","globalid","globalid_1","ns_ew","street_1","from_sor_1","to_nore_1","side_1","location_i","total_sp_1","spaces_by_","space_reg","order_","metered","limits","reg_code","definition","enforce_be","enforce_en","enforce_da","meter_rate","permit_typ","notes","feet","enforcebeg","enforceend","parkingt"
"MULTILINESTRING ((-122.27387893740882 37.80546487897237, -122.27362817331954 37.80536557918657))","133110","{4C271B02-E6AD-497F-BF35-6860B958D9B4}","{F4AE9B46-E467-4E77-8E6A-E25E874CCF94}","{F4AE9B46-E467-4E77-8E6A-E25E874CCF94}_1","E-W","14th","CLAY","JEFFERSON","North","14th from CLAY to JEFFERSON , North","9.0","1.0","Bus Stop","1.0",,,,,,,,,,,"80.9682198051","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27412570241482 37.805562658645904, -122.27400475516977 37.805514701102496))","133110","{4C271B02-E6AD-497F-BF35-6860B958D9B4}","{F4AE9B46-E467-4E77-8E6A-E25E874CCF94}","{F4AE9B46-E467-4E77-8E6A-E25E874CCF94}_3","E-W","14th","CLAY","JEFFERSON","North","14th from CLAY to JEFFERSON , North","9.0","1.0","Yellow Curb","3.0",,,,,,,,,,,"39.0624999856","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27464198140646 37.805769701514514, -122.27456327427346 37.80573828002479))","133110","{4C271B02-E6AD-497F-BF35-6860B958D9B4}","{F4AE9B46-E467-4E77-8E6A-E25E874CCF94}","{F4AE9B46-E467-4E77-8E6A-E25E874CCF94}_8","E-W","14th","CLAY","JEFFERSON","North","14th from CLAY to JEFFERSON , North","9.0","0.0","No Parking","8.0",,,,,,,,,,,"25.4548327219","","",
"MULTILINESTRING ((-122.27437162936191 37.80566177114317, -122.2742940171845 37.80563099863813))","133110","{4C271B02-E6AD-497F-BF35-6860B958D9B4}","{F4AE9B46-E467-4E77-8E6A-E25E874CCF94}","{F4AE9B46-E467-4E77-8E6A-E25E874CCF94}_5","E-W","14th","CLAY","JEFFERSON","North","14th from CLAY to JEFFERSON , North","9.0","1.0","Yellow Curb","5.0",,,,,,,,,,,"25.0661613727","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27697770552481 37.80653184592607, -122.27708350353406 37.80657358170128))","133409","{42250E75-0118-43B3-BBE9-855ADB0533D3}","{FC301AC9-CC70-4F12-B38C-ECADFC16994B}","{FC301AC9-CC70-4F12-B38C-ECADFC16994B}_1","E-W","14th","CASTRO","MLK JR WAY","South","14th from CASTRO to MLK JR WAY , South","9.0","0.0","No Parking","1.0",,,,,,,,,,,"34.1344566736","","",
"MULTILINESTRING ((-122.27685184894332 37.80648206853299, -122.27691635594239 37.80650764434336))","133409","{42250E75-0118-43B3-BBE9-855ADB0533D3}","{FC301AC9-CC70-4F12-B38C-ECADFC16994B}","{FC301AC9-CC70-4F12-B38C-ECADFC16994B}_3","E-W","14th","CASTRO","MLK JR WAY","South","14th from CASTRO to MLK JR WAY , South","9.0","1.0","Unmarked","3.0",,,,,,,,,,,"20.8333333426","","",
"MULTILINESTRING ((-122.2767244477507 37.80643155620359, -122.27685184894332 37.80648206853299))","133409","{42250E75-0118-43B3-BBE9-855ADB0533D3}","{FC301AC9-CC70-4F12-B38C-ECADFC16994B}","{FC301AC9-CC70-4F12-B38C-ECADFC16994B}_4","E-W","14th","CASTRO","MLK JR WAY","South","14th from CASTRO to MLK JR WAY , South","9.0","2.0","White Curb","4.0",,,,,,,,,,,"41.1458333504","","",
"MULTILINESTRING ((-122.27656318066701 37.806367616348105, -122.2767244477507 37.80643155620359))","133409","{42250E75-0118-43B3-BBE9-855ADB0533D3}","{FC301AC9-CC70-4F12-B38C-ECADFC16994B}","{FC301AC9-CC70-4F12-B38C-ECADFC16994B}_5","E-W","14th","CASTRO","MLK JR WAY","South","14th from CASTRO to MLK JR WAY , South","9.0","2.0","Unmarked","5.0",,,,,,,,,,,"52.0833333164","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26772439586495 37.80289122843225, -122.26807231920783 37.80302728241802))","132185","{E2F978E5-CF94-4AB8-BA03-4A7674FAC285}","{C4C1A53F-DC62-4C95-B51D-513D42657732}","{C4C1A53F-DC62-4C95-B51D-513D42657732}_4","E-W","14th","WEBSTER ST","HARRISON","South","14th from WEBSTER ST to HARRISON , South","10.0","0.0","Bus Stop","4.0",,,,,,,,,,,"112.06431482","","",
"MULTILINESTRING ((-122.26825991815687 37.803100641577785, -122.26841230235344 37.80316267472175))","132185","{E2F978E5-CF94-4AB8-BA03-4A7674FAC285}","{C4C1A53F-DC62-4C95-B51D-513D42657732}","{C4C1A53F-DC62-4C95-B51D-513D42657732}_2","E-W","14th","WEBSTER ST","HARRISON","South","14th from WEBSTER ST to HARRISON , South","10.0","2.0","Yellow Curb","2.0",,,,,,,,,,,"49.4819077973","","",
"MULTILINESTRING ((-122.26986070190003 37.80388440985679, -122.26959696864792 37.80378078675614))","132410","{CA5DAD82-4364-4D28-BED2-DD3731612C19}","{16D49926-0AFF-417E-99A6-89D8F257726D}","{16D49926-0AFF-417E-99A6-89D8F257726D}_4","E-W","14th","WEBSTER","FRANKLIN","North","14th from WEBSTER to FRANKLIN , North","7.0","0.0","Bus Stop","4.0",,,,,,,,,,,"85.0255557746","","",
"MULTILINESTRING ((-122.27184129063589 37.803145563962794, -122.27191105055093 37.8030274992085))","132293","{0B32B5BE-DB73-47B2-AF39-4B7DAE62D58C}","{3C82970A-98B5-4B3D-BB05-A5044B6E2FD6}","{3C82970A-98B5-4B3D-BB05-A5044B6E2FD6}_2","N-S","BROADWAY","12th","13th","East","BROADWAY from 12th to 13th , East","4.0","2.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"47.4800194977","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27106744295718 37.8019513310605, -122.27114821677254 37.80182243387141))","131786","{E83937A9-3502-4EDD-8B67-2559C6E8547B}","{280DA9E8-4B7E-490D-AED9-4F51161EFE78}","{280DA9E8-4B7E-490D-AED9-4F51161EFE78}_1","N-S","FRANKLIN","11th","12th","East","FRANKLIN from 11th to 12th , East","8.0","2.0","Yellow Curb","1.0",,,,,,,,,,,"52.4161463277","","",
"MULTILINESTRING ((-122.27067369123819 37.80258322380841, -122.27071960360108 37.80250800485812))","132094","{1EF76F08-58FE-4DA3-A8AD-C28019300363}","{EA61F177-929F-4935-A2D2-FE700921A27B}","{EA61F177-929F-4935-A2D2-FE700921A27B}_1","N-S","FRANKLIN","12th","13th","East","FRANKLIN from 12th to 13th , East","8.0","0.0","No Parking","1.0",,,,,,,,,,,"30.4320224406","","",
"MULTILINESTRING ((-122.27060919341092 37.802688891044134, -122.27064316454218 37.80263323608249))","132094","{1EF76F08-58FE-4DA3-A8AD-C28019300363}","{EA61F177-929F-4935-A2D2-FE700921A27B}","{EA61F177-929F-4935-A2D2-FE700921A27B}_3","N-S","FRANKLIN","12th","13th","East","FRANKLIN from 12th to 13th , East","8.0","1.0","Meter","3.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"22.5168702702","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27054494809303 37.8027941440893, -122.27060919341092 37.802688891044134))","132094","{1EF76F08-58FE-4DA3-A8AD-C28019300363}","{EA61F177-929F-4935-A2D2-FE700921A27B}","{EA61F177-929F-4935-A2D2-FE700921A27B}_4","N-S","FRANKLIN","12th","13th","East","FRANKLIN from 12th to 13th , East","8.0","2.0","Yellow Curb","4.0",,,,,,,,,,,"42.583254958","","",
"MULTILINESTRING ((-122.2708585283537 37.802595404837824, -122.27079530283342 37.80269898909125))","132116","{393C1C0A-2F12-4809-92BA-A80499F3E6EC}","{DED273A6-8FE5-4C70-A1C5-0EF4FC35137C}","{DED273A6-8FE5-4C70-A1C5-0EF4FC35137C}_2","N-S","FRANKLIN","13th","12th","West","FRANKLIN from 13th to 12th , West","7.0","2.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"41.907955804","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27079530283338 37.8026989890913, -122.2707511126929 37.80277138738994))","132116","{393C1C0A-2F12-4809-92BA-A80499F3E6EC}","{DED273A6-8FE5-4C70-A1C5-0EF4FC35137C}","{DED273A6-8FE5-4C70-A1C5-0EF4FC35137C}_3","N-S","FRANKLIN","13th","12th","West","FRANKLIN from 13th to 12th , West","0.0","1.0","Green Curb","3.0",,,,,,,,,,,"29.2907634781","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27014410452678 37.80374252798791, -122.27009382908932 37.80382151986122))","132385","{F0B01B06-208B-4343-9C40-D474A5D29CB4}","{30145AA2-5008-4076-B25C-3A3FC2689336}","{30145AA2-5008-4076-B25C-3A3FC2689336}_1","N-S","FRANKLIN","14th","13th","West","FRANKLIN from 14th to 13th , West","9.0","0.0","No Parking","1.0",,,,,,,,,,,"32.2222573976","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.27041810092284 37.80331013935897, -122.27032198680529 37.803455954333806))","132385","{F0B01B06-208B-4343-9C40-D474A5D29CB4}","{30145AA2-5008-4076-B25C-3A3FC2689336}","{30145AA2-5008-4076-B25C-3A3FC2689336}_4","N-S","FRANKLIN","14th","13th","West","FRANKLIN from 14th to 13th , West","9.0","3.0","Meter","4.0","Y","30-min",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"59.9176277725","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26991545977103 37.801438979639336, -122.26996746936649 37.8013560565386))","131593","{8A8C4386-4585-40EB-8B31-FA5E348AC99A}","{C5E9911E-A385-4F92-A1FF-FEB218918462}","{C5E9911E-A385-4F92-A1FF-FEB218918462}_1","N-S","WEBSTER","11th","12th","East","WEBSTER from 11th to 12th , East","6.0","0.0","No Parking","1.0",,,,,,,,,,,"33.7266531539","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26965630302273 37.80185217077729, -122.26972292818323 37.80174594677393))","131593","{8A8C4386-4585-40EB-8B31-FA5E348AC99A}","{C5E9911E-A385-4F92-A1FF-FEB218918462}","{C5E9911E-A385-4F92-A1FF-FEB218918462}_4","N-S","WEBSTER","11th","12th","East","WEBSTER from 11th to 12th , East","6.0","2.0","Meter","4.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"43.2037514228","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.269855627317 37.8018425514696, -122.26979263645222 37.80194298067273))","131618","{6E067474-5521-409A-8F29-4870777C84F5}","{49BC76A4-E4D1-46E4-BED8-DED740AF26FF}","{49BC76A4-E4D1-46E4-BED8-DED740AF26FF}_2","N-S","WEBSTER","12th","11th","West","WEBSTER from 12th to 11th , West","9.0","2.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"40.8468993206","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.2699384735059 37.801710466184886, -122.26985562731697 37.80184255146958))","131618","{6E067474-5521-409A-8F29-4870777C84F5}","{49BC76A4-E4D1-46E4-BED8-DED740AF26FF}","{49BC76A4-E4D1-46E4-BED8-DED740AF26FF}_3","N-S","WEBSTER","12th","11th","West","WEBSTER from 12th to 11th , West","9.0","3.0","Yellow Curb","3.0",,,,,,,,,,,"53.7221951708","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26945872689333 37.80216826357923, -122.26951571595197 37.80207786188649))","131895","{781F8EA8-267E-4FF5-9D32-0477B575492A}","{7C89F8F2-0F3E-471C-B8D1-741C4017F376}","{7C89F8F2-0F3E-471C-B8D1-741C4017F376}_1","N-S","WEBSTER","12th","13th","East","WEBSTER from 12th to 13th , East","9.0","2.0","Meter","1.0","Y","1-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"36.8055538934","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26941466748187 37.80223820748513, -122.26945872689333 37.80216826357923))","131895","{781F8EA8-267E-4FF5-9D32-0477B575492A}","{7C89F8F2-0F3E-471C-B8D1-741C4017F376}","{7C89F8F2-0F3E-471C-B8D1-741C4017F376}_2","N-S","WEBSTER","12th","13th","East","WEBSTER from 12th to 13th , East","9.0","1.0","Green Curb","2.0",,"12-min",,,,,,,,,"28.472222225","","",
"MULTILINESTRING ((-122.26922096012254 37.80256222963009, -122.26931323532823 37.80241092476702))","131895","{781F8EA8-267E-4FF5-9D32-0477B575492A}","{7C89F8F2-0F3E-471C-B8D1-741C4017F376}","{7C89F8F2-0F3E-471C-B8D1-741C4017F376}_4","N-S","WEBSTER","12th","13th","East","WEBSTER from 12th to 13th , East","0.0","3.0","Meter","4.0","Y","1-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"61.2049012087","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26906550873434 37.80281187736288, -122.26911455942842 37.80273436889566))","132184","{61ADD699-21E7-4C4E-9D08-859CEA5952F2}","{E6B4FFD2-8798-4296-9533-C4F2BB9F2BAE}","{E6B4FFD2-8798-4296-9533-C4F2BB9F2BAE}_1","N-S","WEBSTER","13th","14th","East","WEBSTER from 13th to 14th , East","7.0","0.0","No Parking","1.0",,,,,,,,,,,"31.5807681514","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26889669753047 37.803077531807034, -122.26898804216441 37.80293252655286))","132184","{61ADD699-21E7-4C4E-9D08-859CEA5952F2}","{E6B4FFD2-8798-4296-9533-C4F2BB9F2BAE}","{E6B4FFD2-8798-4296-9533-C4F2BB9F2BAE}_3","N-S","WEBSTER","13th","14th","East","WEBSTER from 13th to 14th , East","7.0","1.0","Yellow Curb","3.0",,,,,,,,,,,"59.0277777884","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26825429767806 37.802087014310544, -122.2681778519457 37.8022199334009))","131713","{ABEBC225-E96B-4E62-9B8D-73F060179DFA}","{912DEFA4-EF6D-4280-95D6-3AE7B6503664}","{912DEFA4-EF6D-4280-95D6-3AE7B6503664}_1","N-S","HARRISON","13th","12th","West","HARRISON from 13th to 12th , West","8.0","2.0","Yellow Curb","1.0",,,,,,,,,,,"53.2002039207","","",
"MULTILINESTRING ((-122.2683123953207 37.80198599788487, -122.26825429767806 37.802087014310544))","131713","{ABEBC225-E96B-4E62-9B8D-73F060179DFA}","{912DEFA4-EF6D-4280-95D6-3AE7B6503664}","{912DEFA4-EF6D-4280-95D6-3AE7B6503664}_2","N-S","HARRISON","13th","12th","West","HARRISON from 13th to 12th , West","8.0","1.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"40.4313416082","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26835920832681 37.80190460346875, -122.2683123953207 37.80198599788487))","131713","{ABEBC225-E96B-4E62-9B8D-73F060179DFA}","{912DEFA4-EF6D-4280-95D6-3AE7B6503664}","{912DEFA4-EF6D-4280-95D6-3AE7B6503664}_3","N-S","HARRISON","13th","12th","West","HARRISON from 13th to 12th , West","8.0","1.0","Yellow Curb","3.0",,,,,,,,,,,"32.5778023715","","",
"MULTILINESTRING ((-122.26780651942586 37.802486320016975, -122.26790656367703 37.80233841023157))","131990","{5F73B58D-4607-4A9F-BE44-E3D86A7BC19E}","{41823C15-5797-4C4E-AE49-956FA787D26B}","{41823C15-5797-4C4E-AE49-956FA787D26B}_2","N-S","HARRISON","13th","14th","East","HARRISON from 13th to 14th , East","7.0","3.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"61.1234130588","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26772699229426 37.802599765420396, -122.26780651942586 37.802486320016975))","131990","{5F73B58D-4607-4A9F-BE44-E3D86A7BC19E}","{41823C15-5797-4C4E-AE49-956FA787D26B}","{41823C15-5797-4C4E-AE49-956FA787D26B}_3","N-S","HARRISON","13th","14th","East","HARRISON from 13th to 14th , East","7.0","2.0","White Curb","3.0",,,,,,,,,,,"47.2681557761","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26753762084607 37.80053141176356, -122.26760082900441 37.80042854275079))","131236","{B1DC0BDA-6435-4213-8118-96F68CA4B17E}","{D119F2EF-337A-48E5-B8AA-07C97C6F50AE}","{D119F2EF-337A-48E5-B8AA-07C97C6F50AE}_1","N-S","ALICE","11th","12th","East","ALICE from 11th to 12th , East","8.0","1.0","Handicapped","1.0",,,,,,,,,,,"41.671738372","","",
"MULTILINESTRING ((-122.26766010742594 37.80063114736362, -122.26759563160893 37.800749495448315))","131265","{EEB90F6D-E722-44AE-AD42-087BC6B78B6F}","{EACC73A9-0095-4689-9839-D706C5A8061D}","{EACC73A9-0095-4689-9839-D706C5A8061D}_2","N-S","ALICE","12th","11th","West","ALICE from 12th to 11th , West","8.0","1.0","Yellow Curb","2.0",,,,,,,,,,,"46.9472822169","","",
"MULTILINESTRING ((-122.2677194181531 37.80054280847183, -122.2676601074259 37.80063114736362))","131265","{EEB90F6D-E722-44AE-AD42-087BC6B78B6F}","{EACC73A9-0095-4689-9839-D706C5A8061D}","{EACC73A9-0095-4689-9839-D706C5A8061D}_3","N-S","ALICE","12th","11th","West","ALICE from 12th to 11th , West","8.0","1.0","Meter","3.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"36.4460364123","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26708080285995 37.801280974405024, -122.26717391814029 37.80112644308279))","131506","{BA5EE2A5-A509-4B79-8495-1C367DC4BB06}","{94DBDB90-1D33-4AEE-A4BC-D0CE84B05F01}","{94DBDB90-1D33-4AEE-A4BC-D0CE84B05F01}_1","N-S","ALICE","12th","13th","East","ALICE from 12th to 13th , East","6.0","0.0","No Parking","1.0",,,,,,,,,,,"62.3690200528","","",
"MULTILINESTRING ((-122.26522942397803 37.79501282276531, -122.26523042649791 37.79501170474173, -122.26559130579865 37.79521530969186))","128409","{38B9E02D-D874-48D4-8656-22671B2DA450}","{CB4C8F80-D6DC-4A5D-B337-E1AF3909C91E}","{CB4C8F80-D6DC-4A5D-B337-E1AF3909C91E}_","E-W","6th","FALLON","OAK","South","6th from FALLON to OAK , South","7.0","7.0","Unmarked","0.0",,,,,,,,,,"AKA 6TH from OFFRAMP to FALLON , South","128.442212997","","",
"MULTILINESTRING ((-122.26781461995719 37.795375421414995, -122.26679190866743 37.79496859373894))","128504","{3A465BFC-26D9-43DC-AA1D-CE495666CCD2}","{3A465BFC-26D9-43DC-AA1D-CE495666CCD2}","{3A465BFC-26D9-43DC-AA1D-CE495666CCD2}_","E-W","5th","MADISON","OAK","North","5th from MADISON to OAK , North","0.0","0.0","No Parking","0.0",,,,,,,,,,,"330.556109089","","",
"MULTILINESTRING ((-122.26519352011275 37.79515935540544, -122.2651156119231 37.79522916107757, -122.26480294161037 37.79574816699934))","128659","{DB99E63E-0389-4162-9A16-EBED0C3FF73A}","{A4C1ECEB-6E99-4C62-9A7A-2E673EAED83E}","{A4C1ECEB-6E99-4C62-9A7A-2E673EAED83E}_","N-S","FALLON","7th","6th","West","FALLON from 7th to 6th , West","5.0","5.0","Unmarked","0.0",,,,,,,,,,,"243.419199006","","",
"MULTILINESTRING ((-122.26899192681573 37.79585028512202, -122.26796907449051 37.7954373191302))","128702","{ECF763E9-9FC3-4501-97A3-27493CEE8E45}","{ECF763E9-9FC3-4501-97A3-27493CEE8E45}","{ECF763E9-9FC3-4501-97A3-27493CEE8E45}_","E-W","5th","JACKSON","MADISON","North","5th from JACKSON to MADISON , North","0.0","0.0","No Parking","0.0",,,,,,,,,,,"331.5984175","","",
"MULTILINESTRING ((-122.26644810095036 37.795508354002436, -122.2674690470505 37.795916157585864))","128732","{747A9B1A-FD64-419C-AC88-945B5160BCCF}","{2B48F3B6-CE02-429A-82F7-61A7FD514E45}","{2B48F3B6-CE02-429A-82F7-61A7FD514E45}_","E-W","6th","OAK","MADISON","South","6th from OAK to MADISON , South","0.0","0.0","No Parking","0.0",,,,,,,,,,,"330.257940299","","",
"MULTILINESTRING ((-122.26739099782539 37.79603870272871, -122.26636580898213 37.795629204699125))","128780","{646B6E1D-E87C-47B1-9B15-297C6FCA9B3E}","{00134F7F-D425-4AB7-910F-0402A854884F}","{00134F7F-D425-4AB7-910F-0402A854884F}_","E-W","6th","MADISON","OAK","North","6th from MADISON to OAK , North","12.0","12.0","Unmarked","0.0",,,,,,,,,,,"331.629917361","","",
"MULTILINESTRING ((-122.26594302038308 37.79602237753026, -122.26611099075716 37.795732260447565))","128836","{0B3A057A-83EB-4628-BBCD-1853E2688F5B}","{A0C51AF5-E44B-4988-939A-78212BD9E833}","{A0C51AF5-E44B-4988-939A-78212BD9E833}_2","N-S","OAK","6th","7th","East","OAK from 6th to 7th , East","4.0","4.0","Unmarked","2.0",,,,,,,,,,,"116.253673553","","",
"MULTILINESTRING ((-122.26495311852308 37.79580642271388, -122.26586357438148 37.79615959514857))","128837","{A6CFD763-98F4-47A2-A2BB-CBD4A7C78D3D}","{2F475D64-31AD-47CE-A35B-F7BEFD45CEBC}","{2F475D64-31AD-47CE-A35B-F7BEFD45CEBC}_1","E-W","7th","OAK","FALLON","South","7th from OAK to FALLON , South","11.0","11.0","Unmarked","1.0",,,,,,,,,,,"292.816776388","","",
"MULTILINESTRING ((-122.26627510169247 37.79577770516456, -122.2660979879578 37.79608361586077))","128864","{C60E6AB0-565A-4CE0-BA43-9B3FD286B979}","{11A450E2-D518-4C5B-879D-2CF1413018CD}","{11A450E2-D518-4C5B-879D-2CF1413018CD}_2","N-S","OAK","7th","6th","West","OAK from 7th to 6th , West","8.0","6.0","Unmarked","2.0",,,,,,,,,,,"122.582275743","","",
"MULTILINESTRING ((-122.26566392503263 37.796234984416394, -122.26483257844656 37.795912499349065))","128884","{B2373982-592D-483B-AFC0-24C0DCE18728}","{533BF060-D7A4-41A0-80AC-734154341012}","{533BF060-D7A4-41A0-80AC-734154341012}_2","E-W","7th","FALLON","OAK","North","7th from FALLON to OAK , North","12.0","12.0","Unmarked","2.0",,,,,,,,,,,"267.373691153","","",
"MULTILINESTRING ((-122.26464911851359 37.796003706478196, -122.26459268552823 37.79609748082571, -122.26444913672414 37.79635423717965))","128937","{AE934054-0A23-43A3-89FD-7E6913F52C61}","{A279DBB5-4779-4C97-832D-68C19778973A}","{A279DBB5-4779-4C97-832D-68C19778973A}_2","N-S","FALLON","8th","7th","West","FALLON from 8th to 7th , West","4.0","4.0","Unmarked","2.0",,,,,,,,,,,"140.117223767","","",
"MULTILINESTRING ((-122.26702525324902 37.796614916867945, -122.26726775011294 37.79623287509194))","129030","{9ED51D87-5BD4-47AB-97AA-FB041930CAD7}","{C908A8A5-82C2-4663-8FDD-CF9EDDC28FC5}","{C908A8A5-82C2-4663-8FDD-CF9EDDC28FC5}_3","N-S","MADISON","6th","7th","East","MADISON from 6th to 7th , East","6.0","5.0","Unmarked","3.0",,,,,,,,,,,"155.759216021","","",
"MULTILINESTRING ((-122.26619691150769 37.79629000093996, -122.26702525324902 37.796614916867945))","129031","{A8DE0B2D-48DA-419D-9B4A-929B61D34B9D}","{E842853E-D8FC-465D-B8F5-7141F9E92085}","{E842853E-D8FC-465D-B8F5-7141F9E92085}_1","E-W","7th","MADISON","OAK","South","7th from MADISON to OAK , South","12.0","12.0","Unmarked","1.0",,,,,,,,,,,"266.983913187","","",
"MULTILINESTRING ((-122.26750023455534 37.79617184102275, -122.26722487897094 37.796605652025235))","129060","{A445C08C-86B8-4DCA-8279-36DC33B499B2}","{C908A8A5-82C2-4663-8FDD-CF9EDDC28FC5}","{C908A8A5-82C2-4663-8FDD-CF9EDDC28FC5}_2","N-S","MADISON","7th","6th","West","MADISON from 7th to 6th , West","7.0","7.0","Unmarked","2.0",,,,,,,,,,,"176.865491624","","",
"MULTILINESTRING ((-122.26688444359664 37.796712850155, -122.26607375535924 37.796394858729236))","129102","{F903B441-2F07-4F60-8DF4-9A7920CF4E96}","{76CB594C-B828-43E4-9C4E-5C2DF7D1E333}","{76CB594C-B828-43E4-9C4E-5C2DF7D1E333}_2","E-W","7th","OAK","MADISON","North","7th from OAK to MADISON , North","11.0","11.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"261.293713244","8:00 AM","6:00 PM",
"MULTILINESTRING ((-122.26552066817149 37.796710987882804, -122.26576000779392 37.79632952264142))","129162","{A782D3F3-71D4-4E01-8F28-D0AA21E71E0C}","{C42B873A-2AF0-45BF-8646-4B56E70D01B9}","{C42B873A-2AF0-45BF-8646-4B56E70D01B9}_2","N-S","OAK","7th","8th","East","OAK from 7th to 8th , East","5.0","4.0","Unmarked","2.0",,,,,,,,,,,"155.16299584","","",
"MULTILINESTRING ((-122.26588800252946 37.79643360115707, -122.26564531662632 37.79682040221928))","129192","{8A138D4D-3407-4E4B-ABF5-7BF0085D79AD}","{A7FEC79A-A4B5-4129-B691-15EC79755524}","{A7FEC79A-A4B5-4129-B691-15EC79755524}_2","N-S","OAK","8th","7th","West","OAK from 8th to 7th , West","8.0","8.0","Meter","2.0","Y","2-hr",,,"1899-12-30T00:00:00.000","1899-12-30T00:00:00.000","Mon - Sat","$2.00 per hour",,,"157.333129616","8:00 AM","6:00 PM",
