"company_name","address","swam_type","swam_cert","expiration_date","designation","vendor","contact_name","email","contact_numbers","nigp_code_1","nigp_code_2","nigp_code_3","nigp_code_4","nigp_code_5","nigp_code_6","nigp_code_7","nigp_code_8","nigp_code_9","nigp_code_10","nigp_code_11","nigp_code_12"
"TILE & TERRAZZO, LLC","1000 OBICI INDUSTRIAL BLVD SUFFOLK 23434","S","669096","7/17/2017",,"HCS","DAVID E RUSSELL","DERUSSELL@TILEANDTERRAZZO.COM","(P) (757)923-9100 / (F) (757)923-9400","36000 FLOOR COVERING, FLOOR COVERING INSTALLATION AND REMOVAL EQUIPMENT, AND SUPPLIES","90900 BUILDING CONSTRUCTION SERVICES, NEW (INCL. MAINTENANCE AND REPAIR SERVICES)","91400 CONSTRUCTION SERVICES, TRADE (NEW CONSTRUCTION)",,,,,,,,,
"B. W. WILSON PAPER COMPANY","PO BOX 11248 RICHMOND 23230","S","6308","7/29/2019",,"HCS","LARRY RAUPPIUS, JR.","LRAUPPIUSJR@BWWILSON.COM","(P) (804)358-6715 / (F) (804)358-4742","1555 PAPER AND SUPPLIES","61500 OFFICE SUPPLIES","20700 COMPUTER ACCESSORIES AND SUPPLIES",,,,,,,,,
"TENNIS COURTS, INC.","P. O. BOX 297 AYLETT 23009","S","10728","9/25/2017",,"59619","ELAINE OSBURN","TCIHERB@EROLS.COM","(P) (804)769-3030 / (F) (804)769-3206","80578 CONSTRUCTION, SURFACING AND REPAIR OF TENNIS COURTS AND MULTI-PURPOSE COURTS","91235","91265",,,,,,,,,
"Chesapeake Office Supply of Virginia, Inc.","1429 Crossways Blvd. Chesapeake 23320","S","665627","8/5/2019",,"22726","Paul Levitt","plevitt@chesapeakeofficesupply.com","(P) 424-0600 / (F) 424-7557","425 Office furniture","615 Office supplies, general",,,,,,,,,,
"BEACH CHEMICAL & PAPER CO., INC.","1356 LONDON BRIDGE ROAD VIRGINIA BEACH 23453","S","661966","8/18/2019",,"230","NANCY  DAVIS","NANCY@BEACHCHEMICAL.COM","(P) (757)427-2002 / (F) (757)430-1663","98338 JANITORIAL SUPPLIES","98334 CLEANING EQUIP","4577 VACUUMS",,,,,,,,,
"LS VIRTUAL ASSISTANT SERVICES, LLC","P.O. BOX 7102 HAMPTON 23666","MS","710957","7/9/2017",,"105997","LISA SANTOS","lisa@lsvirtualassisant.com","(P) (757)204-5782 / (F)","92000 WEB DESIGN AND DEVELOPMENT","91876 MARKETING CONSULTING","91820 BUSINESS CONSULTING, SMALL",,,,,,,,,
"A Graphics Experience dba A Graphics Experience","40 Banister Drive Hampton 23666","MS","694401","9/4/2017",,"3","Valencia Jowers","agraphicsxp@cox.net","(P) (757) 329-9699 / (F) (757) 766-2445","91522 MARKETING & GRAPHICS DESIGN/COMMUNICATION AND MEDIA RELATED SERVICES","71500 DESIGN PUBLICATIONS",,,,,,,,,,
"PARKER BATTERY, INC.","208 SOUTH ST. FRANKLIN 23851","S","660761","9/27/2019","Micro-Business","81062","SHAUN PARKER","SHAUN@PARKERBATTERY.COM","(P) (757)562-6084 / (F) (757)562-3692","99815 BATTERIES, STARTERS, ALTERNATORS","28712 WIRE","20710 CABLE","65515 STREAMLIGHT","68560 DURACELL PROCELL","71060 OPTIMA","45006 ACDELCO","83823 EAST PENN","72680 MOTOROLA","6009 DENSO","6012  LEECE NEVILLE",
"Business Forms Specialty Company","P.O. Box 9208 Hampton 23670","WS","7142","12/7/2019",,"332","Jennifer Brown","jbrown@bfs-inc.com","(P) (757) 827-9575 / (F) (757) 827-7946","39500 PRINTING","96600 BUSINESS FORMS",,,,,,,,,,
"Maginniss + Del Ninno Architects, PC","209 Commerce Street Alexandria 22314","S","649636","8/26/2019","Micro-Business","101651","Theresa Del Ninno","info@mdnarch.com","(P) (703) 548-0460 / (F) (703) 549-3324","90600 Architectural professional",,,,,,,,,,,
"Cardinal Design-Build, LLC","320 Cleveland Place, Suite B Virginia Beach 23462","WS","675032","6/2/2018","Micro-Business","93774","Richard M. Hamlet","RHAMLET@CARDINALDESIGN-BUILD.COM","(P) 757-627-7788 / (F) 757-557-6735","91200 91200   GENERAL CONTRACTING","90923 BUILDING CONSTRUCTION","62544 GENERAL CONSTRUCTION",,,,,,,,,
"BATTERY OUTLET, INC.","1608 CAMPOSTELLA ROAD CHESAPEAKE 23324","S","661098","9/17/2017",,,"MARKO CHARALAMBOUS","MARKO@BATTERYOUTLETINC.NET","(P) (757)545-4442 / (F) (757)545-4211","6009 BATTERIES","6012 BATTERIES",,,,,,,,,,
"CAPITOL LANDING HOME AND GARDEN CENTER, LLC dba CAPITOL LANDING MULCH","P.O. BOX 280 PROVIDENCE FORGE, VA   23140","S","716461","8/24/2018",,,"WAVERLY BROOKS","capitollandingmulch@gmail.com","(P) (804)815-9235","59595 MULCH AND PLAYGROUND CHIPS","33572 SOIL CONDITIONERS: COMPOST, MARINE HUMUS, SULFUR, SYNTHETIC POLYMERS, MULCH, ETC","54010 BRIDGE TIMBERS AND RAILROAD TIES, TREATED","54023�LUMBER, HARDWOOD, ALL KINDS","65050�SAFETY SURFACES, PLAYGROUND",,,,,,,
"VENTURE TOURS INC","600 SOUTH MILITARY HIGHWAY VIRGINIA BEACH 23464","S","649746","12/9/2019",,"10876","DARLENE HOOKS","DARLENE@VENTUREBUSTOURS.COM","(P) (757)494-1480 / (F) (757)494-1508","96178 CHARTER BUS COMPANY",,,,,,,,,,,
"FUN TOURS INC","520 NEWTOWN RD VIRGINIA BEACH 23462","S","699458","6/4/2018",,"14959","CHARLES  ELMORE","COREY@FUNTOURSINC.COM","(P) (757)853-2990 / (F) (757)855-0764","55670 PASSENGER CHARTER MOTOR COACH",,,,,,,,,,,
"EXPERT SERVICES OF VIRGINIA, INC. dba QUALITY MOVING SERVICES","P.O. BOX 331 CHESTERFIELD, VA   23832","MS","656651","8/23/2019",,,"VINCENT A. TUCKER","info@qmovingservices.com","(P) (804)796-4860 / (F) (804)861-8650","96256�MOVING SERVICES",,,,,,,,,,,
"BG OF TIDEWATER, LLC","2105 50TH STREET SUITE #2 HAMPTON 23661","WS","687707","4/22/2017","Micro-Business","101924","PAT FREEMAN","GARYPF7@YAHOO.COM","(P) (757)825-0908 / (F) (757)825-1977","6000 AUTOMOTIVE FUEL AND LUBRICATION PRODUCTS AND EQUIPMENT","7500 SHOP EQUIPMENT AND SUPPLIES","7589 TRAINING AIDS AND INSTRUCTIONAL EQUIPMENT AND SUPPLIES","40536 OIL, TRANSMISSION","40539 OIL, MOTOR OIL","7533 HAND TOOLS, AIR CONDITIONING",,,,,,
"TGIHM Thank Goodness Its Home Made","5208 Huntington Avenue Newport News 23607","WS","699235","9/1/2018","Micro-Business","102322","Robin Stippich","robin.stippich@gmail.com","(P) 692-5744 / (F)","37500 Bakery foods","37530 Cakes, cookies, pastry","38512 Bakery and confectionery.  Cakes, cookies pastries.","38518 Desserts","39334 Candy","57800 Candy, miscellaneous",,,,,,
"KLB Supply Group, Inc.","60 Bay Front Place Hampton 23664","WS","684936","8/22/2019",,"101359","Karen Gonzales","kgonzales5@cox.net","(P) (757) 876-6337 / (F)","42000 Furniture: Cafeteria, chapel, dormitory, household, library, lounge, school","48500 Janitorial supplies, general line","64500 Paper (for office and print shop use)","69000 Power generation equipment, accessories and supplies","72042 Pumping equipment and accessories (Packing, pump)","81522 & 81552 Gaskets: Flange, handhole and manhole, all types.  Packing, all kinds (except sheet): rod, shaft, valve stem, etc.","81540 Mechanical pump and shaft seals","91000 Building maintenance and repair services","93600 & 94100 Equipment maintenance, reconditioning, and repair services - general equipment.  Equipment maintenance, reconditioning, repair and related services - power generation.",,,
"BRITT'S INDUSTRIES INC.","40 HUDSON ST / SUITE 112 ANNAPOLIS, MD   21401","MS","708731","9/14/2018",,,"ELIZABETH BRITT","CONTACT@WOSBPRINTING.COM","(P) (410)266-8100 / (F) (410)224-3960","96600 PRINTING AND TYPESETTING SERVICES","96510 ALTERATIONS, PRINTING","96515 ARTWORK, CAMERA READY","96530 DESK TOP PUBLISHING SERVICES","96546 GRAPHIC DESIGN SERVICES FOR PRINTING",,,,,,,
"MAC-PAR SERVICES, LLC","PO BOX 9287 HAMPTON 23670","MS","5480","10/1/2017",,"HCS","DAVID N.  PARHAM","DPARHAM@MACPARSERVICES.COM","(P) (866)622-7271 / (F) (757)865-3388","91000 BUILDING MAINTENANCE & REPAIR SERVICES","91200 GENERAL CONSTRUCTION SERVICES","91047 LEAD ABATEMENT SERVICES","91240 DEMOLITION SERVICES","91038 INSULATION AND ASBESTOS INSTALLATION, MAINTENANCE, REPAIR AND REMOVAL SERVICES (INCLUDES INSPECTION AND MONITORING)","91450 HEATING, VENTILATING AND AIR CONDITIONING (HVAC)","91004 AIR DUCT CLEANING SERVICES","96239 HAULING SERVICES",,,,
"Continental Research Associates, Inc. dba Continental Research","4500 Colley Avenue Norfolk 23508","WS","657424","8/2/2019","Micro-Business","558","Nanci A. Glassman","nglassman@continentalresearchus.com","(P) (757) 489-4887 / (F) (757) 440-1549","96160 OPINION SURVEYS","91812 ANALYTICAL STUDIES AND SURVEYS","91876 MARKETING RESEARCH CONSULTING","96129 ECONOMIC IMPACT STUDIES","96150 EXPERT WITNESS FOR LITIGATION","92419 EDUCATIONAL RESEARCH SERVICES","96153 MARKETING SERVICES","95605 BUSINESS RESEARCH SERVICES","95670 RESEARCH SERVICES (NON-BUSINESS)",,,
"PROFESSIONAL PRINTING CENTER, INC.","817 YUPO COURT CHESAPEAKE 23320","S","656809","7/29/2019",,"11444","NORMAN WARD","BWARD@PROFESSIONALPRINTING.COM","(P)  (757)547-1990 / (F)  (757)547-1694","96600 COMMERCIAL PRINTING","96631    96636    96658    96659    96660    96661    96662    96663    96664    96676",,,,,,,,,,
"CHERRY CARPET INC. dba CHERRY CARPET","2915 LONDON BLVD PORTSMOUTH 23707","S","655751","5/23/2019",,"3192","ROSS CHERRY","ROSS@CHERRYCARPET.COM","(P) (757)397-5811 / (F) (757)397-6307","90945 SALES & INSTALLATION OF FLOOR COVERING PRODUCTS",,,,,,,,,,,
"GOVSOLUTIONS, INC. dba GOVSOLUTIONS, INC.","568 Central Drive, Suite 103 Virginia Beach 23454","MS","684669","10/5/2018","Service Disabled Veteran Owned","80627","Donna Long","donna@govsolutionsinc.com","(P) 757-430-7890 / (F) 757-257-0350","42500 Furniture, Office","42548 Furniture, Office custom made","47045 Furniture, Special Chair, stool etc.","42016 Dormitory furniture, metal","42000 Furniture, cafeteria, chapel etc.","42020 Dormitory furniture, wood","90948 Furnishings, artwork etc.","36076 Flooring, carpet and tiles","90900 Building construction services, new (including maintenance and repair services)","91200  91200  Construction services, general   (including maintenance and repair services)","41000 Furniture, healthcare and hospital",
"Aggregate Transportation Corporation t/a Atco Hauling","3041 Gum Court Chesapeake 23321","WS","11006","7/30/2017","Micro-Business","77597","Jackie Menefee","stopandgova@gmail.com","(P) 638-7795 / (F) 638-7918","962 Miscellaneous professional services (hauling services)",,,,,,,,,,,
"CREATIVE ENGRAVERS","5936 MONTPELIER DR WILLIAMSBURG 23188","WS","660706","7/19/2019","Micro-Business","585","ELAINE ELKINS","ELKINS828@COX.NET","(P) (757)206-1727 / (F)  (757)886-1089","5050 PLASTIC SIGNS AND NAME TAGS",,,,,,,,,,,
"SPACESAVER STORAGE SOLUTIONS LLC","10040 WHITESEL ROAD ASHLAND 23005","S","659234","8/29/2019",,"100548","MICHELE CRAIG","DAVID@SPACESAVERVA.COM","(P) (804)798-3701 / (F) (804)798-3718","42048 LIBRARY SHELVING, METAL","42052 LIBRARY SHELVING, WOOD","42066 MAILROOM FURNITURE: BINS, BOXES, CARTS, CONSOLES (INCLUDING WRAPPING CONSOLES), MAIL SYSTEMS, SORTERS, TABLES, ETC.","42503 BOOKCASES AND BOOKSHELVES, METAL AND WOOD","42562 RACKS, METAL, STATIONARY AND MOBILE","42568 ROTARY FILING SYSTEMS","42580 SHELVING, METAL (NOT LIBRARY OR SHOP)","42581 SHELVING, MOBILE, TRACK TYPE","45008, 56000 BINS, CABINETS, AND SHELVES, METAL (NOT OFFICE TYPE)  MATERIAL HANDLING AND STORAGE EQUIPMENT AND ALLIED ITEMS",,,
"HOMEMADES BY SUZANNE, INC.","102 N. RAILROAD AVE. ASHLAND 23005","WS","627032","9/10/2017",,"HCS","SUZANNE WOLSTENHOLME","SUZWOL@AOL.COM","(P) (804)775-2323 / (F) (804)775-2355","96115 CATERING","96138 BOXED LUNCHES/GIFT BASKETS","97165 BANQUET FACILITY",,,,,,,,,
"Coastal Forms & Data Products, Inc.","141 Enterprise Drive Newport News 23603","S","10325","8/28/2017",,"92718","Sharon Brown","sbrown@breegermediagroup.com","(P) 873-8806 / (F) 873-7619","966 Printing and related services (business forms - all types, digital printing, mailing services, ad specialties, commercial printing solutions)","NOTE: Owner Email: Bruce Breeger -  bruce@breegermediagroup.com",,,,,,,,,,
"Top Guard, Inc.","131 Kings Way Hampton 23669","WS","6254","6/25/2019",,"1724","Chris Stuart","chrisstuart@topguardinc.com","(P) 722-3961 / (F) 722-9902","99000  SECURITY, FIRE, SAFETY, & EMERGENCY SERVICES",,,,,,,,,,,
"WASHINGTON OFFICE INTERIORS, LLC","12354 CARROLL AVENUE ROCKVILLE, MD 20852","WS","710800","5/19/2017",,,"DENISE LaROSE","denise@washingtonoffice.com","(P) (301)770-4327/ (F) (301)906-0528","42500 OFFICE FURNITURE","41000 FURNITURE, HEALTHCARE","41500 FURNITURE, CHAPEL, CAFETERIA, LIBRARY, LOUNGE","91200 CONSTRUCTION SERVICES","91400 CONSTRUCTION",,,,,,,
"VIRGINIA COMMERCIAL SERVICES, INC.","703 H Howmet Drive Hampton 23661","S","10400","4/1/2018","Micro-Business","85236","Forrest Ward","vacosvc@gmail.com","(P) (757) 838-5400 / (F) (757) 838-5700","3100 HVAC, REFRIGERATION, RESTAURANT EQUIPMENT, ICE MACHINES, INSTALLATION & SERVICE",,,,,,,,,,,
"COLEMAN COMPREHENSIVE SOLUTIONS, LLC","P.O. BOX 1440 HAMPTON 23661","MS","716696","7/27/2018","Micro-Business",,"DR. TRINA L.  COLEMAN","TLCOLEMAN@COLEMANCOMP.SOLUTIONS","(P) (703)473-8645 / (F) (757)788-8833","91800 IT CONSULTING SERVICES","92400 EDUCATIONAL/TRAINING SERVICES",,,,,,,,,,
"Signs By Tomorrow dba Forlace Inc.","11712 Jefferson Ave Suite A Newport News 23606","WS","647494","3/28/2017","Micro-Business","31273","Linda C. Bassett","lindab@signsbytomorrow.com","(P) (757) 873-5777 / (F) (757) 873-5737","80100 SIGNS, VISUAL COMMUNICATION","80120 LETTERS AND NUMERALS","80156 AMERICAN DISABILITY ACT","80156 ADVERTISING","80159 BRAILLE","80160 CONSTRUCTION","80182 MAGNETIC","80183 METAL","80189 PLASTICS","80197 WOOD","25500 DECALS & STAMPS",
"Bryant-Ritter Electric Corporation","3935 South Military Highway Chesapeake 23321","WS","655870","1/29/2017",,"79177","Susan B. Ritter","sritter@bryantritter.com","(P) (757) 234-4100 / (F) (757) 410-0392","91438 ELECTRICAL CONTRACTOR","91232 CONSTRUCTION, STREET LIGHTING","91356 UNDERGROUND UTILITIES","91220 FIRE PROTECTION","99837 ELECTRICAL SUPPLIES",,,,,,,
"J. R. THARPE TRUCKING CO., INC.","201 ALGERENE DRAKES BRANCH 23937","S","653491","9/14/2018",,"100966","TIM THARPE","THARPETRUCKING@EMBARQMAIL.COM","(P) (434)767-4384 / (F)  (434)767-2360","97586 TRUCK AND VAN RENTAL OR LEASE","75035 CRUSHED STONE (INCLUDES RIPRAP)","96872 SNOW AND ICE REMOVAL SERVICES","75077 SAND AND GRAVEL","97534 EARTH MOVING EQUIPMENT (GRADERS, DOZERS, LOADERS, ETC.) RENTAL OR LEASE",,,,,,,
"Icube Systems, Inc. dba iCube Systems, Inc.","13302 Sturno Dr, Suite 108 Clifton 20124","MS","676356","2/19/2017",,"97866","Narayan (Ryan) Athreya","nvathreya@icubesys.com","(P) (703) 222-3636 / (F) (703) 995-0660","91829 COMPUTER SOFTWARE CONSULTING","92000 DATA PROCESSING, COMPUTER, AND SOFTWARE SERVICES","92014 APPLICATIONS SOFTWARE (FOR MINICOMPUTER SYSTEMS)","92045 SOFTWARE MAINTENANCE/SUPPORT","92063 SYSTEMS/EXECUTIVE SOFTWARE, MINICOMPUTER","20954 INTERNET AND WEB SITE SOFTWARE FOR MAIN FRAME COMPUTERS","20867 PROGRAMMING: BASIC, ASSEMBLER, COMPUTER ASSISTED SOFTWARE ENGINEERING TOOLS (CASE), LIBRARIES, ETC.","20854 INTERNET AND WEB SITE SOFTWARE FOR MICROCOMPUTERS","20837 DATABASE SOFTWARE","20845 EXPERT SYSTEM SOFTWARE",,
"B3 Enterprises, LLC","11799 Antietam Road Woodbridge 22192","MS","649181","5/1/2018",,"73064","Burnett Peters","Burnie@b3enterprisesllc.com","(P) (703) 963-5476 / (F) (703) 491-0903","100 Acoustical tile, insulating materials and supplies","31 Air conditioning, heating and ventilating: equipment, parts & accessories (A/C filters)","285 Electrical equipment and supplies except cable and wire (light fixtures)","420 Furniture: Cafeteria, chapel, dormitory, household, library, lounge,and school furniture","425 Office furniture","445 Hand tools (powered and non-powered), accessories and supplies","450 Hardware and related items","670 Plumbing equipment, fixtures and supplies.","630 Paint, protective coatings, varnish, wallpaper and related products",,,
"Hackworth Reprographics, Inc.","P.O. Box 5037 Chesapeake 23324","WS","650564","5/14/2018",,"23153","Dorothy Hackworth","dhackworth@hackworthrepro.com","(P) 545-7675 / (F) 545-6920","15 Blueline print paper","204 Plotters","207 Supplies for plotters","600 Large format engineering copying systems","939 Maintenance/large format copier systems","962 Laminating services","966 Reprographic services",,,,,
"Prestige Press, Inc.","610 Rotary Street Hampton 23661","WS","8599","7/14/2017",,"1879","Marvin A. Malish","amber@prestigepress.com","(P) (757) 826-5881 / (F) (757) 826-5884","96657 COMMERCIAL PRINTING, PRINTING OFFSET & DIGITAL","96660 PRINTING/COMMERCIAL",,,,,,,,,,
"OFFICE/PRO TECHNOLOGIES, INC. T/A OPTECH.NET","336 MCLAWS CIRCLE WILLIAMSBURG 23185","WS","8882","1/25/2020",,"1721","MARY LOU LOCKE","MLOCKE@OPTECH.NET","(P) (757)253-8650 / (F) (757)253-8632","91438 LOW VOLTAGE CABLING, CABLE SPLICING, TELECOMMUNICATION SERVICES","96218","91579",,,,,,,,,
"Project & Construction Management Services, Inc dba Project & Construction Management Services, Inc.","POST OFFICE BOX 1535 Ashland 23005","WS","657754","8/16/2019","Micro-Business","93843","Barbara  Waggoner","BPWAGGONER@GMAIL.COM","(P) (804)641-3817 / (F) (804)368-0073","55029 UNDER GROUND CONSTRUCTION","92586 UNDERGROUND LOCATING",,,,,,,,,,
"F1 COMPUTER SOLUTIONS, INC.","28 BLACKWELL PARK LANE 102 WARRENTON 20186","WS","668078","3/31/2017",,"HCS","MARY M. LIEB","MARY@F1COMPUTERSOLUTIONS.COM","(P) (540)349-5370 / (F) (540)349-8105","92031 INFORMATION TECHNOLOGY AND NETWORK SERVICES","92047 COMPUTER SUPPORT","92037 COMPUTER HARDWARE AND SOFTWARE","91830","91828","91829","92000","92029",,,,
"The Office Group","372-C Wythe Creek Road Poquoson 23662","WS","647291","8/15/2017",,"2248","Gail Wojciechowski","gwojo@theofficestore.com","(P) 868-0914 / (F) 868-0507","425 Office furniture","615 Office supplies, general","880 Visual education equipment and supplies - except projection lamps (audio visual equipment)",,,,,,,,,
"ASTYRA CORPORATION","411 E. FRANKLIN STREET, SUITE 105 RICHMOND 23219","MS","7160","3/16/2019",,"104836","KENNETH AMPY","INFO@ASTYRA.COM","(P) (804)433-1100 / (F)  (804)433-1101","91829 COMPUTER SOFTWARE CONSULTING","92040 PROGRAMMING SERVICES, COMPUTER","96269 PERSONELL SERVICES, TEMPORARY","96156 PROGRAM/PROJECT DEVELOPMENT AND MANAGEMENT SERVICES","92007 APPLICATIONS SOFTWARE FOR MICROCOMPUTER SYSTEMS: BUSINESS, MATHEMATICAL/STATISTICAL, MEDICAL, SCIENTIFIC, ETC.","92002 ACCESS SERVICES, DATA","95823 COMPUTER MANAGEMENT SERVICES","91830 COMPUTER NETWORK CONSULTING",,,,
"Spivey Pavement Markings Inc.","1209 International Plaza Chesapeake 23323","WS","653887","8/26/2019",,"2221","Nicole McGowan","nmcgowan@spiveypm.com","(P) (757) 962-0888 / (F) (757) 962-2802","91276 Pavement markings","55079 Traffic control devices, non-electric",,,,,,,,,,
"ABC Contracting Corp","P.O. Box 2468 Virginia Beach 23450","MS","698807","9/30/2019","Micro-Business","102615","Peter Dai Young Owen","pete@abccontracting.com","(P) 468-5440 / (F) 368-2223","1045 Exterior insulation and finish systems","90917 Athletic facility maintenance & repair","90937 Doors and windows","90963 Maintenance & repair: commercial and institutional and educational buildings.","91200 Construction services general (including maintenance & repair)","91800 Consulting services","91086 Siding installation and repair services","91078 Weather and waterproofing maintenance and repair.","91051 Masonry, concrete and stucco maintenance and repair services.",,,
"INTEGRATED SECURITY TECHNOLOGIES, INC.","520 HERNDON PARKWAY SUITE C HERNDON 20170","S","712626","9/9/2017",,"106485","KEITH SIDELL","ksidell@istonline.com","(P) (757) 285-5858  / (F) (703) 464-5836","99050 INSTALLATION OF SECURITY AND ALARM EQUIPMENT","68002 ACCESS CONTROL SYSTEMS AND SECURITY SYSTEMS","68032 BURGLAR ALARMS","90678 SECURITY SYSTEMS- INTRUDER AND SMOKE DETECTION - ARCHITECTURAL","92584 SECURITY SYSTEMS- INTRUDER AND SMOKE DETECTION/ENGINEERING","99022 CARD ACCESS SECURITY SERVICES","68087 SURVEILLANCE CAMERAS AND COUNTER-SURVEILLANCE EQUIPMENT AND SUPPLIES","91893 SECURITY/SAFETY CONSULTING","93673 SECURITY AND ACCESS SYSTEMS MAINTENANCE AND REPAIR","98166 SECURITY AND ACCESS SYSTEMS (AIRPORT, LIBRARY, HOSPITALS, ETC.) RENTAL OR LEASE","25740 HOMELAND SECURITY EQUIPMENT AND ACCESSORIES (NOT OTHERWISE CLASSIFIED)",
"MAC BUSINESS SOLUTIONS, INC.","9057 Gaither Road Gaithersburg 20877","MS","692570","5/19/2017",,"103557","Sunita  Tohan","sunita@mbsdirect.com","(P) (301)330-4074 / (F) (301)590-8142","20400 APPLE COMPUTER SALES, HARDWARE & PERIPHERALS","93921 APPLE COMPUTER REPAIR & UPGRADE SERVICES","93921 HP PRINTER REPAIR","20827 COMMUNICATION & NETWORK","84034 VIDEO EDITING EQUIPMENT","84069 VIDEO CAMERAS","84070 VIDEO CAMCORDERS","65529 DIGITAL CAMERAS","20477 LASER PRINTERS","20850 ADOBE SOFTWARE",,
"THE VIRGINIA LEGACY LLC","409 E. MAIN ST. 4 RICHMOND 23219","MS","1667","8/26/2017","Micro-Business","106750","MARLENE JONES","info@legacynewspaper.com","(P) (804)644-9060 / (F) (804)644-5617","71510 NEWSPAPER COMPANY (COMMUNICATION & MEDIA RELATED SERVICES)",,,,,,,,,,,
"FIRST RESPONDER SYSTEMS, LLC","901 CEDARWOOD TRACE CHESAPEAKE 23322","WS","694966","1/28/2018",,"HCS","DONNA PENDERGRASS","DONNA.PENDERGRASS@FIRSTRESPONDERSYSTEMS.COM","(P) (757)410-0353 / (F) (757)410-8447","46500 AEDS","99000 FIRST AID CPR AED TRAINING","34500 FIRST AID SUPPLIES",,,,,,,,,
"ATLANTIC ENVIRONMENTAL CONSTRUCTION CO dba ATLANTIC ENVIRONMENTAL CONSTRUCTION CO","924 Professional Place Chesapeake 23320","WS","650914","6/12/2018",,"27861","Joni P. Greene","joni@atlanticenvironmental.com","(P) (757) 548-4888 / (F) (757) 549-7824","91240 GENERAL CONTRACTOR - DEMOLITION","91038 INSULATION AND ASBESTOS INSTALLATION, MAINTENANCE, REPAIR AND REMOVAL SERVICES (INCLUDES INSPECTION AND MONITORING)","91047 LEAD ABATEMENT SERVICES","92658 LEAD AND ASBESTOS INSPECTION SERVICES","92678 REMEDIATION SERVICES, ENVIRONMENTAL","92645 HAZARDOUS MATERIAL AND WASTE SERVICES","91004 AIR DUCT CLEANING SERVICES","92630 CONTAMINATED SOIL SERVICES","92691 TANK TESTING AND DISPOSAL SERVICES, STORAGE (INCLUDING UNDERGROUND TYPES)",,,
"FAITH PRINTING","P.O. BOX 34066 RICHMOND 23234","MS","647320","7/28/2017","Micro-Business","HCS","WILBERT DAVIS","WILBERTDAVIS@MSN.COM","(P) (804)745-0667 / (F) (804)745-0628","96600 PRINTING & RELATED SERVICES","96631 ENVELOPE PRINTING","96636 FORMS PRINTING","96657 OFFSET PRINTING  96658  OFFSET PRINTING  96659  OFFSET PRINTING  96661  OFFSET PRINTING  96662  OFFSET PRINTING  96663  OFFSET PRINTING  96668  OFFSET PRINTING  96669  OFFSET PRINTING","96658",,,,,,,
"KINGSWAY PHYSICAL THERAPY L.L.C.","91 East Mercury Blvd. Hampton 23669","MS","675419","10/9/2017","Veteran Owned","106219","Oluwanishola Asenuga","sasenuga@kingswaypt.com","(P) (757) 224-9839 / (F) (757) 224-9839","91800 CONSULTING SERVICES","91838 EDUCATION & TRAINING CONSULTING","95221 COUNSELLING","46576 PHYSICAL THERAPY EQUIPMENT/SUPPLIES","94873 PHYSICAL FITNESS PROGRAMS","46582 REHABILITATION EQUIPMENTS","80562 PHYSCIAL EDUCATION EQUIPMENT, ADAPTIVE","78589 SCHOOL EQUIPMENT REQUIRED TO MEET THE NEED OF THE PHYSCIALLY HANDICAPPED","92400 EDUCATIONAL SERVICES","92419 EDUCATION RESEARCH SERVICES","91878 MEDICAL CONSULTING",
"JOHN DAVENPORT ENGINEERING, INC.","305 WEST FOURTH STREET, SUITE 2-A WINSTON-SALEM, NC 237101","MS","8710","6/1/2018",,,"JOHN M. DAVENPORT, JR., P.E.","JDAVENPORT@DAVENPORTWORLD.COM","(P) (336)744-1636 / (F) (336)458-9377","92593 TRANSPORTATION ENGINEERING SERVICES","92549 HIGHWAYS, STREETS, AIRPORT PAY-PARKING LOTS - ENGINEERING",,,,,,,,,,
"OLETA COACH LINES, INC.","P. O. BOX 466 WILLIAMSBURG 23187","MS","647385","2/26/2018",,"66809","HOWARD W. SMITH, JR.","OLETA_COACH_LINES@MSN.COM","(P) (757)253-1008 / (F) (757)253-1050","55600 MASS TRANSPORTATION, TRANSIT BUS","55660 COACH, TRANSIT (TOURING) CONVENTIONAL","55670 COACH, TRANSIT (TOURING) CUSTOM","96178 TRAVEL AGENCY, CHARTERING & TOUR GUIDE SERVICE",,,,,,,,
"LAYMAN CANDY COMPANY dba  LAYMAN DISTRIBUTING","1630 WEST MAIN STREET SALEM, VA   24153","WS","713996","10/13/2018",,,"GRETCHEN PRICE","GRETCHEN.PRICE@LAYMANDISTRIBUTING.COM","(P)  (540)389-2000/ (F) (540)389-2062","39300 WHOLESALE OF CANDY, GROCERIES, HEALTH AND BEAUTY, AUTOMOTIVE","66000 TOBACCO PRODUCTS",,,,,,,,,,
"P3 PERILLI PROMOTIONAL PRODUCTS, INC.","3814 MYSTIC COVE CT. VIRGINIA BEACH 23455","WS","665257","7/24/2017",,"HCS","PAULA PERILLI","P3PROMOTIONALPRODUCTS@GMAIL.COM","(P) (757)635-6349 / (F) (866)442-9146","3752 NOVELTIES, ADVERTISING SPECIALTIES PRODUCTS","3778 SOUVENIRS, PROMOTIONAL ADVERTISING, IMPRINTED PRODUCTS",,,,,,,,,,
