"company","doing_business_as","address_line_1","address_line_2","city","state","zip_code","registration_account","tax_type","location"
"CAMPBELL SALES COMPANY",,"1 CAMPBELL PLACE",,"CAMDEN","NJ","08103","1121821","Sweetened Beverage Home Rule","1 CAMPBELL PLACE
CAMDEN, NJ 08103
(39.939801, -75.108333)"
"CANADA ENTERPRISES LLC",,"411 PLUSH MILLS RD",,"WALLINGFORD","PA","19086","1120841","Sweetened Beverage Home Rule","411 PLUSH MILLS RD
WALLINGFORD, PA 19086
(39.909194, -75.364052)"
"CANADY ENTERPRISES CORP V","McDONALDS","600 E GRAND AVE",,"CHCAGO","IL","60611","1121283","Sweetened Beverage Home Rule","600 E GRAND AVE
CHCAGO, IL 60611
(41.892155, -87.608035)"
"CANADY ENTERPRISES CORP VII","McDONALDS","2301 S LAKE SHORE DRIVE",,"CHICAGO","IL","60616","1121282","Sweetened Beverage Home Rule","2301 S LAKE SHORE DRIVE
CHICAGO, IL 60616
(41.851239, -87.617965)"
"CANADY ENTERPRISES CORP X","McDONALDS ","500 W MADISON STREET",,"CHICAGO","IL","60661","1121281","Sweetened Beverage Home Rule","500 W MADISON STREET
CHICAGO, IL 60661
(41.881877, -87.640418)"
"CANARYVILLE INC","SAVE A LOT","4640 S HALSTED",,"CHICAGO","IL","60609","1121412","Sweetened Beverage Home Rule","4640 S HALSTED
CHICAGO, IL 60609
(41.809106, -87.645593)"
"CANDY GROCERY","SAI KNIPA CHICAGO INC ","1366 W OHIO ST",,"CHICAGO","IL","60642","1124072","Sweetened Beverage Home Rule","1366 W OHIO ST
CHICAGO, IL 60642
(41.892511, -87.662131)"
"CANPAX DISTRIBUTORS INC",,"263 BUCKINGHAM CT B-2",,"SCHAUMBURG","IL","60193","1122436","Sweetened Beverage Home Rule","263 BUCKINGHAM CT B-2
SCHAUMBURG, IL 60193
(42.023655, -88.046342)"
"CAPUTOS NEW FARM PRODUCE INC","ANGELO CAPUTOS FRESH MARKETS ","2400 N HARLEM AVE",,"ELMWOOD PARK","IL","60707","1121321","Sweetened Beverage Home Rule","2400 N HARLEM AVE
ELMWOOD PARK, IL 60707
(41.924791, -87.806253)"
"CARLOS FOOD INC",,"5261 W NORTH AVE",,"CHICAGO","IL","60639","1123122","Sweetened Beverage Home Rule","5261 W NORTH AVE
CHICAGO, IL 60639
(41.909446, -87.758029)"
"CARMELA FOODS DISTRIBUTING INC",,"18350 15 MILE ROAD",,"FRASER","MI","48026","1123734","Sweetened Beverage Home Rule","18350 15 MILE ROAD
FRASER, MI 48026
(42.553913, -82.933626)"
"CARNICENA LA GLORIA INC",,"2551 W 51ST STREET",,"CHICAGO","IL","60632","1123348","Sweetened Beverage Home Rule","2551 W 51ST STREET
CHICAGO, IL 60632
(41.801113, -87.688722)"
"CARNICENA Y FRUTENA LOS ALTOS","CARNICENA Y FRUTENA LOS ALTOS INC ","2959 W 40TH ST",,"CHICAGO","IL","60632","1124076","Sweetened Beverage Home Rule","2959 W 40TH ST
CHICAGO, IL 60632
(41.820916, -87.698428)"
"CARNICERIA EL NOVILLO",,"3505 S CENTRAL AVE",,"CICERO","IL","60804","1124065","Sweetened Beverage Home Rule","3505 S CENTRAL AVE
CICERO, IL 60804
(41.828754, -87.763295)"
"CARNICERIA EL PORVENIR INC",,"150 E KENSINGTON",,"CHICAGO","IL","60628","1123587","Sweetened Beverage Home Rule","150 E KENSINGTON
CHICAGO, IL 60628
(41.683952, -87.618615)"
"CARNICERIA EL TORITO INC",,"5830 W 16TH STREET",,"CICERO","IL","60804","1123575","Sweetened Beverage Home Rule","5830 W 16TH STREET
CICERO, IL 60804
(41.858233, -87.770462)"
"CARNICERIA JIMENEZ INC","CARNICERIAS JIMENEZ","4204-06 W NORTH AVE",,"CHICAGO","IL","60639","1121617","Sweetened Beverage Home Rule","4204-06 W NORTH AVE
CHICAGO, IL 60639
(41.909879, -87.73185)"
"CARNICERIA LA HACIENDA INC",,"3459 W 59TH STREET",,"CHICAGO","IL","60629","1122349","Sweetened Beverage Home Rule","3459 W 59TH STREET
CHICAGO, IL 60629
(41.786138, -87.710412)"
"CARNICERIA LA HACIENDA NO 2 IN",,"3629 W 63RD STREET",,"CHICAGO","IL","60629","1122350","Sweetened Beverage Home Rule","3629 W 63RD STREET
CHICAGO, IL 60629
(41.7788, -87.714114)"
"CARNICERIA LA HACIENDA NO 3 IN",,"2744 W 55TH STREET",,"CHICAGO","IL","60632","1122372","Sweetened Beverage Home Rule","2744 W 55TH STREET
CHICAGO, IL 60632
(41.793733, -87.693138)"
"CARNICERIA LA HACIENDA NO 4 IN",,"5153-59 S KEDZIE AVE",,"CHICAGO","IL","60632","1122351","Sweetened Beverage Home Rule","5153-59 S KEDZIE AVE
CHICAGO, IL 60632
(41.799112, -87.703718)"
"CARNICERIA LA MEJOR PRODUCE IN",,"2915 N MILWAUKEE AVE",,"CHICAGO","IL","60647","1124357","Sweetened Beverage Home Rule","2915 N MILWAUKEE AVE
CHICAGO, IL 60647
(41.934126, -87.715677)"
"CARNICERIA LA PROVIDENCIA","CARNICERIA LA PROVIDENCIA","1658 W 21ST ST",,"CHICAGO","IL","60608","1122438","Sweetened Beverage Home Rule","1658 W 21ST ST
CHICAGO, IL 60608
(41.854136, -87.667683)"
"CARNICERIA MARIBEL INC",,"1801 CERMAK",,"CHICAGO","IL","60608","1123577","Sweetened Beverage Home Rule","1801 CERMAK
CHICAGO, IL 60608"
"CARNICERIA RUIZ INC",,"3001 N KEDZIE AVE",,"CHICAGO","IL","60618","1123486","Sweetened Beverage Home Rule","3001 N KEDZIE AVE
CHICAGO, IL 60618
(41.935726, -87.707504)"
"CARNITAS Y SUPERMERCADO EL GIG","CARNITAS Y SUPERMERCADO EL GIGANTE","2500 N LARAMIE AVE",,"CHICAGO","IL","60639","1124048","Sweetened Beverage Home Rule","2500 N LARAMIE AVE
CHICAGO, IL 60639
(41.926156, -87.756235)"
"CARO INC","SUPERMARKET & TAQUERIA CARO","4937 W 47TH ST",,"CHICAGO","IL","60638","1123283","Sweetened Beverage Home Rule","4937 W 47TH ST
CHICAGO, IL 60638
(41.807583, -87.747043)"
"CARO INC","SUPERMARKET AND TAQUERIA CARO ","4937 WEST 47TH STREET",,"CHICAGO","IL","60638","1122800","Sweetened Beverage Home Rule","4937 WEST 47TH STREET
CHICAGO, IL 60638
(41.807583, -87.747043)"
"CASACCIO BRO INC","LEAMINGTON FOODS ","5467 W MADISON ST",,"CHICAGO","IL","60644","1121679","Sweetened Beverage Home Rule","5467 W MADISON ST
CHICAGO, IL 60644
(41.880217, -87.763806)"
"CASA DOMEX LLC","McDONALDS 29307","3241 W NORTH AVE",,"CHICAGO","IL","60647","1121236","Sweetened Beverage Home Rule","3241 W NORTH AVE
CHICAGO, IL 60647
(41.910058, -87.708737)"
"CATERING BY MICHAELS INC.",,"6203 PARK AVE.",,"MORTON GROVE","IL","60053","1120965","Sweetened Beverage Home Rule","6203 PARK AVE.
MORTON GROVE, IL 60053
(42.02828, -87.781969)"
"CCTT PETROLEUM INC","SOUTH  HOLLAND BP","951 E 162ND ST",,"SOUTH  HOLLAND","IL","60473","1122704","Sweetened Beverage Home Rule","951 E 162ND ST
SOUTH HOLLAND, IL 60473
(41.600809, -87.593922)"
"CENTER FOOD & LIQUOR INC",,"223 E 14 STREET",,"CHICAGO HEIGHTS","IL","60411","1123177","Sweetened Beverage Home Rule","223 E 14 STREET
CHICAGO HEIGHTS, IL 60411
(41.506159, -87.626992)"
"CENTRAL BOEKI CALIF LTD","CENTRAL BOEKI CALIF LTD","19801 RANCHO WAY  STE A",,"RANCHO DOMINGUEZ","CA","90220","1124233","Sweetened Beverage Home Rule","19801 RANCHO WAY STE A
RANCHO DOMINGUEZ, CA 90220
(33.850518, -118.22167)"
"CENTRAL GAS AND MINI MART LLC",,"1754 N CENTRAL AVE",,"CHICAGO","IL","60639","1122164","Sweetened Beverage Home Rule","1754 N CENTRAL AVE
CHICAGO, IL 60639
(41.913055, -87.765633)"
"CENTRAL PARK FOODS INC","CENTRAL PARK FOODS ","3604 W GRAND AVE",,"CHICAGO","IL","60506","1121665","Sweetened Beverage Home Rule","3604 W GRAND AVE
CHICAGO, IL 60506
(41.902337, -87.716726)"
"CENTRAL ROOSEVELT LLC","POP N PLACE/ SHALL","5559 W ROOSEVELT",,"CICERO","IL","60804","1123821","Sweetened Beverage Home Rule","5559 W ROOSEVELT
CICERO, IL 60804
(41.865622, -87.764228)"
"CERMAK AND RIVERSIDE INC",,"6701-09 CERMAK RD",,"BERWYN","IL","60402","1124214","Sweetened Beverage Home Rule","6701-09 CERMAK RD
BERWYN, IL 60402"
"CERMAK FIELDS LLC","CERMAK FRESH MARKET ","4000 W DIVERSY AVE",,"CHICAGO","IL","60639","1121666","Sweetened Beverage Home Rule","4000 W DIVERSY AVE
CHICAGO, IL 60639
(41.931774, -87.729452)"
"CERMAK FOOD","CERMAK FOODS ","4156 W CERMAK",,"CHICAGO","IL","60623","1121377","Sweetened Beverage Home Rule","4156 W CERMAK
CHICAGO, IL 60623
(41.851581, -87.729452)"
"CERMAK FOOD MARKET INC",,"2900 W CERMAK",,"CHICAGO","IL","60623","1122878","Sweetened Beverage Home Rule","2900 W CERMAK
CHICAGO, IL 60623
(41.851864, -87.699685)"
"CERMAK PRODUCE INC","CERMAK PRODUCE ","4605 W CERMAK ROAD",,"CICERO","IL","60804","1121656","Sweetened Beverage Home Rule","4605 W CERMAK ROAD
CICERO, IL 60804
(41.851301, -87.739999)"
"CERMAK PRODUCE NO 11 INC","CERMAK PRODUCE ","7220 S CICERO",,"BEDFORD PARK","IL","60629","1121662","Sweetened Beverage Home Rule","7220 S CICERO
BEDFORD PARK, IL 60629"
"CERMAK PRODUCE NO 12 INC","CERMAK PRODUCE ","3303 S HALSTED STREET",,"CHICAGO","IL","60608","1121663","Sweetened Beverage Home Rule","3303 S HALSTED STREET
CHICAGO, IL 60608
(41.834163, -87.645966)"
"CERMAK PRODUCE NO 15 INC","CERMAK PRODUCE ","6623 N DAMEN AVE",,"CHICAGO","IL","60645","1121664","Sweetened Beverage Home Rule","6623 N DAMEN AVE
CHICAGO, IL 60645
(42.002813, -87.680303)"
"CERMAK PRODUCE NO 5 LTD","CERMAK PRODUCE ","3435 S ARCHER AVE",,"CHICAGO","IL","60608","1121657","Sweetened Beverage Home Rule","3435 S ARCHER AVE
CHICAGO, IL 60608
(41.831333, -87.676229)"
"CERMAK PRODUCENO 6 INC","CERMAK PRODUCE ","4234 N KEDZIE AVE",,"CHICAGO","IL","60618","1121658","Sweetened Beverage Home Rule","4234 N KEDZIE AVE
CHICAGO, IL 60618
(41.958242, -87.708144)"
"CERMAK PRODUCE NO 7 INC","CERMAK PRODUCE ","1711 W CERMAK ROAD",,"CHICAGO","IL","60608","1121659","Sweetened Beverage Home Rule","1711 W CERMAK ROAD
CHICAGO, IL 60608
(41.852306, -87.668751)"
"CERMAK PRODUCE NO 8 INC","CERMAK PRODUCE ","5220 S PULASKI RD",,"CHICAGO","IL","60632","1121660","Sweetened Beverage Home Rule","5220 S PULASKI RD
CHICAGO, IL 60632
(41.797996, -87.72337)"
"CERMAK PRODUCE NO 9 INC","CERMAK PRODUCE ","3311 W 26TH STREET",,"CHICAGO","IL","60623","1121661","Sweetened Beverage Home Rule","3311 W 26TH STREET
CHICAGO, IL 60623
(41.844499, -87.708268)"
"CERTCO INC",,"5321 VERONA RD",,"MADISON","WI","53711","1120847","Sweetened Beverage Home Rule","5321 VERONA RD
MADISON, WI 53711
(43.019384, -89.471104)"
"CERTIFIED FOOD PLAZA INC","GROCERY BASKET ","351 E 103RD ST",,"CHICAGO","IL","60628","1123958","Sweetened Beverage Home Rule","351 E 103RD ST
CHICAGO, IL 60628
(41.707306, -87.614178)"
"CHAMBERS AND OWENS INC.",,"1733 MORSE ST",,"JANESVILLE","WI","53545","1123592","Sweetened Beverage Home Rule","1733 MORSE ST
JANESVILLE, WI 53545
(42.723616, -89.001743)"
"CHAPALA INC","SUPERMERCADO & CARNICENA CHAPALA","7117 N CLARK",,"CHICAGO","IL","60626","1123103","Sweetened Beverage Home Rule","7117 N CLARK
CHICAGO, IL 60626
(42.012, -87.674552)"
"CHARLIES SUPERMARKET INC",,"2941 W MONTROSE AVE",,"CHICAGO","IL","60618","1123219","Sweetened Beverage Home Rule","2941 W MONTROSE AVE
CHICAGO, IL 60618
(41.961251, -87.702351)"
"CHATHAM FOOD MARKET CORP","CHATHAM FOOD MARKET CORP ","327-EAST 79TH STREET",,"CHICAGO","IL","60619","1121671","Sweetened Beverage Home Rule","327-EAST 79TH STREET
CHICAGO, IL 60619
(41.751085, -87.616871)"
"CHATHAM MEAT MART INC",,"8329 S COTTAGE GROVE AVENUE",,"CHICAGO","IL","60619","1124230","Sweetened Beverage Home Rule","8329 S COTTAGE GROVE AVENUE
CHICAGO, IL 60619
(41.743003, -87.604928)"
"CHAVA GROCERY INC",,"2349 S CALIFORNIA AVE",,"CHICAGO","IL","60608","1123158","Sweetened Beverage Home Rule","2349 S CALIFORNIA AVE
CHICAGO, IL 60608
(41.848668, -87.695351)"
"CHETAK CHICAGO LLC",,"1111 E LAKE ST",,"STREAMWOOD","IL","60107","1122186","Sweetened Beverage Home Rule","1111 E LAKE ST
STREAMWOOD, IL 60107
(41.979348, -88.135145)"
"CHICAGO 08 INC",,"6859 S LOOMIS",,"CHICAGO","IL","60636","1123118","Sweetened Beverage Home Rule","6859 S LOOMIS
CHICAGO, IL 60636
(41.768772, -87.659079)"
"CHICAGO 15 FOOD MART INC",,"10404 MAYFIELD AVE",,"OAK LAWN","IL","60453","1123134","Sweetened Beverage Home Rule","10404 MAYFIELD AVE
OAK LAWN, IL 60453
(41.702836, -87.767056)"
"CHICAGO AVE FOOD MART AVE",,"5142 W CHICAGO AVE",,"CHICAGO","IL","60651","1122981","Sweetened Beverage Home Rule","5142 W CHICAGO AVE
CHICAGO, IL 60651
(41.894966, -87.754749)"
"CHICAGO AVENUE MARATHON INC",,"801 N CICERO",,"CHICAGO","IL","60651","1121871","Sweetened Beverage Home Rule","801 N CICERO
CHICAGO, IL 60651
(41.895233, -87.7458)"
"CHICAGO BEVERAGE SYSTEMS LLC","CHICAGO BEVERAGE SYSTEMS","441 N KILBOURN AVE",,"CHICAGO","IL","60624","1124102","Sweetened Beverage Home Rule","441 N KILBOURN AVE
CHICAGO, IL 60624
(41.888235, -87.738166)"
"CHICAGO CENTRAL PARK FOOD MART",,"3608 W CHICAGO AVE",,"CHICAGO","IL","60651","1122860","Sweetened Beverage Home Rule","3608 W CHICAGO AVE
CHICAGO, IL 60651
(41.895489, -87.716615)"
"CHICAGO CITY DISTRIBUTORS INC.",,"7728 W. 99TH ST.",,"HICKORY HILLS","IL","60457","1120959","Sweetened Beverage Home Rule","7728 W. 99TH ST.
HICKORY HILLS, IL 60457
(41.711392, -87.811834)"
"CHICAGO EXPRESS QUICK MART INC",,"5604 W CHICGO AVE NUM 06",,"CHICAGO","IL","60651","1123035","Sweetened Beverage Home Rule","5604 W CHICGO AVE NUM 06
CHICAGO, IL 60651"
"CHICAGO FIESTA MARKET INC",,"939 E IRVING PARK ROAD",,"STREAMWOOD","IL","60107","1121628","Sweetened Beverage Home Rule","939 E IRVING PARK ROAD
STREAMWOOD, IL 60107
(42.009233, -88.16079)"
"CHICAGO FRANCHISE GROUP LLC","NESTLE TOLL HOUSE CAFÉ BY CHIP ","804 ORLAND SQUARE DR",,"ORLAND PARK","IL","60462","1123916","Sweetened Beverage Home Rule","804 ORLAND SQUARE DR
ORLAND PARK, IL 60462
(41.622193, -87.850328)"
"CHICAGO IMPORT AND EXPORT INTE",,"1706-1708 E 79TH ST",,"CHICAGO","IL","60649","1124369","Sweetened Beverage Home Rule","1706-1708 E 79TH ST
CHICAGO, IL 60649
(41.751528, -87.582852)"
"CHICAGO IMPORT INC","CHICAGO IMPORT INC","3801-11 W LAWRENCE AVENUE",,"CHICAGO","IL","60625","1123453","Sweetened Beverage Home Rule","3801-11 W LAWRENCE AVENUE
CHICAGO, IL 60625
(41.968315, -87.723382)"
"CHICAGOLAND BEVERAGE COMPANY","CBC SPECIALTY BEVERAGE","2056 W WALNUT STREET",,"CHICAGO","IL","60612","1122455","Sweetened Beverage Home Rule","2056 W WALNUT STREET
CHICAGO, IL 60612
(41.885826, -87.678964)"
"CHICAGOLAND DELI LLC","PULASKI POLISH DELI AND BAKERY ","7141 W ADDISON ST",,"CHICAGO","IL","60634","1122778","Sweetened Beverage Home Rule","7141 W ADDISON ST
CHICAGO, IL 60634
(41.945315, -87.804794)"
"CHICAGOLAND REFRESHMENTS INC",,"10100 W FRANKLIN AVE",,"FRANKLIN PARK","IL","60131","1121633","Sweetened Beverage Home Rule","10100 W FRANKLIN AVE
FRANKLIN PARK, IL 60131
(41.939493, -87.879746)"
"CHICAGO MINI MART INC",,"5511 N LINCOLN AVE",,"CHICAGO","IL","60625","1123635","Sweetened Beverage Home Rule","5511 N LINCOLN AVE
CHICAGO, IL 60625
(41.981966, -87.693118)"
"CHICAGO ORIENTAL WHOLESALE MARKET INC","CHICAGO ORIENTAL WHOLESALE MARKET INC","1902 S. LUMBER STREET",,"CHICAGO","IL","60616","1124477","Sweetened Beverage Home Rule","1902 S. LUMBER STREET
CHICAGO, IL 60616
(41.8565, -87.637328)"
"CHICAGO PALM INCORPORATED","THE PALM","323 E WACKER DRIVE",,"CHICAGO","IL","60601","1123106","Sweetened Beverage Home Rule","323 E WACKER DRIVE
CHICAGO, IL 60601
(41.887769, -87.619653)"
"CHICAGO PHILLY STOP",,"1600 W LAKE STREET",,"CHICAGO","IL","60612","1124091","Sweetened Beverage Home Rule","1600 W LAKE STREET
CHICAGO, IL 60612
(41.885328, -87.667136)"
"CHICAGO PRODUCE INC","CHICAGO PRODUCE ","3500 W LAWERENCE",,"CHICAGO","IL","60625","1121642","Sweetened Beverage Home Rule","3500 W LAWERENCE
CHICAGO, IL 60625"
"CHICAGO SILVERSMITN","HHC TRS CHICAGO","10 S. WABASH AVE",,"CHICAGO","IL","60603","1124905","Sweetened Beverage Home Rule","10 S. WABASH AVE
CHICAGO, IL 60603
(41.881845, -87.626213)"
"CHICAGO VENDING INC","CHICAGO VENDING","2101 WEST 21ST STREET",,"BROADVIEW","IL","60155","1120921","Sweetened Beverage Home Rule","2101 WEST 21ST STREET
BROADVIEW, IL 60155
(41.851123, -87.858232)"
"CHINATOWN MARKET INC./GROCERY RETAIL",,"2121 S. ARCHER AVE",,"CHICAGO","IL","60616","1124582","Sweetened Beverage Home Rule","2121 S. ARCHER AVE
CHICAGO, IL 60616
(41.854181, -87.63216)"
"CHIN LAND ASIAN FOOD MARKET LL",,"2515 W PETERSON AVE",,"CHICAGO","IL","60659","1123462","Sweetened Beverage Home Rule","2515 W PETERSON AVE
CHICAGO, IL 60659
(41.990442, -87.692697)"
"CHI TOWN GROUP LLC","CHIC TOWN FOOD AND LIQUOR ","5002 N PULASKI ROAD",,"CHICAGO","IL","60630","1122154","Sweetened Beverage Home Rule","5002 N PULASKI ROAD
CHICAGO, IL 60630
(41.971953, -87.72811)"
"CHOWDHURY CORPORATION","SUNDARBAN FISH BAZAR","2200 W DEVON AVE",,"CHICAGO","IL","60659","1123214","Sweetened Beverage Home Rule","2200 W DEVON AVE
CHICAGO, IL 60659
(41.997796, -87.685505)"
"CHRISTIANAS HEAVEN INC",,"3335 W CHICAGO AVE",,"CHICAGO","IL","60651","1123772","Sweetened Beverage Home Rule","3335 W CHICAGO AVE
CHICAGO, IL 60651
(41.895536, -87.710302)"
"CHRIST PANOS FOODS CORP",,"1465 INDUSTRIAL DRIVE",,"ITASCA","IL","60143","1121370","Sweetened Beverage Home Rule","1465 INDUSTRIAL DRIVE
ITASCA, IL 60143
(41.969724, -87.991322)"
"CHRIS VENDING INC",,"10413 WASHINGTON AVE",,"OAK LAWN","IL","60453","1120906","Sweetened Beverage Home Rule","10413 WASHINGTON AVE
OAK LAWN, IL 60453
(41.702955, -87.758496)"
"CICERO 26 CORPORATION","McDONALDS ","4320 N CICERO",,"CHICAGO","IL","60646","1121275","Sweetened Beverage Home Rule","4320 N CICERO
CHICAGO, IL 60646"
"CICERO CITGO INC",,"5737 W ROOSEVELT RD",,"CICERO","IL","60804","1121704","Sweetened Beverage Home Rule","5737 W ROOSEVELT RD
CICERO, IL 60804
(41.86555, -87.76836)"
"CICERO GAS AND FOOD INC","MOBIL ","4804 W MADISON STREET",,"CHICAGO","IL","60644","1122943","Sweetened Beverage Home Rule","4804 W MADISON STREET
CHICAGO, IL 60644
(41.880554, -87.745669)"
"CICERO QUCIK STOP INC",,"10 S CICERO AVE",,"CHICAGO","IL","60644","1122148","Sweetened Beverage Home Rule","10 S CICERO AVE
CHICAGO, IL 60644
(41.87992, -87.745281)"
"CIGARETTES ETC INC",,"6820 W WINDSOR AVE",,"BERWYN","IL","60402","1122414","Sweetened Beverage Home Rule","6820 W WINDSOR AVE
BERWYN, IL 60402
(41.833005, -87.793852)"
"CINCO HERMANAS FOOD AND LIQUOR",,"3900 W 31ST ST",,"CHICAGO","IL","60623","1123918","Sweetened Beverage Home Rule","3900 W 31ST ST
CHICAGO, IL 60623
(41.836927, -87.72188)"
"CIRCLE S MART",,"4757 W NORTH AVE",,"CHICAGO","IL","60639","1122065","Sweetened Beverage Home Rule","4757 W NORTH AVE
CHICAGO, IL 60639
(41.909604, -87.745536)"
"CITGO AT HOMAN INC",,"3357 W HARRISON ST",,"CHICAGO","IL","60624","1122954","Sweetened Beverage Home Rule","3357 W HARRISON ST
CHICAGO, IL 60624
(41.873635, -87.71061)"
"CITGO OF CHICAGO INC",,"721 W 103RD ST",,"CHICAGO","IL","60628","1123416","Sweetened Beverage Home Rule","721 W 103RD ST
CHICAGO, IL 60628
(41.706937, -87.641222)"
"CITGO WESTERN INC",,"225 N WESTERN AVE",,"CHICAGO","IL","60612","1123986","Sweetened Beverage Home Rule","225 N WESTERN AVE
CHICAGO, IL 60612
(41.885452, -87.686514)"
"CITY BEVERAGE MARKHAM LLC","LAKESHORE BEVERAGE ","1401 E. ALGOQUIN ROAD",,"ARLINGTON HEIGHTS","IL","60005","1121430","Sweetened Beverage Home Rule","1401 E. ALGOQUIN ROAD
ARLINGTON HEIGHTS, IL 60005"
"CITY BEVERAGES-MARKHAM LLC","LAKESHORE BEVERAGE","2064 W 167TH STREET",,"MARKHAM","IL","60426","1124317","Sweetened Beverage Home Rule","2064 W 167TH STREET
MARKHAM, IL 60426
(41.586335, -87.667207)"
"CITY FOOD GROCERY INC",,"4832 N CUMBLERLAND AVENUE",,"NORRIDGE","IL","60706","1123939","Sweetened Beverage Home Rule","4832 N CUMBLERLAND AVENUE
NORRIDGE, IL 60706
(41.967624, -87.836767)"
"CITY FOOD MARKET INC","CITY FOOD MARKET ","1682 DOLTON ST",,"CALUMET CITY","IL","60409","1121823","Sweetened Beverage Home Rule","1682 DOLTON ST
CALUMET CITY, IL 60409
(41.630753, -87.56665)"
"CITY FRESH MARKET INC",,"3201 W DEVON AVE",,"CHICAGO","IL","60654","1123475","Sweetened Beverage Home Rule","3201 W DEVON AVE
CHICAGO, IL 60654
(41.997344, -87.709969)"
"CITY FRESH METRA MARKET INC",,"1515 W EVERETT RD",,"LAKE FOREST","IL","60045","1123476","Sweetened Beverage Home Rule","1515 W EVERETT RD
LAKE FOREST, IL 60045
(42.221933, -87.884212)"
"CKM INC","BP GAS ","12701 S PAULINA",,"CALUMET PARK","IL","60827","1122959","Sweetened Beverage Home Rule","12701 S PAULINA
CALUMET PARK, IL 60827
(41.662573, -87.663301)"
"CLARK DOLLAR MARKET INC",,"7354 N CLARK ST",,"CHICAGO","IL","60626","1122970","Sweetened Beverage Home Rule","7354 N CLARK ST
CHICAGO, IL 60626
(42.015428, -87.675122)"
"CLARK MINI MART INC",,"6761 N CLARK ST",,"CHICAGO","IL","60626","1123461","Sweetened Beverage Home Rule","6761 N CLARK ST
CHICAGO, IL 60626
(42.004858, -87.672958)"
"CLOVER CLUB BOTTLING COMPANY I",,"356 N. KILBOURN",,"CHICAGO","IL","60624","1120952","Sweetened Beverage Home Rule","356 N. KILBOURN
CHICAGO, IL 60624
(41.887072, -87.738118)"
"CLYBOURN MARKET INC",,"2807 N CLYBOURN",,"CHICAGO","IL","60618","1123595","Sweetened Beverage Home Rule","2807 N CLYBOURN
CHICAGO, IL 60618
(41.932409, -87.67826)"
"CM 159TH","BP GAS ","5548 W 159TH ST",,"OAK FOREST","IL","60452","1122960","Sweetened Beverage Home Rule","5548 W 159TH ST
OAK FOREST, IL 60452"
"COACHVEND LLC",,"8417 BELOIT AVE",,"BRIDGEVIEW","IL","60455","1121382","Sweetened Beverage Home Rule","8417 BELOIT AVE
BRIDGEVIEW, IL 60455
(41.738199, -87.806594)"
"COFFEE TIME LLC",,"2525 S 11TH STREET",,"NILES","MI","49120","1122540","Sweetened Beverage Home Rule","2525 S 11TH STREET
NILES, MI 49120
(41.780197, -86.250583)"
"COG OPERATING CO INC","McDONALDS ","22 W 421 ARMY TRAIL RD",,"ADDISON","IL","60101","1121392","Sweetened Beverage Home Rule","22 W 421 ARMY TRAIL RD
ADDISON, IL 60101"
"COLD AND HOT MINI MART INC",,"26 MADISON STREET",,"OAK PARK","IL","60302","1124223","Sweetened Beverage Home Rule","26 MADISON STREET
OAK PARK, IL 60302
(41.880124, -87.775871)"
"COLLIN MANAGEMENT LLC","McDONALDS ","633 MEACHAM RD",,"ELK GROVE VILLAGE","IL","60007","1121297","Sweetened Beverage Home Rule","633 MEACHAM RD
ELK GROVE VILLAGE, IL 60007
(42.007204, -88.045794)"
"COLONY FOOD AND LIQUOR INC",,"7555 S RACINE",,"CHICAGO","IL","60620","1122338","Sweetened Beverage Home Rule","7555 S RACINE
CHICAGO, IL 60620
(41.756173, -87.653893)"
"COMANJA INC","TERESITA FOOD","2400 S HOMAN AVE",,"CHICAGO","IL","60623","1123216","Sweetened Beverage Home Rule","2400 S HOMAN AVE
CHICAGO, IL 60623
(41.847915, -87.710031)"
"COMMERCIAL FOOD SYSTEMS INC.",,"8460 S. THOMAS AVE.",,"BRIDGEVIEW","IL","60455","1120957","Sweetened Beverage Home Rule","8460 S. THOMAS AVE.
BRIDGEVIEW, IL 60455
(41.737322, -87.805369)"
"COMMUNITY FOOD MART & RESTAURANT INC",,"16174 QUAIL CT",,"ORLAND HILLS","IL","60487","1124503","Sweetened Beverage Home Rule","16174 QUAIL CT
ORLAND HILLS, IL 60487
(41.597504, -87.843853)"
"COMMUNITY GROCERY LLC",,"3336 W BRYN MAWR AVENUE",,"CHICAGO","IL","60659","1124227","Sweetened Beverage Home Rule","3336 W BRYN MAWR AVENUE
CHICAGO, IL 60659
(41.983022, -87.712761)"
"COMPASS GROUP USA INC","CANTEEN VENDING CHGO CENTRAL VENDING","2400 YORKMONT ROAD",,"CHARLOTTE","NC","28217","1124451","Sweetened Beverage Home Rule","2400 YORKMONT ROAD
CHARLOTTE, NC 28217
(35.189785, -80.91932)"
"CONN GROUP INC","MCDONALDS","9128 S CICERO AVENUE",,"OAK LAWN","IL","60453","1123606","Sweetened Beverage Home Rule","9128 S CICERO AVENUE
OAK LAWN, IL 60453
(41.726719, -87.741095)"
