"incident_number","incident_date","shift_color","specific_incident_code_and","generic_incident_code","generic_incident_description","incident_category","streetnumber","streetprefix","streetname","streettype","city","civilian_casualty","firefighter_casualty","property_loss","property_value","responding_unit","responding_unit_in_or_out","responding_unit_district","responding_unit_district_1","turnout_time","travel_time","response_time_minutes","first_arriving","latitude","longitude","location","lastarrivingfirstalarm","onscndate","dispdate","citydst"
"01-002258","2001-03-10T00:02:32.000",,"440 Electrical  wiring/equipment problem  other","400","Hazardous Condition (no fire)","Non-Fire Call","950",,"RIVERSIDE","DR","Chattanooga","0","0","0","0","ENGINE 4","OUT","1001","Station 10","1.73","7.35","9.08","Y","35.051692618561304","-85.29601679813344","POINT (-85.296016798133 35.051692618561)","Y","2001-03-10T00:11:58.000","2001-03-10T00:02:53.000","8"
"01-002275","2001-03-10T15:30:02.000",,"444 Power line down","400","Hazardous Condition (no fire)","Non-Fire Call","853",,"ST ELMO","AVE","Chattanooga","0","0","0","0","ENGINE 4","IN","401","Station 4","0.3","8.2","8.5","Y",,,,"Y","2001-03-10T15:41:54.000","2001-03-10T15:33:24.000",
"01-002287","2001-03-10T20:38:50.000",,"110 Structure fire  other (conversion only)","100","Fire","Fire Call","4735",,"BRIARWOOD","DR","Chattanooga","0","0","0","0","ENGINE 15","OUT","602","Station 6","1.6","10.22","11.82","Y","35.08465066562262","-85.19073884319499","POINT (-85.190738843195 35.084650665623)","N","2001-03-10T20:51:03.000","2001-03-10T20:39:14.000","5"
"01-002309","2001-03-11T12:36:26.000",,"740 Unintentional transmission of alarm  other","700","False Alarm & False Call","Non-Fire Call","1130","E","3RD","ST","Chattanooga",,,,,"LADDER 1","OUT","704","Station 7","0.88","6.62","7.5","Y","35.04627413710877","-85.28656217298979","POINT (-85.28656217299 35.046274137109)","Y","2001-03-11T12:44:38.000","2001-03-11T12:37:08.000","8"
"01-002310","2001-03-11T12:38:06.000",,"140 Natural vegetation fire  other","100","Fire","Fire Call","3652",,"SAPULPA","ST","Chattanooga",,,,,"ENGINE 4","IN","405","Station 4","1","7.28","8.28","Y","35.07209626710508","-85.23312379952391","POINT (-85.233123799524 35.072096267105)","Y","2001-03-11T12:46:55.000","2001-03-11T12:38:38.000","5"
"01-002325","2001-03-11T18:46:01.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2626",,"WALKER","RD","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","1.12","6.27","7.38","Y","35.05502979486216","-85.13803963980594","POINT (-85.138039639806 35.055029794862)","Y","2001-03-11T18:56:28.000","2001-03-11T18:49:05.000","6"
"01-002332","2001-03-11T22:59:14.000",,"710 Malicious  mischievous false call  other","700","False Alarm & False Call","Non-Fire Call","100",,"MOCCASIN BEND","RD","Chattanooga","0","0","0","0","ENGINE 1","OUT","1701","Station 17","1.68","6.97","8.65","Y","35.02739454910373","-85.3354605521305","POINT (-85.33546055213 35.027394549104)","N","2001-03-11T23:08:08.000","2001-03-11T22:59:29.000","1"
"01-002344","2001-03-12T10:58:25.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","5700",,"INTERSTATE 75",,"Chattanooga","0","0","0","0","ENGINE13","IN","1303","Station 13","3.65","5.98","9.63","Y",,,,"Y","2001-03-12T11:12:57.000","2001-03-12T11:03:19.000",
"01-002347","2001-03-12T12:01:12.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1","E","11TH","ST","Chattanooga","0","0","0","0","ENGINE 1","IN","103","Station 1","0.57","6.7","7.27","Y","35.04391592568851","-85.30923074011174","POINT (-85.309230740112 35.043915925689)","Y","2001-03-12T12:09:07.000","2001-03-12T12:01:51.000","8"
"01-002356","2001-03-12T15:17:21.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","0",,"HIGHWAY 27",,"Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","1.75","6.42","8.17","Y",,,,"Y","2001-03-12T15:26:36.000","2001-03-12T15:18:26.000",
"01-002370","2001-03-12T20:00:40.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1907",,"ROSEBROOK","DR","Chattanooga","0","0","0","0","ENGINE13","OUT","2101","Station 21",,,"9.45","Y","35.024577394878314","-85.15025936026196","POINT (-85.150259360262 35.024577394878)","N","2001-03-12T20:16:50.000","2001-03-12T20:07:23.000","4"
"01-002388","2001-03-13T09:01:20.000",,"110 Structure fire  other (conversion only)","100","Fire","Fire Call","4602",,"ELDRIDGE","RD","Chattanooga","0","0","0","0","LADDER3","OUT","1901","Station 19","2.35","5.07","7.42","Y","35.12750966292771","-85.2625979298759","POINT (-85.262597929876 35.127509662928)","Y","2001-03-13T09:10:43.000","2001-03-13T09:03:18.000","2"
"01-002430","2001-03-14T15:43:36.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","802","N","MOORE","RD","Chattanooga","0","0","0","0","ENGINE 15","IN","1506","Station 15","1.8","10.63","12.43","Y","35.02301566254031","-85.22271629753378","POINT (-85.22271629753402 35.02301566254)","Y","2001-03-14T15:56:55.000","2001-03-14T15:44:29.000","5"
"01-002438","2001-03-14T18:21:50.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","1200",,"PREMIER","DR","Chattanooga","0","0","0","0","ENGINE8","IN","803","Station 8","2.23","5.38","7.62","Y","35.013987410236275","-85.18847531525098","POINT (-85.188475315251 35.013987410236005)","Y","2001-03-14T18:29:54.000","2001-03-14T18:22:17.000","6"
"01-002445","2001-03-14T21:07:53.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2626",,"WALKER","RD","Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","1.62","5.42","7.03","Y","35.05502979486216","-85.13803963980594","POINT (-85.138039639806 35.055029794862)","Y","2001-03-14T21:15:12.000","2001-03-14T21:08:10.000","6"
"01-002453","2001-03-15T02:17:33.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","3000",,"INTERSTATE 24",,"Chattanooga",,,,,"ENGINE 9","IN","901","Station 9","2.05","5","7.05","Y",,,,"Y","2001-03-15T02:27:17.000","2001-03-15T02:20:14.000",
"01-002454","2001-03-15T03:51:42.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4008",,"DENHAM","RD","Chattanooga","0","0","0","0","ENGINE 4","IN","404","Station 4","1.98","5.13","7.12","Y","35.08085581944019","-85.22946824753446","POINT (-85.229468247534 35.08085581944)","Y","2001-03-15T03:59:10.000","2001-03-15T03:52:03.000","5"
"01-002481","2001-03-15T21:35:49.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","214","S","MOORE","RD","Chattanooga","0","0","0","0","ENGINE 15","OUT","1302","Station 13","1.3","5.82","7.12","Y","35.009991075138544","-85.22980636319818","POINT (-85.229806363198 35.009991075139)","Y","2001-03-15T21:43:28.000","2001-03-15T21:36:21.000","6"
"01-002489","2001-03-16T07:37:33.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","8200",,"INTERSTATE 75",,"Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","1.05","8.83","9.88","Y",,,,"Y","2001-03-16T07:48:36.000","2001-03-16T07:38:43.000",
"01-002502","2001-03-16T17:12:05.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5530",,"HIXSON","PIKE","Chattanooga","0","0","0","0","SQUAD 1","OUT","1901","Station 19","1.05","14.17","15.22","Y","35.144916100411564","-85.22468154157062","POINT (-85.224681541571 35.144916100412)","Y","2001-03-16T17:30:43.000","2001-03-16T17:15:30.000","3"
"01-002514","2001-03-17T01:51:13.000",,"500 Service Call  other","500","Service Call","Non-Fire Call","1401","E","23RD","ST","Chattanooga","0","0","0","0","ENGINE 5","IN","500","Station 5","3.82","3.3","7.12","Y","35.02188069723584","-85.29060886840179","POINT (-85.290608868402 35.021880697236)","Y","2001-03-17T01:58:47.000","2001-03-17T01:51:40.000","8"
"01-002521","2001-03-17T07:36:35.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","8200",,"INTERSTATE 75",,"Chattanooga","0","0","0","0","ENGINE8","IN","802","Station 8","2.97","6.3","9.27","Y",,,,"Y","2001-03-17T07:48:40.000","2001-03-17T07:39:24.000",
"01-002538","2001-03-17T20:32:53.000",,"651 Smoke scare  odor of smoke","600","Good Intent Call","Non-Fire Call","1316",,"JOINER","RD","Chattanooga",,,,,"LADDER4","OUT","2101","Station 21","1.55","8.2","9.75","Y","35.01191635202887","-85.16236908433206","POINT (-85.162369084332 35.011916352029)","Y","2001-03-17T20:43:07.000","2001-03-17T20:33:22.000","4"
"01-002544","2001-03-18T00:16:10.000",,"500 Service Call  other","500","Service Call","Non-Fire Call","2234","E","25TH","ST","Chattanooga","0","0","0","0","ENGINE 9","IN","902","Station 9","3","4.35","7.35","Y","35.013919899296496","-85.28063254728643","POINT (-85.280632547286 35.013919899296)","Y","2001-03-18T00:23:37.000","2001-03-18T00:16:16.000","8"
"01-002569","2001-03-19T08:13:34.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","7400",,"INTERSTATE 75",,"Chattanooga","0","0","0","0","ENGINE13","OUT","802","Station 8","2.92","12.58","15.5","Y",,,,"Y","2001-03-19T08:29:40.000","2001-03-19T08:14:10.000",
"01-002575","2001-03-19T12:05:54.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","2525",,"DE SALES","AVE","Chattanooga",,,,,"ENGINE 15","OUT","408","Station 4","2.1","5.17","7.27","Y","35.04023700574846","-85.26203809445185","POINT (-85.262038094452 35.040237005748)","Y","2001-03-19T12:14:55.000","2001-03-19T12:07:39.000","9"
"01-002584","2001-03-19T15:36:31.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","3518",,"CHANDLER","AVE","Chattanooga",,,,,"SQUAD 1","OUT","1402","Station 14","2.68","5.83","8.52","Y","35.00977490394389","-85.31373539962401","POINT (-85.313735399624 35.009774903944)","Y","2001-03-19T15:45:20.000","2001-03-19T15:36:49.000","7"
"01-002601","2001-03-19T21:53:59.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5600",,"INTERSTATE 24",,"Chattanooga","0","0","0","0","ENGINE13","IN","1303","Station 13","1.58","9.87","11.45","Y",,,,"N","2001-03-19T22:08:47.000","2001-03-19T21:57:20.000",
"01-002612","2001-03-20T09:38:58.000",,"140 Natural vegetation fire  other","100","Fire","Fire Call","5603",,"SHADY BRANCH","DR","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","2.63","11.93","14.57","Y","35.153406388491305","-85.27694246282984","POINT (-85.27694246283 35.153406388491)","Y","2001-03-20T09:54:19.000","2001-03-20T09:39:45.000","1"
"01-002615","2001-03-20T10:05:46.000",,"444 Power line down","400","Hazardous Condition (no fire)","Non-Fire Call","2516",,"AVALON","CIR","Chattanooga","0","0","0","0","LADDER3","OUT","1601","Station 16","1.2","6.68","7.88","Y","35.08899437641176","-85.29492259041298","POINT (-85.294922590413 35.088994376412)","Y","2001-03-20T10:14:09.000","2001-03-20T10:06:16.000","2"
"01-002617","2001-03-20T10:29:35.000",,"440 Electrical  wiring/equipment problem  other","400","Hazardous Condition (no fire)","Non-Fire Call","3400",,"THROUGH","ST","Chattanooga","0","0","0","0","ENGINE 4","OUT","1501","Station 15","2.33","5.8","8.13","Y","35.04398275001465","-85.239786745542","POINT (-85.23978674554202 35.043982750015)","Y","2001-03-20T10:38:38.000","2001-03-20T10:30:30.000","9"
"01-002620","2001-03-20T12:32:11.000",,"444 Power line down","400","Hazardous Condition (no fire)","Non-Fire Call","4024",,"DODSON","AVE","Chattanooga","0","0","0","0","ENGINE 4","IN","404","Station 4","1.13","9.45","10.58","Y",,,,"Y","2001-03-20T12:44:12.000","2001-03-20T12:33:37.000",
"01-002627","2001-03-20T15:21:16.000",,"730 System malfunction  other","700","False Alarm & False Call","Non-Fire Call","3715",,"KINGS","RD","Chattanooga","0","0","0","0","ENGINE10","OUT","603","Station 6","2.75","8.6","11.35","Y","35.0978461959206","-85.20278386981992","POINT (-85.20278386982 35.097846195921)","Y","2001-03-20T15:33:21.000","2001-03-20T15:22:00.000","3"
"01-002639","2001-03-20T19:09:52.000",,"652 Steam  vapor  fog or dust thought to be smoke","600","Good Intent Call","Non-Fire Call","1949",,"GUNBARREL","RD","Chattanooga","0","0","0","0","ENGINE13","OUT","2101","Station 21","1.82","7.42","9.23","Y","35.02915791515363","-85.15616425496374","POINT (-85.156164254964 35.029157915154)","N","2001-03-20T19:20:46.000","2001-03-20T19:11:32.000","4"
"01-002642","2001-03-20T23:00:31.000",,"440 Electrical  wiring/equipment problem  other","400","Hazardous Condition (no fire)","Non-Fire Call","3812",,"CHERWOOD","LN","Chattanooga","0","0","0","0","ENGINE8","OUT","602","Station 6","1.32","7.98","9.3","Y","35.06962684275371","-85.21074646322228","POINT (-85.210746463222 35.069626842754005)","Y","2001-03-20T23:12:01.000","2001-03-20T23:02:43.000","5"
"01-002682","2001-03-22T12:53:39.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","5700",,"INTERSTATE 75",,"Chattanooga",,,,,"ENGINE8","OUT","1303","Station 13","0.33","7","7.33","Y",,,,"N","2001-03-22T13:05:24.000","2001-03-22T12:58:04.000",
"01-002737","2001-03-24T00:35:20.000",,"710 Malicious  mischievous false call  other","700","False Alarm & False Call","Non-Fire Call","329",,"CELESTIAL","LN","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","2.05","6.5","8.55","Y","35.1708669289125","-85.23897293975531","POINT (-85.238972939755 35.170866928913)","Y","2001-03-24T00:45:03.000","2001-03-24T00:36:30.000","1"
"01-002770","2001-03-25T01:07:56.000",,"350 Extrication  rescue  other","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4600",,"HIGHWAY 27",,"Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","2.75","5.85","8.6","Y",,,,"N","2001-03-25T01:17:17.000","2001-03-25T01:08:41.000",
"01-002773","2001-03-25T06:02:05.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","3211",,"NAVAJO","DR","Chattanooga","0","0","0","0","ENGINE 15","IN","1507","Station 15","2.08","5.55","7.63","Y","35.019514432066224","-85.25708033428717","POINT (-85.25708033428701 35.019514432066)","Y","2001-03-25T06:10:14.000","2001-03-25T06:02:36.000","9"
"01-002782","2001-03-25T17:35:23.000",,"140 Natural vegetation fire  other","100","Fire","Fire Call","4500",,"10TH","AVE","Chattanooga","0","0","0","0","ENGINE 9","IN","902","Station 9","1.07","6.37","7.43","Y","34.990944972890084","-85.28792971857871","POINT (-85.287929718579 34.99094497289)","Y","2001-03-25T17:43:22.000","2001-03-25T17:35:56.000","7"
"01-002783","2001-03-25T18:01:20.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","7831",,"OLD LEE","HWY","Chattanooga","0","0","0","0","ENGINE8","OUT","1200","Station 12","1.12","5.98","7.1","Y","35.070228653711794","-85.11360808529271","POINT (-85.113608085293 35.070228653712)","Y","2001-03-25T18:10:04.000","2001-03-25T18:02:58.000","4"
"01-002826","2001-03-27T01:49:33.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","6577",,"ESQUIRE","LN","Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","4.13","7.95","12.08","Y","35.167781007751","-85.23469619270665","POINT (-85.234696192707 35.167781007751)","Y","2001-03-27T02:02:34.000","2001-03-27T01:50:29.000","3"
"01-002828","2001-03-27T02:44:24.000",,"440 Electrical  wiring/equipment problem  other","400","Hazardous Condition (no fire)","Non-Fire Call","906","S","GREENWOOD","AVE","Chattanooga","0","0","0","0","ENGINE 9","OUT","501","Station 5","2.33","7.43","9.77","Y","35.03277209389119","-85.28420856904762","POINT (-85.284208569048 35.032772093891)","Y","2001-03-27T02:54:42.000","2001-03-27T02:44:56.000","9"
"01-002830","2001-03-27T05:30:26.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","4740",,"NORCROSS","RD","Chattanooga","0","0","0","0","SQUAD 1","OUT","1901","Station 19","3.13","15.15","18.28","Y","35.14014093795026","-85.2516972518138","POINT (-85.251697251814 35.14014093795)","Y","2001-03-27T05:53:08.000","2001-03-27T05:34:51.000","2"
"01-002847","2001-03-27T19:10:28.000",,"110 Structure fire  other (conversion only)","100","Fire","Fire Call","4832",,"SARASOTA","DR","Chattanooga","0","0","0","0","LADDER3","OUT","1901","Station 19","2.63","6.52","9.15","Y","35.12032633905274","-85.23495837031882","POINT (-85.234958370319 35.120326339053)","Y","2001-03-27T19:20:23.000","2001-03-27T19:11:14.000","3"
"01-002858","2001-03-28T06:04:35.000",,"110 Structure fire  other (conversion only)","100","Fire","Fire Call","1820","W","54TH","ST","Chattanooga","0","1","0","0","ENGINE 9","OUT","1402","Station 14","1.85","7.77","9.62","Y",,,,"Y","2001-03-28T06:29:22.000","2001-03-28T06:19:45.000",
"01-002859","2001-03-28T06:11:35.000",,"410 Combustible/flammable gas/liquid conditn other","400","Hazardous Condition (no fire)","Non-Fire Call","4600",,"HIGHWAY 27",,"Chattanooga","0","0","0","0","ENGINE 22","IN","2202","Station 22","3.37","9.55","12.92","Y",,,,"Y","2001-03-28T06:27:07.000","2001-03-28T06:14:12.000",
"01-002868","2001-03-28T12:05:52.000",,"320 Emergency medical service  other (conversion o","300","Rescue & Emergency Medical Service (EMS)","Non-Fire Call","2902",,"DODSON","AVE","Chattanooga","0","0","0","0","ENGINE 4","IN","404","Station 4","1.2","17.08","18.28","Y","35.07085187507882","-85.25084447800296","POINT (-85.250844478003 35.070851875079)","Y","2001-03-28T12:25:08.000","2001-03-28T12:06:51.000","9"
"01-002869","2001-03-28T12:28:55.000",,"140 Natural vegetation fire  other","100","Fire","Fire Call","6701",,"BONNY OAKS","DR","Chattanooga",,,,,"ENGINE8","IN","801","Station 8","3.25","3.92","7.17","Y","35.072219392530336","-85.15855162154814","POINT (-85.15855162154801 35.07221939253)","Y","2001-03-28T12:37:19.000","2001-03-28T12:30:09.000","6"
