"supplier_name","supplier_number","payment_number","payment_date","invoice_number","invoice_date","payment_total","po_number","receipt_number","department","account_description","fund_description","cost_center_description","minority_owned","small_business","women_owned","city","state","zip","country","vendor_id","days_to_pay","compliant_indicator"
"Water Environment Federation","305949","2137620","2016-03-07T00:00:00.000","90443855","2015-11-04T00:00:00.000","1228.2","534438","133555","Public Works","Instructional Materials &  Supplies","Interceptor Sewer Operations","ISS Liquid Handling","No","No","No","Alexandria,","VA,","22314-1994","US","571","124","No"
"Eastside Utility Dist","022765","2220357","2021-07-09T00:00:00.000","95-908078-01 0621","2021-06-28T00:00:00.000","760.32","554975","327804","Fire","Sewer","General Fund","Fire Station # 7","No","No","No","Chattanooga,","TN,","37422-2037","US","99","11","Yes"
"Tenn American Water Co","068508","2076311","2013-02-04T00:00:00.000","2601046838 0113","2013-01-29T00:00:00.000","146.07",,,"Parks Management","Water","General Fund","Parks Admin","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","6","Yes"
"Tenn American Water Co","068508","2088828","2013-08-27T00:00:00.000","15056604 0813","2013-08-20T00:00:00.000","151.03",,,"Public Works","Water","General Fund","Shared Maint - TN Riverpark Downtown","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","7","Yes"
"Lee-Smith Inc","039980","2194889","2019-07-10T00:00:00.000","0106220815","2019-07-03T00:00:00.000","57.5","534257","251225","Public Works","Vehicle Parts","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Chattanooga,","TN,","37407","US","156","7","Yes"
"Tenn American Water Co","068508","2140483","2016-04-28T00:00:00.000","08594105 0416","2016-04-19T00:00:00.000","1668.18",,,"Public Works","Water","General Fund","Shared Maint - TN Riverpark Downtown","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","9","Yes"
"Nationwide Recovery Service","863997","2207045","2020-05-19T00:00:00.000","32823","2020-04-08T00:00:00.000","29.98","539171","284394","Undefined","AP Collection Agency Fee NRS","General Fund","Not Required","No","No","No","Norcross,","GA,","30092","US","91770","41","No"
"COS Business Products & Interiors","012286","2078349","2013-03-08T00:00:00.000","1525589-0","2013-03-04T00:00:00.000","299.97","517932","60675","Human Services","Office Supplies & Stationery","2013 LIHEAP","LIHEAP - Outreach","No","No","No","Chattanooga,","TN,","37406","US","47","4","Yes"
"Hagan & Stone Wholesale Inc","874140","2212927","2020-12-03T00:00:00.000","446163","2020-11-17T00:00:00.000","3026","553173","304562","Public Works","Pipe & Fittings","Water Quality Mgmt Operations","Water Quality Maintenance & Operation","No","Yes","No","Tompkinsville,","KY,","42167","US","1174774","16","Yes"
"Canon Solutions America","866161","2213481","2020-12-21T00:00:00.000","22177752","2020-11-30T00:00:00.000","80.19","552282","306652","Police","Office Machine Rental","General Fund","Internal Affairs","No","No","No","Chicago,","IL,","60693-0149","US","190422","21","Yes"
"NCS Pearson Inc","752396","2112193","2014-11-07T00:00:00.000","4545518","2014-10-15T00:00:00.000","1239.06",,,"Youth & Family Development","Classroom/Childcare Supplies","2015 Head Start","Head Start Centers","No","No","No","Chicago,","IL,","60693","US","6539","23","Yes"
"United Elevator Services LLC","873296","2199992","2019-11-13T00:00:00.000","C030183","2019-11-01T00:00:00.000","90","548110","265705","Public Works","Elevator Maintenance","General Fund","Building Maintenance","No","No","No","Knoxville,","TN,","37901","US","994754","12","Yes"
"Nationwide Recovery Service","863997","2147213","2016-08-26T00:00:00.000","12438","2016-08-05T00:00:00.000","23.94","539171","146624","Finance & Admin","Collection Expense","General Fund","City Court Clerk's Office","No","No","No","Norcross,","GA,","30092","US","91770","21","Yes"
"Roberson, Lori A","752183","2100873","2014-04-03T00:00:00.000","8430LW","2014-03-06T00:00:00.000","150","522003","83364","General Gov't & Agencies","Court Reporter & Transcriber Fees","Liability Insurance","Judgments & Cost","No","No","Yes","Chattanooga,","TN,","37419","US","6349","28","Yes"
"Crystal Springs Water Co","479607","2136035","2016-02-08T00:00:00.000","10407130 110115","2015-11-01T00:00:00.000","18.6",,,"Fire","Food & Ice","General Fund","Fire Deputy Chief Admin","No","No","No","Dallas,","TX,","75266-0579","US","1027","99","No"
"East Tenn Grading Inc","531863","2052695","2012-02-02T00:00:00.000","512071-RET10204","2011-12-20T00:00:00.000","5836.39",,,"Undefined","Retainage Payable","Public Works Capital Projects","Not Required","No","No","No","Chattanooga,","TN,","37416","US","1220","44","No"
"Shred-It USA LLC","736573","2074526","2013-01-03T00:00:00.000","9401271466","2012-12-13T00:00:00.000","105","511960","57462","Police","Other Contracted Service","General Fund","Police Facilities & Security","No","No","No","Charlotte,","NC,","28290-5384","US","3063","21","Yes"
"Comcast","185443","2059095","2012-05-14T00:00:00.000","834916014-0512","2012-04-28T00:00:00.000","71",,,"Parks Management","Internet & Cable Services","General Fund","Recreation Admin","No","No","No","Chattanooga,","TN,","37422","US","377","16","Yes"
"Chase Services LLC","864809","2203358","2020-02-12T00:00:00.000","219-21878","2019-07-01T00:00:00.000","450","543279","274888","Public Works","Plumbing","General Fund","Building Maintenance","No","Yes","No","Chattanooga,","TN,","37421","US","120098","226","No"
"Lee-Smith Inc","039980","2060719","2012-06-06T00:00:00.000","AI20243","2012-05-11T00:00:00.000","55.2","505161","44902","General Services","Vehicle Parts","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37407-2843","US","156","26","Yes"
"Best One","744123","2065682","2012-08-17T00:00:00.000","6009941","2012-08-01T00:00:00.000","545.4","503508","49550","General Services","Tires & Tubes","Municipal Garage","Rep & Maint - Amnicola Garage","No","No","No","Chattanooga,","TN,","37408","US","4074","16","Yes"
"Hamilton County Chancery Court","715650","2155896","2017-03-03T00:00:00.000","136M C 020(11)","2017-02-06T00:00:00.000","374.48",,,"Undefined","AP Property Tax Bankruptcy Suspense","General Fund","Not Required","No","No","No","Chattanooga,","TN,","37402","US","2191","25","Yes"
"Warren Services","742000","2095533","2013-12-17T00:00:00.000","55950","2013-10-10T00:00:00.000","100.8","524005","77396","Youth & Family Development","Other Contracted Service","2014 Head Start","Head Start Centers","No","No","No","Ringgold,","GA,","30736","US","3747","68","No"
"Aaron's Pest Control","741400","2075846","2013-01-25T00:00:00.000","41039","2012-12-18T00:00:00.000","20","0034079","57745","Public Works","Exterminating Service","Solid Waste Operations","Compost Waste Center","No","No","No","Chattanooga,","TN,","37412","US","3657","38","No"
"Wilson Reporting Agency","719462","5009452","2020-11-03T00:00:00.000","19805","2020-10-07T00:00:00.000","1338","558849","301527","General Gov't & Agencies","Court Reporter & Transcriber Fees","Liability Insurance","Judgments & Cost","Yes","No","Yes","Chattanooga,","TN,","37402","US","2216","27","Yes"
"Rainbow Creek Apts","739807","2188507","2019-02-18T00:00:00.000","0119 ATELLIS","2019-02-07T00:00:00.000","500","552901","235886","Youth & Family Development","Supportive Services Rents","2019 Community Services Block Grant (CSBG)","CSBG - Housing","No","No","No","Chattanooga,","TN,","37421","US","3466","11","Yes"
"Tenn American Water Co","068508","2146013","2016-08-04T00:00:00.000","08594877 0716","2016-07-28T00:00:00.000","17.96",,,"Public Works","Water","General Fund","Park Mgmt - Admin","No","No","No","Pittsburgh,","PA,","15250-7880","US","217","7","Yes"
"Triad Corporation","649591","2132725","2015-11-25T00:00:00.000","50004522-1","2015-11-16T00:00:00.000","17313.23","524729","126187","Public Works","Electrical","Interceptor Sewer Operations","ISS Plant Maintenance","No","No","No","Chattanooga,","TN,","37408","US","1644","9","Yes"
"Mostellers Wrecker Inc","047888","2124645","2015-06-30T00:00:00.000","145322","2015-06-09T00:00:00.000","149","511699","114220","General Services","Wrecker Service","Municipal Garage","Rep & Maint - 12th & Park Garage","No","Yes","Yes","Cleveland,","TN,","37320","US","176","21","Yes"
"City Disposal Services LLC","751425","2066680","2012-09-04T00:00:00.000","393712","2012-07-07T00:00:00.000","27.38","0028194","50414","General Gov't & Agencies","Bldg & Grounds Maintenance","Public Library","Library - Northgate Branch","No","No","No","Chattanooga,","TN,","37406","US","5707","59","No"
"Ooltewah Nursery & Landscaping","594404","2158772","2017-05-01T00:00:00.000","5814","2017-04-28T00:00:00.000","2010","539167","166468","Transportation","Dirt mix, Mulch, Topsoil","Department of Transportation Capital Projects","Trans Bike - Broad St Projected Bike Lanes","No","No","No","Ooltewah,","TN,","37363","US","1448","3","Yes"
"Southern Ionics","675605","2177914","2018-06-07T00:00:00.000","516611","2018-05-09T00:00:00.000","3948.81","540618","206730","Public Works","Dechlorination Chemicals","Interceptor Sewer Operations","ISS Liquid Handling","No","No","No","Atlanta,","GA,","31193-4557","US","1909","29","Yes"
"Brenntag Mid-South Inc","151363","2064632","2012-07-31T00:00:00.000","BMS250672","2012-07-06T00:00:00.000","5532","0027321","48670","Public Works","Chlorine","Interceptor Sewer Operations","ISS Liquid Handling","No","No","No","Chicago,","IL,","60686-0037","US","346","25","Yes"
"Two Rivers Roofing Inc","863128","2065664","2012-08-16T00:00:00.000","515131-#6576","2012-08-08T00:00:00.000","52880","515131","49244","General Gov't & Agencies","CIP Expense","Gen Government Capital Projects","GG Cap - Warehouse on Main Street","No","No","No","Madison,","TN,","37115","US","55456","8","Yes"
"All Seasons Lawn Care","706751","2114285","2014-12-19T00:00:00.000","575154","2014-11-21T00:00:00.000","397.88","501196","101451","Public Works","Debris Removal & Cleanup","General Fund","Blighted Property Abatement","Yes","Yes","No","Chattanooga,","TN,","37422","US","2130","28","Yes"
"Baker & Taylor Co","005049","2053162","2012-02-10T00:00:00.000","5011827095","2012-01-25T00:00:00.000","83.16","510574","38976","General Gov't & Agencies","Books Library","Bicentennial Library","Library - Downtown Branch-Central Office","No","No","No","Atlanta,","GA,","30384-7930","US","18","16","Yes"
"American Public Works Assoc/APWA","257042","2109145","2014-09-11T00:00:00.000","TCAPWA2014","2014-09-02T00:00:00.000","640",,,"Public Works","Registration Fees","Water Quality Mgmt Operations","Water Quality Public Education","No","No","No","Athens,","TN,","37303","US","474","9","Yes"
"Cintas Corporation No. 2","868273","2133816","2015-12-18T00:00:00.000","475728599","2015-11-25T00:00:00.000","12.75","527768","127147","Public Works","Floor Mat / Scrapper Rental","Solid Waste Operations","Compost Waste Center","No","No","No","Cincinatti,","OH,","45263-0910","US","384675","23","Yes"
"Hamilton County Herald Inc","863439","2142791","2016-06-09T00:00:00.000","181665","2016-05-12T00:00:00.000","49.22","533575","140756","General Gov't & Agencies","Advertising","Regional Planning Agency","RPA - Agency Operations","No","No","No","Chattanooga,","TN,","37404","US","63644","28","Yes"
"Electric Motor Sales & Supply","021720","2133666","2015-12-16T00:00:00.000","1023-400888","2015-11-19T00:00:00.000","230","512650","127895","Public Works","Electrical Supplies, Bulbs, Etc","General Fund","Shared Maint - TN Riverpark Downtown","No","No","No","Cary,","NC,","27512-1510","US","93","27","Yes"
"Talley, Terry","865027","2055244","2012-03-15T00:00:00.000","011912TALLEYT","2012-01-19T00:00:00.000","13.48",,,"Parks Management","Meeting Expense","General Fund","Parks Admin","No","No","No","Harrison,","TN,","37341","US","135115","56","No"
"AT&T","067654","2065285","2012-08-10T00:00:00.000","3571101","2012-08-01T00:00:00.000","1139.25",,,"General Gov't & Agencies","Telephone Service","General Fund","Telephone Systems","No","No","No","Carol Stream,","IL,","60197-9011","US","216","9","Yes"
"Ace Lock & Key Service","000362","2194186","2019-06-24T00:00:00.000","18050","2019-05-21T00:00:00.000","69.5","542339","249510","Public Works","Locksmith","Interceptor Sewer Operations","ISS Plant Maintenance","No","No","No","Chattanooga,","TN,","37407-3033","US","2","34","No"
"Material Matters Inc","752128","2124638","2015-06-30T00:00:00.000","2015208","2015-05-29T00:00:00.000","4926.99","514934","115081","Public Works","Bio-Hazard / Environmental Services","Interceptor Sewer Operations","ISS Solid Handling","No","No","Yes","Elizabethtown,","PA,","17022","US","6299","32","No"
"American Planning Association","867934","2171817","2018-02-08T00:00:00.000","265051-1817","2018-01-19T00:00:00.000","352","545049","193303","General Gov't & Agencies","Dues","Regional Planning Agency","RPA - Agency Operations","No","No","No","Carol Stream,","IL,","60197-4291","US","346648","20","Yes"
"CDM Smith Inc","866634","2177743","2018-06-06T00:00:00.000","90044858","2018-06-01T00:00:00.000","40799.9","539464","206868","Public Works","CIP Infrastructure","Water Quality Mgmt Capital","Water Qual Cap - East Lake Water Quality Restoration","No","No","No","Atlanta,","GA,","30384-0902","US","203582","5","Yes"
"Signal Industrial Products Crp","206723","2142975","2016-06-13T00:00:00.000","359739-1","2016-05-31T00:00:00.000","834.81",,,"Public Works","Valve Parts","Interceptor Sewer Operations","ISS Liquid Handling","No","No","No","Chattanooga,","TN,","37401","US","396","13","Yes"
"Kleen-A-Matic Rental Uniforms","040348","2127954","2015-08-25T00:00:00.000","0402883","2015-08-12T00:00:00.000","41.58","527781","119587","Fire","Clothing & Linen Service","General Fund","Fire Station # 1","No","No","No","Rossville,","GA,","30741","US","157","13","Yes"
"Canon Solutions America","866161","2118843","2015-03-20T00:00:00.000","4015340834","2015-03-01T00:00:00.000","159.94","526878","106879","Youth & Family Development","Equipment Rental","General Fund","Rec Ctr - South Chattanooga","No","No","No","Chicago,","IL,","60693","US","190422","19","Yes"
"Dell Marketing LP","733383","2111800","2014-10-31T00:00:00.000","XJK5T6F36","2014-10-21T00:00:00.000","1203.04","508087","98245","Police","Computer equipment under 5000","General Fund","Special Investigations","No","No","No","Atlanta,","GA,","30353-4118","US","2683","10","Yes"
"Acushnet Company","869238","2219044","2021-06-03T00:00:00.000","911117734","2021-05-27T00:00:00.000","47.18",,,"Public Works","Pro Shop Inventory","Municipal Golf Courses","Brainerd Golf Pro Shop","Yes","No","No","Boston,","MA,","02284-4324","US","502690","7","Yes"
"Chase Services LLC","864809","2105858","2014-07-08T00:00:00.000","214-5872","2014-04-09T00:00:00.000","85","525881","90587","General Services","Plumbing","General Fund","Building Maintenance","No","Yes","No","Chattanooga,","TN,","37424","US","120098","90","No"
"AT&T","067654","2078716","2013-03-15T00:00:00.000","M089279/0213","2013-02-22T00:00:00.000","106.1",,,"Parks Management","Advertising","Municipal Golf Courses","Brown Acres Golf Course","No","No","No","Atlanta,","GA,","30348-5262","US","216","21","Yes"
"Lee-Smith Inc","039980","2061003","2012-06-11T00:00:00.000","AI21981","2012-05-23T00:00:00.000","269.72","505134","45345","General Services","Vehicle Parts","Municipal Garage","Rep & Maint - 12th & Park Garage","No","No","No","Chattanooga,","TN,","37407-2843","US","156","19","Yes"
"Duley Hopkins & Associates Inc","732354","2207791","2020-06-10T00:00:00.000","5211","2020-05-29T00:00:00.000","955","555416","286710","General Gov't & Agencies","IT Maintenance","Air Pollution Control","APCB - Part 70 Grant","No","No","No","Rising Fawn,","GA,","30738","US","2558","12","Yes"
"A-1 Barricades Inc","030889","5007124","2020-04-02T00:00:00.000","12987","2020-03-26T00:00:00.000","195","554095","279980","Police","Traffic Control - Rental","General Fund","Police Facilities & Security","No","Yes","No",".,","TN,","000000","US","125","7","Yes"
"Vulcan Materials Company","074642","2147098","2016-08-24T00:00:00.000","31216096","2016-07-29T00:00:00.000","192.36","531098","146306","Public Works","Gravel, Sand, Stone, Chert, Salt","Water Quality Mgmt Operations","Water Quality Maintenance & Operation","No","No","No","Atlanta,","GA,","30392-1131","US","240","26","Yes"
