"objectid","oirid","oddside","leftfrom","leftto","rightfrom","rightto","minaddress","maxaddress","typeprefix","dirprefix","name","typesuffix","dirsuffix","fullname","streetstatus","ownership","functclass","featuretype","city_l","city_r","blockid","streetid","facility_id","lastaccess","geometry"
"687","HAMILTON_13110","L","531","599","530","598","530","599",,,"Intermont","Rd",,"Intermont Rd","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","12674","6249","FID12674","20151110083535","MULTILINESTRING ((-85.28033 35.1098, -85.28029 35.109783, -85.28024 35.109768, -85.2802 35.109753, -85.28016 35.109734, -85.28011 35.109715, -85.28007 35.1097, -85.280014 35.109684, -85.27997 35.10967, -85.27992 35.109653, -85.27988 35.109642, -85.27982 35.10963, -85.27978 35.10962, -85.27973 35.109608, -85.27969 35.109604, -85.27966 35.1096, -85.27963 35.109596, -85.279594 35.109596, -85.279564 35.109596, -85.27953 35.109596, -85.279495 35.1096, -85.279465 35.109604, -85.279434 35.109608, -85.279396 35.109615, -85.279236 35.109653, -85.27921 35.10966, -85.2792 35.109665, -85.279175 35.109673, -85.27915 35.109676, -85.27913 35.10968, -85.279106 35.109684, -85.27908 35.109684, -85.27906 35.109688, -85.27904 35.109688, -85.279015 35.109688))"
"688","HAMILTON_30103","L","21845","22605","21844","22604","21844","22605",,,"Highway 11",,"N","Highway 11 N","Open Public",,,"Major Road","Periphery","Periphery","22620","10800","FID22620","20170322082137","MULTILINESTRING ((-85.39548 34.98269, -85.39507 34.98312))"
"689","HAMILTON_30608","R","126","248","127","249","126","399",,"W","Hills","Dr",,"W Hills Dr","Open Public","Hamilton County","Local Street","Road","Chattanooga","Hamilton County","21980","1408","FID21980","20191008170006","MULTILINESTRING ((-85.4046 35.025356, -85.40468 35.025284, -85.40478 35.02518, -85.40484 35.025124, -85.40495 35.02501, -85.40496 35.025, -85.405014 35.025013, -85.40507 35.025055, -85.405075 35.025063, -85.40525 35.02519, -85.40536 35.025265, -85.405464 35.025333, -85.40553 35.025375, -85.40559 35.0254, -85.40565 35.025425, -85.40569 35.025444, -85.40574 35.025455, -85.405785 35.025467, -85.40583 35.025475, -85.405876 35.02548, -85.40592 35.02548, -85.40599 35.02548, -85.406044 35.025475, -85.40611 35.025463, -85.4062 35.025448, -85.40628 35.025425, -85.40634 35.025406, -85.4064 35.02538, -85.406456 35.025345, -85.4065 35.025322, -85.40653 35.02529, -85.40656 35.02526, -85.4066 35.025223, -85.40663 35.025196, -85.406654 35.02516, -85.40671 35.025093, -85.406815 35.02495, -85.40688 35.024845, -85.40694 35.02478, -85.40698 35.024723, -85.40702 35.024666, -85.40706 35.024624, -85.4071 35.024586, -85.407135 35.024548, -85.40718 35.024506, -85.40723 35.024464, -85.40727 35.024426, -85.407326 35.024384, -85.4074 35.02433, -85.40751 35.024254, -85.40764 35.024166, -85.40776 35.024086, -85.4078 35.024063, -85.40791 35.023987, -85.408104 35.023872, -85.40824 35.02379, -85.40831 35.023743, -85.40836 35.0237, -85.40841 35.023655, -85.408455 35.02361, -85.408485 35.023563, -85.4085 35.02354))"
"690","HAMILTON_24214","L","951","959","950","958","950","959",,"N","Runyan","Dr",,"N Runyan Dr","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","15322","4076","FID15322","20151110083535","MULTILINESTRING ((-85.31863 35.10896, -85.31861 35.10896, -85.31853 35.108948, -85.31819 35.108913, -85.31802 35.108894, -85.318 35.108894))"
"691","HAMILTON_24724","R","1800","1898","1801","1899","1800","1899",,,"Madison","St",,"Madison St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","20541","2949","FID20541","20151110083535","MULTILINESTRING ((-85.29985 35.03075, -85.29985 35.030746, -85.29989 35.030674, -85.299904 35.030643, -85.29993 35.030617, -85.29994 35.030586, -85.29996 35.030556, -85.299965 35.030525, -85.29998 35.030495, -85.29999 35.030464, -85.3 35.030434, -85.30001 35.0304, -85.30002 35.03037, -85.300186 35.030056, -85.30022 35.029987, -85.300255 35.029922, -85.30029 35.029854, -85.30033 35.02979, -85.30037 35.02972, -85.30041 35.029655, -85.300446 35.029587, -85.300476 35.02954, -85.30051 35.02949, -85.300545 35.02944, -85.300575 35.029392))"
"692","HAMILTON_26414","L","3901","3999","3900","3998","3900","3999",,,"Daleview","Ter",,"Daleview Ter","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","4171","687","FID4171","20151110083535","MULTILINESTRING ((-85.23004 35.043217, -85.229805 35.043133, -85.229675 35.04309, -85.22949 35.04302, -85.22929 35.042942, -85.22907 35.04287, -85.22892 35.042805))"
"693","HAMILTON_26969","L","4601","4635","4600","4634","4600","4635",,,"Heiskell","Dr",,"Heiskell Dr","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","13168","4258","FID13168","20151110083535","MULTILINESTRING ((-85.18242 35.080048, -85.1824 35.080082, -85.18237 35.080147, -85.18229 35.08029, -85.18221 35.080433, -85.18214 35.08058, -85.182045 35.08074, -85.18197 35.080883, -85.181915 35.080986, -85.181854 35.0811, -85.181755 35.081287))"
"694","HAMILTON_21433","L","509","519","510","518","509","519",,,"Appian","Way",,"Appian Way","Open Public","Red Bank","Urban Major Collector","Road","Red Bank","Red Bank","10985","6127","FID10985","20151110083535","MULTILINESTRING ((-85.266945 35.13409, -85.26678 35.13406, -85.26665 35.134033, -85.26643 35.134, -85.26617 35.13395, -85.26593 35.133904))"
"695","HAMILTON_21987","L","701","705","700","704","700","705",,"N","Hickory","St",,"N Hickory St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","20828","9531","FID20828","20151110083535","MULTILINESTRING ((-85.272736 35.04563, -85.27274 35.045666, -85.272736 35.04569, -85.27271 35.04574, -85.272606 35.045918, -85.272575 35.045967, -85.272545 35.046017, -85.272514 35.046062, -85.272446 35.046143, -85.27243 35.04616, -85.272385 35.046204))"
"696","HAMILTON_24168","L","1001","1099","1000","1098","1000","1099",,,"Lynnstone","Dr",,"Lynnstone Dr","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","20610","9222","FID20610","20151110083535","MULTILINESTRING ((-85.310814 35.1158, -85.30932 35.11571, -85.30912 35.1157, -85.30907 35.115692, -85.30901 35.11568, -85.30896 35.115665, -85.308914 35.115643, -85.308876 35.115616, -85.30884 35.11558, -85.308525 35.11532, -85.30846 35.115253, -85.308395 35.11519, -85.30834 35.11512, -85.3083 35.115047, -85.30826 35.114975, -85.30818 35.11488))"
"697","HAMILTON_17582","L","3801","3899","3800","3898","3800","3899",,,"Lerch","St",,"Lerch St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","8425","3350","FID8425","20151110083535","MULTILINESTRING ((-85.24594 35.016052, -85.24589 35.016033, -85.24587 35.016026, -85.24586 35.016018, -85.24571 35.01596, -85.24547 35.01587, -85.24532 35.01582, -85.24513 35.015743, -85.24504 35.015705, -85.244896 35.01565, -85.24467 35.015564, -85.244415 35.01547, -85.24417 35.015373, -85.24389 35.015266, -85.24359 35.015152, -85.243286 35.015034, -85.243004 35.01493, -85.24271 35.014816, -85.24231 35.014668, -85.24197 35.014534))"
"698","HAMILTON_19799","L","501","509","500","508","500","509",,,"Wilder Valley","Ln",,"Wilder Valley Ln","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","1866","419","FID1866","20151110083535","MULTILINESTRING ((-85.24364 35.16319, -85.24355 35.163185, -85.24344 35.16318, -85.243324 35.16317, -85.243225 35.163162, -85.24314 35.163155, -85.24306 35.163143, -85.243004 35.163124, -85.24283 35.16297))"
"728","HAMILTON_11952","R","2300","2398","2301","2399","2300","2399",,,"Market","St",,"Market St","Open Public","State","Urban Minor Arterial","Major Road","Chattanooga","Chattanooga","20598","2905","FID20598","20151110083535","MULTILINESTRING ((-85.310135 35.02821, -85.31028 35.02795, -85.31047 35.02761, -85.310486 35.027576, -85.310524 35.027515, -85.31059 35.0274, -85.31064 35.02731))"
"699","HAMILTON_13153","L","3501","3529","3500","3528","3500","3529",,"E","Crest","Dr",,"E Crest Dr","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","13489","2086","FID13489","20180910124256","MULTILINESTRING ((-85.239624 35.076664, -85.239685 35.076687, -85.23973 35.076702, -85.23978 35.076714, -85.23982 35.07673, -85.23988 35.076733, -85.23992 35.076736, -85.23997 35.076736, -85.24001 35.076733, -85.24005 35.076725, -85.24009 35.076714, -85.24017 35.07669, -85.24027 35.076656, -85.240364 35.076614, -85.24042 35.07659, -85.24043 35.076588, -85.24044 35.076588, -85.240456 35.07659, -85.24046 35.0766, -85.24047 35.07661, -85.24047 35.076622, -85.24047 35.076645, -85.24046 35.076668, -85.240456 35.07669, -85.240425 35.076744, -85.240364 35.07682, -85.24032 35.07692, -85.240204 35.077156, -85.24 35.077553, -85.23997 35.077595, -85.23994 35.077625, -85.23988 35.07767, -85.23982 35.077713, -85.23978 35.077736, -85.23974 35.07775, -85.23969 35.077763, -85.23962 35.077778, -85.23954 35.07779, -85.23946 35.077805, -85.23939 35.07782, -85.23932 35.077847, -85.23927 35.07787, -85.239204 35.077915, -85.23912 35.077995, -85.23878 35.078278))"
"700","HAMILTON_13686","L","6801","6899","6800","6898","6800","6899",,,"Harrison Park","Dr",,"Harrison Park Dr","Open Public","Hamilton County","Local Street","Road","Hamilton County","Hamilton County","12079","1837","FID12079","20151110083535","MULTILINESTRING ((-85.12658 35.124504, -85.12651 35.124474, -85.12643 35.124435, -85.12636 35.124413, -85.12632 35.124405, -85.12631 35.124405, -85.12626 35.1244, -85.12622 35.124405, -85.125534 35.124477, -85.12539 35.124493, -85.1253 35.124504))"
"701","HAMILTON_14825","L","1017","1031","1016","1030","1016","1031",,,"Westwood","Ave",,"Westwood Ave","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","15493","6272","FID15493","20151110083535","MULTILINESTRING ((-85.29287 35.07694, -85.2928 35.076748, -85.292786 35.07671, -85.292786 35.07671, -85.292786 35.076706, -85.29271 35.07648, -85.292656 35.076336, -85.29258 35.076115, -85.29257 35.0761, -85.29257 35.07608, -85.292564 35.076065, -85.292564 35.076046, -85.29256 35.07603))"
"702","HAMILTON_17539","L","201","299","200","298","200","299",,,"Cedarhurst","Ave",,"Cedarhurst Ave","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","6642","3355","FID6642","20151110083535","MULTILINESTRING ((-85.21662 35.0132, -85.21645 35.013523, -85.21631 35.0138, -85.21613 35.014103))"
"703","HAMILTON_10302","L","801","899","800","898","800","899",,,"Wisdom","St",,"Wisdom St","Open Public","Chattanooga","Urban Major Collector","Road","Chattanooga","Chattanooga","12786","6262","FID12786","20151110083535","MULTILINESTRING ((-85.26419 35.081257, -85.264015 35.0812, -85.26359 35.081043, -85.263336 35.080948, -85.26315 35.08088))"
"704","HAMILTON_11451","L","1311","1399","1310","1398","1310","1399",,,"Gadd","Rd",,"Gadd Rd","Open Public","Chattanooga","Urban Major Collector","Major Road","Chattanooga","Chattanooga","11566","3830","FID11566","20151110083535","MULTILINESTRING ((-85.24093 35.142197, -85.24093 35.142197, -85.240906 35.1422, -85.24081 35.142212, -85.24067 35.14223, -85.24053 35.142246, -85.24036 35.14227, -85.24025 35.14228, -85.24012 35.1423, -85.24 35.14232, -85.2399 35.142338, -85.2398 35.142353, -85.23971 35.142372, -85.239624 35.14239, -85.23954 35.142414, -85.239456 35.142433, -85.239365 35.14246, -85.239265 35.142487, -85.23924 35.142494, -85.23917 35.142517, -85.23909 35.142544, -85.23901 35.142567, -85.23892 35.142597, -85.23883 35.14263, -85.23873 35.142666, -85.23866 35.142696, -85.238594 35.142727, -85.23853 35.14276, -85.23851 35.142773, -85.23848 35.14279))"
"705","HAMILTON_12958","L","8401","8611","8400","8610","8400","8611",,,"Pershing","Rd",,"Pershing Rd","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","17185","6579","FID17185","20151110083535","MULTILINESTRING ((-85.13143 35.021812, -85.13124 35.02219, -85.13114 35.022312, -85.13067 35.022903, -85.13051 35.023094, -85.13044 35.023144, -85.13035 35.023186, -85.13021 35.023224, -85.13012 35.023262, -85.13006 35.023323, -85.129715 35.02395, -85.12955 35.024246, -85.12947 35.024475, -85.12944 35.024567, -85.12939 35.024654, -85.12932 35.02472, -85.12924 35.024757, -85.129166 35.02477, -85.129074 35.024765, -85.128975 35.024746, -85.12884 35.024715, -85.12871 35.024685, -85.12839 35.02461))"
"706","HAMILTON_16290","L","2401","2499","2400","2498","2400","2499",,"E","4th","St",,"E 4th St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","3775","4907","FID3775","20151110083535","MULTILINESTRING ((-85.264496 35.03693, -85.26434 35.036907, -85.26414 35.036873, -85.26395 35.036842, -85.2639 35.03683, -85.263855 35.03682, -85.26381 35.036808, -85.26376 35.036797, -85.26372 35.036785, -85.26367 35.03677, -85.263626 35.03676, -85.26358 35.036743, -85.263535 35.036728, -85.26349 35.036713, -85.263466 35.036705, -85.263306 35.036648, -85.263214 35.036613))"
"707","HAMILTON_23734","B","18081","18129","18080","18128","18080","18129",,,"Interstate 24",,"WB","Interstate 24 WB","Open Public","Federal","Urban Interstate","Interstate","Chattanooga","Chattanooga","21464","9940","FID21464","20161108132236","MULTILINESTRING ((-85.283775 35.017563, -85.28143 35.016872, -85.27975 35.016373, -85.27916 35.0162, -85.27887 35.01611, -85.27831 35.015945, -85.2774 35.01568))"
"708","HAMILTON_17388","L","1203","1299","1202","1298","1202","1299",,,"Sanford","Ave",,"Sanford Ave","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","4336","3084","FID4336","20151110083535","MULTILINESTRING ((-85.224434 35.03328, -85.22451 35.033627, -85.22457 35.033886, -85.2246 35.03403, -85.2246 35.034126, -85.224556 35.034256, -85.22442 35.03451, -85.22428 35.034763, -85.224205 35.03491, -85.224174 35.03495))"
"709","HAMILTON_20696","R","1790","1798","1791","1799","1790","1799",,"E","49th","St",,"E 49th St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","7596","5879","FID7596","20151110083535","MULTILINESTRING ((-85.288376 34.986805, -85.288345 34.9868, -85.28823 34.986794, -85.28815 34.986805, -85.28804 34.98684))"
"710","HAMILTON_24371","R","2100","2198","2101","2199","2100","2199",,,"Fort","St",,"Fort St","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","2823","4967","FID2823","20151110083535","MULTILINESTRING ((-85.316895 35.034153, -85.317024 35.033905, -85.317245 35.033512, -85.31745 35.033154, -85.31745 35.033154))"
"711","HAMILTON_25480","L","1","9","2","8","1","9",,,"Exit 3B On","Ramp","NB","Exit 3B On Ramp NB","Open Public","Federal","Urban Interstate","Ramp","Chattanooga","Chattanooga","9601","6019","FID9601","20170713121808","MULTILINESTRING ((-85.174644 35.017727, -85.17512 35.017757, -85.17516 35.017757, -85.1752 35.01776, -85.17525 35.017765, -85.175285 35.017773, -85.17533 35.017776, -85.17537 35.017784, -85.17541 35.01779, -85.17545 35.017803, -85.17549 35.01781, -85.17553 35.017822, -85.17557 35.017838, -85.175606 35.01785, -85.175644 35.017864, -85.17568 35.01788, -85.17572 35.017895, -85.17576 35.017914, -85.17579 35.017933, -85.17583 35.017952, -85.175865 35.01797, -85.175896 35.01799, -85.17593 35.018017, -85.175964 35.01804, -85.175995 35.018063, -85.17603 35.01809, -85.17606 35.018116, -85.176094 35.018143, -85.176125 35.01817, -85.17615 35.0182, -85.17618 35.018227, -85.1762 35.018257, -85.17623 35.018288, -85.176254 35.01832, -85.17628 35.01835, -85.1763 35.01838, -85.17632 35.018414, -85.176346 35.018444, -85.17636 35.01848, -85.17639 35.018524, -85.176414 35.018574, -85.17644 35.01862, -85.17646 35.018665, -85.17648 35.018715, -85.1765 35.01876, -85.17652 35.01881, -85.17654 35.01886, -85.17655 35.01891, -85.17657 35.018955, -85.17658 35.019005, -85.1766 35.019054, -85.176605 35.019104, -85.17662 35.019157, -85.17663 35.019207, -85.176636 35.01926, -85.176636 35.019314, -85.17664 35.019367, -85.17664 35.019417, -85.17664 35.01947, -85.17664 35.019524, -85.17664 35.019577, -85.17664 35.019627, -85.176636 35.01968, -85.17663 35.01973, -85.17662 35.01978, -85.17661 35.01983, -85.176605 35.01988, -85.17659 35.019928, -85.17658 35.019978, -85.17657 35.020027, -85.17655 35.020077, -85.17653 35.020123, -85.17651 35.020172, -85.17649 35.020218, -85.17647 35.020267, -85.17645 35.020313, -85.17642 35.02036, -85.1764 35.020405, -85.1758 35.02148))"
"713","HAMILTON_11975","R","1200","1298","1201","1299","1200","1299",,,"Broad","St",,"Broad St","Open Public","State","Urban Principal Arterial","Major Road","Chattanooga","Chattanooga","2734","2906","FID2734","20151110083535","MULTILINESTRING ((-85.30975 35.0418, -85.30956 35.041412, -85.30954 35.041355, -85.30952 35.041294, -85.30951 35.041233, -85.309494 35.041172, -85.309494 35.04111, -85.309494 35.04105, -85.309494 35.04099, -85.3095 35.040928, -85.30952 35.040867, -85.30953 35.040806, -85.309555 35.040745, -85.30958 35.04068, -85.30961 35.04062, -85.30964 35.040558, -85.30967 35.040497, -85.3097 35.040436, -85.30973 35.04038, -85.30976 35.040318, -85.30978 35.04029, -85.3098 35.04026, -85.30983 35.04019, -85.31004 35.03981))"
"714","HAMILTON_16766","L","101","299","100","298","100","299",,"N","Sweetbriar","Ave",,"N Sweetbriar Ave","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","6491","985","FID6491","20161214070657","MULTILINESTRING ((-85.23254 35.020184, -85.232574 35.020195, -85.23271 35.020237, -85.23287 35.02029, -85.23305 35.020348, -85.2332 35.020405, -85.23333 35.020454, -85.233444 35.020504, -85.23354 35.020557, -85.23362 35.020615, -85.23368 35.02067, -85.23371 35.020725, -85.23373 35.02078, -85.23374 35.020836, -85.23374 35.020897, -85.233734 35.02096, -85.233734 35.020966, -85.23372 35.02104, -85.2337 35.021088, -85.23368 35.02113, -85.23365 35.021187, -85.23361 35.021255, -85.23358 35.02132, -85.23355 35.021393, -85.23354 35.02141, -85.233536 35.021435, -85.23348 35.02157, -85.23347 35.021626, -85.23343 35.021713))"
"715","HAMILTON_26132","L","1301","1399","1300","1398","1300","1399",,,"Citico","Ave",,"Citico Ave","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","4736","5151","FID4736","20151110083535","MULTILINESTRING ((-85.277176 35.04879, -85.27716 35.048782, -85.2771 35.04876, -85.27704 35.04874, -85.27698 35.048717, -85.27692 35.0487, -85.27685 35.048676, -85.276794 35.048656, -85.27673 35.048634, -85.27668 35.048615, -85.27662 35.04859, -85.276566 35.048573, -85.276505 35.04855, -85.27644 35.04853, -85.27639 35.048508, -85.27633 35.04849, -85.276276 35.048466, -85.276215 35.048443, -85.27609 35.048397, -85.27603 35.048374, -85.27595 35.04834))"
"716","HAMILTON_26821","L","4101","4199","4100","4198","4100","4199",,,"Haven Acres","Ln",,"Haven Acres Ln","Open Public","Chattanooga","Local Street","Road","Chattanooga","Chattanooga","12908","1983","FID12908","20151110083535","MULTILINESTRING ((-85.21724 35.08701, -85.21737 35.08682, -85.21743 35.0867, -85.21745 35.08664, -85.21747 35.086586, -85.21746 35.086563, -85.21745 35.086544, -85.21744 35.086525, -85.21741 35.0865, -85.21732 35.08646, -85.21714 35.086388, -85.21695 35.086315, -85.216774 35.08625, -85.21661 35.086197, -85.2166 35.08619, -85.21655 35.086174))"
