"hmp_index","mitigation_actions_title","mitigation_actions_description","hazard_addressed","lead_agency","schedule_phase","action_category","support_agency","funding_source","cost_estimate","overall_start","overall_finish","additional_info","goals_objectives","priority","website","notes","mapped"
"F.P.060","Flood protection research","Evaluate soft infrastructure as flood protection and study innovative coastal protection techniques.","Flooding","Mayor's Office of Resiliency","Existing","Prevention and Policy",,"Unknown","4000000",,,"TBD","4.3,4.4","N/A",,,"Not Mapped"
"F.E.018","Protection of NYCDOT tunnels in Lower Manhattan (Battery Park Underpass + West Side Underpass) from flooding","Install permanent structures to mitigate against future flooding of the tunnels and damage to its electrical and mechanical systems.","Flooding","New York City Department of Transportation","Existing","Property Protection","MTA-Bridges and Tunnels","FHWA","18500000",,,"5 Years","2.1,2.7","N/A",,"NYCDOT has purchased and tested inflatable water dams to protect the Battery and Lower Manhattan underpass in case of flood risk. The agency is also in the process of contracting for upgrades to electric, mechanical, and fire suppression. system. Planning is also underway to procure design services for  permanent betterments.","Points"
"F.E.020","Wetlands protection","Assess vulnerability of existing wetlands and identify additional policies to protect them.  Leave purchased or donated land and wetlands in a natural state to absorb floodwaters, mitigate storm surge impacts, reduce heat impacts, and prevent construction in flood zones. Improve abilitiy of land to absorb and retain water.","Flooding","Department of Parks and Recreation","Existing","Prevention and Policy","Department of City Planning,NYCEconomic Development Corporation,US EPA,US NPS","DOI,Other Federal","500000000",,,"Ongoing","4.3","N/A",,,"Polygon"
"F.E.023","Wetlands restoration","Include wetlands restoration as part of waterfront development projects to comply with aesthetic permitting or stormwater management requirements.","Flooding","Economic Development Corporation","Existing","Coastal/Natural Resource Protection","New York State Department of Environmental Conservation","City Capital,Other State","0",,,"TBD","4.3,4.4","N/A",,,"Polygon"
"F.E.024","Flushing Airport wetlands restoration","Implement Flushing Airport Wetlands Mitigation Project in College Point, Queens.","Flooding","Economic Development Corporation","Existing","Coastal/Natural Resource Protection","New York State Department of Environmental Conservation","City Capital,Other State","9000000","2018-12-01T00:00:00.000","2019-06-30T00:00:00.000",,"4.3","N/A",,,"Polygon"
"F.E.026","Flood-resistant construction and materials for HPD-assisted projects","Revise construction specifics for substantial rehabilitation and new construction projects.","Flooding","Housing Preservation and Development","Existing","Property Protection",,"City Expense","20000","2013-01-01T00:00:00.000","2014-01-01T00:00:00.000",,"2.4,2.5","N/A",,,"Not Mapped"
"F.E.028","Marine Parkway Bridge protection","Perform substructure and underwater work to prevent damage from flooding, including scour.","Flooding","MTA-Bridges and Tunnels","Completed","Property Protection",,"City Capital,FEMA","14000000","2013-11-01T00:00:00.000","2015-09-01T00:00:00.000",,"2.1,2.7,2.8","N/A",,,"Points"
"F.E.029","Perimeter protection/drainage improvements and flood barriers for West Side Yard and East River tunnels","Implement improvements for flood protection at these critical facilities.","Flooding","MTA Long Island Railroad","Existing","Infrastructure Project","Amtrak","FTA","94530000",,,"ongoing","2.1,2.4,2.5,2.7,2.8","N/A",,,"Polygon"
"F.E.030","LIRR critical facilities protection","Define flood elevation criteria required to standardize ongoing and future flood-protection projects throughout the network. Revise LIRR design standards, which would influence future construction projects.","Flooding","MTA Long Island Railroad","Completed","Property Protection",,"MTA","0",,,"TBD","2.1,2.5,2.7","N/A",,,"Points"
"F.E.031","Electrification of Tracks 7 and 8 in Long Island City Yard","Allow LIRR to divert more trains to Hunterspoint Avenue station when there is a service disruption at Penn Station/East River tunnels. This allows Manhattan-bound LIRR customers access to Hunterspoint Avenue to connect with #7 subway to Manhattan.  Project also restores damaged assets and improves drainage in the yard.","Flooding","MTA Long Island Railroad","Existing","Infrastructure Project",,"FTA","24268787","2017-01-31T00:00:00.000","2020-09-30T00:00:00.000","Ongoing","2.3,2.9","N/A",,,"Not Mapped"
"F.E.032","Portal floodgates for the East River tunnels","Install flood barriers in lieu of extensive tunneling dewatering improvements.","Flooding","MTA Long Island Railroad","Existing","Infrastructure Project","Amtrak","FTA","0",,,"ongoing","2.1,2.7","N/A",,,"Points"
"F.E.033","Drainage mitigation in LIRR track system","Project includes rehabilitation of retaining walls which hold back embankments to protect the track bed, along with work to address drainage and culvert deficiencies along the right-of-way, such as replacing concrete sluiceways, installation of drainage basins and some drainpipe replacement.","Flooding","MTA Long Island Railroad","Existing","Infrastructure Project",,"MTA","0",,,"Ongoing","2.1,2.3,2.8","N/A",,"Right-of-Way (ROW) Improvements - $12 million. LIRR will also make various right-of-way improvements, including work to address drainage and culvert deficiencies. This project also includes a project to repair or replace retaining walls along the ROW, which will further protect the track structure.","Not Mapped"
"F.E.034","Track drainage on the Harlem Line","Install drainage improvements at the Mott Haven Interlocking, located near 149th and 159th Streets in the Bronx, to improve drainage and reduce impact of flooding in this area.","Flooding","MTA Metro-North Railroad","Existing","Prevention and Policy",,"MTA","9000000",,,,"2.1,2.7,2.8","N/A",,,"Not Mapped"
"F.E.035","Baisley Park depot drainage improvement","Implement corrective actions to mitigate repetitive flooding caused by moderate to heavy rain.","Flooding","MTA-Buses","Completed","Property Protection","Department of Environmental Protection,Federal Transit Administration,New York State Department of Environmental Conservation","MTA","8000000",,,,"2.1,2.4,2.5,2.7,2.8","N/A",,,"Points"
"F.E.036","Dewatering of oil-water separators at the Grand Avenue depot","Provide additional capacity for incoming rainwater. Drain 200,000-gallon stormwater retention tank to accept incoming rainwater. (This tank is normally full and used for bus washing.)","Flooding","MTA-Buses","Completed","Prevention and Policy",,"Unknown","0",,,"Ongoing","2.1,2.4,2.5","N/A",,,"Points"
"F.E.037","JFK depot drainage improvement","Include on-site stormwater management improvements at new parking facilities to decrease flow to DEP treatment facilities during high-volume precipitation events.","Flooding","MTA-Buses","Completed","Infrastructure Project","Department of Environmental Protection,Federal Transit Administration,New York State Department of Environmental Conservation","MTA","3000000",,,,"2.1,2.4,2.5,2.8","N/A",,,"Points"
"F.E.038","NYCT Hurricane Plan","Perform pre-storm flood mitigation actions in pre-identified flood-prone areas. Actions include checking drains, vents, and installed pumps as well as deploying covers and sandbags to pre-identified sites to cover vents and protect subway entrances.","Flooding","MTA New York City Transit","Existing","Prevention and Policy","NJ Transit,Port Authority of New York  & New Jersey (PATH)","Unknown","0",,,"Ongoing","2.1,2.7","N/A",,,"Not Mapped"
"F.E.039","Flood plan","Finalize plan, including mapping of critical areas, mitigation plan, and contingency plan.","Flooding","MTA New York City Transit","Existing","Prevention and Policy","Department of Environmental Protection","MTA","0",,,"Ongoing","5.2","N/A",,,"Not Mapped"
"F.E.049","Staten Island Railway flood mitigation","Mitigate flooding at St. George Terminal; construct new, resilient Clifton maintenance shop","Flooding","MTA New York City Transit","Existing","Property Protection","Federal Transit Administration","FTA","268477715","2014-09-30T00:00:00.000","2020-12-31T00:00:00.000","6 1/4 Years","2.1,2.7","N/A",,"Projects in design/construction","Points"
"F.E.050","Incremental Standards Mitigation","Continue upgrade of design standards to improve resilience to seismic activity, wind, and fire events, and apply to new and existing facilities as capital work is performed.","Flooding","MTA New York City Transit","Existing","Infrastructure Project","MTA New York City Transit","MTA","0",,,"Ongoing","2.1,2.4,2.5,2.7,2.8","N/A",,,"Not Mapped"
"F.E.057","FEMA flood mapping","Work with FEMA to improve the flood-mapping process.","Flooding","Mayor's Office of Resiliency","Existing","Prevention and Policy","Department of Buildings","CDBG-DR,City Expense","242224","2013-07-23T00:00:00.000","2022-12-31T00:00:00.000","TBD","3.1,5.2","N/A",,"Work with FEMA on the Coastal Restudy is underway. Arcadis has been brought on board as the Citys consultant.","Not Mapped"
"F.E.058","Communication of flood risks","Work with FEMA to improve the communication of current risks.","Flooding","Mayor's Office of Resiliency","Completed","Education and Awareness",,"CDBG,FEMA-HMGP","1000000",,,,"3.1,5.3","N/A",,,"Not Mapped"
"F.E.059","Future flood mapping","Explore improved approaches for mapping future flood risks, incorporating sea level rise.","Flooding","Mayor's Office of Resiliency","Existing","Prevention and Policy",,"FEMA",,"2016-04-22T00:00:00.000","2019-12-31T00:00:00.000","TBD","4.1,5.2","N/A",,"OneNYC 2018 PR: Continue to work with FEMA, the NPCC, and relevant stakeholders to develop approaches for mapping future flood risks, incorporating sea level rise","Not Mapped"
"F.E.060","Flood protection in Coney Island","Install armor stone shoreline protection (revetments).","Flooding","Mayor's Office of Resiliency","Existing","Infrastructure Project",,"CDBG","32000000",,,"TBD","2.1,2.5","N/A",,,"Not Mapped"
"F.E.061","Raised Shorelines Citywide","Raise bulkheads in low-lying neighborhoods across the city to minimize inland tidal flooding.","Flooding","Economic Development Corporation,Mayor's Office of Resiliency","Existing","Infrastructure Project",,"CDBG,City Capital","65000000","2017-08-01T00:00:00.000","2021-12-31T00:00:00.000",,"2.1,2.5","N/A",,,"Not Mapped"
"F.E.062","Hospital Row flood protection","Install an integrated flood protection system.","Flooding","Mayor's Office of Resiliency","Existing","Infrastructure Project",,"CDBG","60300000",,,"TBD","1.1,2.1","N/A",,,"Not Mapped"
"F.E.065","Flood protection project standards","Call on and work with the USACE and FEMA to collaborate more closely on standards.","Flooding","Mayor's Office of Resiliency","Completed","Prevention and Policy",,"Unknown","0",,,,"2.1,2.4,2.5","N/A",,,"Not Mapped"
"F.E.068","Existing hospitals in the 500-year floodplain","Require the retrofitting of hospitals in the 500-year floodplain to meet a subset of the amended Construction Code standards.","Flooding","Mayor's Office of Resiliency","Existing","Property Protection",,"CDBG,FEMA,FEMA-HMGP,Other Federal","785000000",,,,"1.1,1.3,2.4,2.5","N/A",,,"Not Mapped"
