"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_est_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"2-02717-0048","1049 FOX STREET
Bronx, NY 
(40.825028970409, -73.893927209844)","2","10459","40.825105","-73.893894","2","17","12701","2005682","2027170048","Hunts Point                                                                ","MORRISANIA/LONGWOOD","D4-ELEVATOR","42","1915","42000","428400","10.2","1210000","28.8","2-03172-0011","2324 MORRIS AVENUE
Bronx, NY 
(40.858867944165, -73.90138611632)","FORDHAM","D1-ELEVATOR","43","1937","41910","405280","9.67","1370000","32.7","2.35","2-03324-0055","3450 GATES PLACE
Bronx, NY 
(40.882612296384, -73.883905242653)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","43","1937","41610","452061","10.86","1590000","38.2","3.95"
"2-03901-0031","1430 THIERIOT AVENUE
Bronx, NY 
(40.836090745979, -73.86516757362)","2","10460","40.836194","-73.865208","9","18","21601","2092915","2039010031","West Farms-Bronx River                                                     ","PARKCHESTER","D4-ELEVATOR","170","1960","217800","2001582","9.19","6600000","30.3","2-04178-0010","3555 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","SCHUYLERVILLE/PELHAM BAY","D3-ELEVATOR","142","1960","112000","1216063","10.86","4290000","38.3","2.05","2-04323-0018","2160 MATTHEWS AVENUE
Bronx, NY 
(40.855584960591, -73.862859391516)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","133","1964","136122","1586254","11.65","5590000","41.1","1.3"
"2-04293-0010","2080 BARNES AVENUE
Bronx, NY 
(40.853641056481, -73.863863209565)","2","10462","40.853081","-73.863894","11","13","228","2048829","2042930010","Pelham Parkway                                                             ","PELHAM PARKWAY SOUTH","D4-ELEVATOR","96","1951","127000","1043940","8.22","3200000","25.2","2-04222-0028","1540 PELHAM PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","61","1953","91705","753843","8.22","2310000","25.2","1.15","2-04222-0093","1545 RHINELANDER AVENUE
Bronx, NY 
(40.855823864137, -73.841490693618)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","106","1962","112339","1233499","10.98","4350000","38.7","1.15"
"2-02474-0015","825 WALTON AVENUE
Bronx, NY 
(40.825799600355, -73.925029194073)","2","10451","40.825717","-73.925032","4","8","63","2002903","2024740015","West Concourse                                                             ","MELROSE/CONCOURSE","D4-ELEVATOR","54","1924","44304","310128","7","952000","21.49","2-02433-0028","1041 FINDLAY AVENUE
Bronx, NY 
(40.829214581576, -73.914470198207)","MELROSE/CONCOURSE","D1-ELEVATOR","73","1928","101178","770446","7.61","2180000","21.55","0.6","2-02756-0050","1025 ALDUS STREET
Bronx, NY 
(40.82329475698, -73.887837639798)","MORRISANIA/LONGWOOD","D3-ELEVATOR","50","1924","45786","537066","11.73","1650000","36","1.95"
"2-02861-0114","1770 DAVIDSON AVENUE
Bronx, NY 
(40.848609151379, -73.912813102948)","2","10453","40.848772","-73.912724","5","14","217","2008369","2028610114","University Heights-Morris Heights                                          ","HIGHBRIDGE/MORRIS HEIGHTS","D4-ELEVATOR","65","1927","81502","652016","8","1840000","22.58","2-02506-0010","1190 SHAKESPEARE AVENUE
Bronx, NY 
(40.836432884976, -73.923296751765)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","80","1929","97000","775305","7.99","2380000","24.54","1.05","2-02505-0064","1161 JEROME AVENUE
Bronx, NY 
(40.835716420463, -73.923051183973)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","96","1927","84018","885762","10.54","2990000","35.6","1.15"
"2-02430-0035","1187 CLAY AVENUE
Bronx, NY 
(40.831842942174, -73.910960055095)","2","10456","40.832014","-73.910831","4","16","17701","2002155","2024300035","East Concourse-Concourse Village                                           ","MELROSE/CONCOURSE","C6-WALK-UP","12","1913","11500","90850","7.9","257000","22.35","2-02430-0039","1179 CLAY AVENUE
Bronx, NY 
(40.831679681588, -73.911052733284)","MELROSE/CONCOURSE","C1-WALK-UP","12","1913","11500","123050","10.7","416000","36.2","0","2-02430-0041","1175 CLAY AVENUE
Bronx, NY 
(40.831598475596, -73.911101456879)","MELROSE/CONCOURSE","C1-WALK-UP","12","1913","11500","123050","10.7","416000","36.2","0"
"2-03110-0089","785 181 STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,"EAST TREMONT","C6-WALK-UP","26","1913","19523","185468","9.5","524000","26.8","2-03134-0033","983 181 STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","EAST TREMONT","C1-WALK-UP","20","1913","18200","208160","11.44","734000","40.3","0.4","2-03186-0030","2201 WALTON AVENUE
Bronx, NY 
(40.856483997897, -73.903987757165)","FORDHAM","C1-WALK-UP","27","1926","24534","199727","8.14","613000","24.99","1.15"
"2-05746-0584","2601 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10463","40.880741","-73.918291","8","11","301","2083481","2057460584","Spuyten Duyvil-Kingsbridge                                                 ","RIVERDALE","D4-ELEVATOR","69","1954","92171","1004663","10.9","3540000","38.4","2-05796-0129","3660 OXFORD AVENUE
Bronx, NY 
(40.887600254178, -73.90868609313)","RIVERDALE","D3-ELEVATOR","77","1967","106934","1184173","11.07","4170000","39","0.65","2-05746-0567","2675 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1951","92782","1016704","10.96","3580000","38.6","0"
"2-04298-0022","900 LYDIG AVENUE
Bronx, NY 
(40.85438447122, -73.861973109013)","2","10462","40.854382","-73.861856","11","13","246","2048981","2042980022","Pelham Parkway                                                             ","PELHAM PARKWAY SOUTH","D4-ELEVATOR","92","1959","105000","887250","8.45","2920000","27.8","2-04221-0001","2100 EASTCHESTER ROAD
Bronx, NY 
(40.856145150899, -73.843912499886)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","70","1963","81000","740498","9.14","2440000","30.1","1","2-04222-0093","1545 RHINELANDER AVENUE
Bronx, NY 
(40.855823864137, -73.841490693618)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","106","1962","112339","1233499","10.98","4350000","38.7","1.05"
"2-03175-0010","55 190 STREET
Bronx, NY 
(40.86302792518, -73.898419606109)","2",,,,,,,,,,"FORDHAM","D4-ELEVATOR","54","1942","55440","482328","8.7","1590000","28.7","2-03170-0015","2192 MORRIS AVENUE
Bronx, NY 
(40.856095996925, -73.903157518467)","FORDHAM","D1-ELEVATOR","44","1950","36300","295811","8.15","908000","25","0.6","2-03212-0088","2385 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","51","1961","50000","442050","8.84","1460000","29.2","0.4"
"2-03252-0287","92 VAN CORTLANDT PARK
Bronx, NY 
(40.884893707914, -73.891068452675)","2","10471","40.895865","-73.892294","26","11","435",,,"park-cemetery-etc-Bronx                                                    ","KINGSBRIDGE/JEROME PARK","D4-ELEVATOR","145","1949","150500","1556170","10.34","4390000","29.2","2-03778-0010","1240 MORRISON AVENUE
Bronx, NY 
(40.830459691351, -73.874795290367)","SOUNDVIEW","D3-ELEVATOR","154","1968","147727","1527502","10.34","5160000","34.9","3.75","2-04178-0010","3555 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","SCHUYLERVILLE/PELHAM BAY","D3-ELEVATOR","142","1960","112000","1216063","10.86","4290000","38.3","4.15"
"2-02721-0042","1019 LONGWOOD AVENUE
Bronx, NY 
(40.816607228367, -73.89665312146)","2","10459","40.816566","-73.896621","2","17","89","2005745","2027210042","Hunts Point                                                                ","MORRISANIA/LONGWOOD","C6-WALK-UP","16","1931","18300","184647","10.09","624000","34.1","2-02426-0002","1100 CLAY AVENUE
Bronx, NY 
(40.829761589995, -73.91201608211)","MELROSE/CONCOURSE","C1-WALK-UP","16","1929","14355","140095","9.76","473000","33","1.2","2-03071-0039","2220 ADAMS PLACE
Bronx, NY 
(40.852074704658, -73.889315714902)","BELMONT","C1-WALK-UP","16","1931","14652","145670","9.94","447000","30.5","2.45"
"2-03069-0024","2089 ARTHUR AVENUE
Bronx, NY 
(40.849215546387, -73.89173891376)","2","10457","40.849076","-73.891792","6","15","37504","2011996","2030690024","East Tremont                                                               ","EAST TREMONT","C6-WALK-UP","72","1925","55920","603936","10.8","1710000","30.6","2-03110-0063","786 182 STREET
Bronx, NY 
(40.848859323997, -73.884126377915)","EAST TREMONT","C1-WALK-UP","52","1924","41550","449571","10.82","1580000","38","0.4","2-03119-0037","2136 SOUTHERN BOULEVARD
Bronx, NY 
(40.846909224657, -73.883632683637)","EAST TREMONT","C1-WALK-UP","66","1931","43910","1410440","32.1","6830000","156","0.5"
"2-03322-0037","3175 VILLA AVENUE
Bronx, NY 
(40.876416091604, -73.886986395703)","2","10468","40.876422","-73.886952","7","11","411","2092520","2033220037","Bedford Park-Fordham North                                                 ","BEDFORD PARK/NORWOOD","D4-ELEVATOR","60","1914","34820","321040","9.22","907000","26","2-03305-0017","2860 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","25","1929","23478","195207","8.31","643000","27.4","0.4","2-03306-0018","210 201 STREET
Bronx, NY 
(40.872527632914, -73.886765108704)","BEDFORD PARK/NORWOOD","D7-ELEVATOR","34","1936","32300","329890","10.21","1110000","34.4","0.3"
"2-04289-0020","764 BRADY AVENUE
Bronx, NY 
(40.852344857511, -73.865231854052)","2","10462","40.850964","-73.865879","11","13","22404","2093287","2042890020","Pelham Parkway                                                             ","MORRIS PARK/VAN NEST","D4-ELEVATOR","105","1933","94000","815920","8.68","2690000","28.6","2-04284-0001","2039 CRUGER AVENUE
Bronx, NY 
(40.85151387209, -73.866826178161)","MORRIS PARK/VAN NEST","D1-ELEVATOR","73","1935","81456","706898","8.68","2330000","28.6","0.1",,,,,,,,,,,,
"2-02850-0040","1770 TOWNSEND AVENUE
Bronx, NY 
(40.847784728295, -73.911105568787)","2","10453","40.84781","-73.911109","5","14","22701","2008213","2028500040","Mount Hope                                                                 ","MOUNT HOPE/MOUNT EDEN","C6-WALK-UP","57","1925","44440","471064","10.6","1330000","29.9","2-02850-0067","65 175 STREET
Bronx, NY 
(40.847246064831, -73.911204487759)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","49","1924","37500","397500","10.6","1340000","35.7","0","2-02850-0047","54 176 STREET
Bronx, NY 
(40.848402297957, -73.910603823991)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","53","1924","37090","358738","9.67","1010000","27.2","0"
"2-03151-0028","254 184 STREET
Bronx, NY 
(40.859037775738, -73.898140069093)","2",,,,,,,,,,"FORDHAM","C6-WALK-UP","24","1916","20955","196977","9.4","556000","26.5","2-03151-0022","2350 RYER AVENUE
Bronx, NY 
(40.858461074569, -73.898468547417)","FORDHAM","C1-WALK-UP","24","1923","17640","171501","9.72","580000","32.9","0","2-03091-0003","655 189 STREET
Bronx, NY 
(40.856675749029, -73.884491063189)","BELMONT","C1-WALK-UP","27","1912","20250","184627","9.12","609000","30.1","0.75"
"2-03246-0056","3850 SEDGWICK AVENUE
Bronx, NY 
(40.882672795822, -73.895012697895)","2","10463","40.882693","-73.895039","8","11","409","2015229","2032460056","Van Cortlandt Village                                                      ","KINGSBRIDGE/JEROME PARK","D4-ELEVATOR","122","1955","141055","1385288","9.82","4680000","33.2","2-02880-0115","1655 UNDERCLIFF AVENUE
Bronx, NY 
(40.849390711945, -73.92181057046)","HIGHBRIDGE/MORRIS HEIGHTS","D3-ELEVATOR","125","1967","146286","1268300","8.67","4180000","28.6","2.5","2-05903-0283","3611 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D3-ELEVATOR","123","1951","134000","1745168","13.02","6560000","49","1.2"
"2-02504-0036","941 JEROME AVENUE
Bronx, NY 
(40.83024922701, -73.928498515152)","2","10452","40.830182","-73.928481","4","8","189","2003035","2025040036","Highbridge                                                                 ","HIGHBRIDGE/MORRIS HEIGHTS","D4-ELEVATOR","86","1927","114941","1245960","10.84","3520000","30.6","2-02457-0050","1279 SHERIDAN AVENUE
Bronx, NY 
(40.835836233179, -73.915014781989)","MELROSE/CONCOURSE","D1-ELEVATOR","27","1924","30800","344735","11.19","974000","31.6","0.65","2-02520-0028","1372 NELSON AVENUE
Bronx, NY 
(40.841492586084, -73.922633495587)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","25","1936","21600","179111","8.29","590000","27.3","0.65"
"2-02293-0041","426 149 STREET
Bronx, NY 
(40.815586003475, -73.916589132247)","2",,,,,,,,,,"MOTT HAVEN/PORT MORRIS","C6-WALK-UP","11","1905","10845","130140","12","368000","33.9","2-02283-0062","495 138 STREET
Bronx, NY 
(40.807767405241, -73.919653709596)","MOTT HAVEN/PORT MORRIS","C7-WALK-UP","11","1931","9370","120310","12.84","452000","48.2","0.5","2-02265-0006","231 BROOK AVENUE
Bronx, NY 
(40.807550472504, -73.919278537814)","MOTT HAVEN/PORT MORRIS","C7-WALK-UP","37","1920","25460","402667","15.82","1640000","64","0.55"
"2-05803-0965","4414 CAYUGA AVENUE
Bronx, NY 
(40.891539935318, -73.899173855169)","2","10471","40.891826","-73.899147","8","11","351","2084221","2058030965","North Riverdale-Fieldston-Riverdale                                        ","FIELDSTON","D4-ELEVATOR","30","1930","30000","385500","12.85","1450000","48.3","2-03218-0054","2315 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","D7-ELEVATOR","49","1924","39792","539977","13.57","2030000","51","2.05","2-05707-0040","233 NAPLES TERRACE
Bronx, NY 
(40.879916126301, -73.905358850342)","KINGSBRIDGE/JEROME PARK","C1-WALK-UP","47","1926","39960","495573","12.4","1860000","46.5","0.75"
"2-05836-3250","5235 POST ROAD
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.898333","-73.898479","8","11","351","2084624","2058363250","North Riverdale-Fieldston-Riverdale                                        ","FIELDSTON","D4-ELEVATOR","68","1964","57414","697580","12.15","2460000","42.8","2-05864-0516","6555 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","73","1961","62570","793018","12.67","2980000","47.6","0.55","2-05874-1028","6629 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","84","1962","76009","895893","11.79","3160000","41.6","0.75"
"2-05799-0073","3601 JOHNSON AVENUE
Bronx, NY 
(40.886696758224, -73.909690411599)","2","10463","40.886839","-73.909625","8","11","297","2084204","2057990073","Spuyten Duyvil-Kingsbridge                                                 ","RIVERDALE","D4-ELEVATOR","90","1955","115597","1329365","11.5","4690000","40.6","2-05760-0112","3424 KINGSBRIDGE AVENUE
Bronx, NY 
(40.882995283021, -73.903440283547)","KINGSBRIDGE/JEROME PARK","D3-ELEVATOR","138","1962","128500","1424321","11.08","5020000","39.1","0.5","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1155727","11.5","4070000","40.5","0.2"
"2-05904-0086","3755 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10463","40.889213","-73.909777","8","11","30701","2085777","2059040086","North Riverdale-Fieldston-Riverdale                                        ","RIVERDALE","D4-ELEVATOR","92","1961","151800","1745700","11.5","6150000","40.5","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1155727","11.5","4070000","40.5","0.3","2-05920-0687","699 239 STREET
Bronx, NY 
(40.889952051174, -73.915197373288)","RIVERDALE","D1-ELEVATOR","132","1962","160000","2155015","13.47","8100000","51","0.25"
"2-05909-0031","4499 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.890936","-73.908487","8","11","30701","2091892","2059090031","North Riverdale-Fieldston-Riverdale                                        ","RIVERDALE","D4-ELEVATOR","58","1952","70000","1050000","15","4160000","59","2-05851-2105","6425 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D3-ELEVATOR","55","1974","48100","746149","15.51","3030000","63","1.1","2-05909-0825","600 246 STREET
Bronx, NY 
(40.892626839154, -73.909948914284)","RIVERDALE","D3-ELEVATOR","403","1958","443283","8181864","18.46","33300000","75","0"
"2-03271-0210","180 VAN CORTLANDT PARK
Bronx, NY 
(40.886350774414, -73.898948145431)","2","10471","40.895865","-73.892294","26","11","435",,,"park-cemetery-etc-Bronx                                                    ","KINGSBRIDGE/JEROME PARK","D4-ELEVATOR","73","1956","78864","811511","10.29","2740000","34.7","2-02844-0105","1459 WYTHE PLACE
Bronx, NY 
(40.840478374278, -73.914245932949)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","73","1929","76000","854799","11.25","3010000","39.6","3.2","2-03343-0126","3320 RESERVOIR OVAL
Bronx, NY 
(40.877000183457, -73.876047771332)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","73","1959","75821","767814","10.13","2590000","34.2","1.4"
"2-02521-0001","127 170 STREET
Bronx, NY 
(40.839486520667, -73.915647120165)","2",,,,,,,,,,"HIGHBRIDGE/MORRIS HEIGHTS","C6-WALK-UP","40","1925","39432","488956","12.4","1380000","35","2-02450-0048","1235 MORRIS AVENUE
Bronx, NY 
(40.834003904884, -73.913701982753)","MELROSE/CONCOURSE","C1-WALK-UP","49","1927","41952","374867","8.94","1240000","29.6","0.7","2-02472-0028","1049 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","MELROSE/CONCOURSE","C7-WALK-UP","37","1917","29400","296446","10.08","977000","33.2","0.7"
"2-05135-0051","2324 HUNTER AVENUE
Bronx, NY 
(40.861552068267, -73.824244660483)","2",,,,,,,,,,"CO-OP CITY","D4-ELEVATOR","4470","1969","5541031","57515901","10.38","162000000","29.2","2-02882-0229","16 RICHMAN PLAZA
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","D3-ELEVATOR","1654","1973","1597950","17497552","10.95","49400000","30.9","5.1",,,,,,,,,,,,
"2-05716-0265","2465 PALISADE AVENUE
Bronx, NY 
(40.879993624529, -73.922182352395)","2","10463","40.879903","-73.921405","8","11","29301","2083231","2057160265","Spuyten Duyvil-Kingsbridge                                                 ","RIVERDALE","D4-ELEVATOR","69","1958","85117","957566","11.25","3380000","39.7","2-03650-0001","950 EVERGREEN AVENUE
Bronx, NY 
(40.822360690355, -73.879594415772)","SOUNDVIEW","D3-ELEVATOR","213","1964","174671","1650531","9.45","4660000","26.7","4.45","2-03681-0001","2001 STORY AVENUE
Bronx, NY 
(40.824675513051, -73.855564651268)","CASTLE HILL/UNIONPORT","D3-ELEVATOR","355","1973","383833","4500755","11.73","14800000","38.6","5.1"
"2-03931-0006","1910 MC GRAW AVENUE
Bronx, NY 
(40.834532887062, -73.861460203206)","2","10462","40.834548","-73.861478","9","18","21602",,,"Parkchester                                                                ","PARKCHESTER","D4-ELEVATOR","54","1929","57000","328490","5.76","1010000","17.72","2-04430-0028","2455 CRUGER AVENUE
Bronx, NY 
(40.862858472684, -73.866455973963)","BRONXDALE","D1-ELEVATOR","54","1928","66368","365687","5.51","1120000","16.88","1.95","2-04432-0028","750 MACE AVENUE
Bronx, NY 
(40.863144656475, -73.865431662501)","PELHAM PARKWAY NORTH","D7-ELEVATOR","58","1928","67400","381605","5.66","1170000","17.36","1.95"
"2-03047-0014","490 181 STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,"BATHGATE","C6-WALK-UP","24","1927","26000","221000","8.5","624000","24","2-03047-0067","503 180 STREET
Bronx, NY 
(40.851064020569, -73.894699326657)","BATHGATE","C1-WALK-UP","21","1911","20050","169510","8.45","559000","27.9","0.05","2-03048-0030","546 182 STREET
Bronx, NY 
(40.853069547131, -73.892783341618)","BATHGATE","C1-WALK-UP","25","1913","21200","183735","8.67","606000","28.6","0.1"
