"borough","ntaname","site","address","number","street","categoriesaccepted","categoriesavailable","additionalmaterialinformation","pickupstatus","hours","website","phone","email","partnerstatus","borocd","councildist","ct2010","bbl","bin","latitude","longitude","police_precinct","point_1"
"QUEENS","East Elmhurst","The Landing","9400 Ditmars Boulevard, East Elmhurst, NY, USA","94-00","DITMARS BOULEVARD","Arts/Crafts, Books/Media, Clothing/Personal Accessories, Electronics, Appliances, Household Furniture/Furnishings, Kitchen Items, Musical Instruments, Office Furniture/Furnishings, Office Supplies/Stationary, Toys/Games, Baby Care, Footwear",,"Items Accepted: Baby Gear, Women?s and Children?s Clothing and Shoes, Toys, Books. Please call first to arrange your donation.",,"Monday 09:00 AM-06:00 PM, Tuesday 09:00 AM-06:00 PM, Wednesday 09:00 AM-06:00 PM, Thursday 09:00 AM-06:00 PM, Friday 09:00 AM-06:00 PM, Saturday 09:00 AM-06:00 PM, Sunday Closed","https://www.camba.org/Pages/support/In-Kind-Donations.aspx","(718) 226-0414","michelleho@camba.org",,"403","21","357","4010710001","4023432","40.762772","-73.875996","115","POINT (-73.8759959998165 40.7627720004307)"
"QUEENS","Ridgewood","Ridgewood Older Adult Center and Services, Inc","59-14 70th Ave, Flushing, NY 11385, USA","59-14","70 AVENUE","Food/Beverage","Food/Beverage","Thurs Pantry open to community residents, CD5, 18+ yrs of age; please note that Picture ID with address is required for distribution, to ensure fair distribution practices, 1 bag of pantry per household/visit. Pantry closed 1st Thurs of every month.",,"Monday Closed, Tuesday Closed, Wednesday Closed, Thursday 10:30 AM-12:30 PM, Friday Closed, Saturday Closed, Sunday Closed",,"(718) 456-2000","ecostea.roacny@gmail.com",,"405","30","583","4035080009","4084122","40.701074","-73.899812","104","POINT (-73.8998120000248 40.7010739997685)"
"BROOKLYN","Seagate-Coney Island","Mobile Pantry Coney Island","3335 Neptune Avenue, NY, New York 11224, USA","3335","NEPTUNE AVENUE",,"Food/Beverage","Corner of 33rd St & Neptune Ave, on 1st & 3rd Fridays. All clients must bring some form of ID for all persons for whom the food is intended.",,"Monday Closed, Tuesday Closed, Wednesday Closed, Thursday Closed, Friday 11:00 AM-01:00 PM, Saturday Closed, Sunday Closed","http://www.tcahnyc.org/find-food/","(718) 773-3551","info@tcahnyc.org",,"313","47","330","3069790100","3426147","40.577605","-74.001043","060","POINT (-74.0010429999355 40.5776049995743)"
"QUEENS","Astoria","Steinway Thrift Shop","3236 Steinway Street, NY, New York 11103, USA","32-36","STEINWAY STREET",,"Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear, Toys/Games",,,"Monday 10:00 AM-08:00 PM, Tuesday 10:00 AM-08:00 PM, Wednesday 10:00 AM-08:00 PM, Thursday 10:00 AM-08:00 PM, Friday 10:00 AM-08:00 PM, Saturday 10:00 AM-08:00 PM, Sunday 10:00 AM-08:00 PM",,"(718) 204-0310","magdyraz@yahoo.com",,"401","22","155","4006560051","4010418","40.758186","-73.920011","114","POINT (-73.9200109998087 40.7581860002869)"
"MANHATTAN","Central Harlem South","Harlem United","306 Lenox Ave, New York, NY 10027, USA","306","LENOX AVENUE","Arts/Crafts, Appliances, Kitchen Items, Musical Instruments, Baby Care, Cleaning Products, Electronics, Household Furniture/Furnishings, Personal Care/Hygiene, Toys/Games",,"Please contact first to be sure your donation can be accepted.",,"Monday 09:00 AM-05:00 PM, Tuesday 09:00 AM-05:00 PM, Wednesday 09:00 AM-05:00 PM, Thursday 09:00 AM-05:00 PM, Friday 09:00 AM-05:00 PM, Saturday Closed, Sunday Closed","https://www.harlemunited.org/connect/volunteer/","(212) 803-2850","rcutler@harlemunited.org","Partner","110","09","200","1017230001","1053494","40.807913","-73.944923","028","POINT (-73.9449230001973 40.807913000188)"
"BROOKLYN","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","CAY Community Services","81 Willoughby Street, Brooklyn, NY 11201, USA","81","WILLOUGHBY STREET","Arts/Crafts, Electronics, Office Furniture/Furnishings, Office Supplies/Stationary",,"We are a small not for profit, with minimal storage space.  Therefore we are limited with the amount of items we can accept at one time. Computers and supplies are deeply appreciated.",,"Monday 09:00 AM-05:00 PM, Tuesday 09:00 AM-05:00 PM, Wednesday 09:00 AM-05:00 PM, Thursday 09:00 AM-05:00 PM, Friday 09:00 AM-05:00 PM, Saturday Closed, Sunday Closed","http://www.caycommunity.org","(718) 624-5585","ccso@caycommunity.org",,"302","33","11","3001480046","3000350","40.692406","-73.986084","084","POINT (-73.9860839998777 40.6924060002399)"
"MANHATTAN","Upper West Side","Broadway","2424 Broadway, New York, NY 10024, USA","2424","BROADWAY",,"Building Products, Household Furniture/Furnishings, Kitchen Items","https://ogtstore.com/ogt-purchasing/","Pickup","Monday 10:00 AM-06:00 PM, Tuesday 10:00 AM-06:00 PM, Wednesday 10:00 AM-06:00 PM, Thursday 10:00 AM-06:00 PM, Friday 10:00 AM-06:00 PM, Saturday 10:00 AM-06:00 PM, Sunday 11:00 AM-07:00 PM","http://ogtstore.com","(212) 321-0770","mail@oldegoodthings.com",,"107","06","175","1012370017","1033308","40.790309","-73.974614","024","POINT (-73.9746139997373 40.7903089995639)"
"QUEENS","Hunters Point-Sunnyside-West Maspeth","St. Raphael","35-20 Greenpoint Ave, NY, New York 11101, USA","35-20","GREENPOINT AVENUE","Food/Beverage","Food/Beverage","Thursday 10am-12pm and Saturday 1:30pm-3pm. Call ahead to schedule food donation drop-off.",,"Monday Closed, Tuesday Closed, Wednesday Closed, Thursday 10:00 AM-12:00 PM, Friday Closed, Saturday 01:30 PM-03:00 PM, Sunday Closed, Monday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Friday 9:00 AM-5:",,"(718) 729-8957","st.raphaellicq@gmail.com",,"402","26","187","4002330001","4436690","40.736876","-73.930419","108","POINT (-73.9304190004375 40.7368759996309)"
"STATEN IS","Stapleton-Rosebank","Educate The Children Foundation, Ltd.","192, Garfield Avenue, New York, NY, 10305, USA","192","GARFIELD AVENUE","Books/Media","Books/Media",,"Pickup","Friday 10:00 AM-06:00 PM, Monday 10:00 AM-06:00 PM, Saturday 10:00 AM-06:00 PM, Sunday 10:00 AM-06:00 PM, Thursday 10:00 AM-06:00 PM, Tuesday 10:00 AM-06:00 PM, Wednesday 10:00 AM-06:00 PM","http://www.educate-the-children-foundation.org",,"donations@educate-the-children-foundation.org",,"501","50","2001","5030790001","5045448","40.605038","-74.066999","120","POINT (-74.0669990000048 40.6050380002067)"
"MANHATTAN","SoHo-TriBeCa-Civic Center-Little Italy","Soho Thrift Shop","130 Crosby Street, New York, NY 10012, USA","130","CROSBY STREET","Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear, Arts/Crafts, Musical Instruments, Office Furniture/Furnishings","Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear, Arts/Crafts, Musical Instruments, Office Furniture/Furnishings","Drop off your clothing, shoes, books, artwork, jewelry, and housewares at any of our Thrift Shops during our open business hours. We offer furniture pick-ups for a fee. Please call 1-888-HW-DONATE (1-888-493-6628).",,"Friday 11:00 AM-07:00 PM, Thursday 11:00 AM-07:00 PM, Wednesday 11:00 AM-07:00 PM, Tuesday 11:00 AM-07:00 PM, Monday 11:00 AM-07:00 PM, Saturday 11:00 AM-07:00 PM, Sunday 11:00 AM-05:00 PM","https://www.housingworks.org/","(646) 786-1200","info@housingworks.org","Partner","102","01","43","1005110012","1007944","40.724709","-73.996391","005","POINT (-73.9963910003454 40.7247089997238)"
"QUEENS","Ridgewood","Agape Christian Center","59-02 Summerfield Street, Ridgewood, NY 11385, USA","59-02","SUMMERFIELD STREET","Food/Beverage","Food/Beverage","Saturday food pantry walk-ins are welcome 11:30am-1:30pm. Donations dropoff convenient Wednesday at 4:30pm-6pm. Saturday 10am-2pm.",,"Friday Closed, Thursday Closed, Wednesday 4:30 PM-6:00 PM, Tuesday Closed, Monday Closed, Sunday Closed, Wednesday Closed, Friday Closed, Thursday Closed, Saturday 10:00 AM-2:00 PM, Tuesday Closed, Monday Closed, Saturday 11:30 AM-01:30 PM, Sunday Closed","http://agapenyc.org/","(917) 604-4812","info@agapenyc.org",,"405","34","557","4035890001","4086718","40.699223","-73.897719","104","POINT (-73.897718999733 40.6992229998447)"
"QUEENS","Fresh Meadows-Utopia","J. Weissman","19662 67th Avenue, NY, New York 11365, USA","196-62","67 AVENUE",,"Musical Instruments",,,"Monday 10:00 AM-04:30 PM, Tuesday 10:00 AM-04:30 PM, Wednesday 10:00 AM-04:30 PM, Thursday 10:00 AM-04:30 PM, Friday 10:00 AM-04:30 PM, Saturday 11:00 AM-04:30 PM, Sunday Closed","http://www.jbwflutes.com","(718) 454-9288","lukesaxandflute@gmail.com",,"408","23","1347","4071170051","4560823","40.738933","-73.778066","107","POINT (-73.7780660001468 40.7389330000611)"
"QUEENS","Astoria","Unique Boutique Steinway","32-36 Steinway Street, Astoria, NY, USA","32-36","STEINWAY STREET",,"Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear, Toys/Games",,,"Friday 10:00 AM-8:00 PM, Thursday 10:00 AM-8:00 PM, Wednesday 10:00 AM-8:00 PM, Tuesday 10:00 AM-8:00 PM, Monday 10:00 AM-8:00 PM, Saturday 10:00 AM-8:00 PM, Sunday 10:00 AM-8:00 PM",,"(718) 278-6400","magdyraz@yahoo.com",,"401","22","155","4006560051","4010418","40.758186","-73.920011","114","POINT (-73.9200109998087 40.7581860002869)"
"MANHATTAN","West Village","The Salvation Army New York Temple","132 W 14th St, New York, NY 10011, USA","132","WEST   14 STREET","Food/Beverage","Food/Beverage","This is a catchment area pantry. Only people living south of 14th street. Call for appointment, bring photo ID to get food. Call to schedule donation drop off. Mon - Fri: 9:30 AM - 11:00 AM; 1:30 PM - 3:30 PM. Soup kitchen Monday-Thursday 12pm-1pm.","Pickup","Friday 9:30 AM-3:30 PM, Thursday 9:30 AM-3:30 PM, Wednesday 9:30 AM-3:30 PM, Tuesday 9:30 AM-3:30 PM, Monday 9:30 AM-3:30 PM, Sunday Closed, Wednesday 09:30 AM-03:30 PM, Friday 09:30 AM-03:30 PM, Thursday 09:30 AM-03:30 PM, Saturday Closed, Tuesday 09:30",,"(212) 337-7469","notanemail@callphone.com",,"102","03","71","1006090020","1010638","40.73781","-73.998682","006","POINT (-73.9986819998753 40.7378100004344)"
"MANHATTAN","Upper West Side","Westsider Books","2246, Broadway, New York, NY, 10024, USA","2246","BROADWAY",,"Books/Media",,,"Monday 10:00 AM-9:00 PM, Tuesday 10:00 AM-9:00 PM, Wednesday 10:00 AM-9:00 PM, Thursday 10:00 AM-9:00 PM, Friday 10:00 AM-9:00 PM, Saturday 10:00 AM-9:00 PM, Sunday 10:00 AM-09:00 PM",,"(212) 362-0788","info@westsiderbooks.com",,"107","06","167","1012280013","1032653","40.7847","-73.979048","020","POINT (-73.9790480000661 40.7846999999083)"
"BROOKLYN","Flatlands","helping hands for life","4415 Avenue L, Brooklyn, NY 11234, USA","4415","AVENUE L","Arts/Crafts, Building Products, Clothing/Personal Accessories, Electronics, Appliances, Household Furniture/Furnishings, Kitchen Items, HealthCare, Musical Instruments, Office Furniture/Furnishings, Office Supplies/Stationary, Footwear, Sports Equipment,",,,,"Monday 12:30 PM-06:00 PM, Tuesday 10:00 AM-06:00 PM, Wednesday 10:00 AM-06:00 PM, Thursday 10:00 AM-10:00 AM, Friday 10:00 AM-06:00 PM, Saturday 11:00 AM-03:00 PM, Sunday 01:00 PM-02:00 PM",,"(718) 252-9700","esthrthom@aol.com",,"318","45","730","3078240004","3217405","40.623429","-73.932561","063","POINT (-73.9325610002909 40.6234290002514)"
"BRONX","University Heights-Morris Heights","The Davidson Community Center, Inc.","2038 Davidson Avenue, Bronx, NY 10453, USA","2038","DAVIDSON AVENUE","Arts/Crafts, Books/Media, Clothing/Personal Accessories, Electronics, Food/Beverage, Household Furniture/Furnishings, Kitchen Items, Office Furniture/Furnishings, Office Supplies/Stationary, Footwear, Toys/Games",,"Accepts items listed, but nothing too big. Please inquire by calling for Ms. Medina, Operations Manager.",,"Monday 08:00 AM-06:00 PM, Tuesday 08:00 AM-06:00 PM, Wednesday 08:00 AM-06:00 PM, Thursday 08:00 AM-06:00 PM, Friday 08:00 AM-06:00 PM, Saturday 10:00 AM-04:00 PM, Sunday Closed","http://www.thedccsite.org/","(718) 731-6360","g.medina.bacd@gmail.com",,"205","14","243","2028630028","2008399","40.853564","-73.908472","046","POINT (-73.9084720000837 40.8535640000818)"
"MANHATTAN","Hudson Yards-Chelsea-Flatiron-Union Square","Academy Records & CDs","12 West 18th Street, New York, NY 10011, USA","12","WEST   18 STREET",,"Books/Media","Check out the website or call ahead for more information about selling your items.",,"Monday 11:00 AM-07:00 PM, Tuesday 11:00 AM-07:00 PM, Wednesday 11:00 AM-07:00 PM, Thursday 11:00 AM-8:00 PM, Friday 11:00 AM-8:00 PM, Saturday 11:00 AM-8:00 PM, Sunday 11:00 AM-07:00 PM","http://www.academy-records.com/","(212) 242-3000","academylpcd@gmail.com",,"105","03","54","1008197501","1015429","40.738872","-73.992955","013","POINT (-73.9929550001741 40.738871999946)"
"QUEENS","Murray Hill","Bayside Thrift","14402 Northern Boulevard, NY, New York 11354, USA","144-02","NORTHERN BOULEVARD","Books/Media, Clothing/Personal Accessories, Footwear","Books/Media, Clothing/Personal Accessories, Footwear",,,"Monday 11:00 AM-07:00 PM, Tuesday 11:00 AM-07:00 PM, Wednesday 11:00 AM-07:00 PM, Thursday 11:00 AM-07:00 PM, Friday 11:00 AM-07:00 PM, Saturday 11:00 AM-07:00 PM, Sunday 11:00 AM-6:00 PM",,"(718) 460-4141","notanemail@bayside.com",,"407","20","1163","4050140009","4113419","40.76437","-73.823138","109","POINT (-73.8231380003194 40.7643700003784)"
"QUEENS","Flushing","La Jornada","135-32 38th Avenue, Flushing, NY 11354, USA","135-32","38 AVENUE","Arts/Crafts, Automotive, Clothing/Personal Accessories, Electronics, Food/Beverage, Office Furniture/Furnishings, Office Supplies/Stationary","Arts/Crafts, Automotive, Clothing/Personal Accessories, Electronics, Food/Beverage, Office Furniture/Furnishings, Office Supplies/Stationary","Call before food donation drop-off.",,"Monday Closed, Tuesday Closed, Wednesday 12:00 PM-05:00 PM, Thursday Closed, Friday 12:00 PM-05:00 PM, Saturday 12:00 PM-05:00 PM, Sunday Closed","http://lajornadany.org","(917) 880-5693","pedro@lajornadany.org",,"407","20","871","4049750001","4112307","40.760468","-73.831483","109","POINT (-73.8314830002412 40.7604680003012)"
"STATEN IS","Grymes Hill-Clifton-Fox Hills","Our Lady of Good Counsel","42 Austin Place, Staten Island, NY 10304, USA","42","AUSTIN PLACE","Food/Beverage","Food/Beverage","Food pantry open Saturdays 10-12pm. Must be registered for pantry, registration first Saturday of every month. Call to schedule a drop-off. Canned and packaged foods only.",,"Monday Closed, Tuesday Closed, Wednesday Closed, Thursday Closed, Friday Closed, Saturday 10:00 AM-12:00 PM, Sunday Closed",,"(718) 447-1504","acctg.ologc@verizon.net",,"501","49","33","5005800034","5106889","40.631074","-74.086371","120","POINT (-74.0863710003224 40.6310740002681)"
"MANHATTAN","SoHo-TriBeCa-Civic Center-Little Italy","Men","19 Prince Street, New York, NY 10012, USA","19","PRINCE STREET",,"Clothing/Personal Accessories, Footwear",,,"Monday 12:00 PM-08:00 PM, Tuesday 12:00 PM-08:00 PM, Wednesday 12:00 PM-08:00 PM, Thursday 12:00 PM-08:00 PM, Friday 12:00 PM-08:00 PM, Saturday 12:00 PM-08:00 PM, Sunday 12:00 PM-07:00 PM","http://www.inanyc.com","(212) 334-2210","inamen@inanyc.com",,"102","01","43","1005080047","1007910","40.722874","-73.994309","005","POINT (-73.9943089996616 40.7228739996386)"
"QUEENS","Ridgewood","Topos Bookstore Cafe","788 Woodward Ave, Ridgewood, NY 11385, USA","788","WOODWARD AVENUE",,"Books/Media","Hours vary--call ahead to ensure they are open. Also call ahead to ensure donations can be accepted.",,"Monday 07:00 AM-09:00 PM, Tuesday 07:00 AM-09:00 PM, Wednesday 07:00 AM-09:00 PM, Thursday 07:00 AM-09:00 PM, Friday 07:00 AM-09:00 PM, Saturday 08:00 AM-09:00 PM, Sunday 08:00 AM-09:00 PM",,"(347) 927-5680","hello@toposbookstore.com",,"405","34","551","4034710035","4083037","40.703597","-73.903706","104","POINT (-73.903705999733 40.7035970001047)"
"STATEN IS","Mariner's Harbor-Arlington-Port Ivory-Graniteville","Comic Book Jones","2220 Forest Avenue, Staten Island, NY 10303, USA","2220","FOREST AVENUE",,"Books/Media",,,"Monday 10:00 AM-08:00 PM, Tuesday 10:00 AM-08:00 PM, Wednesday 10:00 AM-09:00 PM, Thursday 10:00 AM-09:00 PM, Friday 10:00 AM-09:00 PM, Saturday 10:00 AM-09:00 PM, Sunday 10:00 AM-07:00 PM",,"(718) 448-1234","Comicbookjones@gmail.com",,"501","49","30302","5016850090","5141910","40.626157","-74.163173","121","POINT (-74.1631729996352 40.6261570001486)"
"QUEENS","South Jamaica","V.E.T.S Inc. Main Headquarters","111-16 173rd St, Jamaica, NY 11433, USA","111-16","173 STREET","Arts/Crafts, Books/Media, Clothing/Personal Accessories, Electronics, Food/Beverage, Appliances, Household Furniture/Furnishings, Kitchen Items, Office Furniture/Furnishings, Office Supplies/Stationary, Footwear, Sports Equipment, Toys/Games","Arts/Crafts, Books/Media, Clothing/Personal Accessories, Electronics, Food/Beverage, Appliances, Household Furniture/Furnishings, Kitchen Items, Office Furniture/Furnishings, Office Supplies/Stationary, Footwear, Sports Equipment, Toys/Games","The 173rd street Jamaica location has a food pantry, soup kitchen and boutique open Fridays from 10 to 12. All other locations have a food pantry. Hours of operation are listed on each locations profile. Call to schedule donation pick up.","Pickup","Monday Closed, Tuesday Closed, Wednesday Closed, Thursday Closed, Friday 10:00 AM-12:00 PM, Saturday Closed, Sunday Closed","https://www.veteranownedbusiness.com/business/6885/vets-inc","(646) 261-1973","vets@rocketmail.com",,"412","27","434","4102820125","4219252","40.694756","-73.779498","113","POINT (-73.7794979996339 40.6947559997928)"
"STATEN IS","Grasmere-Arrochar-Ft. Wadsworth","The Salvation Army","493, Mosel Avenue, New York, NY, 10304, USA","493","MOSEL AVENUE","Household Furniture/Furnishings, Musical Instruments, Footwear, Sports Equipment, Toys/Games, Appliances, Books/Media, Electronics, Kitchen Items, Clothing/Personal Accessories","Household Furniture/Furnishings, Musical Instruments, Footwear, Sports Equipment, Toys/Games, Appliances, Books/Media, Electronics, Kitchen Items, Clothing/Personal Accessories","For pick-up please call 1-800-728-7825","Pickup","Friday 10:00 AM-7:00 PM, Thursday 10:00 AM-7:00 PM, Wednesday 10:00 AM-7:00 PM, Tuesday 10:00 AM-7:00 PM, Monday 10:00 AM-7:00 PM, Saturday 10:00 AM-7:00 PM, Sunday Closed","http://ny.salvationarmy.org/GreaterNewYork","(718) 442-3179","Donations@salvationarmyusa.org","Partner","502","50","50","5029210016","5107464","40.605268","-74.083664","122","POINT (-74.0836639995949 40.6052680000214)"
"MANHATTAN","West Village","Hamlet's Vintage","146 West 4th Street, New York, NY 10012, USA","146","WEST    4 STREET",,"Clothing/Personal Accessories, Footwear",,,"Monday 12:00 PM-08:00 PM, Tuesday 12:00 PM-08:00 PM, Wednesday 12:00 PM-08:00 PM, Thursday 12:00 PM-08:00 PM, Friday 12:00 PM-09:00 PM, Saturday 12:00 PM-09:00 PM, Sunday 12:00 PM-08:00 PM",,"(212) 228-1561","hamlet@hamletsvintage.com",,"102","01","65","1005430044","1008753","40.731277","-74.000598","006","POINT (-74.0005980000986 40.7312770004364)"
"BROOKLYN","East New York","Love Fellowship Tabernacle","464 Liberty Ave, Brooklyn, NY 11207, USA","464","LIBERTY AVENUE","Food/Beverage","Food/Beverage","Food pantry is open to the public on Tuesdays from 2pm-5pm. Call ahead with any food donation drop-offs.",,"Monday 09:00 AM-06:00 PM, Tuesday 02:00 PM-05:00 PM, Wednesday Closed, Thursday Closed, Friday Closed, Saturday Closed, Sunday Closed",,"(718) 235-2266","tinalft@aol.com",,"305","37","1152","3037080011","3083726","40.67483","-73.892487","075","POINT (-73.8924870003757 40.6748300000077)"
"BRONX","Williamsbridge-Olinville","Bronx Bethany Community Corporation","964 , East 227th st, New York, NY, 10466, USA","964","EAST  227 STREET","Food/Beverage","Food/Beverage","Walk-ins welcome. Last name registers person for which days they come in. We accept: food in good condition, not expired or dented cans. Food distribution: Wed: 9:00 AM - 11:00 AM, Thurs: 3-6pm and by appointment",,"Friday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Monday 9:00 AM-5:00 PM, Sunday Closed, Wednesday 09:00 AM-11:00 AM, Friday 09:00 AM-05:00 PM, Thursday 3:00 PM-6:00 PM, Saturday Closed, Tuesday 09:00 A","https://www.bbccnyc.com/","(718) 231-5276","renae.carter@bbccnyc.com",,"212","12","404","2048620088","2064510","40.886522","-73.851766","047","POINT (-73.8517660003016 40.8865220000934)"
