"oer_project_numbers","project_name","street_number","street_name","borough","bbl","oer_program","class","phase","project_specific_document","latitude","longitude","zip_code","community_district","city_council_district","census_tract_2010","building_identification_number","nta_name"
"12TMP0145K,12EHAZ145K,12CVCP051K","263 Bedford Avenue - DOB Job No. NB-320321219","263","Bedford Avenue","Brooklyn","3023660001","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1111/docrepository","40.714949","-73.960804","1","34","553","3399916","3023660001","North Side-South Side"
"13TMP0114M,13RHAN114M,14CVCP257M","7 West 21st Street","7","West 21st Street","Manhattan","1008230031,1008237507","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1907/docrepository","40.740531","-73.991130","5","3","58","1090231","1008237507","Hudson Yards-Chelsea-Flatiron-Union Square"
"20TMP1103X,20EHAZ250X,21CVCP025X","3612 BRONX BOULEVARD","3612","BRONX BOULEVARD","Bronx","2046450006","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/14385/docrepository","40.880579","-73.867862","12","12","378","2057320","2046450006","Williamsbridge-Olinville"
"19TMP1392Q,19EH-N395Q,20CVCP070Q","137-61 NORTHERN BOULEVARD","137-61","NORTHERN BOULEVARD","Queens","4049600029","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/9491/docrepository","40.763716","-73.829064","7","20","869","4112163","4049600029","Flushing"
"09TMP0112M,09EH-N112M","19-25 West 20th Street","19","West 20th Street","Manhattan","1008220019,1008220022,1008227506","E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/74/docrepository","40.740059","-73.991837","5","3","54","1089879","1008227506","Hudson Yards-Chelsea-Flatiron-Union Square"
"16TMP0038Q,16EA-N015M","441 West 37th Street","441","West 37th Street","Manhattan","1007350012","E/RD (No Cleanup)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/3225/docrepository","40.756017","-73.996618","4","3","111","1012975","1007350012","Hudson Yards-Chelsea-Flatiron-Union Square"
"14TMP0401K,14EHAN401K,15CVCP002K","Domino Sugar Site A","254","Kent Avenue","Brooklyn","3024140001,3024140002","VCP (Enrolled)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/2088/docrepository","40.716499","-73.965813","1","33","555","3251739","3023770002","North Side-South Side"
"15TMP0349K,15EH-N349K,16CVCP006K","125 Third Avenue","125","3rd Avenue","Brooklyn","3003950003","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2884/docrepository","40.682338","-73.982712","2","33","127","3336057","3003950003","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"17TMP0103K,17EHAN092K","74 THROOP AVE","74","THROOP AVE","Brooklyn","3022660030,3022660031","VCP (Prospective), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/3743/docrepository","40.702526","-73.946630","1","33","507","3061432","3022660030","Bedford"
"19TMP1894K,19EH-N399K","1036 MANHATTAN AVENUE","1036","MANHATTAN AVENUE","Brooklyn","3025130006,3025130008,3025130005","E/RD (Review), State BCP","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/9993/docrepository","40.734207","-73.954907","1","33","575","3064053","3025130006","Greenpoint"
"15TMP0058M,15ENOS058M","1283 York Avenue (New York Presbyterian)","1283","York Avenue","Manhattan","1014630021","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2947/docrepository","40.764575","-73.955421","8","5","116","1090254","1014630021","Lenox Hill-Roosevelt Island"
"20TMP0513K,20EHAN118K,20CVCP067K","886 BROADWAY","886","BROADWAY","Brooklyn","3015820015,3015820025","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/11797/docrepository","40.698102","-73.937257","3","36","287","3393613","3015820015","Stuyvesant Heights"
"13TMP0316M,13RHAN316M","Columbia Manhattanville Phase 2 (614 West 131st Street)","614","West 131st Street","Manhattan","1019960014,1019970001,1019970044,1019960056","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1910/docrepository","40.817876","-73.957730","9","7","219","1000000","1019970001","Manhattanville"
"15TMP0486Q,15EHAN486Q,16CVCP059Q","43-36 53rd Street","43-36","53rd Street","Queens","4013210042","VCP (Enrolled), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/2713/docrepository","40.743698","-73.911678","2","26","25302","4030880","4013210042","Hunters Point-Sunnyside-West Maspeth"
"17TMP0026K,17EHAZ026K","58 Greenpoint Avenue","58","Greenpoint Avenue","Brooklyn","3025620010","E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/3652/docrepository","40.729773","-73.958630","1","33","565","3064788","3025620010","Greenpoint"
"10TMP0219M,10EH-N219M,19CVCP036M","555 West 38th Street","476","11th Avenue","Manhattan","1007100001,1007100060","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/443/docrepository","40.758501","-73.999986","4","3","117","1000000","1007100001","Hudson Yards-Chelsea-Flatiron-Union Square"
"10TMP0323M,10EHAN323M","520 West 20th Street (NNO Submissions)","520","West 20th Street","Manhattan","1006910043","E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/293/docrepository","40.746235","-74.006547","4","3","99","1012290","1006910043","Hudson Yards-Chelsea-Flatiron-Union Square"
"18TMP1143X,18EH-N388X,18OTHER004X,18CVCP083X","1850 JEROME AVENUE","1850","JEROME AVENUE","Bronx","2028510002","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/5721/docrepository","40.848914","-73.911473","5","14","23301","2008219","2028510002","Mount Hope"
"14TMP0170X,14EHAN170X,14CVCP226X","1939 West Farms Road - DOB Job No. 220325510","1939","West Farms Road","Bronx","2030160050","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2036/docrepository","40.839162","-73.880594","6","17","359","2124285","2030167502","East Tremont"
"15TMP0375K,15EHAN375K,15CVCP132K","948 Myrtle Avenue","948","Myrtle Avenue","Brooklyn","3017560033,3017560037,3017560042","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2691/docrepository","40.695981","-73.943887","3","36","25901","3000000","3017560037","Bedford"
"14TMP0405K,14EHAZ405K,14CVCP256K","4907-4709 4th Avenue","4907","4th Avenue","Brooklyn","3007830006","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2229/docrepository","40.646918","-74.012101","7","38","78","3012911","3007837502","Sunset Park West"
"13TMP0341K,13EHAZ341K,13CVCP155K","50 Greenpoint Avenue","50","Greenpoint Avenue","Brooklyn","3025620001,3025627501","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/170/docrepository","40.729751","-73.958872","1","33","565","3424740","3025627501","Greenpoint"
"21TMP0173Q,21CVCP032Q,21EHAZ190Q","59-02 Borden Avenue","59-02","BORDEN AVENUE","Queens","4026570050","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/19982/docrepository","40.727886","-73.908563","2","30","219","4000000","4026570040","Hunters Point-Sunnyside-West Maspeth"
"14TMP0176M,14EHAN176M,19CVCP078M","311 10th Avenue","311","10th Avenue","Manhattan","1006990037","VCP (Enrolled)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/2040/docrepository","40.750742","-74.001960","4","3","99","1090611","1006990037","Hudson Yards-Chelsea-Flatiron-Union Square"
"12TMP0441K,12EHAN441K,12CVCP055K","72 Throop Avenue","72","Throop Avenue","Brooklyn","3022660027,3022660028,3022660029,3022667507","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1037/docrepository","40.702581","-73.946695","1","33","507","3398133","3022667507","Bedford"
"12TMP0120K,12EH-N120K,12CBCP029K","112 Emerson Place - DOB Job No. NB-320389334","112","Emerson Place","Brooklyn","3018940054,3018940055","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1248/docrepository","40.694394","-73.962327","2","35","191","3397958","3018940054","Clinton Hill"
"17TMP0689X,17EH-N278X,20CVCP015X","761-775 EAST 233RD STREET","761-775","EAST 233RD STREET","Bronx","2049970001,2049970002,2049970003,2049970006,2049970008","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/4332/docrepository","40.892775","-73.855396","12","12","434","2000000","2049970001","Woodlawn-Wakefield"
"14TMP0581Q,14ENOS581Q","166-36 Jamaica Avenue","166-36","Jamaica Avenue","Queens","4101560014","E/RD (No Cleanup)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/2494/docrepository","40.705911","-73.793707","12","27","444","4216249","4101560014","Jamaica"
"14TMP0508K,14EHAN508K,15CVCP012K","45 Walton Street","45","Walton Street","Brooklyn","3022450062","VCP (Enrolled), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/2113/docrepository","40.701188","-73.950894","1","33","509","3000000","3022450062","Williamsburg"
"19TMP1112K,19ENOS387K","58 SAINT MARKS PLACE","58","SAINT MARKS PLACE","Brooklyn","3003950035,3003950030,3003950033,3003950034,3003950036,3003950037","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/9211/docrepository","40.682113","-73.980718","2","33","127","3006277","3003950030","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"21TMP0707X,21EHAN151X,21CVCP039X","1245 EDWARD L. GRANT HIGHWAY","1245","EDWARD L. GRANT HIGHWAY","Bronx","2025060054","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/21515/docrepository","40.837002","-73.922312","4","16","199","2092382","2025060054","Highbridge"
"16TMP0356Q,16ENOS246K","650 - 658 Madison Street","652","Madison Street","Brooklyn","3016460013,3016460011,3016460016,3016460112,3016460113,3016460111,3016460114","E/RD (No Cleanup)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/3535/docrepository","40.686857","-73.931942","3","36","293","3045201","3016460011","Stuyvesant Heights"
"17TMP0441M,18CVCP067M,18EHAZ397M","607-611 WEST 47TH STREET","607-611","WEST 47TH STREET","Manhattan","1010950024","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/4084/docrepository","40.764172","-73.996390","4","3","129","1027119","1010950024","Clinton"
"17TMP0453K,17EHAZ212K,18CVCP019K","108-112 North 6th Street","112","NORTH 6TH STREET","Brooklyn","3023340022,3023340021,3023340020","VCP (Enrolled), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/4096/docrepository","40.718311","-73.959993","1","33","555","3062169","3023340022","North Side-South Side"
"22TMP0562K,22EHAZ132K,22CVCP069K","794 BEDFORD AVENUE","794","BEDFORD AVENUE","Brooklyn","3018860071","VCP (Enrolled), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/32009/docrepository","40.697455","-73.956724","3","33","1237","3054235","3018860071","Bedford"
"14TMP0138M,14RHAZ138M,14CVCP211M","NYU Science Building = 435 East 30th Street","433","EAST 30TH STREET","Manhattan","1009627501","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2508/docrepository","40.740935","-73.974516","6","4","62","1085588","1009627501","Murray Hill-Kips Bay"
"15TMP0279X,15EH-N279X","500 East 134th Street","500","East 134th Street","Bronx","2022610005","E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2875/docrepository","40.805171","-73.921461","1","8","19","2092081","2022610005","Mott Haven-Port Morris"
"22TMP0575X,22EH-N131X","580 GERARD AVENUE","580","GERARD AVENUE","Bronx","2023530001","E/RD (No Cleanup), State BCP","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/32022/docrepository","40.819816","-73.928908","4","8","63",,,"West Concourse"
"15TMP0475X,15ENOS475X","899 Elton Avenue (Elton Crossing)","899","Elton Avenue","Bronx","2023830019,2023830025,2023830027,2023830029,2023830030,2023830031,2023830033,2023830035,2023837501","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3022/docrepository","40.823863","-73.911622","3","17","141","2127429","2023837501","Morrisania-Melrose"
"21TMP1002X,21EH-A214X,22CVCP080X","2721 COLDEN AVENUE","2721","COLDEN AVENUE","Bronx","2045160008,2045160046","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/23803/docrepository","40.866003","-73.859608","11","13","342","2053834","2045160046","Allerton-Pelham Gardens"
"16TMP0126K,16EHAN123Q,16CVCP040Q","109-17 72nd Road","109-23","72nd Road","Queens","4032580014,4032580016,4032580017,4032580018,4032587502","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3278/docrepository","40.719200","-73.841407","6","29","737","4617373","4032587502","Forest Hills"
"21TMP1528K,21EHAZ312K,22CVCP013K","352 MEEKER AVENUE","352","MEEKER AVENUE","Brooklyn","3027380010,3027380012","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/27321/docrepository","40.717639","-73.947895","1","34","501",,,"East Williamsburg"
"12TMP0316Q,12EHAN316Q,12CVCP066Q","52-01 Queens Blvd","52-01","Queens Blvd","Queens","4013210001","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1011/docrepository","40.742485","-73.912845","2","26","25302","4541693","4013210001","Hunters Point-Sunnyside-West Maspeth"
"12TMP0445K,12EHAZ445K,13CVCP086K","235-247 & 253-263 North 9th Street","235","North 9th Street","Brooklyn","3023070027,3023070033,3023070036,3023070038","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1178/docrepository","40.717213","-73.953739","1","33","519","3424811","3023070038","North Side-South Side"
"21TMP0397K,22CVCP058K","772 HALSEY ST","772","HALSEY ST","Brooklyn","3016680048","VCP (Prospective)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/20206/docrepository","40.684815","-73.923593","3","41","383","3393652","3016680048","Stuyvesant Heights"
"13TMP0359Q,13EH-A359Q,13CVCP145Q","11-28 31st Drive","11-28","31st Drive","Queens","4005020022","VCP (Withdrawn), E/RD (Review), State BCP","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1463/docrepository","40.768353","-73.935270","1","26","81","4005438","4005020022","Old Astoria"
"12TMP0031K,12EHAZ031K,12CBCP035K","250 North 10th Street - DOB Job No. NB-302320343","250","North 10th Street","Brooklyn","3023070001,3023070014,3023070016,3023070019,3023070031","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1079/docrepository","40.717523","-73.952808","1","33","519","3398096","3023070001","North Side-South Side"
"13TMP0483K,13EH-N483K,16CVCP014K","1146 Fulton Street","1146","Fulton Street","Brooklyn","3020170008","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1859/docrepository","40.681005","-73.955102","3","36","227","3057751","3020170008","Clinton Hill"
"20TMP0156K,20EHAN029K,20CVCP045K","169 Livonia Avenue","169","LIVONIA AVENUE","Brooklyn","3035730001,3035730070","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/11440/docrepository","40.662164","-73.911587","16","41","924","3326498","3035730070","Brownsville"
"19TMP1608Q,19EH-A363Q,20CVCP028Q","36-23 32 Street","36-23","32 STREET","Queens","4006010025","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/9707/docrepository","40.755696","-73.929359","1","26","55","4007935","4006010025","Queensbridge-Ravenswood-Long Island City"
"12TMP0505Q,12EH-A505Q","39-15 27th Street","39-15","27th Street","Queens","4003970011","E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/940/docrepository","40.754021","-73.936291","1","26","31","4617773","4003970011","Queensbridge-Ravenswood-Long Island City"
"14TMP0396M,14EHAZ396M","601 Washington Street - DOB Job No. NB-121329053","601","Washington Street","Manhattan","1006020028","E/RD (Review), State BCP","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2227/docrepository","40.730543","-74.009038","2","3","69","1090582","1006020028","West Village"
"15TMP0592K,15CVCP148K,15CVCP148K","Henry Apartments - Site A - 1676 Broadway","1676","Broadway","Brooklyn","3015030029,3015037501,3015030031,3015030034,3015030038","VCP (Enrolled)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2545/docrepository","40.684159","-73.912683","16","41","373","3414048","3015037501","Ocean Hill"
"17TMP0413K,18EH-N003K,18CVCP020K","1860 EASTERN PARKWAY","1860","EASTERN PARKWAY","Brooklyn","3014360006","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/4056/docrepository","40.675822","-73.908126","16","37","36502","3337899","3014360006","Ocean Hill"
