"file","law_number","type","status","final_action","title"
"T2014-1815",,"Oversight","Filed","2014-10-08T00:00:00.000","Oversight - Examining the Treatment of Adolescents in New York City Jails and Reviewing the United States Department of Justices's Report on Violence at Rikers Island."
"T2014-1814",,"Oversight","Filed","2014-10-01T00:00:00.000","Oversight: Review of the Proposed Changes to HRA’s Employment Programs."
"M 0148-2014",,"Communication","Adopted","2014-09-23T00:00:00.000","Communication from the Office of Management & Budget – Pursuant to Section 107(b) of the New York City Charter, transfer City funds between various agencies in fiscal year 2015 to implement changes to the City’s expense budget. (MN -2)"
"Res 0415-2014",,"Resolution","Adopted","2014-09-23T00:00:00.000","Resolution concerning authorizing an increase in the amount to be expended annually in the Fordham Road Business Improvement District in the Borough of the Bronx, the extension of the Fordham Road Business Improvement District, and amendments to the District Plan of the Fordham Road Business Improvement District to change the method of assessment upon which the district charge is based, and setting the date, time and place for the public hearing of the local law authorizing such changes as set forth in the amended District Plan of the Fordham Road Business Improvement District."
"LU 0120-2014",,"Land Use Application","Committee",,"Phipps Plaza South/KB25, East 25th Street, Between 1st and 2nd Avenues, Manhattan, Block 931, Lot 17, Council District No. 2."
"Res 0425-2014",,"Resolution","Adopted","2014-09-23T00:00:00.000","Resolution approving the petition for a revocable consent for an unenclosed sidewalk café located at 24 Fifth Avenue, Borough of Manhattan (20145612 TCM; L.U. No. 110)."
"T2014-1783",,"Oversight","Filed","2014-10-02T00:00:00.000","Oversight - Evaluating the Effectiveness of Tax Benefits Offered by the New York City Economic Development Corporation."
"T2014-1782",,"Oversight","Filed","2014-09-30T00:00:00.000","Oversight - Reducing the Cost of College Textbooks."
"Res 0416-2014",,"Resolution","Adopted","2014-09-23T00:00:00.000","Resolution approving the new designation and changes in the designation of certain organizations to receive funding in the Expense Budget."
"T2014-1777",,"Oversight","Filed","2014-09-29T00:00:00.000","Oversight: Guidance Services for Students."
"T2014-1776",,"Oversight","Filed","2014-09-17T00:00:00.000","Oversight: Public Hearing on appointments to the New York City Board of Elections being considered by the Democratic members of the New York City Council pursuant to the New York State Election Law. Bianka Perez is being considered for appointment by the Democratic members of the New York City Council as the Bronx County Democrat to the New York City Board of Elections to serve for the remainder of a four-year term that expires on December 31, 2016. Alan Schulkin is being considered for appointment by the Democratic members of the New York City Council as the New York County Democrat t"
"Res 0411-2014",,"Resolution","Adopted","2014-09-10T00:00:00.000","RESOLUTION APPROVING THE MODIFICATION OF THE FISCAL 2015 CAPITAL BUDGET AND CAPITAL PROGRAM PROPOSED BY THE MAYOR PURSUANT TO SECTION 216 OF THE CHARTER OF THE CITY OF NEW YORK."
"Res 0414-2014",,"Resolution","Adopted","2014-09-10T00:00:00.000","RESOLUTION APPROVING THE APPOINTMENT BY THE MANHATTAN BOROUGH PRESIDENT OF ANNA HAYES LEVIN AS A MEMBER OF THE NEW YORK CITY PLANNING COMMISSION."
"M 0141-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal and change of ownership base station license St. Albans-Hollis Car Service Inc., Council District 27, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0140-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal and change of ownership base station license SHMT INC., Council District 46, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"T2014-1701",,"Oversight","Filed","2014-09-29T00:00:00.000","Oversight - Crisis of Unaccompanied Immigrant Children: What is New York City Doing?"
"M 0139-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal and change of ownership base station license Rocapulco Car Service Inc., Council District 32, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0138-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal, change of ownership and change of location base station license Viamax Service Station & Car Service Corp., Council District 34, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0137-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Vee Cee Limousine Service, Inc., Council District 46, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0136-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Surf Car Systems Inc., Council District 31, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0135-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Rechev Of Brooklyn Inc., Council District 44, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0134-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license New Imperial Car Service Inc., Council District 21, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0133-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Montague Management Services., Council District 33, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0132-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Michaels Car Service Inc., Council District 35, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0131-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Kingsbay Car Service Inc., Council District 48, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0130-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license JSE Management Corp., Council District 32, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0146-2014",,"Land Use Call-Up","Adopted","2014-09-10T00:00:00.000","By Council Member Chin: Pursuant to Rule 11.20.b) of the Council and Section 197-d (b)(3) of the New York City Charter, the Council hereby resolves that the action of the City Planning Commission on Uniform Land Use Review Procedure Application No. C 140299 PPM shall be subject to Council review."
"M 0145-2014",,"Land Use Call-Up","Adopted","2014-09-10T00:00:00.000","By Council Member Chin: Pursuant to Rule 11.20.b of the Council and Section 197-d (b)(3) of the New York City Charter, the Council hereby resolves that the action of the City Planning Commission on Uniform Land Use Review Procedure Application No. C 140302 ZSM shall be subject to Council review."
"M 0144-2014",,"Land Use Call-Up","Adopted","2014-09-10T00:00:00.000","By Council Member Chin: Pursuant to Rule 11.20.b of the Council and Section 197-d (b)(3) of the New York City Charter, the Council hereby resolves that the action of the City Planning Commission on Uniform Land Use Review Procedure Application No. C 140301 ZSM shall be subject to Council review."
