"queens_cooperatives_comparable_properties_boro_block_lot","queens_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","queens_cooperatives_comparable_properties_neighborhood","queens_cooperatives_comparable_properties_building_classification","queens_cooperatives_comparable_properties_total_units","queens_cooperatives_comparable_properties_year_built","queens_cooperatives_comparable_properties_gross_sqft","queens_cooperatives_comparable_properties_est_gross_income","queens_cooperatives_comparable_properties_gross_income_per_sqft","queens_cooperatives_comparable_properties_full_market_value","queens_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"4-00140-0040","43 30 48 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"SUNNYSIDE","D4-ELEVATOR","92","1927","79896","1036251","12.97","3230000","40.4","4-00139-0024","43 10 49 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","SUNNYSIDE","D1-ELEVATOR","60","1931","43800","577011","13.17","1800000","41.1","0.05","4-00148-0001","47 09 SKILLMAN AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","SUNNYSIDE","D1-ELEVATOR","60","1942","57600","758703","13.17","2360000","41","0.25"
"4-01908-0001","55 25 98 PLACE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11368","40.738722","-73.861724","4","21","44302","4431637","4019080001","Corona                                                                     ","CORONA","D4-ELEVATOR","208","1965","225240","2894334","12.85","9010000","40","4-01475-0001","87 10 37 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","88","1954","100000","1217908","12.18","3420000","34.2","1.2","4-02134-0013","102 30 67 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","123","1963","135400","1904174","14.06","5930000","43.8","0.95"
"4-10262-0006","109 14A 172 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11433","40.697708","-73.782416","12","27","414",,,"South Jamaica                                                              ","SOUTH JAMAICA","C6-WALK-UP","60","1951","52326","712000","13.61","2220000","42.4","4-10668-0001","89 39 221 PLACE
Queens, NY 
(40.749436300045, -73.797299799846)","QUEENS VILLAGE","C9-WALK-UP","66","1949","47776","762145","15.95","2580000","54","3.15","4-10723-0001","90 01 BRADDOCK AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","QUEENS VILLAGE","C9-WALK-UP","90","1950","67700","1039290","15.35","3510000","52","3.2"
"4-06790-0001","158 09 PARSONS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"FLUSHING-SOUTH","D4-ELEVATOR","793","1954","749142","11993935","16.01","40600000","54","4-03155-0027","98 01 67 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D3-ELEVATOR","286","1959","275197","4351703","15.81","14700000","53","2.6","4-05137-0005","43 23 COLDEN STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D7-ELEVATOR","322","1965","317305","5330568","16.8","18000000","57","1.55"
"4-01235-0070","52 05 39 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","4","11377","40.747958","-73.911571","2","26","251","4028419","4012350070","Woodside                                                                   ","WOODSIDE","C6-WALK-UP","67","1951","92130","1257574","13.65","3910000","42.4","4-03156-0092","66 23 AUSTIN STREET
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","55","1985","51700","775500","15","2620000","51","3.3","4-01505-0076","40 23 ITHACA STREET
Queens, NY 
(40.749436300045, -73.797299799846)","ELMHURST","D1-ELEVATOR","21","1991","19250","260493","13.53","811000","42.1","1.55"
"4-01280-0054","35 41 80 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","C6-WALK-UP","11","1917","13420","183183","13.65","570000","42.5","4-01282-0191","37 14 72 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","C1-WALK-UP","16","1926","10208","142912","14","445000","43.6","0.5","4-01282-0193","37 18 72 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","C1-WALK-UP","16","1926","10208","165369","16.2","559000","55","0.5"
"4-03276-0024","1 ASCAN AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.716425","-73.841796","6","29","737","4078367","4032760024","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","51","1918","66600","925000","13.89","2880000","43.2","4-03322-0014","118 40 METROPOLITAN AVENU
Queens, NY 
(40.749436300045, -73.797299799846)","KEW GARDENS","D1-ELEVATOR","84","1928","83727","1164386","13.91","3630000","43.4","0.9","4-03321-0061","83 31 116 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","KEW GARDENS","D1-ELEVATOR","180","1950","140196","2157939","15.39","7300000","52","0.85"
"4-00157-0009","41 25 44 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"SUNNYSIDE","D4-ELEVATOR","52","1931","41508","549150","13.23","1710000","41.2","4-00162-0019","43 09 43 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","SUNNYSIDE","D1-ELEVATOR","48","1928","35340","367971","10.41","954000","27","0.1","4-00168-0041","45 26 44 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","SUNNYSIDE","D1-ELEVATOR","46","1929","41316","540942","13.09","1680000","40.7","0.25"
"4-00206-0101","39 55 GREENPOINT AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11104","40.739217","-73.925829","2","26","189","4002924","4002060101","Hunters Point-Sunnyside-West Maspeth                                       ","SUNNYSIDE","C6-WALK-UP","17","1940","14000","191100","13.65","595000","42.5","4-00319-0001","33 78 11 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","LONG ISLAND CITY","C1-WALK-UP","24","1932","14796","223510","15.11","756000","51","1.9","4-00304-0003","52 27 35 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","LONG ISLAND CITY","C1-WALK-UP","12","1931","6675","92595","13.87","288000","43.1","0.55"
"4-01422-0019","32 30 93 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","D4-ELEVATOR","60","1933","41316","477199","11.55","1340000","32.4","4-01475-0001","87 10 37 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","88","1954","100000","1217908","12.18","3420000","34.2","0.6","4-01432-0034","33 52 85 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","49","1954","50900","592868","11.65","1540000","30.3","0.4"
"4-05865-0040","16 41 212 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11360","40.783744","-73.780502","7","19","99704","4440839","4058650040","Ft. Totten-Bay Terrace-Clearview                                           ","BAYSIDE","C6-WALK-UP","38","1957","37265","525435","14.1","1640000","44","4-06595-0010","137 02 JEWEL AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","24","1949","20920","294887","14.1","918000","43.9","4.55","4-06595-0032","139 06 JEWEL AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","24","1949","20920","294887","14.1","918000","43.9","4.55"
"4-09713-0113","140 50 BURDEN CRESCENT
Queens, NY 
(40.749436300045, -73.797299799846)","4","11435","40.711093","-73.816588","8","24","22002","4207743","4097130113","Briarwood-Jamaica Hills                                                    ","BRIARWOOD","D4-ELEVATOR","70","1959","61050","730000","11.96","2050000","33.6","4-09793-0033","89 29 163 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JAMAICA","D1-ELEVATOR","96","1961","79572","1065032","13.38","3320000","41.7","1.05","4-09768-0012","88 35 162 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JAMAICA","D1-ELEVATOR","69","1958","44695","576000","12.89","1790000","40","0.9"
"4-01497-0023","41 50 78 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"ELMHURST","D4-ELEVATOR","168","1951","148956","1727889","11.6","4860000","32.6","4-01432-0034","33 52 85 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","49","1954","50900","592868","11.65","1540000","30.3","0.75","4-01475-0001","87 10 37 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","D1-ELEVATOR","88","1954","100000","1217908","12.18","3420000","34.2","0.55"
"4-03167-0028","67 76 BOOTH STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.724783","-73.851965","6","29","71305","4075055","4031670028","Forest Hills                                                               ","REGO PARK","D4-ELEVATOR","128","1948","145112","2104125","14.5","7110000","49","4-03321-0018","83 10 118 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","KEW GARDENS","D1-ELEVATOR","79","1954","74118","1067498","14.4","3320000","44.8","1.55","4-03171-0001","101 01 BOOTH STREET
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","62","1954","61242","876046","14.3","2960000","48.3","0.1"
"4-08489-0001","269 GRAND CENTRAL PARKWAY
Queens, NY 
(40.749436300045, -73.797299799846)","4","11005","40.757859","-73.715543","13","23","155101","4453535","4084890001","Glen Oaks-Floral Park-New Hyde Park                                        ","GLEN OAKS","D4-ELEVATOR","1866","1972","3750565","78761865","21","326000000","87","4-03175-0001","104 20 QUEENS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D3-ELEVATOR","1327","1960","1741458","31096281","17.86","116000000","67","7.4","4-08401-0600","245 10 GRND CNTRL PARKWAY
Queens, NY 
(40.749436300045, -73.797299799846)","GLEN OAKS","D3-ELEVATOR","240","1966","263883","3828165","14.51","12900000","48.9","0.7"
"4-06659-0021","144 42 71 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","4","11367","40.727766","-73.820609","8","24","77906","4451340","4066590021","Kew Gardens Hills                                                          ","FLUSHING-SOUTH","C6-WALK-UP","56","1949","51915","643745","12.4","1810000","34.9","4-06277-0002","42 11 CORPORAL KENNEDY ST
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C9-WALK-UP","219","1951","208345","2574475","12.36","7230000","34.7","3.4","4-06077-0007","34 06 JORDAN STREET
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C1-WALK-UP","50","1931","40800","528028","12.94","1480000","36.3","3.1"
"4-04574-0071","162 41 POWELLS COVE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11357","40.79452","-73.831318","7","19","945",,,"Whitestone                                                                 ","BEECHHURST","D4-ELEVATOR","108","1956","150000","1800000","12","5060000","33.7","4-04995-0001","34 15 PARSONS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","172","1956","191330","2287192","11.95","6430000","33.6","2.4","4-04995-0064","144 45 35 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","120","1957","129650","1618729","12.49","4550000","35.1","2.4"
"4-02186-0002","111 05 66 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.73141","-73.844817","6","29","747","4432134","4021860002","Forest Hills                                                               ","FOREST HILLS","C6-WALK-UP","138","1949","105201","1467553","13.95","4570000","43.4","4-02185-0011","110 12 64 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","C9-WALK-UP","28","1950","26306","443731","16.87","1660000","63","0.1","4-01532-0016","45 26 80 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","ELMHURST","C1-WALK-UP","16","1933","14952","216520","14.48","732000","49","2.2"
"4-02251-0027","113 14 72 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.72143","-73.836755","6","29","75701","4052719","4022510027","Forest Hills                                                               ","FOREST HILLS","D4-ELEVATOR","108","1941","123000","1869600","15.2","6320000","51","4-02238-0019","72 72 112 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","118","1939","137500","2185646","15.9","7390000","54","0.15","4-02139-0001","105 05 69 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FOREST HILLS","D1-ELEVATOR","112","1943","111672","1285387","11.51","3610000","32.3","0.7"
"4-03168-0056","99 21 67 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","4","11375","40.724209","-73.85425","6","29","71306","4075089","4031680056","Forest Hills                                                               ","REGO PARK","D4-ELEVATOR","80","1947","61856","847430","13.7","2640000","42.7","4-03166-0095","67 67 BURNS STREET
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","112","1961","109200","1487146","13.62","4630000","42.4","0.1","4-03078-0050","62 95 SAUNDERS STREET
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","101","1941","100080","1443708","14.43","4500000","45","0.75"
"4-06540-0003","150 10 MELBOURNE AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11367","40.734151","-73.819386","8","24","809","4540880","4065400003","Kew Gardens Hills                                                          ","FLUSHING-SOUTH","C6-WALK-UP","266","1951","218100","2685000","12.31","7540000","34.6","4-06672-0058","79 04 147 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","45","1948","33921","417481","12.31","1170000","34.5","1","4-06683-0017","147 42 75 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","48","1950","38908","503268","12.93","1570000","40.4","0.55"
"4-05878-0050","210 05
Queens, NY 
(40.826229863932, -72.940105967505)","4",,,,,,,,,,"BAYSIDE","D4-ELEVATOR","248","1961","363000","5855000","16.13","19800000","55","4-05958-0030","23 50 WATERS EDGE DRIVE
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","D1-ELEVATOR","121","1969","146525","2365393","16.14","8000000","55","0.4","4-06853-0006","80 25 PARSONS BOULEVARD
Queens, NY 
(40.749436300045, -73.797299799846)","HILLCREST","D1-ELEVATOR","112","1962","58089","937149","16.13","3170000","55","4.45"
"4-01281-0033","35 50 82 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","D4-ELEVATOR","34","1937","32886","379833","11.55","1070000","32.5","4-02103-0001","98 09 65 ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D7-ELEVATOR","240","1938","255400","3192500","12.5","8970000","35.1","2.1","4-15543-0046","12 13 NEILSON STREET
Queens, NY 
(40.749436300045, -73.797299799846)","FAR ROCKAWAY","D1-ELEVATOR","37","1925","37260","600013","16.1","2030000","54","12.3"
"4-05025-0020","144 30 ROOSEVELT AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11354","40.761859","-73.82117","7","20","863","4113841","4050250020","Murray Hill                                                                ","FLUSHING-NORTH","D4-ELEVATOR","99","1962","86576","1173100","13.55","3650000","42.2","4-05025-0050","144 67 41 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","208","1962","189748","2569465","13.54","8000000","42.2","0","4-05048-0001","143 09 BARCLAY AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-NORTH","D1-ELEVATOR","168","1950","161048","2230730","13.85","6950000","43.2","0.2"
"4-00209-0042","50 22 40 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"SUNNYSIDE","D4-ELEVATOR","51","1961","29754","406142","13.65","1260000","42.3","4-00236-0066","48 50 37 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","LONG ISLAND CITY","D1-ELEVATOR","120","1961","97528","1408306","14.44","4760000","48.8","0.2","4-00205-0015","39 40 GREENPOINT AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","SUNNYSIDE","D1-ELEVATOR","36","1941","32000","488701","15.27","1650000","52","0.1"
"4-06305-0024","215 05 43 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11361","40.761846","-73.767651","11","19","1471","4138422","4063050024","Bayside-Bayside Hills                                                      ","BAYSIDE","C6-WALK-UP","14","1928","16000","280800","17.55","1050000","66","4-06306-0015","215 37 43 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C9-WALK-UP","32","1925","25000","438712","17.55","1640000","66","0.05","4-06233-0029","38 12 213 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","BAYSIDE","C9-WALK-UP","12","1931","8640","157196","18.19","588000","68","0.4"
"4-01279-0018","35 28 80 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","C6-WALK-UP","15","1917","12948","176740","13.65","550000","42.5","4-01282-0191","37 14 72 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","C1-WALK-UP","16","1926","10208","142912","14","445000","43.6","0.45","4-01282-0193","37 18 72 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","C1-WALK-UP","16","1926","10208","165369","16.2","559000","55","0.45"
"4-05857-0110","212 19 16 AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","4","11360","40.784224","-73.780288","7","19","99704","4446246","4058570110","Ft. Totten-Bay Terrace-Clearview                                           ","BAYSIDE","C6-WALK-UP","60","1956","60812","857500","14.1","2670000","43.9","4-06595-0010","137 02 JEWEL AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","24","1949","20920","294887","14.1","918000","43.9","4.65","4-06595-0032","139 06 JEWEL AVENUE
Queens, NY 
(40.749436300045, -73.797299799846)","FLUSHING-SOUTH","C9-WALK-UP","24","1949","20920","294887","14.1","918000","43.9","4.65"
"4-01278-0050","35 55 78 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4",,,,,,,,,,"JACKSON HEIGHTS","C6-WALK-UP","15","1920","16500","225225","13.65","701000","42.5","4-01282-0191","37 14 72 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","C1-WALK-UP","16","1926","10208","142912","14","445000","43.6","0.4","4-01282-0193","37 18 72 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","JACKSON HEIGHTS","C1-WALK-UP","16","1926","10208","165369","16.2","559000","55","0.4"
"4-09838-0089","87 05 166 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","4","11432","40.710915","-73.797262","8","24","454","4210459","4098380089","Briarwood-Jamaica Hills                                                    ","JAMAICA","D4-ELEVATOR","52","1963","35970","510000","14.18","1590000","44.2","4-09660-0135","82 08 135 STREET
Queens, NY 
(40.749436300045, -73.797299799846)","BRIARWOOD","D1-ELEVATOR","72","1952","53600","960000","17.91","3590000","67","1.4","4-09666-0052","135 09 82 DRIVE
Queens, NY 
(40.749436300045, -73.797299799846)","BRIARWOOD","D1-ELEVATOR","96","1952","73524","1168687","15.9","3950000","54","1.25"
"4-02945-0001","61 88 DRY HARBOR ROAD
Queens, NY 
(40.749436300045, -73.797299799846)","4","11379","40.725661","-73.872578","5","29","679","4067944","4029450001","Middle Village                                                             ","MIDDLE VILLAGE","D4-ELEVATOR","76","1962","75368","1119000","14.85","3780000","50","4-02474-0021","51 25 VAN KLEECK STREET
Queens, NY 
(40.749436300045, -73.797299799846)","ELMHURST","D1-ELEVATOR","76","1960","65000","965288","14.85","3260000","50","0.85","4-03078-0065","62 65 SAUNDERS STREET
Queens, NY 
(40.749436300045, -73.797299799846)","REGO PARK","D1-ELEVATOR","107","1941","101304","1503691","14.84","4680000","46.2","0.5"
