"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_estimated_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_estimated_expense","bronx_cooperatives_comparable_properties_expense_per_sqft","bronx_cooperatives_comparable_properties_net_operating_income","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_estimated_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_estimated_expense","comparable_rental_1_expense_per_sqft","comparable_rental_1_net_operating_income","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_distance_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_estimated_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_estimated_expense","comparable_rental_2_expense_per_sqft","comparable_rental_2_net_operating_income","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_distance_from_coop_in_miles","comparable_rental_3_boro_block_lot","comparable_rental_3_address","comparable_rental_3_neighborhood","comparable_rental_3_building_classification","comparable_rental_3_total_units","comparable_rental_3_year_built","comparable_rental_3_gross_sqft","comparable_rental_3_estimated_gross_income","comparable_rental_3_gross_income_per_sqft","comparable_rental_3_estimated_expense","comparable_rental_3_expense_per_sqft","comparable_rental_3_net_operating_income","comparable_rental_3_full_market_value","comparable_rental_3_market_value_per_sqft","comparable_rental_3_distance_from_coop_in_miles"
"2-05744-0048","750 KAPPOCK STREET
Bronx, NY 
(40.881759500512, -73.919771950111)","2","10463","40.882137","-73.919848","8","11","29301","2083471","2057440048","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"209920","2466560","11.75","1032806","4.92","1433754","8107000","38.62","2-05793-0467","3555 OXFORD AVENUE
Bronx, NY 
(40.88632086694, -73.908793797665)","RIVERDALE","D1-ELEVATOR","57","1960","72553","888992","12.25","335602","4.63","553390","2772000","38.21","0.68","2-05795-0537","3555 NETHERLAND AVENUE
Bronx, NY 
(40.886372374526, -73.910726409353)","RIVERDALE","D1-ELEVATOR","55","1939","60792","714186","11.75","298924","4.92","415262","1969000","32.39","0.6","2-05732-0924","2700 HENRY HUDSON PARKWAY","RIVERDALE","D1-ELEVATOR","78","1955","108,955","1,229,714","11.29","539,876","4.96","689,838","3,432,000","31.5","0.26"
"2-02998-0145","1003 174 STREET
Bronx, NY 
(40.836161091368, -73.884118597986)","2",,,,,,,,,,,,,,"28165","336572","11.95","195616","6.95","140956","770000","27.34","2-02813-0009","2034 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","46","1919","28000","372839","13.32","208864","7.46","163975","1088000","38.86","1.36","2-02754-0005","1134 FARMS ROAD
Bronx, NY 
(40.827222851273, -73.88954638153)","MORRISANIA/LONGWOOD","C1-WALK-UP","43","1926","30540","334439","10.95","204011","6.68","130428","806000","26.39","0.77","2-02609-0046","1175 FULTON AVENUE","MORRISANIA/LONGWOOD","C1-WALK-UP","43","1925","28,800","483,196","16.78","265,758","9.23","217,438","1,573,000","54.62","1.21"
"2-02872-0001","1372 SHAKESPEARE AVENUE
Bronx, NY 
(40.841543381237, -73.92154367928)","2","10452","40.841313","-73.921736","4","16","21302","2008645","2028720001","Highbridge                                                                 ",,,,,"39745","275433","6.93","195545","4.92","79888","475000","11.95","2-02466-0044","125 168 STREET
Bronx, NY 
(40.836243825191, -73.91777984188)","MELROSE/CONCOURSE","C1-WALK-UP","45","1924","45500","388015","8.53","252225","5.54","135790","812000","17.85","0.39","2-02457-0050","1279 SHERIDAN AVENUE
Bronx, NY 
(40.835836233179, -73.915014781989)","MELROSE/CONCOURSE","D1-ELEVATOR","27","1924","30800","383419","12.45","210872","6.85","172547","1157000","37.56","0.48","2-02816-0045","1355 MORRIS AVENUE","MELROSE/CONCOURSE","C1-WALK-UP","45","1924","36,085","307,805","8.53","199,911","5.54","107,894","645,000","17.87","0.55"
"2-05909-0970","4555 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.892797","-73.908499","8","11","30701","2085806","2059090970","North Riverdale-Fieldston-Riverdale                                        ",,,,,"217360","2662660","12.25","1006377","4.63","1656283","9570000","44.03","2-05904-0267","600 239 STREET
Bronx, NY 
(40.889579457198, -73.911174785847)","RIVERDALE","D1-ELEVATOR","90","1956","98681","1350943","13.69","701622","7.11","649321","4290000","43.47","0.17","2-05780-0940","3900 GREYSTONE AVENUE
Bronx, NY 
(40.88950389842, -73.904451506606)","RIVERDALE","D1-ELEVATOR","127","1928","134703","1515163","11.25","801013","5.95","714150","4599000","34.14","0.37","2-05793-0467","3555 OXFORD AVENUE","RIVERDALE","D1-ELEVATOR","57","1960","72,553","888,992","12.25","335,602","4.63","553,390","2,772,000","38.21","0.38"
"2-02968-0035","810 RITTER PLACE
Bronx, NY 
(40.830850271595, -73.898447463132)","2","10459","40.830906","-73.898","3","17","151","2010324","2029680035","Morrisania-Melrose                                                         ",,,,,"17520","192420","10.98","118170","6.74","74250","459000","26.2","2-02381-0051","462 160 STREET
Bronx, NY 
(40.822992881431, -73.912399838604)","MORRISANIA/LONGWOOD","C1-WALK-UP","31","1910","17520","171413","9.78","106268","6.07","65145","386000","22.03","0.94","2-02749-0010","1018 HOE AVENUE
Bronx, NY 
(40.823692010096, -73.890420284592)","MORRISANIA/LONGWOOD","C1-WALK-UP","20","1909","14450","169457","11.73","103374","7.15","66083","423000","29.27","0.6",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-05758-0442","315 232 STREET
Bronx, NY 
(40.882067054382, -73.907373929873)","2",,,,,,,,,,,,,,"75747","927901","12.25","350709","4.63","577192","2805000","37.03","2-05761-0444","3425 KINGSBRIDGE AVENUE
Bronx, NY 
(40.883027623383, -73.903498835243)","KINGSBRIDGE/JEROME PARK","D3-ELEVATOR","56","1964","69595","666019","9.57","411696","5.92","254323","1509000","21.68","0.16","2-05784-0340","500 235 STREET
Bronx, NY 
(40.885146854323, -73.907410007235)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","87","1954","92600","1304480","14.09","560265","6.05","744215","4268000","46.09","0.13","2-05793-0467","3555 OXFORD AVENUE","RIVERDALE","D1-ELEVATOR","57","1960","72,553","888,992","12.25","335,602","4.63","553,390","2,772,000","38.21","0.25"
"2-05911-1102","4601 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.893697","-73.908509","8","11","30701","2085811","2059111102","North Riverdale-Fieldston-Riverdale                                        ",,,,,"57250","736808","12.87","305715","5.34","431093","2877000","50.25","2-05801-1054","215 242 STREET
Bronx, NY 
(40.889548246673, -73.898711686745)","VAN CORTLANDT PARK","C1-WALK-UP","33","1923","21660","304845","14.07","151310","6.99","153535","1066000","49.22","0.6","2-05777-0714","3820 WALDO AVENUE
Bronx, NY 
(40.887612569628, -73.903677211778)","KINGSBRIDGE/JEROME PARK","C1-WALK-UP","66","1923","76677","986536","12.87","409695","5.34","576841","3849000","50.2","0.51","2-05825-1572","6211 BROADWAY","FIELDSTON","C1-WALK-UP","44","1920","42,500","478,421","11.26","264,788","6.23","213,633","1,353,000","31.84","0.64"
"2-05742-0120","3103 FAIRFIELD AVENUE
Bronx, NY 
(40.883256535347, -73.914327313991)","2","10463","40.883381","-73.914212","8","11","297","2083458","2057420120","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"108700","1293530","11.9","551109","5.07","742421","4737000","43.58","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1312394","13.06","505762","5.03","806632","3795000","37.76","0.2","2-05732-0924","2700 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1955","108955","1229714","11.29","539876","4.96","689838","3432000","31.5","0.17",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-04317-0025","2190 BOSTON ROAD
Bronx, NY 
(40.856387421905, -73.869425504607)","2","10462","40.85637","-73.869533","11","13","22401","2049372","2043170025","Pelham Parkway                                                             ",,,,,"87354","928573","10.63","406196","4.65","522377","2629000","30.1","2-04317-0046","2165 BOLTON STREET
Bronx, NY 
(40.855821549924, -73.868695611151)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","67","1935","70230","769369","10.95","437039","6.22","332330","2055000","29.26","0","2-04317-0001","2144 BRONX PARK
Bronx, NY 
(40.854367943363, -73.869377899405)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","78","1927","75133","822706","10.95","467327","6.22","355379","2197000","29.24","0","2-04317-0092","2180 BOLTON STREET","PELHAM PARKWAY SOUTH","D1-ELEVATOR","72","1931","79,544","791,342","9.95","406,198","5.11","385,144","2,035,000","25.58","0.05"
"2-03307-0001","3000 VALENTINE AVENUE
Bronx, NY 
(40.872284277353, -73.88556338049)","2","10458","40.872369","-73.88556","7","11","413","2017214","2033070001","Bedford Park-Fordham North                                                 ",,,,,"55800","660114","11.83","287928","5.16","372186","2377000","42.6","2-03307-0053","3001 VALENTINE AVENUE
Bronx, NY 
(40.872301526556, -73.885632199289)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","38","1926","36684","458183","12.49","252019","6.87","206164","1177000","32.08","0.08","2-03306-0018","210 201 STREET
Bronx, NY 
(40.872527632914, -73.886765108704)","BEDFORD PARK/NORWOOD","D7-ELEVATOR","34","1936","32300","381999","11.83","166648","5.16","215351","1019000","31.55","0.11","2-03309-0084","279 EAST 203 STREET","BEDFORD PARK/NORWOOD","D1-ELEVATOR","37","1937","37,376","399,915","10.7","208,594","5.58","191,321","1,186,000","31.73","0.09"
"2-02802-0005","1854 MONROE AVENUE
Bronx, NY 
(40.847975748375, -73.906143300521)","2","10457","40.847985","-73.906172","5","15","23302","2007550","2028020005","Mount Hope                                                                 ",,,,,"22500","327600","14.56","200250","8.9","127350","844000","37.51","2-02802-0070","217 176 STREET
Bronx, NY 
(40.847555242693, -73.905864647188)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","26","1915","21720","320587","14.76","169850","7.82","150737","1040000","47.88","0","2-02802-0014","220 MT HOPE PLACE
Bronx, NY 
(40.848264913134, -73.905515821816)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","32","1923","25400","328415","12.93","197336","7.77","131079","757000","29.8","0","2-02802-0003","1848 MONROE AVENUE","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","26","1915","22,500","250,956","11.15","142,490","6.33","108,466","669,000","29.73","0"
"2-02723-0029","914 SIMPSON STREET
Bronx, NY 
(40.820247021732, -73.893420787426)","2","10459","40.820288","-73.893432","2","17","89","2005762","2027230029","Hunts Point                                                                ",,,,,"34875","342124","9.81","207430","5.95","134694","798000","22.88","2-04833-0058","636 231 STREET
Bronx, NY 
(40.883224074985, -73.914535548986)","WILLIAMSBRIDGE","C1-WALK-UP","31","1929","32710","321008","9.81","194627","5.95","126381","748000","22.87","5.24","2-03301-0066","2821 BRIGGS AVENUE
Bronx, NY 
(40.868564581596, -73.88967303563)","BEDFORD PARK/NORWOOD","C1-WALK-UP","31","1916","30780","401679","13.05","216691","7.04","184988","1199000","38.95","3.35",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-02458-0090","800 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,,,"252105","2586597","10.26","1525235","6.05","1061362","6609000","26.22","2-02458-0026","750 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","MELROSE/CONCOURSE","D1-ELEVATOR","101","1937","123000","1261627","10.26","744358","6.05","517269","3221000","26.19","0.15","2-02473-0033","751 WALTON AVENUE
Bronx, NY 
(40.8241218243, -73.926014837157)","MELROSE/CONCOURSE","D7-ELEVATOR","107","1927","141508","1390039","9.82","903539","6.39","486500","2880000","20.35","0.17","2-02473-0043","735 WALTON AVENUE","MELROSE/CONCOURSE","D7-ELEVATOR","111","1928","106,512","1,351,850","12.69","734,305","6.89","617,545","3,806,000","35.73","0.17"
"2-05135-0051","2324 HUNTER AVENUE
Bronx, NY 
(40.861552068267, -73.824244660483)","2",,,,,,,,,,,,,,"5541031","64165139","11.58","41578740","7.5","22586399","144775000","26.13","2-03138-0001","999 180 STREET
Bronx, NY 
(40.843235160415, -73.879194673825)","EAST TREMONT","D1-ELEVATOR","237","1974","276135","3521878","12.75","2141678","7.76","1380200","9228000","33.42","3.02","2-05640-0018","160 PILOT STREET
Bronx, NY 
(40.841278428225, -73.783833333469)","CITY ISLAND","D3-ELEVATOR","131","1981","97013","1566660","16.15","776661","8.01","789999","4860000","50.1","2.68","2-03094-0003","730 OAKLAND PLACE","EAST TREMONT","D1-ELEVATOR","152","1975","145,330","2,123,271","14.61","1,310,877","9.02","812,394","5,611,000","38.61","3.42"
"2-05919-0448","3750 HUDSON MANOR TERRACE
Bronx, NY 
(40.888557878984, -73.915598599857)","2","10463","40.888713","-73.915597","8","11","309","2091925","2059190448","North Riverdale-Fieldston-Riverdale                                        ",,,,,"163944","2072252","12.64","1008256","6.15","1063996","6127000","37.37","2-05796-0129","3660 OXFORD AVENUE
Bronx, NY 
(40.887600254178, -73.90868609313)","RIVERDALE","D3-ELEVATOR","77","1967","106934","1415876","13.24","765281","7.16","650595","4322000","40.42","0.33","2-05798-0077","545 236 STREET
Bronx, NY 
(40.886549999277, -73.908922599141)","RIVERDALE","D7-ELEVATOR","64","1939","90025","1137489","12.64","554033","6.15","583456","3531000","39.22","0.29","2-05793-0467","3555 OXFORD AVENUE","RIVERDALE","D1-ELEVATOR","57","1960","72,553","888,992","12.25","335,602","4.63","553,390","2,772,000","38.21","0.34"
"2-02948-0025","705 CROTONA PARK
Bronx, NY 
(40.842121044138, -73.893951875883)","2","10457","40.837941","-73.895254","3","17","163",,,"park-cemetery-etc-Bronx                                                    ",,,,,"15000","196200","13.08","120408","8.03","75792","505000","33.67","2-03369-0034","125 233 STREET
Bronx, NY 
(40.879703732404, -73.901284738288)","WOODLAWN","C1-WALK-UP","20","1929","14798","199773","13.5","103882","7.02","95891","635000","42.91","3.9","2-02790-0059","343 173 STREET
Bronx, NY 
(40.843493827884, -73.905260423208)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","21","1915","13000","231270","17.79","115700","8.9","115570","580000","44.62","0.64","2-04016-0009","520 MORRIS PARK AVENUE","PARKCHESTER","C1-WALK-UP","21","1915","12,840","189,478","14.76","107,892","8.4","81,586","563,000","43.85","1.14"
"2-03126-0028","940 178 STREET
Bronx, NY 
(40.842471366382, -73.882824399829)","2",,,,,,,,,,,,,,"17820","254291","14.27","139531","7.83","114760","730000","40.97","2-03107-0013","811 178 STREET
Bronx, NY 
(40.844558126343, -73.886972648491)","EAST TREMONT","C1-WALK-UP","20","1913","20704","234498","11.33","93942","4.54","140556","791000","38.21","0.26","2-03082-0031","650 182 STREET
Bronx, NY 
(40.851084400471, -73.888381933837)","EAST TREMONT","C1-WALK-UP","25","1911","17835","254544","14.27","140819","7.9","113725","696000","39.02","0.67","2-03134-0033","983 EAST 181 STREET","EAST TREMONT","C1-WALK-UP","20","1913","18,200","270,213","14.85","136,240","7.49","133,973","924,000","50.77","0.28"
"2-03567-0001","633 OLMSTEAD AVENUE
Bronx, NY 
(40.819362809884, -73.851298673366)","2","10473","40.819333","-73.851267","9","18","74","2092669","2035670001","Soundview-Castle Hill-Clason Point-Harding Park                            ",,,,,"598478","7786199","13.01","4644189","7.76","3142010","20936000","34.98","2-03867-0023","1340 STRATFORD AVENUE
Bronx, NY 
(40.832572859483, -73.876249967304)","SOUNDVIEW","D1-ELEVATOR","129","1966","95370","1253162","13.14","664729","6.97","588433","3913000","41.03","1.5","2-03138-0001","999 180 STREET
Bronx, NY 
(40.843235160415, -73.879194673825)","EAST TREMONT","D1-ELEVATOR","237","1974","276135","3521878","12.75","2141678","7.76","1380200","9228000","33.42","2.11","2-02723-0040","1018 EAST 163 STREET","MORRISANIA/LONGWOOD","D7-ELEVATOR","112","1909","156,980","2,042,681","13.01","1,218,510","7.76","824,171","5,492,000","34.99","2.07"
"2-02935-0001","625 JEFFERSON PLACE
Bronx, NY 
(40.833442676336, -73.899993294453)","2","10456","40.833537","-73.90032","3","16","149","2009764","2029350001","Morrisania-Melrose                                                         ",,,,,"17100","187660","10.97","113904","6.66","73756","456000","26.67","2-02464-0007","1227 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","MELROSE/CONCOURSE","D1-ELEVATOR","30","1937","20250","255716","12.63","165393","8.17","90323","481000","23.75","0.94","2-02474-0049","853 WALTON AVENUE
Bronx, NY 
(40.826439249036, -73.924593942722)","MELROSE/CONCOURSE","D1-ELEVATOR","24","1927","21931","287936","13.13","167011","7.62","120925","804000","36.66","1.41",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"2-05747-0605","2734 INDEPENDENCE AVENUE
Bronx, NY 
(40.882237173544, -73.91766314113)","2","10463","40.882818","-73.917362","8","11","301","2083483","2057470605","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"83880","1048500","12.5","434498","5.18","614002","3245000","38.69","2-05746-0567","2675 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1951","92782","1159771","12.5","480671","5.18","679100","3619000","39.01","0.09","2-05732-0924","2700 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1955","108955","1229714","11.29","539876","4.96","689838","3432000","31.5","0.07","2-05787-0137","3220 NETHERLAND AVENUE","RIVERDALE","D1-ELEVATOR","85","1954","100,498","1,312,394","13.06","505,762","5.03","806,632","3,795,000","37.76","0.36"
"2-02684-0074","986 LEGGETT AVENUE
Bronx, NY 
(40.814631976912, -73.899936085143)","2","10455","40.814645","-73.899915","2","17","83","2005100","2026840074","Longwood                                                                   ",,,,,"16950","145092","8.56","67800","4","77292","462000","27.26","2-02603-0150","1033 AVENUE ST
Bronx, NY 
(40.825576999979, -73.918448999722)","MORRISANIA/LONGWOOD","C7-WALK-UP","42","1926","39035","267021","6.84","150194","3.85","116827","695000","17.8","0.12","2-02707-0040","744 BECK STREET
Bronx, NY 
(40.815931850688, -73.899100996573)","MORRISANIA/LONGWOOD","C4-WALK-UP","21","1907","15300","134253","8.77","86285","5.64","47968","286000","18.69","0.2","2-02721-0001","800 FOX STREET","MORRISANIA/LONGWOOD","C7-WALK-UP","22","1931","21,000","224,243","10.68","139,123","6.62","85,120","482,000","22.95","0.32"
"2-03279-0016","398 OLIVER PLACE
Bronx, NY 
(40.866423581366, -73.885204364523)","2","10458","40.866485","-73.885237","7","15","40702","2016409","2032790016","Bedford Park-Fordham North                                                 ",,,,,"42975","473585","11.02","238511","5.55","235074","1452000","33.79","2-03285-0015","2970 MARION AVENUE
Bronx, NY 
(40.869508033605, -73.883373826927)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","36","1936","36185","433134","11.97","234117","6.47","199017","1133000","31.31","0.2","2-03285-0019","2976 MARION AVENUE
Bronx, NY 
(40.869575835091, -73.883264102385)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","62","1950","67930","748512","11.02","376775","5.55","371737","2145000","31.58","0.2","2-03283-0055","357 EAST 195 STREET","BEDFORD PARK/NORWOOD","D7-ELEVATOR","51","1941","53,120","574,758","10.82","327,750","6.17","247,008","1,530,000","28.8","0.18"
"2-03277-0023","2676 DECATUR AVENUE
Bronx, NY 
(40.864424344522, -73.889235183101)","2","10458","40.864334","-73.889298","7","15","397","2016367","2032770023","Belmont                                                                    ",,,,,"18000","236340","13.13","113940","6.33","122400","657000","36.5","2-03277-0014","2656 DECATUR AVENUE
Bronx, NY 
(40.864044879438, -73.889596273764)","BEDFORD PARK/NORWOOD","C1-WALK-UP","23","1910","22000","333260","15.15","156079","7.09","177181","921000","41.86","0","2-03031-0029","2362 WEBSTER AVENUE
Bronx, NY 
(40.857991503485, -73.894426969769)","BATHGATE","C1-WALK-UP","26","1917","19613","221627","11.3","128465","6.55","93162","585000","29.83","0.52","2-03055-0012","530 EAST 187 STREET","BELMONT","C1-WALK-UP","17","1910","12,320","161,774","13.13","77,958","6.33","83,816","554,000","44.97","0.55"
"2-02821-0052","1561 SHERIDAN AVENUE
Bronx, NY 
(40.841929443978, -73.911120153525)","2","10457","40.842154","-73.91107","4","16","225","2007853","2028210052","East Concourse-Concourse Village                                           ",,,,,"74462","790335","10.61","421091","5.66","369244","2292000","30.78","2-02821-0061","1551 SHERIDAN AVENUE
Bronx, NY 
(40.841712461315, -73.911142414295)","MOUNT HOPE/MOUNT EDEN","D7-ELEVATOR","55","1940","64000","584848","9.14","318611","4.98","266237","1585000","24.77","0","2-02821-0001","1500 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","96","1935","96990","1001417","10.32","609515","6.28","391902","2439000","25.15","0","2-02820-0016","1546 SELWYN AVENUE","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","69","1927","68,886","797,797","11.58","494,299","7.18","303,498","1,945,000","28.24","0.09"
"2-03130-0007","1962 VYSE AVENUE
Bronx, NY 
(40.841346610721, -73.88269878937)","2","10460","40.841447","-73.882642","6","17","361",,,"East Tremont                                                               ",,,,,"23760","324086","13.64","140184","5.9","183902","1216000","51.18","2-03005-0082","1010 TREMONT AVENUE
Bronx, NY 
(40.840511658227, -73.881261477468)","EAST TREMONT","C7-WALK-UP","31","1918","22875","366485","16.02","186430","8.15","180055","1228000","53.68","0.07","2-04199-0037","3100 ARNOW PLACE
Bronx, NY 
(40.850177528793, -73.830157185575)","SCHUYLERVILLE/PELHAM BAY","C9-WALK-UP","15","1964","11145","125478","11.26","40659","3.65","84819","393000","35.26","2.71",," "," "," "," "," "," "," "," "," "," "," "," "," "," "
