"business_name","address","industry_group","type","telephone","cross_streets","zip_code","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"In Build-out","4 East 43rd St","Vacant","In Build-out",,,"10017","MANHATTAN","40.754012","-73.980076","5","4","94","1088173","1012770067","Midtown-Midtown South                                                      "
"Johnston & Murphy","345 Madison Ave","AA&F","Men's Footwear","21-697-9375","between 44th - 45th St","10017","MANHATTAN","40.754316","-73.978163","5","4","94","1035371","1012790023","Midtown-Midtown South                                                      "
"J.Crew","347 Madison Ave","AA&F","Unisex Apparel","212-949-0570","between 44th - 45th St","10017","MANHATTAN","40.754379","-73.978116","5","4","94","1035376","1012790048","Midtown-Midtown South                                                      "
"Wells Fargo Bank","360 Madison Ave","Financial Services","Full-Service Branch","212-885-6200","between 44th - 45th St","10017","MANHATTAN","40.755024","-73.978318","5","4","94","1086068","1012817501","Midtown-Midtown South                                                      "
"My.Suit","360 Madison Ave","AA&F","Men's Apparel","212-867-2898","between 44th - 45th St","10017","MANHATTAN","40.755024","-73.978318","5","4","94","1086068","1012817501","Midtown-Midtown South                                                      "
"Jos. A. Bank","366 Madison Ave ","AA&F","Men's Apparel","212-370-0600","between 44th - 45th St","10017","MANHATTAN","40.755046","-73.977654","5","4","94","1035394","1012810056","Midtown-Midtown South                                                      "
"Clarks/Bostonian","363 Madison Ave","AA&F","Unisex Footwear","212-949-9545","between 45th - 46th St","10017","MANHATTAN","40.754964","-73.97769","5","4","94","1035393","1012810021","Midtown-Midtown South                                                      "
"Vacant","361 Madison Ave","Vacant","Vacant",,"between 45th - 46th St","10017","MANHATTAN","40.754914","-73.977726","5","4","94","1035393","1012810021","Midtown-Midtown South                                                      "
"Vacant","365 Madison Ave ","Vacant","Vacant",,"between 45th - 46th St","10017","MANHATTAN","40.755013","-73.977654","5","4","94","1035393","1012810021","Midtown-Midtown South                                                      "
"Ambassador Luggage/Leather Goods","371 Madison Ave ","Misc. Retail","Luggage","212-972-0965","between 45th - 46th St","10017","MANHATTAN","40.755159","-73.977546","5","4","94","1035393","1012810021","Midtown-Midtown South                                                      "
"Vacant","367 Madison Ave ","Vacant","Vacant",,"between 45th - 46th St","10017","MANHATTAN","40.755063","-73.977618","5","4","94","1035393","1012810021","Midtown-Midtown South                                                      "
"The Art of Shaving","373 Madison Ave ","Pers. & Prof. Services","Barber Shops","212-986-2905","between 45th - 46th St","10017","MANHATTAN","40.755208","-73.977513","5","4","94","1035393","1012810021","Midtown-Midtown South                                                      "
"Sarar","375 Madison Ave","AA&F","Unisex Apparel","212-867-2340","between 45th - 46th St","10017","MANHATTAN","40.755257","-73.977477","5","4","94","1035404","1012820021","Midtown-Midtown South                                                      "
"Central Parking System","380 Madison Ave ","Parking","Parking Lots & Garages",,"entrance on 46th St","10017","MANHATTAN","40.755515","-73.977311","5","4","94","1035403","1012820017","Midtown-Midtown South                                                      "
"Mens Wearhouse ","380 Madison Ave ","AA&F","Men's Apparel","212-856-9008","between 46th - 47th St","10017","MANHATTAN","40.755515","-73.977311","5","4","94","1035403","1012820017","Midtown-Midtown South                                                      "
"J. Press","380 Madison Ave ","AA&F","Men's Apparel","212-667-7642","between 46th - 47th St","10017","MANHATTAN","40.755515","-73.977311","5","4","94","1035403","1012820017","Midtown-Midtown South                                                      "
"Charles Tyrwhitt","377 Madison Ave ","AA&F","Men's Apparel","212-286-8988","between 46th - 47th St","10017","MANHATTAN","40.755419","-73.977358","5","4","94","1035404","1012820021","Midtown-Midtown South                                                      "
"AT&T Wireless","381 Madison Ave","Misc. Retail","Elec. & Telecom.",,"between 46th - 47th St","10017","MANHATTAN","40.755729","-73.97713","5","4","94","1035404","1012820021","Midtown-Midtown South                                                      "
"Café Metro ","400 Madison Ave ","Food & Drink","Quick-Serve Eatery","212-308-2526","between 47th - 48th St","10017","MANHATTAN","40.756265","-73.976766","5","4","94","1035420","1012830017","Midtown-Midtown South                                                      "
"Madison Jewelers","400 Madison Ave ","AA&F","Acc., Jewelry & Watches","212-715-9850","between 47th - 48th St","10017","MANHATTAN","40.756265","-73.976766","5","4","94","1035420","1012830017","Midtown-Midtown South                                                      "
"Muska Bags","400 Madison Ave ","AA&F","Acc., Jewelry & Watches",,"between 47th - 48th St","10017","MANHATTAN","40.756265","-73.976766","5","4","94","1035420","1012830017","Midtown-Midtown South                                                      "
"Robert Marc ","400 Madison Ave ","Pers. & Prof. Services","Optical/Eyewear","212-319-2000","between 47th - 48th St","10017","MANHATTAN","40.756265","-73.976766","5","4","94","1035420","1012830017","Midtown-Midtown South                                                      "
"Vacant","400 Madison Ave ","Vacant","Vacant",,"between 47th - 48th St","10017","MANHATTAN","40.756265","-73.976766","5","4","94","1035420","1012830017","Midtown-Midtown South                                                      "
"Andrew's Ties","400 Madison Ave ","AA&F","Acc., Jewelry & Watches","212-750-5221","between 47th - 48th St","10017","MANHATTAN","40.756265","-73.976766","5","4","94","1035420","1012830017","Midtown-Midtown South                                                      "
"Citibank","400 Madison Ave ","Financial Services","Full-Service Branch",,"between 47th - 48th St","10017","MANHATTAN","40.756265","-73.976766","5","4","94","1035420","1012830017","Midtown-Midtown South                                                      "
"Chase","401 Madison Ave ","Financial Services","Full-Service Branch","212-450-7836","between 47th - 48th St","10017","MANHATTAN","40.756289","-73.976722","5","4","94","1035421","1012830021","Midtown-Midtown South                                                      "
"Chase","401 Madison Ave ","Financial Services","Private Banking",,"between 47th - 48th St","10017","MANHATTAN","40.756289","-73.976722","5","4","94","1035421","1012830021","Midtown-Midtown South                                                      "
"Chase","401 Madison Ave ","Financial Services","Bank (ATM Only)",,"between 47th - 48th St","10017","MANHATTAN","40.756289","-73.976722","5","4","94","1035421","1012830021","Midtown-Midtown South                                                      "
"Bank of China ","410 Madison Ave","Financial Services","Full-Service Branch","212-935-3101","between 48th - 49th St","10017","MANHATTAN","40.756706","-73.976444","5","4","94","1035437","1012840014","Midtown-Midtown South                                                      "
"Deli on Madison ","420 Madison Ave","Food & Drink","Quick-Serve Eatery","212-308-6140","between 48th - 49th St","10017","MANHATTAN","40.756888","-73.976311","5","4","94","1035438","1012840017","Midtown-Midtown South                                                      "
"Red Stone Pizzeria Quick-Serve Eatery","422 Madison Ave ","Food & Drink","Quick-Serve Eatery","212-421-1223","between 48th - 49th St","10017","MANHATTAN","40.756926","-73.976285","5","4","94","1035444","1012840055","Midtown-Midtown South                                                      "
"Capital One Bank","424 Madison Ave","Financial Services","Full-Service Branch","212-319-4448","between 48th - 49th St","10017","MANHATTAN","40.756962","-73.976256","5","4","94","1035445","1012840056","Midtown-Midtown South                                                      "
"HSBC","415 Madison Ave","Financial Services","Full-Service Branch","212-525-1243","between 48th - 49th St","10017","MANHATTAN","40.756808","-73.976343","5","4","94","1035439","1012840021","Midtown-Midtown South                                                      "
"Pax Wholesome Foods","423 Madison Ave ","Food & Drink","Quick-Serve Eatery","212-755-1212","between 48th - 49th St","10017","MANHATTAN","40.757027","-73.976184","5","4","94","1035451","1012840152","Midtown-Midtown South                                                      "
"Pret A Manger","425 Madison Ave ","Food & Drink","Quick-Serve Eatery","646-537-0020","between 48th - 49th St","10017","MANHATTAN","40.757082","-73.976145","5","4","94","1035443","1012840052","Midtown-Midtown South                                                      "
"Starbucks","425 Madison Ave ","Food & Drink","Quick-Serve Eatery","212-644-9462","between 48th - 49th St","10017","MANHATTAN","40.757082","-73.976145","5","4","94","1035443","1012840052","Midtown-Midtown South                                                      "
"John Sahag Workshop","425 Madison Ave ","Pers. & Prof. Services","Hair Salon","212-750-7772","between 48th - 49th St","10017","MANHATTAN","40.757082","-73.976145","5","4","94","1035443","1012840052","Midtown-Midtown South                                                      "
"TD Bank","444 Madison Ave ","Financial Services","Full-Service Branch",,"between 49th - 50th St","10017","MANHATTAN","40.757582","-73.975805","5","4","102","1035454","1012850015","Midtown-Midtown South                                                      "
"Burberry Brit","445 Madison Ave ","AA&F","Unisex Apparel",,"between 49th - 50th St","10017","MANHATTAN","40.757714","-73.975686","5","4","102",,,"Midtown-Midtown South                                                      "
"Burberry London","444 Madison Ave ","AA&F","Unisex Apparel",,"between 49th - 50th St","10017","MANHATTAN","40.757582","-73.975805","5","4","102","1035454","1012850015","Midtown-Midtown South                                                      "
"Florsheim","444 Madison Ave ","AA&F","Unisex Footwear","212-752-8017","between 49th - 50th St","10017","MANHATTAN","40.757582","-73.975805","5","4","102","1035454","1012850015","Midtown-Midtown South                                                      "
"Wells Fargo Bank","437 Madison Ave ","Financial Services","Full-Service Branch","917-322-6669","between 49th - 50th St","10017","MANHATTAN","40.757519","-73.975827","5","4","102","1035455","1012850021","Midtown-Midtown South                                                      "
"Eden Fine Art","437 Madison Ave ","Misc. Retail","Art & Photography Supplies","212-888-0177","between 49th - 50th St","10017","MANHATTAN","40.757519","-73.975827","5","4","102","1035455","1012850021","Midtown-Midtown South                                                      "
"Gilt","455 Madison Ave","Food & Drink","Restaurant",,"between 50th - 51st St","10017","MANHATTAN","40.758114","-73.975393","5","4","102","1035462","1012860021","Midtown-Midtown South                                                      "
"Palace Gate","455 Madison Ave","Food & Drink","Café/Bar",,"between 50th - 51st St","10017","MANHATTAN","40.758114","-73.975393","5","4","102","1035462","1012860021","Midtown-Midtown South                                                      "
"Express ","477 Madison Ave","AA&F","Women's Apparel","212-644-4453","between 51st - 52nd St","10022","MANHATTAN","40.758715","-73.974956","5","4","102","1035471","1012870021","Midtown-Midtown South                                                      "
"Jurlique","477 Madison Ave  ","Misc. Retail","Cosmetics","212-752-1980","between 51st - 52nd St","10022","MANHATTAN","40.758715","-73.974956","5","4","102","1035471","1012870021","Midtown-Midtown South                                                      "
"Vacant","485 Madison Ave ","Vacant","Vacant",,"between 51st - 52nd St","10022","MANHATTAN","40.758825","-73.974877","5","4","102","1035474","1012870052","Midtown-Midtown South                                                      "
"Leonidas Chocolate","485 Madison Ave","Food & Drink","Specialty Food Store","212-980-2608","between 51st - 52nd St","10022","MANHATTAN","40.758825","-73.974877","5","4","102","1035474","1012870052","Midtown-Midtown South                                                      "
