"agency","dataset","dataset_description","update_frequency","original_plan_date","latest_plan_date","release_status","release_date","url1","u_id","agency_notes","from_the_2021_open_data_plan_"
"Taxi and Limousine Commission (TLC)","TLC New Vehicle Application Status","This list will mirror the TLC New Driver Application Status list, to show the status of vehicles that are working through the application process and highlight outstanding requirements.","Daily","2020-06-30T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"The TLC has been focused on assisting with relief programs during the COVID pandemic and supporting drivers in need. The agency will work to upload publicly available datasets to the Open Data platform.","Y"
"Taxi and Limousine Commission (TLC)","TLC Monthly Trip Indicators","This dataset includes monthly metrics containing average daily trips and amount of fares collected, active vehicles and drivers, and credit card usage. The information was tabulated from data collected through the LPEP system for taxis and trip records submitted by bases for FHVs.","Monthly","2021-03-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"The TLC has been focused on assisting with relief programs during the COVID pandemic and supporting drivers in need. The agency will work to upload publicly available datasets to the Open Data platform.","Y"
"Taxi and Limousine Commission (TLC)","TLC Licensed Vehicles","This list will replace the separate lists of vehicles for FHV, SHL and Medallion and acknowledge the difference between the vehicle and corresponding permits that authorize the vehicle to operate. Includes vehicle-identifying information (license number, license type, vehicle type, VIN), information about the corresponding permit (SHL permit, medallion number) vehicle status information (current/inactive?, in storage?, expiration/retirement data), etc.","Daily","2020-03-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"The TLC has been focused on assisting with relief programs during the COVID pandemic and supporting drivers in need. The agency will work to upload publicly available datasets to the Open Data platform.","Y"
"Taxi and Limousine Commission (TLC)","TLC Licensed Drivers","This list will replace the separate lists for Yellow, Green and FHV drivers that we presently have on open data, which confuse and mislead users. Includes identifying information for the driver (name, license no.), status information for the driver (TLC license status, TLC license expiration, DMV license status) and the classes of vehicles that can be driven (wav? Commuter van? Stretch limo? Paratransit?)","Daily","2020-03-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"The TLC has been focused on assisting with relief programs during the COVID pandemic and supporting drivers in need. The agency will work to upload publicly available datasets to the Open Data platform.","Y"
"Taxi and Limousine Commission (TLC)","TLC Licensed Driver Drug Test Schedule","For each TLC-licensed driver, this list will show the date by which they must complete their next drug test, allowing the drivers and businesses who employ them to check the date and send reminders.","Daily","2020-06-30T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"The TLC has been focused on assisting with relief programs during the COVID pandemic and supporting drivers in need. The agency will work to upload publicly available datasets to the Open Data platform.","Y"
"Taxi and Limousine Commission (TLC)","TLC Licensed Businesses","This dataset includes information about all TLC licensed businesses, including bases, commuter van authorizations, Taxicab Brokers, Medallion Agents, and so on. Contact information and affiliations are included for each business.","Daily","2020-12-31T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"The TLC has been focused on assisting with relief programs during the COVID pandemic and supporting drivers in need. The agency will work to upload publicly available datasets to the Open Data platform.","Y"
"Taxi and Limousine Commission (TLC)","TLC Enforcement and Complaint Stats","This dataset includes the count of the 10 most frequent violations of the month, aggregated by borough and precinct.","Monthly","2021-06-30T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"The TLC has been focused on assisting with relief programs during the COVID pandemic and supporting drivers in need. The agency will work to upload publicly available datasets to the Open Data platform.","Y"
"Taxi and Limousine Commission (TLC)","Medallion Transfers Prices","This dataset includes aggregated records regarding medallion sales and stock transfers, and is updated on a monthly basis.","Monthly","2021-06-30T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"The TLC has been focused on assisting with relief programs during the COVID pandemic and supporting drivers in need. The agency will work to upload publicly available datasets to the Open Data platform.","Y"
"Taxi and Limousine Commission (TLC)","For-Hire Vehicle Initial Inspection Schedule","This list will mirror the Medallion Taxi Initial Inspection Schedule dataset, to include information for FHV inspections.","Daily","2020-06-30T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"The TLC has been focused on assisting with relief programs during the COVID pandemic and supporting drivers in need. The agency will work to upload publicly available datasets to the Open Data platform.","Y"
"Taxi and Limousine Commission (TLC)","Car Seat Provider List","This dataset includes a list of car services that will provide different types of car seats to passengers if they require one, and instructions for reserving one.","As needed","2021-06-30T00:00:00.000","2022-06-30T00:00:00.000","Scheduled for release",,,,"The TLC has been focused on assisting with relief programs during the COVID pandemic and supporting drivers in need. The agency will work to upload publicly available datasets to the Open Data platform.","Y"
"Administration for Children’s Services (ACS)","Detention and Placement Incident reports","Detention and Placement incident statistics reported in compliance with Introduction 153-A and 37-A passed by the New York City Council","Quarterly","2017-10-30T00:00:00.000","2015-10-30T00:00:00.000","Released","2015-10-08T00:00:00.000","https://data.cityofnewyork.us/Social-Services/Detention-and-Placement-Incident-Reports/2jnq-tef6","2jnq-tef6",,
"Administration for Children’s Services (ACS)","Educational Continuity of Children in Foster Care","compliance with Local Law 142 passed by the New York City Council in 2016, submits an annual report on educational continuity and school attendance rates of children in foster care.","Annually","2017-09-01T00:00:00.000","2017-09-01T00:00:00.000","Released","2017-10-12T00:00:00.000","https://data.cityofnewyork.us/d/j4t9-dyts","j4t9-dyts",,
"Administration for Children’s Services (ACS)","Community Snapshots","Select child welfare, child care and youth justice statistics for each CD","Annually","2018-10-29T00:00:00.000","2018-10-29T00:00:00.000","Removed from the plan",,,,"This report is no longer produced. Should be removed from plan. CD-level child welfare data are currently made available on open data through annual foster care placement and investigation tables. We would also like to add new data set annual new preventive cases by CD.",
"Administration for Children’s Services (ACS)","Detention Admissions by Community District","The table displays detention admissions by youth home community district.","Annually","2020-12-31T00:00:00.000","2020-12-31T00:00:00.000","Released","2021-01-11T00:00:00.000","https://data.cityofnewyork.us/Social-Services/Detention-Admissions-by-Community-District/2hrw-qfsu","2hrw-qfsu",,
"Administration for Children’s Services (ACS)","Detention and Placement Demographic reports","Detention demographic statistics reported in compliance with Introduction 153-A and 37-A passed by the New York City Council","Annually","2017-10-30T00:00:00.000","2015-10-30T00:00:00.000","Released","2015-10-08T00:00:00.000","https://data.cityofnewyork.us/Social-Services/Detention-and-Placement-Demographic-reports/bhs9-p657","bhs9-p657",,
"Administration for Children’s Services (ACS)","Monthly Flash Report indicators","Monthly trends in select child welfare, child care and youth justice statistics","Monthly","2018-10-29T00:00:00.000","2019-10-31T00:00:00.000","Released","2019-10-18T00:00:00.000","https://data.cityofnewyork.us/City-Government/Monthly-Flash-Report-indicators/2ubh-v9er","2ubh-v9er",,
"Administration for Children’s Services (ACS)","Government-Issued Personal Identification for Youth in Foster Care","Statistics on government-issued personal identification for youth in foster care reported in compliance with Local Law 48 passed by City Council in 2014","Annually","2016-01-31T00:00:00.000","2016-01-31T00:00:00.000","Released","2016-02-01T00:00:00.000","https://data.cityofnewyork.us/d/n5e5-z493","n5e5-z493",,
"Administration for Children’s Services (ACS)","New Preventive Cases Opened By Borough and CD","number of preventive cases opened annually by borough and CD of family","Annually","2017-09-01T00:00:00.000","2017-09-01T00:00:00.000","Released","2017-08-29T00:00:00.000","https://data.cityofnewyork.us/d/ding-39n6","ding-39n6",,
"Administration for Children’s Services (ACS)","Placements by Community District (CD)","Number of children placed in foster care by their CD of origin","Annually","2014-03-31T00:00:00.000","2014-03-31T00:00:00.000","Released","2014-05-23T00:00:00.000","https://data.cityofnewyork.us/d/xg3x-h3g7","xg3x-h3g7",,
"Administration for Children’s Services (ACS)","Child Welfare Indicators -Annual and quarterly report indicators","Select Child Welfare indicators reported in compliance with Introduction 15 passed by the New York City Council in 2006","Quarterly","2014-06-30T00:00:00.000","2014-06-30T00:00:00.000","Released","2014-10-27T00:00:00.000","https://data.cityofnewyork.us/d/3m2q-9maw","3m2q-9maw",,
"Administration for Children’s Services (ACS)","Abuse/Neglect by CD","Abuse/neglect investigations by CD of family","Annually","2014-03-31T00:00:00.000","2014-03-31T00:00:00.000","Released","2014-05-23T00:00:00.000","https://data.cityofnewyork.us/d/rnjn-x48k","rnjn-x48k",,
"Administration for Children’s Services (ACS)","School Stability of Children in Foster Care","In compliance with Local Law 142 passed by the New York City Council in 2016, ACS submits an annual report on educational continuity and school attendance rates of children in foster care.","Annually","2017-09-01T00:00:00.000","2017-09-01T00:00:00.000","Released","2017-10-12T00:00:00.000","https://data.cityofnewyork.us/d/j4t9-dyts","j4t9-dyts","Consolidated into Educational Continuity of Children in Foster Care dataset",
"Administration for Children’s Services (ACS)","Report on Youth in Foster Care","Statistics on youth in foster care reported in compliance with Local Law 46 passed by City Council in 2014","Annually","2016-02-28T00:00:00.000","2016-02-28T00:00:00.000","Released","2016-02-22T00:00:00.000","https://data.cityofnewyork.us/d/gx5n-2nma","gx5n-2nma",,
