"company_name","company_contact","company_email","company_phone","address","city","state","zip","industry","industry_descr","company_type","current_fulltime","job_created","job_retain","effective_date","total_savings","savings_from_beginning","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"UTC Corporation","Regina Roch",,"8606129553","55 Water Street","Brooklyn","NY","11201","Commercial","Commercial company that provides product services Product mgmt., UX design","ECSP","61",,,"2018-04-06T00:00:00.000","26746.14","60210.91","Brooklyn","40.703301","-73.992047","302","33","21","3000019","3000260050","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Valon Realty, LLC","Agim Lleshi","allroofingcorp@aol.com","7184399101","260 51st Street","Brooklyn","NY","11220","Commercial","Lanlord","ECSP","12",,,"2010-10-14T00:00:00.000","724.67","8214.25","Brooklyn","40.64776","-74.016249","307","38","20","3398918","3007970030","Sunset Park West"
"Van Blarcom Closures Inc","John  Scuderi","jscuderi@vbcpkg.com","7188553810","156 Sanford St","Brooklyn","NY","11205","Manufacturing","Child resistant closures and bottle caps","ECSP","140",,,"2017-07-25T00:00:00.000","123537.07","451817.40","Brooklyn","40.69405","-73.953257","303","33","241","3329635","3017520035","Bedford"
"VANBRO CORPORATION","Neil Vanderbilt","cor2vue@aol.com","7186981100","PO Box 140721","Staten Island","NY","10314","Manufacturing","ASPHALT AND Concrete Mfg & RECY.","ECSP","28",,,"2010-07-09T00:00:00.000","19675.65","160662.14","Staten Island",,,,,,,,
"VaynerMedia LLC","Gary Vaynerchuk","gary@vaynermedia.com","9179412848","21-09 Borden Avenue","Long Island City","NY","11101","Other","sound stages, photography studios and audio-mixing studio","ECSP","100",,,"2017-10-04T00:00:00.000","34845.60","94611.16","Queens","40.740383","-73.949562","402","26","1","4000531","4000690004","Hunters Point-Sunnyside-West Maspeth"
"Vera Institute of Justice, Inc.","Lidia Shelley","Lshelley@vera.org","2123341300","34 35th St, Sts 4-2A, 4-3A, 4-3BNW","Brooklyn","NY","11232","Commercial","Criminal JusticePolicy Research & Technical Assistance","ECSP","165",,,"2020-02-10T00:00:00.000","7437.29","25554.95","Brooklyn","40.657","-74.007356","307","38","18","3336903","3006910001","Sunset Park West"
"Vernon Lakes Partners","Arnaud  Thieffry","windom.paul@petrossian.com","2123370808","11-39 46th Road","Long Island City","NY","11101","Manufacturing","Distributor of repackage frozen specialty foods","ECSP","46",,,"2012-01-07T00:00:00.000","14122.57","95282.07","Queens","40.745538","-73.949555","402","26","7",,,"Hunters Point-Sunnyside-West Maspeth"
"VISITING NURSE SERVICE OF NEW YORK","Karen Jessen","karen.jessen@vnsny.org","2126095558","1200 WATERS PLACE","Bronx","NY","10461","Commercial","BACK OFFICE","ECSP","745",,,"2008-01-29T00:00:00.000","6290.57","455462.55","Bronx","40.842733","-73.838373","211","13","284","2087151","2042260070","Van Nest-Morris Park-Westchester Square"
"VISY PAPER RECYCLING","George Iskarous","giskarou@prattindustries.com","7183556753","4435 VICTORY BOULEVARD","Staten Island","NY","10314","Manufacturing","PAPER RECYCLER","ECSP","233",,,"2008-07-01T00:00:00.000","825446.25","33518264.17","Staten Island","40.586217","-74.200825","502","50","29102","5041883","5027050225","New Springville-Bloomfield-Travis"
"VIVA TIME CORP.","CHAYA HARARI","jpharari@vivatime.com","7184928730","140 58TH STREET BLDG B UNIT 7F","Brooklyn","NY","11220","Wholesale/Warehouse/Distribution","IMPORT/EXPORT OF WATCHES","ECSP","10",,,"2014-12-04T00:00:00.000","2853.32","30002.60","Brooklyn","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"W Architecture & Landscape Architecture LLC","Barbara Wilks","bwilks@w-architecture.com","2129813933","372-374 Fulton St, 3rd & 4th Fl","Brooklyn","NY","11201","Commercial","Architecture & landscape architecture","ECSP","7",,,"2015-12-08T00:00:00.000","750.63","3757.68","Brooklyn","40.691597","-73.987714","302","33","37","3000426","3001540017","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"WALDORF BAKERY, INC. DBA MAURICE","CRAIG BIER","mrdessert@gmail.com","7186652496","909 EAST 135TH STREET","bronx","NY","10454","Manufacturing","WHOLESALE","ECSP","6","3","6","2007-06-08T00:00:00.000","18.70","13734.02","Bronx","40.800542","-73.909345","201","17","19","2094136","2025940050","Mott Haven-Port Morris"
"WATER LILIES FOOD, INC.","Peter Lee","peterlee@waterliliesfood.com","7187778899","45-10 19TH AVENUE","Queens","NY","11105","Manufacturing","MANUFACTURER","ECSP","27","20","54","2007-07-02T00:00:00.000","2056.80","927036.80","Queens","40.776128","-73.896413","401","22","12301","4014854","4007750023","Steinway"
"WATERMARK DESIGN, LTD.","Jack Abel","jabel@watermark-designs.com","7182572800","350 DEWITT AVENUE","BROOKLYN","NY","11207","Manufacturing","Decorative Faucets","ECSP","44",,,"2008-04-21T00:00:00.000","8319.02","249813.85","Brooklyn","40.656048","-73.897078","305","42","1098","3086089","3038820006","East New York"
"Weapons Specialist Ltd","Richard  Washburn","ryder@weaponspecialists.com","2129417696","47-40 Metropolitan Ave","Queens","NY","11385","Wholesale/Warehouse/Distribution","Studio Property Rental, Motion Picture business","ECSP","27",,,"2015-02-18T00:00:00.000","31619.53","165002.94","Queens","40.713695","-73.91899","405","34","539","4548477","4033750015","Ridgewood"
"Werwaiss & Co., Inc.","John  Wersaiss","JW@werwaissandco.com","9173187800","22-15 43rd Ave, Ste 300","Queens","NY","11101","Commercial","Real estate management","ECSP","6",,,"2018-10-04T00:00:00.000","2132.69","3335.97","Queens","40.749987","-73.944311","402","26","19","4005067","4004260001","Hunters Point-Sunnyside-West Maspeth"
"WHBI LLC","Samuel Sia","ss@harlembiospace.com","2129322388","423-427 West 127th Street","New York","NY","10027","Commercial","Biomedical research facility","ECSP","2",,,"2014-11-06T00:00:00.000","2602.99","16337.33","New York","40.812964","-73.953759","109","7","21303","1084105","1019670060","Manhattanville"
"Whipped Pastry Boutique, Inc.","Michelle  Tampakis","michelletampakis@gmail.com","7187558856","37 Richards Street","Brooklyn","NY","11231","Manufacturing","Commercial Bakery","ECSP","6",,,"2014-07-10T00:00:00.000","2914.67","17769.83","Brooklyn","40.680349","-74.006684","306","38","59","3008253","3005120020","Carroll Gardens-Columbia Street-Red Hook"
"White Coffee Corporation","Jonathan White","jw@whitecoffee.com","7182047900","18-35 38th Street","Queens","NY","11105","Manufacturing","Mfg specialty coffee/import & distribute coffee & teas","ECSP","95",,,"2011-01-10T00:00:00.000","51200.03","583542.01","Queens","40.779751","-73.898971","401","22","12301","4436972","4008130015","Steinway"
"WHITEHEAD COMPANY, INC.","STEVEN WOLFSON","paul@acmesalesgroup.com","3473423275","251-253  LOMBARDY STREET","Brooklyn","NY","11222","Manufacturing","MFG. OF HOLLOW METAL","ECSP","4",,,"2018-10-30T00:00:00.000","24237.45","39258.98","Brooklyn","40.724289","-73.930633","301","34","449","3069707","3028150060","East Williamsburg"
"WIGGBY PRECISION MACHINE CORP.","RONALD WIGGBERG","wiggbyprecision@prodigy.net","7184396900","140 58th  Street Bldg. A Unit 8","Brooklyn","NY","11220","Manufacturing","MANUFACTURING","ECSP","48",,,"2015-05-15T00:00:00.000","11280.95","76226.25","Brooklyn","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"Wild Edibles, Inc.","Richard Martin","richm@wildedibles.com","7188601000","740 Barry Street","Bronx","NY","10474","Wholesale/Warehouse/Distribution","Fresh & frozen seafoodpreparation and processing","ECSP","28",,,"2017-10-31T00:00:00.000","15002.00","50189.76","Bronx","40.812618","-73.894712","202","17","93","2005902","2027360115","Hunts Point"
"William Hird & Co., Inc.","Thomas E. Bury","tebury@hirdco.com","7184994881","255 40th Street","Brooklyn","NY","11232","Manufacturing","Manufacture fire protection systems","ECSP","24",,,"2008-07-11T00:00:00.000","1180.20","36644.27","Brooklyn","40.653997","-74.009925","307","38","2","3010468","3007070053","Sunset Park West"
"Williams Sonoma, Inc.","Christine Hickman","CHickman@WSGC.com","7187804442","55 Water Street","Brooklyn","NY","11201","Wholesale/Warehouse/Distribution","high quality products for the home","ECSP","370",,,"2018-08-06T00:00:00.000","26647.13","56547.18","Brooklyn","40.703301","-73.992047","302","33","21","3000019","3000260050","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"WONTON FOOD, INC.","DONALD LAU","donaldlau@wontonfood.com","7186286868","220-222  MOORE STREET","Brooklyn","NY","11206","Manufacturing","MFG. PASTA, EGGROLL SKINS","ECSP","210","10","187","2008-12-09T00:00:00.000","35384.76","965843.58","Brooklyn","40.704425","-73.93601","301","34","485","3071539","3031090035","Bushwick South"
"Wood Works","Gordon Brawm","brawnworks@gmail.com","9179404950","162 Cook Street","Brooklyn","NY","11206","Manufacturing","Installer of wood furniture","ECSP","2",,,"2017-12-05T00:00:00.000","1457.26","3585.40","Brooklyn","40.702869","-73.936466","301","34","485","3071625","3031230014","Bushwick South"
"WorldWide Plumbing Supply, Inc.","Surie Lefkowitz","sheidya@wwps.com","7188533002","125 Lake Avenue","Staten Island","NY","10303","Manufacturing","Plumbing Fixtures, Parts & Supplies, Plumbers","ECSP","43",,,"2018-08-03T00:00:00.000","8971.02","20487.73","Staten Island","40.633518","-74.150942","501","49","239","5107122","5011610001","Mariner's Harbor-Arlington-Port Ivory-Graniteville"
"WUD Furniture LLC","Keren Springer","keren@wudfurniture.com","7184867952","1102 Atlantic Avenue","Brooklyn","NY","11238","Manufacturing","We make handcrafted furniture, surfaces, lighting","ECSP","7",,,"2016-01-26T00:00:00.000","2484.84","12287.32","Brooklyn","40.679518","-73.956819","308","35","305","3027572","3011260029","Crown Heights North"
"Wurtec Incorporated","Bill Popp","bill.popp@wurtec.com","4197261066","31-50 31st Street","Lond Island City","NY","11106","Wholesale/Warehouse/Distribution","Elevator  tooling products","ECSP","2",,,"2019-10-03T00:00:00.000","0","0","Queens","40.763148","-73.924442","401","22","61","4007562","4005890060","Astoria"
