"development","tds","building","borough","house","street","address","city","state","zip_code","bin","block","lot","borough_block_lot","census_tract_2010","neighborhood_tabulation_area","neighborhood_tabulation_area_1","community_district","city_council_district","state_assembly_district","state_senate_district","us_congressional_district","latitude","longitude"
"CLASON POINT GARDENS","11","21","BRONX","844","METCALF AVENUE","844 METCALF AVENUE","BRONX","NY","10473","2095244","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8215783789818","-73.8702549420127"
"CLASON POINT GARDENS","11","21","BRONX","846","METCALF AVENUE","846 METCALF AVENUE","BRONX","NY","10473","2095244","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8215602271759","-73.8703834215709"
"CLASON POINT GARDENS","11","21","BRONX","848","METCALF AVENUE","848 METCALF AVENUE","BRONX","NY","10473","2095244","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8215481472338","-73.8704878070781"
"CLASON POINT GARDENS","11","22","BRONX","834","METCALF AVENUE","834 METCALF AVENUE","BRONX","NY","10473","2095243","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8214236410285","-73.8704510336265"
"CLASON POINT GARDENS","11","22","BRONX","836","METCALF AVENUE","836 METCALF AVENUE","BRONX","NY","10473","2095243","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8214418272152","-73.8703546637864"
"CLASON POINT GARDENS","11","22","BRONX","838","METCALF AVENUE","838 METCALF AVENUE","BRONX","NY","10473","2095243","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.821459987123","-73.8702342118112"
"CLASON POINT GARDENS","11","22","BRONX","840","METCALF AVENUE","840 METCALF AVENUE","BRONX","NY","10473","2095243","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8214720577943","-73.8701217990345"
"CLASON POINT GARDENS","11","23","BRONX","17","CLASON POINT LANE SOUTH","17 CLASON POINT LANE SOUTH","BRONX","NY","10473","2095241","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8212022251087","-73.8697963314669"
"CLASON POINT GARDENS","11","23","BRONX","19","CLASON POINT LANE SOUTH","19 CLASON POINT LANE SOUTH","BRONX","NY","10473","2095241","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8212509677019","-73.8697560981472"
"CLASON POINT GARDENS","11","23","BRONX","21","CLASON POINT LANE SOUTH","21 CLASON POINT LANE SOUTH","BRONX","NY","10473","2095241","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8213179874952","-73.8696997718921"
"CLASON POINT GARDENS","11","23","BRONX","23","CLASON POINT LANE SOUTH","23 CLASON POINT LANE SOUTH","BRONX","NY","10473","2095241","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8213728009797","-73.8696354420672"
"CLASON POINT GARDENS","11","24","BRONX","9","CLASON POINT LANE SOUTH","9 CLASON POINT LANE SOUTH","BRONX","NY","10473","2095240","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8213210586903","-73.8695035293752"
"CLASON POINT GARDENS","11","24","BRONX","11","CLASON POINT LANE SOUTH","11 CLASON POINT LANE SOUTH","BRONX","NY","10473","2095240","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8212479499207","-73.8695678951185"
"CLASON POINT GARDENS","11","24","BRONX","15","CLASON POINT LANE SOUTH","15 CLASON POINT LANE SOUTH","BRONX","NY","10473","2095240","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8211809392655","-73.8696322475883"
"CLASON POINT GARDENS","11","25","BRONX","1","CLASON POINT LANE SOUTH","1 CLASON POINT LANE SOUTH","BRONX","NY","10473","2092744","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8210693399537","-73.8691101764451"
"CLASON POINT GARDENS","11","25","BRONX","3","CLASON POINT LANE SOUTH","3 CLASON POINT LANE SOUTH","BRONX","NY","10473","2092744","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8210572429501","-73.8691985044196"
"CLASON POINT GARDENS","11","25","BRONX","5","CLASON POINT LANE SOUTH","5 CLASON POINT LANE SOUTH","BRONX","NY","10473","2092744","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8210451467805","-73.8692868335454"
"CLASON POINT GARDENS","11","25","BRONX","7","CLASON POINT LANE SOUTH","7 CLASON POINT LANE SOUTH","BRONX","NY","10473","2092744","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8210269596842","-73.8693832031061"
"CLASON POINT GARDENS","11","26","BRONX","1685","LAFAYETTE AVENUE","1685 LAFAYETTE AVENUE","BRONX","NY","10473","2092745","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8206960792464","-73.8692854839342"
"CLASON POINT GARDENS","11","26","BRONX","1687","LAFAYETTE AVENUE","1687 LAFAYETTE AVENUE","BRONX","NY","10473","2092745","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8207081672098","-73.8691891280002"
"CLASON POINT GARDENS","11","26","BRONX","1689","LAFAYETTE AVENUE","1689 LAFAYETTE AVENUE","BRONX","NY","10473","2092745","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8207141651521","-73.8691008112991"
"CLASON POINT GARDENS","11","26","BRONX","1691","LAFAYETTE AVENUE","1691 LAFAYETTE AVENUE","BRONX","NY","10473","2092745","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8207262620802","-73.869012482577"
"CLASON POINT GARDENS","11","27","BRONX","1677","LAFAYETTE AVENUE","1677 LAFAYETTE AVENUE","BRONX","NY","10473","2095238","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8209113361441","-73.8696787218083"
"CLASON POINT GARDENS","11","27","BRONX","1679","LAFAYETTE AVENUE","1679 LAFAYETTE AVENUE","BRONX","NY","10473","2095238","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.820838136559","-73.8696628093691"
"CLASON POINT GARDENS","11","27","BRONX","1681","LAFAYETTE AVENUE","1681 LAFAYETTE AVENUE","BRONX","NY","10473","2095238","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.820764936972","-73.8696468981504"
"CLASON POINT GARDENS","11","27","BRONX","1683","LAFAYETTE AVENUE","1683 LAFAYETTE AVENUE","BRONX","NY","10473","2095238","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8206917274042","-73.8696229585155"
"CLASON POINT GARDENS","11","28","BRONX","1667","LAFAYETTE AVENUE","1667 LAFAYETTE AVENUE","BRONX","NY","10473","2092746","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8206659477165","-73.8697876951424"
"CLASON POINT GARDENS","11","28","BRONX","1669","LAFAYETTE AVENUE","1669 LAFAYETTE AVENUE","BRONX","NY","10473","2092746","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8207452545031","-73.8698116230207"
"CLASON POINT GARDENS","11","28","BRONX","1671","LAFAYETTE AVENUE","1671 LAFAYETTE AVENUE","BRONX","NY","10473","2092746","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8208306512755","-73.869827511742"
"CLASON POINT GARDENS","11","28","BRONX","1673","LAFAYETTE AVENUE","1673 LAFAYETTE AVENUE","BRONX","NY","10473","2092746","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8209160571052","-73.8698514277987"
"CLASON POINT GARDENS","11","28","BRONX","1675","LAFAYETTE AVENUE","1675 LAFAYETTE AVENUE","BRONX","NY","10473","2092746","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8209892566634","-73.8698673404639"
"CLASON POINT GARDENS","11","29","BRONX","810","METCALF AVENUE","810 METCALF AVENUE","BRONX","NY","10473","2092743","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8208030610542","-73.8703863804449"
"CLASON POINT GARDENS","11","29","BRONX","814","METCALF AVENUE","814 METCALF AVENUE","BRONX","NY","10473","2092743","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8208823686153","-73.8704103090843"
"CLASON POINT GARDENS","11","29","BRONX","818","METCALF AVENUE","818 METCALF AVENUE","BRONX","NY","10473","2092743","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8209738724764","-73.8704342140342"
"CLASON POINT GARDENS","11","29","BRONX","822","METCALF AVENUE","822 METCALF AVENUE","BRONX","NY","10473","2092743","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8210714753845","-73.8704581071771"
"CLASON POINT GARDENS","11","29","BRONX","826","METCALF AVENUE","826 METCALF AVENUE","BRONX","NY","10473","2092743","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8211446748571","-73.8704740205469"
"CLASON POINT GARDENS","11","30","BRONX","1661","LAFAYETTE AVENUE","1661 LAFAYETTE AVENUE","BRONX","NY","10473","2092747","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8205505808016","-73.8702856885638"
"CLASON POINT GARDENS","11","30","BRONX","1663","LAFAYETTE AVENUE","1663 LAFAYETTE AVENUE","BRONX","NY","10473","2092747","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8205687496797","-73.8701732666211"
"CLASON POINT GARDENS","11","30","BRONX","1665","LAFAYETTE AVENUE","1665 LAFAYETTE AVENUE","BRONX","NY","10473","2092747","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8205747311856","-73.8700688944998"
"CLASON POINT GARDENS","11","31","BRONX","781","CROES AVENUE","781 CROES AVENUE","BRONX","NY","10473","2092682","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8201272321159","-73.8685966944482"
"CLASON POINT GARDENS","11","31","BRONX","785","CROES AVENUE","785 CROES AVENUE","BRONX","NY","10473","2092682","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8202126382121","-73.8686206098578"
"CLASON POINT GARDENS","11","31","BRONX","789","CROES AVENUE","789 CROES AVENUE","BRONX","NY","10473","2092682","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8203163396602","-73.8686444868447"
"CLASON POINT GARDENS","11","31","BRONX","793","CROES AVENUE","793 CROES AVENUE","BRONX","NY","10473","2092682","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8204017365994","-73.8686603739659"
"CLASON POINT GARDENS","11","32","BRONX","1682","LAFAYETTE AVENUE","1682 LAFAYETTE AVENUE","BRONX","NY","10473","2092687","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8203799247042","-73.8692109330669"
"CLASON POINT GARDENS","11","32","BRONX","1684","LAFAYETTE AVENUE","1684 LAFAYETTE AVENUE","BRONX","NY","10473","2092687","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8203859135521","-73.869114589573"
"CLASON POINT GARDENS","11","32","BRONX","1686","LAFAYETTE AVENUE","1686 LAFAYETTE AVENUE","BRONX","NY","10473","2092687","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8204041086449","-73.8690262492869"
"CLASON POINT GARDENS","11","33","BRONX","1683","CROES PLACE","1683 CROES PLACE","BRONX","NY","10473","2092683","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8200252408379","-73.8691477704915"
"CLASON POINT GARDENS","11","33","BRONX","1685","CROES PLACE","1685 CROES PLACE","BRONX","NY","10473","2092683","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8200433994892","-73.869027320751"
"CLASON POINT GARDENS","11","33","BRONX","1687","CROES PLACE","1687 CROES PLACE","BRONX","NY","10473","2092683","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8200554507344","-73.8688988557671"
"CLASON POINT GARDENS","11","34","BRONX","1674","LAFAYETTE AVENUE","1674 LAFAYETTE AVENUE","BRONX","NY","10473","2092686","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8200261904415","-73.869476328103"
"CLASON POINT GARDENS","11","34","BRONX","1676","LAFAYETTE AVENUE","1676 LAFAYETTE AVENUE","BRONX","NY","10473","2092686","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8201054891164","-73.8694922281818"
"CLASON POINT GARDENS","11","34","BRONX","1678","LAFAYETTE AVENUE","1678 LAFAYETTE AVENUE","BRONX","NY","10473","2092686","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8202030922337","-73.8695161196312"
"CLASON POINT GARDENS","11","34","BRONX","1680","LAFAYETTE AVENUE","1680 LAFAYETTE AVENUE","BRONX","NY","10473","2092686","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8202823900004","-73.8695320198012"
"CLASON POINT GARDENS","11","35","BRONX","1666","LAFAYETTE AVENUE","1666 LAFAYETTE AVENUE","BRONX","NY","10473","2092685","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8202540122119","-73.869686932749"
"CLASON POINT GARDENS","11","35","BRONX","1668","LAFAYETTE AVENUE","1668 LAFAYETTE AVENUE","BRONX","NY","10473","2092685","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8201747044924","-73.8696630051976"
"CLASON POINT GARDENS","11","35","BRONX","1670","LAFAYETTE AVENUE","1670 LAFAYETTE AVENUE","BRONX","NY","10473","2092685","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8200771113806","-73.8696471407346"
"CLASON POINT GARDENS","11","35","BRONX","1672","LAFAYETTE AVENUE","1672 LAFAYETTE AVENUE","BRONX","NY","10473","2092685","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8199978036505","-73.8696232132942"
"CLASON POINT GARDENS","11","36","BRONX","1660","LAFAYETTE AVENUE","1660 LAFAYETTE AVENUE","BRONX","NY","10473","2092684","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8202402373947","-73.8702179672061"
"CLASON POINT GARDENS","11","36","BRONX","1662","LAFAYETTE AVENUE","1662 LAFAYETTE AVENUE","BRONX","NY","10473","2092684","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8202523161946","-73.8701135837033"
"CLASON POINT GARDENS","11","36","BRONX","1664","LAFAYETTE AVENUE","1664 LAFAYETTE AVENUE","BRONX","NY","10473","2092684","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8202704948559","-73.8700091894325"
"CLASON POINT GARDENS","11","37","BRONX","780","METCALF AVENUE","780 METCALF AVENUE","BRONX","NY","10473","2092688","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8198644466202","-73.8701989699499"
"CLASON POINT GARDENS","11","37","BRONX","784","METCALF AVENUE","784 METCALF AVENUE","BRONX","NY","10473","2092688","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8199376470437","-73.8702148827443"
"CLASON POINT GARDENS","11","37","BRONX","788","METCALF AVENUE","788 METCALF AVENUE","BRONX","NY","10473","2092688","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8200108465649","-73.8702307967607"
"CLASON POINT GARDENS","11","38","BRONX","768","METCALF AVENUE","768 METCALF AVENUE","BRONX","NY","10473","2092694","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8196613648617","-73.8697439692909"
"CLASON POINT GARDENS","11","38","BRONX","770","METCALF AVENUE","770 METCALF AVENUE","BRONX","NY","10473","2092694","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8196492945551","-73.8698563790774"
"CLASON POINT GARDENS","11","38","BRONX","772","METCALF AVENUE","772 METCALF AVENUE","BRONX","NY","10473","2092694","3591","1","2035910001","20","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8196372331909","-73.8699768159636"
