"sr","request_date","site_street_address","borocode","community_board","block","lot","violation","permit","homeowner_contractor","attempt","violation_issue_date","assigned_date","inspection_date","pass_fail","reason_for_failure","car_needed_y_n","date_results_are_mailed","expedited","vdd","postcode","borough","latitude","longitude","council_district","census_tract","bin","bbl","nta"
"1-1-1149959061","2015-09-07T00:00:00.000","107-15 157 STREET","4","12","10125","129","72058","Q042015204A26","H","1","2015-06-23T00:00:00.000","2015-09-14T00:00:00.000","2016-02-13T00:00:00.000","Fail – 4+ Family/Commercial","No Exp. Jnts/No Jnt. Seal","false","2016-03-02T00:00:00.000","false",,"11433","QUEENS","40.695957","-73.796363","28","254","4215766","4101250129","South Jamaica"
"1-1-1150072764","2015-09-07T00:00:00.000","94-14 CORONA AVENUE","4","4","1877","2","72104","Q042015211A12","C","1","2015-06-25T00:00:00.000","2015-09-21T00:00:00.000","2015-09-29T00:00:00.000","Pass",,"false","2015-10-08T00:00:00.000","false","2015-10-08T00:00:00.000","11373","QUEENS","40.742302","-73.869551","25","461","4046347","4018770002","Elmhurst"
"311-03865246","2020-09-06T00:00:00.000","200 JAVA ST.","3","1","2551","25","90135","B042018271A30","C","1","2017-08-18T00:00:00.000","2020-09-17T00:00:00.000","2020-09-18T00:00:00.000","Pass",,"false",,"false",,"11222","BROOKLYN","40.731771","-73.952765","33","575","3064624","3025510025","Greenpoint"
"311-0056747","2019-09-06T00:00:00.000","350 GANSEVOORT BLVD.","5","2","808","108","19073","S042019183A10","C","1","2019-03-08T00:00:00.000","2019-10-10T00:00:00.000","2019-10-16T00:00:00.000","Pass",,"false","2019-10-31T00:00:00.000","false",,"10314","STATEN IS","40.60322","-74.126428","50","18702","5021007","5008080108","New Springville-Bloomfield-Travis"
"311-00562558","2019-09-06T00:00:00.000","109 LYNHURST AVE.","5","1","2842","108","19618","S042019206A13","H","1","2019-05-16T00:00:00.000","2019-10-10T00:00:00.000","2019-10-11T00:00:00.000","Pass",,"false","2019-10-31T00:00:00.000","false",,"10305","STATEN IS","40.617173","-74.071456","49","8","5042513","5028420108","Stapleton-Rosebank"
"311-00564077","2019-09-06T00:00:00.000","2370 CONEY ISLAND AVE.","3","15","7112","32","20146","B041998142004","H","1","1998-03-10T00:00:00.000","2019-11-16T00:00:00.000","2019-11-16T00:00:00.000","Fail – 4+ Family/Commercial","1, 6A","false","2019-11-25T00:00:00.000","true",,"11223","BROOKLYN","40.59927","-73.961271","47","394","3192195","3071120032","Homecrest"
"311-00261105","2019-09-06T00:00:00.000","77 E. 4TH ST.","1","3","460","48","21999","M042019142A08","C","1","2008-09-30T00:00:00.000","2019-11-07T00:00:00.000","2019-11-08T00:00:00.000","Fail – 4+ Family/Commercial","1,6C","false","2019-12-12T00:00:00.000","false",,"10003","MANHATTAN","40.726513","-73.990169","2","38","1077986","1004600048","East Village"
"311-00561814","2019-09-06T00:00:00.000","11535 122ND ST.","4","10","11666","50","68270","Q042019254A11","H","1","2014-04-17T00:00:00.000","2019-11-01T00:00:00.000","2019-11-02T00:00:00.000","Fail – 4+ Family/Commercial","3,4,6C","false",,"false",,"11420","QUEENS","40.676783","-73.816488","28","168","4252106","4116660050","South Ozone Park"
"311-00564147","2019-09-06T00:00:00.000","1269 E. 9TH ST.","3","12","6545","59","73565","B042012262012","C","1","2012-08-28T00:00:00.000","2019-10-29T00:00:00.000","2019-11-02T00:00:00.000","Pass",,"false","2019-11-08T00:00:00.000","true",,"11230","BROOKLYN","40.618252","-73.965889","44","454","3171967","3065450059","Ocean Parkway South"
"311-00564417","2019-09-06T00:00:00.000","4219 76TH ST.","4","4","1522","83","80030","Q042019240A14","H","1","2017-03-22T00:00:00.000","2019-11-01T00:00:00.000","2019-11-14T00:00:00.000","Pass",,"false","2019-11-26T00:00:00.000","false",,"11373","QUEENS","40.743151","-73.88881","25","483","4037842","4015220083","Elmhurst-Maspeth"
"311-00564582","2019-09-06T00:00:00.000","15014 77TH RD.","4","8","6709","45","82031","Q042019248A23","H","2","2017-07-17T00:00:00.000","2019-11-01T00:00:00.000","2019-11-01T00:00:00.000","Pass",,"false","2019-11-26T00:00:00.000","false",,"11367","QUEENS","40.722043","-73.814083","24","77904","4145068","4067090045","Kew Gardens Hills"
"311-00564175","2019-09-06T00:00:00.000","3577 163RD ST.","4","7","5283","14","83721","Q042019240A43","C","2","2017-09-14T00:00:00.000","2019-11-01T00:00:00.000","2019-11-02T00:00:00.000","Pass",,"false","2019-11-26T00:00:00.000","false",,"11358","QUEENS","40.763404","-73.802615","19","1171","4119486","4052830014","Murray Hill"
"311-00561203","2019-09-06T00:00:00.000","4843 195TH ST.","4","11","5631","6","85892","Q042019105A30","C","1","2018-01-19T00:00:00.000","2019-10-25T00:00:00.000","2019-10-25T00:00:00.000","Pass",,"false","2019-11-26T00:00:00.000","false",,"11365","QUEENS","40.749294","-73.784607","20","1429","4127407","4056310006","Auburndale"
"311-00564179","2019-09-06T00:00:00.000","6938 61ST DR.","4","5","2924","24","87918","Q042019241A36","C","1","2018-08-30T00:00:00.000","2019-10-22T00:00:00.000","2019-10-22T00:00:00.000","Pass",,"false","2019-10-25T00:00:00.000","false",,"11379","QUEENS","40.718654","-73.889092","30","66501","4066807","4029240024","Middle Village"
"311-00566553","2019-09-06T00:00:00.000","294 BAY 10TH ST.","3","11","6460","64","87997","B042019246A01","H","1","2017-03-22T00:00:00.000","2019-11-20T00:00:00.000","2019-11-29T00:00:00.000","Pass",,"false","2019-12-04T00:00:00.000","false",,"11228","BROOKLYN","40.605218","-74.014758","43","168","3169151","3064600064","Bath Beach"
"311-00563794","2019-09-06T00:00:00.000","1314 E. 31ST ST.","3","18","7666","52","88395","B042019149A20","C","1","2017-05-12T00:00:00.000","2019-11-20T00:00:00.000","2019-11-27T00:00:00.000","Pass",,"false","2019-12-04T00:00:00.000","false",,"11210","BROOKLYN","40.619117","-73.944416","45","746","3210355","3076660052","Flatlands"
"311-00564644","2019-09-06T00:00:00.000","25927 147TH DR.","4","13","13683","24","89757","Q042019239A31","H","1","2019-03-26T00:00:00.000","2019-10-31T00:00:00.000","2019-10-31T00:00:00.000","Pass",,"false","2019-11-21T00:00:00.000","false",,"11422","QUEENS","40.655669","-73.728596","31","656","4290908","4136830024","Rosedale"
"311-00561368","2019-09-06T00:00:00.000","2312 W. 11TH ST.","3","13","7162","13","98411","B042019232A42","C","1","2019-06-25T00:00:00.000","2019-11-20T00:00:00.000","2019-11-27T00:00:00.000","Pass",,"false","2019-12-04T00:00:00.000","false",,"11223","BROOKLYN","40.591282","-73.981295","47","382","3194225","3071620013","Gravesend"
"311-00563859","2019-09-06T00:00:00.000","253 AVENUE X.","3","15","7173","47","98492","B042019235A88","C","1","2019-06-27T00:00:00.000","2019-11-20T00:00:00.000","2019-11-26T00:00:00.000","Pass",,"false","2019-12-09T00:00:00.000","false",,"11223","BROOKLYN","40.590191","-73.973536","47","386","3329380","3071730047","Gravesend"
"PHONE CALL","2019-09-06T00:00:00.000","4268 77TH ST.","4","4","1522","41","999999999","Q042017313A23","C","4","9999-09-09T00:00:00.000","2019-10-01T00:00:00.000","2019-10-12T00:00:00.000","Pass","SEALER MISSING","true",,"false",,"11373","QUEENS","40.74312","-73.887915","25","483","4037812","4015220041","Elmhurst-Maspeth"
"311-00565029","2019-09-06T00:00:00.000","3610 109TH ST.","4","3","1752","18","999999999","Q042019249A25","H","1","9999-09-09T00:00:00.000","2019-11-01T00:00:00.000","2019-11-14T00:00:00.000","Fail – 4+ Family/Commercial","1,3,6B,6C","false","2019-11-26T00:00:00.000","false",,"11368","QUEENS","40.754619","-73.858807","21","381","4043623","4017520018","North Corona"
"311-00564603","2019-09-06T00:00:00.000","2159 E. 38TH ST.","3","18","8538","16","999999999","B042019224A12","H","1","9999-09-09T00:00:00.000","2019-10-21T00:00:00.000","2019-10-21T00:00:00.000","Pass",,"false","2019-10-22T00:00:00.000","false",,"11234","BROOKLYN","40.608133","-73.927034","46","660","3241730","3085380016","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"1-1-1614156095","2018-09-06T00:00:00.000","537 WEST  158 STREET","1","12","2117","57","2898","M042018117A32","C","2","1992-12-30T00:00:00.000","2018-09-24T00:00:00.000","2018-09-26T00:00:00.000","Pass",,"false","2018-10-11T00:00:00.000","false",,"10032","MANHATTAN","40.833964","-73.942686","7","245","1062780","1021170057","Washington Heights South"
"1-1-1614156029","2018-09-06T00:00:00.000","541 WEST  158 STREET","1","12","2117","59","2899","M042018117A31","C","2","1992-12-30T00:00:00.000","2018-09-24T00:00:00.000","2018-09-26T00:00:00.000","Pass",,"false","2018-10-11T00:00:00.000","false",,"10032","MANHATTAN","40.833997","-73.942766","7","245","1062781","1021170059","Washington Heights South"
"1-1-1614216405","2018-09-06T00:00:00.000","1736 VICTORY BOULEVARD","5","1","707","10","8365","S042009026001","C","1","2008-12-24T00:00:00.000","2018-09-19T00:00:00.000","2018-09-22T00:00:00.000","Fail – 4+ Family/Commercial",,"false","2018-10-11T00:00:00.000","false",,"10314","STATEN IS","40.613134","-74.121703","49","16901","5017874","5007070010","Westerleigh"
"1-1-1613968591","2018-09-06T00:00:00.000","1554 LELAND AVENUE","2","9","3923","66","11273","X042018249A10","C","1","2003-03-17T00:00:00.000","2018-10-01T00:00:00.000","2018-10-12T00:00:00.000","Pass",,"false","2018-11-05T00:00:00.000","false","2018-11-05T00:00:00.000","10460","BRONX","40.839378","-73.864804","18","21601","2028697","2039230066","West Farms-Bronx River"
"1-1-1614048559","2018-09-06T00:00:00.000","99 SHARPE AVENUE","5","1","1079","27","13349","S042018243A00","H","2","2013-03-07T00:00:00.000","2018-09-19T00:00:00.000","2018-09-28T00:00:00.000","Pass",,"false","2018-10-25T00:00:00.000","false",,"10302","STATEN IS","40.637694","-74.137108","49","207","5025422","5010790027","Port Richmond"
"1-1-1614077663","2018-09-06T00:00:00.000","80 BEACH AVENUE","5","2","4229","78","18320","S042018237A00","C","1","2018-02-14T00:00:00.000","2018-09-21T00:00:00.000","2018-10-11T00:00:00.000","Pass",,"false","2018-11-05T00:00:00.000","false",,"10306","STATEN IS","40.571746","-74.1208","50","134","5057805","5042290078","New Dorp-Midland Beach"
"1-1-1614031190","2018-09-06T00:00:00.000","241 EAST  235 STREET","2","12","3376","83","21552","X042018247A05","H","3","2010-05-17T00:00:00.000","2018-10-01T00:00:00.000","2018-10-17T00:00:00.000","Pass",,"false","2018-11-05T00:00:00.000","false",,"10470","BRONX","40.897395","-73.869113","11","44902","2019120","2033760083","Woodlawn-Wakefield"
"1-1-1613869301","2018-09-06T00:00:00.000","2551 HOLLAND AVENUE","2","11","4434","41","22034","X042018248A01","H","1","2010-07-12T00:00:00.000","2018-10-01T00:00:00.000","2018-10-02T00:00:00.000","Pass",,"false","2018-10-11T00:00:00.000","false",,"10467","BRONX","40.863976","-73.865462","15","330","2051356","2044340041","Bronxdale"
,"2018-09-06T00:00:00.000","2180 MULINER AVENUE","2","11","4324","30","23201","X042018239A07",,"1","2010-11-16T00:00:00.000","2018-09-07T00:00:00.000","2018-09-07T00:00:00.000","Pass",,"false","2018-09-12T00:00:00.000","true",,"10462","BRONX","40.85612","-73.861932","13","246","2049489","2043240030","Pelham Parkway"
"1-1-1613965283","2018-09-06T00:00:00.000","4053 DURYEA AVENUE","2","12","4989","48","23253","X042018248A06","H","1","2010-11-18T00:00:00.000","2018-10-01T00:00:00.000","2018-10-05T00:00:00.000","Fail – 4+ Family/Commercial","1,6A,6C","false","2018-11-05T00:00:00.000","false",,"10466","BRONX","40.893255","-73.836182","12","456","2067966","2049890048","Eastchester-Edenwald-Baychester"
"1-1-1614012014","2018-09-06T00:00:00.000","490 EAST 138 STREET","2","1","2265","1","25219","X042018178A09","C","2","2012-01-23T00:00:00.000","2018-10-01T00:00:00.000","2018-10-02T00:00:00.000","Pass",,"false","2018-10-11T00:00:00.000","false",,"10454","BRONX","40.807821","-73.919868","8","25","2097017","2022650001","Mott Haven-Port Morris"
"1-1-1614054742","2018-09-06T00:00:00.000","1715 BLEECKER STREET","4","5","3436","67","25344","Q042018243A06","H","1","1999-05-20T00:00:00.000","2018-09-27T00:00:00.000","2018-09-29T00:00:00.000","Fail – 4+ Family/Commercial","1,3","false","2018-10-22T00:00:00.000","false",,"11385","QUEENS","40.704163","-73.912271","34","545","4082073","4034360067","Ridgewood"
"1-1-1614219047","2018-09-06T00:00:00.000","646 MILLER AVENUE","3","5","3827","39","28458","B042018149A10","C","1","1999-03-30T00:00:00.000","2018-10-01T00:00:00.000","2018-10-12T00:00:00.000","Fail – 4+ Family/Commercial",,"false","2018-10-25T00:00:00.000","false",,"11207","BROOKLYN","40.66472","-73.889203","42","1124","3085190","3038270039","East New York"
"1-1-1614064080","2018-09-06T00:00:00.000","2861 RANDALL AVENUE","2","10","5543","176","28886","X042018241A04","H","3","2014-12-15T00:00:00.000","2018-10-01T00:00:00.000","2018-10-11T00:00:00.000","Fail – 4+ Family/Commercial","1,6,6C,6E, NO EXP JOINT","false","2018-11-05T00:00:00.000","false",,"10465","BRONX","40.825638","-73.822874","13","152","2079954","2055430176","Schuylerville-Throgs Neck-Edgewater Park"
"1-1-1614112233","2018-09-06T00:00:00.000","1562 THIERIOT AVENUE","2","9","3926","24","32991","X042018242A05","C","1","2018-07-26T00:00:00.000","2018-09-24T00:00:00.000","2018-09-26T00:00:00.000","Fail – 4+ Family/Commercial","1,3,6C,6A, NO EXP JOINT, NO JOINT SEALER","true","2018-10-11T00:00:00.000","false",,"10460","BRONX","40.839697","-73.865894","18","21601","2028716","2039260024","West Farms-Bronx River"
"Phone call","2018-09-06T00:00:00.000","260 SCHENECTADY AVENUE","3","8","1383","44","35078","B042018247A36","C","2","1999-10-29T00:00:00.000","2018-09-24T00:00:00.000","2018-09-26T00:00:00.000","Pass",,"false","2018-10-30T00:00:00.000","false",,"11213","BROOKLYN","40.670216","-73.933779","35","353","3037028","3013830044","Crown Heights North"
"1-1-1614242339","2018-09-06T00:00:00.000","1674   71 STREET","3","11","6181","42","60585","B042018249A15","H","1","2010-06-22T00:00:00.000","2018-12-10T00:00:00.000","2018-12-20T00:00:00.000","Pass",,"false","2018-12-31T00:00:00.000","false",,"11204","BROOKLYN","40.617582","-73.996798","43","262","3157809","3061810042","Bensonhurst West"
"1-1-1614023660","2018-09-06T00:00:00.000","22-04   93 STREET","4","3","1069","10","68904","Q042014203A34","C","1","2014-06-03T00:00:00.000","2018-09-24T00:00:00.000","2018-10-01T00:00:00.000","Fail – 4+ Family/Commercial","1,3,6A","false","2018-10-22T00:00:00.000","false",,"11369","QUEENS","40.76978","-73.877541","21","347","4023340","4010690010","Jackson Heights"
"1-1-1614148162","2018-09-06T00:00:00.000","417    2 STREET","3","6","970","52","72616","B042012221032","C","1","2012-07-06T00:00:00.000","2018-09-24T00:00:00.000","2019-01-10T00:00:00.000","Pass",,"false","2019-01-24T00:00:00.000","false",,"11215","BROOKLYN","40.672481","-73.980865","39","135","3020835","3009700052","Park Slope-Gowanus"
"1-1-1613865235","2018-09-06T00:00:00.000","79-22 METROPOLITAN AVENUE","4","5","3780","17","72879","Q042018234A03","C","1","2015-08-18T00:00:00.000","2018-10-04T00:00:00.000","2018-10-18T00:00:00.000","Pass",,"false","2018-11-01T00:00:00.000","false",,"11379","QUEENS","40.713258","-73.872815","30","621","4091669","4037800017","Middle Village"
"1-1-1614016438","2018-09-06T00:00:00.000","32-56   80 STREET","4","3","1175","33","76455","Q042018248A11","H","1","2016-07-21T00:00:00.000","2018-09-27T00:00:00.000","2018-10-03T00:00:00.000","Pass",,"false","2018-10-11T00:00:00.000","false",,"11370","QUEENS","40.756319","-73.887412","25","30903","4026841","4011750033","Jackson Heights"
"1-1-1614220285","2018-09-06T00:00:00.000","45-50  158 STREET","4","7","5436","70","78883","Q042018200A34","H","3","2017-01-26T00:00:00.000","2018-09-24T00:00:00.000","2018-09-29T00:00:00.000","Pass",,"false","2018-10-22T00:00:00.000","false",,"11358","QUEENS","40.755358","-73.808454","20","1199","4123045","4054360070","East Flushing"
"1-1-1614173277","2018-09-06T00:00:00.000","141-46   72 AVENUE","4","8","6621","154","83097","Q042018214A35","C","1","2017-08-08T00:00:00.000","2018-09-24T00:00:00.000","2018-09-25T00:00:00.000","Pass",,"false","2018-10-04T00:00:00.000","false",,"11367","QUEENS","40.726468","-73.822539","24","77902","4143443","4066210154","Kew Gardens Hills"
"1-1-1614112363","2018-09-06T00:00:00.000","53-19 WOODSIDE AVENUE","4","2","1224","7","83303","Q042018235A20","C","1","2017-08-15T00:00:00.000","2018-09-27T00:00:00.000","2018-10-03T00:00:00.000","Pass",,"false","2018-10-22T00:00:00.000","false",,"11377","QUEENS","40.747836","-73.909947","26","255","4028110","4012240007","Woodside"
"1-1-1613805660","2018-09-06T00:00:00.000","86-04  106 STREET","4","9","9201","8","85538","Q042018206A49","C","1","2017-12-22T00:00:00.000","2018-09-24T00:00:00.000","2018-09-25T00:00:00.000","Pass",,"false","2018-10-11T00:00:00.000","false",,"11418","QUEENS","40.697078","-73.842041","32","26","4192021","4092010008","Richmond Hill"
"1-1-1614001776","2018-09-06T00:00:00.000","60-19 MASPETH AVENUE","4","5","2705","88","85562","Q042018249A04","H","1","2017-12-22T00:00:00.000","2018-09-27T00:00:00.000","2018-09-29T00:00:00.000","Fail – 4+ Family/Commercial","JNT.Seal","false","2018-10-25T00:00:00.000","false",,"11378","QUEENS","40.723113","-73.9059","30","531","4060446","4027050088","Maspeth"
"1-1-1613968387","2018-09-06T00:00:00.000","1427 EAST   22 STREET","3","14","7658","17","85820","B042017270A14","H","1","2016-09-15T00:00:00.000","2018-09-24T00:00:00.000","2019-02-22T00:00:00.000","Fail – 4+ Family/Commercial","no exp jnt,3,4","false","2019-04-26T00:00:00.000","false",,"11210","BROOKLYN","40.617243","-73.952778","48","758","3210050","3076580017","Midwood"
"1-1-1614131920","2018-09-06T00:00:00.000","37-01   20 ROAD","4","1","810","16","86305","Q042018225A12","C","2","2018-03-26T00:00:00.000","2018-09-28T00:00:00.000","2018-10-02T00:00:00.000","Pass",,"false","2018-10-22T00:00:00.000","false",,"11105","QUEENS","40.776335","-73.904406","22","12301","4016106","4008100016","Steinway"
"1-1-1614191741","2018-09-06T00:00:00.000","95-33   81 STREET","4","9","9012","32","87220","Q042018221A09","H","1","2018-05-25T00:00:00.000","2018-11-05T00:00:00.000","2018-11-14T00:00:00.000","Fail – 4+ Family/Commercial","1,3,6C,EXP.JNT","false","2018-11-29T00:00:00.000","false",,"11416","QUEENS","40.683107","-73.858987","32","36","4187211","4090120032","Woodhaven"
"1-1-1614012831","2018-09-06T00:00:00.000","2330 PLUMB    1 STREET","3","15","8830","94","91926","B042018233A10","H","1","2018-01-10T00:00:00.000","2018-10-25T00:00:00.000","2018-10-30T00:00:00.000","Pass",,"false","2018-12-03T00:00:00.000","true",,"11229","BROOKLYN","40.596452","-73.932343","46","626","3248560","3088300094","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"1-1-1614156766","2018-09-06T00:00:00.000","458 VAN SICKLEN STREET","3","15","7145","43","93214","B042018204A05","C","1","2018-05-29T00:00:00.000","2018-09-24T00:00:00.000","2018-09-21T00:00:00.000","Pass",,"false","2018-10-29T00:00:00.000","false",,"11223","BROOKLYN","40.593109","-73.975562","47","386","3193373","3071450043","Gravesend"
