"biblioid","borough","author","date","title","report_abstract"
"478","M","Louis Berger & Associates, Inc.","1984","The Barclay's Bank Site Archaeological Testing Program Interim Report and Proposed Data Retrieval Program.  For: Long & Leeds Corp.  CEQR 83-140M","Project at 100 Water Street in Lower Manhattan. This report presents primary analysis of archaeological testing for each lot on the site.  It also re-analyzes the research questions put forward previously (See Report 477), and describes plans for further excavation, archival study, and analysis for the site."
"479","M","Louis Berger & Associates, Inc.","1985","Archaeological Monitoring, The Shearson Lehman/American Express Information Services Center, Washington Street Urban Renewal Area, New York, New York.  For: The New York City Public Development Corporation.  81-209m","Archaeological monitoring of a construction site bounded by Greenwich, West, Beach, and Hubert Streets.  The construction project involved the excavation of deep foundation trenches, which uncovered parts of historic wharves, landfill, and other archaeological materials. The archaeological analysis of these materials lead to a greater understanding of cobb-crib wharf construction and the ancient riverbed which once occupied the site."
"480","M","Louis Berger & Associates, Inc.","1986","Status Report And Proposal For Completion Of Archaeological And Historical Investigations At The Assay Office Site, Block 35, New York, New York.  Technical Proposal.   For: HRO International Ltd.   83-229m","Excavation in Lower Manhattan.  The site contained remains from 19th century privies and cisterns, a burned 19th Century commercial warehouse, and 18th century landfilling episodes. After excavation, this project was reassigned to Louis Berger & Associates, and this report summarizes work completed by the previous archaeological team and lays out research questions and methodologies for the remainder of the analysis."
"481","M","Louis Berger & Associates, Inc.","1986","Status Report And Proposal For Completion Of Archaeological And Historical Investigations At The Assay Office Site, Block 35, New York, New York.  Budget.  For: HRO International Ltd.","Project in Lower Manhattan.  An itemized budget and projections of hours of labor needed to complete the project are detailed in the report."
"482","M","Louis Berger & Associates, Inc.","1987","Archaeological and Historical Investigations at the Assay Office Site, Block 35, New York, New York.  Interim Report and Proposal.  For: HRO, International, Ltd.  CEQR 83-229M","An interim report on the Financial Square Project area bounded by  Old Slip, Front Street, South Street, and Gouverneur Lane in the Financial District, Manhattan. The most notable finds from the excavations included a wooden box associated with the Cortland VanBeuren family and remains of the Williams and Winant Grocery that stood on the site until the Great Fire of 1835. Further archaeological testing and a more complete analysis of the data were recommended."
"483","M","Louis Berger & Associates, Inc.","1987","Druggists, Craftsmen, and Merchants of Pearl and Water Street, New York, Volume 1 [Cultural Resource Investigations of the Barclay's Bank Site, 75 Wall Street, Borough of Manhattan August 1986 & September 1987].   For: London & Leeds Corp.","Project at 75 Wall street in the Financial District of Manhattan between Water, Pearl, and Wall Streets. Volume I of the two part study focuses on the archaeological excavations and analysis of the site's water lot grants filled between 1694-1702. Archaeologists found deposits of both commercial and residential refuse including privies, cisterns, and building foundations.  These finds help to illustrate the daily lives and changing neighborhood relations of upper middle-class druggists/chemists in the 17th and 18th centuries."
"484","M","Louis Berger & Associates, Inc.","1988","Cultural Resource Investigation Proposed Union Square Rezoning.  For: Urbitran Associates, Inc.  CEQR 87-283M","Union Square rezoning project. This report gives an overview of the history of the area and indicates areas with potential archaeological remains. Further testing is required to verify the existence and importance of those sites."
"485","M","Louis Berger & Associates, Inc.","1990","The Assay Site Historic And Archaeological Investigations of the New York City Waterfront. [Block 35]  For: HRO International, Ltd.  New York, New York.  (Revised from December 1988) CEQR 83-229M","The final report on the Financial Square Project area bounded by  Old Slip, Front Street, South Street, and Gouverneur Lane in the Financial District, Manhattan. This report includes the overview of the complete archaeological excavations of the site as well as the full interpretation of the findings. The finds, including 5 cast iron cannons and the wooden foundational pilings, provide invaluable insights into the technology of developing New York City's waterfront in the 17th and 18th centuries.  Further analysis of the recovered artifacts is recommended and potential research questions are discussed in the final chapter."
"486","M","Louis Berger & Associates, Inc.","1993","Route 9A Reconstruction Project New York, New York: Draft Contextual Study Manufacturing Historic Context.  For: New York State Department of Transportation in Cooperation with Federal Highway Administration and The City of New York.","Project along Route 9A on the west side of Manhattan.  This report details the histories of the soap, ice, clay, paint/chemical, metal, carpet, cooperage, and malt industries in New York city. It details the remains of these industries’ factories located along route 9A, analyzes their archaeological significance, and presents potential research questions. Further testing and/or preservation is recommended only on certain metal working or ceramic industry sites."
"487","M","Louis Berger & Associates, Inc.","1998","Phase Ia Archaeological Study, Installation of Duct Banks South End of Roosevelt Island, New York, NY.  For: NYC Transit Authority.","Project on the southern tip of Roosevelt Island. Soil borings and documentary research indicated that the area was unlikely to have intact archaeological material, and so no further testing is recommended."
