"brooklyn_condominium_property_boro_block_lot","brooklyn_condominium_property_condo_section","brooklyn_condominium_property_address","borough","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","brooklyn_condominium_property_neighborhood","brooklyn_condominium_property_building_classification","brooklyn_condominium_property_total_units","brooklyn_condominium_property_year_built","brooklyn_condominium_property_gross_sqft","brooklyn_condominium_property_est_gross_income","brooklyn_condominium_property_gross_income_per_sqft","brooklyn_condominium_property_full_market_value","brooklyn_condominium_property_market_value_per_sqft","_comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"3-06253-7501","36-R1","10 AVENUE
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"BENSONHURST","R4-ELEVATOR","65","1939","64800","710856","10.97","2509984","38.7","3-05578-0001","6801 19 AVENUE
Brooklyn, New York 
(40.61611228939, -73.989826784874)","BENSONHURST","D1-ELEVATOR","95","1931","89772","979216","10.91","3310000","36.9","0.6",,,,,,,,,,,,
"3-00364-7501","1220-R1","653 HICKS STREET
Brooklyn, New York 
(40.680641646929, -74.002814390067)","3","11231","40.680726","-74.002801","6","39","63","3378223","3003647501","Carroll Gardens-Columbia Street-Red Hook                                   ","CARROLL GARDENS","R4-ELEVATOR","40","2004","56542","1215653","21.5","5430002","96","3-05666-0001","5313 9 AVENUE
Brooklyn, New York 
(40.637993240607, -74.003309510711)","BOROUGH PARK","D1-ELEVATOR","100","1996","79125","1714086","21.66","4840000","61","3",,,,,,,,,,,,
"3-02408-7502","1382-R1","241 2 STREET
Brooklyn, New York 
(40.676039736538, -73.988124881252)","3",,,,,,,,,,"WILLIAMSBURG-SOUTH","R4-ELEVATOR","15","0","15000","208800","13.92","827997","55","3-02132-0016","158 BROADWAY
Brooklyn, New York 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","D7-ELEVATOR","13","2002","24949","347290","13.92","1380000","55","0.3",,,,,,,,,,,,
"3-02383-7501","934-R1","98 HAVEMEYER STREET
Brooklyn, New York 
(40.713400089362, -73.956446096432)","3","11211","40.713306","-73.956476","1","34","519","3256345","3023837501","North Side-South Side                                                      ","WILLIAMSBURG-NORTH","R2-WALK-UP","24","0","28440","472104","16.6","1920004","68","3-02917-0011","936 METROPOLITAN AVENUE
Brooklyn, New York 
(40.71453404351, -73.937855093618)","WILLIAMSBURG-EAST","C7-WALK-UP","14","2005","20958","306406","14.62","1210000","58","1",,,,,,,,,,,,
"3-05590-7502","1663-R1","970 41 STREET
Brooklyn, New York 
(40.643951087847, -73.994867334825)","3","11219","40.644025","-73.994955","12","38","112","3390875","3055907502","Sunset Park East                                                           ","BOROUGH PARK","R4-ELEVATOR","50","2005","52818","1014105","19.2","4530010","86","3-05437-0050","4624 17 AVENUE
Brooklyn, New York 
(40.631108403223, -73.981495122985)","BOROUGH PARK","D3-ELEVATOR","51","1992","41131","440102","10.7","1240000","30.1","1.1",,,,,,,,,,,,
"3-00207-7502","321-R1","75 POPLAR STREET
Brooklyn, New York 
(40.700929747935, -73.992196199808)","3","11201","40.700908","-73.992206","2","33","1","3250373","3002077502","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","R4-ELEVATOR","56","1910","74131","1964471","26.5","9520003","128","3-00226-0004","89 HICKS STREET
Brooklyn, New York 
(40.698852309567, -73.99410251315)","BROOKLYN HEIGHTS","D3-ELEVATOR","48","1940","21000","599372","28.5","2900000","138","0.2",,,,,,,,,,,,
"3-02833-7501","1250-R1","99 KINGSLAND AVENUE
Brooklyn, New York 
(40.71976615208, -73.940715184751)","3","11222","40.719768","-73.940692","1","34","477","3378501","3028337501","East Williamsburg                                                          ","GREENPOINT","R2-WALK-UP","24","2005","14248","294933","20.7","1319998","93","3-03023-0013","58 TEN EYCK STREET
Brooklyn, New York 
(40.70974540972, -73.948162765383)","WILLIAMSBURG-EAST","C1-WALK-UP","14","2002","12000","249600","20.8","1120000","93","0.8",,,,,,,,,,,,
"3-00998-7503","1553-R1","267 8 STREET
Brooklyn, New York 
(40.670051094092, -73.986278479929)","3","11215","40.670122","-73.986471","6","39","137","3388220","3009987503","Park Slope-Gowanus                                                         ","PARK SLOPE","R2-WALK-UP","16","2004","21599","431980","20","1930000","89","3-00964-0047","297 1 STREET
Brooklyn, New York 
(40.674339713769, -73.982895413126)","PARK SLOPE","C1-WALK-UP","20","1991","34000","497080","14.62","1970000","58","0.35",,,,,,,,,,,,
"3-08470-7501","1818-R1","5923 STRICKLAND AVENUE
Brooklyn, New York 
(40.609153041187, -73.914072865977)","3","11234","40.607938","-73.915358","18","46","698","3391939","3084707501","Georgetown-Marine Park-Bergen Beach-Mill Basin                             ","MILL BASIN","R9-CONDOPS","20","0","17219","471800","27.4","2290000","133","3-01149-0006","677 CLASSON AVENUE
Brooklyn, New York 
(40.677105851114, -73.959226051565)","CROWN HEIGHTS","C1-WALK-UP","16","1990","6100","166917","27.4","809000","133","5",,,,,,,,,,,,
"3-01715-7504","977-R1","460 FLUSHING AVENUE
Brooklyn, New York 
(40.699035160506, -73.956346721725)","3","11205","40.699041","-73.956402","3","33","1237","3348619","3017157504","Bedford                                                                    ","BEDFORD STUYVESANT","R4-ELEVATOR","12","0","14869","258242","17.37","1049994","71","3-00714-0044","4018 5 AVENUE
Brooklyn, New York 
(40.650632160367, -74.004642380768)","SUNSET PARK","C7-WALK-UP","32","1906","25600","398000","15.55","1620000","63","4.15",,,,,,,,,,,,
"3-02721-7502","1757-R1","30 BAYARD STREET
Brooklyn, New York 
(40.718865994164, -73.951107951637)","3","11211","40.718911","-73.951119","1","33","515","3391337","3027217502","North Side-South Side                                                      ","GREENPOINT","R4-ELEVATOR","51","0","46869","721782","15.4","2939999","63","3-05424-0080","229 PARKVILLE AVENUE
Brooklyn, New York 
(40.631415553577, -73.970389955251)","OCEAN PARKWAY-NORTH","D8-ELEVATOR","41","2004","43018","664347","15.44","2700000","63","6.1",,,,,,,,,,,,
"3-01005-7501","300-R1","300 8 STREET
Brooklyn, New York 
(40.669429171574, -73.985135730426)","3","11215","40.669389","-73.984997","6","39","137","3022124","3010057501","Park Slope-Gowanus                                                         ","PARK SLOPE","R4-ELEVATOR","19","1914","15637","184516","11.8","650001","41.6","3-00993-0072","277 7 STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","PARK SLOPE","C1-WALK-UP","20","1914","14860","183224","12.33","689000","46.4","0.2","3-00999-0060","311 8 STREET
Brooklyn, New York 
(40.669324813534, -73.984788643741)","PARK SLOPE","C1-WALK-UP","16","1931","14320","154375","10.78","522000","36.5","0.05"
"3-08664-7501","920-R1","2943 BRIGHTON 4 STREET
Brooklyn, New York 
(40.57999703712, -73.964270027394)","3","11235","40.579951","-73.964274","13","48","364","3244397","3086647501","Brighton Beach                                                             ","BRIGHTON BEACH","R4-ELEVATOR","19","2001","18163","454075","25","2030008","112","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","2.1",,,,,,,,,,,,
"3-01763-7505","1169-R1","201 SPENCER STREET
Brooklyn, New York 
(40.692607016407, -73.954744492454)","3","11205","40.692132","-73.954676","3","33","241","3378318","3017637505","Bedford                                                                    ","BEDFORD STUYVESANT","R4-ELEVATOR","18","2004","24200","484000","20","2160001","89","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","5.7",,,,,,,,,,,,
"3-02223-7502","1449-R1","790 WYTHE AVENUE
Brooklyn, New York 
(40.699961543932, -73.959618201837)","3","11249","40.699968","-73.959586","1","33","537","3388250","3022237502","Williamsburg                                                               ","WILLIAMSBURG-CENTRAL","R4-ELEVATOR","12","0","16950","296625","17.5","1210002","71","3-00714-0044","4018 5 AVENUE
Brooklyn, New York 
(40.650632160367, -74.004642380768)","SUNSET PARK","C7-WALK-UP","32","1906","25600","398000","15.55","1620000","63","4.15",,,,,,,,,,,,
"3-01219-7501","864-R1","1062 BERGEN STREET
Brooklyn, New York 
(40.676122015049, -73.950964025647)","3","11216","40.676148","-73.951049","8","36","315","3030656","3012197501","Crown Heights North                                                        ","CROWN HEIGHTS","R2-WALK-UP","16","1900","13680","213408","15.6","868005","63","3-01281-0007","1593 BEDFORD AVENUE
Brooklyn, New York 
(40.667922981047, -73.956046614651)","CROWN HEIGHTS","C1-WALK-UP","16","1905","13200","205656","15.58","836000","63","0.55","3-01281-0009","1589 BEDFORD AVENUE
Brooklyn, New York 
(40.668063874842, -73.956002937575)","CROWN HEIGHTS","C1-WALK-UP","16","1905","13200","205656","15.58","836000","63","0.55"
"3-02408-7501","1047-R1","236 1 STREET
Brooklyn, New York 
(40.675201420011, -73.984816440944)","3","11215","40.675254","-73.98488","6","39","119","3000000","3009680001","Park Slope-Gowanus                                                         ","WILLIAMSBURG-SOUTH","R4-ELEVATOR","16","2002","17766","303798","17.1","1240000","70","3-03810-0001","721 LIVONIA AVENUE
Brooklyn, New York 
(40.665343194887, -73.890288902218)","EAST NEW YORK","C1-WALK-UP","16","2004","15000","130200","8.68","429000","28.6","4.8",,,,,,,,,,,,
"3-01137-7501","1321-R1","618 DEAN STREET
Brooklyn, New York 
(40.680519413874, -73.969682784151)","3","11238","40.680532","-73.969632","8","35","163","3027863","3011377501","Prospect Heights                                                           ","PROSPECT HEIGHTS","R2-WALK-UP","21","1930","33120","699825","21.13","3130001","95","3-01160-0032","382 PROSPECT PLACE
Brooklyn, New York 
(40.67661917631, -73.963979411428)","PROSPECT HEIGHTS","C1-WALK-UP","24","1931","17116","331518","19.37","1480000","86","0.35",,,,,,,,,,,,
"3-01098-7510","843-R1","444 12 STREET
Brooklyn, New York 
(40.664310247541, -73.981529976999)","3","11215","40.664371","-73.981613","6","39","151","3347745","3010987510","Park Slope-Gowanus                                                         ","PARK SLOPE","R4-ELEVATOR","37","1920","61500","588555","9.57","1990002","32.4","3-07465-0040","3051 OCEAN AVENUE
Brooklyn, New York 
(40.586752710696, -73.948933363287)","SHEEPSHEAD BAY","D1-ELEVATOR","69","1938","61000","569284","9.33","1880000","30.8","5.6",,,,,,,,,,,,
"3-01309-7501","526-R1","72 CLOVE ROAD
Brooklyn, New York 
(40.664570452636, -73.949610744021)","3","11225","40.664647","-73.949735","9","35","319","3034556","3013097501","Crown Heights South                                                        ","CROWN HEIGHTS","R2-WALK-UP","48","1997","65071","1047643","16.1","4259988","65","3-03615-0001","165 LOTT AVENUE
Brooklyn, New York 
(40.658001346714, -73.907596404937)","BROWNSVILLE","C1-WALK-UP","104","1986","101127","1623440","16.05","4580000","45.3","2.25",,,,,,,,,,,,
"3-01103-7501","439-R1","1405 8 AVENUE
Brooklyn, New York 
(40.662684109326, -73.981721652235)","3","11215","40.662631","-73.981808","6","39","167","3026583","3011037501","Park Slope-Gowanus                                                         ","PARK SLOPE","R2-WALK-UP","15","0","11800","246506","20.89","1019998","86","3-02593-0022","114 CALYER STREET
Brooklyn, New York 
(40.727151658288, -73.956131597072)","GREENPOINT","C1-WALK-UP","11","2005","16000","230080","14.38","912000","57","4.65","3-06115-0151","125 95 STREET
Brooklyn, New York 
(40.617037115709, -74.036964044268)","BAY RIDGE","C1-WALK-UP","14","2002","16500","225749","13.68","895000","54","4.3"
"3-01887-7502","400-R1","95 VANDERBILT AVENUE
Brooklyn, New York 
(40.694926108243, -73.970168896353)","3","11205","40.694871","-73.970166","2","35","187","3320065","3018877502","Fort Greene                                                                ","CLINTON HILL","R2-WALK-UP","24","1991","60350","670602","11.11","2360016","39.1","3-02145-0018","440 BERRY STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","66","1995","58430","2208654","37.8","11100000","190","1",,,,,,,,,,,,
"3-08720-7503","833-R1","60 OCEANA DRIVE
Brooklyn, New York 
(40.612010695363, -74.033858726097)","3",,,,,,,,,,"BRIGHTON BEACH","R4-ELEVATOR","68","0","148512","2927252","19.71","13100000","88","3-02145-0018","440 BERRY STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","66","1995","58430","2208654","37.8","11100000","190","9.1",,,,,,,,,,,,
"3-05672-7501","1585-R1","858 54 STREET
Brooklyn, New York 
(40.638074058496, -74.004760021759)","3","11220","40.638121","-74.004803","12","38","106","3388991","3056727501","Sunset Park East                                                           ","BOROUGH PARK","R2-WALK-UP","12","2006","9628","229670","23.85","1030000","107","3-00920-0011","814 40 STREET
Brooklyn, New York 
(40.646474140053, -73.997547303753)","BOROUGH PARK","C7-WALK-UP","12","2004","10516","210320","20","940000","89","0.7",,,,,,,,,,,,
"3-06322-7501","174-R1","8405 13 AVENUE
Brooklyn, New York 
(40.61516618273, -74.0127353002)","3","11228","40.615125","-74.012801","10","43","150","3256805","3063227501","Dyker Heights                                                              ","DYKER HEIGHTS","R2-WALK-UP","12","1987","9626","191807","19.93","857000","89","3-01892-0061","98 GRAND AVENUE
Brooklyn, New York 
(42.433188999772, -78.748646000413)","CLINTON HILL","C1-WALK-UP","26","1946","25000","508884","20.36","2270000","91","6.1",,,,,,,,,,,,
"3-02147-7506","656-R1","150 9 STREET
Brooklyn, New York 
(40.672158391202, -73.992540714695)","3","11215","40.67214","-73.992444","6","39","121","3000000","3010080018","Park Slope-Gowanus                                                         ","WILLIAMSBURG-SOUTH","R4-ELEVATOR","12","1924","38800","686760","17.7","2790009","72","3-02409-0027","271 2 STREET
Brooklyn, New York 
(40.675830156481, -73.987674284129)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","35","1914","22308","394182","17.67","1210000","54","0.45",,,,,,,,,,,,
"3-00895-7503","1931-R1","11 TERRACE PLACE
Brooklyn, New York 
(42.433188999772, -78.748646000413)","3","11218","40.653606","-73.980986","7","39","1502","3391755","3008957503","Windsor Terrace                                                            ","WINDSOR TERRACE","R2-WALK-UP","18","2006","17983","395600","22","1770094","98","3-02425-0029","399 HEWES STREET
Brooklyn, New York 
(40.708645651376, -73.951233440758)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","29","1917","25800","741492","28.7","2610000","101","4.1","3-02425-0036","395 3 STREET
Brooklyn, New York 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","30","1916","23481","581233","24.75","1780000","76","4.1"
"3-05259-7501","1023-R1","101 PROSPECT PARK
Brooklyn, New York 
(40.700650072058, -73.986477723202)","3","11215","40.661354","-73.96968","55","39","177","3000000","3011170001","park-cemetery-etc-Brooklyn                                                 ","WINDSOR TERRACE","R4-ELEVATOR","15","0","11425","589451","52","2959998","259","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","3.5",,,,,,,,,,,,
"3-00348-7501","1454-R1","69 CARROLL STREET
Brooklyn, New York 
(40.682970900461, -74.003270675198)","3","11231","40.682932","-74.003209","6","39","51","3391751","3003487501","Carroll Gardens-Columbia Street-Red Hook                                   ","COBBLE HILL-WEST","R4-ELEVATOR","13","2005","15394","352522","22.9","1580001","103","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","5.7",,,,,,,,,,,,
"3-00925-7501","188-R1","831 43 STREET
Brooklyn, New York 
(40.644631097941, -73.998894243587)","3","11232","40.644563","-73.998829","12","38","92","3255748","3009257501","Sunset Park East                                                           ","BOROUGH PARK","R2-WALK-UP","16","1987","9903","152506","15.4","619998","63","3-05351-0008","58 CHURCH AVENUE
Brooklyn, New York 
(40.642156748841, -73.980885615848)","BOROUGH PARK","C1-WALK-UP","20","1930","13500","219090","16.23","891000","66","0.95",,,,,,,,,,,,
"3-00336-7502","888-R1","156 SACKETT STREET
Brooklyn, New York 
(40.68480532634, -74.001880581005)","3","11231","40.684813","-74.001821","6","39","51","3348261","3003367502","Carroll Gardens-Columbia Street-Red Hook                                   ","COBBLE HILL-WEST","R4-ELEVATOR","20","2000","24122","523447","21.7","2339995","97","3-05642-0070","1319 50 STREET
Brooklyn, New York 
(40.634216020497, -73.992250822885)","BOROUGH PARK","D7-ELEVATOR","11","2004","24200","525866","21.73","2350000","97","3.55",,,,,,,,,,,,
"3-01734-7510","1293-R1","82 SPENCER STREET
Brooklyn, New York 
(40.696306302094, -73.95555380536)","3","11205","40.696176","-73.955506","3","33","1237","3387579","3017347510","Bedford                                                                    ","BEDFORD STUYVESANT","R4-ELEVATOR","12","2003","10403","208060","20","930001","89","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","5.9",,,,,,,,,,,,
"3-07462-7501","1743-R1","2615 17 STREET
Brooklyn, New York 
(40.583637723043, -73.985685357979)","3",,,,,,,,,,"SHEEPSHEAD BAY","R4-ELEVATOR","29","2006","32236","692967","21.5","3099997","96","3-06782-0026","2120 OCEAN AVENUE
Brooklyn, New York 
(40.610081747554, -73.953535175497)","MADISON","C1-WALK-UP","20","2005","26750","556400","20.8","2490000","93","1.5",,,,,,,,,,,,
"3-00055-7502","1703-R1","206 FRONT STREET
Brooklyn, New York 
(40.702312458471, -73.984160678171)","3","11201","40.702323","-73.984059","2","33","21","3391191","3000557502","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ","DOWNTOWN-FULTON FERRY","R4-ELEVATOR","31","2006","35389","799791","22.6","3570002","101","3-00042-0018","254 WATER STREET
Brooklyn, New York 
(40.702970948925, -73.983701985909)","DOWNTOWN-FULTON FERRY","D8-ELEVATOR","26","2002","28358","639651","22.56","2860000","101","0.05",,,,,,,,,,,,
