"organization_name","address","city","state","postcode","main_phone","discipline","council_district","community_board","borough","latitude","longitude","census_tract","bin","bbl","nta"
"Broken Box Mime Theater","201 W 94th St. #1A","New York","NY","10025","(617) 877-8937","Theater","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.792842","-73.971505","183","1033677","1012420029","Upper West Side"
"Bronx Arts Ensemble","80 Van Cortlandt Park South, Ste. 7D-1","Bronx","NY","10463","(718) 601-7399","Multi-Discipline, Performing","Bronx Council District #11","Bronx Community Board #8","Bronx","40.884706","-73.889991","281","2015473","2032520209","Van Cortlandt Village"
"Bronx Children's Museum","PO Box 1381","Bronx","NY","10451-9998","(347) 971-2155","Multi-Discipl, Perf & Non-Perf","Bronx Council District #8","Bronx Community Board #4","Bronx",,,,,,
"Bronx Community Cable Programming Corp.","Lehman College","Bronx","NY","10468","(718) 960-7158","Film/Video/Audio","Bronx Council District #11","Bronx Community Board #7","Bronx","40.872754","-73.894425","409","2000000","2032470001","Van Cortlandt Village"
"Bronx Community College Association, Inc.","2155 University Avenue","Bronx","NY","10453","(718) 289-5127","Music","Bronx Council District #14","Bronx Community Board #5","Bronx","40.85749","-73.909643","249","2014731","2032170060","University Heights-Morris Heights"
"Bronx Conservatory of Music","P.O. Box 633","Bronx","NY","10469","(718) 841-7415","Music","Bronx Council District #14","Bronx Community Board #5","Bronx",,,,,,
"Bronx Council on the Arts","2700 East Tremont Ave.","New York","NY","10461","(718) 931-9500 x17","Multi-Discipline, Non-Perform","Bronx Council District #13","Bronx Community Board #11","Bronx","40.842689","-73.845772","200","2041961","2039880021","Van Nest-Morris Park-Westchester Square"
"Bronx County Historical Society","3309 Bainbridge Avenue","Bronx","NY","10467","(718) 881-8900","Multi-Discipline, Non-Perform","Bronx Council District #11","Bronx Community Board #7","Bronx","40.878193","-73.879468","419","2018096","2033380054","Norwood"
"Bronx Dance Theatre, Inc.","585 East 187th Street, 2nd Floor","Bronx","NY","10458","(718) 364-2725","Dance","Bronx Council District #15","Bronx Community Board #6","Bronx","40.855777","-73.887967","389","2011907","2030660002","Belmont"
"Bronx Documentary Center","614 Courtlandt Ave","Bronx","NY","10451","(718) 993-3512","Photography","Bronx Council District #17","Bronx Community Board #1","Bronx","40.818168","-73.918816","67","2001658","2023980001","Melrose South-Mott Haven North"
"Bronx Hispanic Festival Inc","P.O. Box 1765","New York","NY","10451","(917) 699-7598","Multi-Discipl, Perf & Non-Perf","Bronx Council District #14","Bronx Community Board #7","Bronx",,,,,,
"Bronx House, Inc.","990 Pelham Parkway South","Bronx","NY","10461","(718) 792-1800 x224","Multi-Discipline, Performing","Bronx Council District #13","Bronx Community Board #11","Bronx","40.856804","-73.860354","248","2088568","2043287501","Pelham Parkway"
"Bronx Museum of the Arts","1040 Grand Concourse","Bronx","NY","10456","(718) 681-6000","Visual Arts","Bronx Council District #16","Bronx Community Board #4","Bronx","40.831063","-73.920361","18102","2002826","2024620001","East Concourse-Concourse Village"
"Bronx Opera Company","5 Minerva Place (2J)","Bronx","NY","10468","(718) 365-4209","Music",,"Bronx Community Board #7","Bronx","40.871469","-73.891036","40701","2017596","2033190064","Van Cortlandt Village"
"Bronx River Alliance","One Bronx River Parkway","Bronx","NY","10462","(718) 430-4665","Science","Bronx Council District #15","Bronx Community Board #11","Bronx",,,,,,
"Bronx River Art Center, Inc.","P.O. Box 5002","New York","NY","10460","(718) 589-5819 x11","Multi-Discipl, Perf & Non-Perf","Bronx Council District #15","Bronx Community Board #6","Bronx",,,,,,
"Bronx Stage & Film Company, Inc.","P.O. Box 580-179","Bronx","NY","10458","(917) 250-6298","Film/Video/Audio","Bronx Council District #15","Bronx Community Board #6","Bronx",,,,,,
"Bronx Symphony Orchestra, Inc.","c/o Denise Orr","Bronx","NY","10468","(718) 601-9151","Music","Bronx Council District #14","Bronx Community Board #8","Bronx",,,,,,
"BronxArtSpace, Inc.","305 East 140th St. , 1A","New York City,Bronx","NY","10454","(718) 401-8144","Visual Arts","Bronx Council District #17","Bronx Community Board #1","Bronx","40.81167","-73.924903","39","2000747","2023157501","Mott Haven-Port Morris"
"BronxWorks, Inc.","60 East Tremont Avenue","Bronx","NY","10453","(718) 365-0910 x25","Multi-Discipline, Performing","Bronx Council District #14","Bronx Community Board #5","Bronx","40.851063","-73.908004","23301","2007915","2028280020","Mount Hope"
"Brooklyn Academy of Music","30 Lafayette Avenue","Brooklyn","NY","11217","(718) 636-4111","Multi-Discipline, Performing","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn","40.686866","-73.977738","35","3059185","3021110015","Fort Greene"
"Brooklyn Art Incubator, Inc.","P. O. Box 20648","New York","NY","11202","(718) 208-0525","Visual Arts",,,"Brooklyn",,,,,,
"Brooklyn Art Song Society","60 East 8th Street, Apt. 30 E","New York","NY","10003","(917) 509-6258","Music","Manhattan Council District #1","Manhattan Community Board #2","Brooklyn","40.648658","-73.972803","504",,,"Windsor Terrace"
"Brooklyn Arts Council, Inc.","20 Jay Street","Brooklyn","NY","11201","(718) 625-0080 x222","Multi-Discipline, Performing","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn","40.704313","-73.986587","21","3000010","3000190001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Brooklyn Arts Exchange","421 Fifth Avenue, 3rd Fl.","Brooklyn","NY","11215","(718) 832-0018","Multi-Discipline, Performing","Brooklyn Council District #39","Brooklyn Community Board #6","Brooklyn","40.669869","-73.985714","137","3021879","3009990001","Park Slope-Gowanus"
"Brooklyn Ballet, Inc.","160 Schermerhorn St","Brooklyn","NY","11201","(718) 246-0146","Dance","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn","40.689525","-73.987452","43","3394335","3001700015","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Brooklyn Book Festival, Inc.","249 Smith Street","Brooklyn","NY","11231","(718) 802-3901","Literature","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn","40.683311","-73.992767","75","3006697","3004150008","Carroll Gardens-Columbia Street-Red Hook"
"Brooklyn Botanic Garden Corporation","1000 Washington Avenue","Brooklyn","NY","11225","(718) 623-7200","Botanical","Brooklyn Council District #35","Brooklyn Community Board #9","Brooklyn","40.667533","-73.96179","177","3337842","3011830001","park-cemetery-etc-Brooklyn"
"Brooklyn Bridge Park Conservancy, Inc.","334 Furman Street","Brooklyn","NY","11201","(718) 802-0603 x11","Multi-Discipline, Non-Perform","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn","40.693999","-73.999196","301","3423338","3002450015","Brooklyn Heights-Cobble Hill"
"Brooklyn Center for the Urban Environment, Inc.","168 7th St.","Brooklyn","NY","11215","(718) 788-8500","Multi-Discipline, Non-Perform","Brooklyn Council District #38","Brooklyn Community Board #6","Brooklyn","40.673221","-73.991168","121","3021771","3009960021","Park Slope-Gowanus"
"Brooklyn Chamber Music Society","49 Cheever Place","Brooklyn","NY","11231","(718) 858-3523","Music","Brooklyn Council District #39","Brooklyn Community Board #6","Brooklyn","40.685713","-73.999524","49","3003770","3003220006","Carroll Gardens-Columbia Street-Red Hook"
"Brooklyn Children's Museum","145 Brooklyn Avenue","Brooklyn","NY","11213","(718) 735-4400","Museum","Brooklyn Council District #36","Brooklyn Community Board #8","Brooklyn","40.674773","-73.944464","341","3031049","3012290001","Crown Heights North"
"Brooklyn City Streetcar Company, Inc.","1360 Ocean Parkway, Ste. 6L","Brooklyn","NY","11230","(718) 314-0226","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #44","Brooklyn Community Board #12","Brooklyn","40.615623","-73.968858","444","3172890","3065680033","Ocean Parkway South"
"Brooklyn Community Pride Center","4 Metrotech, Ground Floor","Brooklyn","NY","11201","(347) 889-7719","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #33","Brooklyn Community Board #1","Brooklyn","40.693666","-73.983686","15","3319505","3020590001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Brooklyn Contemporary Chorus, Inc.","G.P.O. Box 3093","Brooklyn","NY","11202","(718) 625-0305","Music","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn",,,,,,
"Brooklyn Film Society","180 South 4th Street","New York City","NY","11211","(718) 388-4306","Film/Video/Audio","Brooklyn Council District #34","Brooklyn Community Board #1","Brooklyn","40.711145","-73.960889","523","3063463","3024467501","North Side-South Side"
"Brooklyn Four Plus One, Inc.","P.O. Box 22872","New York","NY","11202","(347) 713-5190","Music","Brooklyn Council District #46","Brooklyn Community Board #15","Brooklyn",,,,,,
"Brooklyn Heights Music Society","P.O. Box 020-334","Brooklyn","NY","11202","(646) 496-3061","Music","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn",,,,,,
"Brooklyn Historical Society","128 Pierrepont Street","Brooklyn","NY","11201","(718) 222-4111 x239","Museum","Brooklyn Council District #33","Brooklyn Community Board #1","Brooklyn","40.69502","-73.992387","502","3002006","3002430047","Brooklyn Heights-Cobble Hill"
"Brooklyn House of Kulture, Inc.","1685 Ocean Ave","Brooklyn","NY","11230","(646) 596-1283","Dance","Brooklyn Council District #44","Brooklyn Community Board #14","Brooklyn","40.620593","-73.955412","760","3209163","3076380036","Midwood"
"Brooklyn Institute for Social Research, Inc.","68 Jay Street","Brooklyn","NY","11201","(512) 914-0597","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn","40.702763","-73.986681","21","3000090","3000400001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Brooklyn Institute of Arts and Sciences","200 Eastern Parkway","Brooklyn","NY","11238","(718) 638-5000","Visual Arts","Brooklyn Council District #35","Brooklyn Community Board #9","Brooklyn","40.671835","-73.963042","177","3029667","3011830026","park-cemetery-etc-Brooklyn"
"Brooklyn Music School","126 Saint Felix Street","Brooklyn","NY","11217","(718) 434-4500","Multi-Discipline, Performing","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn","40.686054","-73.977205","35","3348863","3021110037","Fort Greene"
"Brooklyn Navy Yard Development Corporation","63 Flushing Avenue","Brooklyn","NY","11205","(718) 907-5900 x5965","Humanities","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn","40.69802","-73.974986","543","3335129","3020230001","park-cemetery-etc-Brooklyn"
"Brooklyn Philharmonic Symphony Orchestra, Inc.","20 Jay Street, Suite M16","Brooklyn","NY","11201","(718) 488-7711","Music","Brooklyn Council District #33","Brooklyn Community Board #6","Brooklyn","40.704313","-73.986587","21","3000010","3000190001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Brooklyn Poets, Inc.","135 Jackson Street","New York","NY","11211","(718) 374-1953","Literature","Brooklyn Council District #34","Brooklyn Community Board #1","Brooklyn","40.716568","-73.945681","497","3395382","3027447503","East Williamsburg"
"Brooklyn Queens Conservatory of Music","58 Seventh Avenue","Brooklyn","NY","11217","(718) 622-3300 x13","Music","Brooklyn Council District #39","Brooklyn Community Board #6","Brooklyn","40.675843","-73.974533","159","3019495","3009480048","Park Slope-Gowanus"
"Brooklyn Rail","99 Commercial Street #32","Brooklyn","NY","11222","(718) 349-8427","Literature","Brooklyn Council District #33","Brooklyn Community Board #1","Brooklyn","40.737751","-73.955904","563","3063674","3024720400","Greenpoint"
"Brooklyn Steppers","PO Box 24415","Brooklyn","NY","11202","(718) 467-1700 x1702","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #36","Brooklyn Community Board #3","Brooklyn",,,,,,
"Brooklyn Studios for Dance","210 Lafayette Ave.","Brooklyn","NY","11238","(917) 945-6890","Dance","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn","40.687934","-73.968143","197","3055458","3019430016","Clinton Hill"
"Brooklyn Theatre Arts Project, Inc.","1618 76th Street","Brooklyn","NY","11214","(718) 791-9667","Theater","Brooklyn Council District #43","Brooklyn Community Board #10","Brooklyn","40.615389","-74.000936","182","3160774","3062360011","Bensonhurst West"
"Brooklyn USA Athletic Assc","1424 Fulton Street","Brooklyn","NY","11216","(718) 773-3456","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #36","Brooklyn Community Board #3","Brooklyn","40.68007","-73.943796","271","3053794","3018630008","Crown Heights North"
"Brooklyn Waterfront Artist Coalition","481 Van Brunt Street, Unit 7","Brooklyn","NY","11231","(718) 422-1111","Visual Arts","Brooklyn Council District #38","Brooklyn Community Board #6","Brooklyn","40.674365","-74.016392","53","3390948","3006120001","Carroll Gardens-Columbia Street-Red Hook"
"Brooklyn Young Filmmakers Center, Inc.","62 South Elliott Place, Apt. 2B","Brooklyn","NY","11217","(718) 935-0490","Film/Video/Audio","Brooklyn Council District #35","Brooklyn Community Board #2","Brooklyn","40.688013","-73.97578","33","3058755","3020980074","Fort Greene"
"Brooklyn Youth Chorus Academy, Inc.","179 Pacific Street","Brooklyn","NY","11201","(718) 243-9447 x235","Music","Brooklyn Council District #39","Brooklyn Community Board #6","Brooklyn","40.689281","-73.993549","45","3002990","3002867503","Carroll Gardens-Columbia Street-Red Hook"
"Brooklyn Youth Music Project, Inc.","Brooklyn Youth Music Project","Brooklyn","NY","11215","(718) 350-1265","Music","Brooklyn Council District #39","Brooklyn Community Board #7","Brooklyn",,,,,,
"Brownsville Heritage House, Inc.","581 Mother Gaston Boulevard","Brooklyn","NY","11212","(718) 385-1111","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #42","Brooklyn Community Board #16","Brooklyn","40.664531","-73.905532","910","3084596","3037940018","Brownsville"
"Builders Association, Inc.","140 2nd Ave","New York","NY","10003","(212) 274-0446 x1","Multi-Discipline, Performing","Manhattan Council District #1","Manhattan Community Board #2","Manhattan","40.728956","-73.987401","38","1006362","1004500006","East Village"
"Building Beats Incorporated","37 North 15th St","Brooklyn","NY","11222","(347) 762-5669","Music","Brooklyn Council District #37","Brooklyn Community Board #1","Bronx",,,,,,
"Building for the Arts NY, Inc.","330 West 42nd Street","New York","NY","10036","(212) 695-4242","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.757661","-73.990832","115","1024926","1010320048","Clinton"
