"schooldbn","locationname","final_address","borough","district","prek_type","phone","contact_name","contact_email","website","meals","play","income_flg","uniforms","singlegender","programname1","programname2","programname3","programcode1","programcode2","programcode3","nyceec_current_all","nyceec_current_some","nyceec_current_none","nyceec_siblings_all","nyceec_siblings_some","nyceec_siblings_none","nyceec_services_all","nyceec_services_some","nyceec_services_none","nyceec_targetlang","nyceec_targetlang_1","nyceec_targetlang_2","nyceec_others_all","nyceec_others_some","nyceec_others_none","district_zonedsib","district_zonedsib_1","district_zonedsib_2","district_otherzone","district_otherzone_1","district_otherzone_2","district_1","district_2","district_3","district_outdissibs","district_outdissibs_1","district_outdissibs_2","district_indistrict","district_indistrict_1","district_indistrict_2","district_outdistrict","district_outdistrict_1","district_outdistrict_2","pkc_indistrict_all","pkc_indistrict_some","pkc_indistrict_none","pkc_outdistrict_all","pkc_outdistrict_some","pkc_outdistrict_none","lpga","halfday_offers","bus","subway_stop","rezoning","specialpriority","magnet","diversity","earlydropoff","latepickup","flexschedule","iepnote","enhancedlang_note","accessibility","seats","hours","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"06MAEE","Incarnation School","570 West 175th Street, Manhattan NY 10033","Manhattan","6","NYCEEC","212-795-1030","Nicholas Green","ngreen@incarnationnyc.org","incarnationnyc.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"No",,"Full-Day Program",,,"06MAEEFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx11, Bx13, Bx3, Bx35, Bx7, M100, M101, M2, M3, M4, M5, M98","1 A C",,,,,"7:30am","6pm",,,,"Contact program","108 Full-Day","8am-2:20pm","10033","40.845123","-73.935864","12","10","261","1063153","1021310012","Washington Heights South                                                   "
"06MAFQ","Our Lady Queen of Martyrs School","71 Arden Street, Manhattan NY 10040","Manhattan","6","NYCEEC","212-567-3190","Andrew Woods","m035@adnyeducation.org","olqmnyc.org","Breakfast/Lunch/Snack(s)","Contact program",,"Yes",,"Full-Day Program",,,"06MAFQFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx12, Bx20, Bx7, M100, M3, M4","XX 1 A",,,,,"7am","7pm",,,,"Contact program","54 Full-Day","Contact program","10040","40.863192","-73.927925","12","10","287","1064245","1021750136","Washington Heights North                                                   "
"06MAHQ","St. Rose of Lima School","517 West 164th Street, Manhattan NY 10032","Manhattan","6","NYCEEC","212-927-1619","Joseph J. De Bona","principal@stroseoflimanyc.org","stroseoflimanyc.org","Breakfast/Lunch/Snack(s)","Contact program",,"No",,"Full-Day Program",,,"06MAHQFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx6, Bx7, M10, M100, M101, M2, M3, M4, M5","1 A C",,,,,"7am","6pm",,,,"Contact program","36 Full-Day","Contact program","10032","40.837528","-73.939525","12","7","24301","1081859","1021210020","Washington Heights South                                                   "
"06MANY","YM & YWHA of Washington Heights and Inwood","54 Nagle Avenue, Manhattan NY 10040","Manhattan","6","NYCEEC","646-738-6090","Laura Sanchez","sherman@ywashhts.org","ywashhts.org","Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"No",,"Full-Day Program",,,"06MANYFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx7, M100, M101, M3, M4","XX 1 A",,,,,"8:15am","6pm",,,,"Contact program","54 Full-Day","9am-3:20pm","10040","40.859993","-73.929129","12","10","285","1064146","1021720064","Washington Heights North                                                   "
"06MAQR","Rena Child Care Centers, Inc.","639 Edgecombe Avenue, Manhattan NY 10032","Manhattan","6","NYCEEC","212-795-3700","Noni Willard","renafdc2@aol.com","Renadaycare.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","Yes",,"Full-Day Program",,,"06MAQRFDPK",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx13, Bx7, M10, M100, M101, M2, M3, M4, M5","1 A C",,,,,"8am","5:45pm",,,"Enhanced Language Support: Spanish","Contact program","67 Full-Day","8:30am-2:50pm","10032","40.837754","-73.936438","12","10","249","1062652","1021110058","Washington Heights South                                                   "
"06MASH","Friends of Crown Heights DCC #28","3732 10th Avenue, Manhattan NY 10034","Manhattan","6","NYCEEC","212-567-5655","Yanaira Valenzuela","foch28@fochdaycare.org","fochdaycare.org","Breakfast/Lunch/Snack(s)","Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","Contact program",,"Full-Day Program",,,"06MASHFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx12, Bx40, Bx7, M100, M101, M3","XX 1 A",,,,,,,,,,"Contact program","20 Full-Day","Contact program","10034","40.859898","-73.922264","12","10","299","1080030","1022160001","Marble Hill-Inwood                                                         "
"08X130","P.S. 130 Abram Stevens Hewitt","750 Prospect Avenue, Bronx NY 10455","Bronx","8","District School","718-665-0962","Lourdes Velazquez","LVelazq@schools.nyc.gov","schools.nyc.gov/schoolportals/08/x130","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"08X130FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,,"x",,,,"x",,,,,,,,,"Bx17, Bx19, Bx4, Bx46, Bx4A, Bx6","2 5 6",,,,,,,,,,"Not Accessible","36 Full-Day","Contact program","10455","40.817721","-73.902421","2","17","85","2005168","2026880001","Longwood                                                                   "
"06MAUK","Children's Aid Society","93 Nagle Avenue, Manhattan NY 10040","Manhattan","6","NYCEEC","212-544-0221","Esther Olvera","esthero@childrensaidsociety.org","childrensaidsociety.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","Contact program",,"Full-Day Program",,,"06MAUKFDPK",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx7, BxM1, M100, M101, M3, M4, M98","XX 1 A",,,,,,,,,"Enhanced Language Support: Spanish","Contact program","59 Full-Day","Contact program","10040","40.860412","-73.927936","12","10","283","1064149","1021730001","Washington Heights North                                                   "
"06MAXH","Saint Elizabeth Pre Kindergarten","612 West 187th Street, Manhattan NY 10033","Manhattan","6","NYCEEC","212-568-7291","Noemi Suarez","nsuarez@steliznyc.org","saintelizabethschool.com","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"No",,"Full-Day Program",,,"06MAXHFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx11, Bx13, Bx3, Bx35, M100, M101, M3, M4, M5, M98","XX 1 A",,,,,"7:30am","5:45pm",,,,"Contact program","80 Full-Day","Contact program","10033","40.853229","-73.93141","12","10","271","1063977","1021660066","Washington Heights North                                                   "
"06MAXJ","Fort George Head Start Center # 1","1525 Saint Nicholas Avenue, Manhattan NY 10033","Manhattan","6","NYCEEC","212-927-2210","Anita Grossbard","agrossbard@ftgeocenterhs.org","fortgeorgecenter.org","Breakfast/Lunch/Snack(s)","Outdoor (Offsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"06MAXJFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx11, Bx13, Bx3, Bx35, M100, M101, M3, M4, M5, M98","XX 1 A",,,,,,,,,,"Contact program","120 Full-Day","Contact program","10033","40.85263","-73.931324","12","10","271","1063981","1021660082","Washington Heights North                                                   "
"06MAXM","Northern Manhattan Head Start","529 West 155th Street, Manhattan NY 10032","Manhattan","6","NYCEEC","212-926-8264","Niurka Rodriguez","niurka.rodriguez@nmppcares.org","nmppcares.org","Breakfast/Lunch/Snack(s)","Outdoor (Offsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"06MAXMFDPK",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx6, M10, M100, M101, M2, M3, M4, M5","1 A B C D",,,,,,,,,"Enhanced Language Support: Spanish","Contact program","120 Full-Day","Contact program","10032","40.83198","-73.943935","12","7","241","1084190","1021140058","Washington Heights South                                                   "
"06MAXO","UFBCO","474 West 159th Street, Manhattan NY 10032","Manhattan","6","NYCEEC","212-281-1959","Darlene German","manalebish@gmail.com",,"Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","Contact program",,"Full-Day Program",,,"06MAXOFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx6, Bx7, M10, M100, M101, M2, M3, M4, M5","1 A B C D",,,,,,"Contact program",,,,"Contact program","46 Full-Day","Contact program","10032","40.833655","-73.94007","12","7","239","1062503","1021080023","Washington Heights South                                                   "
"06MAXS","Washington Heights DCC","610-614 West 175th Street, Manhattan NY 10033","Manhattan","6","NYCEEC","212-781-6910","Nereida Hill","whcccmcm@peoplepc.com",,"Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Offsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"06MAXSFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx11, Bx13, Bx3, Bx35, Bx7, M100, M101, M2, M3, M4, M5, M98","1 A C",,,,,,,,,,"Contact program","29 Full-Day","8:20am-2:40pm","10033","40.845604","-73.937006","12","10","263","1063533","1021430048","Washington Heights South                                                   "
"06MAXT","Nicholas Cardell Day Care Center","84 Vermilyea Avenue, Manhattan NY 10034","Manhattan","6","NYCEEC","212-942-6757","Yessenia Rosario","yrosario@nc-dcc.org",,"Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"06MAXTFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx12, Bx20, Bx7, M100, M4","XX 1 A",,,,,,,,,,"Contact program","38 Full-Day","8am-2:20pm","10034","40.865838","-73.923128","12","10","291","1064905","1022340029","Marble Hill-Inwood                                                         "
"06MAXV","Dominican Women's Development Center","2346 Amsterdam Avenue, Manhattan NY 10033","Manhattan","6","NYCEEC","212-421-3966","Felix Arias","nycha177@aol.com","dwdc.org","Breakfast/Lunch","Contact program","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"06MAXVFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx11, Bx13, Bx18, Bx3, Bx35, M100, M101, M2, M3, M4, M5, M98","1 A C",,,,,"8:15am",,"May utilize flexible scheduling policy. Contact for more information.",,,"Contact program","36 Full-Day","Contact program","10033","40.845196","-73.933037","12","10","261","1063193","1021320047","Washington Heights South                                                   "
"06MAZQ","Children's Aid Society's P.S. 5 Early Childhood Program","3703 Tenth Avenue, Manhattan NY 10034","Manhattan","6","NYCEEC","212-567-5787","Charmaine Cooper","tamarar@childrensaidsociety.org","childrensaidsociety.org","Breakfast/Lunch/Snack(s)","Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","Contact program",,"Full-Day Program",,,"06MAZQFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx12, Bx12-SBS, Bx18, Bx40, Bx42, Bx7, BxM1, M100, M101, M3","1",,,,,,,"May utilize flexible scheduling policy. Contact for more information.",,,"Contact program","40 Full-Day","Contact program","10034","40.85899","-73.922894","12","10","299","1084201","1021500030","Marble Hill-Inwood                                                         "
"06MAZZ","Children's Aid Society at P.S. 8","465 West 167th Street, Manhattan NY 10032","Manhattan","6","NYCEEC","212-234-1036","Yolande Zaner","yolle.moreau@gmail.com","www.childrensaidsociety.org","Contact program","Contact program",,"Contact program",,"Half-Day Program",,,"Contact program to apply.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx7, M100, M101, M2, M3, M4, M5","1 A C",,,,,"Contact program","Contact program",,,,"Contact program","20 Half-Day","Contact program","10032","40.838954","-73.936838","12","10","249","1081842","1021120001","Washington Heights South                                                   "
"06MBBI","Manhattan Early Childhood Center","554 Fort Washington Avenue, Manhattan NY 10033","Manhattan","6","NYCEEC","212-740-5157","Yvette Rosario","marjory.antoine@birchfamilyservices.org","birchfamilyservices.org","Breakfast/Lunch","Contact program",,"No",,"Full-Day Program",,,"06MBBIFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx11, Bx13, Bx3, Bx35, M100, M101, M3, M4, M5, M98","XX 1 A",,,,,,,,,,"Contact program","32 Full-Day","8:15am-2:35pm","10033","40.853907","-73.937258","12","10","273","1064395","1021800035","Washington Heights North                                                   "
"06MBBJ","Fort George Child Center 1","601 West 186th Street, Manhattan NY 10033","Manhattan","6","NYCEEC","212-927-2210","Anita Grossbard","eguzman@ftgeocenterhs.org",,"Breakfast/Lunch/Snack(s)","Outdoor (Offsite) Playspace","May have income or other eligibility requirements. Contact for more information.","Contact program",,"Full-Day Program",,,"06MBBJFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx11, Bx13, Bx3, Bx35, M100, M101, M3, M4, M5, M98","XX 1 A",,,,,,,,,,"Contact program","18 Full-Day","Contact program","10033","40.852466","-73.931675","12","10","271","1063981","1021660082","Washington Heights North                                                   "
"06MBGU","Sugar Hill Museum Preschool","400 W 155th Street, Manhattan NY 10032","Manhattan","6","NYCEEC","212-862-7155","Charlene Melville","cmelville@broadwayhousing.org","bhc.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Offsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"06MBGUFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx19, Bx6, Bx6-SBS, M10, M100, M101, M2, M3, M4, M5","1 A B C D",,,,,,"5:45pm",,,,"Contact program","54 Full-Day","Contact program","10032","40.830516","-73.940507","9","9","23501","1089726","1020697501","Hamilton Heights                                                           "
"06MBHV","The Jewel of Harlem Centers","1990 Amsterdam Avenue, Manhattan NY 10032","Manhattan","6","NYCEEC","212-234-1036","Yolande Moreau","JEWELSOFHARLEM@GMAIL.COM","JEWELSOFHARLEM.COM","Breakfast/Lunch/Snack(s)","Contact program",,"No",,"Full-Day Program","Half-Day Program",,"06MBHVFDPK","Contact program to apply.",,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Who Got Offers Last Year refers only to full-day applicants.","Bx6, Bx6-SBS, Bx7, M10, M100, M101, M2, M3, M4, M5","1 A C",,,,,"7am","6pm",,,,"Contact program","20 Full-Day, 36 Half-Day","Contact program","10032","40.833829","-73.941339","12","7","245","1062764","1021170034","Washington Heights South                                                   "
"07X001","P.S. 1 Courtlandt School","335 East 152nd Street, Bronx NY 10451","Bronx","7","District School","718-292-9191","Jorge Perdomo","jperdom@schools.nyc.gov","schools.nyc.gov/schoolportals/07/x001","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"07X001FDPK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted siblings of current students, and some other in-district students.",,"Bx1, Bx13, Bx15, Bx17, Bx19, Bx2, Bx21, Bx32, Bx4, Bx41, Bx41-SBS, Bx4A, Bx6, BxM4","2 4 5",,"District 7 is a choice district",,,,,,,,"Not Accessible","36 Full-Day","8am-2:20pm","10451","40.818816","-73.91901","1","17","67","2001881","2024110119","Melrose South-Mott Haven North                                             "
"07X005","P.S. 5 Port Morris","564 Jackson Avenue, Bronx NY 10455","Bronx","7","District School","718-292-2683","Thomas Cozzocrea","TCozzocrea@schools.nyc.gov","schools.nyc.gov/schoolportals/07/x005","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"07X005FDPK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted siblings of current students, and some other in-district students.",,"Bx15, Bx17, Bx19, Bx21, Bx4, Bx41, Bx41-SBS, Bx46, Bx4A","2 5 6",,"District 7 is a choice district",,,,,,,,"Not Accessible","36 Full-Day","Contact program","10455","40.813728","-73.908886","1","8","73","2004548","2026420001","Melrose South-Mott Haven North                                             "
"07X018","P.S. 18 John Peter Zenger","502 Morris Avenue, Bronx NY 10451","Bronx","7","District School","718-292-2868","Lauren Sewell Walker","lsewell3@schools.nyc.gov","schools.nyc.gov/schoolportals/07/x018","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"07X018FDPK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted siblings of current students, and other in-district students.",,"Bx1, Bx13, Bx15, Bx19, Bx2, Bx21, Bx32, Bx33, Bx4, Bx41, Bx41-SBS, Bx4A","2 4 5 6",,"District 7 is a choice district",,,,,,,,"Not Accessible","36 Full-Day","8am-2:20pm","10451","40.816406","-73.92329","1","8","51","2000816","2023240008","Mott Haven-Port Morris                                                     "
"07X025","P.S. 25 Bilingual School","811 East 149th Street, Bronx NY 10455","Bronx","7","District School","718-292-2995","Carmen Toledo-Guerrero","CToledo@schools.nyc.gov","schools.nyc.gov/schoolportals/07/x025","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"07X025FDPK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted students from all priority groups.",,"Bx17, Bx19, Bx4, Bx46, Bx4A","2 5 6",,"District 7 is a choice district",,,,,,,,"Not Accessible","36 Full-Day","Contact program","10455","40.812619","-73.906063","1","8","79","2004772","2026640001","Melrose South-Mott Haven North                                             "
"07X029","P.S./M.S. 29 Melrose School","758 Courtlandt Avenue, Bronx NY 10451","Bronx","7","District School","718-292-3785","Meredith Gotlin","MGotlin@schools.nyc.gov","schools.nyc.gov/schoolportals/07/x029","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"07X029FDPK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted siblings of current students, and some other in-district students.",,"Bx1, Bx13, Bx15, Bx19, Bx2, Bx21, Bx32, Bx4, Bx41, Bx41-SBS, Bx4A, Bx6, BxM4","2 5",,"District 7 is a choice district",,,"Contact program for time",,,,,"Not Accessible","36 Full-Day","Contact program","10451","40.821515","-73.917279","1","17","69","2001736","2024030001","Melrose South-Mott Haven North                                             "
"07X030","P.S. 30 Wilton","510 East 141st Street, Bronx NY 10454","Bronx","7","District School","718-292-8817","Debra Michaux","DMichau@schools.nyc.gov","schools.nyc.gov/schoolportals/07/x030","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"07X030FDPK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted students from all priority groups.",,"Bx15, Bx17, Bx19, Bx2, Bx21, Bx32, Bx33, Bx4, Bx4A","2 5 6",,"District 7 is a choice district",,,,,,,,"Not Accessible","54 Full-Day","Contact program","10454","40.80937","-73.917584","1","8","39","2000077","2022670015","Mott Haven-Port Morris                                                     "
