"brooklyn_cooperatives_comparable_properties_boro_block_lot","brooklyn_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","brooklyn_cooperatives_comparable_properties_neighborhood","brooklyn_cooperatives_comparable_properties_building_classification","brooklyn_cooperatives_comparable_properties_total_units","brooklyn_cooperatives_comparable_properties_year_built","brooklyn_cooperatives_comparable_properties_gross_sqft","brooklyn_cooperatives_comparable_properties_est_gross_income","brooklyn_cooperatives_comparable_properties_gross_income_per_sqft","brooklyn_cooperatives_comparable_properties_full_market_value","brooklyn_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"3-06764-0061","1577 17 STREET
Brooklyn, NY 
(40.611484843332, -73.956838766452)","3",,,,,,,,,,"MIDWOOD","D4-ELEVATOR","80","1963","76770","804868","10.48","2720000","35.4","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","0.7","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","2.05"
"3-06175-0036","7000 BAY PARKWAY
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11204","40.610927","-73.984477","11","44","258","3157507","3061750036","Bensonhurst West                                                           ","BENSONHURST","D4-ELEVATOR","102","1959","108000","1167200","10.81","4110000","38.1","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.25","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","3.6"
"3-06127-0011","9707 4 AVENUE
Brooklyn, NY 
(40.614647668353, -74.03204732343)","3","11209","40.614586","-74.032128","10","43","162","3155885","3061270011","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","145","1957","133764","1550325","11.59","5460000","40.8","3-07155-0004","2250 4 STREET
Brooklyn, NY 
(40.595289023249, -73.967375094094)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","116","1962","125160","1256775","10.04","4250000","34","3.6","3-07179-0058","2375 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","135","1957","112320","1476059","13.14","5550000","49.4","3.7"
"3-06802-0036","2234 OCEAN AVENUE
Brooklyn, NY 
(40.607230774156, -73.952991230645)","3","11229","40.607326","-73.952922","15","48","550","3183172","3068020036","Madison                                                                    ","MADISON","D4-ELEVATOR","72","1927","68000","659520","9.7","2230000","32.8","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","0.65","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","1.95"
"3-05329-0072","135 OCEAN PARKWAY
Brooklyn, NY 
(40.647115378443, -73.974518259433)","3","11218","40.647121","-73.974523","12","39","504","3124349","3053290072","Windsor Terrace                                                            ","KENSINGTON","D4-ELEVATOR","286","1965","334581","4041738","12.08","14200000","42.4","3-05324-0001","333 MC DONALD AVENUE
Brooklyn, NY 
(40.645989842578, -73.980004122275)","KENSINGTON","D1-ELEVATOR","268","1960","245202","3263686","13.31","12300000","50","0.3","3-05325-0065","199 2 STREET
Brooklyn, NY 
(40.676321385053, -73.9887644504)","KENSINGTON","D1-ELEVATOR","48","1937","49800","316318","6.35","971000","19.5","0.25"
"3-00738-0006","4407 4 AVENUE
Brooklyn, NY 
(40.649740993402, -74.009038473223)","3","11220","40.649709","-74.009193","7","38","80","3011177","3007380006","Sunset Park West                                                           ","SUNSET PARK","C6-WALK-UP","16","1906","13560","204891","15.11","812000","60","3-00681-0052","215 33 STREET
Brooklyn, NY 
(40.655489234157, -74.001766564187)","SUNSET PARK","C1-WALK-UP","24","1917","13400","215992","16.12","878000","66","0.6","3-01096-0035","558 11 STREET
Brooklyn, NY 
(40.664701106501, -73.980596071399)","PARK SLOPE","C1-WALK-UP","24","1920","13280","202170","15.22","822000","62","1.8"
"3-00922-0004","4113 7 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11232","40.647349","-74.000793","7","38","92","3018163","3009220004","Sunset Park East                                                           ","SUNSET PARK","C6-WALK-UP","16","1921","13188","211008","16","858000","65","3-00681-0052","215 33 STREET
Brooklyn, NY 
(40.655489234157, -74.001766564187)","SUNSET PARK","C1-WALK-UP","24","1917","13400","215992","16.12","878000","66","0.65","3-01173-0078","369 ST JOHN'S PLACE
Brooklyn, NY 
(40.674149953929, -73.965467116157)","PROSPECT HEIGHTS","C1-WALK-UP","16","1909","13385","194314","14.52","770000","58","2.65"
"3-00237-0008","161 HENRY STREET
Brooklyn, NY 
(40.695782755051, -73.993772598593)","3","11201","40.695759","-73.993826","2","33","502","3001882","3002370008","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","31","1906","51110","1026288","20.08","7195000","141","3-06264-0029","2160 78 STREET
Brooklyn, NY 
(40.606975146316, -73.990052458497)","BENSONHURST","D9-ELEVATOR","52","1991","51419","979251","19.04","2770000","54","6.2",,,,,,,,,,,,
"3-06681-0399","1800 OCEAN PARKWAY
Brooklyn, NY 
(40.604781356629, -73.967098580575)","3","11223","40.604935","-73.966832","15","44","41402","3178658","3066810399","Homecrest                                                                  ","OCEAN PARKWAY-SOUTH","D4-ELEVATOR","83","1931","76000","820160","10.79","2770000","36.4","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","0.2","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","2.7"
"3-01244-0025","1125 STERLING PLACE
Brooklyn, NY 
(40.672071845921, -73.941326528589)","3","11213","40.672054","-73.941369","8","36","343","3031706","3012440025","Crown Heights North                                                        ","CROWN HEIGHTS","C6-WALK-UP","24","1931","17304","138951","8.03","392000","22.65","3-01243-0013","1014 PARK PLACE
Brooklyn, NY 
(40.6730240891, -73.943829182784)","CROWN HEIGHTS","C1-WALK-UP","16","1910","20000","121600","6.08","373000","18.65","0.1","3-01233-0056","817 PARK PLACE
Brooklyn, NY 
(40.673471703642, -73.950590114282)","CROWN HEIGHTS","C1-WALK-UP","18","1905","10720","87260","8.14","268000","25","0.55"
"3-05213-0024","411 26 STREET
Brooklyn, NY 
(40.640397372942, -73.952304049165)","3",,,,,,,,,,"FLATBUSH-CENTRAL","D4-ELEVATOR","82","1962","76416","641894","8.4","2120000","27.7","3-05213-0062","2617 FOSTER AVENUE
Brooklyn, NY 
(40.638449910913, -73.951964112481)","FLATBUSH-CENTRAL","C1-WALK-UP","16","1931","13400","142539","10.64","482000","36","0.1","3-05212-0043","2516 NEWKIRK AVENUE
Brooklyn, NY 
(40.639673108024, -73.953048861657)","FLATBUSH-CENTRAL","C1-WALK-UP","16","1931","16000","157839","9.86","446000","27.9","0.1"
"3-06415-0016","8735 BAY PARKWAY
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11214","40.599258","-73.99659","11","47","296","3168024","3064150016","Bensonhurst West                                                           ","GRAVESEND","D4-ELEVATOR","79","1930","89070","899162","10.1","3040000","34.1","3-06334-0045","2069 85 STREET
Brooklyn, NY 
(40.604323852955, -73.996112437362)","BENSONHURST","D1-ELEVATOR","48","1938","48000","485286","10.11","1640000","34.2","0.4","3-06376-0060","38 BAY 26 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BATH BEACH","D1-ELEVATOR","42","1934","50400","507852","10.08","1720000","34.1","0.3"
"3-02464-0002","392 5 STREET
Brooklyn, NY 
(40.670702196462, -73.982539684313)","3",,,,,,,,,,"WILLIAMSBURG-SOUTH","C6-WALK-UP","31","1920","21750","199883","9.19","565000","26","3-01226-0055","767 PROSPECT PLACE
Brooklyn, NY 
(40.674386621374, -73.951004671765)","CROWN HEIGHTS","C1-WALK-UP","40","1900","40144","347245","8.65","1140000","28.4","2.25","3-02441-0038","45 5 STREET
Brooklyn, NY 
(40.67698570719, -73.995353806132)","WILLIAMSBURG-SOUTH","C1-WALK-UP","11","1910","12975","290649","22.4","1300000","100","0.8"
"3-00276-0028","166 STATE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11201","40.690711","-73.993401","2","33","9","3002782","3002760028","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","C6-WALK-UP","20","1900","12600","273420","21.7","1220000","97","3-00821-0012","224 54 STREET
Brooklyn, NY 
(40.646488256165, -74.018705968649)","BUSH TERMINAL","C1-WALK-UP","18","1911","10800","231097","21.4","653000","60","3.35","3-02558-0064","109 GREENPOINT AVENUE
Brooklyn, NY 
(40.730090522565, -73.955751984342)","GREENPOINT","C1-WALK-UP","16","1930","13000","285818","21.99","1280000","98","3.4"
"3-01612-0062","483 VAN BUREN STREET
Brooklyn, NY 
(40.691741135515, -73.928894262948)","3","11221","40.691669","-73.929304","3","36","387","3043670","3016120062","Stuyvesant Heights                                                         ","BEDFORD STUYVESANT","C6-WALK-UP","16","1931","15304","188698","12.33","533000","34.8","3-01614-0058","763 GREENE AVENUE
Brooklyn, NY 
(40.689974505771, -73.937713477759)","BEDFORD STUYVESANT","C1-WALK-UP","64","1931","36000","680760","18.91","2770000","77","0.45","3-01610-0049","124 STUYVESANT AVENUE
Brooklyn, NY 
(40.691350154221, -73.933758072826)","BEDFORD STUYVESANT","C7-WALK-UP","19","1924","20527","253098","12.33","951000","46.3","0.3"
"3-02015-0066","105 LEFFERTS PLACE
Brooklyn, NY 
(40.681038045352, -73.959348878064)","3","11238","40.68104","-73.9595","2","36","227","3057679","3020150066","Clinton Hill                                                               ","CLINTON HILL","C6-WALK-UP","32","1930","30000","285900","9.53","807000","26.9","3-00284-0017","94 ATLANTIC AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","COBBLE HILL","C7-WALK-UP","32","1900","40701","1316559","32.3","6380000","157","2.05","3-00747-0048","461 46 STREET
Brooklyn, NY 
(40.647892191666, -74.008831224371)","SUNSET PARK","C1-WALK-UP","43","1912","37700","712907","18.91","2900000","77","3.45"
"3-06104-0001","9323 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11209","40.618305","-74.039446","10","43","5202","3155134","3061040001","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","72","1961","118800","1562220","13.15","5870000","49.4","3-05906-0001","130 72 STREET
Brooklyn, NY 
(40.634743930208, -74.032243246295)","BAY RIDGE","D1-ELEVATOR","156","1955","136412","1644933","12.06","5800000","42.5","1.15","3-06120-0001","9511 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","103","1957","111600","1589460","14.24","6300000","56","0.15"
"3-00739-0032","570 44 STREET
Brooklyn, NY 
(40.647514057723, -74.005293310883)","3",,,,,,,,,,"SUNSET PARK","C6-WALK-UP","16","1914","14112","213232","15.11","845000","60","3-00681-0052","215 33 STREET
Brooklyn, NY 
(40.655489234157, -74.001766564187)","SUNSET PARK","C1-WALK-UP","24","1917","13400","215992","16.12","878000","66","0.6","3-01096-0035","558 11 STREET
Brooklyn, NY 
(40.664701106501, -73.980596071399)","PARK SLOPE","C1-WALK-UP","24","1920","13280","202170","15.22","822000","62","1.75"
"3-00918-0070","611 41 STREET
Brooklyn, NY 
(40.648672543688, -74.002568002374)","3",,,,,,,,,,"SUNSET PARK","C6-WALK-UP","16","1920","12308","182650","14.84","724000","59","3-01066-0014","888 UNION STREET
Brooklyn, NY 
(40.673251152174, -73.97243430795)","PARK SLOPE","C1-WALK-UP","16","1920","12612","238356","18.9","969000","77","2.3","3-06157-0001","1405 70 STREET
Brooklyn, NY 
(40.621742209322, -74.002094652502)","BENSONHURST","C1-WALK-UP","16","1927","12800","198873","15.54","809000","63","1.85"
"3-07273-0025","2928 5 STREET
Brooklyn, NY 
(40.577256458165, -73.972667385953)","3",,,,,,,,,,"CONEY ISLAND","D4-ELEVATOR","572","1964","623806","8137550","13.05","31400000","50","3-07050-0001","2930 30 STREET
Brooklyn, NY 
(40.574549915707, -73.996320142813)","CONEY ISLAND","D6-ELEVATOR","371","1972","386700","5534265","14.31","15600000","40.3","1.25","3-07052-0034","2966 28 STREET
Brooklyn, NY 
(40.57390130989, -73.994030962075)","CONEY ISLAND","D6-ELEVATOR","333","1970","453758","5347513","11.78","15100000","33.3","1.15"
"3-06933-0055","2630 CROPSEY AVENUE
Brooklyn, NY 
(40.581338573306, -73.985731991852)","3","11214","40.589563","-73.990887","13","43","314","3336512","3069330055","Gravesend                                                                  ","GRAVESEND","D4-ELEVATOR","364","1963","421800","5502381","13.05","20700000","49.1","3-07050-0001","2930 30 STREET
Brooklyn, NY 
(40.574549915707, -73.996320142813)","CONEY ISLAND","D6-ELEVATOR","371","1972","386700","5534265","14.31","15600000","40.3","1.1","3-07052-0034","2966 28 STREET
Brooklyn, NY 
(40.57390130989, -73.994030962075)","CONEY ISLAND","D6-ELEVATOR","333","1970","453758","5347513","11.78","15100000","33.3","1.05"
"3-05928-0001","7423 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11209","40.632578","-74.030267","10","43","66","3148217","3059280001","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","52","1957","53000","674690","12.73","2540000","47.9","3-06124-0012","120 96 STREET
Brooklyn, NY 
(40.616319569092, -74.036587873868)","BAY RIDGE","D1-ELEVATOR","78","1960","72000","870440","12.09","3070000","42.6","1.2","3-06104-0004","9303 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","70","1957","81200","1059393","13.05","3980000","49","1.05"
"3-02447-0010","256 4 STREET
Brooklyn, NY 
(40.672436252979, -73.98435760725)","3",,,,,,,,,,"WILLIAMSBURG-SOUTH","C6-WALK-UP","36","1915","26720","235937","8.83","778000","29.1","3-02437-0028","355 4 STREET
Brooklyn, NY 
(40.671533058771, -73.982359050724)","WILLIAMSBURG-SOUTH","C1-WALK-UP","16","1927","12000","102987","8.58","339000","28.3","0.2","3-02441-0038","45 5 STREET
Brooklyn, NY 
(40.67698570719, -73.995353806132)","WILLIAMSBURG-SOUTH","C1-WALK-UP","11","1910","12975","290649","22.4","1300000","100","0.5"
"3-02732-0009","74 RICHARDSON STREET
Brooklyn, NY 
(40.718360662412, -73.949102785166)","3","11211","40.718381","-73.949139","1","34","515","3068058","3027320009","North Side-South Side                                                      ","WILLIAMSBURG-EAST","C6-WALK-UP","20","1928","15225","278313","18.28","786000","52","3-02715-0007","536 GRAHAM AVENUE
Brooklyn, NY 
(40.721399935107, -73.94690325234)","GREENPOINT","C1-WALK-UP","16","1920","12672","184604","14.57","732000","58","0.25","3-02558-0064","109 GREENPOINT AVENUE
Brooklyn, NY 
(40.730090522565, -73.955751984342)","GREENPOINT","C1-WALK-UP","16","1930","13000","285818","21.99","1280000","98","0.95"
"3-08669-0073","3039 OCEAN PARKWAY
Brooklyn, NY 
(40.577109737578, -73.968021840707)","3","11235","40.576697","-73.96843","13","48","362","3244591","3086690073","Brighton Beach                                                             ","BRIGHTON BEACH","C6-WALK-UP","31","1925","28480","277253","9.74","937000","32.9","3-05870-0044","6914 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","C1-WALK-UP","40","1922","33000","315697","9.57","1070000","32.4","5.2","3-05874-0072","537 OVINGTON AVENUE
Brooklyn, NY 
(40.63234991511, -74.020833630714)","BAY RIDGE","C1-WALK-UP","62","1927","46200","426094","9.22","1400000","30.3","4.7"
"3-02338-0023","64 HAVEMEYER STREET
Brooklyn, NY 
(40.714528092855, -73.954858073945)","3","11211","40.714543","-73.954837","1","33","519","3062267","3023380023","North Side-South Side                                                      ","WILLIAMSBURG-NORTH","C6-WALK-UP","11","1889","29250","539663","18.45","1520000","52","3-02407-0017","208 1 STREET
Brooklyn, NY 
(40.675721132615, -73.985900014363)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","19","1907","14166","267170","18.86","755000","53","0.25","3-02409-0009","262 1 STREET
Brooklyn, NY 
(40.674719477284, -73.983820062949)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","24","1915","15836","290907","18.37","893000","56","0.25"
"3-05892-0035","460 OVINGTON AVENUE
Brooklyn, NY 
(40.632998881939, -74.022366625894)","3","11209","40.633055","-74.022438","10","43","130","3146602","3058920035","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","45","1950","32130","409015","12.73","1540000","47.9","3-06124-0012","120 96 STREET
Brooklyn, NY 
(40.616319569092, -74.036587873868)","BAY RIDGE","D1-ELEVATOR","78","1960","72000","870440","12.09","3070000","42.6","1.35","3-06104-0004","9303 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","70","1957","81200","1059393","13.05","3980000","49","1.25"
"3-01208-0041","88 BROOKLYN AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11216","40.676935","-73.944282","8","36","313","3030112","3012080041","Crown Heights North                                                        ","CROWN HEIGHTS","C8-WALK-UP","24","1905","20472","164390","8.03","464000","22.67","3-01223-0076","925 ST MARK'S AVENUE
Brooklyn, NY 
(40.674800507338, -73.941152380164)","CROWN HEIGHTS","C1-WALK-UP","20","1905","19120","161181","8.43","531000","27.8","0.3","3-01223-0078","921 ST MARK'S AVENUE
Brooklyn, NY 
(40.674800507338, -73.941264135986)","CROWN HEIGHTS","C1-WALK-UP","20","1905","19120","192729","10.08","651000","34","0.3"
"3-06527-0051","1075 OCEAN PARKWAY
Brooklyn, NY 
(40.622438352648, -73.969819250241)","3","11230","40.62223","-73.970094","12","44","452","3171132","3065270051","Ocean Parkway South                                                        ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","42","1953","52800","534864","10.13","1810000","34.3","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.35","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","2.85"
"3-04905-0001","3400 SNYDER AVENUE
Brooklyn, NY 
(40.649135202407, -73.945487464654)","3","11203","40.649161","-73.945368","17","45","856","3110167","3049050001","East Flatbush-Farragut                                                     ","FLATBUSH-EAST","D4-ELEVATOR","129","1956","114346","960506","8.4","3170000","27.7","3-03806-0017","469 PENNSYLVANIA AVENUE
Brooklyn, NY 
(40.665820743186, -73.894284007127)","EAST NEW YORK","C1-WALK-UP","16","1930","14784","179675","12.15","507000","34.3","2.95","3-03806-0019","463 PENNSYLVANIA AVENUE
Brooklyn, NY 
(40.665967661395, -73.894322485706)","EAST NEW YORK","C1-WALK-UP","16","1930","14784","179675","12.15","507000","34.3","2.95"
"3-05970-0001","7825 4 AVENUE
Brooklyn, NY 
(40.6284559692, -74.02600629264)","3","11209","40.628413","-74.026043","10","43","136","3150336","3059700001","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","59","1924","74000","962000","13","3620000","48.9","3-05884-0037","7040 COLONIAL ROAD
Brooklyn, NY 
(40.635891242694, -74.031905793256)","BAY RIDGE","D1-ELEVATOR","60","1931","63990","726194","11.35","2560000","40","0.75","3-06129-0001","9815 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","60","1935","71346","1008883","14.14","4000000","56","1.1"
