"manhattan_cooperatives_comparable_properties_boro_block_lot","manhattan_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","manhattan_cooperatives_comparable_properties_neighborhood","manhattan_cooperatives_comparable_properties_building_classification","manhattan_cooperatives_comparable_properties_total_units","manhattan_cooperatives_comparable_properties_year_built","manhattan_cooperatives_comparable_properties_gross_sqft","manhattan_cooperatives_comparable_properties_est_gross_income","manhattan_cooperatives_comparable_properties_gross_income_per_sqft","manhattan_cooperatives_comparable_properties_full_market_value","manhattan_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"1-00801-0065","142 26 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"CHELSEA","D0-ELEVATOR","18","1911","52543","1400000","26.6","6780000","129","1-00754-0001","363 30 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","FASHION","D8-ELEVATOR","80","2000","82853","2111000","25.5","10200000","123","0.4","1-00772-0018","235 22 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CHELSEA","D1-ELEVATOR","150","1974","116586","3136000","26.9","15200000","130","0.25"
"1-00798-0017","147 22 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"CHELSEA","D0-ELEVATOR","15","1909","45451","1300000","28.6","6300000","139","1-00773-0027","225 23 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CHELSEA","D7-ELEVATOR","138","1930","66524","1703000","25.6","7610000","114","0.2","1-00753-0078","342 9 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","CHELSEA","D6-ELEVATOR","63","1940","45000","1797000","39.9","9040000","201","0.5"
"1-00391-0014","614 9 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"ALPHABET CITY","C6-WALK-UP","37","1910","33000","726000","22","2050000","62","1-00400-0001","58 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","ALPHABET CITY","D6-ELEVATOR","84","1940","79956","1926119","24.09","8610000","108","0.25","1-00385-0050","240 2 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","ALPHABET CITY","C4-WALK-UP","24","1910","11322","243094","21.47","1090000","96","0.3"
"1-01509-0056","112 81 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","106","1958","250097","8003104","32","38800000","155","1-01577-0001","1520 YORK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","272","1972","281902","10279371","36.5","51700000","183","0.6","1-01581-0049","1596 YORK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D8-ELEVATOR","237","1968","241983","7337151","30.3","35500000","147","0.65"
"1-01391-0034","840 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10075","40.773843","-73.961838","8","4","130","1041800","1013910034","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (59-79)","D4-ELEVATOR","19","1912","64827","2648182","40.8","13300000","205","1-01424-0001","201 69 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","309","1927","316500","13938201","44","70100000","221","0.45","1-01438-0006","305 63 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D9-ELEVATOR","111","1931","164567","6722532","40.8","33800000","205","0.8"
"1-01391-0029","55 76 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","D4-ELEVATOR","21","1920","36694","1432900","39","7200000","196","1-01378-0006","3 63 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D9-ELEVATOR","11","1910","9459","369379","39.1","1860000","197","0.65","1-01391-0002","952 5 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D3-ELEVATOR","38","1923","39030","1476437","37.8","7420000","190","0.1"
"1-00445-0051","71 3 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"EAST VILLAGE","C6-WALK-UP","24","1900","11046","320334","29","1550000","140","1-00445-0045","81 3 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","EAST VILLAGE","D1-ELEVATOR","41","2003","36047","1261645","35","6340000","176","0","1-00452-0002","162 2 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","EAST VILLAGE","D9-ELEVATOR","162","1929","121503","3596997","29.6","17400000","143","0.35"
"1-00577-0066","43 13 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"GREENWICH VILLAGE-CENTRAL","D0-ELEVATOR","16","1906","46350","1355737","29.2","6570000","142","1-00918-0007","207 37 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MURRAY HILL","D9-ELEVATOR","35","1925","36020","1069133","29.7","5180000","144","1.3","1-00911-0001","431 3 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MURRAY HILL","D9-ELEVATOR","58","1920","45947","1324043","28.8","6420000","140","1"
"1-01055-0001","454 46 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"CLINTON","D4-ELEVATOR","48","1900","60000","1542000","25.7","7470000","125","1-01076-0015","525 47 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CLINTON","D1-ELEVATOR","49","1920","52850","1356769","25.7","3830000","72","0.2","1-01057-0141","414 48 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CLINTON","C4-WALK-UP","54","1930","57700","1802038","31.2","5090000","88","0.1"
"1-02080-0056","562 149 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"HARLEM-UPPER","C6-WALK-UP","11","1920","12585","151020","12","427000","33.9","1-02099-0025","611 152 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-UPPER","C1-WALK-UP","23","1925","16750","219444","13.1","825000","49.3","0.25","1-02074-0059","536 143 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","HARLEM-UPPER","C1-WALK-UP","25","1920","15372","159840","10.4","540000","35.1","0.3"
"1-01402-0021","901 LEXINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10065","40.767325","-73.964451","8","4","120","1042469","1014020021","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (59-79)","D4-ELEVATOR","19","1907","59928","1897919","31.7","9200000","154","1-00615-0036","87 GREENWICH AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","GREENWICH VILLAGE-WEST","D6-ELEVATOR","81","1930","64840","2053272","31.7","9950000","153","2.9","1-01406-0054","993 LEXINGTON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D7-ELEVATOR","39","1914","73396","2431171","33.1","11800000","161","0.2"
"1-01432-0017","243 77 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","D4-ELEVATOR","15","1910","12220","367900","30.1","1780000","146","1-01381-0031","61 66 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D9-ELEVATOR","13","1900","11392","343046","30.1","1660000","146","0.65","1-01390-0009","7 75 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D9-ELEVATOR","20","1910","13580","409665","30.2","1980000","146","0.4"
"1-00731-0060","430 34 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"JAVITS CENTER","D4-ELEVATOR","178","1963","108402","2734982","25.2","12200000","113","1-00817-0001","552 6 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","FLATIRON","D9-ELEVATOR","111","1973","101231","2554000","25.2","11400000","113","1.1","1-00816-0042","92 5 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","FLATIRON","D6-ELEVATOR","223","1962","180000","3910000","21.72","17500000","97","1.15"
"1-01433-0012","223 78 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","C6-WALK-UP","16","1910","7500","255000","34","1280000","171","1-01428-0104","205 73 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","C4-WALK-UP","16","1910","7512","254963","33.9","1280000","170","0.25","1-01453-0015","325 78 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","C4-WALK-UP","16","1910","8016","297562","37.1","1500000","187","0.15"
"1-01245-0013","313 82 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","C6-WALK-UP","11","1900","7224","205017","28.4","993000","137","1-01195-0062","76 82 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","C1-WALK-UP","12","1900","14065","399100","28.4","1930000","137","0.5","1-01196-0046","28 83 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","C5-WALK-UP","30","1900","17755","474216","26.7","2300000","130","0.45"
"1-01248-0022","313 86 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","D4-ELEVATOR","95","1927","100137","2115894","21.13","9460000","94","1-01252-0005","202 RIVERSIDE DRIVE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","90","1905","102791","2172183","21.13","9710000","94","0.3","1-01216-0051","144 86 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","66","1929","96546","2114068","21.9","9450000","98","0.35"
"1-02134-0206","156 20 RIVERSIDE DRIVE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10032","40.835595","-73.948742","12","7","241","1063278","1021340206","Washington Heights South                                                   ","WASHINGTON HEIGHTS LOWER","D4-ELEVATOR","434","1963","646044","10407768","16.11","29400000","45.5","1-01514-0039","1524 3 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","460","1967","651162","12403828","19.05","50400000","77","3.9","1-01420-0001","1111 3 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","599","1951","1100000","19727764","17.93","80200000","73","4.9"
"1-01083-0035","498 55 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"CLINTON","C6-WALK-UP","47","1920","35625","961875","27","2720000","76","1-01075-0047","530 47 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CLINTON","D9-ELEVATOR","33","1999","22500","792733","35.2","3990000","177","0.4","1-01058-0016","425 48 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CLINTON","C4-WALK-UP","39","1901","35404","1110084","31.4","3130000","88","0.35"
"1-01880-0001","2800 BROADWAY
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10025","40.803022","-73.967499","7","7","195","1056673","1018800001","Morningside Heights                                                        ","UPPER WEST SIDE (96-116)","D4-ELEVATOR","106","1910","121922","2210445","18.13","8990000","74","1-01891-0026","915 END AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (96-116)","D3-ELEVATOR","94","1923","118591","2140708","18.05","8710000","73","0.25","1-01893-0003","362 RIVERSIDE DRIVE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (96-116)","D3-ELEVATOR","44","1905","124458","2265392","18.2","9210000","74","0.15"
"1-01248-0027","305 86 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","D4-ELEVATOR","49","1926","64968","1249334","19.23","5580000","86","1-01248-0037","302 87 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D9-ELEVATOR","54","1914","47067","904931","19.23","4040000","86","0","1-01212-0053","150 82 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","60","1926","49977","1255376","25.1","5610000","112","0.4"
"1-01508-0031","179 79 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","59","1928","61300","2084200","34","10500000","171","1-01509-0006","107 80 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D3-ELEVATOR","33","1925","52272","1891597","36.2","9510000","182","0.1","1-01513-0070","1009 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D9-ELEVATOR","28","1924","63167","1992742","31.5","9650000","153","0.25"
"1-01491-0048","40 80 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","43","1967","111231","2946930","26.5","15645000","141","1-01518-0033","1588 3 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","100","1980","81837","2512395","30.7","12200000","149","0.55","1-01418-0011","225 63 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","152","1962","105282","3718136","35.3","18700000","178","0.85"
"1-00416-0055","85 STANTON STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10002","40.721532","-73.98878","3","1","3001","1005523","1004160055","Chinatown                                                                  ","LOWER EAST SIDE","C6-WALK-UP","11","1900","8928","285696","32","1380000","155","1-00355-0038","166 NORFOLK STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","LOWER EAST SIDE","C4-WALK-UP","24","1930","8898","272927","30.7","1320000","148","0.2","1-00410-0009","136 ORCHARD STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","LOWER EAST SIDE","C7-WALK-UP","18","1900","9008","296863","33","1440000","160","0.1"
"1-01510-0072","951 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10028","40.777317","-73.959276","8","4","140","1047595","1015100072","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (79-96)","D4-ELEVATOR","38","1915","68731","2336854","34","11700000","170","1-01509-0066","104 81 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D1-ELEVATOR","48","1900","40632","945367","23.27","4220000","104","0.05","1-01513-0070","1009 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D9-ELEVATOR","28","1924","63167","1992742","31.5","9650000","153","0.15"
"1-01432-0005","205 77 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","D4-ELEVATOR","113","1962","77928","2250000","28.9","10900000","140","1-01500-0065","4 89 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","84","1955","70678","2112024","29.9","10200000","144","0.7","1-01548-0036","334 86 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","75","1961","62990","1932380","30.7","9360000","149","0.45"
"1-01138-0053","130 67 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (59-79)","D4-ELEVATOR","245","1975","186737","5956910","31.9","28900000","155","1-01158-0033","212 AMSTERDAM AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D6-ELEVATOR","233","1926","160049","5148776","32.2","24900000","156","0.15","1-01158-0038","210 70 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (59-79)","D7-ELEVATOR","186","1924","171085","3387953","19.8","15100000","88","0.15"
"1-01246-0058","126 RIVERSIDE DRIVE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10024","40.789018","-73.980958","7","6","171","1033870","1012460058","Upper West Side                                                            ","UPPER WEST SIDE (79-96)","D4-ELEVATOR","27","1920","25288","551278","21.8","2460000","97","1-01246-0001","125 RIVERSIDE DRIVE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D6-ELEVATOR","64","1907","70328","1533127","21.8","6850000","97","0","1-01211-0052","158 81 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","38","1930","37251","780208","20.94","3490000","94","0.4"
"1-00841-0066","28 40 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"FASHION","C6-WALK-UP","11","1920","8508","270000","31.7","1310000","154","1-00818-0037","5 16 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","FLATIRON","C5-WALK-UP","16","1925","8469","283000","33.4","1370000","162","1.1","1-00776-0009","251 26 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CHELSEA","C7-WALK-UP","17","1901","10025","332000","33.1","1610000","161","0.75"
"1-01251-0054","639 END AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","D4-ELEVATOR","63","1927","88396","2235534","25.3","9990000","113","1-01200-0005","51 86 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","83","1927","70144","1774089","25.3","7930000","113","0.55","1-01195-0014","25 81 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (79-96)","D1-ELEVATOR","64","1927","109896","2864751","26.1","13900000","126","0.7"
"1-01039-0042","312 49 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"MIDTOWN WEST","C6-WALK-UP","20","1920","9545","283965","29.8","802000","84","1-01043-0004","790 9 AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN WEST","C7-WALK-UP","15","1920","9336","271095","29","1310000","140","0.2","1-01041-0060","364 51 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","MIDTOWN WEST","C4-WALK-UP","15","1920","9725","294962","30.3","1430000","147","0.1"
"1-00722-0020","429 24 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"CHELSEA","D4-ELEVATOR","32","1920","18700","446930","23.9","2000000","107","1-00768-0077","274 19 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CHELSEA","D1-ELEVATOR","25","1920","22506","538000","23.9","2400000","107","0.45","1-00743-0053","312 20 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","CHELSEA","D7-ELEVATOR","25","1906","18828","377000","20.02","1680000","89","0.3"
"1-02179-0373","900 190 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"WASHINGTON HEIGHTS UPPER","D4-ELEVATOR","217","1954","218536","3200000","14.64","12700000","58","1-02114-0035","1930 AMSTERDAM AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS LOWER","D3-ELEVATOR","182","1900","181111","2657779","14.67","7510000","41.5","1.7","1-01874-0052","2689 BROADWAY
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER WEST SIDE (96-116)","D9-ELEVATOR","140","1910","168140","2445942","14.55","9700000","58","4.35"
"1-01499-0032","1060 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10128","40.781041","-73.956883","8","4","15002","1046918","1014990032","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (79-96)","D4-ELEVATOR","90","1924","119281","3339900","28","16200000","136","1-01496-0021","1125 MADISON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","41","1922","113052","4215336","37.3","21200000","188","0.15","1-01508-0001","903 PARK AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","UPPER EAST SIDE (79-96)","D3-ELEVATOR","70","1913","113281","2967928","26.2","14400000","127","0.4"
"1-00867-0057","242 MADISON AVENUE
Manhattan, NY 
(40.749883999647, -73.987976999939)","1","10016","40.75007","-73.98129","5","4","82","1017221","1008670057","Murray Hill-Kips Bay                                                       ","MURRAY HILL","D4-ELEVATOR","186","1916","142836","4000000","28","19400000","136","1-00879-0027","143 23 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","GRAMERCY","D9-ELEVATOR","327","1928","101857","3039895","29.8","8580000","84","0.75","1-00844-0017","31 UNION SQUARE
Manhattan, NY 
(40.749883999647, -73.987976999939)","FLATIRON","D9-ELEVATOR","88","1902","118067","3369000","28.5","16300000","138","1"
"1-02157-0042","560 186 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","1",,,,,,,,,,"WASHINGTON HEIGHTS UPPER","C6-WALK-UP","36","1923","28705","320000","11.15","904000","31.5","1-02167-0027","649 184 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS UPPER","C1-WALK-UP","21","1925","17965","196000","10.91","691000","38.5","0.15","1-02156-0025","511 184 STREET
Manhattan, NY 
(40.749883999647, -73.987976999939)","WASHINGTON HEIGHTS UPPER","C1-WALK-UP","22","1911","17760","190000","10.7","642000","36.1","0.1"
