"license_number","entity_name","telephone_number","shl_endorsed","building","street","city","state","zip","type_of_base","latitude","longitude","date","time","location"
"B03278","GEWESEN TRANSPORTATION CORP.","9739542775","No","175","VARICK STREET","NEW YORK","NY","10014","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03279","AMERIKANISCH SERVICES CORP.","3476726354","No","1460","BROADWAY","NEW YORK","NY","10036","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03280","ARMONY TRANSPORTATION INC.","7188283030","No","3030","MIDDLETOWN ROAD  SUITE #118","BRONX","NY","10461","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03281","JARPA TRANSPORTATION CORP.","7186350047","No","2825","THIRD AVENUE  SUITE 301","BRONX","NY","10455","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03282","HOLY TRANSPORTATION CORP.","7186847711","No","1626","ST PETERS AVENUE  GROUND FLOOR","BRONX","NY","10461","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03283","NORWOOD CAR @ LIMO INC.","7184847252","No","590A","NEW YORK AVENUE","BROOKLYN","NY","11203","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03284","MYLE WORLDWIDE INC","6468448577","No","878","MCDONALD AVENUE","BROOKLYN","NY","11218","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03285","FLUSHING LIMOUSINE TRANSPORTATION SERVICE CORP.","7183581111","No","3609","164 STREET","FLUSHING","NY","11358","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03287","2S LUXURY INC.","7186342222","No","91-15","ROCKAWAY BEACH BOULEVARD","ROCKAWAY BEACH","NY","11693","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03288","JAROCHO CAR SERVICE CORP.","7184487180","No","1224","FOREST AVE","STATEN ISLAND","NY","10310","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03289","HEISENBERG-ESSER CORP","6493791603","No","575","5 AVENUE","NEW YORK","NY","10017","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03290","VOCES TRANSPORTATION MANAGEMENT CORP","3476883663","No","34-18","NORTHERN BOULEVARD","LIC","NY","11101","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03291","TRACY LUXURY CORP.","3479070505","No","4861","BROADWAY","NEW YORK","NY","10034","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03292","PIBE TRANSPORTATION INC.","3473910707","No","2825","THIRD AVENUE  3RD FLOOR/C-1","BRONX","NY","10455","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03293","A & Z LUXURY LIMOUSINE TRANSPORATION INC.","8008286140","No","34-18","NORTHERN BOULEVARD","L.I.C.","NY","11101","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03295","NEW CENTURY CAR SERVICE CORP","8008294782","No","917","OGDEN AVENUE","BRONX","NY","10452","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03296","ZIP CONNECTIONS INC","2018829654","No","16","CYPRESS LANE","MARLBORO","NJ","07746","LUXURY/LIMOUSINE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03297","ABA LUXURY CAR INC.","7184828468","No","45-35","39 AVENUE","SUNNYSIDE","NY","11104","LUXURY/LIMOUSINE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03299","WHITE TOP CAR SVCE INC","6464085432","No","1111","ST JOHNS PLACE","BROOKLYN","NY","11213","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03301","ELITE COACH INC.","7184722300","No","32-72","GALE AVE","L.I.C.","NY","11101","LUXURY/LIMOUSINE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03302","TEST LX BASE","2126761000","No","33","BEAVER STREET  19TH FLOOR","NEW YORK","NY","10004","LUXURY/LIMOUSINE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03303","MOTA LUXURY CORP.","9179942332","No","96-14","101 AVENUE","JAMAICA","NY","11416","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03304","ADRIS TRANSPORTATION INC","7187342771","No","391","EAST  149 STREET","BRONX","NY","10455","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03305","ANYA TRANSPORTATION CONSULTING INC","8778606232","No","50-21","49 STREET  UNIT #1","WOODSIDE","NY","11377","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03307","LUXE RIDERS CORP","3475668982","No","203","LAKEVIEW AVENUE","LYNBROOK","NY","11563","LUXURY/LIMOUSINE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03308","B.S.Z. LUXURY BLACK CAR INC.","7184008338","No","80-06","101 AVENUE","OZONE PARK","NY","11416","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03309","NYC LIMOUSINE VIP LLC.","9082060311","No","1","MEADOWLAND PLAZA  SUITE #200","E. RUTHERFORD","NJ","07073","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03310","BURAQ-NY, LLC","9195207414","No","507","40TH STREET","BROOKLYN","NY","11232","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03311","EDL TRANSPORTATION SERVICES LLC.","3472701668","No","169","LINCOLN AVENUE  SUITE #205","BRONX","NY","10454","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03312","ACK TRANSPORTATION CORP.","3472819225","No","1435","BEACH AVENUE","BRONX","NY","10460","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03313","Z&T BLACK CAR INC","3156628323","No","182","AVENUE S","BROOKLYN","NY","11223","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03314","JBK NEW YORK, INC.","2122390363","No","325","WEST 38TH STREET 209","NEW YORK","NY","10018","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03315","BRISK CAR SERVICE INC.","3478206442","No","495","CLAREMONT PARKWAY  STORE #2","BRONX","NY","10457","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03316","BLADE URBAN GROUND MOBILITY LLC.","8007463903","No","39","EDGEWOOD LANE","BRONXVILLE","NY","10708","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03317","V & C, INC","3478416895","No","292","MANETTO HILL ROAD","PLAINVIEW","NY","11803","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03318","LA LEGENDA CORP.","7188617675","No","914","SOUNDVIEW AVENUE","BRONX","NY","10473","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03320","LIMOLINK INCORPORATED","3197302100","No","3375","ARMAR DRIVE","MARION","IA","52302","LUXURY/LIMOUSINE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03321","CRESCENT LUXURY CLS, INC.","6316620284","No","14","MARIEL COURT","CENTEREACT","NY","11720","LUXURY/LIMOUSINE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03322","GANIX TRANSPORTATION INC","9292286020","No","2530","BOSTON ROAD","BRONX","NY","10467","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03323","AGORA CAR SERVICE INC","9143206914","No","11","EAST  213 STREET","BRONX","NY","10467","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03324","PORT RICHMOND BLACK CAR INC.","3478587131","No","103","PORT RICHMOND AVENUE","STATEN ISLAND","NY","10302","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03325","SSA 77 CAR AND LIMO INC","7184913636","No","507A","77TH STREET","BROOKLYN","NY","11209","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03326","RESQ RIDE CORP.","8443477377","No","514","UNION AVE","MT. VERNON","NY","10550","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03327","DAHLIA TRANSPORTATION CORP.","3472977665","No","2322","ARTHUR AVENUE  #210","BRONX","NY","10458","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03328","B-QUICK TRANSPORTATION CORP.","3473980856","No","3036","EAST TREMONT AVENUE  SUITE #202","BRONX","NY","10461","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03329","KIDAULT KAR LLC.","3472634664","No","42","WEST STREET  2ND FL/11C","BROOKLYN","NY","11222","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03330","OSO AUTO CORP","3473276111","No","561","WEST  152 STREET","NEW YORK","NY","10031","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03331","GIGI NYC INC","7185598383","No","96-28","ALSTYNE AVENUE","CORONA","NY","11368","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03332","MAMA MIA TRANSPORTATION CORP","3477586606","No","952B","INTERVALE AVENUE","BRONX","NY","10459","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03333","ABSOLUTE CAR SERVICE CORP.","7187929222","No","729","BURKE AVENUE  SUITE - A","BRONX","NY","10467","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03334","WTM 365 INC.","5163184721","No","1979","MARCUS AVENUE","LAKE SUCCESS","NY","11042","LUXURY/LIMOUSINE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03335","ADARA NEMT CORP","9295655001","No","3100","47TH AVENUE SUITE 3100","L.I.C.","NY","11101","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03336","GET BETTER TRANSPORTATION LLC.","3477920970","No","368","9TH AVE","NEW YORK","NY","10001","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03337","305 MEDTRANS CORP","8886882532","No","120-10","15 AVENUE  SUITE6","COLLEGE POINT","NY","11356","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03338","A & T NYC LIMO LLC","8884625724","No","120","INDUSTRIAL AVENUE","LITTLE FERRY","NJ","07643","LUXURY/LIMOUSINE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03339","TAPMAPZ LLC","7184070033","No","30-01","NORTHERN BLVD SUITE 1F","L.I.C","NY","11101","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03340","CEO CHAUFFEURED SERVICES CORP","3479779001","No","40","MAYFIELD LN","VALLEY STREAM","NY","11581","LUXURY/LIMOUSINE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03341","STANDARDLUX INC.","3473365559","No","2765","ATLANTIC AVENUE","BROOKLYN","NY","11207","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03342","GLOBAL EXECUTIVE LIMOUSINE CORP","6466786285","No","1225","FRANKLIN AVE  325","GARDEN CITY","NY","11530","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03344","C-TRANSIT INC.","3477688360","No","1626","NOSTRAND AVENUE","BROOKLYN","NY","11226","LIVERY BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03346","ASHER TRANSPORTATION INC","9148886454","No","73","MARKET STREET","YONKERS","NY","10710","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03348","APPLE CITY CAR INC","9174158580","No","8","W 126TH STREET 3RD FLOOR","NEW YORK","NY","10027","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03349","RIDGEWAY TRANSIT INC","7187484444","No","6809","3 AVENUE","BROOKLYN","NY","11220","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03351","CARTEL NEW YORK INC.","9293863252","No","61 - 02","SPRINGFIELD BOULEVARD","BAYSIDE","NY","11364","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03352","DREAMS LUXURY SERVICES CORP","6465684600","No","2825","THIRD AVENUE  SUIT 301 D2","BRONX","NY","10455","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03353","PEACE TRANSPORTATION SERVICES INC.","9147405485","No","1","WOLFS LANE SUITE 311","PELHAM","NY","10803","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03355","MANA TRANSPORTATION INC.","9173619112","No","912","SOUNDVIEW AVENUE SUITE 7 2ND FL.","BRONX","NY","10473","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03356","UNIK TRANSPORTATION INC.","6468598262","No","570","YONKERS AVENUE  SUITE 204","YONKERS","NY","10704","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03357","A & T PRECISE CORPORATION","9177752282","No","221","WINFRED AVENUE","YONKERS","NY","10704","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03359","VJVM CAR SERVICE INC","9176008484","No","116","LAKE AVE","YONKERS","NY","10703","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03360","RIDE4NYC CORP.","3478480659","No","54 - 14","74 STREET  SUITE #3306","ELMHURST","NY","11373","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03361","D MANNY SAFE RIDE CORP.","7187957699","No","1338","SOUTHERN BOULEVARD","BRONX","NY","10459","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03362","AURA CAR SERVICE CORP.","2129818184","No","84","NAGLE AVENUE","NEW YORK","NY","10040","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03363","RAIN SOLUTION INC","6463967060","No","73","MARKET STREET 3FL.  STE 376","YONKERS","NY","10710","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03364","A & M IKEA INC.","7183335766","No","9126","4TH AVENUE","BROOKLYN","NY","11209","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03365","WISE TRANSPORTATION CORP","3479475454","No","34-18","NORTHERN BOULEVARD  SUITE 344","LONGISLAND CITY","NY","11101","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03366","DESHI TRANSPORTATION INC.","3474164996","No","83-10","ROCKAWAY BOULEVARD","OZONE PARK","NY","11416","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03367","SHOW LIMO CORP.","7182606666","No","161","BRIGHTON   11 STREET","BROOKLYN","NY","11235","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03368","BEST CHOICE CAR SERVIE CORPORATION","3474687823","No","7527","197 STREET  2ND FLOOR","FRESH MEADOWS","NY","11366","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03369","VIDA CAR SERVICE INC","8576158729","No","416","EAST  176 STREET  STE 2E","BRONX","NY","10457","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03370","ANDREW TRANSPORTATION CORP","6462810962","No","1391","NELSON AVENUE","BRONX","NY","10452","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03371","ALPACA TRANSPORTATION CORP","3477401856","No","2823","THIRD AVENUE  SUIT 101","BRONX","NY","10455","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03372","RIDE CURRENT LLC","3472905042","No","551-555","W 235TH STREET SUITE 2","BRONX","NY","10463","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03374","1ST SELECTION CAR SERVICE INC.","7163714507","No","206","SARATOGA AVENUE 1ST FLOO","YONKERS","NY","10705","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03375","MDM TRANSPORTATION CORP II","7183047336","No","548","THROGS NECK EXPRESSWAY","BRONX","NY","10465","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03377","JUMPRYDZ LLC","7328392801","No","317","GEORGE ST  STE 320","NEW BRUNSWICK","NJ","08901","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03379","SEGURA EXECUTIVE TRANSPORTATION CORP.","7187499555","No","82-37A","164 TH STREET","JAMAICA","NY","11432","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03380","ELECTRIC PEPPERS LLC","6316297678","No","68","3 STREET","BROOKLYN","NY","11231","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03381","THE DRIVERS COOPERATIVE INC.","3159606170","No","3505","EAST TREMONT AVENUE  FLOOR #2","BRONX","NY","10465","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03382","ALONG CAR SERVICE CORP.","8337525664","No","1231","LAFAYETTE AVENUE 2ND FL #108","BRONX","NY","10474","LIVERY BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03383","AR ELITE TRANSPORTATION INC.","9178330291","No","908","EAST GUNHILL ROAD","BRONX","NY","10469","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03385","INTERNATIONAL LUXURY TRANSPORTATION CORP.","7182816343","No","214-26","41ST AVENUE  SUIT 100","BAYSIDE","NY","11361","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03386","CHASDEI DEVORAH INC.","7182320616","No","5004","16 AVENUE","BROOKLYN","NY","11204","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03387","SHALOM EXPRESS CORP","7184372444","No","1201","39 STREET","BROOKLYN","NY","11218","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03388","BEN'S INTERNATIONAL LUXURY TRANSPORTATION LLC","7272035757","No","159","TREETOP CIRCLE","NANUET","NY","10954","LUXURY/LIMOUSINE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03390","READY GO USA INC","2124481088","No","5030","BROADWAY  SUIT 642","NEW YORK","NY","10034","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03391","TIAZ LIMO CAR SERVICE CORP","3476129203","No","8136","BAXTER AVENUE","ELMHURST","NY","11373","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03392","CHURCH EXPRESS LUXURY INC","7186334477","No","99","CHURCH AVENUE","BROOKLYN","NY","11218","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03393","PARK LANE US SERVICE CORP","9174858032","No","115","NORTH BROADWAY  SUIT 205","HICKSVILLE","NY","11801","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03394","NEW ELEGANTE CAR SERVICE INC","7184927680","No","1401","WEBSTER AVENUE","BRONX","NY","10456","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03398","HR LUXURY CORP.","3472716664","No","2488","GRAND CONCOURSE  SUITE 314","BRONX","NY","10458","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03399","BLACKLANE NORTH AMERICA INC","2017773235","No","111","TOWN SQUARE PLACE  SUIT # 1203","JERSEY CITY","NJ","07310","LUXURY/LIMOUSINE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03400","JNS & G TRANSPORTATION INC.","7183961749","No","94-19","ROOSEVELT AVENUVE","JACKSON HEIGHTS","NY","11372","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03401","JSPS LUXURY CARS INC.","7182906265","No","1407","ROCKAWAY PKWY  2RT","BROOKLYN","NY","11236","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03402","RL VIP LIMO INC","9294131346","No","41","MEDWAY AVE","CONGERS","NY","10920","LUXURY/LIMOUSINE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03403","BLACK LIGHT CHAUFFEUR SERVICES LLC","7184143881","No","600","TERRY PLACE","VALLEY STREAM","NY","11580","LUXURY/LIMOUSINE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03404","UBER USA, LLC","6467800129","Yes","3 WTC","175 GREENWICH STREET  FL 47","NEW YORK","NY","10007","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03406","TRI-CITY,LLC","4154758459","No","27-10","49 AVENUE","LIC","NY","11101","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03407","ZOOM TRANSIT INC","7185839100","Yes","2078","CROSS BRONX EXPRESSWAY","BRONX","NY","10472","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03408","ABR LUXURY TRANSPORTATION CORP.","3472523200","No","3418","NORTHERN BOULEVARD  SUITE 39","L.I.C.","NY","11101","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03409","COAST TO COAST TRANSFERS LLC","9173052484","No","38-17","CRESCENT STREET","L.I.C.","NY","11101","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03412","ALTUS TRANSIT CORP","7183994914","No","548","THROGS NECK EXPRESSWAY  SUIT 4","BRONX","NY","10465","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03414","FAIR RIDE GROUP INC.","2123707549","No","40","WALL STREET  SUITE 2817","NEW YORK","NY","10005","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03415","BRONX FAMILY TRANSPORTATION INC","3475912002","No","169","LINCOLN AVE  SUITE 206","BRONX","NY","10454","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03416","ADF TRANSPORTATION LLC","3476636299","No","499","EAST  138 STREET","BRONX","NY","10454","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03417","MZ RIDE LLC","8444449957","No","311","N CENTRAL AVE  SUIT # 1","VALLEY STREAM","NY","11580","LUXURY/LIMOUSINE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03418","RIDE IN STYLE LIMO INC.","9294000719","No","83","ANCHOR LANE","LEVITTOWN","NY","11756","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03419","M'S BLACK CAR INC","7187875800","No","238","JUNIUS STREET","BROOKLYN","NY","11212","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03420","TADA USA INC.","7185395680","No","152-53","10 AVENUE  SUITE 210","WHITESTONE","NY","11357","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03421","A1 ABSOLUTE CORP","3474312831","No","10","EAST  183 STREET","BRONX","NY","10453","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03422","CTG LOGISTICS INC.","9176672847","No","335","BOND STREET","BROOKLYN","NY","11231","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03424","LILIAS LUXURY CORP","7185777471","No","295","KNICKERBOCKER AVENUE","BROOKLYN","NY","11237","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03426","CONCINNITY TRANSPORTATION GROUP INC","9179169289","No","3370","PRINCE STREET  202","FLUSHING","NY","11354","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03429","EURO LINE LIMO SERVICES INC","2123019010","No","130","GREENFIELD STREET","FAIRFIELD","CT","06824","LUXURY/LIMOUSINE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03432","INFINITY STAR CORP","7188441131","No","1855","FOREST AVENUE","STATEN ISLAND","NY","10303","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03433","STATUS RIDE LLC","3476564141","No","638","EDWARD TERRACE","WEST HEMPSTEAD","NY","11552","LUXURY/LIMOUSINE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03434","BELLA CAR SRVICE CORPORATION","5169865999","No","3418","NORTHERN BOULEVARD  SUITE 100","L.I.C.","NY","11101","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03435","AJC CAR SERVICE CORPORATION","9295017377","No","3418","NORTHERN BOULEVARD  VO2","L.I.C.","NY","11101","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03436","AKI MOBILITY INC","8457657528","No","11-46","46 ROAD","QUEENS","NY","11101","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03438","ASSURED TRANSPORTATION CORP","9179452287","No","3418","NORTHERN BOULEVARD  3/36","LONGISLAND CITY","NY","11101","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03439","CLJ EXPRESS LIMO SERVICE INC","8335525466","No","1706","LEXINGTON AVENUE","NEW YORK","NY","10029","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03440","METRO CAR SERVICE CORP.","7183847777","No","141","MAUJER STREET  1ST FLOOR","BROOKLYN","NY","11206","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03444","ASSURE CAR & LIMO INC.","9294330433","No","214-85","JAMAICA AVENUE","JAMAICA","NY","11428","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03445","INWOOD CAR AND LIMO INC","2034479265","No","2320","HUGHES AVENUE  SUITE #2","BRONX","NY","10458","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03450","SYDNEY LUXURY LIMO INC.","3475242008","No","53","WEST 48TH STREET  B1","BAYONNE","NJ","07002","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03455","JT TRANSPORTATION CO INC","7186695589","No","1225","FRANKLIN AVE  325","GARDEN CITY","NY","11530","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03462","IMPERIAL TP CAR SERVICE INC","7189010070","No","49","WEST 170TH STREET","BRONX","NY","10452","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B03466","AA START PLUS CORP.","9295901901","No","3418","NORTHERN BLVD  VO3","L.I.C.","NY","11101","BLACK CAR BASE",,,"2022-08-29T00:00:00.000","18:00:20",
"B80012","MONTEGO VAN SERVICE INC.","3472639792","No","258-27","147 AVENUE","ROSEDALE","NY","11422","COMMUTER VAN AUTHORITY BASE","40.657683","-73.729753","2022-08-29T00:00:00.000","18:00:20","
,  
(40.657683, -73.729753)"
"B80025","DESTA TRANSPORTATION","7187052935","No","333","BEACH   32 STREET  #15K","FAR ROCKAWAY","NY","11691","COMMUTER VAN AUTHORITY BASE","40.596428","-73.764775","2022-08-29T00:00:00.000","18:00:20","
,  
(40.596428, -73.764775)"
"B80039","MARIO'S TRANSPORTATION INC.","7187484100","No","225","60TH STREET","BROOKLYN","NY","11220","COMMUTER VAN AUTHORITY BASE","40.643229","-74.02186","2022-08-29T00:00:00.000","18:00:20","
,  
(40.643229, -74.02186)"
"B80080","PEBBLES TRANSPORTATION INC.","5163543337","No","3712","FLATLANDS AVENUE  2F","BROOKLYN","NY","11234","COMMUTER VAN AUTHORITY BASE","40.618436","-73.939214","2022-08-29T00:00:00.000","18:00:20","
,  
(40.618436, -73.939214)"
"B80087","COMMUNITY TRANSPORTATION SYSTEMS, CORP","7185275500","No","157-11","ROCKAWAY BOULEVARD","JAMAICA","NY","11434","COMMUTER VAN AUTHORITY BASE","40.666206","-73.778903","2022-08-29T00:00:00.000","18:00:20","
,  
(40.666206, -73.778903)"
"B80100","CITY LINK CORPORATION","7187237262","No","144-50","177 STREET","SPRINGFD GRND","NY","11434","COMMUTER VAN AUTHORITY BASE","40.666208","-73.772534","2022-08-29T00:00:00.000","18:00:20","
,  
(40.666208, -73.772534)"
