"company_name","company_contact","company_email","company_phone","address","city","state","zip","industry","industry_descr","company_type","current_fulltime","job_create","job_retain","effective_date","total_savings","savings_from_beginning","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"Red Rabbit LLC","Rhys Powell","rhys@myredrabbit.com","6465350459","1751 Park Avenue","New York","NY","10035","Manufacturing",,"Relocator","9",,,"2012-01-12T00:00:00.000","21759.83","142152.05","MANHATTAN","40.802879","-73.940604","111","9","196","1089077","1017700072","East Harlem North"
"REGAL HOME COLLECTIONS","NAT SAFERN","nat@regalhome.net","2122133323","58 SECOND AVENUE","New York","NY","10003","Manufacturing","MANUFACTURER","ICIP","44",,"44","2006-10-03T00:00:00.000","3599.46","107305.64","MANHATTAN","40.725775","-73.989718","103","2","38","1006164","1004450003","East Village"
"REINFORCING SUPPLY LLC","JAMES LARKIN","reinfsupply@.net","7185995858","350 MORGAN AVENUE","Brooklyn","NY","11211","Manufacturing","MFG. OF REBAR CHAIRS","ICIP","13","8","13","2006-03-06T00:00:00.000","1593.12","63467.94","BROOKLYN","40.716124","-73.936028","301","34","449","3338315","3029090001","East Williamsburg"
"Rhonda Feinman Custom Frames, Inc.","Rhonda Feinman","rhondafeinman@aol.com","7187073203","55-15 37th Avenue","Woodside","NY","11377","Manufacturing","Custom frames","ICAP","16",,,"2015-12-09T00:00:00.000","2940.98","7869.80","QUEENS","40.750803","-73.906774","402","26","255","4027267","4011940001","Woodside"
"Riva Jewelry Manufacturing, Inc.","John Badee","jbadee@rivaprecision.com","7183613100","140 58th Street, Bldg. B Unit 8B","Brooklyn","NY","11220","Manufacturing","Manufacturer and distributor of gold and silver jewelry.","Tenant","99",,,"2015-03-06T00:00:00.000","21789.54","82621.07","BROOKLYN","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"ROGELIO''S WAY/DIGITAL LAUNDRY","DANIEL GOLDSTEIN","dg@digitallaundry.net","9174921757","173 E 120TH STREET","NEW YORK","NY","10035","Wholesale/Warehouse/Distribution","Archives and stores digital media assets","ICIP","6",,,"2007-12-12T00:00:00.000","427.85","7348.41","MANHATTAN","40.800767","-73.938738","111","8","196","1054379","1017690032","East Harlem North"
"Rolex Watch USA, Inc.","Mark Goldberg","mgoldberg@rusa.com","2127587700","665 Fifth Ave","New York","NY","10022","Wholesale/Warehouse/Distribution",,"ICIP","127",,,"2010-10-05T00:00:00.000","77960.07","645219.83","MANHATTAN","40.760184","-73.975548","105","4","102","1035721","1012880069","Midtown-Midtown South"
"ROSENTHAL WINE MERCHANT (NY), LTD.","KERRY MADIGAN","KERRY@MADROSE.COM","5182079100","56-43 58TH STREET","MASPETH","NY","11378","Wholesale/Warehouse/Distribution","DISTRIBUTOR","Tenant","8","6","24","2006-05-16T00:00:00.000","1703.94","79612.77","QUEENS","40.724584","-73.912454","402","30","219","4059723","4026640001","Hunters Point-Sunnyside-West Maspeth"
"ROTH METAL WORKS INC.","ROB MOREL",,"7183490050","387 JOHNSON AVENUE","Brooklyn","NY","11206","Manufacturing","FAB. STRUC. STEEL BEAMS","ICIP","32","6","95","2006-02-06T00:00:00.000","1646.46","107032.27","BROOKLYN","40.707583","-73.933381","301","34","485","3000000","3030560184","Bushwick South"
"Roxy Paine LLC","Roxy Paine","sofiampaine@mac.com","6078293214","413-419 Bond Street","Brooklyn","NY","11231","Manufacturing",,"Relocator","2",,,"2014-12-17T00:00:00.000","2127.65","10531.77","BROOKLYN","40.67657","-73.99217","306","39","77","3008011","3004660060","Carroll Gardens-Columbia Street-Red Hook"
"ROYAL AIRLINE LAUNDRY SERVICES CORP","Nancy Perez","nperez@eliteairlineservices.com","7183379390","439 BAYVIEW AVE.","INWOOD","NY","11691","Commercial","laundry service","IDA","388",,,"2007-09-21T00:00:00.000","71738.67","2164179.60",,,,,,,,,
"ROYAL BALTIC, INC.","BILL FURLEITER","royalbaltic@gmail.com","7183858300","9829 DITMAS AVENUE","Brooklyn","NY","11236","Wholesale/Warehouse/Distribution","WHSE/DIST. FOOD","ICIP","10","10","20","1994-04-27T00:00:00.000","253.66","259619.73","BROOKLYN","40.652577","-73.907831","316","42","922","3083071","3036420001","Brownsville"
"ROYAL DEVELOPMENT, INC.","BILL FURLEITER","royalbaltic@gmail.com","7183858300","723 BRISTOL ST.,","Brooklyn","NY","11236","Manufacturing","MANUFACTURER","ICIP","27",,"108","2007-05-18T00:00:00.000","9012.39","375447.22","BROOKLYN","40.653192","-73.908432","316","42","922","3083057","3036420001","Brownsville"
"Rufus Corporation","Eve Sussman","roobaby2@aol.com","6463736114","1545 Dean Street","Brooklyn","NY","11213","Manufacturing","mfg & design cusomt objects for the arts & entertainment industry","ICAP","2",,,"2017-12-21T00:00:00.000","163.70","481.37","BROOKLYN","40.676174","-73.936816","308","36","311","3035656","3013400051","Crown Heights North"
"RUGUS REALTY, INC. DBA MISS GRIMBLE","Errol Bier","errol@missgrimble.com","7186652253","909 EAST 135TH STREET","Bronx","NY","10454","Manufacturing","LANDLORD/WHOLSALE","ICIP","5","4","10","2007-04-10T00:00:00.000","4252.48","107149.29","BRONX","40.800542","-73.909345","201","17","19","2094136","2025940050","Mott Haven-Port Morris"
"RWS & Associates Entertainment","Ryan W Stana","joe@rwsandassociates.com","2123911795","1560 Broadway","New York","NY","10036","Other","Events and show provider","Relocator","20",,,"2015-06-04T00:00:00.000","11253.38","44108.17","MANHATTAN","40.75886","-73.984843","105","4","125","1022661","1009990003","Midtown-Midtown South"
"S&L AEROSPACE METALS LLC","TED VARVATSAS","ted@slaerospace.com","7188944042","120-12 28TH AVENUE","QUEENS","NY","11354","Manufacturing","aircraft assemblies","ICIP","87",,,"2016-09-30T00:00:00.000","46045.96","117380.64","QUEENS","40.773145","-73.847648","407","19","907","4100711","4043170041","College Point"
"S. BROOME & COMPANY","DANIEL BROOME","DBROOME@SBROOME.COM","7186636800","33-00 47TH AVE.","LONG ISLAND CITY","NY","11101","Manufacturing","MANUFACTURE","Relocator","75","10","75","2006-05-05T00:00:00.000","1931.43","94146.10","QUEENS","40.742636","-73.931946","402","26","199","4311535","4002510015","Hunters Point-Sunnyside-West Maspeth"
"Sadowsky Guitars, Ltd.","Roger Sadowsky","roger@sadowskyguitars.com","7184331990","21-07 41st Avenue","Long Island City","NY","11101","Manufacturing","manufacture and repair Guitars","Relocator","12",,,"2011-06-03T00:00:00.000","1494.65","19650.39","QUEENS","40.7539","-73.942228","401","26","33","4004973","4004100046","Queensbridge-Ravenswood-Long Island City"
"Safe Art Sat, Inc.","Clive  Green","clive@safeart.com","7183928910","13-06 38th Avenue","Long Island City","NY","11101","Wholesale/Warehouse/Distribution","fine art to museum","IDA","28",,,"2009-08-10T00:00:00.000","7917.98","83070.86","QUEENS","40.757755","-73.939886","401","26","85","4005326","4004710725","Queensbridge-Ravenswood-Long Island City"
"SAMUEL FELDMAN LUMBER, INC.","Phil  Capraro","pcapraro@feldmanlumber.com","7187867777","1281 METROPOLITAN AVE.","Brooklyn","NY","11237","Wholesale/Warehouse/Distribution","WHOLESALER","IDA","126","10","252","2007-04-05T00:00:00.000","6881.63","216269.08","BROOKLYN","40.714043","-73.926041","301","34","449","3070529","3029480001","East Williamsburg"
"SCHREIBER PROCESSING CORP.","TERRY JACOBS",,"7183890070","58-80 59TH STREET","Queens","NY","11378","Manufacturing","MFG. (FOOD PRODUCTS)","ICIP",,,,"2000-04-27T00:00:00.000","0","59365.41","QUEENS","40.719294","-73.908243","405","30","525","4059726","4026660020","Maspeth"
"Sculpture House Casting, Inc.","Michael Perrotta","info@sculpturehousecasting.com","7187079430","43-77 9th Street","Queens","NY","11101","Manufacturing","mold making and casting","Relocator","14",,,"2015-05-07T00:00:00.000","2799.51","10673.58","QUEENS","40.750998","-73.950972","402","26","19","4005254","4004540001","Hunters Point-Sunnyside-West Maspeth"
"SDC Designs LLC","Sridhar Krishnan","sridhar@sdcdesigns.com","6468980845","30-30 47th Avenue, Suite 520","Queens","NY","11101","Manufacturing","Jewelry mfg and design","Relocator","53",,,"2018-04-06T00:00:00.000","2157.68","9238.94","QUEENS","40.743168","-73.936568","402","26","199","4003540","4002820001","Hunters Point-Sunnyside-West Maspeth"
"SFA INTERIORS, INC.","Mariusz Stachowicz","office@sfainteriors.com","7183834042","115-119 SUTTON STREET","Brooklyn","NY","11222","Manufacturing","MANUFACTURER","ICIP","18","6","36","2007-01-02T00:00:00.000","4483.80","94042.97","BROOKLYN","40.726858","-73.940892","301","33","589","3066644","3026580021","Greenpoint"
"Sharan Builders, Inc.","Manjit Singh","sharanbuildersinc@gmail.com","7183611700","128-12 18th Avenue","College Point","NY","11356","Commercial","General Contractor non-residential buildings","ICIP","10",,,"2017-06-30T00:00:00.000","1593.74","2491.92","QUEENS","40.783222","-73.840208","407","19","947","4098985","4041340122","College Point"
"Shloms Heimish Corp","Zalmen Berkovits","jkolman@gmail.com","7184834911","176 Clymer St","Brooklyn","NY","11219","Manufacturing","Commercial Bakery","ICAP","28",,,"2013-03-19T00:00:00.000","19525.25","117874.05","BROOKLYN","40.707056","-73.962846","301","33","535","3059871","3021730022","Williamsburg"
"SIGNS DECAL CORP.","BABU KHALFAN","babu@signsanddecal.com","7184866400","410 MORGAN AVENUE","Brooklyn","NY","11211","Manufacturing","MFG. OF SIGNS & DECALS","ICIP","29",,,"2013-06-03T00:00:00.000","14469.45","68713.36","BROOKLYN","40.718136","-73.936953","301","34","449","3070154","3028780001","East Williamsburg"
"SILLY PHILLIE CREATIONS, INC.","RICHARD SIDAO","richard@sillyphillie.com","7184926300","140 58TH STREET BLDG. B UNIT 6F","Brooklyn","NY","11220","Manufacturing","MGF BABY CLOTHES & GIFTS","Tenant","18",,,"2013-07-03T00:00:00.000","2645.09","14522.99","BROOKLYN","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"Silver Hill Atelier, LLC","Norvel Hermanovski","norvel@silverhillarts.com","7185851691","250 East 139th Street","Bronx","NY","10451","Manufacturing","Custon artwork for hotels, restaurants and casinos","Relocator","8",,,"2010-10-12T00:00:00.000","1467.53","12029.85","BRONX","40.811967","-73.92706","201","8","51","2097046","2023330017","Mott Haven-Port Morris"
"SILVERCUP STUDIOS ASSOCIATES LP","GARY KESNER","gkesner@silvercupstudios.com","7189062300","42-22 22nd Street","Long Island City","NY","11101","Manufacturing","MFG- MOVIE AND TV PROD","ICAP","47",,,"2016-10-07T00:00:00.000","36035.94","101177.98","QUEENS","40.751055","-73.943635","402","26","19","4005076","4004270060","Hunters Point-Sunnyside-West Maspeth"
"SILVERCUP STUDIOS ASSOCIATES LP","GARY KESNER","gkesner@silvercupstudios.com","7189062300","42-22 22nd Street","Long Island City","NY","11101","Manufacturing","MFG- MOVIE AND TV PROD","ICIP","10",,,"2008-05-06T00:00:00.000","80368.56","1451311.10","QUEENS","40.751055","-73.943635","402","26","19","4005076","4004270060","Hunters Point-Sunnyside-West Maspeth"
"Silverman Ceramics, LLC/Alsio Design, LLC","ROBERT SILVERMAN","2bsilverman@gmail.com","9173705858","1155-1205 MANHATTAN AVENUE","BROOKLYN","NY","11222","Manufacturing","specializing in ceramic prototypes for special projects","Tenant","3",,,"2007-12-03T00:00:00.000","98.51","1400.39","BROOKLYN","40.738162","-73.955442","301","33","563","3404803","3024720350","Greenpoint"
"Simon Liu, Inc.","Simon Liu","info@simonliuinc.com","7186387292","5113 2nd Avenue","Brooklyn","NY","11232","Manufacturing","Mfg. of Artist Canveses","ICIP","31",,,"2008-04-15T00:00:00.000","2850.20","51976.06","BROOKLYN","40.648396","-74.01764","307","38","20","3013462","3007970003","Sunset Park West"
"Simone Management Group, Inc.","Peter Puccio","Ppuccio@simdev.com","7182153000","1250 Waters Place, PH1","Bronx","NY","10461","Commercial","Real Estate Management","Tenant","22",,,"2011-06-02T00:00:00.000","2653.59","21508.48","BRONX","40.842742","-73.838406","211","13","284","2117335","2042267501","Van Nest-Morris Park-Westchester Square"
"Sizzal, LLC","Al Weiss","al@influencegraphics.com","7183614205","11-05 44th Road","Queens","NY","11101","Manufacturing","digital and large format printing","Tenant","19",,,"2011-01-06T00:00:00.000","5742.97","69092.21","QUEENS","40.74924","-73.949065","402","26","19","4005225","4004460026","Hunters Point-Sunnyside-West Maspeth"
"Sky High Murals - Colossal Media, Inc.","Adrian Moeller","adrian@colossalmediagroup.com","7188580979","1109 Metropolitan Avenue","Brooklyn","NY","11211","Commercial","outdoor advertising specializing in hand-painted murals","ICAP","76",,,"2017-07-05T00:00:00.000","3019.39","7395.48","BROOKLYN","40.714343","-73.932101","301","34","449","3070491","3029270025","East Williamsburg"
"Skyline Windows, LLC","Steven Kraus","ekraus@skylinewindows.com","2123913000","220 E 138th Street","Bronx","NY","10451","Manufacturing","Manufacturer of windows","ICIP","275",,,"2012-01-12T00:00:00.000","11580.79","96918.02","BRONX","40.812078","-73.928609","201","8","51","2097047","2023220081","Mott Haven-Port Morris"
"SO Accurate Group, Inc.","Samuel Trencher","mattysolow@gmail.com","2124658082","31-00 47th Avenue","Long Island City","NY","11101","Manufacturing","Gold Refiner","Relocator","26",,,"2010-11-03T00:00:00.000","22006.61","177378.68","QUEENS","40.74306","-73.935652","402","26","199","4003539","4002810001","Hunters Point-Sunnyside-West Maspeth"
"SOUTH STREET SEAFOOD","MICHAEL PERRETTI","perrettimvp@gmail.com","7183282728","800 FOOD CENTER DRIVE","Bronx","NY","10474","Wholesale/Warehouse/Distribution","DIST. VARIOUS SEAFOODS","Tenant","14","5","14","2006-03-07T00:00:00.000","864.56","44752.44","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"Spaeth Design, Inc.","Sandra Spaeth","sspaeth@spaethdesign.com","2124890770","33-02 55th Street","Woodside","NY","11377","Manufacturing",,"Relocator","25",,,"2014-07-09T00:00:00.000","5227.58","27629.10","QUEENS","40.753283","-73.905926","402","26","255",,,"Woodside"
"Spectrum","Brian Wells","brian.c.wells@charter.com","3143949773","12409 Powerscourt Dr","St Louis","MO","63131","Wholesale/Warehouse/Distribution","Fleet storage and maintenance facility","Relocator","434",,,"2007-10-01T00:00:00.000","36588.39","842885.78",,,,,,,,,
"Square Roots Urban Growers, Inc.","Elliott Fisher","Elliott@squarerootsgrow.com","9316365197","630 Flushing Ave","Brooklyn","NY","11206","Manufacturing","hydroponic greens and herbs","Tenant","3",,,"2017-07-11T00:00:00.000","10856.12","22758.33","BROOKLYN","40.699963","-73.948449","303","36","257","3329628","3017200001","Bedford"
"STALLION, INC.","Ioannis Georgiades","john@stallionnyc.com","7187060111","150 WEST 30THE STREET","NEW YORK","NY","10001","Manufacturing","Designer of fur coats, fur and leather apparel and accessories","IDA","35",,,"2008-06-04T00:00:00.000","10526.02","164324.91",,,,,,,,,
"Stand And Build LLC","Emily Kohl-Mattingley","emily@standandbuild.com","7185931900","51-02 21st Street, Suite 6E","Long Island City","NY","11101","Manufacturing","Fixtures, displays and furniture","Tenant","2",,,"2017-05-05T00:00:00.000","1423.81","1613.12","QUEENS","40.741017","-73.949742","402","26","7","4000210","4000390182","Hunters Point-Sunnyside-West Maspeth"
"Stanley Pleating & Stitching Co","Stuart Meyer","stanleyplt@aol.com","7183922417","22-19 41st Ave","Queens","NY","11101","Manufacturing","Garment trim, pleating, stitching, digital cutting & embroidery","Relocator","5",,,"2013-06-04T00:00:00.000","617.11","4916.69","QUEENS","40.753348","-73.941179","401","26","33","4004951","4004090001","Queensbridge-Ravenswood-Long Island City"
"Studio UG","Yuji Yoshimoto","Yuji624@gmail.com","7184992048","1102 Atlantic Avenue, Unit 2H","Brooklyn","NY","11238","Manufacturing",,"Tenant","1",,,"2015-12-23T00:00:00.000","451.79","1299.13","BROOKLYN","40.679518","-73.956819","308","35","305","3027572","3011260029","Crown Heights North"
"SUB-STATION NUMBER 4 LLC","JOEL SHAPIRO","js@jeshapiro.com","7182281351","42-25 9TH STREET","Long Island City","NY","11101","Manufacturing","MANUFACTURE","ICIP","1",,"1","2006-07-06T00:00:00.000","1195.35","38801.10","QUEENS","40.753497","-73.948819","402","26","19","4005308","4004610013","Hunters Point-Sunnyside-West Maspeth"
"Superflex, Ltd","Yigaz Elbaz","YElbaz@superflex.com","7187681400","152 44th St","Brooklyn","NY","11232","Manufacturing","mfg & dist flexible spiral reinforce hoses & elec conduit","IDA","83",,,"2015-07-16T00:00:00.000","3506.31","10446.56","BROOKLYN","40.653082","-74.014491","307","38","18","3258478","3007350065","Sunset Park West"
"SWEET SAM''''S BAKING CO., LLC","Matthew  Pinkett","mpinkett@sweetsams.com","2125646459","1261 Seabury Ave","Bronx","NY","10462","Commercial","Baker","IDA","72",,,"2009-02-03T00:00:00.000","33543.02","512370.80","BRONX","40.835001","-73.842107","209","13","96","2102637","2038430045","Westchester-Unionport"
"T & M Richardson Street LLC","Gina Argento","ginabws@gmail.com","7183499093","272 Meserole Avenue","Brooklyn","NY","11222","Manufacturing","Film studio productions","ICIP","3",,,"2015-02-03T00:00:00.000","20047.60","95430.25","BROOKLYN","40.72941","-73.944418","301","33","589","3065929","3026290006","Greenpoint"
"TECHNICAL LIBRARY SERVICE, INC.","Jacob Salik","jake@talasonline.com","2122190770","330 Morgan Avenue","Brooklyn","NY","11211","Wholesale/Warehouse/Distribution","conservation & archival storage supply house for museums","IDA","17",,,"2009-08-03T00:00:00.000","4412.60","44609.60","BROOKLYN","40.715618","-73.935794","301","34","449","3338319","3029090101","East Williamsburg"
"TECTONIC ENGINEERING & SURVEYING CONSULTANTS PC","AYMAN BAKI","kdunlap@tectonicengineering.com","7183919200","36-36 33RD ST.","QUEENS","NY","11106","Commercial",,"Tenant","73",,,"2016-10-24T00:00:00.000","4796.82","9457.65","QUEENS","40.755141","-73.928728","401","26","55","4007923","4006010001","Queensbridge-Ravenswood-Long Island City"
"TEXRON COMMERCIAL AUTO BODY WORKS","DOREEN DENT","texroncommercial@aol.com","7185896547","883/899 WHITTER STREET","Bronx","NY","10474","Commercial","COMM. AUTO BODY","ICIP","22","2","22","2005-10-02T00:00:00.000","284.85","33645.10",,,,,,,,,
"The Bronx Brewery LLC","Damian Brown","damian@thebronxbrewery.com","7185149000","856 E. 136th Street","Bronx","NY","10454","Manufacturing",,"ICAP","68",,,"2017-08-08T00:00:00.000","7208.32","18609.34","BRONX","40.801987","-73.910315","201","17","19","2003992","2025870030","Mott Haven-Port Morris"
"The Dime Savings Bank of Williamsburg","Charlie Terrasi","cterrasi@dime.com","7187826200","300 Cadman Plaza West","Brooklyn","NY","11201","Commercial",,"Tenant","151",,,"2008-06-03T00:00:00.000","5545.16","10763.74","BROOKLYN","40.695198","-73.990869","302","33","502","3001937","3002390001","Brooklyn Heights-Cobble Hill"
"The Gluck Architectural Collaborative, P.C.","Peter Gluck","bgarland@gluckpartners.com","2126904950","423-429 W 127th Street","New York","NY","10027","Commercial","Architectural serices, consturction management","Tenant","8",,,"2011-09-08T00:00:00.000","3711.44","26929.40","MANHATTAN","40.812964","-73.953759","109","7","21303","1084105","1019670060","Manhattanville"
"The Handy Tool & Mfg. Co., Inc.","Rochelle Sherman","rochelle@handytool.com","7184789203","1205 Rockaway Avenue","Brooklyn","NY","11236","Manufacturing","Airplne parts","IDA","29",,,"2017-01-17T00:00:00.000","7402.82","12827.13","BROOKLYN","40.650042","-73.905711","318","42","1098","3257088","3081310022","East New York"
"The I Grace Company","Sylvester Stewart","sstewart@igrace.com","2129871900","37-18 Northern Blvd.","Queens","NY","11101","Manufacturing",,"Relocator","78",,,"2012-06-01T00:00:00.000","7148.81","51251.41","QUEENS","40.752096","-73.925887","401","26","171","4003103","4002140040","Hunters Point-Sunnyside-West Maspeth"
"The Lobster Place, Inc.","Ian MacGregor","ianm@lobsterplace.com","7183282691","531-533 Bryant Avenue","Bronx","NY","10474","Wholesale/Warehouse/Distribution","mfg & wholesale seafood","IDA","72",,,"2015-07-06T00:00:00.000","31331.02","96455.18","BRONX","40.811156","-73.88465","202","17","93","2096876","2027690013","Hunts Point"
"THE NEW FULTON FISH MARKET","Lenny Guerra",,"7183782356","800 FOOD CENTER DRIVE","Bronx","NY","10474","Landlord","MANAGER","ICIP","2",,"6","2006-08-02T00:00:00.000","20673.80","907747.79","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"The Woodwrights","Wyeth Hunnable","why86@verizon.net","9175668346","221 McKibbin Street","Brooklyn","NY","11206","Manufacturing","Mfg. of Wood Cabinets","Tenant","2",,,"2010-02-05T00:00:00.000","59.18","549.58","BROOKLYN","40.705404","-73.938696","301","34","485","3071386","3030820073","Bushwick South"
"THEODOSIOU","Harry Theodos","gt@gtmachinetool.com","7187286800","32-14 49TH ST.","Queens","NY","11105","Manufacturing","Machine parts","ICAP","17",,,"2012-05-15T00:00:00.000","17304.53","127390.59","QUEENS","40.754919","-73.912363","401","26","161","4013643","4007340044","Astoria"
"THIRD GENERATION SEAFOOD, INC.","RICHARD KLEIN","thirdgeneration@aol.com","7189916660","800 FOOD CENTER DRIVE, UNITS 30&32","Bronx","NY","10474","Wholesale/Warehouse/Distribution","DIST. VIROUS FISH","Tenant","6",,"6","2006-03-07T00:00:00.000","715.81","35496.97","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"THOMAS C. WILSON, INC.","JOHN HEEKIN",,"9083514225","21-11 44TH AVE.","Queens","NY","11101","Manufacturing","MANUFACTURER","ICIP","39","6","78","2006-07-06T00:00:00.000","3578.95","191706.22","QUEENS","40.749458","-73.946394","402","26","19","4005196","4004410004","Hunters Point-Sunnyside-West Maspeth"
"THOMAS M. AMATO","PETER AMATO","PAMATO@AMATOFURNITURE.COM","7183910877","51-02 21ST STREET","Queens","NY","11101","Commercial","COMMERCIAL | REUPHOLSTER OF FINE FURNITURE |","Tenant","24",,"24","2007-05-07T00:00:00.000","1415.80","34213.32","QUEENS","40.741017","-73.949742","402","26","7","4000210","4000390182","Hunters Point-Sunnyside-West Maspeth"
"TI Ozone Park Storage LLC","Tom  Sapienza","Tsapienza@KLCNY.com","2128405588","78-10 Liberty Avenue","Ozone Park","NY","11417","Wholesale/Warehouse/Distribution","Commercial storage facility","ICIP","6",,,"2016-02-02T00:00:00.000","5064.77","14789.01","QUEENS","40.679352","-73.859316","410","32","4401",,,"Ozone Park"
"TIN SHING REALTY, INC.","JIMMY CHING","jkc@nyu.edu","6462352941","5423 8TH AVEANUE","BROOKLYN","NY","11220","Commercial","Commerical Building","ICIP","1",,,"2010-06-15T00:00:00.000","1572.49","11621.92",,,,,,,,,
"TITAN MACHINE","JAMES ROBERTS","katherine@titanmachine.com","7183617848","42-11/42-21 9TH STREET","Queens","NY","11101","Manufacturing","MANUFACTURER","ICIP","27","15","81","2006-12-06T00:00:00.000","10864.53","277616.53",,,,,,,,,
"Ti-Tone Communications, Inc.","Maggie Wong","mwong@titone.com","2124317765","36-29 Main Street","Queens","NY","11354","Commercial","Telecommunication installation","Relocator","32",,,"2009-09-30T00:00:00.000","697.53","5118.75","QUEENS","40.762385","-73.831605","407","20","869","4112338","4049770012","Flushing"
"TONY CRAB KING","ANTHONY MAZZELLA","TonyCrabKing@newfultonfishmarket.com","7188604320","800 FOOD CENTER DRIVE UNIT 93","Bronx","NY","10474","Wholesale/Warehouse/Distribution","WAREHOUSE AND DISTRIBUTOR","Tenant","3",,"3","2006-06-02T00:00:00.000","829.22","27349.79","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"TOURNEAU, INC.","Stuart B. Fisher","sfisher@tourneau.com","2127586022","31-00 47TH AVENUE, 5TH FLOOR","Long Island City","NY","11101","Wholesale/Warehouse/Distribution","WAREHOUSE/DISTRIBUTION","Tenant","47","5","47","2007-11-02T00:00:00.000","12064.96","311575.01","QUEENS","40.74306","-73.935652","402","26","199","4003539","4002810001","Hunters Point-Sunnyside-West Maspeth"
"Tracy Watts, Inc.","Tracy Watts","tw@tracywatts.com","7184997090","119 8th Street, #201","Brooklyn","NY","11215","Manufacturing","designer of women and men hats","Relocator","3",,,"2009-08-11T00:00:00.000","596.15","4966.40","BROOKLYN","40.672716","-73.991835","306","39","121","3021770","3009960017","Park Slope-Gowanus"
"TRANSCONTINENTAL ULTRA FLEX , INC.","RONALD BENNETT","rbennett@ultraflex.com","7182729100","975 ESSEX STREET","Brooklyn","NY","11208","Manufacturing","MFG. & PRINTER PACKAGING","ICIP","104","140","720","2006-02-13T00:00:00.000","11481.15","1147330.31","BROOKLYN","40.660379","-73.874732","305","42","1078","3098057","3044070015","East New York"
"TRANSCONTINENTAL ULTRA FLEX , INC.","RONALD BENNETT","rbennett@ultraflex.com","7182729100","975 ESSEX STREET","Brooklyn","NY","11208","Manufacturing","MFG. & PRINTER PACKAGING","IDA","279",,,"2017-07-07T00:00:00.000","242106.09","409887.50","BROOKLYN","40.660379","-73.874732","305","42","1078","3098057","3044070015","East New York"
"Treasure Asset Storage LLC","Tom Sapienza","tsapienza@treasureag.com","2128405588","122 West 146th Street","New York","NY","10039","Wholesale/Warehouse/Distribution",,"IDA","4",,,"2018-01-29T00:00:00.000","2745.71","41565.95","MANHATTAN","40.821456","-73.936588","110","9","232","1000000","1020140045","Central Harlem North-Polo Grounds"
"Trinity Morris Corp","Doreen M. Scenna","DScenna@Nolva.com","2124252950","29 Broadway","New York","NY","10006","Commercial",,"LMEP","380",,,"2006-12-01T00:00:00.000","32954.11","679261.72","MANHATTAN","40.70601","-74.01315","101","1","13","1000802","1000200001","Battery Park City-Lower Manhattan"
"TRI-STATE CAMERA EXCHANGE, INC.","Owner Sir/ Madam","tibs@tristatecamera.com","2126332290","150 SULLIVAN STREET","Brooklyn","NY","11231","Wholesale/Warehouse/Distribution","WHOLESALE DISTRIBUTOR","IDA","47","2","47","2006-10-06T00:00:00.000","2111.61","83859.56","BROOKLYN","40.679182","-74.014227","306","38","53","3008530","3005540040","Carroll Gardens-Columbia Street-Red Hook"
"TRIUMPH CONSTRUCTION, INC.","SHIRLEY JACOBS","sjacobs@triumphconstcorp.com","7188616060","1354 SENECA AVENUE","Bronx","NY","10474","Commercial","COMM. CONST. CONTRACTOR","Relocator","32",,"32","2005-09-02T00:00:00.000","561.50","48059.67","BRONX","40.819218","-73.885135","202","17","11502","2006480","2027620213","Hunts Point"
"Tropicana Products Sales, Inc.","Kathleen H. Alfano","kathy.alfano@pepsico.com","9723342969","7-02 154th Street","Queens","NY","11357","Wholesale/Warehouse/Distribution","distributes juices, soft drinks and yogurt","ICAP","43",,,"2013-04-04T00:00:00.000","94581.92","468185.90","QUEENS","40.794553","-73.806932","407","19","987","4103016","4045310447","Whitestone"
"TUFO''''''''S WHOLESALE DAIRY INC.","Jonathan Rapillo","Tufofoods@aol.com","7183240110","4180 BOSTON ROAD","Bronx","NY","10475","Manufacturing","WHOLESALE (DAIRY PRODUCT)","ICIP","14",,,"2009-02-02T00:00:00.000","9455.11","136040.66","BRONX","40.886822","-73.825684","212","12","46202","2072566","2052830009","Co-op City"
"Twin Marquis, Inc","Jing Lin","jing@tmitrading.com","7187446851","7 BUSHWICK PLACE","Brooklyn","NY","11206","Manufacturing","MANUFACTUREs noodles, wrappers, dumplings and wontons","ICAP","232",,,"2012-03-07T00:00:00.000","218485.27","1164494.86","BROOKLYN","40.708275","-73.938748","301","34","485","3325825","3030560074","Bushwick South"
"Twoseven Inc.","Franco Gotte","Franco@Twoseven.net","3476122324","221 McKibbin Street Unit 1","Brooklyn","NY","11206","Manufacturing","Display props","Tenant","9",,,"2009-12-07T00:00:00.000","6093.88","49074.47","BROOKLYN","40.705404","-73.938696","301","34","485","3071386","3030820073","Bushwick South"
