"facility_pk","facilityname","service_category","service_type","buildingnumber","partnertype","partner_type_detailed","address","address_2","borough","zipcode","latitude","longitude","phone","additionalinfo","startdate","enddate","monday","tuesday","wednesday","thursday","friday","saturday","sunday","condoms_male","fc2_female_insertive_condoms","lubricant","facility_type","website","community_board","council_district","census_tract","bin","bbl","nta"
"188862273","The Perfect Cut Barber Shop","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Other","1991 university Avenue",,"Bronx","10453","40.854592074215","-73.911518721519","(917) 442-9737","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"205","14","24502","2014698","2032160060","BX36"
"188862139","Ohlala Restaurant & Bakery","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","363 Utica Avenue",,"Brooklyn","11213","40.665692202433","-73.931408119049","(718) 484-8811","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"309","41","34900","3038157","3014150006","BK61"
"188861933","Glamour Hair Salon","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Other","1977 University Avenue",,"Bronx","10453","40.8544193091","-73.911717769874","(718) 975-2975","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"205","14","24502","2115671","2032160066","BX36"
"188862064","Lower East Side Girls Club","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Community Center","402 East 8 Street",,"Manhattan","10009","40.723795160955","-73.976318717993",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser/fishbowl located in the nurses office at this community center. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Fac","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","false",,,"103","2","2602","1089381","1003777503","MN28"
"188862052","Level One Salon","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","2839 Church Avenue",,"Brooklyn","11226","40.650756760289","-73.950602891277","(718) 856-7575","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","true","true","true",,,"317","40","82000","3116986","3050910056","BK60"
"188862233","Studio 802 (formerly Barbeauty Studio)","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Other","802 E. 169th Street",,"Bronx","10459","40.829840111938","-73.898344326843","(347) 522-1866","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"203","17","15100","2005063","2026820018","BX35"
"188862012","Jorge Pharmacy","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","101 Sherman Avenue",,"Manhattan","10034","40.863846067855","-73.92523034497","(212) 567-2753","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"112","10","29100","1064745","1022200005","MN01"
"188861733","Bluestockings","Free Safer Sex Products","Condoms and Lubricant",,"Business","Book Store","116 Suffolk Street,n/a",,"Manhattan","10002","40.71899341674","-73.98606787083","212-982-1633","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the cafe area and reading area at this book store. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebo","19000101000000.000000000","19000101000000.000000000","9:00 AM - 7:00 PM","9:00 AM - 7:00 PM","9:00 AM - 7:00 PM","9:00 AM - 7:00 PM","9:00 AM - 7:00 PM","10:00 AM - 2:00 PM",,"true","true","true",,,"103","1","1402","1004167","1003480010","MN28"
"188861658","169 Bar","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","169 East Broadway",,"Manhattan","10002","40.714072440996","-73.989813201259","(646) 596-5363","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"103","1","600","1003625","1002840026","MN28"
"188862107","Mr Biggs Bar","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","596 10 Avenue",,"Manhattan","10036","40.760385178919","-73.994903045468",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located on top of the atm at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","false","false",,,"104","3","12100","1026343","1010530001","MN15"
"188862294","Ty's","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","114 Christopher Street",,"Manhattan","10014","40.733220264176","-74.005296931409",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the back near the restroom at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook","19000101000000.000000000","19000101000000.000000000","2:00 PM - 2:00 AM","2:00 PM - 2:00 AM","2:00 PM - 2:00 AM","2:00 PM - 3:00 AM","2:00 PM - 4:00 AM","2:00 PM - 4:00 AM","1:00 PM - 3:00 AM","true","false","false",,,"102","3","7300","1010036","1005880048","MN23"
"188861989","Image Salon","Free Safer Sex Products","Condoms and Lubricant",,"Business","Barbershop","87-15 Roosevelt Avenue",,"Queens","11372","40.748145814229","-73.879074280166","718-708-8545","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the back near the restroom at this barbershop. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook","19000101000000.000000000","19000101000000.000000000","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","true","false","false",,,"403","21","27900","4036272","4014750027","QN28"
"188862171","Poblano Wireless","Free Safer Sex Products","Condoms and Lubricant",,"Business","Retail Store","95-10 Roosevelt Avenue,Ground",,"Queens","11372","40.748976949825","-73.871028027547","(718) 205-5972","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this retail store. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"404","21","46500","4039773","4015930006","QN29"
