Category,Type of Business,Business,Address,City/State,Zip Code,Phone Number,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
Food and Drink,Restaurants,Steak Frites,9 East 16th Street,"New York, NY",10003,212-675-4700,MANHATTAN,40.737171,-73.992253,5,2,52,1016082,1008440008,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737171, -73.992253)",11724,11,4,50,7
Food and Drink,Casual Eateries,City Chow Café,897 Broadway,"New York, NY",10003,212-529-9160,MANHATTAN,40.738914,-73.989849,5,2,52,1080760,1008480015,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738914, -73.989849)",11724,11,4,50,7
Retail,Electronics and Video,AT&T Wireless,484 6th Avenue,"New York, NY",10011,212-229-1666,MANHATTAN,40.736126,-73.997727,2,3,63,1009609,1005760001,West Village                                                               ,"(40.736126, -73.997727)",12074,57,4,10,3
Services,Cleaners and Shoe Repair,Tower Cleaners,106 East 15th Street,"New York, NY",10003,212-254-0015,MANHATTAN,40.735063,-73.989262,5,2,50,1083247,1008707501,Gramercy                                                                   ,"(40.735063, -73.989262)",11724,11,4,50,7
Food and Drink,Casual Eateries,Terriyaki Express,96 3rd Avenue,"New York, NY",10003,212-388-9855,MANHATTAN,40.732288,-73.987927,3,2,42,1084940,1005580032,East Village                                                               ,"(40.732288, -73.987927)",11724,70,4,50,5
Retail,Books and News,Convenience Store,279 1st Avenue,"New York, NY",10003,,MANHATTAN,40.732562,-73.981555,6,2,48,1082157,1009220027,Gramercy                                                                   ,"(40.732562, -73.981555)",11729,71,4,50,7
Retail,Optical,Lenscrafters ,150 5th Avenue,"New York, NY",10011,212-352-1460,MANHATTAN,40.739507,-73.99108,5,3,54,1015478,1008210041,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739507, -73.99108)",12074,11,4,10,7
Retail,Pharmacies,Metro Drugs,7 West 14th Street,"New York, NY",10011,212-627-2300,MANHATTAN,40.736274,-73.994234,5,3,54,1078658,1008160031,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736274, -73.994234)",12074,11,4,10,7
Retail,Apparel and Footwear,Madewell,115 5th Avenue,"New York, NY",10003,212-228-5172,MANHATTAN,40.738895,-73.991502,5,2,52,1080756,1008470062,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738895, -73.991502)",11724,11,4,50,7
Retail,Home Furnishings,Universe Antiques,833 Broadway,"New York, NY",10003,212-260-9292,MANHATTAN,40.733787,-73.990997,2,2,61,1009199,1005640016,West Village                                                               ,"(40.733787, -73.990997)",11724,57,4,50,3
Retail,Beauty,Royal Wigs,229 East 14th Street,"New York, NY",10003,212-228-1442,MANHATTAN,40.732971,-73.986393,6,2,48,1019507,1008960014,Gramercy                                                                   ,"(40.732971, -73.986393)",11724,71,4,50,7
Retail,Home Furnishings,Sleepy's,600 6th Avenue,"New York, NY",10011,212-991-9886,MANHATTAN,40.739518,-73.995251,5,3,54,1015407,1008197502,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739518, -73.995251)",12074,11,4,10,7
Retail,Apparel and Footwear,Paul Smith,108 5th Avenue,"New York, NY",10011,212-627-9771,MANHATTAN,40.737306,-73.992992,5,3,54,1015318,1008177501,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737306, -73.992992)",12074,11,4,10,7
Retail,Home Furnishings,Ace Hardware,130 4th Avenue,"New York, NY",10003,212-673-4292,MANHATTAN,40.733175,-73.989951,2,2,61,1009212,1005640054,West Village                                                               ,"(40.733175, -73.989951)",11724,57,4,50,5
Retail,Pharmacies,Duane Reade,196 3rd Avenue,"New York, NY",10003,,MANHATTAN,40.735502,-73.985585,6,2,50,1017857,1008730040,Gramercy                                                                   ,"(40.735502, -73.985585)",11724,71,4,50,7
Retail,Electronics and Video,Verizon Wireless,210 3rd Avenue,"New York, NY",10003,,MANHATTAN,40.735985,-73.985231,6,2,50,1017882,1008747501,Gramercy                                                                   ,"(40.735985, -73.985231)",11724,71,4,50,7
Food and Drink,Casual Eateries,Wendy's,20 East 14th Street,"New York, NY",10003,212-243-0438,MANHATTAN,40.735588,-73.992632,2,2,61,1009393,1005710013,West Village                                                               ,"(40.735588, -73.992632)",11724,57,4,50,3
Services,Banks and Finances,Citibank,52 East 14th Street,"New York, NY",10003,,MANHATTAN,40.73477,-73.990633,2,2,61,1009217,1005650021,West Village                                                               ,"(40.73477, -73.990633)",11724,57,4,50,5
Food and Drink,Casual Eateries,Dunkin Donuts,218 East 14th Street,"New York, NY",10003,212-388-9992,MANHATTAN,40.733024,-73.986563,3,2,40,1006898,1004690017,East Village                                                               ,"(40.733024, -73.986563)",11724,70,4,50,5
Retail,Home Furnishings,Makari,97 3rd Avenue,"New York, NY",10003,212-995-5888,MANHATTAN,40.732305,-73.987891,3,2,40,1006852,1004680004,East Village                                                               ,"(40.732305, -73.987891)",11724,70,4,50,5
Services,Spas and Salons,Insitu Salon,77 Irving Place,"New York, NY",10003,212-533-1130,MANHATTAN,40.736907,-73.986649,5,2,50,1017899,1008740065,Gramercy                                                                   ,"(40.736907, -73.986649)",11724,11,4,50,7
Points of Interest,Education,Preschool of America,600 6th Avenue,"New York, NY",10011,212-255-6911,MANHATTAN,40.739518,-73.995251,5,3,54,1015407,1008197502,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739518, -73.995251)",12074,11,4,10,7
Retail,Office Supplies and Stationary,Downtown Stationers,494 6th Avenue,"New York, NY",10011,212-807-1649,MANHATTAN,40.736326,-73.997579,2,3,63,1009609,1005760001,West Village                                                               ,"(40.736326, -73.997579)",12074,57,4,10,3
Services,Banks and Finances,Capital One Bank,123 3rd Avenue,"New York, NY",10003,917-522-6138,MANHATTAN,40.732977,-73.986841,3,2,40,1088500,1004697505,East Village                                                               ,"(40.732977, -73.986841)",11724,70,4,50,5
Retail,Apparel and Footwear,White House Black Market,136 5th Avenue,"New York, NY",10011,212-741-8685,MANHATTAN,40.738843,-73.991567,5,3,54,1015453,1008200045,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738843, -73.991567)",12074,11,4,10,7
Services,Cleaners and Shoe Repair,Laundromat,201 1st Avenue,"New York, NY",10003,,MANHATTAN,40.730199,-73.98341,3,2,40,1006496,1004540043,East Village                                                               ,"(40.730199, -73.98341)",11724,70,4,50,5
Retail,Office Supplies and Stationary,Paper Presentation,23 West 18th Street,"New York, NY",10011,212-463-7035,MANHATTAN,40.738928,-73.992783,5,3,54,1015446,1008200026,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738928, -73.992783)",12074,11,4,10,7
Retail,Apparel and Footwear,Geox,862 Broadway,"New York, NY",10003,212-533-2088,MANHATTAN,40.737309,-73.990264,5,2,52,1016127,1008460024,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737309, -73.990264)",11724,11,4,50,7
Food and Drink,Casual Eateries,S'Mac Restaurant,345 East 12th Street,"New York, NY",10003,212-358-7912,MANHATTAN,40.730556,-73.984803,3,2,40,1006500,1004540047,East Village                                                               ,"(40.730556, -73.984803)",11724,70,4,50,5
Services,Cleaners and Shoe Repair,Berkeley Sutton Cleaners,335 2nd Avenue,"New York, NY",10003,,MANHATTAN,40.735702,-73.98251,6,2,64,1019603,1009000027,Gramercy                                                                   ,"(40.735702, -73.98251)",11724,71,4,50,7
Food and Drink,Bars and Lounges,Flatiron Lounge,27 West 19th Street,"New York, NY",10011,212-727-7741,MANHATTAN,40.739548,-73.992451,5,3,54,1084650,1008217505,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739548, -73.992451)",12074,11,4,10,7
Food and Drink,Casual Eateries,Mariella Pizza,180 East 16th Street,"New York, NY",10003,212-777-1220,MANHATTAN,40.734824,-73.986725,6,2,50,,,Gramercy                                                                   ,"(40.734824, -73.986725)",11724,71,4,50,7
Retail,Electronics and Video,Verizon Wireless,101 University Place,"New York, NY",10003,212-460-8104,MANHATTAN,40.734009,-73.992708,2,2,61,1009195,1005640001,West Village                                                               ,"(40.734009, -73.992708)",11724,57,4,50,3
Food and Drink,Casual Eateries,Adriatic Pizzaria,321 1st Avenue,"New York, NY",10003,212-260-2797,MANHATTAN,40.73414,-73.9804,6,2,48,1078808,1009240034,Gramercy                                                                   ,"(40.73414, -73.9804)",11729,71,4,50,7
Services,Health and Fitness,New York Sports Club,10 Irving Place,"New York, NY",10003,212-477-1800,MANHATTAN,40.734454,-73.988421,6,2,50,1084936,1008700024,Gramercy                                                                   ,"(40.734454, -73.988421)",11724,71,4,50,7
Points of Interest,Arts and Leisure,Bowlmor and Carnival,110 University Place,"New York, NY",10003,212-255-8188,MANHATTAN,40.734284,-73.992495,2,2,61,1009386,1005707503,West Village                                                               ,"(40.734284, -73.992495)",11724,57,4,50,3
Retail,Apparel and Footwear,Steve Madden,861 Broadway,"New York, NY",10003,212-206-1682,MANHATTAN,40.737369,-73.990268,5,2,52,1016124,1008460021,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737369, -73.990268)",11724,11,4,50,7
Retail,Home Furnishings,Duro Carpet,341 1st Avenue,"New York, NY",10003,,MANHATTAN,40.734834,-73.979894,6,2,64,1020527,1009250040,Gramercy                                                                   ,"(40.734834, -73.979894)",11729,71,4,50,7
Food and Drink,Casual Eateries,Milk Bar,251 East 13th Street,"New York, NY",10003,212-254-3500,MANHATTAN,40.732132,-73.986541,3,2,40,1006911,1004690037,East Village                                                               ,"(40.732132, -73.986541)",11724,70,4,50,5
Food and Drink,Casual Eateries,Chipotle,864 Broadway,"New York, NY",10003,212-253-7860,MANHATTAN,40.737385,-73.990239,5,2,52,1016126,1008460023,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737385, -73.990239)",11724,11,4,50,7
Food and Drink,Casual Eateries,Mapi Expresso and Sandwich Bar,1 West 13th Street,"New York, NY",10011,212-929-1041,MANHATTAN,40.735525,-73.994598,2,3,63,1009719,1005770042,West Village                                                               ,"(40.735525, -73.994598)",12074,57,4,10,3
Food and Drink,Restaurants,Taralucci e Vino,15 East 18th Street,"New York, NY",10003,212-288-5400,MANHATTAN,40.738118,-73.990856,5,2,52,1080753,1008470016,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738118, -73.990856)",11724,11,4,50,7
Food and Drink,Groceries and Liquors,PJs Grocery ,230 East 14th Street,"New York, NY",10003,212-614-8766,MANHATTAN,40.732941,-73.986372,3,2,40,1006903,1004690023,East Village                                                               ,"(40.732941, -73.986372)",11724,70,4,50,5
Food and Drink,Casual Eateries,Goodburger,870 Broadway,"New York, NY",10003,212-529-9100,MANHATTAN,40.737619,-73.990167,5,2,52,1016134,1008460054,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737619, -73.990167)",11724,11,4,50,7
Food and Drink,Groceries and Liquors,Union Square Wines & Spirits,140 4th Avenue,"New York, NY",10003,212-675-8100,MANHATTAN,40.733663,-73.989882,2,2,61,1087083,1005659021,West Village                                                               ,"(40.733663, -73.989882)",11724,57,4,50,5
Services,Health and Fitness,World Martial Arts Center,69 West 14th Street,"New York, NY",10011,212-941-8771,MANHATTAN,40.736875,-73.995663,5,3,54,1015283,1008160001,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736875, -73.995663)",12074,11,4,10,7
Food and Drink,Bars and Lounges,Bar Jamon,125 East 17th Street,"New York, NY",10003,212-253-2773,MANHATTAN,40.735771,-73.987111,6,2,50,1017846,1008730022,Gramercy                                                                   ,"(40.735771, -73.987111)",11724,71,4,50,7
Food and Drink,Restaurants,Capucine's Restaurant,325 2nd Avenue,"New York, NY",10003,212-460-8890,MANHATTAN,40.735293,-73.982806,6,2,48,1019591,1008990032,Gramercy                                                                   ,"(40.735293, -73.982806)",11724,71,4,50,7
Retail,Home Furnishings,Samson Mini Storage,35 West 13th Street,"New York, NY",10011,917-606-0888,MANHATTAN,40.735854,-73.995381,2,3,63,1009713,1005770019,West Village                                                               ,"(40.735854, -73.995381)",12074,57,4,10,3
Parking,Parking,Champion Parking,101 East 16th Street,"New York, NY",10003,212-358-1476,MANHATTAN,40.735867,-73.989153,5,2,50,1017819,1008720001,Gramercy                                                                   ,"(40.735867, -73.989153)",11724,11,4,50,7
Services,Medical and Veterinary,Hospital for Joint Diseases,301 East 17th Street,"New York, NY",10003,212-598-6000,MANHATTAN,40.73422,-73.983431,6,2,48,1020429,1009230001,Gramercy                                                                   ,"(40.73422, -73.983431)",11724,71,4,50,7
Food and Drink,Casual Eateries,University Place Gourmet,116 University Place,"New York, NY",10003,212-243-3139,MANHATTAN,40.734446,-73.992358,2,2,61,1009385,1005700022,West Village                                                               ,"(40.734446, -73.992358)",11724,57,4,50,3
Retail,Apparel and Footwear,The Children's Place,36 Union Square East,"New York, NY",10003,212-529-2201,MANHATTAN,40.736032,-73.989409,5,2,50,1017819,1008720001,Gramercy                                                                   ,"(40.736032, -73.989409)",11724,11,4,50,7
Food and Drink,Restaurants,Mizu Sushi,29 East 20th Street,"New York, NY",10003,212-505-6688,MANHATTAN,40.738963,-73.989243,5,2,52,1016205,1008490023,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738963, -73.989243)",12073,11,4,50,7
Retail,Books and News,Namaste Book Shop,2 West 14th Street,"New York, NY",10011,212-645-0141,MANHATTAN,40.736203,-73.994104,2,3,63,1009717,1005770039,West Village                                                               ,"(40.736203, -73.994104)",12074,57,4,10,3
