"organizationname","brooklyn","bronx","manhattan","queens","staten_island","fax","phone","url","nourl","description","outsideloc","outsidelocdesc","aging","anti_discrimination_human_rights","arts_culture","business","child_care_parent_information","community_service_volunteerism","counseling_support_groups","disabilities","domestic_violence","education","employment_job_training","health","homelessness","housing","immigration","legal_services","lesbian_gay_bisexual_and_or_transgender","personal_finance_financial_education","professional_association","veterans_military_families","victim_services","women_s_groups","youth_services","faith_based_organization","foundation","is_registered_with_the_attorney_general_s_office","new_york_city_agency","none_of_the_above","nonprofit","comments","other_government_organization","published","location_1","borough","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","address1","address2","city","postcode"
"The Family Center","Y","Y","Y","Y","Y","2127661696","2127664522","http://www.thefamilycenter.org","N","The Family Center works to create a more secure present and future for children whose parents have a life-threatening illness by providing comprehensive legal and social services, education and research. Our work is fueled by the belief that every child deserves an answer to the question: Who Will Take Care of Me?","N",,"Y","N","N","N","Y","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.753785, -73.993229)","MANHATTAN","40.753785","-73.993229","4","3","111","1013595","1007607501","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","315 West 36th Street, 4th Floor",,"New York","10018"
"New York City Housing Authority","Y","Y","Y","Y","Y",,"2126399675","http://www.nyc.gov/html/nycha/html/home/home.shtml","N","The New York City Housing Authority (NYCHA) provides decent and affordable housing in a safe and secure living environment for low and moderate- income residents throughout the five boroughs. To fulfill this mission, NYCHA must preserve its aging housing stock through timely maintenance and modernization of its developments. NYCHA also administers a citywide Section 8 Leased Housing Program in rental apartments. Simultaneously, we work to enhance the quality of life at NYCHA by offering our residents opportunities to participate in a multitude of community, educational and recreational programs, as well as job readiness and training initiatives.","N",,"N","N","Y","N","N","N","N","N","N","Y","Y","N","N","Y","N","N","N","N","N","N","N",,"N","N","N","N","Y","N","N",,"N","Published",,,,,,,,,,,,,"New York",
"Phoenix House - First Step Detoxification","N","N","Y","Y","N",,,"http://www.phoenixhouse.org/NewYork/GetHelp/Adult/Detox.html","N","First Step is the first program in New York State to combine medically supervised detox with long-term substance abuse treatment. New clients join in our comprehensive treatment program from day one -- while still in detox -- then continue on in our drug-free, residential treatment program. 

At First Step, we offer a comfortable, safe and effective detox from heroin and other opioids using the latest, state of the art tool: a medication called buprenorphine. New and FDA-approved, buprenorphine offers a gentle withdrawal, enabling clients to participate in treatment from day one. Of the first client group admitted into First Step, 90% completed the detoxification phase, and 76% continued into long-term treatment.","N",,"N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,"34-25 Vernon Blvd.",,"Long Island City",
"National Coalition Against Censorship","N","N","Y","N","N",,"2128076222","http://www.ncac.org",,"The National Coalition Against Censorship, an alliance of fifty-two participating organizations, is dedicated to protecting free expression and access to information ",,,"N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.745743, -73.994435)","MANHATTAN","40.745743","-73.994435","4","3","91","1015000","1008010001","Hudson Yards-Chelsea-Flatiron-Union Square                                 ","275 7th Avenue","#1504","New York","10001"
"STRIVE, Inc.","N","N","Y","N","N","2123605634","2123601100","http://www.striveinternational.org","N","STRIVEâ€™s mission is to help men and women achieve financial independence, to assist others in adopting the STRIVE model, and to encourage effective employment policies and practices nationwide. A job provides a participant with much more than financial independence. It brings about fundamental and permanent changes including improvements in parenting, child development, housing, nutrition, health care and education (of parents and children). Moreover, these improvements greatly benefit the communities and regions where STRIVE graduates live by adding to consumer spending, increasing tax rolls and lowering public support. The accomplishment of these outcomes, pursued with the backing of funders having related objectives, will always be STRIVEâ€™s purpose.","N",,"N","Y","N","Y","N","N","Y","N","N","Y","Y","N","N","N","N","N","N","N","Y","N","N",,"Y","N","N","N","N","N","Y",,"N","Published","(40.801647, -73.935017)","MANHATTAN","40.801647","-73.935017","11","8","194","1054629","1017870080","East Harlem North                                                          ","240 East 123rd Street","3rd Floor","New York","10035"
"New Era Veterans","N","Y","N","N","N","7189047001","7189047036","http://www.neweraveterans.com/","N","To promote increased knowledge of available services for veterans and their families and to provide safe, affordable housing and services for veterans throughout the 5 boroughs.","N",,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.829031, -73.8676)","BRONX    ","40.829031","-73.8676","9","18","70","2088552","2037520013","Soundview-Bruckner                                                         ","1150 Commonwealth Ave.",,"Bronx","10472"
"Brooklyn Public Library","Y","N","N","N","N",,"7182302100","http://www.brooklynpubliclibrary.org/","N","As an independent system, separate from the New York City and Queens libraries, Brooklyn Public Library serves the borough's 2.5 million residents, offering thousands of public programs, millions of books and use of more than 850 free Internet-accessible computers. Just some of the many things you can do at BPL:

Use our Articles & Databases to conduct research.
Learn about Brooklyn's rich history at the Brooklyn Collection. 
Get all the information you need to start your own enterprise at the Business Library. 
Learn a new language at the Multilingual Center. 
Attend an author reading, poetry discussion or other public program offered throughout the year. 


And much more. It's free - and it's at your doorstep in one of Brooklyn's 60 public libraries.","N",,"Y","N","Y","N","N","Y","N","Y","N","Y","Y","N","N","N","Y","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,,,"Brooklyn",
"Jewish Women's Foundation","N","N","Y","N","N","2128361831","2128361478","http://jwfny.org/index.html",,"Through the funding of innovative programs and advocacy efforts the Jewish Women's Foundation of New York is committed to addressing the unmet needs of Jewish women and girls in the New York area and beyond. We invite you to work with us toward these powe",,,"N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,"130 East 59th St.",,"New York",
"Lifeline Center For Child Development","N","N","N","Y","N","7182179566","7187404300","http://www.lifelinecenter.org/",,"A non-profit psychiatric day treatment center and Special education school",,,"N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,"80-09 Winchester Boulevard",,"Queens Village",
"Under 21/Convenant House New York","N","N","Y","N","N",,"2126130300",,,,,,"N","N","N","N","N","N","Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published","(40.758655, -73.995116)","MANHATTAN","40.758655","-73.995116","4","3","115","1080922","1010500001","Clinton                                                                    ","460 West 41st Street",,"New York","10036"
"South Asian Marrow Association of Recruiters","N","N","N","Y","N",,"7185920821","http://www.samarinfo.org/","N","South Asian Marrow Association of Recruiters (SAMAR) is a community based Network member of the National Marrow Donor Program (NMDP). 

We serve patients who need a hematopoietic stem cell transplant for leukemia, fatal blood disorders and other conditions requiring a cellular transplant for an improved life. Our focus is the South Asian community (people from India, Afghanistan, Bangladesh, East Africa, Guyana, Nepal, Pakistan, Sri Lanka, and West Indies) and other minority groups, such as African Americans, Asians/Pacific Islanders and Hispanics. 

Our goal is to educate and recruit potential marrow/blood stem cell donors in order to diversify the NMDP registry. We work to bring a smile back to life.","N",,"N","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,"55-13 96th Street",,"Rego Park",
"College and Community Fellowship","Y","Y","Y","Y","Y","2128171573","2128172017","http://www.collegeandcommunity.org","N","Provides support services to formerly incarcerated women who are enrolled in college and those who wish to enroll in college.","N",,"N","N","Y","N","N","Y","Y","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.748822, -73.984268)","MANHATTAN","40.748822","-73.984268","5","4","74","1017097","1008647502","Midtown-Midtown South                                                      ","365 5th Avenue","Room 5113","New York","10016"
"Institute for Human Identity","N","N","Y","N","N","2122433175","2122432830","http://www.ihi-therapycenter.org",,,,,"N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published",,,,,,,,,,,"160 West 24 St.",,"New York",
"New York Junior League","N","N","Y","N","N",,"2122886220","http://www.nyjl.org","N","The New York Junior League is an organization of women committed to promoting volunteerism, developing the potential of women, and improving communities through the effective action and leadership of trained volunteers. Its purpose is exclusively educational and charitable.","N",,"N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,"Y","N","N","N","N","N","Y",,"N","Published","(40.775871, -73.958966)","MANHATTAN","40.775871","-73.958966","8","4","140","1047491","1015080061","Upper East Side-Carnegie Hill                                              ","130 East 80th Street",,"New York","10021"
"City Bar Justice Center","N","N","Y","N","N","2122215318","2123826727","http://www.citybarjusticecenter.org","N","The City Bar Justice Center, the pro bono affiliate of the New York City Bar, increases access to justice by leveraging the resources of the New York City legal community. Justice Center projects are focused in three areas: Immigrant Justice, Economic Justice and Family Justice. The Justice Center also operates the cityâ€™s busiest legal hotline and engages in special projects. The Justice Center annually provides direct legal representation, information and advocacy to over 25,000 poor and vulnerable New Yorkers.","N",,"N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N",,"N","N","N","N","N","N","Y",,"N","Published","(40.755376, -73.981368)","MANHATTAN","40.755376","-73.981368","5","4","96","1034204","1012590014","Midtown-Midtown South                                                      ","42 West 44th St.",,"New York","10036"
