"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_est_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"2-03092-0006","1974 CROTONA AVENUE
Bronx, NY 
(40.845958864518, -73.890627388925)","2","10457","40.845929","-73.890676","6","17","371","2012615","2030920006","East Tremont                                                               ",,,,,"24100","265100","11","562000","23.32","2-03096-0052","2120 CROTONA AVENUE
Bronx, NY 
(40.848828938944, -73.88822348895)","EAST TREMONT","C1-WALK-UP","35","1914","24540","268281","10.93","695000","28.3","0.2","2-03107-0016","800 179 STREET
Bronx, NY 
(40.845173551374, -73.886736166802)","EAST TREMONT","C1-WALK-UP","29","1912","20300","273340","13.47","851000","41.9","0.2"
"2-03356-0096","316 211 STREET
Bronx, NY 
(40.880080323675, -73.873376960105)","2",,,,,,,,,,,,,,"16600","162313","9.78","386000","23.25","2-03198-0050","2324 DAVIDSON AVENUE
Bronx, NY 
(40.859689871225, -73.904226542105)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","17","1911","16560","134292","8.11","285000","17.21","2.1","2-03377-0047","256 237 STREET
Bronx, NY 
(40.898769353993, -73.868906437942)","WOODLAWN","C1-WALK-UP","17","1927","15480","142154","9.18","338000","21.83","1.3"
"2-03149-0061","2025 VALENTINE AVENUE
Bronx, NY 
(40.849455668917, -73.9009170266)","2","10457","40.851293","-73.900391","5","15","381","2013522","2031490061","Mount Hope                                                                 ",,,,,"37350","399645","10.7","1040000","27.8","2-03146-0023","2340 VALENTINE AVENUE
Bronx, NY 
(40.857919525087, -73.897691638469)","FORDHAM","D1-ELEVATOR","49","1927","38500","496189","12.89","1550000","40.3","0.45","2-03149-0118","253 181 STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","FORDHAM","D1-ELEVATOR","37","1939","32175","343431","10.67","890000","27.7","0.25"
"2-02443-9080","780 CONCOURSE VILLAGE
Bronx, NY 
(40.823141442756, -73.919767525003)","2",,,,,,,,,,,,,,"862500","10385103","12.04","29200000","33.9","2-02282-0018","430 138 STREET
Bronx, NY 
(40.80864958472, -73.921889633726)","MOTT HAVEN/PORT MORRIS","D7-ELEVATOR","155","1932","145936","1779558","12.19","5000000","34.3","0.95","2-02338-0003","2862 PARK AVENUE
Bronx, NY 
(40.818378839855, -73.924820026915)","MELROSE/CONCOURSE","D7-ELEVATOR","520","1974","547382","7114310","13","15100000","27.6","0.3"
"2-03627-0030","825 MORRISON AVENUE
Bronx, NY 
(40.820736499268, -73.872662106285)","2","10473","40.82084","-73.872649","9","17","28","2092725","2036270030","Soundview-Castle Hill-Clason Point-Harding Park                            ",,,,,"256750","2631687","10.25","5580000","21.73","2-03600-0004","1850 LAFAYETTE AVENUE
Bronx, NY 
(40.821617860617, -73.861075568077)","SOUNDVIEW","D7-ELEVATOR","955","1977","1021752","10917966","10.69","23100000","22.61","0.75","2-03623-0001","823 COLGATE AVENUE
Bronx, NY 
(40.819682545282, -73.879966195303)","SOUNDVIEW","D3-ELEVATOR","968","1969","1069698","10959184","10.25","26100000","24.4","0.2"
"2-05904-0086","3755 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10463","40.889213","-73.909777","8","11","30701","2085777","2059040086","North Riverdale-Fieldston-Riverdale                                        ",,,,,"151800","2018940","13.3","6290000","41.4","2-05903-0283","3611 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D3-ELEVATOR","123","1951","134000","1961368","14.64","6630000","49.5","0.15","2-05920-0687","699 239 STREET
Bronx, NY 
(40.889952051174, -73.915197373288)","RIVERDALE","D1-ELEVATOR","132","1962","160000","2359798","14.75","7980000","49.9","0.25"
"2-05259-0016","3410 DE REIMER AVENUE
Bronx, NY 
(40.879602192154, -73.836663182984)","2","10475","40.879631","-73.836703","12","12","46202","2072463","2052590016","Co-op City                                                                 ",,,,,"256000","3248780","12.69","10100000","39.5","2-02441-0001","2950 PARK AVENUE
Bronx, NY 
(40.820197407179, -73.922995025471)","MELROSE/CONCOURSE","D3-ELEVATOR","216","1983","257718","3297830","12.8","10300000","40","6.1","2-03895-0001","1500 NOBLE AVENUE
Bronx, NY 
(40.836597959481, -73.871325612634)","PARKCHESTER","D1-ELEVATOR","238","1965","265625","2898181","10.91","7510000","28.3","3.5"
"2-04291-0001","2075 WALLACE AVENUE
Bronx, NY 
(40.852425524595, -73.864920113098)","2","10462","40.85267","-73.864881","11","13","22404","2048821","2042910001","Pelham Parkway                                                             ",,,,,"174400","1907936","10.94","4950000","28.4","2-04286-0022","2100 BRONX PARK
Bronx, NY 
(40.853699684387, -73.869138050698)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","157","1929","168990","1849100","10.94","4790000","28.3","0.15","2-04291-0024","2131 WALLACE AVENUE
Bronx, NY 
(40.854141610891, -73.864860937708)","PELHAM PARKWAY SOUTH","D7-ELEVATOR","187","1929","178126","1980356","11.12","4710000","26.4","0"
"2-03201-0003","2506 DAVIDSON AVENUE
Bronx, NY 
(40.864337623241, -73.901029548299)","2","10468","40.864537","-73.900899","7","14","265","2014362","2032010003","Kingsbridge Heights                                                        ",,,,,"37000","351500","9.5","836000","22.59","2-03216-0016","1940 ANDREWS AVENUE
Bronx, NY 
(40.854998717974, -73.912950774843)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","43","1925","54150","505861","9.34","1070000","19.76","0.95","2-03225-0106","2326 LORING PLACE
Bronx, NY 
(40.861489315879, -73.908522883957)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","42","1928","39780","443379","11.15","1150000","28.9","0.5"
"2-03246-0056","3850 SEDGWICK AVENUE
Bronx, NY 
(40.882672795822, -73.895012697895)","2","10463","40.882693","-73.895039","8","11","409","2015229","2032460056","Van Cortlandt Village                                                      ",,,,,"141055","1489940","10.56","3860000","27.4","2-02880-0115","1655 UNDERCLIFF AVENUE
Bronx, NY 
(40.849390711945, -73.92181057046)","HIGHBRIDGE/MORRIS HEIGHTS","D3-ELEVATOR","125","1967","146286","1351677","9.24","2870000","19.62","2.5","2-03253-0063","2735 SEDGWICK AVENUE
Bronx, NY 
(40.870675595369, -73.902640773202)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","124","1922","137495","1611582","11.72","4530000","32.9","0.6"
"2-05904-0100","3725 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10463","40.888621","-73.91053","8","11","30701","2085778","2059040100","North Riverdale-Fieldston-Riverdale                                        ",,,,,"116424","1455300","12.5","4090000","35.1","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1228776","12.23","3450000","34.3","0.3","2-05874-1028","6629 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","84","1962","76009","1028922","13.54","3200000","42.1","1.55"
"2-02810-0026","250 178 STREET
Bronx, NY 
(40.850245148692, -73.903860214205)","2",,,,,,,,,,,,,,"70000","775600","11.08","1840000","26.3","2-02804-0052","215 MT HOPE PLACE
Bronx, NY 
(40.848372393423, -73.905774105232)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","73","1937","78000","864027","11.08","2050000","26.3","0.1","2-02807-0070","2015 CRESTON AVENUE
Bronx, NY 
(40.851983051778, -73.905583349029)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","67","1939","68000","500083","7.35","1060000","15.59","0.2"
"2-05787-0148","3260 NETHERLAND AVENUE
Bronx, NY 
(40.884244380439, -73.911409761735)","2","10463","40.884384","-73.911397","8","11","297","2084100","2057870148","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"51000","612000","12","1720000","33.7","2-05793-0467","3555 OXFORD AVENUE
Bronx, NY 
(40.88632086694, -73.908793797665)","RIVERDALE","D1-ELEVATOR","57","1960","72553","895116","12.34","2520000","34.7","0.1","2-05864-0516","6555 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","73","1961","62570","840222","13.43","2620000","41.9","1.7"
"2-03081-0042","2114 BELMONT AVENUE
Bronx, NY 
(40.849028021593, -73.889483192444)","2","10457","40.849035","-73.889507","6","15","373","2012360","2030810042","East Tremont                                                               ",,,,,"12200","136030","11.15","288000","23.61","2-03119-0066","2155 MOHEGAN AVENUE
Bronx, NY 
(40.846840732365, -73.882364940741)","EAST TREMONT","C1-WALK-UP","15","1912","10500","120750","11.5","339000","32.3","0.35","2-03134-0033","983 181 STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","EAST TREMONT","C1-WALK-UP","20","1913","18200","249053","13.68","776000","42.6","0.6"
"2-03069-0090","2039 HUGHES AVENUE
Bronx, NY 
(40.847947946162, -73.891103029216)","2","10457","40.848002","-73.891027","6","15","373","2012016","2030690090","East Tremont                                                               ",,,,,"13200","165528","12.54","465000","35.2","2-03061-0032","2005 MONTEREY AVENUE
Bronx, NY 
(40.847768862971, -73.894661913236)","EAST TREMONT","D1-ELEVATOR","18","1913","17407","196386","11.28","416000","23.9","0.15","2-03061-0034","547 MONTEREY AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","EAST TREMONT","D7-ELEVATOR","20","1913","18800","235663","12.54","500000","26.6","0.15"
"2-02510-0074","1201 SHAKESPEARE AVENUE
Bronx, NY 
(40.836895907503, -73.923360139285)","2","10452","40.836838","-73.923332","4","16","199","2003174","2025100074","Highbridge                                                                 ",,,,,"57230","580920","10.15","1230000","21.49","2-02529-0063","1261 MERRIAM AVENUE
Bronx, NY 
(40.839810599624, -73.926436676454)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","78","1930","72727","676710","9.3","1610000","22.14","0.25","2-02555-0013","592 OAK TERRACE
Bronx, NY 
(40.808870030461, -73.914416499858)","MOTT HAVEN/PORT MORRIS","D1-ELEVATOR","32","1925","23635","384033","16.25","1300000","55","1.95"
"2-03252-0209","80 GOUVERNEUR AVENUE
Bronx, NY 
(40.829223469784, -73.908419560941)","2",,,,,,,,,,,,,,"197406","2704462","13.7","5730000","29","2-02420-0120","280 161 STREET
Bronx, NY 
(40.825385656249, -73.917963755735)","MELROSE/CONCOURSE","D1-ELEVATOR","204","1980","239712","2764778","11.53","5860000","24.45","4.35","2-03124-0001","883 180 STREET
Bronx, NY 
(40.845219086535, -73.882815979207)","EAST TREMONT","D1-ELEVATOR","196","1979","181093","2610067","14.41","8820000","48.7","2.65"
"2-04594-0044","3215 OLINVILLE AVENUE
Bronx, NY 
(40.872476509864, -73.868257982978)","2","10467","40.871906","-73.868259","12","15","376","2056198","2045940044","Williamsbridge-Olinville                                                   ",,,,,"38150","457418","11.99","1290000","33.8","2-04340-0086","2255 BARKER AVENUE
Bronx, NY 
(40.858928423115, -73.869552167808)","BRONXDALE","D1-ELEVATOR","42","1964","31320","375680","11.99","1060000","33.8","0.85","2-04341-0075","2265 OLINVILLE AVENUE
Bronx, NY 
(40.85910364056, -73.868617810073)","BRONXDALE","D1-ELEVATOR","40","1962","31320","243478","7.77","516000","16.48","0.85"
"2-03280-0013","2962 DECATUR AVENUE
Bronx, NY 
(40.86829433307, -73.883727818096)","2","10458","40.868371","-73.883629","7","11","415","2016434","2032800013","Bedford Park-Fordham North                                                 ",,,,,"43195","508405","11.77","1430000","33.1","2-03285-0015","2970 MARION AVENUE
Bronx, NY 
(40.869508033605, -73.883373826927)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","36","1936","36185","395718","10.94","1030000","28.5","0.05","2-03297-0001","2929 BAINBRIDGE AVENUE
Bronx, NY 
(40.870190987252, -73.885584709637)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","55","1955","59085","743992","12.59","2090000","35.4","0.2"
"2-03151-0028","254 184 STREET
Bronx, NY 
(40.859037775738, -73.898140069093)","2",,,,,,,,,,,,,,"20955","204311","9.75","486000","23.19","2-03151-0022","2350 RYER AVENUE
Bronx, NY 
(40.858461074569, -73.898468547417)","FORDHAM","C1-WALK-UP","24","1923","17640","187954","10.65","487000","27.6","0","2-03174-0024","62 190 STREET
Bronx, NY 
(40.863075913342, -73.898678610307)","FORDHAM","C1-WALK-UP","26","1916","21190","221023","10.43","469000","22.13","0.3"
"2-04543-0001","3000 BRONX PARK
Bronx, NY 
(40.869715436196, -73.870483087816)","2","10467","40.856629","-73.875725","27","15","334",,,"park-cemetery-etc-Bronx                                                    ",,,,,"352360","4908374","13.93","10400000","29.5","2-04342-0010","2280 OLINVILLE AVENUE
Bronx, NY 
(40.859362051632, -73.868536757872)","BRONXDALE","D1-ELEVATOR","256","1965","255000","3151521","12.36","8860000","34.7","0.75","2-04633-0001","831 BARTHOLDI STREET
Bronx, NY 
(40.8738024884, -73.862386094326)","BRONXDALE","D1-ELEVATOR","122","1973","127629","1777643","13.93","4610000","36.1","0.45"
"2-05953-0545","5601 RIVERDALE AVENUE
Bronx, NY 
(40.904195036683, -73.905032116194)","2","10471","40.904261","-73.904975","8","11","323","2086329","2059530545","North Riverdale-Fieldston-Riverdale                                        ",,,,,"150700","1921425","12.75","5980000","39.7","2-05784-0340","500 235 STREET
Bronx, NY 
(40.885146854323, -73.907410007235)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","87","1954","92600","1246526","13.46","3880000","41.9","1.6","2-05920-0670","3801 HUDSON MANOR TERRACE
Bronx, NY 
(40.888545076654, -73.915673378076)","RIVERDALE","D1-ELEVATOR","135","1960","152400","2071191","13.59","6450000","42.3","1.25"
"2-04337-0001","601 PELHAM PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10467","40.857365","-73.870656","11","15","33201","2049724","2043370001","Bronxdale                                                                  ",,,,,"108757","1344236","12.36","3780000","34.8","2-04426-0017","2440 OLINVILLE AVENUE
Bronx, NY 
(40.862137546515, -73.86843904349)","BRONXDALE","D1-ELEVATOR","83","1965","95700","957693","10.01","2280000","23.82","0.35","2-04342-0010","2280 OLINVILLE AVENUE
Bronx, NY 
(40.859362051632, -73.868536757872)","BRONXDALE","D1-ELEVATOR","256","1965","255000","3151521","12.36","8860000","34.7","0.2"
"2-03283-0013","2716 MARION AVENUE
Bronx, NY 
(40.865770602573, -73.889241850695)","2","10458","40.865728","-73.889335","7","15","40502","2016495","2032830013","Bedford Park-Fordham North                                                 ",,,,,"88400","948532","10.73","2460000","27.8","2-03308-0051","253 202 STREET
Bronx, NY 
(40.872917301805, -73.88514514725)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","101","1965","101050","1129955","11.18","2930000","29","0.55","2-03320-0044","222 BEDFORD PARK
Bronx, NY 
(40.825576999979, -73.918448999722)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","63","1939","71250","732435","10.28","1740000","24.42","0.4"
"2-02508-0041","1015 ANDERSON AVENUE
Bronx, NY 
(40.832546713584, -73.926988212131)","2","10452","40.832599","-73.926947","4","8","189","2003144","2025080041","Highbridge                                                                 ",,,,,"23802","220645","9.27","468000","19.66","2-02674-0027","592 UNION AVENUE
Bronx, NY 
(40.813652237534, -73.904953255847)","MORRISANIA/LONGWOOD","C1-WALK-UP","43","1926","33890","534664","15.78","1810000","53","1.8","2-02427-0018","1268 CLAY AVENUE
Bronx, NY 
(40.833666143802, -73.909851664709)","MELROSE/CONCOURSE","C1-WALK-UP","12","1909","11345","102734","9.06","218000","19.22","0.95"
"2-05716-0265","2465 PALISADE AVENUE
Bronx, NY 
(40.879993624529, -73.922182352395)","2","10463","40.879903","-73.921405","8","11","29301","2083231","2057160265","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"85117","1106521","13","3450000","40.5","2-05784-0340","500 235 STREET
Bronx, NY 
(40.885146854323, -73.907410007235)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","87","1954","92600","1246526","13.46","3880000","41.9","0.85","2-05723-0100","500 KAPPOCK STREET
Bronx, NY 
(40.877254092404, -73.917945168665)","RIVERDALE","D1-ELEVATOR","82","1950","59142","1204598","20.37","4500000","76","0.15"
"2-03255-0065","3355 SEDGWICK AVENUE
Bronx, NY 
(40.880464017369, -73.896718715689)","2","10463","40.879654","-73.896953","8","11","279","2015661","2032550065","Van Cortlandt Village                                                      ",,,,,"117045","1230142","10.51","3190000","27.3","2-03262-0077","114 238 STREET
Bronx, NY 
(40.88322655621, -73.897831894887)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","139","1928","115428","1426786","12.36","4010000","34.7","0.2","2-04323-0018","2160 MATTHEWS AVENUE
Bronx, NY 
(40.855584960591, -73.862859391516)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","133","1964","136122","1793068","13.17","5580000","41","2.5"
"2-02763-0227","750 FAILE STREET
Bronx, NY 
(40.81564596217, -73.88689759368)","2",,,,,,,,,,,,,,"108306","1435715","13.26","3040000","28.1","2-02740-0001","893 HUNTS POINT AVENUE
Bronx, NY 
(40.819196944722, -73.889642115967)","HUNTS POINT","D7-ELEVATOR","26","1914","24640","340920","13.84","723000","29.3","0.2","2-02762-0181","1325 LAFAYETTE AVENUE
Bronx, NY 
(40.817066107789, -73.885839949866)","HUNTS POINT","D7-ELEVATOR","60","1931","67800","617868","9.11","1470000","21.68","0.15"
"2-03931-0006","1910 MC GRAW AVENUE
Bronx, NY 
(40.834532887062, -73.861460203206)","2","10462","40.834548","-73.861478","9","18","21602",,,"Parkchester                                                                ",,,,,"57000","359670","6.31","763000","13.39","2-04430-0028","2455 CRUGER AVENUE
Bronx, NY 
(40.862858472684, -73.866455973963)","BRONXDALE","D1-ELEVATOR","54","1928","66368","416355","6.27","883000","13.3","1.95","2-04432-0028","750 MACE AVENUE
Bronx, NY 
(40.863144656475, -73.865431662501)","PELHAM PARKWAY NORTH","D7-ELEVATOR","58","1928","67400","425013","6.31","901000","13.37","1.95"
"2-03567-0001","633 OLMSTEAD AVENUE
Bronx, NY 
(40.819362809884, -73.851298673366)","2","10473","40.819333","-73.851267","9","18","74","2092669","2035670001","Soundview-Castle Hill-Clason Point-Harding Park                            ",,,,,"598478","6912420","11.55","14700000","24.56","2-03132-0001","989 179 STREET
Bronx, NY 
(40.842414910977, -73.880513052387)","EAST TREMONT","D1-ELEVATOR","328","1974","402290","4467941","11.11","9470000","23.54","2.1","2-03681-0001","2001 STORY AVENUE
Bronx, NY 
(40.824675513051, -73.855564651268)","CASTLE HILL/UNIONPORT","D3-ELEVATOR","355","1973","421833","5209624","12.35","12400000","29.4","0.4"
"2-05716-0500","2500 JOHNSON AVENUE
Bronx, NY 
(40.877230807923, -73.917899032971)","2","10463","40.877162","-73.917861","8","11","29302","2083245","2057160500","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"466400","6366360","13.65","19800000","42.5","2-03681-0001","2001 STORY AVENUE
Bronx, NY 
(40.824675513051, -73.855564651268)","CASTLE HILL/UNIONPORT","D3-ELEVATOR","355","1973","421833","5209624","12.35","12400000","29.4","5.1","2-05909-0825","630 246 STREET
Bronx, NY 
(40.892304399856, -73.911313521866)","RIVERDALE","D3-ELEVATOR","403","1958","443283","9589106","21.63","39700000","90","1.05"
"2-03901-0031","1430 THIERIOT AVENUE
Bronx, NY 
(40.836090745979, -73.86516757362)","2","10460","40.836194","-73.865208","9","18","21601","2092915","2039010031","West Farms-Bronx River                                                     ",,,,,"217800","2868426","13.17","8930000","41","2-04178-0010","3555 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","SCHUYLERVILLE/PELHAM BAY","D3-ELEVATOR","142","1960","112000","1426482","12.74","4010000","35.8","2.05","2-04323-0018","2160 MATTHEWS AVENUE
Bronx, NY 
(40.855584960591, -73.862859391516)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","133","1964","136122","1793068","13.17","5580000","41","1.3"
