"date_and_time_of_initial","date_and_time_of_ranger","borough","property","location","species_description","call_source","species_status","animal_condition","duration_of_response","age","animal_class","_311sr_number","final_ranger_action","of_animals","pep_response","animal_monitored","rehabilitator","hours_spent_monitoring","police_response","esu_response","acc_intake_number"
"2021-03-26T09:00:00.000","2021-03-26T14:00:00.000","Brooklyn","Coney Island Beach &amp; Boardwalk","NY Aquarium","Black Scoter","Public","Native","Unhealthy","3.5","Adult","Birds","311-05784053","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2021-03-25T16:15:00.000","2021-03-25T16:30:00.000","Manhattan","Central Park","E 102nd St adjacent to the Park","Red-tailed Hawk","Public","Native","Healthy","1","Juvenile","Raptors",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-03-25T15:00:00.000","2021-03-25T15:30:00.000","Brooklyn","Prospect Park","Lincoln Road entrance","Dog","Public","Domestic","Healthy","0.5","Adult","Domestic","311-057839-67","Rehabilitator","1","false","false","Sean Casey Animal Rescue",,"false","false",
"2021-03-25T11:15:00.000","2021-03-25T11:35:00.000","Staten Island","Silver Lake Park","Next to Lake on Forest Avenue side","Muskrat","Public","Native","Healthy","1","Adult","Small Mammals-non RVS","311-05782941","Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-03-25T10:30:00.000","2021-03-25T10:32:00.000","Queens","Forest Park","40.701150,-73.857742  In front of Shops","Raccoon","Employee","Native","Unhealthy","1.5","Juvenile","Small Mammals-RVS","311-05781824","ACC","1","false","false",,,"false","false","113745"
"2021-03-24T09:08:00.000","2021-03-25T09:30:00.000","Manhattan","Morningside Park","Parkhouse at 112th & Manhattan Ave 40.802410, -73.958978","Raccoon","Central","Native","Unhealthy","2","Juvenile","Small Mammals-RVS","311-05780846","ACC","1","false","true",,"1","false","false","154979"
"2021-03-24T09:00:00.000","2021-03-24T09:00:00.000","Brooklyn","Canarsie Park","Vicinity of Skate Park","Chicken","Central","Domestic","Healthy","3","Adult","Domestic;#Birds","311-05772838","ACC","9","false","false",,,"false","false","154888"
"2021-03-23T11:50:00.000","2021-03-23T11:50:00.000","Queens","Broad Channel American Park","40.5955364, -73.8241701","Canada Goose","Observed by Ranger","Native","DOA","0.25","Adult","Birds",,"Advised/Educated others","1","false","false",,,"false","false",
"2021-03-19T10:10:00.000","2021-03-19T10:15:00.000","Bronx","Crotona Park","Northwest Corner of Indian Lake","Scaup","Central","Native","Injured","1.75","Adult","Birds","311-05725498","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2021-03-18T11:30:00.000","2021-03-19T10:40:00.000","Bronx","Pelham Bay Park","Pelham Bay Park West & Ropes Avenue","White-tailed Deer","Public","Native","DOA","1","Adult","Deer",,"Advised/Educated others","1","false","true",,"0.5","false","false",
"2021-03-18T11:30:00.000","2021-03-18T11:45:00.000","Bronx","Pelham Bay Park","Pelham Bay Park West & Ropes Avenue","White-tailed Deer","Public","Native","Injured","1","Adult","Deer",,"Monitored Animal","1","false","true",,"0.5","false","false",
"2021-03-17T17:15:00.000","2021-03-17T17:30:00.000","Queens","Bowne Park","Near Bowne Lake","Canada Goose","Central","Native","Healthy","1.5","Adult","Birds",,"Monitored Animal","1","false","true",,"0.25","false","false",
"2021-03-16T09:15:00.000","2021-03-16T09:15:00.000","Queens","Forest Park","40.701110, -73.859041","Raccoon","Employee","Native","Unhealthy","1","Adult","Small Mammals-RVS","311-05696558","ACC","1","false","false",,,"false","false","113251"
"2021-03-15T11:30:00.000","2021-03-15T11:45:00.000","Brooklyn","Prospect Park","Boat House","Budgerigar Parakeet","Public","Domestic","Healthy","2","Adult","Domestic;#Birds",,"ACC","1","false","false",,,"false","false","113223"
"2021-03-12T15:30:00.000","2021-03-12T15:30:00.000","Manhattan","Hamilton Fish Park","Front of park","Rock Dove","Public","Native","Unhealthy","0.25","Adult","Birds",,"Advised/Educated others","1","false","false",,,"false","false",
"2021-03-12T11:10:00.000","2021-03-12T23:30:00.000","Brooklyn","Prospect Park","Lake Side and LeFrak","Eastern Gray Squirrel","Employee","Native","Injured","2","Adult","Small Mammals-non RVS","311-05663800","Rehabilitator","1","false","false","Kris Bevilacqua",,"false","false",
"2021-03-12T10:00:00.000","2021-03-12T10:00:00.000","Staten Island","Blue Heron Park","Spring Pond","Frog (Unknown)","Observed by Ranger","Native","Healthy","0.5","Infant","Terrestrial Reptile or Amphibian",,"Relocated/Condition Corrected","30","false","false",,,"false","false",
"2021-03-11T09:30:00.000","2021-03-11T10:00:00.000","Staten Island","Clove Lakes Park","In woods behind Ice Skating Rink","White-tailed Deer","Public","Native","DOA","6","Adult","Deer","311-05651263","Relocated/Condition Corrected","1","true","false",,,"true","false",
"2021-03-11T11:00:00.000","2021-03-11T11:06:00.000","Queens","Oakland Gardens","Cloverdale Blvd entrance to Oakland Lake","Red-Eared Slider","Employee","Invasive","Injured","1","Juvenile","Terrestrial Reptile or Amphibian","311-05649484","ACC","1","true","false",,,"false","false","153730"
"2021-03-11T09:20:00.000","2021-03-11T09:25:00.000","Queens","Hoffman Park","Behind the concrete bleachers near 58th Ave and Hoffman Dr","Cat","Central","Domestic","Unhealthy","1.75","Adult","Domestic","311-05647659","ACC","1","false","false",,,"false","false","112985"
"2021-03-10T08:00:00.000","2021-03-10T08:45:00.000","Manhattan","Central Park","Reservoir running path near South Pump House","Hamster","Public","Domestic","N/A","0.25","Adult","Domestic;#Small Mammals-non RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-02-05T18:54:00.000","2020-02-06T10:30:00.000","Manhattan","Central Park","Harlem Meer","Canada Goose","Other","Native","Injured","1","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-03-09T12:00:00.000","2021-03-09T12:00:00.000","Brooklyn","Marine Park","Salt Marsh Nature Center","Canada Goose","Public","Native","Unhealthy","1","Adult","Birds","311-05631228","ACC","1","false","false",,,"false","false","112883"
"2021-03-09T09:10:00.000","2021-03-09T09:16:00.000","Staten Island","Greenbelt White trail","Ashworth Ave. and Lovell Ave.","White-tailed Deer","Central","Native","Injured","0.75","Adult","Deer",,"Unfounded","0","false","false",,,"false","false",
"2021-03-09T09:00:00.000","2021-03-09T09:05:00.000","Staten Island","Blue Heron Park","Blue Heron Nature Center","White-throated Sparrow","Observed by Ranger","Native","DOA","0.1","Adult","Birds",,"Relocated/Condition Corrected","2","false","false",,,"false","false",
"2021-03-07T09:00:00.000","2021-03-07T12:40:00.000","Staten Island","Joseph Manna Park","In shrubs","White-tailed deer","Employee","Native","DOA","1","Juvenile","Deer",,"Advised/Educated others","1","false","false",,,"false","false",
"2021-03-07T07:53:00.000","2021-03-07T08:09:00.000","Queens","Phil ""Scooter"" Rizzuto Park","Park","Chicken","Central","Domestic","Healthy","0.5","Adult","Domestic;#Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-03-06T15:00:00.000","2021-03-06T15:10:00.000","Staten Island","Wolfe's Pond Park","Holton Ave/Purdy Pl near pond","Rough-legged Hawk","Public","Native","Injured","1.5","Adult","Raptors","311-05603772","Rehabilitator","1","false","false","Bobby Horvath",,"false","false",
"2021-03-04T17:30:00.000","2021-03-04T17:30:00.000","Bronx","Pelham Bay Park","Path behind Orchard Beach Nature Center","Red-Shouldered Hawk","Observed by Ranger","Native","DOA","0.25","Adult","Raptors",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-03-04T17:00:00.000","2021-03-04T16:45:00.000","Bronx","Pelham Bay Park","Twin Island Shoreline","White-tailed Deer","Public","Native","DOA","0.75","Juvenile","Deer",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-03-04T09:30:00.000","2021-03-04T10:00:00.000","Manhattan","Morningside Park","Pond","Canada Goose","Employee","Native","Injured","0.5","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-03-03T15:00:00.000","2021-03-03T15:30:00.000","Brooklyn","Prospect Park","LeFrak Center","Raccoon","Central","Native","N/A","0.5","Adult","Small Mammals-RVS","311-05569987","Unfounded","0","false","false",,"1","false","false",
"2021-03-03T11:25:00.000","2021-03-03T12:30:00.000","Queens","Crocheron Park","Golden Pond","Mute Swan","Public","Invasive","Injured","0.25","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-03-01T13:30:00.000","2021-03-03T13:45:00.000","Manhattan","Inwood Hill Park","Orange Trail, 40°52'26.4""N 73°55'26.3""W","Raccoon","Employee","Native","DOA","1.5","Adult","Small Mammals-RVS","311-05570420","ACC","1","false","false",,,"false","false","112611"
"2021-03-03T11:30:00.000","2021-03-03T11:30:00.000","Staten Island","Willowbrook Park","Near comfort station","Duck (Unknown)","Employee","Native","Injured","1","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-03-03T09:00:00.000","2021-03-03T09:30:00.000","Staten Island","William T. Davis Wildlife Refuge","Behind the Parks house at 2226 Richmond Ave","White-tailed Deer","Employee","Native","Injured","2","Adult","Deer","311-05568484","Advised/Educated others","1","false","true",,"2","false","true",
"2021-03-02T16:33:00.000","2021-03-03T16:45:00.000","Queens","Forest Park","Myrtle Ave and Park Lane South by 112th Street 40°42'08.1""N 73°50'24.6""W 40.702256, -73.840160","Raccoon","Employee","Native","Unhealthy","1.25","Adult","Small Mammals-RVS","311-05562057","ACC","1","false","false",,,"false","false","112567"
"2021-03-02T09:30:00.000","2021-03-02T11:00:00.000","Manhattan","Riverside Park","Riverbank Playground","Eastern Gray Squirrel","Employee","Native","N/A","1","Adult","Small Mammals-non RVS",,"Unfounded","0","false","false",,,"false","false",
"2021-03-02T11:00:00.000","2021-03-02T11:30:00.000","Brooklyn","Canarsie Park","Bike path on Paerdegat Ave N between Paerdegat 11th St and Paerdegat 12th St","Mute Swan","Public","Invasive","Injured","2.5","Adult","Birds",,"Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2021-03-01T14:35:00.000","2021-03-01T14:40:00.000","Bronx","Pelham Bay Park","Near Stadium Ave and Watt Ave","Red-Shouldered Hawk","Central","Native","Injured","2","Juvenile","Raptors","311-05549910","Rehabilitator","1","true","false","Bobby Horvath",,"false","false",
"2021-02-28T09:10:00.000","2021-02-28T10:40:00.000","Staten Island","Midland Beach","Soccer Field","Domestic Goose","Employee","Domestic","Healthy","0.75","Adult","Domestic;#Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-02-27T14:00:00.000","2021-02-27T14:15:00.000","Brooklyn","Coney Island Beach and Boardwalk","Brighton Beach near Coney Island Ave","Snowy Owl","Public","Native","Unhealthy","2","Adult","Raptors","311-05533249","Rehabilitator","1","false","false","Bobby Horvath",,"false","false",
"2021-02-26T15:55:00.000","2021-02-26T16:00:00.000","Queens","Oakland Gardens","Springfield Blvd and 47 Ave","Dog","Public","Domestic","Healthy","1","Adult","Domestic",,"Unfounded","0","false","false",,,"false","false",
"2021-02-26T15:45:00.000","2021-02-26T15:45:00.000","Bronx","Pelham Bay Park","North Picnic Area","Canada Goose","Observed by Ranger","Native","Injured","0.25","Adult","Birds",,"Monitored Animal","1","false","true",,"0.25","false","false",
"2021-02-26T15:30:00.000","2021-02-26T15:30:00.000","Queens","St. Albans Park","Central green opposite of Sayers Ave, base of large tree","Eastern Gray Squirrel","Observed by Ranger","Native","DOA","0.25","Adult","Small Mammals-non RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-02-26T12:27:00.000","2021-02-26T14:30:00.000","Manhattan","Central Park","Strawberry Fields, W 72nd St and West Dr","Eastern Gray Squirrel","Central","Native","N/A","0.5","Adult","Small Mammals-non RVS","311-05523048","Unfounded","0","false","false",,,"false","false",
"2021-02-26T15:30:00.000","2021-02-26T16:00:00.000","Brooklyn","Brooklyn Bridge Park","Pier 6","Virginia Opossum","Employee","Native","Healthy","0.5","Adult","Small Mammals-non RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-02-26T11:00:00.000","2021-02-26T12:00:00.000","Brooklyn","McCarren Park","North 12th St and Driggs Ave","Eastern Gray Squirrel","Employee","Native","Unhealthy","1","Adult","Small Mammals-non RVS","311-05525809","Rehabilitator","1","false","true","Kris Bevilacqua","1","false","false",
"2021-02-25T10:00:00.000","2021-02-25T11:15:00.000","Manhattan","Fort Tryon Park","Bennett Ave and 190th St","Chicken","Employee","Domestic","Unhealthy","1.5","Juvenile","Domestic;#Birds","311-05511980","ACC","3","false","false",,,"false","false","152663"
"2021-02-24T13:46:00.000","2021-02-24T13:47:00.000","Queens","Broad Channel American Park","Cross Bay Blvd and W 22nd Rd","Brant Goose","Observed by Ranger","Native","Injured","0.75","Adult","Birds","311-05505747","ACC","1","false","false",,,"false","false","112291"
"2021-02-23T12:00:00.000","2021-02-24T12:45:00.000","Bronx","Henry Hudson Park","Entire park","Canada Goose","Public","Native","Injured","0.25","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-02-23T13:30:00.000","2021-02-23T13:40:00.000","Manhattan","Central Park","Wollman Rink","Red-tailed Hawk","Employee","Native","Healthy","0.5","Juvenile","Raptors",,"Unfounded","0","false","false",,,"false","false",
"2021-02-23T10:10:00.000","2021-02-23T10:17:00.000","Queens","St. Michael's Playground","Playground area near 31st Ave","Dog","Central","Domestic","Unhealthy","2.25","Adult","Domestic","31105495398","ACC","1","false","false",,,"false","false","112219"
"2021-02-21T13:40:00.000","2021-02-21T13:45:00.000","Brooklyn","Prospect Park","Terrace Bridge","Raccoon","Employee","Native","Unhealthy","1","Adult","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2021-02-20T16:00:00.000","2021-02-20T16:00:00.000","Manhattan","Inwood Hill Park","On Sidewalk bordering Payson Playground","Rock Dove","Public","Native","DOA","0.25","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-02-20T14:00:00.000","2021-02-20T14:00:00.000","Manhattan","Washington Square Park","Just West of the fountain in the center of the park","Eastern Gray Squirrel","Public","Native","DOA","0.25","Adult","Small Mammals-non RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-02-19T15:45:00.000","2021-02-19T16:15:00.000","Brooklyn","Canarsie Park","Park House","Dog","Employee","Domestic","Injured","1.5","Adult","Domestic","311-05466125","ACC","1","false","false",,,"false","false","112054"
"2021-02-17T09:00:00.000","2021-02-17T10:00:00.000","Bronx","Pelham Bay Park","40.848903,-73.815868","Harp Seal","Other","Native","DOA","5","Juvenile","Marine Mammals-seals only",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2021-02-17T10:44:00.000","2021-02-17T11:30:00.000","Queens","Motor Parkway","209 St/Vanderbilt Motor Parkway","Chicken","Central","Domestic","Healthy","1.5","Adult","Birds;#Domestic","311-05446012","ACC","3","false","false",,,"false","false","111947"
"2021-02-16T17:45:00.000","2021-02-17T07:30:00.000","Queens","Bowne Park","Bowne Lake","Canada Goose","Public","Native","Injured","2","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-02-16T14:45:00.000","2021-02-16T14:47:00.000","Bronx","Shoelace Park","Under Bench at 222nd St and Bronx Blvd","Virginia Opossum","Central","Native","Injured","3","Adult","Small Mammals-non RVS","311-05439250","ACC","1","false","false",,,"false","false","111901"
"2021-02-16T12:20:00.000","2021-02-16T12:30:00.000","Manhattan","Central Park","Pinetum","Red-tailed Hawk","Employee","Native","Healthy","0.5","Juvenile","Raptors",,"Monitored Animal","1","false","true",,"0.5","false","false",
"2021-02-14T15:30:00.000","2021-02-14T15:35:00.000","Manhattan","Martin Luther King Jr. Park","Playground","Canada Goose","Central","Native","N/A","1","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2021-02-15T10:05:00.000","2021-02-15T10:10:00.000","Bronx","Fort Independence Playground","On a bench next to the comfort station","Cat","Central","Domestic","Healthy","1.5","Juvenile","Domestic","311-05428833","ACC","1","false","false",,,"false","false","151816"
