FID,omschr,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,begintijd,eindtijd,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
maximum_snelheden_wegvak_overdag.1106,100,H,600215783,2020-04-01T00:00:00,0,357,6,19,060021578320200401,KLK0008224428,L,A,,"LINESTRING (190111.80730000138 326507.31639999896, 190104.4589000009 326540.2316999994, 190093.34640000015 326583.83509999886, 190083.60970000178 326625.8511000015, 190078.000500001 326654.1086000018, 190063.9246999994 326724.1704000011, 190056.30460000038 326755.0738000013, 190044.98050000146 326787.24720000103, 190036.09039999917 326807.5672999993, 190014.67500000075 326842.78770000115, 190011.83480000123 326847.54459999874)"
maximum_snelheden_wegvak_overdag.1107,30,H,367071004,2020-04-01T00:00:00,30,181,0,0,036707100420200401,KLK0008191600,L,I,,"LINESTRING (183899.60920000076 335707.9770999998, 183901 335710, 183916 335730, 183971 335805, 183989 335830)"
maximum_snelheden_wegvak_overdag.1109,100,H,367071015,2020-04-01T00:00:00,0,129,6,19,036707101520200401,KLK0008191605,L,I,,"LINESTRING (183796.4849999994 335587.5549999997, 183812.62999999896 335605.72399999946, 183875 335676, 183883 335683)"
maximum_snelheden_wegvak_overdag.1110,30,H,368071020,2020-04-01T00:00:00,0,19,0,0,036807102020200401,KLK0008191600,L,I,,"LINESTRING (184090 335971, 184100.62999999896 335986.74810000136)"
maximum_snelheden_wegvak_overdag.1112,100,H,368071020,2020-04-01T00:00:00,19,105,6,19,036807102020200401,KLK0008191604,L,I,,"LINESTRING (184100.62999999896 335986.74810000136, 184117 336011, 184144.7589999996 336060.2719999999)"
maximum_snelheden_wegvak_overdag.1113,100,H,600146836,2020-05-01T00:00:00,0,120,0,0,060014683620200501,KLK0008571102,L,I,,"LINESTRING (199303.64970000088 573154.4404999986, 199186.57400000095 573179.381000001)"
maximum_snelheden_wegvak_overdag.1114,100,H,600147181,2020-05-01T00:00:00,0,41,0,0,060014718120200501,KLK0008571102,L,I,,"LINESTRING (199341.1911999993 573138.2558000013, 199303.64970000088 573154.4404999986)"
maximum_snelheden_wegvak_overdag.1115,30,H,600152691,2020-04-01T00:00:00,0,248,0,0,060015269120200401,KLK0008770772,L,I,,"LINESTRING (255518 478558, 255502 478537, 255491 478525, 255469 478508, 255449 478491, 255387 478434, 255348 478408, 255334 478394)"
maximum_snelheden_wegvak_overdag.1116,100,H,600152699,2020-04-01T00:00:00,0,22,6,19,060015269920200401,KLK0008770777,L,I,,"LINESTRING (255647 478695, 255629.4728000015 478681.7034999989)"
maximum_snelheden_wegvak_overdag.1118,30,H,600152699,2020-04-01T00:00:00,22,191,0,0,060015269920200401,KLK0008770772,L,I,,"LINESTRING (255629.4728000015 478681.7034999989, 255618 478673, 255548 478608, 255535 478592, 255530 478581, 255518 478558)"
maximum_snelheden_wegvak_overdag.1119,30,H,600153281,2020-04-01T00:00:00,0,40,0,0,060015328120200401,KLK0008770772,L,I,,"LINESTRING (255334 478394, 255324.22100000083 478378.68299999833, 255309.80200000107 478362.67599999905)"
maximum_snelheden_wegvak_overdag.1120,100,H,600153286,2020-04-01T00:00:00,0,70,6,19,060015328620200401,KLK0008770777,L,I,,"LINESTRING (255709.26799999923 478723.1499999985, 255702 478717, 255683 478705, 255674 478700, 255659 478695, 255647 478695)"
maximum_snelheden_wegvak_overdag.1122,30,H,509355013,2020-04-01T00:00:00,0,158,0,0,050935501320200401,KLK0008770765,R,I,,"LINESTRING (254830 477967, 254840 477977, 254964 478049)"
maximum_snelheden_wegvak_overdag.1126,30,H,509356022,2020-04-01T00:00:00,0,202,0,0,050935602220200401,KLK0008770765,R,I,,"LINESTRING (254964 478049, 254978 478074, 254988 478085, 255000 478093, 255050 478126, 255119 478174)"
maximum_snelheden_wegvak_overdag.1127,100,H,600150073,2020-08-01T00:00:00,0,26,0,0,060015007320200801,KLK0008123133,L,I,,"LINESTRING (224920.9919999987 507465.55099999905, 224945.688000001 507458.6220000014)"
maximum_snelheden_wegvak_overdag.1128,70,H,600406337,2020-08-01T00:00:00,0,35,0,0,060040633720200801,KLK0008075061,L,I,,"LINESTRING (131229.79919999838 549231.4173000008, 131223.0469999984 549213.2710000016, 131216 549199)"
maximum_snelheden_wegvak_overdag.1129,80,H,600401903,2020-08-01T00:00:00,0,12,0,0,060040190320200801,KLK0010303175,L,I,,"LINESTRING (191037.59540000185 434884.4871999994, 191025.7950000018 434884.0560000017)"
maximum_snelheden_wegvak_overdag.1130,50,H,600401908,2020-08-01T00:00:00,0,12,0,0,060040190820200801,KLK0008093291,R,I,,"LINESTRING (191026.7659999989 434875.0709999986, 191039.15139999986 434875.4816999994)"
maximum_snelheden_wegvak_overdag.1131,100,H,600114097,2020-08-01T00:00:00,0,167,6,19,060011409720200801,KLK0008640752,L,I,,"LINESTRING (104506.27699999884 411480.12999999896, 104508.34099999815 411503.23600000143, 104503.86100000143 411532.3500000015, 104481.56899999827 411586.84800000116, 104455.44200000167 411635.45800000057)"
maximum_snelheden_wegvak_overdag.1133,70,H,449414019,2020-08-01T00:00:00,0,38,0,0,044941401920200801,KLK0008448672,R,I,,"LINESTRING (224924.12299999967 507474.5729999989, 224925.23900000006 507481.006000001, 224922.7259999998 507493.4450000003, 224917.96700000018 507499.92500000075, 224908.58199999854 507506.08900000155)"
maximum_snelheden_wegvak_overdag.1134,70,H,600150072,2020-08-01T00:00:00,0,40,0,0,060015007220200801,KLK0009659633,L,I,,"LINESTRING (224896.22700000182 507508.5, 224889.0159999989 507506.4389999993, 224881.86199999973 507504.5729999989, 224873.61899999902 507499.28500000015, 224870.45699999854 507496.4149999991, 224867.31799999997 507490.9210000001, 224866.35700000077 507486.01099999994)"
maximum_snelheden_wegvak_overdag.1135,70,H,465416016,2020-08-01T00:00:00,0,45,0,0,046541601620200801,KLK0008123095,R,I,,"LINESTRING (232970.3669999987 508035.64499999955, 232969.1409999989 508038.5689999983, 232962.76300000027 508044.26399999857, 232953.87999999896 508048.8189999983, 232948.64200000092 508049.73000000045, 232936.7969999984 508050.1860000007, 232930.64799999818 508049.73000000045)"
maximum_snelheden_wegvak_overdag.1136,30,H,194212002,2020-07-01T00:00:00,0,243,0,0,019421200220200701,KLK0008696383,L,I,,"LINESTRING (97407 406187, 97441 406226, 97458 406247, 97461 406250, 97465 406255, 97471 406255, 97569 406366)"
maximum_snelheden_wegvak_overdag.1137,80,H,600404664,2020-08-01T00:00:00,0,278,0,0,060040466420200801,KLK0010041255,R,I,,"LINESTRING (232730.31590000167 443390.0918999985, 232735.1678000018 443390.16429999843, 232743.72069999948 443397.30319999903, 232760.3249000013 443412.0142999999, 232773.27980000153 443423.44110000134, 232779.02739999816 443428.9149999991, 232790.52259999886 443440.59259999916, 232806.37409999967 443454.64229999855, 232820.05889999866 443467.0042000003, 232833.58399999887 443478.97839999944, 232848.933699999 443492.4807000011, 232863.55579999834 443505.44110000134, 232938.92980000004 443571.85350000113)"
maximum_snelheden_wegvak_overdag.1139,80,H,600215783,2020-04-01T00:00:00,357,402,0,0,060021578320200401,KLK0008224549,L,I,,"LINESTRING (190011.83480000123 326847.54459999874, 189997.34849999845 326871.8071999997, 189986.80029999837 326884.43730000034)"
maximum_snelheden_wegvak_overdag.1140,70,H,219433020,2020-05-01T00:00:00,0,72,0,0,021943302020200501,KLK0008249522,R,I,,"LINESTRING (109792.52699999884 516602.4510000013, 109802 516602, 109841 516629, 109844 516631, 109845.6090000011 516642.7980000004)"
maximum_snelheden_wegvak_overdag.1141,100,H,510356018,2020-04-01T00:00:00,53,67,6,19,051035601820200401,KLK0008770767,R,I,,"LINESTRING (255158.21680000052 478209.6517000012, 255163 478214, 255168.5390000008 478218.70800000057)"
maximum_snelheden_wegvak_overdag.1143,30,H,510356018,2020-04-01T00:00:00,0,53,0,0,051035601820200401,KLK0008770765,R,I,,"LINESTRING (255119 478174, 255158.21680000052 478209.6517000012)"
maximum_snelheden_wegvak_overdag.1144,100,H,600137828,2020-05-01T00:00:00,0,426,0,0,060013782820200501,KLK0008570765,L,I,,"LINESTRING (156418.47300000116 571186.3830000013, 156413.311999999 571167.3630000018, 156383 571049, 156375 571036, 156370 571025, 156368 571018, 156354 570963, 156351 570948, 156338.13960000128 570897.3363999985, 156329.4877000004 570863.7606999986, 156324.88390000165 570844.2344000004, 156319.6451999992 570820.6600000001, 156317.97830000147 570807.0868999995, 156317.58139999956 570791.3706, 156316.94900000095 570774.7089999989)"
maximum_snelheden_wegvak_overdag.1146,100,H,600128731,2020-04-01T00:00:00,0,263,6,19,060012873120200401,KLK0008480455,L,I,,"LINESTRING (141474.3660000004 428917.2589999996, 141462.83999999985 428907.5709999986, 141403.02100000158 428900.11300000176, 141356.58799999952 428895.38899999857, 141303.37099999934 428891.94099999964, 141244.1559999995 428889.4279999994, 141215.5089999996 428888.9690000005)"
maximum_snelheden_wegvak_overdag.1147,100,H,600129145,2020-04-01T00:00:00,0,126,6,19,060012914520200401,KLK0008480455,L,I,,"LINESTRING (141050.45199999958 428883.43299999833, 140950.0700000003 428883.69200000167, 140924.2960000001 428881.55900000036)"
maximum_snelheden_wegvak_overdag.1150,100,H,600129146,2020-04-01T00:00:00,0,165,6,19,060012914620200401,KLK0008480455,L,I,,"LINESTRING (141215.5089999996 428888.9690000005, 141187.7349999994 428888.43200000003, 141060.3500000015 428883.4070000015, 141050.45199999958 428883.43299999833)"
maximum_snelheden_wegvak_overdag.1151,100,H,476561002,2020-05-01T00:00:00,0,55,0,0,047656100220200501,KLK0009962375,R,I,,"LINESTRING (238079.09299999848 580578.8260000013, 238082.69900000095 580569.0309999995, 238103.50299999863 580529.9780000001)"
maximum_snelheden_wegvak_overdag.1152,50,H,476561005,2020-05-01T00:00:00,181,238,0,0,047656100520200501,KLK0009962376,R,I,,"LINESTRING (238008.73490000144 580512.2793999985, 238003.02980000153 580530.4323000014, 237994.12159999833 580567.6915000007)"
maximum_snelheden_wegvak_overdag.1153,100,H,476561005,2020-05-01T00:00:00,0,181,0,0,047656100520200501,KLK0009962375,R,I,,"LINESTRING (238103.50299999863 580529.9780000001, 238108.19799999893 580518.5020000003, 238109.6330000013 580505.1999999993, 238107.80700000003 580494.1149999984, 238103.89499999955 580484.2039999999, 238096.85200000182 580473.7710000016, 238087.46299999952 580466.2069999985, 238076.76900000125 580461.1209999993, 238064.77100000158 580458.9039999992, 238048.9910000004 580460.5989999995, 238035.42799999937 580466.4679999985, 238024.86499999836 580476.5089999996, 238017.62700000033 580488.4420000017, 238011.7589999996 580502.6570000015, 238008.73490000144 580512.2793999985)"
maximum_snelheden_wegvak_overdag.1155,100,H,600247173,2020-05-01T00:00:00,0,335,6,19,060024717320200501,KLK0009763536,L,I,,"LINESTRING (221579.2875000015 578276.4345000014, 221536.80860000104 578255.2005999982, 221536.58529999852 578255.2005999982, 221536.752700001 578255.0890000015, 221525.815200001 578249.8991999999, 221487.92430000007 578233.2138999999, 221468.05820000172 578225.0665000007, 221440.9375 578213.180300001, 221428.1026000008 578206.4279999994, 221412.42170000076 578197.6667999998, 221394.78759999946 578186.7850000001, 221379.99960000068 578177.4657999985, 221365.82539999858 578169.3183999993, 221353.88340000063 578165.3563000001, 221344.61989999935 578163.9611999989, 221341.0998999998 578163.7105999999, 221320.01040000096 578161.9523000009, 221305.7296999991 578157.4233000018, 221295.05820000172 578150.4455000013, 221287.19999999925 578143.3018000014, 221280.47480000183 578135.0540000014)"
maximum_snelheden_wegvak_overdag.1156,30,H,600139236,2020-04-01T00:00:00,0,306,0,0,060013923620200401,KLK0008191278,L,I,,"LINESTRING (169317.08300000057 370593.22100000083, 169296.40300000086 370614.43200000003, 169283.28500000015 370623.1079999991, 169262.6160000004 370646.29100000113, 169256.47100000083 370659.6979999989, 169222.9530000016 370702.43400000036, 169163.0399999991 370781.0610000007, 169140.5549999997 370808.0150000006, 169125.33199999854 370829.94099999964)"
maximum_snelheden_wegvak_overdag.1157,30,H,600140419,2020-04-01T00:00:00,0,32,0,0,060014041920200401,KLK0008191278,L,I,,"LINESTRING (169125.33199999854 370829.94099999964, 169118.34899999946 370834.69000000134, 169098.51799999923 370848.09699999914)"
maximum_snelheden_wegvak_overdag.1158,100,H,600140420,2020-04-01T00:00:00,0,33,6,19,060014042020200401,KLK0008191283,L,I,,"LINESTRING (169342.8139999993 370529.38800000027, 169339 370537, 169334 370551, 169330.42210000008 370559.92969999835)"
maximum_snelheden_wegvak_overdag.1160,30,H,600140420,2020-04-01T00:00:00,33,69,0,0,060014042020200401,KLK0008191278,L,I,,"LINESTRING (169330.42210000008 370559.92969999835, 169317.08300000057 370593.22100000083)"
maximum_snelheden_wegvak_overdag.1161,30,H,367071001,2020-04-01T00:00:00,0,173,0,0,036707100120200401,KLK0008191600,L,I,,"LINESTRING (183989 335830, 184012 335862, 184090 335971)"
maximum_snelheden_wegvak_overdag.1162,100,H,367071004,2020-04-01T00:00:00,0,30,6,19,036707100420200401,KLK0008191605,L,I,,"LINESTRING (183883 335683, 183890 335694, 183899.60920000076 335707.9770999998)"
maximum_snelheden_wegvak_overdag.1164,100,H,600146835,2019-05-01T00:00:00,0,192,0,0,060014683520190501,KLK0008571102,L,I,,"LINESTRING (199186.57400000095 573179.381000001, 199182.85399999842 573180.2270000018, 199173.1550000012 573182.4129999988, 199123.69900000095 573193.3420000002, 199063.8599999994 573207.0040000007, 199008.39299999923 573219.5729999989, 198999.53700000048 573221.0340000018)"
maximum_snelheden_wegvak_overdag.1165,100,H,398546005,2019-05-01T00:00:00,0,201,0,0,039854600520190501,KLK0008571097,R,I,,"LINESTRING (199084.93499999866 573156.8200000003, 199093.94000000134 573154.7609999999, 199175.6099999994 573136.8289999999, 199268.36400000006 573115.6369999982, 199280.75299999863 573112.7030000016)"
maximum_snelheden_wegvak_overdag.1167,100,H,600145979,2019-02-01T00:00:00,0,309,6,19,060014597920190201,KLK0008630671,L,I,,"LINESTRING (203433 469294, 203394 469281, 203376 469274, 203331 469247, 203283 469218, 203267 469211, 203240 469200, 203205 469185, 203155 469161)"
maximum_snelheden_wegvak_overdag.1168,100,H,600147160,2019-02-01T00:00:00,0,64,6,19,060014716020190201,KLK0008309197,L,I,,"LINESTRING (198793.33100000024 465143.66099999845, 198789 465130, 198782 465110, 198775.74599999934 465096.0029999986, 198768.70329999924 465084.8995000012)"
maximum_snelheden_wegvak_overdag.1170,30,H,600147160,2019-02-01T00:00:00,64,85,0,0,060014716020190201,KLK0008309192,L,I,,"LINESTRING (198768.70329999924 465084.8995000012, 198764.9149999991 465078.9270000011, 198757.39699999988 465067.7129999995)"
maximum_snelheden_wegvak_overdag.1171,100,H,297260007,2019-07-01T00:00:00,0,371,6,19,029726000720190701,KLK0008480537,R,I,,"LINESTRING (148673.71499999985 430037.3960000016, 148682 430036, 148708 430028, 148746 430016, 148761 430013, 148780 430013, 148947 430051, 148977 430061, 149020 430078, 149031.45199999958 430082.1090000011)"
maximum_snelheden_wegvak_overdag.1173,100,H,600147652,2019-02-01T00:00:00,0,319,6,19,060014765220190201,KLK0008306761,L,I,,"LINESTRING (199989.36899999902 441040.58900000155, 199964 441058, 199947 441079, 199933 441102, 199919.6860000007 441116.0610000007, 199832.4149999991 441149.2329999991, 199796.97199999914 441155.8229999989, 199749 441158, 199712.10500000045 441165.618999999)"
maximum_snelheden_wegvak_overdag.1175,30,H,600148156,2019-02-01T00:00:00,0,192,0,0,060014815620190201,KLK0008569545,R,I,,"LINESTRING (210561.58799999952 515408.72399999946, 210556.7259999998 515421.3669999987, 210543 515478, 210519.99799999967 515595.881000001)"
maximum_snelheden_wegvak_overdag.1176,50,H,600148164,2019-02-01T00:00:00,0,51,0,0,060014816420190201,KLK0008306850,L,I,,"LINESTRING (208588.3669999987 434765.02899999917, 208565 434810)"
maximum_snelheden_wegvak_overdag.1177,100,H,600149351,2019-02-01T00:00:00,0,200,6,19,060014935120190201,KLK0009968231,L,I,,"LINESTRING (209736.76399999857 439309.01399999857, 209729.86400000006 439302.0029999986, 209701.62299999967 439291.58900000155, 209660.06700000167 439272.0329999998, 209620.86199999973 439247.96499999985, 209605 439236, 209579.30700000003 439214.118999999, 209568.92399999872 439204.54199999943)"
maximum_snelheden_wegvak_overdag.1179,130,H,266291009,2020-03-01T00:00:00,0,27,0,0,026629100920200301,KLK0008057325,R,I,,"LINESTRING (133463.05600000173 445932.47199999914, 133454.26740000024 445957.6444000006)"
maximum_snelheden_wegvak_overdag.1180,130,H,600129485,2020-03-01T00:00:00,0,19,0,0,060012948520200301,KLK0010207557,L,I,,"LINESTRING (139766.5 437864.06700000167, 139756.0859999992 437879.6620000005)"
maximum_snelheden_wegvak_overdag.1181,100,H,291370017,2019-10-01T00:00:00,0,83,0,0,029137001720191001,KLK0008193054,R,I,,"LINESTRING (145716.75250000134 485047.3379999995, 145737.1169999987 485047.5700000003, 145755.375 485053.6950000003, 145781.61899999902 485060.7899999991, 145797.32299999893 485064.55799999833)"
maximum_snelheden_wegvak_overdag.1182,130,H,600135540,2019-10-01T00:00:00,0,467,0,0,060013554020191001,KLK0008638037,L,I,,"LINESTRING (148114.14299999923 487460.21400000155, 148085.561999999 487386.73800000176, 148067.27600000054 487341.94200000167, 148060.40900000185 487321.33999999985, 148055.05900000036 487293.9510000013, 148053.46200000122 487275.9050000012, 148055.03700000048 487251.5179999992, 148056 487239, 148060.88800000027 487218.4919999987, 148073.2650000006 487179.4450000003, 148079.17399999872 487157.7259999998, 148085.86199999973 487126.5159999989, 148088.03700000048 487096.48000000045, 148087.55799999833 487072.0450000018, 148085.16200000048 487051.4439999983, 148080.37099999934 487025.8920000009, 148075.1009999998 487009.1229999997)"
maximum_snelheden_wegvak_overdag.1184,100,H,600145788,2019-07-01T00:00:00,0,250,6,19,060014578820190701,KLK0008313091,L,I,,"LINESTRING (195086.19900000095 376718.11100000143, 195078 376720, 195038 376732, 195016 376737, 195000 376738, 194976 376738, 194944 376736, 194921 376733, 194904 376728, 194847.84299999848 376709.493999999, 194842.80299999937 376707.83300000057)"
maximum_snelheden_wegvak_overdag.1185,80,H,325398067,2019-10-01T00:00:00,0,18,0,0,032539806720191001,KLK0008638184,L,I,,"LINESTRING (162757.26900000125 499285.1420000009, 162772.12299999967 499294.8759999983)"
maximum_snelheden_wegvak_overdag.1186,130,H,600215863,2019-11-01T00:00:00,0,242,0,0,060021586320191101,KLK0008824563,R,I,,"LINESTRING (189851.3861999996 326894.3328000009, 189861.54630000144 326888.4061000012, 189875.56920000166 326875.1768999994, 189888.16340000182 326860.8894000016, 189900.22839999944 326846.0727000013, 189912.71680000052 326829.5626000017, 189923.72349999845 326812.3117999993, 189934.51850000024 326794.1083999984, 189952.93349999934 326762.0408000015, 189963.940200001 326742.4615999982, 189989.0439000018 326697.6442999989)"
