FID,KUNSTWERKID,KUNSTWERKNAAM,KUNSTENAAR,EIGENDOM_VAN,LENGTEGRAAD,BREEDTEGRAAD,RD_X,RD_Y,LOKATIEBEELD,WEBSITEVERWIJZING,FOTO,CONTACT,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
CUL_KUNSTWERKEN.297,728,Bevrijdingsmonument,Piet Schoenmakers,gemeente Nijmegen,5.865917,51.863871,187973.93181313283,430699.1499604084,Lauwickstraat-Lentseveld (Lent-Nijmegen),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=728,728.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187973.931813133 430699.149960408)
CUL_KUNSTWERKEN.298,726,'Wie bouwt er nooit eens luchtkastelen'.,Bart Drost,gemeente Nijmegen,"5,860015","51,843799",187581.93953972773,428463.4030559718,In de Betouwstraat / Eerste Walstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=726,726.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187581.939539728 428463.403055972)
CUL_KUNSTWERKEN.299,727,muurschildering,Onbekend,particulier,"5,869575","51,831123",188250.08323306058,427057.485956326,Professor Huijbersstraat 1 (basisschool Klein Heyendaal),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=727,727.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188250.083233061 427057.485956326)
CUL_KUNSTWERKEN.300,742,Waalmonument,Marius van Beek,gemeente Nijmegen,"5,847130","51,863772",186679.96331891426,430679.7744350167,Oosterhoutsedijk (Lent- Nijmegen),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=742,742.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186679.963318914 430679.774435017)
CUL_KUNSTWERKEN.301,744,Vogel,Staycot Tahwa,gemeente Nijmegen,5.865896,51.862676,187973.36149352283,430566.19226959115,Lentse Schoolstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=744,744.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187973.361493523 430566.192269591)
CUL_KUNSTWERKEN.302,746,Tafel,stichting NOX,gemeente Nijmegen,5.865629,51.846987,187966.46549585817,428820.61265456973,Gedeputeerdenplaats,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=746,746.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187966.465495858 428820.61265457)
CUL_KUNSTWERKEN.303,747,Korfmacher,stichting NOX,gemeente Nijmegen,"5,868534","51,844574",188168.41381215595,428553.480285742,Hertogplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=747,747.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188168.413812156 428553.480285742)
CUL_KUNSTWERKEN.304,748,Plastiek,Frans Verhaak,gemeente Nijmegen,5.859374,51.846822,187535.58234410532,428799.43545546674,Kroonstraat 148,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=748,748.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187535.582344105 428799.435455467)
CUL_KUNSTWERKEN.305,750,Sgraffito,Jac Maris,particulier,5.864340,51.846271,187878.16977133643,428740.3708359767,Broerstraat 44,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=750,750.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187878.169771336 428740.370835977)
CUL_KUNSTWERKEN.306,752,Zonnewijzer,LaSalle (Albert Goederond/Patty Struik),gemeente Nijmegen,"5,831423","51,811175",185633.84723010077,424821.42585112725,Keplerstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=752,752.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (185633.847230101 424821.425851127)
CUL_KUNSTWERKEN.307,754,Wandmozaiëk,Onbekend,particulier,5.865877,51.840825,187988.07074530807,428135.1808377439,Prins Bernhardsingel (Wedren),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=754,754.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187988.070745308 428135.180837744)
CUL_KUNSTWERKEN.308,24,Leeuw en stadswapen,Henri Leeuw sr.,gemeente Nijmegen,5.863283,51.847727,187804.27426181908,428901.8781936559,Sint Stevenskerkhof (achtergevel kerkboog),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=24,24.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187804.274261819 428901.878193656)
CUL_KUNSTWERKEN.309,402,Inscriptie,Onbekend,particulier,"5,86692599","51,8490045",188054.3528092122,429045.6562412513,Steenstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=402,402.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188054.352809212 429045.656241251)
CUL_KUNSTWERKEN.310,557,Object,Onbekend,particulier,"5,86176819","51,8239293",187717.1903424693,426253.6177308652,Geert Grooteplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=557,557.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187717.190342469 426253.617730865)
CUL_KUNSTWERKEN.311,755,Kubus,Gerard Walraeven,gemeente Nijmegen,5.838388,51.851537,186086.2717642858,429314.8055217408,Kanaalstraat/Mercuriusstraat (Westerpark),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=755,755.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186086.271764286 429314.805521741)
CUL_KUNSTWERKEN.312,756,Kubus met uitslag,Gerard Walraeven,gemeente Nijmegen,5.838785,51.853542,186112.23780566046,429538.039566142,Weurtseweg (Westerpark),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=756,756.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186112.23780566 429538.039566142)
CUL_KUNSTWERKEN.313,757,Zonder titel,Gerard Walraeven,gemeente Nijmegen,5.839118,51.852979,186135.5696112167,429475.5463260246,Rivierstraat (Westerpark),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=757,757.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186135.569611217 429475.546326025)
CUL_KUNSTWERKEN.314,758,Werken met licht en ruimte,,gemeente Nijmegen,"5,838911","51,851824",186122.10710018445,429346.9593688636,Eerste Oude Heselaan/Rivierstraat (Westerpark),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=758,758.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186122.107100184 429346.959368864)
CUL_KUNSTWERKEN.315,760,Sculptuur,Oscar Goedhart,gemeente Nijmegen,5.838740,51.850792,186111.03918614535,429232.0721115781,Kanaalstraat (Westerpark),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=760,760.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186111.039186145 429232.072111578)
CUL_KUNSTWERKEN.316,761,Steen,Gerard Bruning,gemeente Nijmegen,"5,839555","51,851731",186166.54182712577,429336.888918289,Rivierstraat (Westerpark),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=761,761.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186166.541827126 429336.888918289)
CUL_KUNSTWERKEN.317,762,Nature Vivante,Ed van Teeseling,gemeente Nijmegen,5.867503,51.828512,188109.18136374978,426766.05695680436,Professor Bellefroidstraat 11,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=762,762.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188109.18136375 426766.056956804)
CUL_KUNSTWERKEN.318,763,zonder titel,,gemeente Nijmegen,"5,838042","51,852600",186061.69896260113,429432.92036664754,Mercuriusstraat (Westerpark),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=763,763.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186061.698962601 429432.920366648)
CUL_KUNSTWERKEN.319,764,De Nachtwachter,,gemeente Nijmegen,5.826028,51.806365,185265.0378049949,424284.0355840719,Couwenberghstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=764,764.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (185265.037804995 424284.035584072)
CUL_KUNSTWERKEN.320,765,Lichtsculptuur,,gemeente Nijmegen,"5,859747","51,847444",187560.83401162556,428868.8023758184,Gebroeders van Limburgplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=765,765.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187560.834011626 428868.802375818)
CUL_KUNSTWERKEN.321,767,On the road,,gemeente Nijmegen,"5,806317","51,832642",183888.75549918754,427199.4204408312,"Westkanaaldijk, St.Agnetenweg",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=767,767.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (183888.755499188 427199.420440831)
CUL_KUNSTWERKEN.322,768,On the road,,gemeente Nijmegen,"5,808249","51,833576",184021.32120328816,427304.1018815327,"Oostkanaaldijk, Dorpsstraat",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=768,768.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (184021.321203288 427304.101881533)
CUL_KUNSTWERKEN.323,769,Data-fossiel,,gemeente Nijmegen,"5,869827","51,845807",188256.6018098654,428691.24711564294,"Scholenhof, St. Josephhof",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=769,769.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188256.601809865 428691.247115643)
CUL_KUNSTWERKEN.324,770,Bokspringende kinderen,Nic Jonk,gemeente Nijmegen,"5,848152","51,809467",186788.68753588523,424638.59316221124,"Archimedesstraat, Edisonstraat, Van Peltlaan",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=770,770.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186788.687535885 424638.593162211)
CUL_KUNSTWERKEN.325,772,Zonder titel,,onbekend,"5,797219","51,824307",183266.88608561901,426268.53922743886,"Viaductweg, fietserstunnel winkelcentrum Dukenburg.",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=772,772.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (183266.886085619 426268.539227439)
CUL_KUNSTWERKEN.326,773,Zonder titel.,,Onbekend,"5,842903","51,834949",186408.92360854335,427471.2704332762,Resedastraat hoek Hatertseveldweg,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=773,773.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186408.923608543 427471.270433276)
CUL_KUNSTWERKEN.327,774,Zonder titel.,,Onbekend,"5,797219","51,847651",183252.22913791976,428865.653104526,Hessenberg 1,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=774,774.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (183252.22913792 428865.653104526)
CUL_KUNSTWERKEN.328,775,Zonder titel,,Onbekend,"5,865752","51,847422",187974.62206318832,428869.0638027252,Mr. Hermanstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=775,775.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187974.622063188 428869.063802725)
CUL_KUNSTWERKEN.329,777,De Verbinding,,gemeente Nijmegen,5.864795,51.863494,187896.9248976809,430656.698572062,"Laauwikstraat, De Spil",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=777,777.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187896.924897681 430656.698572062)
CUL_KUNSTWERKEN.330,778,Return Enter Delete,,gemeente Nijmegen,5.844609,51.853623,186513.42748923262,429549.56200814765,Waalbandijk 22,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=778,778.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186513.427489233 429549.562008148)
CUL_KUNSTWERKEN.331,779,Zonneboom,,particulier,"5,868298","51,827235",188164.92416735232,426624.3490856412,"Heyendaalseweg, open plein tussen ROC en SSHN",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=779,779.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188164.924167352 426624.349085641)
CUL_KUNSTWERKEN.332,781,Brug naar de wereld,,Onbekend,5.868762,51.863975,188169.81697922334,430712.0156781273,"Begoniastraat Lent, hoek Azaleastraat",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=781,781.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188169.816979223 430712.015678127)
CUL_KUNSTWERKEN.333,782,Gulden Snede van Nijmegen,Boudewijn Corstiaensen,gemeente Nijmegen,5.852612,51.840637,187074.05093034674,428108.3241357764,Campusbaan,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=782,782.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187074.050930347 428108.324135776)
CUL_KUNSTWERKEN.334,783,Wenssteen,Boudewijn Corstiaensen,gemeente Nijmegen,5.862985,51.830339,187796.40867870074,426967.26732174633,Oude Groenewoudseweg 'Groene Perron',https://www.nijmegen.nl/kos/kunstwerk.aspx?id=783,783.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187796.408678701 426967.267321746)
CUL_KUNSTWERKEN.335,784,Lights Crossing,,gemeente Nijmegen,5.840492,51.856888,186227.51932238298,429911.0277496377,Brug De Oversteek,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=784,784.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186227.519322383 429911.027749638)
CUL_KUNSTWERKEN.336,785,CLXIII,,gemeente Nijmegen,5.845511,51.853784,186575.45795059126,429567.86562452296,Waalbandiijk 20,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=785,785.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186575.457950591 429567.865624523)
CUL_KUNSTWERKEN.337,786,Talia,,gemeente Nijmegen,"5,854028","51,844239",187169.0597326533,428509.6860080329,"Stationsplein 11, fietstransferium Doornroosje",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=786,786.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187169.059732653 428509.686008033)
CUL_KUNSTWERKEN.338,787,Romance Confidence,,gemeente Nijmegen,"5,848487","51,853117",186780.96049163234,429494.9573142353,"Waalbandijk, Honigcomplex langs Waal",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=787,787.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186780.960491632 429494.957314235)
CUL_KUNSTWERKEN.339,788,Licht Gewelf,,gemeente Nijmegen,"5,85155","51,848142",186995.52658858412,428942.8146679895,"Aalscholverplaats, onderdoorgang",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=788,788.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186995.526588584 428942.81466799)
CUL_KUNSTWERKEN.340,791,Neptvnvsring,,gemeente Nijmegen,5.885817,51.833605,189367.74108049943,427341.17614551215,"Broerdijk, rotonde Hengstdalseweg",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=791,791.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (189367.741080499 427341.176145512)
CUL_KUNSTWERKEN.256,62,Johannes van Saguntum,Chris Tissen,particulier,"5,83837820","51,8342970",186097.50761201733,427396.786026421,Graafseweg 274,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=62,62.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186097.507612017 427396.786026421)
CUL_KUNSTWERKEN.257,62,Johannes van Saguntum,Joseph Tissen,particulier,"5,83837820","51,8342970",186097.50761201733,427396.786026421,Graafseweg 274,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=62,62.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186097.507612017 427396.786026421)
CUL_KUNSTWERKEN.258,65,Madonna,Onbekend,particulier,"5,86742049","51,8120552",188115.59273183817,424935.1465242483,Heyendaalseweg 239,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=65,65.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188115.592731838 424935.146524248)
CUL_KUNSTWERKEN.259,71,Gedenksteen W.L.P.A. Molengraaff,Onbekend,particulier,5.860616,51.847896,187620.38440709715,428919.47894059337,Lange Hezelstraat 16,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=71,71.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187620.384407097 428919.478940593)
CUL_KUNSTWERKEN.260,78,Kopje,Albert Meertens,gemeente Nijmegen,"5,86565541","51,8460803",187968.94959918276,428719.7510089624,Nieuwstraat (stadhuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=78,78.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187968.949599183 428719.751008962)
CUL_KUNSTWERKEN.261,80,"Gedenksteen voor Jan van Hoof, redder der Waalbrug",Onbekend,gemeente Nijmegen,"5,85666127","51,8486404",187347.35292088732,429000.5275011114,Joris Ivensplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=80,80.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187347.352920887 429000.527501111)
CUL_KUNSTWERKEN.262,85,"Maria, Middelares",,particulier,"5,86982265","51,8328065",188265.90959106165,427244.89443692117,Heyendaalseweg 59,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=85,85.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188265.909591062 427244.894436921)
CUL_KUNSTWERKEN.263,87,Reliëf (Man die ton rolt),Ed van Teeseling,particulier,5.867503,51.847892,188094.9283018452,428922.14934697584,Sint Anthoniusplaats 13,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=87,87.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188094.928301845 428922.149346976)
CUL_KUNSTWERKEN.264,89,Achttien hoofden,Martinus van Dijk,gemeente Nijmegen,"5,86588919","51,8470413",187984.35415025568,428826.77184648265,Burchtstraat (stadhuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=89,89.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187984.354150256 428826.771846483)
CUL_KUNSTWERKEN.265,90,Kruisbeeld,Charles Grips,particulier,"5,86678496","51,8165258",188068.48511249587,425432.22556788503,Heyendaalseweg/Houtlaan,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=90,90.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188068.485112496 425432.225567885)
CUL_KUNSTWERKEN.266,91,Mariabeeld,Albert Meertens,particulier,"5,87338065","51,8426349",188503.83489653122,428339.9729488335,Berg en Dalseweg 40 (Maria Geboortekerk),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=91,91.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188503.834896531 428339.972948834)
CUL_KUNSTWERKEN.267,92,De Barmhartige Samaritaan,Pieter d'Hont,particulier,"5,85597353","51,8428679",187304.10949452178,428358.00961328176,Van Schaeck Mathonsingel 12,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=92,92.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187304.109494522 428358.009613282)
CUL_KUNSTWERKEN.268,93,Plaquette,Bernard Fokkinga,particulier,"5,86158701","51,8439737",187690.1400883978,428483.54538249964,Molenstraat 122,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=93,93.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187690.140088398 428483.5453825)
