lrk_id;type_oko;opc;actuele_naam_oko;aantal_kindplaatsen;vve;status;inschrijfdatum;opvanglocatie_adres;opvanglocatie_postcode;opvanglocatie_woonplaats;bag_id;naam_houder;kvk_nummer_houder;vestigingsnummer_houder;rechtsvorm_houder;start_geschillencommissie;einde_geschillencommissie;houder_adres;houder_postcode;houder_woonplaats;houder_buitenland;correspondentie_adres;correspondentie_postcode;correspondentie_woonplaats;correspondentie_buitenland;contact_persoon;contact_telefoon;contact_emailadres;contact_website;cbs_code;verantwoordelijke_gemeente;gastouderbureau_1;gastouderbureau_2;gastouderbureau_3;gastouderbureau_4;gastouderbureau_5;gastouderbureau_6;gastouderbureau_7;gastouderbureau_8;gastouderbureau_9;gastouderbureau_10;lrk_url
102179980;VGO;Nee;Doesburg-Hendrickx;6;;Ingeschreven;29-07-2010;Strick van Linschotenstr 17 ;1943KA;Beverwijk;0375010000017929;Doesburg-Hendrickx;;;;;;;;;;;;;;;'';;;375;Beverwijk;110615165;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e4e1d8ef-ceb1-4b3e-a204-b9416d9c97a0
102181585;KDV;Nee;KDV Sinne Valkstraat;48;Ja;Ingeschreven;01-01-2010;Valkstraat 34 ;8917EH;Leeuwarden;0080010000418162;Sinne Kinderopvang B.V.;01104421;000000851833;BV;2015-12-23;;Postbus 7525;8903JM;LEEUWARDEN;;;;;;;'058-2124839';info@sinnekinderopvang.nl;http://www.sinnekinderopvang.nl;80;Leeuwarden;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/33eb6719-d3de-4b60-941a-cf2eff64fcff
102186649;VGO;Nee;Wieskamp Harmsen;6;;Ingeschreven;29-09-2020;Wilhelminastraat 5 ;7091BL;Dinxperlo;0197010000032053;Wieskamp Harmsen;;;;;;;;;;;;;;;'';;;197;Aalten;207294847;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7a4ff5f4-150b-4113-9efb-a1b56c65785d
102187150;KDV;Nee;Sprookjesrijk;16;Nee;Ingeschreven;06-11-2020;Gran Canariastraat 98 ;1339XL;Almere;0034010000009270;Kinderdagverblijf Sprookjesrijk;73208906;000041269470;Vennootschap Onder Firma;2018-12-19;;Omloop 4 ;3552AX;Utrecht;;Gran Canariastraat 98 ;1339XL;Almere;;Hosna Dorzada;'0638093387';info@kdvsprookjesrijk.nl;http://www.kdvsprookjesrijk.nl;34;Almere;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/2cf87370-5d86-4f0f-90fa-8a54f7209d58
102188798;KDV;Nee;De Appelhof;16;Ja;Ingeschreven;20-07-2015;Postelkamp 2 ;6652BE;Druten;0225010000000289;KION Kinderopvang B.V.;09166969;000035368608;Besloten Vennootschap;2016-02-01;;Postbus 66;6500AB;Nijmegen;;Postbus 66;6500AB;Nijmegen;;;'024-3602058';info@kion.nl;;225;Druten;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7d14370b-cda1-4f37-8f8e-5ff7e2f6337d
102188944;KDV;Nee;Nummereen Kinderopvang 0-4 jaar locatie Bernhardstraat;53;Ja;Ingeschreven;01-01-2010;Bernhardstraat 2 ;5527AZ;Hapert;1728010000079965;Nummereen Kinderopvang B.V.;17207374;000016388364;Besloten Vennootschap;2016-03-16;;Dalemsedijk 5 ;5521RM;Eersel;;;;;;H. van de Sande;'0497 336870';h.vandesande@nummereen.com;http://www.nummereen.com;1728;Bladel;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/3f0c813f-b41f-47af-ae33-fd29068904c5
102203143;VGO;Nee;Hoogendoorn-Bravenboer;6;;Ingeschreven;10-10-2019;Savelsbos 164 ;2716HH;Zoetermeer;0637010000285469;Hoogendoorn-Bravenboer;;;;;;;;;;;;;;;'';;;637;Zoetermeer;254150706;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/91d7d56f-9089-4a6a-a34e-8977ef45d67a
102208049;KDV;Nee;Het Meeuwennest;86;Ja;Ingeschreven;01-01-2010;Hodenpijlstraat 16 ;2729EA;Zoetermeer;0637010000202284;Kern Kinderopvang B.V.;27301745;000026170329;BV;2016-02-19;;Postbus 85014;3009MA;ROTTERDAM;;;;;;Anouschka Francisco;'079-3438220';KZM.LM.14@KERN-KINDEROPVANG.NL;http://www.kern-kinderopvang.nl/kinderdagverblijf;637;Zoetermeer;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/02f48adb-de5f-4a4e-ba0c-2ae24ca9caa1
102219138;BSO;Nee;Bolleboos;80;;Ingeschreven;01-01-2010;Faktorij 123 ;1825HC;Alkmaar;0361010000009035;Rollebol Kindercentra B.V.;37095741;000019942869;Besloten Vennootschap;2016-02-12;;Kennemerstraatweg 1 ;1814GA;Alkmaar;;;;;;R. Berghuijs;'072-5669028';info@rollebol.nl;https://www.rollebol.nl;361;Alkmaar;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6fc5fb4e-02d0-4e16-b8b7-4fba0b5bbc7b
102222113;KDV;Nee;De Kinderkei Locatie Boijl KDV;16;Nee;Ingeschreven;01-01-2014;Boijlerweg 88 ;8392NK;Boijl;0098010000000351;Kinderopvang De Kinderkei B.V.;01122340;000033373612;BeslotenVennootschap;2016-01-07;;Keiweg 2 ;8471CX;Wolvega;;Keiweg 2 ;8471CX;Wolvega;;K. Oenema-Krikke;'0561-851066';karin@dekinderkei.nl;http://www.dekinderkei.nl;98;Weststellingwerf;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/4b8c0f90-caed-41c3-a691-51171a33fe0a
102223324;VGO;Nee;Bos-van Klaveren;6;;Ingeschreven;23-08-2017;Hootsenstraat 6 ;6744AJ;Ederveen;0228010000041397;Bos-van Klaveren;;;;;;;;;;;;;;;'';;;228;Ede;131102369;162801580;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b1518932-aea7-4ca7-9002-a054ad4f1b3e
102223440;GOB;Nee;Gastouderbureau Mijn kind;;;Ingeschreven;16-07-2015;Staartblauwtje 6 ;3863GT;Nijkerk;0267010000020141;Charai;63109034;000032056869;Eenmanszaak;2015-12-09;;;;;;Staartblauwtje 6 ;3863GT;Nijkerk;;Halima Charai;'0636362949';;;267;Nijkerk;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b3836b5b-4f4b-4b78-9cb4-7c843d06b23b
102236380;KDV;Nee;Kindcentrum De Drieslag S.van der Oyeschool;32;Ja;Ingeschreven;01-01-2015;Oosterdorpsstraat 16 ;3871AD;Hoevelaken;0267010000004283;Stichting Christelijke Kindercentra De Drieslag;08208123;000001440554;Stichting;2015-12-07;;Lange Voren 88 ;3773AS;Barneveld;;;;;;Mw. Blokland-Terpstra;'0342-787380';inf0@kindcentradedrieslag.nl;http://www.kindcentradedrieslag.nl;267;Nijkerk;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/06621000-b1bf-4b19-a36d-34a6aaed4220
102240437;VGO;Nee;J.M. van Engeland-van Overbeek;6;;Ingeschreven;21-10-2010;Volmolenweg 20 ;6961VN;Eerbeek;0213010000009562;Overbeek;;;;;;;;;;;;;;;'';;;213;Brummen;225000520;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5e54c065-bfd2-4559-91f0-40067d9832e0
102248072;VGO;Nee;Konstapel- Besselsen;6;;Ingeschreven;29-11-2010;Koninginnelaan 54 ;3781GM;Voorthuizen;0203010000376873;Konstapel- Besselsen;;;;;;;;;;;;;;;'';;;203;Barneveld;261494090;276344030;972278771;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d4cd9218-7d47-4c77-bae2-6869d69093e7
102255374;VGO;Nee;Swinkels;6;;Ingeschreven;06-06-2016;Spierkesweg 20 ;5491RJ;Sint-Oedenrode;0846010000007583;Swinkels;;;;;;;;;;;;;;;'';;;1948;Meierijstad;681840596;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/871b2168-4695-464f-a287-702362085ddc
102266190;VGO;Nee;Haseth-Gelissen;6;;Ingeschreven;22-09-2010;Grebbestraat 16 ;3812JD;Amersfoort;0307010000504699;Haseth-Gelissen;;;;;;;;;;;;;;;'';;;307;Amersfoort;539487636;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b8e21e64-b796-4d60-8d6f-4eb6241a71a1
102272141;VGO;Nee;Aan den Boom;4;;Ingeschreven;24-09-2010;Asseltsestraat 56 ;6071BT;Swalmen;0957010000131499;Aan den Boom;;;;;;;;;;;;;;;'';;;957;Roermond;146173685;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/8b342d5b-3ea1-4d89-9512-3b93554c778a
102275282;BSO;Nee;Kinderdagverblijf Pumpulunchi;20;;Ingeschreven;01-01-2014;Planetenlaan 1a ;5632DG;Eindhoven;0772010000705340;Osepa;58662545;000028000307;Eenmanszaak;2016-04-26;;;;;;Generaal Marshallweg 23 ;5623HA;Eindhoven;;Osepa S.D.;'06-26077775';kdvpumpulunchi@live.nl;http://www.kdvpumpulunchi.nl;772;Eindhoven;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/30bcf7d6-fc9d-451d-ac50-f90c43576daf
102275683;VGO;Nee;Stipdonk-van Beekveld;4;;Ingeschreven;08-11-2010;Dorpstraat 32 ;5595CH;Leende;1658010000009862;Stipdonk van Beekveld;;;;;;;;;;;;;;;'';;;1658;Heeze-Leende;681840596;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/75ed161b-2540-4dd7-a750-21bbe0d8c6b4
102281385;GOB;Nee;Grote Zus;;;Ingeschreven;28-05-2015;van Speykstraat 234 ;2161VR;Lisse;0553010000013162;Grote Zus;62911333;000031877265;VOF;2016-01-25;;van Speykstraat 234 ;2161VR;Lisse;;van Speykstraat 234 ;2161VR;Lisse;;mw. E. H.M. van Gerven-Alkemade;'0858770725';info@grote-zus.com;http://www.grote-zus.com;553;Lisse;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e5fc1647-dede-4ddc-a158-eddc7453f423
102286632;BSO;Nee;BSO Cremertuin;66;;Ingeschreven;28-01-2019;Cremerstraat 253 ;3532BJ;Utrecht;0344010000076172;Stichting Kind & Co Ludens;30182723;000043071023;Stichting;2015-12-18;;Postbus 250;3430AG;Nieuwegein;;;;;;Nynke van Huet;'0627214116';bsocremertuin@ludens.nl;https://www.kmnkindenco.nl/;344;Utrecht;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7f7792f7-1298-4696-9a1a-f8a26d9b1e70
102294446;BSO;Nee;De Kinderen van September;20;;Ingeschreven;27-05-2019;van Aylvaweg 38 ;8748CE;Witmarsum;0710010000155865;De Kinderen van September;72318902;000040434761;Vennootschap Onder Firma;2018-08-15;;Snekerpoort 9 ;8701HK;Bolsward;;;;;;R. Bootsma;'0515579405';info@kinderenvanseptember.nl;http://www.kinderenvanseptember.nl;1900;Súdwest-Fryslân;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/31dc4f13-bd96-400a-870b-af93c5e76505
102294847;BSO;Nee;IKC De Nieuwe Haven;30;;Ingeschreven;01-01-2010;Nassauhaven 180 ;3071JK;Rotterdam;0599010000036956;KindeRdam Kinderopvang B.V.;24384799;000025645870;BV;2015-12-10;;Postbus 2150;3000CD;Rotterdam;;Postbus 2150;3000CD;ROTTERDAM;;T. Coevoets;'010 4430033';info@kinderdam.nl;http://www.kinderdam.nl;599;Rotterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d1627deb-6d4b-419c-a7bf-86ede503f940
102300318;KDV;Nee;KDV het Kasteel;16;Ja;Ingeschreven;15-08-2016;Lorentzweg 60 ;2941VE;Lekkerkerk;0643010002054360;Royal Kids Home krimpenerwaard;66207886;000066207886;Onbekend;2018-07-27;;Cornusbaan 47 ;2908KB;Capelle aan den IJssel;;Cornusbaan 47 ;2908KB;Capelle aan den IJssel;;M. de Graaff;'0103040289';martijn@royalkidshome.nl;http://royalkidshome.nl;1931;Krimpenerwaard;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1a6faf5e-b668-41be-ae86-6fa0fc316d2c
102301505;BSO;Nee;Het Hanzehonk;40;;Ingeschreven;21-07-2010;Prinsenstraat 22b ;8061ZC;Hasselt;1896010000007594;Stichting Kinderdagcentra Zwartewaterland;41022509;;Stichting;2016-04-20;;Postbus 133;8064ZJ;Zwartsluis;;;;;;A. van den Berg;'038-4774002';administratie@kinderopvangskz.nl;http://www.kinderopvangskz.nl;1896;Zwartewaterland;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/cee90a1f-dac0-4f8a-94c5-dea7ec331785
102302169;KDV;Nee;DOL FIJN kinderopvang Jona;12;Nee;Ingeschreven;30-08-2016;Ds. E. Fransenlaan 1 ;3772TX;Barneveld;0203010001010523;DOL FIJN Kinderopvang B.V.;09091432;000041390989;Besloten Vennootschap;2016-01-28;;Postbus 290;3770AG;Barneveld;;Postbus 290;3770AG;Barneveld;;E.J. Kuijt;'0342 423617';b.kuijt@dolfijnkinderopvang.nl;http://www.dolfijnkinderopvang.nl;203;Barneveld;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/00a26528-cb7a-4a32-b31c-29e632e17fa9
102311225;KDV;Nee;Ruwaard 3 ;30;Ja;Ingeschreven;01-01-2010;Troelstrastraat 11 ;5344GK;Oss;0828010001543352;AVEM Kinderopvang B.V.;64789047;;BeslotenVennootschap;2018-01-11;;Rossinistraat 9 ;5344AK;Oss;;;;;;N. Jeuken;'0412 405030';info@avem-kinderopvang.nl;http://www.avem-kinderopvang.nl;828;Oss;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a1e39a96-c5e0-4034-b0f0-e8d1457056ae
102321012;BSO;Nee;Kinderopvang Hoogkarspel 't Reigersnest;60;;Ingeschreven;01-01-2010;Nachtegaal 1 ;1616HB;Hoogkarspel;0498010000000391;Smallsteps B.V.;60901934;;Besloten Vennootschap;2016-01-27;;Postbus 396;4130EJ;Vianen;;;;;;Regiosecretariaat ;'0882357550';regiosecretariaat@partou.nl;http://www.smallsteps.nl;498;Drechterland;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c6794a0e-c3a1-4afa-9335-fb9323f1e898
102322090;VGO;Nee;Beek;6;;Ingeschreven;19-08-2021;Valkenlaar 73 ;4854GR;Bavel;0758010000001766;Beek;;;;;;;;;;;;;;;'';;;758;Breda;199306217;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5c011c09-1392-4a2a-8614-8e1c32571dc6
102325534;BSO;Nee;Knikkebol Dependance Regenboog Tochtwaard;33;;Ingeschreven;20-08-2018;Tochtwaard 14 ;1824EZ;Alkmaar;0361010000035323;Rollebol Kindercentra B.V.;37095741;000045939489;Besloten Vennootschap;2016-02-12;;Kennemerstraatweg 1 ;1814GA;Alkmaar;;;;;;R. Berghuijs;'072-5669028';info@rollebol.nl;https://www.rollebol.nl;361;Alkmaar;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/da3fd2d6-5cda-423a-9fd4-fc3f61925a16
102343962;KDV;Nee;Peuteropvang De Bengeltjes;16;Nee;Ingeschreven;07-03-2013;Dorpsstraat 42 ;5472PG;Loosbroek;1721010000011865;Stichting Humankind;41208044;000026153858;Stichting;2016-01-14;;Postbus 591;6400AN;Heerlen;;Helvoirtseweg 9 ;5261CA;Vught;;Regiodirecteur Midden-Brabant;'073-7119400';regiomiddenbrabant@humankind.nl;http://www.humankind.nl;1721;Bernheze;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/25d8bd3c-af71-4e1e-bcca-049b7aec4d73
102349095;VGO;Nee;Mierlo;6;;Ingeschreven;01-01-2017;Vlielandlaan 29 ;6922EC;Duiven;0226010000032651;Mierlo;;;;;;;;;;;;;;;'0620076848';gastouderopvangilse@hotmail.com;;226;Duiven;124402550;139829441;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5ce9ffb8-f09d-4616-b165-e662d26fa999
102352598;BSO;Nee;Bso Buiten De Groene Inval;18;;Ingeschreven;01-11-2014;de Geerenweg 8 ;3741RS;Baarn;0308010000003327;Pure Kids B.V.;67975135;000030437245;BeslotenVennootschap;2016-01-22;;Eemborg 6 ;3741ZA;Baarn;;Eemborg 6 ;3741ZA;Baarn;;J.M. Lansaat-Veldman;'035-5449479';info@degroeneinval.nl;http://www.bso-buiten.nl;308;Baarn;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/cf39aa1d-7acd-4adc-9c96-098774004c6c
102356592;VGO;Nee;Knip;4;;Ingeschreven;10-02-2017;Boslaan 34 ;1405CC;Bussum;0381010000022131;Knip;;;;;;;;;;;;;;;'';;;1942;Gooise Meren;283816442;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/393bc4eb-948c-4866-93ad-c86c4cdb9f75
102358035;KDV;Nee;Bambino Koters&Ko ;27;Ja;Ingeschreven;14-09-2015;Jasonstraat 1 ;5631JB;Eindhoven;0772010000792541;Bambino Christelijke Kindercentra Zuid B.V.;61296740;000000000000;BV;2015-12-09;;Burgemeester de Raadtsingel 59 ;3311JG;Dordrecht;;;;;;mevrouw E. Luttik;'088-7779222';info@bambino-kinderopvang.nl;http://www.bambino-kinderopvang.nl;772;Eindhoven;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/36b968a4-a2ab-4546-9a88-7a45ef699e71
102367619;VGO;Nee;Koster;6;;Ingeschreven;28-09-2010;Einthovendreef 71 ;3146VH;Maassluis;0556010000003910;Koster;;;;;;;;;;;;;;;'';;;556;Maassluis;114648268;210229974;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a89aa2f5-f790-4272-a0f3-f2a3f9be9a18
102381185;BSO;Nee;BSO Hoera Haelen;55;;Ingeschreven;01-03-2011;Ringoven 7 ;6081GR;Haelen;1640010000022153;Stichting Hoera kindercentra;14119365;;Stichting;2016-01-21;;Kerkstraat 32 ;5981CG;Panningen;;Ringoven 7 ;6081GR;Haelen;;K. Hanssen;'06-20274678';k.hanssen@hoerakindercentra.nl;http://www.hoerakindercentra.nl;1640;Leudal;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a6d9ff0c-1701-4f93-bae8-83c2697db92c
102388441;BSO;Nee;BSO De Kieft;40;;Ingeschreven;01-01-2010;Pennekamplaan 58a ;1696CD;Oosterblokker;0498010000003507;Smallsteps B.V.;60901934;000026051443;Besloten Vennootschap;2016-01-27;;Postbus 396;4130EJ;Vianen;;;;;;Regiosecretariaat ;'088235 75 50';regiosecretariaat@partou.nl;http://www.smallsteps.nl;498;Drechterland;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d367f111-48cf-4694-a491-d6e50e41d9eb
102388477;BSO;Nee;Kibeo Hertenburg Barendrecht;88;;Ingeschreven;01-01-2010;Hertenburg 34 ;2994CC;Barendrecht;0489010000231720;Stichting Kibeo;22049355;;Stichting;2016-01-25;;Postbus 328;4460AS;GOES;;Postbus 328;4460AS;Goes;;Rachel Smit;'0113760200';info@kibeo.nl;;489;Barendrecht;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ab31ad8d-13d6-455f-bf97-f58ac60e7b42
102392444;BSO;Nee;BSO Dribbel Actief;20;;Ingeschreven;21-07-2020;Lijsterstraat 1 ;2042CH;Zandvoort;0473010000005579;Spierieus;34150548;000000950831;Eenmanszaak;2015-12-03;;;;;;;;;;K.M. Spierieus-Brugman;'+31 0622874761';info@peuterspeelzaal-dribbel.nl;http://www.peuterspeelzaal-dribbel.nl;473;Zandvoort;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1a166606-425d-427c-a3c1-8c524a630669
102394131;VGO;Nee;Rooijakkers;6;;Ingeschreven;15-09-2020;Lieseindsestraat 9 ;5482ZG;Schijndel;0844010000105756;Rooijakkers;;;;;;;;;;;;;;;'';;;1948;Meierijstad;514367635;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/71ade050-362a-42c4-b63f-e3906316a09b
102394374;VGO;Nee;Straver;4;;Ingeschreven;01-01-2021;Boet 4 ;3192NJ;Hoogvliet Rotterdam;0599010000119112;Straver;;;;;;;;;;;;;;;'';;;599;Rotterdam;300562020;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e1b1b3a3-023e-4bf8-b987-90fc1d2bf216
102420701;KDV;Nee;Peuterschool De Spiegel;16;Ja;Ingeschreven;12-08-2019;Van de Spiegelstraat 23 ;2518ES;'s-Gravenhage;0518010001751051;Stichting Protestants Christelijke Peuterspeelzalen;41151328;000023445394;Stichting;2016-02-08;;Postbus 18546;2502EM;'S-GRAVENHAGE;;;;;;Stafmedewerker Peuterscholen;'0703118792';info@scoh.nl;http://www.scohpeuterscholen.nl;518;'s-Gravenhage;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1bb93228-7617-45f1-9cb0-aa47009ba26f
102425255;VGO;Nee;Jansen;6;;Ingeschreven;11-10-2021;Laan van Rasseghem 21 ;4835CG;Breda;0758010000037171;Jansen;;;;;;;;;;;;;;;'';;;758;Breda;185514133;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/4fcc784b-689d-48a3-a023-6af10acc9ddc
102432351;VGO;Nee;Sloothaak Bakker;5;;Ingeschreven;21-07-2021;Eyso de Wendtstraat 42 ;9291EV;Kollum;0079010000367307;Sloothaak Bakker;;;;;;;;;;;;;;;'';;;1970;Noardeast-Fryslân;190860169;402222830;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/26518522-b24f-4a2e-808f-3bbceb6082e1
102442861;VGO;Nee;Jongedijk Timmerman;6;;Ingeschreven;02-11-2020;Rijssenseweg 22a ;7468AD;Enter;0189010000040861;Jongedijk Timmerman;;;;;;;;;;;;;;;'';;;189;Wierden;190734243;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e8d61a1a-8bf8-4a3d-b499-c16bd25ecad6
102452337;BSO;Nee;Wilhelminapark;41;;Ingeschreven;01-01-2005;Wilhelminapark 17 ;4818SL;Breda;0758010000067491;Smallsteps B.V.;60901934;000019257449;Besloten Vennootschap;2016-01-27;;Postbus 396;4130EJ;Vianen;;;;;;Regiosecretariaat;'088-2357550';regiosecretariaat@partou.nl;http://www.smallsteps.nl;758;Breda;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f21b0ac5-56d6-4e8d-832a-7b91fef7318c
102459678;VGO;Nee;Schouten;6;;Ingeschreven;15-12-2020;Wijkerstraatweg 215 ;1951EE;Velsen-Noord;0453010001026829;Schouten;;;;;;;;;;;;;;;'';;;453;Velsen;110615165;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/2c2fbf43-e2f9-4fbd-943c-25894501d434
102471368;VGO;Nee;E. Rouwendaal-Kanters;6;;Ingeschreven;18-01-2022;Gerard Doulaan 32 ;1412JC;Naarden;0425010000007401;Rouwendaal Kanters;;;;;;;;;;;;;;;'';;;1942;Gooise Meren;385569786;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/23e75a24-3e49-4e97-a439-9e186b41d08b
102471988;BSO;Nee;BSO van Lith;54;;Ingeschreven;07-12-2017;Van Lithstraat 1 ;7415LA;Deventer;0150010000012939;Stichting DOK13;08224017;;Stichting;2016-01-12;;Postbus 51;7240AB;Lochem;;Koedijk 20 ;7241CL;Lochem;;A. Hendriksen;'06-50264881';a.hendriksen@dok13.info;http://www.dok13.info;150;Deventer;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d6d74977-d713-41d8-9709-c5f6546efa38
102488435;KDV;Nee;'t Treintje;16;Nee;Ingeschreven;02-02-1995;Schooldijk 21 ;7122LX;Aalten;0197010000034290;Peuteropvang Bambi B.V.;67073301;;Onbekend;2017-01-01;;Postbus 48;7120AA;Aalten;;;;;;R. van Koersveld;'0543-473288';info@kinderopvangbambi.nl;http://www.kinderopvangbambi.nl;197;Aalten;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/4c5b58c5-6975-4a91-ab68-6dd7b851e198
102497758;VGO;Nee;Ras Coenen;6;;Ingeschreven;10-12-2018;Rotholm 38 ;8321DL;Urk;0184010000004476;Ras Coenen;;;;;;;;;;;;;;;'';;;184;Urk;187750154;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/43f74cd7-99da-4360-ae08-34d22d103e9e
102499007;BSO;Nee;Kibeo de Arenberg Zevenbergen;79;;Ingeschreven;06-03-2008;Zandberg 72 ;4761TW;Zevenbergen;1709010000162760;Stichting Kibeo;22049355;000026011883;Stichting;2016-01-25;;Postbus 328;4460AS;GOES;;Postbus 328;4460AS;Goes;;S. de Nekker;'0113 760200';s.denekker@kibeo.nl;http://www.kibeo.nl;1709;Moerdijk;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/bc66adb7-bc5e-459a-a405-a382ba3a129b
102502018;VGO;Nee;Penners Roovers;6;;Ingeschreven;29-07-2021;Dr Goossensstraat 2B ;6325BV;Berg en Terblijt;0994010002034969;Penners Roovers;;;;;;;;;;;;;;;'';;;994;Valkenburg aan de Geul;218034490;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0ae9f5f0-3642-4fe1-ace0-91ade42185b2
102512875;VGO;Nee;Vries;6;;Ingeschreven;21-01-2014;Arendstraat 23 ;3136XC;Vlaardingen;0622010000066031;Vries;;;;;;;;;;;;;;;'';;;622;Vlaardingen;114648268;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/022256b2-49bc-42f1-a60a-6ccc6d8f61a4
102540457;BSO;Nee;Kinderopvang Mathil;34;;Ingeschreven;19-10-2015;Ebbinge Wubbenlaan 41b ;7951AB;Staphorst;0180010000000216;Kinderopvang Mathil B.V.;77044282;;Besloten Vennootschap;2020-01-17;;Seringenhof 2 ;7954JB;Rouveen;;;;;;J. de Haan-Stegeman;'0630274742';info@mathil.nl;http://www.mathil.nl;180;Staphorst;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6e321983-76a5-4b49-a6bc-336436ba384a
