OBJECTID,STRAATKODE,STRAATNAAM,OMSCHRIJVING,ONDERSCHRIFT,NR_BESLUIT,DDBESLUIT,BESLUITVOLGNR,TEKENINGNR,DATUM_BESLUIT,DDINGANG,DDEINDE,SHAPESTLength
577,00022,Amstelstraat,Vernoemd naar rivier De Amstel.,,,,,,,20 maar 95,,64.4623974380414
578,01003,Weg langs Klim en Dal,Naar de naam van het landhuis 'Klimmendal'.,,,,,,,19010101,,284.118348440987
579,01077,Zijpendaalseweg,"Weg naar het landgoed Zijpendaal. Het trace vanaf de stad tot aan de van Heemstraalaan is sedert de 16e eeuw ongewijzigd gebleven. Het huidige kasteel Zijpendaal werd gebouwd in 1760 door Hendrik Willem Brantsen, secr. Van de stad Arnhem, waarschijnlijk naar ontwerp van de stadstimmerman Hendrik Viervant Het kasteel verving een landhuis, dat in 1651 gesticht was. De naam zou afkomstig zijn van sipen of sypelen. In 1744 schreef men van het ""Huys de Siep"", zoals dit landgoed door Arnhemmers nog wordt genoemd.",,"SB/RGI/04/159, D47-385c",,,"m, C",,20040824,,3067.41974304274
580,00489,Korhoenplein,Vogelsoort uit de familie van de ruigpoothoenders.,,,,,,,19230904,,101.432314519215
581,01889,Het Juk,Metamorfosen thema: akkerbouwattributen uit heden en verleden. Een juk is houten blok met om de nek sluitende uithollingen om er een paar ossen of andere trekdieren mee voor ploeg of wagen te spannen,,28-11-2006,,,2006-geo-06291,,28-11-2006,,229.655995677118
582,00541,Looierstraat,"Naar de vroegere Looiersgracht, voormalige 15e-eeuwse stadsgracht. Later een gedeelte van de St. Jansbeek, in gebruik bij de leerlooierijen in de Velperpoortslangstraat.",,,,,,,19500206,,167.400426284972
583,01857,Walstraatpassage,Passage tussen Walstraat en parkeergarage.,,"SB/RGI/05/40, D47-392",,,"m, i",,20050412,,45.0470003872622
584,00973,Vosdijk,Naar een oudere naam voor een daar aanwezig dijkje.,,,,,,,19250504,,784.550076458792
585,01441,Aasterbergstraat,Vernoemd naar plaats in de provincie Limburg.,,"26864, D47-200",,,"e, G",,19820601,,238.304074709739
586,00885,Swartenhondtstraat,"Jochem Hendricx Swartenhondt (1566-1627), vlootvoogd. Swartenhondt onderscheidde zich in slagen tegen Spanjaarden en Duinkerkers.",zeevaarder (1566-1627),,,,,,19591130,,220.4265789856
587,00783,Rozemarijnsteeg,"Balsemkruid. Dit werd vroeger bij begrafenissen gebruikt; de naam komt vaak in oude steden voor.",,,,,,,19010101,,68.223203807295
588,01643,Gustav Stresemannhof,Duits minister van Buitenlandse Zaken van 1923 tot 1929. Winnaar van de Nobelprijs voor de vrede in 1926 voor zijn bijdrage aan voor het Verdrag van Locarno.,nobelprijswinnaar voor de Vrede (1878-1929),"93.014860, D47-322",,,"RW2, B",,19930405,,167.598954383545
589,01933,Zeilvaart,Thema: begrippen uit transport en vervoer. Scheepvaart met zeilschepen.,,2007.0.057.575,,,2007-geo-00119,,14-8-2007,,120.586443801243
590,02081,Achterwende,"Metamorfosen thema: Dijken.	 Achterwende is een oude naam voor de dijk aan de landzijde van een rivierpolder, moest deze polder beschermen tegen water uit het veengebied",,120285,,,2017-NOR-002,,20170307,,67.2229606231487
591,01912,Pachterwaard,"Thema metamorfosen: boeren, burgers en buitenlui. De pachter huurt land of goederen en betaalt daarvoor (vaak) jaarlijks pachtgeld.",,2007.0.009.225,,,2006-GEO-06153 (oud),,6-3-2007,,520.995197732919
592,00262,Gentiaanstraat,Plantensoort van de vochtige bodem.,,6812,,,"a, N",,19680715,,292.662519325482
593,01898,Eggeland,"Metamorfosen thema: akkerbouwattributen uit heden en verleden. Een eg is een landbouwwerktuig bestaande uit een houten of ijzeren raam waarin in schuine richting houten of ijzeren pennen zijn gestoken, dienend om grove kluiten fijn te maken/",,28-11-2006,,,2006-geo-06291,,28-11-2006,,140.104956757614
594,00846,Sophiastraat,"Sophia Frederica Mathilda, prinses van Wurttemberg (1818-1877), echtgenote van Koning Willem III.",prinses van Wurttemberg (1818-1877),,,,,,19950101,,168.963501490073
595,02018,Sonatestraat,Is een muziekstuk met meestal een vaste opbouw uit meerdere delen (meestal 3 of 4),,2013.0.036.773,,,2013-NOR-003,,20130423,,288.621183667712
596,00957,Vinkenstraat,Vogelsoort.,,,,,,,19100815,,155.902028329818
597,00898,Terhorststraat,"Kasteel Ter Horst te Loenen (gem. Apeldoorn), in 1557 gebouwd door Wijnand Hackfort, burgemeester vanArnhem, verbouwd omstreeks 1790.",,"669 , D47-96",,,"a, F",,19650809,,108.995780634507
598,01900,Graanzeefland,"Metamorfosen thema: akkerbouwattributen uit heden en verleden. Een graanzeef is werktuig om te zeven, om korrelachtig materiaal in fijne en grovere bestanddelen te scheiden, en om vaste stoffen uit vloeistoffen te verwijderen. In beginsel een kom- of bakvormig voorwerp waarvan de bodem vol gaatjes zit of uit vlechtwerk bestaat.",,28-11-2006,,,2006-geo-06291,,28-11-2006,,124.63572431626
599,01552,Zevenbergenstraat,,,"708851, D47-266",,,"h, H",,19870921,,204.98059207583
600,00127,Burgemeestersplein,Plein in het Burgemeesterskwartier.,,,,,,,19131208,,267.256596418566
601,01938,Laan van de 17e september,Thema: Slag om Arnhem en de Bevrijding. Op 17 september 1944 begonnen de geallieerde troepen aan een grote aanval onder de naam Operatie Market Garden.,,2011.0.093.624,,,2007-GEO-00121,,25-7-2011,,246.370922528171
602,01990,Het Maisveld,"Het Maïsveld verwijst naar de agrarische geschiedenis van het gebied waar het project
Hoogstedelaan – Klingelbeekseweg is gelegen.",,2011.0.021.817,,,2008-GEO-00119,,20110308,,358.040181636773
603,00156,'t Cranevelt,"Genoemd naar het Craneveltspijker, dat gelegen heeft in Sonsbeek nabij hoek Sonsbeekweg-Apeldoornseweg. In de nabijheid van deze weg bestaat thans ook een woonwijk van deze naam.",,1323/44 tek. 7726,,,"a, L",,19-8-1903 ,,176.624069959306
604,00819,Schuttersbergplein,"Genoemd naar een oude bekende boerderij 'De Schuttersberg'; oefenplaats van de schutterij.",,,,,,,19231029,,384.076439777213
605,01775,Parelgrasstraat,Grassoort.,,SB/RGI/03/29,,,"L, E",,20030325,,109.582744823626
606,00888,Sylvalaan,Naar het landhuis 'Sylva Hoeve'.,,2010.0.107.799,,,"g, PQ",,19600111,,454.471408991232
607,01318,Geldropstraat,Plaats in de provincie Noord-Brabant.,,"10596, D47-164",,,"c, QR",,19750310,,475.523721458604
608,01242,Hindeloopenstraat,Plaats in de provincie Friesland.,,"8345, D47-151",,,"b, W",,19720821,,180.372757594464
609,01427,Hoedekenskerkestraat,Plaats in de gemeente Borsele in de provincie Zeeland.,,"15443, D47-195",,,"e, A",,19810609,,427.817934163843
610,01115,Baflostraat,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,333.577311563697
611,01218,Coevordenpad,Naar de gelijknamige plaats in de provincie Drenthe.,,"8345, D47-152",,,"b, W",,19720821,,84.6313009179265
612,00277,Goudwindestraat,"Vissoort, karperachtige.",,,,,,,,,190.623476100126
613,01507,Veldoven,"Een veldoven is een grote oven voor het bakken van bakstenen, die vanaf de middeleeuwen tot in de 20e eeuw in gebruik was. Vanaf eind 19e eeuw werd in Europa de veldoven vaker vervangen door de ringoven. Tegenwoordig wordt de tunneloven gebruikt.",,"66171, D47-236",,,"g, A",,19851104,,290.865827274041
614,01929,Ruimtevaart,Thema: begrippen uit transport en vervoer. Alle activiteit buiten de dampkring van de aarde.,,2007.0.057.575,,,2007-geo-00119,,14-8-2007,,480.542823727298
615,01399,Terneuzenstraat,Plaats in de provincie Zeeland.,,"65643, D47-186",,,"d, IJ",,19791119,,264.941476571622
616,01231,Buitenpostlaan,Plaats in de provincie Friesland.,,"8345, D47-151",,,"b, W",,19720821,,120.149922206988
617,01452,Buggenumstraat,Plaats in de provincie Limburg.,,"26864, D47-200",,,"e, G",,19820601,,386.749727138386
618,01845,Malburgse Bandijk,Rijnbandijk langs Malburgen.,,"SB/RGI/04/268, D47-382",,,"m, H",,20041221,,4275.03063032662
619,00249,Van Galenstraat,"Jan van Galen (1604-1653), vlootvoogd, onderscheidde zich tegen Duinkerker kapers, sneuvelde bij Livorno tegen de Engelsen.",zeevaarder (1604-1653),,,,,,19591130,,287.222791102158
620,01694,Emile Zolahof,"Emile Zola (1840-1902), Frans schrijver, grondlegger van het literaire naturalisme. Bekend van o.a. 'Les Rougon-Macquart' (1873), 'Nana' (1880), 'Germinal' (1885 - bekend als 'De Mijn').",schrijver (1840-1902),"BPS96/102N, D47-338",,,"L, i",,19960902,,114.672804006933
621,01905,Reefakker,Metamorfosen thema: akkerbouwattributen uit heden en verleden. Reef of rijf is een hark.,,SB/OBEH/06/2048,,,2006-geo-06291,,28-11-2006,,153.280444835276
622,01012,Wentel,"Een wentel is een enkele konijnenpijp, waarin de jongen geboren worden.",,,,,,,19680715,,325.718632607505
623,01438,Alkmaarsingel,Plaatsnaam in de provincie Noord-Holland.,,"23906, D47-198",,,"e, E",,19820308,,1275.53711106902
624,00440,Kemmenadestraat,"Adellijk huis ""Kemmenade"" te Zeddam ( gem. Bergh).",,"669 , D47-96",,,"a, F",,19650809,,117.054521875045
625,00708,Patersstraat,Vermoedelijk naar eigenaar of bewoner.,,,,,,,19010101,,219.149533763456
626,00826,Simon Stevinweg,Simon Stevin (1548-1620) van Zuid Nederlandse afkomst. Stevin was vestingbouwkundige onder Prins Maurits. Hij maakte in 1601 schetsen voor uitbreiding van de vestingwerken van Arnhem,vestingbouwkundige (1548-1620),669,,,"a, C",,19630604,,817.989556217057
627,00406,Johannahoeveweg,"Johannahoeve was oorspronkelijk als modelboerderij gebouwd. Thans het missiehuis ""Mill Hill"".",,,,,,,19500116,,2856.98550619021
628,00267,Van Ghentstraat,"Willem J. baron van Ghent (1627-1672), werd in 1666 in de plaats van Cornelis Tromp luitenant-admiraal. Van Ghent nam deel aan de tocht naar Chattam in 1667, sneuvelde in 1672 bij Solebay.",admiraal uit de 17e eeuw,,,,,,,,216.200434370121
629,01301,Gorinchemstraat,Plaats in de provincie Zuid-Holland.,,"10596, D47-165",,,"c, QR / d, B",,19750310,,612.52229973787
630,00240,'t Fortpad,"Naar voormalige boerderij van die naam. Waarschijnlijk een spotnaam in de zin van: ""wat een oud fort"" (Arnhemse uitdrukking).",,,,,,,19260412,,77.8880332686213
631,00157,Creutzbergstraat,"Karel Frederik Creutzberg (1840-1911), predikant te Arnhem van 1870 tot 1911.",predikant (1840-1911),1323,,,"c, B",,20210905,,295.461110889495
632,00925,Valepoort,Oorspronkelijk waarschijnlijk een uitgang van het huis van een zekere Vale.,,"4679, 21574",,,"a, B",,19511105,,38.8337754394977
633,01175,Kortlandplaats,Plaats in de provincie Zuid-Holland.,,"3337, D47-161",,,,,19740701,,188.245233609714
634,00328,Herman Heijermansstraat,"Herman Heyermans (1864-1924), roman- en toneelschrijver.",roman- en toneelschrijver (1864-1924),,,,,,19280206,,174.257148616279
635,00847,Van Spaenstraat,"W.A. baron van Spaen, plaatselijk historicus in de 19e eeuw.",historicus in de 19e eeuw,,,,,,19950101,,167.232287211986
636,01436,Cadier en Keerpad,Naar het gelijknamige dorp in de gemeente Margraten in de provincie Limburg.,,"15972, D47-196",,,"e, B",,19810629,,140.027393066912
637,00982,Dr. Wagenaarstraat,"Dr. L.H. Wagenaar (1855-1910), gereformeerd predikant te Arnhem van 1892-1898, historicus (o.a. levensbeschrijving van dr.ds. Johannes Fontanus, de 1e predikant te Arnhem).",predikant (1855-1910),1323,,,"c, B",,20210905,,250.343336554862
638,00657,2e Nijverheidstraat,Zie beschrijving 1e Nijverheidsstraat.,,,,,,,,,76.4000988648575
639,01099,Oudeschanspad,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,337.635659554704
640,00159,Cruquiusweg,Nicolaas Samuelsz Cruquius (1678-1754). Landmeter van Rijnland en Schout van Spaarndam. In 1742 heeft hij een plan ingediend voor droogmaking Haarlemmermeer. Dat plan werd echter een eeuw later uitgevoerd.,landmeter (1678-1754),,,,,,19010101,,454.434826631016
641,00089,Boompjesstraat,Het door de spoorlijn afgesneden gedeelte van de Brouwerijweg naar de Utrechtseweg.,,,,,,,19960909,,35.2573846630396
642,01070,Zuidelijke Parallelweg,Loopt evenwijdig aan de spoorlijn.,,,,,,,19950101,,738.812202345055
643,00845,Sonsbeekweg,Oorspronkelijk was de naam Sonsbeek alleen voor het lage gedeelte van het landgoed. De naam is waarschijnlijk uit het Rijnland overgebracht. Het hogere deel van het park heette Hartgers- of Hartjesberg naar de 16e-eeuwse eigenaar.,,,,,,,19950101,,562.434188055264
644,00506,Laan van Klarenbeek,Naar het landgoed 'Klarenbeek'.,,,,,,,19360316,,695.903877513483
645,01723,Malburgse Sluis,"Verwijzing naar de polder Malburgen, die werd voorzien van dijken en gemalen. De weg droeg eerst de naam Sluis, de huidige naam geeft de locatie echter duidelijker weer.",,"bps97/121n, D47-346",,,"j, V",,19970630,,348.130228980353
646,00666,Olmstraat,Loofboomsoort behorende tot de iepenfamilie.,,,,,,,19550425,,266.891881489362
647,00295,Halévystraat,"Jacques Fromental Halévy (of Levy) (1799-1862), Frans romantisch componist.",componist (1799-1862),"981, D47-64",,,"a, L",,19591130,,120.270702516974
648,01118,Heiligerleeplaats,Genoemd naar de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,178.77356952603
649,01827,Kea Boumanstraat,"Kornelia Bouman (1903-1998), tennisster. Olympische Spelen 1924 Parijs, 1x brons.","Olympisch tennister, 1903 - 1998","RGI/03/78, D47-378",,,"L, M",,20040504,,948.932205760219
650,00891,Tappisstraat,In Elden was de naam al in gebruik.,,"912242, D47-299",,,"i, M",,19900129,,240.151593937013
651,00700,Parkstraat,"Naar de voormalige buitenplaats: Het gelders Spijker, gelegen hoek Kastanjelaan-Parkstraat. Het werd gesloopt en verkaveld eind 19e eeuw.",,,,,,,,,545.668601526894
652,01037,Willem van Gulikstraat,"Willem I van Gulik, hertog van Gelder en Gulik, graaf van Zutphen van 1372-1402. Overleden in zijn hof te Arnhem; begraven op Monnikenhuizen. Hij vergrootte door oorlog het hertogdom o.a. met Grave en Kuyk.","hertog van Gelder en Gulik, graaf van Zutphen van 1372-1402",6561/3,,,"a, F",,19341112,,153.552874917062
653,01398,Domburgpad,Plaats in de provincie Zeeland.,,"65643, D47-186",,,"d, IJ",,19791119,,307.92620295389
654,01026,Wielewaalstraat,Opvallend geel-zwart gekleurde vogel uit de familie van bijeneters.,,,,,,,19950101,,303.524778956139
655,01362,Heusdenstraat,Plaats in de provincie Noord-Brabant.,,"43759, D47-173",,,"c, QR",,19780116,,124.797497627434
656,01104,Lesterhuispad,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,178.952324681108
657,00512,Land van de Markt,Afkomstig van de 16e-eeuwse naam: Land Vermerck.,,,,,,,19010101,,156.644946729639
658,01695,Hector Malotpad,"Hector-Henri Malot (1830-1907), Frans schrijver. Bekend van o.a. 'Alleen op de wereld (Sans familles)' (1878) en 'Les Amants' (1859).",schrijver (1830-1907),"BPS96/102N, D47-338",,,"L, i",,19960902,,93.3297718476553
659,00579,Meginhardweg,De naam voor Meijnerswijk in de vroege middeleeuwen.,,"669, D47-114a",,,"b, R",,19690101,,2835.07642897489
660,01463,Udenstraat,Plaats in de provincie Noord-Brabant.,,"33200, D47-204",,,"e, L",,19821129,,343.913096818602
661,01378,Zunderthof,Plaats in de provincie Noord-Brabant.,,"62264, D47-183",,,"d, E",,19790827,,59.8547150115033
662,01495,Thornhof,Plaats in de provincie Limburg.,,"59997, D47-225",,,"f, OP",,19850325,,83.9854608815966
663,01055,1e Wijkstraat,"De huizen aan deze straten waren vroeger eigendom van de Hervormde wijkvereniging. Er was ook een 2e Wijkstraat, door de stadsvernieuwing in 1985 is de straat echter verdwenen.",,,,,,,19011228,,161.954573269093
664,01125,Appingedamstraat,Plaatsnaam in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,235.80450373352
665,00834,Sleutelbloemstraat,"Weideplant, tuinplant.",,,,,,,19491121,,83.7795227961106
666,01203,Stolwijkpad,Plaats in de gemeente Vlist in de provincie Zuid-Holland.,,"10596, D47-165",,,"d, B",,19750310,,92.5811754508653
667,00797,Sasboutstraat,"Jodocus (Joost) van Sasbout (1487-1546), 1e kanselier van Gelderland onder Karel V. In de Grote Kerk werd een grafmonument voor hem opgericht. Zijn zoon Arnold Sasbout 3e kanselier 1569-1575 was sterk Spaans gezind, werd in 1575 voorzitter van de Geheime Raad te Brussel.",1e kanselier van Gelderland onder Karel V  (1487-1546),6561/3,,,"a, F",,19341112,,122.363285537622
668,00993,Waterkersstraat,Plantensoort behorende tot de kruisbloemenfamilie. Moerasplant.,,,,,,,19480726,,117.008941244206
669,01240,Harlingenpad,Plaats in de provincie Friesland.,,"8345, D47-151",,,"b, W",,19720821,,168.096781853425
670,01914,Schoolmeesterwaard,"Thema metamorfosen: boeren, burgers en buitenlui. De schoolmeester noemen we nu onderwijzer.",,2007.0.009.225,,,2006-GEO-06153 (oud),,6-3-2007,,228.583488497219
671,00603,Molecatenstraat,"Landgoed Molecaten te Oldebroek, landhuis gebouwd in 1826.",,"669 , D47-96",,,"a, F",,19650809,,150.747070004256
672,00999,Weerdjesstraat,"De naam is ontleend aan de vroegere uiterwaarden, later de ""Stadsweerdjes"" genoemd. In het uitbreidingsplan van de architect Heuvelink werd in 1853 de Weerdjesstraat ontworpen.",,,,,,,19950101,,391.609688606184
673,01692,Marguerite Yourcenarstraat,"Frans schrijfster, pseudoniem/anagram van Marguerite de Crayencour (1903-1987). Bekend van o.a. 'Memoires d'Hadrien' (1951), 'Als stromend water' en 'Dierbare nagedachtenis'.","schrijfster, pseudoniem van Marguerite de Crayencour (1903-1987)","BPS96/102N, D47-338",,,"L, i",,19960902,,163.542275324921
674,00984,Wagnerlaan,"Richard Wagner (1813-1883), Duits componist. Een bekend en omvangrijk werk is 'Der Ring des Nibelungen'.",componist (1813-1883),"95023766, D47-330",,,"j, K",,19950306,,3213.11521165755
675,00371,Hugo de Grootstraat,"Hugo de Groot (Grotius) (1583-1645), rechtsgeleerde en staatsman, advocaat-fiscaal van het Hof van Holland, pensionaris van Rotterdam.",rechtsgeleerde en staatsman (1583-1645),,,,,,19321010,,326.873321574838
676,01114,Bronsveenhof,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,41.0394894658791
677,00751,Rechterenstrat,"Slot Rechteren te Dalfsen, oorspronkelijk middeleeuws slot, verbouwd in 1726 en 1898.",,"669 , D47-96",,,"a, F",,19650809,,114.496766071836
678,01356,,,,,,,,,,,4977.45364354525
679,01957,Laan van de Vrede,Metamorfosen thema oorlog en bevrijding.,,2010.0.062.356,,,2009-GEO-00068,,20100601,,199.623038780515
680,00873,Steenstraat,"Vroegere naam in 1301 Steenweg, daarna Velpersteenstraat.",,,,,,,19010101,,575.745448339505
681,01248,Oudegapad,Plaats in de provincie Friesland.,,"8345, D47-151",,,"b, W",,19720821,,42.6431427558992
682,01219,Drentesingel,Genoemd naar de provincie Drenthe.,,"8345, D47-152",,,"b, W",,19720821,,818.815789396043
683,02007,Balladepad,Een verhalend lied in de vorm van een gedicht waarvan de vorm in de Middeleeuwen is ontstaan.,,2013.0.036.773,,,2013-NOR-003,,20130423,,189.464437077794
684,00210,Eeshofstraat,"Huis de Eeshof bij Tubbergen (Ov.), havezate uit de 18e eeuw.",,"669 , D47-96",,,"a, F",,19650809,,82.8795519911275
685,02003,Adagiopad wordt Dolentepad,Een Italiaanse muziekterm met betrekking tot de manier waarop een stuk of passage uitgevoerd dient te worden. Men kan de term vertalen met klaaglijk of gepijnigd.,,2013.0.036.773,,,2013-NOR-003,,20130423,,36.8119542851898
686,00434,Karthuizerstraat,"Genoemd naar de monnikenorde van het klooster 'Monnikhuizen', 1342-1606. De orde der Karthuizers ontstond naar het klooster 'Chartreuse', dat gesticht werd in 1804 door de H. Bruno.",,,,,,,19360316,,381.763684906545
