Leverancier;1000 - Personele exploitatie overig;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis en verblijfkosten;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatie adviesopdrachten;3140 - Uitbesteden juridische adviesopdrachten;3150 - Uitbesteden ICT-adviesopdrachten;3160 - Uitbesteden accountancy en financiën;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement, Documentontwikkeling en -verwerking;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;5110 - Verblijf extern;5210 - Wagenpark;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Aan een externe partij uitbestede ICT-dienstverlening;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;8110 - Vakliteratuur, abonnementen en overige informatie;8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;9100 - GWW;9410 - Lokale belastingen - waterschapslasten;9560 - I&M specifiek;Eindtotaal
Boerderij Het Lansingerland;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Boerderij 't Geertje;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boerderijterras Jacobushof;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boerema & Van den Brink B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boerenjongens Ontwerpen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bogaard.clan Engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1
Bokhorst Communicatie;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
bol.com B.V.;;1;;;;;;;;;;;;;1;1;;;;;1;1;;;;;;1;;;;;1;;;1;1;;;;;1;1
Bolesian B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
Bolina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bolster Group B.V.;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3
Bombance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bombs Away B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bomendienst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bon Bon Partyservice B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bon Courage B.V.;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bonaire International Airport N.V.;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;2;;;;;;;;;;;2
Bond for Web Solutions B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bondi Beach;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BONN AGREEMENT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
BonoTraffics B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4
Bonvanie B.V.;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boogh Arbeidsre-integratie;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Booij B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boom B.V.;;;;;;;;;1;1;;;;;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;2;2
Boom Timmerwerken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boom uitgevers Amsterdam B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boomerang Beach;1;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Boomontzorging;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boomrooierij J. van Rijsewijk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BOOMROOIERIJ WEIJTMANS B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boomsma Communicatie & Mediatraining;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boonoonoonoos B.V.;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Booreiland B.V.;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2
BOOSTchamps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Boot & Stuurliedencoöp. 'De Koperen Ploeg' WA;;1;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
BOOT organiserend ingenieursburo B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;2;2
Bootcamp Aardenburg;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bootservice Leeuwen;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;1;;;;;;2;2
Bora Illustraties;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Borgman Beheer Advies V.O.F.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Borneman Buitenhof;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Borrel Experience B.V.;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bos & Bos Catering B.V.;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Bos Kaasgereedschappen B.V.;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BosBoon Expertise Amsterdam B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BosBoon Expertise Group B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boscafé 't Hijgend Hert Vijlen B.V.;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bosch & Slabbers Tuin- en Landsch.arch. B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bosch & Van Rijn B.V.;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
Bosch en Slabbers Den Haag B.V.;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bosch en Slabbers Middelburg B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bosch Holding B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2
Bosch Infra Advies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bosch Rexroth B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6
Bosexploitatie Van den Nagel B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5
Boskalis Nederland B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;12
Bosma Management en Advies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Boso B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Bosporus;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bossers & Cnossen B.V.;;;;;;;;;;;;;2;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;2
Bostec;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4
Bosveld Gerechtsdeurwaarders & Incasso's;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;1
Botenverhuur De Rijnstroom;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Botenverhuur De Rijnstroom V.O.F.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boterwaag Den Haag B.V.;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bouckaert Training & Coaching;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boudewijn Media Consult;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Boudewijns Bodem Breed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4
Boukema Trading Company B.V.;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;2
Boulevard 17 B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bourdrez Advies;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bours Agrarisch Industrieel Loonbedrijf B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boutiquehotel The Roosevelt;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bouwbedrijf A. Methorst B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;4
Bouwbedrijf A.H. Visser en Zn. B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bouwbedrijf Meliskerke B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;3;3
Bouwbedrijf Werkman B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
BouwCirculair B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bouwend Nederland;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bouwmontage Noord B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BouwQ B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bouwra ICT B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
Bouwservice Management Nederland B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bouwvisie Geo Techniek B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7
Bouwzorg B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bovenmeester Diner & Lounge;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bovenregionaal kantoor Noord;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Bowling Goes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bowling Scheveningen B.V.;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Box to Borrel;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BPI INSTRUMENTS SPRL-BVBA;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;2
BPI Services B.V.;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;2;;;;;;;;;;;2
BPL Beton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
Brabanthallen;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Braber Academy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Brackel Juridisch Management;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4
Brackmann Beheer B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brain Box Mediatraining B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Braining B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4
Brainstorm V.O.F.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brainwork B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brama Beheer B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Branchever. Kringloop Bedr. Nederland (BKN);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Brand Coating Services B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;4
Brand Commerce B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1
Brand Matters Creatives;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brandchart;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Brandenburg Waardenburg Cater.- en Partyserv.;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
brandgiving;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
BrandMore Industries B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brandts Energie Service B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Brass Boer Zwolle B.V.;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie 21 B.V.;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Berlage;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Buitenhuis B.V.;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Brasserie De Boerderij;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brasserie de Steinsetuin;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Brasserie Elco;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Grand-Café De Smaeckkamer;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Het Raadhuis;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brasserie Laagraven;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brasserie Le Nord;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Me Moeder;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Midi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brasserie No. 14 B.V.;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Sequenza;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie 't Zusje Arnhem B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brasserie 't Zusje Eindhoven;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie 't Zusje Scheveningen B.V.;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brasserie Waalhaven;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BRB Sound;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Break Out Events B.V.;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;1
Break-Out Gruno Park B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Breca Handelsonderneming;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Breedband Helmond B.V.;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Breedijk Transport B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Breijer contractonderhoud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6
Breimer's Bakkerij;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Breinkorf;;;;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3
Breinvoorkeuren NBI;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Breman Utiliteit Zwolle B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1
Bremmer Transportcollege B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bret B.V.;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Breukers Dranken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Breukers V.O.F.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Breur IJzerhandel;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;1
Breur, Uw Topslijter;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Breustedt Chemie;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Brian Franken Technieken B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bribenco B.V.;;1;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Brickk Nederland B.V.;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brickq;;;;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4
Bridgeman B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Briegel B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bright Ecosystem;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bright Professionals B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Brighton Ties;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brimos B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;1;6
Bringmann Advocaten B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brink B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brink Management & Advies B.V.;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
BrixCRM B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
BRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
Broek & Buuren Evenementen;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broekhuizen Communicatie;;;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;4
Broekman Groenonderhoudsbedrijf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1
BroerZ;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1
Broese;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BrokxMedia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bron Verkeersvoorzieningen B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;5
BRON-TMC;;;3;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
Brood & Banketbakkerij Prins B.V.;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brood en Banket Margriet B.V.;;1;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;2
Brood- en Banketbakkerij Sterk B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brood- en banketbakkerij W. v. Walderveen VOF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Broodje & Zo...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Broodjesbar Bocadillo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Broodjeskantine;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Broodjeslijn;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Broodkapje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brooklands Horeca B.V.;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;1
BROOSDOC FILMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Brouwer Communiceert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
Brouwer Groenten en Fruit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brouwer Produktie B.V.;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brouwerij Maximus B.V.;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brouwhuis Breda B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Brownies&downieS Deventer;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brownies&downieS Haarlem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BrownPaperAudit.nl B.V.;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Brüggemann horeca groep;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bruidssuiker At 'De Suikerboon' /Imp Elise Se;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bruisten GWW B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Brunel Nederland B.V.;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;7
Brunet Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BRUSSELS CLEANING COMPANY;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1
Brygga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
BS Reclame;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
BSA Schaderegeling B.V.;;;;;;;;;;;;2;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;1;2
BSI Group The Netherlands B.V.;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;3
BT TENDER Advies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4
BTD Beveiligingstechniek Dordrecht B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BTL Advies B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5
BTL Realisatie B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7
BTMpartners B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BTN B.V.;;;;;;;;;;;;;;;1;1;;;;;1;;;;;;;;;;;;;;;1;;;;;;4;4
BTR Trainingen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BTS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Buccaneer Delft B.V.;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BUCHI LABORTECH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;2
BUCK CONS INT;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Buck Consultants International B.V.;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5
Buckaroo B.V.;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;1
Bucky's Catering B.V.;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Budgetgift.nl B.V.;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buena Vista Beach Club B.V.;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Buffalo.nl B.V.;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BuildBrands;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Building Bits B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Buiten in de Kuil B.V.;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Buiten organisatieadvies B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Buiten, bureau voor Economie & Omgeving B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Buitengoed De Moosjtum;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
