OBJECTID,BEHEERCODE,VERHARDINGSGROEP,ONDERDEELTYPE,VERHARDINGSSOORT,OPPERVLAKTE,BEHEEROBJECTTYPE,WEGTYPE,GEBRUIKSFUNCTIE,BEHEERDER,GEBIED,WIJK,STRAAT,AANLEGJAAR,SHAPESTArea,SHAPESTLength
578,00723/10/502,Asfalt,Hoofdrijbaan,Asfalt,249.39,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Plataanstraat,2014,249.3911095,116.893988115651
579,00723/10/501,Asfalt,Hoofdrijbaan,Asfalt,713.67,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Plataanstraat,2014,713.6690895,293.976332839291
580,00732/10/512,Asfalt,Drempel,Asfalt,23.79,drempel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Populierstraat,2014,23.7892825,19.5583841455164
581,00732/10/511,Asfalt,Drempel,Asfalt,16.8,drempel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Populierstraat,2014,16.803661,16.7527632485092
582,01146/20/511,Betonsteen,Parkeervak,Betonstraatstenen,46.91,parkeervak rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Moslaan,1978,46.90735,53.0916569932914
583,01146/20/510,Betonsteen,Parkeervak,Betonstraatstenen,61.68,parkeervak rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Moslaan,1978,61.683339,47.6272080208624
584,01146/10/507,Betonsteen,Parkeervak,Betonstraatstenen,67.69,parkeervak rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Moslaan,1978,67.691762,69.334520222146
585,01146/10/506,Betonsteen,Parkeervak,Betonstraatstenen,26.17,parkeervak rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Moslaan,1978,26.1739815,30.636443128672
586,01146/10/510,Betontegels,Trottoir,Betontegels,26.61,trottoir rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Moslaan,1978,26.6054345,66.8718152008989
587,00225/10/507,Betontegels,Trottoir,Betontegels,101.16,trottoir rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Esdoornweg,1974,101.16171,67.6812570644334
588,00225/10/506,Betontegels,Trottoir,Betontegels,92.26,trottoir rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Esdoornweg,1974,92.2591785,91.1644065022864
589,01309/20/503,Betonsteen,Hoofdrijbaan,Betonstraatstenen,196.57,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Pijnboomhof,1975,196.573302,89.6979999992844
590,01309/20/502,Betonsteen,Hoofdrijbaan,Betonstraatstenen,525.94,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Pijnboomhof,1975,525.935327305,195.757383925451
591,01309/20/501,Betonsteen,Hoofdrijbaan,Betonstraatstenen,96.78,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Pijnboomhof,1975,96.780277,64.8901273418539
592,01309/20/507,Betonsteen,Voetpad,Elementen verharding,8.54,voetpad,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Pijnboomhof,1975,8.5362655,14.5665398311021
593,01146/10/509,Betontegels,Trottoir,Betontegels,11.38,trottoir rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Moslaan,1978,11.379047,25.8170644577121
594,01309/20/506,Betonsteen,Voetpad,Elementen verharding,47.9,voetpad,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Pijnboomhof,1975,47.904805,70.797351698398
595,01309/20/505,Betonsteen,Voetpad,Elementen verharding,21.39,voetpad,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Pijnboomhof,1975,21.393884,32.580500627001
596,01313/20/504,Betontegels,Trottoir,Betontegels,69.85,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Vogelkersweg,1975,69.851414,120.817023881502
597,01313/20/502,Betontegels,Trottoir,Betontegels,44.62,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Vogelkersweg,1975,44.6160565,62.4796047535634
598,00068/50/522,Overig,Voetpad,Halfverhard,59.52,voetpad,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Geitenkamp,Beukenlaan,2012,59.515611,79.52550563764
599,00068/30/518,Overig,Voetpad,Halfverhard,174.22,voetpad,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Geitenkamp,Beukenlaan,2012,174.2234095,689.031858645083
600,00810/90/509,Betontegels,Trottoir,Betontegels,427,trottoir rechts,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West (Alteveer-Cranevelt),Monnikenhuizen,Schelmseweg,2007,426.998839,663.982244621201
601,00980/30/525,Betonsteen,Verkeersdruppel,Betonsteen keiformaat,0.82,verkeersdruppel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Waalstraat,2010,0.8215185,3.62557450192176
602,00980/30/524,Betonsteen,Verkeersdruppel,Betonsteen keiformaat,0.83,verkeersdruppel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Waalstraat,2010,0.827267,3.63848422939418
603,00980/30/523,Betonsteen,Verkeersdruppel,Betonsteen keiformaat,0.83,verkeersdruppel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Waalstraat,2010,0.825065,3.63349011884494
604,00980/30/522,Betonsteen,Verkeersdruppel,Betonsteen keiformaat,0.82,verkeersdruppel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Waalstraat,2010,0.815452,3.61224652117248
605,01068/10/519,Betonsteen,Verkeersdruppel,Betonsteen keiformaat,0.8,verkeersdruppel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Zoomstraat,2010,0.804664,3.58814175067682
606,01068/10/518,Betonsteen,Verkeersdruppel,Betonsteen keiformaat,0.81,verkeersdruppel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Zoomstraat,2010,0.811895,3.60421274351919
607,01068/10/517,Betonsteen,Verkeersdruppel,Betonsteen keiformaat,0.82,verkeersdruppel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Zoomstraat,2010,0.820515,3.62336032018234
608,01953/1/504,Gebakken steen,Parkeervak,Klinker keiformaat,51.13,parkeervak rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Bella Vista,2014,51.12543925,65.5085102970557
609,00655/30/3,Asfalt,Hoofdrijbaan,Asfalt,304.87,hoofdrijbaan,Zwaar belaste weg,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen West,Nijmeegseweg-West,2008,304.8665545,76.8328180250877
610,00046/62/508,Cementbeton,Trap,Beton,16.07,Trap,Weg in verblijfsgebied,vrijliggend fietspad,Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Elderveld,Batavierenweg,1998,16.068309,18.3265307861273
611,01376/120/523,Cementbeton,Trap,Beton,16.6,Trap,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (De Laar/Elden),Elderveld,Burg. Matsersingel,1992,16.597081,18.605306463515
612,01376/120/524,Asfalt,Trottoir,Asfalt,64.74,trottoir algemeen,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (De Laar/Elden),Elderveld,Burg. Matsersingel,1992,64.736228,68.9594202836407
613,01376/111/506,Cementbeton,Trap,Beton,15.59,Trap,Weg in verblijfsgebied,vrijliggend voetpad,Gemeente Arnhem,Zuid-West (De Laar/Elden),De Laar,Burg. Matsersingel,1992,15.5906355,17.7986794339125
614,00032/140/7,Cementbeton,Trottoir,Beton,175.59,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Bossen en Parken,Schaarsbergen e.o.,Apeldoornseweg,2010,175.5917155,142.663302465645
615,01953/1/503,Gebakken steen,Parkeervak,Klinker keiformaat,64.31,parkeervak rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Bella Vista,2014,64.307080765,85.9215137617693
616,01953/1/502,Gebakken steen,Parkeervak,Klinker keiformaat,59.21,parkeervak rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Bella Vista,2014,59.205860075,80.0786172902088
617,00980/20/517,Cementbeton,Drempel,Beton,4.03,drempel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Waalstraat,2013,4.032094,8.08622407037483
618,00980/20/516,Cementbeton,Drempel,Beton,4.01,drempel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Waalstraat,2013,4.0102845,8.05995518440347
619,00980/20/515,Cementbeton,Drempel,Beton,4.07,drempel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Waalstraat,2013,4.074896,8.12828062746271
620,01024/20/506,Betontegels,Trottoir,Betontegels,562.5,trottoir rechts,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Wichard van Pontlaan,2017,562.50125497,294.982567007231
621,01376/130/522,Cementbeton,Trap,Beton,30.34,Trap,Weg in verblijfsgebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (De Laar/Elden),Elderveld,Burg. Matsersingel,2005,30.3413605,30.3847946192817
622,01819/52/2,Betontegels,Voetpad,Betontegels,19.33,voetpad,Weg in woongebied,vrijliggend voetpad,Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Metamorfosenallee,2006,19.327877,29.7922103072627
623,00032/140/8,Cementbeton,Trottoir,Beton,97.99,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Bossen en Parken,Schaarsbergen e.o.,Apeldoornseweg,2010,97.9912085,141.809991319893
624,01079/40/534,Betonsteen,Fietspad ,Dubbelklinker 20x20,251.64,fietspad links,Fietspad,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (De Laar/Elden),De Laar,Randweg,1993,251.6448134,217.911335239668
625,01079/40/535,Cementbeton,Drempel,Beton,4.26,drempel,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (De Laar/Elden),De Laar,Randweg,1993,4.2566775,8.31458532852504
626,01079/50/516,Betontegels,Doorsteek,Betontegels,9.25,doorsteek,Fietspad,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (De Laar/Elden),De Laar,Randweg,1993,9.2500215,13.0568741432618
627,01079/60/516,Cementbeton,Drempel,Beton,4.09,drempel,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (De Laar/Elden),De Laar,Randweg,1993,4.092306,8.13549081580096
628,01967/30/4,Gebakken steen,Hoofdrijbaan,Gebakken klinkers,248.09,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Polluxstraat,2015,248.08811,102.591864406116
629,01967/30/2,Gebakken steen,Hoofdrijbaan,Gebakken klinkers,380.77,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Polluxstraat,2015,380.765752,151.850748310051
630,01967/30/1,Gebakken steen,Hoofdrijbaan,Gebakken klinkers,345.98,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Polluxstraat,2015,345.9770125,138.658611586622
631,01024/20/505,Betontegels,Trottoir,Betontegels,45.68,trottoir rechts,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Wichard van Pontlaan,2018,45.6836248,49.8990353328323
632,01024/20/503,Betontegels,Trottoir,Betontegels,319.9,trottoir links,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Wichard van Pontlaan,2017,319.90100428,277.48403944921
633,01024/20/502,Betontegels,Trottoir,Betontegels,224.35,trottoir links,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Wichard van Pontlaan,2017,224.3513665,123.897440595839
634,01024/20/528,Betontegels,Trottoir,Betontegels,136.49,trottoir algemeen,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Wichard van Pontlaan,2013,136.48636585,95.8353412453926
635,00122/30/517,Betontegels,Trottoir,Betontegels,32.75,trottoir rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Bronbeeklaan,2002,32.75442317,27.2402278726136
636,01967/20/2,Gebakken steen,Hoofdrijbaan,Gebakken klinkers,311.61,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Polluxstraat,2015,311.613847,122.928530985803
637,01820/62/2,Betonsteen,Voetpad,Grasstenen,9.64,voetpad,Weg in verblijfsgebied,vrijliggend voetpad,Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Marasingel,2005,9.644934,18.7913542635221
638,01967/20/1,Gebakken steen,Hoofdrijbaan,Gebakken klinkers,504.17,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Polluxstraat,2015,504.1723637,193.358347806015
639,01996/40/7,Gebakken steen,Parkeervak,Klinker keiformaat,56.39,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Monnikenhuizen,Saksen-Coburg,2017,56.385327,31.6144463948085
640,00835/10/4,Gebakken steen,Parkeervak,Klinker waalformaat,80.09,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,St. Marten / Sonsbeek-Zuid,Van Slichtenhorststraat,2017,80.09178525,94.0768972119338
641,00835/20/3,Gebakken steen,Hoofdrijbaan,Klinker waalformaat,112.1,hoofdrijbaan links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,St. Marten / Sonsbeek-Zuid,Van Slichtenhorststraat,2017,112.0967783,80.5488336738281
642,00835/20/5,Gebakken steen,Hoofdrijbaan,Klinker waalformaat,72.53,hoofdrijbaan links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,St. Marten / Sonsbeek-Zuid,Van Slichtenhorststraat,2017,72.5330619,55.1576865386676
643,01967/20/5,Gebakken steen,Trottoir,Gebakken klinkers,228.48,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Polluxstraat,2015,228.4787095,276.502046048351
644,01967/20/8,Gebakken steen,Parkeervak,Gebakken klinkers,148.6,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Polluxstraat,2015,148.60253155,68.2604687455694
645,01967/20/9,Gebakken steen,Parkeervak,Gebakken klinkers,124.1,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Polluxstraat,2015,124.101444,58.8656548973484
646,00122/30/516,Betontegels,Trottoir,Betontegels,389.86,trottoir rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Bronbeeklaan,2002,389.863694415,312.513763983666
647,00388/10/503,Gebakken steen,Hoofdrijbaan,Klinker dikformaat,159.59,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Jacques Perkstraat,2013,159.588305145,109.862127601618
648,01024/20/527,Betontegels,Trottoir,Betontegels,116.3,trottoir algemeen,Weg in woongebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Wichard van Pontlaan,2013,116.30081665,90.056352101608
649,00388/10/502,Gebakken steen,Hoofdrijbaan,Klinker dikformaat,473.66,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Jacques Perkstraat,2013,473.6558544,113.359878203779
650,01082/30/514,Betontegels,Voetpad,Betontegels,14.79,voetpad,Weg in verblijfsgebied,industrieweg,Gemeente Arnhem,CSA,Arnhemse Broek,Leemansweg,2007,14.7892,18.7836649589428
651,00194/20/518,Betontegels,Hoofdrijbaan,Betontegels,25.12,op- afrit rechts,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Arnhemse Broek,Driepoortenweg,1995,25.118597,23.0691916951578
652,00812/10/527,Betonsteen,Trap,Elementen verharding,2.22,Trap,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Heijenoord / Lombok,Schilderstraat,1985,2.220419,6.15599601000607
653,01558/10/6,Betonsteen,Trap,Elementen verharding,3.54,Trap,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Heijenoord / Lombok,Paletstraat,1987,3.542841,8.41727928522626
654,01001/10/585,Betontegels,Trottoir,Betontegels,349.29,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Begraafpark Moscowa,Monnikenhuizen,Weg langs de Begraafplts,2015,349.286236,300.926725686416
655,01001/10/586,Betontegels,Trottoir,Betontegels,389.39,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Begraafpark Moscowa,Monnikenhuizen,Weg langs de Begraafplts,2015,389.393955,295.150027869795
656,01001/10/587,Betontegels,Voetpad,Betontegels,61.39,voetpad,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Begraafpark Moscowa,Monnikenhuizen,Weg langs de Begraafplts,2015,61.3894735,62.2823170152868
657,00388/10/501,Gebakken steen,Hoofdrijbaan,Klinker dikformaat,156.32,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Jacques Perkstraat,2013,156.32090878,108.747248419444
658,00388/10/506,Betontegels,Trottoir,Betontegels,108.12,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Jacques Perkstraat,2013,108.124239,139.262355549975
659,00388/10/505,Betontegels,Trottoir,Betontegels,114,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Jacques Perkstraat,2013,114.00213812,138.6977156665
660,00388/10/512,Gebakken steen,Parkeervak,Klinker waalformaat,60.31,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Jacques Perkstraat,2013,60.3144825,32.3366753886035
661,00388/10/511,Gebakken steen,Parkeervak,Klinker waalformaat,71.63,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Jacques Perkstraat,2013,71.62564265,75.7476726409312
662,00388/10/510,Gebakken steen,Parkeervak,Klinker waalformaat,55.3,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Jacques Perkstraat,2013,55.298994,30.9782255673327
663,00388/10/509,Gebakken steen,Parkeervak,Klinker waalformaat,75.51,parkeervak links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Jacques Perkstraat,2013,75.5054885,79.5958778653201
664,00243/10/504,Betontegels,Trottoir,Betontegels,179.32,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Frederik van Eedenstraat,2013,179.316715,151.715947860612
665,00243/10/503,Betontegels,Trottoir,Betontegels,113.23,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Frederik van Eedenstraat,2013,113.2293868,103.324828005385
666,00184/10/503,Betonsteen,Drempel,Elementen verharding,31.28,drempel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen West,Dovenetellaan,2008,31.276665,22.6084140748342
667,01390/14/1,Betonsteen,Fietspad,Dubbelklinker 20x20,381.38,fietspad rechts,Fietspad,vrijliggend fietspad,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Kronenburgbusbaan,2011,381.376501,223.029701947747
668,01092/30/512,Betonsteen,In- uitrit,Betonstraatstenen,45.03,in- uitrit links,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Slochterenweg,1971,45.02816926,34.8244430674553
669,01092/30/511,Betonsteen,In- uitrit,Betonstraatstenen,32.16,in- uitrit links,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Slochterenweg,1971,32.164069,31.4920246681147
670,00638/30/529,Asfalt,Verkeersdruppel,Asfalt,6.97,verkeersdruppel,Gemiddeld belaste weg,industrieweg,Gemeente Arnhem,CSA,Arnhemse Broek,Nieuwe Kade,2000,6.969281,10.2778656409322
671,00062/20/525,Overig,Voetpad,Halfverhard,131.17,voetpad,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Zuid),Van Berkumstraat,2017,131.173500795,129.043217346289
672,01390/14/2,Betonsteen,Fietspad,Dubbelklinker 20x20,126.51,fietspad rechts,Fietspad,vrijliggend fietspad,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Kronenburgbusbaan,2011,126.5075755,80.9732452408465
673,00638/30/528,Betonsteen,Verkeersdruppel,Betonsteen keiformaat,1.68,verkeersdruppel,Gemiddeld belaste weg,industrieweg,Gemeente Arnhem,CSA,Arnhemse Broek,Nieuwe Kade,2000,1.6849163,5.02841896077356
674,01017/50/516,Betonsteen,Fietspad,Dubbelklinker 20x20,7.25,fietspad rechts,Fietspad,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Arnhemse Broek,Westervoortsedijk,1999,7.2461345,10.8374571724578
675,01017/50/515,Betonsteen,Fietspad,Dubbelklinker 20x20,66.12,fietspad rechts,Fietspad,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Arnhemse Broek,Westervoortsedijk,1999,66.123500845,49.9023831257309
676,00638/50/507,Cementbeton,Trap,Beton,72.58,Trap,Gemiddeld belaste weg,kade,Gemeente Arnhem,CSA,Arnhemse Broek,Nieuwe Kade,2013,72.5824445,38.8693903678591
677,00638/50/506,Cementbeton,Trap,Beton,77.65,Trap,Gemiddeld belaste weg,kade,Gemeente Arnhem,CSA,Arnhemse Broek,Nieuwe Kade,2013,77.646139,41.839650818933
678,00638/50/505,Cementbeton,Trap,Beton,36.48,Trap,Gemiddeld belaste weg,kade,Gemeente Arnhem,CSA,Arnhemse Broek,Nieuwe Kade,2013,36.484699,26.5287306814672
