Handelsnaam;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatieadvies;3140 - Uitbesteden juridisch adviesopdrachten;3150 - Uitbesteden automatiseringsadvies;3160 - Uitbesteden accountancy en financien;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;5110 - Verblijf extern;5210 - Wagenpark;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;8110 - Vakliteratuur, abonnementen en overige informatie;8210 - Vertaaldiensten;8310 - Relatiegeschenken niet voor eigen personeel;8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;9570 - OCW specifiek;Eindtotaal
Feedback Food & Wine;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Feestloper;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Feithhuis Exploitatie B.V.;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Felicivin B.V.;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
FEM Products;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Ferro Explore B.V.;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Fianne Faber;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Fieke Krikhaar proces- en interimmanagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Fien B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
Film & Experience;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2
Film Atelier Den Haag;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Filter 81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Finalist IT Group;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Fine Asian Gourmet B.V.;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Finitouch Interieurbouw B.V.;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Firebrand Training BeNeLux B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Firma Hof der Muzen;;;;1;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Firma Ton van der Burg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Firma Vernooij thodn GroenRijk Leidsche Rijn;;;;1;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
First Aid Stichting (Fast);;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
First Class Entertainment;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Fish & Meat B.V.;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Fisher Emergo B.V.;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Fisher Scientific of the Netherlands B.V.;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;1
Flentrop Orgelbouw B.V.;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Fleurtiek Amsterdam B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Flevobird Koeriers;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1
FlexKnowledge B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Flicom B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Flonker;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Flora Nova Interieurbeplanting B.V.;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Flowerdesign Online;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1
Flowers4u;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Flying Camera;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Flying Holland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
FMH Academy B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Focus Conferences B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Folux B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1
Fonger Huisman;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Fonk Media B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1
Fonq.nl B.V.;;;;4;;;;;;;;;;;;;;;;;;;;1;;;;;;;4;;;;;;;;;;;;;;5
Food Jazz & DJ's;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Food Retail B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
FOOD@WORK B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
FoodDrop B.V.;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Forrester Research B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1
Fortune Factory B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Forza ICT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;4
Foto Konijnenberg B.V.;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Foto Restauratie Atelier;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Fotofunfactory;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Fotograf!e Ronald Tilleman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Fotografie Christiaan Krouwels;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Fotografie Jurgen Huiskes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Fotografie Siebe Swart;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2
Fotografie-Norbert van Onna V.O.F.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Foundation Ard Elamal;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Four Rose's;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Frama Nederland;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1
Frame B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Francis Boeske Projects;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Francissen Communicatie;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Frank Koppen Diving;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;2
Frank Schaper;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Frank van Gils Catering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Frankwatching B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Frans Aben;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Frans Pos Media;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1
Frephitophe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
FreshConnections B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;4
Freyr Ventures B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
FREZON;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Friesch Dagblad B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1
Frijman;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Frijters Mind Tuning B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Fristads Kansas Workwear B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1
Frits Hartevelt Tuinen;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Frontwise;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Fruitkwekerij De Braacken;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Fudura B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1
Fujitsu Technology Solutions B.V.;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1
Fujiyama;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1
Fullred B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;6
Fussia B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Futureconsult B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
Futureconsult Holding B.V.;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Fysiotherapeutisch Centrum Palenstein;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1
G & M infra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1
G. Renema B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
G. Thorn;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
G. van de Kemp;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
G.J. Hagen Beheer B.V.;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
G.J.M. Heymans;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
G.J.M. Voortman;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
G.L.M. Vos;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
G.M. van Dieren;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
G.P. Poiesz B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1
G10 B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Gaesp B.V.;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Gajes in de Bajes;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Garcia Golfing;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Gargantua Rotterdam;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Gartner Nederland B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;3
Gastouderbureau Westland;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
GBC-Partners B.V.;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
Gebr. Barendsen B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Geert Jan Mellink. Concepten en Projecten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Geert Jonkers Deurenservice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1
Geert Snoeijer Fotografie;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Geertjes Hoeve Haarzuilens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
gefeliciTAART B.V.;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Gelders Genootschap;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2
Geling's Langste Autowasstraat B.V.;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;1
Gem Redactie & Projectmanagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Gemnet B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1
General Grafx;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Genieterij De Slotplaats;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Genootschap Onze Taal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;2
Geodan B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;1
GeoFort Exploitatie B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Gerard Brakkee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
Gerard Koopman;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Gert Jan Slagter grafisch ontwerper;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;2
Gesprek in Beweging;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
Get There Holding B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;5
geWoonboot V.O.F.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Gezondheidscentrum Gein;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Gezondheidscentrum Lange Hille;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Gezondheidscentrum Moergestel;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
GFK Panel Services Benelux;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
GGN Mastering Credit N.V.;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
GGz Centraal Veldwijk;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
GGZ inGeest Overschiestraat;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Gh Catering B.V.;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Giesen-Geurts Monumentenadvies;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Ginjaar Management en Advies;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Gisco Management Partners B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Gispen Kantoorinrichting;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;2;;;;;;;;;;2
GispenEffect;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
GITP B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Giulia Cosenza Interior Design;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
gjvl;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Glamhouse;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Glaspunt B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1
Global Knowledge;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Global Learning Institute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1
Global Project Performance;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Global Textware B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1
Glope Events B.V.;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Go B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Goderie Beheer B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Goedhart Reclame V.O.F.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Goerp;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Golden Tulip Hotel Central;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Golden Tulip Hotel De Reiskoffer;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Golden Village B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Golfbaan Spaarnwoude;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Good Conditions B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Good Place 2 Work;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Goods Design Products & Concepts;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1
Goorhuis Installatietechniek B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1
Goos Akse Haarverzorging;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Governance University (Netherlands) B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
GrachtenAtelier;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Grand café De Bastille;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1
Grand Cafe Lubeck;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Grand Café Silva Ducis B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Grand Restaurant Le Connaisseur;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Granny's Corner;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Grazie Grazie B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Graziosi Progetti B.V.;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;2;;;;;;;;2
Green Touch resources Holding B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Greep Management en Organisatie Ontwikkeling;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Grensweg Rekreatie B.V.;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Grieks Specialiteiten Restaurant Knossos;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Griepsma & Verwey;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Grip on IT;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Groenendijk Begeleidingskunde;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Groepspraktijk Huizen;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
GrondTaal Vertaalbureau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;1
Grooth. H. Timmermans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
GSMpunt B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1
Guide ID B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Gustafson B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
Gusto Mangia e Bevi;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
H & M Service en Onderhoud B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;2
H & S Paint B.V.;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
H. de Jong;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
H. Hendriksen;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
H. Schoonens;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
H. van Liere B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
H. Verwoert;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
H.A.E. Ali / New York Pizza Den Haag Centrum;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
H.a.p. A.A. de Rooij en P.A.J. Lelieveld;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
H.C. Vaandrager;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
H.D. Ansell;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
H.J. Burema;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
H.J. Hiep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1
H.J. Panhuijzen;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
H.J. Takens;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
H.J.P.M. van Velzen Holding B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
H.O.M. Holding B.V.;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
H.T. Zijlstra;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
H+N+S B.V.;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Haags Historisch Museum;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Haagse Beek organisatieadvies B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Haagse Taxi Mobilofoon Centrale B.V.;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Habana Beach;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Haddock Solutions B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;2;;;;;;;;;;;;;;;;6
Hadi Beveiliging B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1
Hafo B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;1
Hageman Party Catering Haaglanden;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
Hagnos Consultancy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;3
Hallmark Cards Nederland B.V.;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Hampshire Exploitatie I B.V.;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Hans de Cock;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Hans Nota Optiek V.O.F.;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Hans van Dormolen Imag. & Preservation Imag.;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Hanting Cuisine B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Hapas;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Hapjes Enzo;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
