OBJECTID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,FYSIEK_VOORKOMEN,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BEHEERDER,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,OP_TALUD,Shape__Area,Shape__Length
377,f201deb1ecf449bd891ec20b60afe4ca,2020/11/13 12:42:57+00,L0004,Prorail,bestaand,0,groenvoorziening,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,64.631619,"64,631619",Noord-Oost,NO,Groningen,37,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,219250.228,585892.054941,53.25571945,6.34992197,24.37997,283,,Nee,24.3799705,30.9511117696088
378,b3f5b35fcfe54ff69310d2e2150e1de2,2021/07/02 13:17:19+00,L0004,Prorail,bestaand,0,groenvoorziening,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,57.787005,"57,787005",Noord-Oost,NO,Groningen,37,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,212395.66,585850.602169,53.25612654,6.24721875,13.678964,283,,Nee,13.6789645,15.1046155525329
379,25d253af1c9958f7e053160d000a4225,2015/12/01 08:54:35+00,P0031,Limburg,bestaand,0,onverhard,049,,49,049__,Nijmegen - Beugen,Ah-Vl,Arnhem - Venlo ,27.630913,"27,630913",Noord-Oost,NO,Maas en Waal,28,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,188520.515308,418863.57484,51.75745945,5.87270503,70.771862,283,,Nee,70.769563495,59.9672712268943
380,50454e67a1b0471a91bb733aa59b4b5c,2022/07/22 16:38:32+00,G0150,Deventer,bestaand,0,groenvoorziening: gras- en kruidachtigen,024,,24,024__,Deventer - Wierden,Dv-Aml,Deventer - Almelo ,6.844607,"6,844607",Noord-Oost,NO,IJsselstreek,31,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,214524.1245,473939.391323,52.2502769,6.25887778,600.869731,283,,Nee,600.87782593,1217.65148195858
381,07e65b84ea524c8f8dddcdf4ceaf66bb,2019/06/18 10:44:02+00,G0173,Oldenzaal,bestaand,0,groenvoorziening: gras- en kruidachtigen,026,,26,026__,Hengelo - Oldenzaal Grens,Hgl-Odzg,Hengelo - Oldenzaal Grens ,22.77868,"22,778680",Noord-Oost,NO,Twente,32,BAAN,Twente,BAAN,Noord-Oost,NO,ProRail,257452.5975,479390.360191,52.29294432,6.88901428,86.038896,283,,Nee,86.038896,68.6242763662197
382,0e8fd3899ddc4678a44c8e942d2e05f7,2020/11/30 11:14:42+00,G0166,Kampen,bestaand,0,half verhard: grasklinkers,015,,15,015__,Zwolle - Kampen,Zl-Kpn,Zwolle - Kampen ,98.377978,"98,377978",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,193728.3225,507544.118294,52.55414216,5.95824202,98.38576,283,,Nee,98.37001864,198.430872661191
383,0316b279d7dacfcfe0535c02ef0a0ba2,2023/01/24 06:16:01+00,G0777,Etten-Leur,bestaand,0,groenvoorziening: gras- en kruidachtigen,122,,122,122__,Roosendaal - Breda,Rsd-Bd,Roosendaal - Breda ,17.007665,"17,007665",Zuid,Z,Breda,20,BAAN,Brabant,BAAN,Zuid,Z,ProRail,106017.45308,399943.3185,51.58626543,4.68042448,73.652751,283,,Nee,73.652751,121.660280423041
384,28166859caf04cce8a5dff81f06ec827,2020/11/30 11:14:42+00,G0166,Kampen,bestaand,0,groenvoorziening: gras- en kruidachtigen,015,,15,015__,Zwolle - Kampen,Zl-Kpn,Zwolle - Kampen ,97.261062,"97,261062",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,194790.045,507187.688901,52.55086264,5.97385339,38.980354,283,,Nee,38.980354,48.3928006391832
385,2e769af017ff47e68c3cad5ac59155bd,2022/06/21 12:45:39+00,L0004,Prorail,bestaand,0,groenvoorziening: gras- en kruidachtigen,119,a,119,119_a,Lage Zwaluwe - Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,26.190046,"26,190046",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,105290.19,421967.776168,51.78415565,4.66678691,124.514817,283,,Nee,124.5148175,148.993592324632
386,d418dc9afd1045aabcf5e21a2c965e68,2021/11/29 13:38:16+00,L0004,Prorail,bestaand,0,groenvoorziening,108,,108,108__,De Haar Aansl. - Ede=Wageningen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,71.62411,"71,624110",Noord-Oost,NO,Gelderse Vallei,29,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,170945.9645,449935.085326,52.03751498,5.61960258,3.528305,283,,Nee,3.5283045,7.82335630531205
387,f1aa54a02a364984af797bc4bdf41604,2021/06/04 11:44:35+00,G0180,Staphorst,bestaand,0,groenvoorziening: gras- en kruidachtigen,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,90.96959,"90,969590",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,212734.2945,514098.233487,52.61136063,6.23959305,309.298302,283,,Nee,309.2983025,276.79872079793
388,5923d400b07449bda87dec72da0740fa,2022/08/24 13:21:31+00,G0180,Staphorst,bestaand,0,groenvoorziening: gras- en kruidachtigen,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,88.092578,"88,092578",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,211631.820671,511431.063,52.58750821,6.22286286,854.024688,283,,Nee,854.024688,675.558573900194
389,06a0d12c8f994074b5eea1c6e27c50c0,2016/07/04 08:07:59+00,L0004,Prorail,bestaand,0,groenvoorziening,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,50.264539,"50,264539",Randstad Zuid,RZ,Rotterdam,3,BAAN,Rotterdam,BAAN,Randstad Zuid,RZ,ProRail,93469.084,439871.887798,51.9438904,4.4922952,12.090322,283,,Nee,12.090322,33.6173934404005
390,7e0b140b503d4b67bb5224f5b64bc872,2016/09/02 11:12:00+00,L0004,Prorail,bestaand,0,groenvoorziening,624,a,624,624_a,Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,31.654884,"31,654884",Randstad Zuid,RZ,Rijn en Gouwe,81,BAAN,Rijn en Gouwe,BAAN,Randstad Zuid,RZ,ProRail,108707.874619,447847.056,52.01704632,4.71283507,13.894435,283,,Nee,13.8944345,39.8095351507289
391,902a5263aa81437b85ddc99576608f95,2022/09/09 15:17:01+00,L0004,Prorail,bestaand,0,open verharding: betonstraatstenen,528,b,528,528_b,Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,28.260592,"28,260592",Randstad Noord,RN,Amersfoort,12,BAAN,Eemland,BAAN,Randstad Noord,RN,ProRail,140897.8365,471034.814959,52.2272081,5.18080133,0.442507,283,,Nee,0.4425075,30.3106818623473
392,0f068de709664dbdbe2e4655f9de3abc,2020/09/14 11:10:02+00,L0004,Prorail,bestaand,0,open verharding,528,b,528,528_b,Hilversum,Asd-Zp,Amsterdam Centraal - Zutphen ,28.075811,"28,075811",Randstad Noord,RN,Amersfoort,12,BAAN,Eemland,BAAN,Randstad Noord,RN,ProRail,140815.6535,471201.174461,52.22870119,5.17959153,3.495082,283,,Nee,3.495082,136.458612489291
393,a5d4a3925e7f483893d0ba044f4624fa,2022/04/28 10:07:58+00,G0180,Staphorst,bestaand,0,groenvoorziening: gras- en kruidachtigen,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,92.260101,"92,260101",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,212806.1035,515359.190972,52.62268432,6.24087288,119.58337,283,,Nee,119.5833705,409.825835242364
394,957ec112140a46bea8400cdf42ca5d83,2021/01/04 13:17:46+00,G0627,Waddinxveen,bestaand,0,onverhard,226,,226,226__,Gouda - Alphen a/d Rijn,Gd-Apn,Gouda - Alphen a/d Rijn ,5.490965,"5,490965",Randstad Zuid,RZ,Rijn en Gouwe,81,BAAN,Rijn en Gouwe,BAAN,Randstad Zuid,RZ,ProRail,104333.796,448349.415945,52.02117908,4.64904546,173.424518,283,,Nee,173.4245175,93.7762248437182
395,7057a24ea10b45cfbca52162954f2082,2022/04/28 10:07:57+00,G0180,Staphorst,bestaand,0,groenvoorziening: gras- en kruidachtigen,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,92.802274,"92,802274",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,212698.244487,515882.588,52.62739913,6.2393713,1264.93072,283,,Nee,1264.9307195,2003.07218294991
396,6bcb06093c5848989cd188743a6e1e2c,2022/04/28 10:07:58+00,G0180,Staphorst,bestaand,0,groenvoorziening: gras- en kruidachtigen,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,92.344175,"92,344175",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,212823.781,515445.968133,52.62346224,6.24114905,165.518068,283,,Nee,165.5180685,127.814869178603
397,5bb1a42452584699a0225ce0a94f47c5,2016/07/11 14:50:32+00,L0004,Prorail,bestaand,0,groenvoorziening,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,105.538727,"105,538727",Randstad Zuid,RZ,HSL,70,BAAN,OPC: 70-HSL,BAAN,Randstad Zuid,RZ,ProRail,91175.636,441785.854817,51.96083314,4.45858763,0.484905,283,,Nee,0.4849055,6.70970194909558
398,2419ea620faa69abe0530e0a10acf6ec,2022/04/03 14:36:53+00,G0197,Aalten,bestaand,0,groenvoorziening: gras- en kruidachtigen,212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,16.775142,"16,775142",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,232235.0895,438491.923737,51.92952587,6.51016436,622.534943,283,,Nee,622.5349425,447.977302066017
399,2419ea623c5569abe0530e0a10acf6ec,2016/01/19 09:18:58+00,G0197,Aalten,bestaand,0,groenvoorziening: gras- en kruidachtigen,212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,8.646422,"8,646422",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,240077.541,438616.786279,51.92950326,6.62419658,76.125818,283,,Nee,76.366700665,69.7187240992151
400,9ce06e18aa1f4451e05332a1e90ada13,2020/02/03 13:45:37+00,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,1,gesloten verharding,486,c,486,486_c,Amsterdam Westhaven (gebied),Awhv-Asho,Amsterdam Westhaven (gebied) - Amsterdam Sloterdijk Noord Hornweg ,201.117734,"201,117734",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,117732.2405,489697.164893,52.39385418,4.83969193,131.186874,283,,Nee,131.1868735,601.195982090741
401,9d3678bc558e4d45e05332a1e90a8c5f,2020/02/03 13:45:37+00,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,1,gesloten verharding,485,e,485,485_e,Amsterdam Hemhaven (gebied),Phv-Chv,Amsterdam Petroleumhaven - Amsterdam Coenhaven ,150.2,"150,200000",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,118825.393,491041.79325,52.40601176,4.85560618,128.374688,283,,Nee,128.374688,117.760719630744
402,9d3678bc55984d45e05332a1e90a8c5f,2020/02/03 13:45:37+00,L0002,Ministerie van Infrastructuur en Waterstaat (IenW),bestaand,1,gesloten verharding,485,e,485,485_e,Amsterdam Hemhaven (gebied),Phv-Chv,Amsterdam Petroleumhaven - Amsterdam Coenhaven ,150.237285,"150,237285",Randstad Noord,RN,Amsterdam,9,BAAN,Amsterdam,BAAN,Randstad Noord,RN,ProRail,118800.148,491069.680856,52.40626073,4.8552322,289.399785,283,,Nee,289.3997845,148.39964225131
403,2419ea623c5869abe0530e0a10acf6ec,2016/01/19 09:18:58+00,G0197,Aalten,bestaand,0,half verhard: grasklinkers,212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,8.473347,"8,473347",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,240233.05328,438693.13,51.93016551,6.62647609,35.913393,283,,Nee,35.9133935,215.367553983062
404,bfda653ef3d35c06e0531529a8c0058b,2021/04/14 14:45:30+00,G0014,Groningen,bestaand,0,open verharding,006,,6,006__,Groningen - Sauwerd,Gn-Dz,Groningen - Delfzijl ,7.920683,"7,920683",Noord-Oost,NO,Groningen,37,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,232341.943233,587046.2745,53.264356,6.54632883,0.505588,283,,,0.505588,4.0820742518291
405,bfda653ef5375c06e0531529a8c0058b,2021/04/14 14:45:26+00,G1979,Eemsdelta,bestaand,0,open verharding,201,,201,201__,Sauwerd - Delfzijl,Gn-Dz,Groningen - Delfzijl ,38.10638,"38,106380",Noord-Oost,NO,Groningen,37,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,257612.343158,595295.609,53.3342051,6.92758455,0.613616,283,,,0.613616,3.25868597720561
406,bfda653ef35c5c06e0531529a8c0058b,2021/04/14 14:45:28+00,G1979,Eemsdelta,bestaand,0,gesloten verharding,201,,201,201__,Sauwerd - Delfzijl,Gn-Dz,Groningen - Delfzijl ,32.792182,"32,792182",Noord-Oost,NO,Groningen,37,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,252426.7125,594363.667025,53.32680558,6.84948087,1.484401,283,,,1.4844005,7.33479606342039
407,2613417c24096803e05332a1e90a7128,2017/03/01 08:34:27+00,G1709,Moerdijk,bestaand,0,gesloten verharding,801,b,801,801_b,Moerdijk Industrieterrein,Mdk-Ostlrw,Moerdijk (Racc.) - Oostelijke Randweg ,102.959434,"102,959434",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,100979.3785,412100.263882,51.69506844,4.60585345,152.010377,283,,Nee,152.0103765,50.825445356721
408,2613417b48b16803e05332a1e90a7128,2019/07/17 14:13:53+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,b,801,801_b,Moerdijk Industrieterrein,Mdk-Ostlrw,Moerdijk (Racc.) - Oostelijke Randweg ,102.624418,"102,624418",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,101097.43849,411785.668313,51.69225229,4.60760963,1259.02202,283,,Nee,1258.983702915,803.596618232327
409,2613417aedfe6803e05332a1e90a7128,2015/12/06 19:44:30+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,d,801,801_d,Moerdijk Industrieterrein,Mdk-Mdnw,Moerdijk (Racc.) - Industrie en Havenschap Moerdijk Middenweg ,301.057717,"301,057717",Zuid,Z,n.v.t.,,,n.v.t.,,n.v.t.,,Strukton Rail Short Line,99676.6075,410190.076698,51.67777289,4.58731559,804.677351,283,,Nee,804.58766942,221.702840619291
410,2613417b953f6803e05332a1e90a7128,2022/09/16 14:49:55+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,l,801,801_l,Moerdijk Industrieterrein,Ostlrw-Vlw,Oostelijke Randweg - Vlasweg ,800.515376,"800,515376",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,100726.725056,411757.4115,51.69196252,4.60225289,422.675533,283,,Nee,422.675533,166.325180225808
411,2613417b74806803e05332a1e90a7128,2015/12/06 19:44:30+00,G1709,Moerdijk,bestaand,0,open verharding,801,d,801,801_d,Moerdijk Industrieterrein,Mdk-Mdnw,Moerdijk (Racc.) - Industrie en Havenschap Moerdijk Middenweg ,300.953631,"300,953631",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,99725.542381,410094.426952,51.67691804,4.58803823,37.320684,283,,Nee,37.320425655,108.609269718879
412,2613417b687f6803e05332a1e90a7128,2020/06/02 13:49:11+00,G1709,Moerdijk,bestaand,0,groenvoorziening: gras- en kruidachtigen,801,r,801,801_r,Moerdijk Industrieterrein,Vlw-Cihn,Vlasweg - Centrale Insteekhaven Noord ,950.092121,"950,092121",Zuid,Z,n.v.t.,,,n.v.t.,,n.v.t.,,Derden - Overig,100544.114722,411786.890971,51.69220975,4.59960744,64.072869,283,,Nee,63.999632465,39.1698351327656
413,2613417b0c636803e05332a1e90a7128,2020/06/02 13:49:11+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,d,801,801_d,Moerdijk Industrieterrein,Mdk-Mdnw,Moerdijk (Racc.) - Industrie en Havenschap Moerdijk Middenweg ,300.739304,"300,739304",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,99791.491,409888.656446,51.67507512,4.58902424,1736.326567,283,,Nee,1737.458708955,493.188583774711
414,35584b8390554970ae974c4cf0278d30,2018/08/07 07:51:12+00,G0599,Rotterdam,bestaand,1,gesloten verharding,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,Bd-Rtd,Breda - Rotterdam Centraal ,43.680254,"43,680254",Randstad Zuid,RZ,Europoort,4,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,95333.9939,434016.472,51.89146861,4.52043097,248.516775,283,,Nee,248.522696915,311.831938052717
415,16fd016cce563cac9e050210a7e24119,2018/07/19 13:56:29+00,G0599,Rotterdam,bestaand,0,open verharding,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,Bd-Rtd,Breda - Rotterdam Centraal ,46.456344,"46,456344",Randstad Zuid,RZ,Rotterdam,3,BAAN,Rotterdam,BAAN,Randstad Zuid,RZ,ProRail,93959.531202,436414.052,51.91286763,4.50004129,93.081055,283,,Nee,93.081055,134.714559875488
416,cb995a4da1ef4c54ba02f02fe6b68b92,2015/11/03 13:16:39+00,L0004,Prorail,bestaand,0,groenvoorziening,625,b,625,625_b,Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,13.889096,"13,889096",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,105315.954,410557.631117,51.68160494,4.66879247,118.298269,283,,Nee,118.2982695,256.851508172013
417,e31fd6eeaf4f4642a6fe650c9e741e0c,2017/03/17 10:23:41+00,L0004,Prorail,bestaand,0,groenvoorziening,228,,228,228__,Lage Zwaluwe - s Hertogenbosch,Zlw-Hzl,Lage Zwaluwe - Hooge Zwaluwe ,1.628954,"1,628954",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,105768.487595,410078.155,51.67733539,4.6754032,41.871397,283,,Nee,41.871397,38.7281032837757
418,2419ea6214d769abe0530e0a10acf6ec,2022/10/31 12:36:48+00,G0197,Aalten,bestaand,0,groenvoorziening: gras- en kruidachtigen,212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,14.404302,"14,404302",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,234647.960831,438370.46,51.92809389,6.54521148,1527.018913,283,,Nee,1527.02734634,1153.14730027288
419,b6637ae5796741c381053ba74126d256,2022/04/28 10:07:58+00,G0180,Staphorst,bestaand,0,groenvoorziening: gras- en kruidachtigen,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,98.38365,"98,383650",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,209957.439,520642.975839,52.67046065,6.19968544,577.512539,283,,Nee,577.512539,443.926241583804
420,e40217af04bb4bd3a38615f6eee73bb5,2022/04/28 10:07:58+00,G0180,Staphorst,bestaand,0,groenvoorziening: gras- en kruidachtigen,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,96.197587,"96,197587",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,210698.392,518634.153798,52.65233358,6.21030035,1611.425044,283,,Nee,1611.4250445,2106.17410120461
421,8449115ab1df4426891d1eb5ae6f3754,2016/06/08 12:23:32+00,G0160,Hardenberg,bestaand,0,groenvoorziening,203,,203,203__,Mariënberg - Emmen,Hea-Emn,Herfte Aansl. - Emmen ,44.396293,"44,396293",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,240621.302931,511504.52,52.58438828,6.65056685,777.995001,283,,Nee,777.995001,847.714489438265
422,2613417b03486803e05332a1e90a7128,2022/07/04 12:18:41+00,G1709,Moerdijk,bestaand,0,groenvoorziening: gras- en kruidachtigen,120,a,120,120_a,Lage Zwaluwe - Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,3.902204,"3,902204",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,103989.484489,408323.857,51.66140877,4.64994085,13.131937,283,,Nee,13.131937,35.2988811247972
423,2613417af5c96803e05332a1e90a7128,2021/05/20 06:29:41+00,G1709,Moerdijk,bestaand,1,gesloten verharding,121,b,121,121_b,Breda - Lage Zwaluwe,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,233.398699,"233,398699",Zuid,Z,HSL,70,BAAN,OPC: 70-HSL,BAAN,Randstad Zuid,RZ,ProRail,105900.797009,408976.8415,51.66744845,4.67747122,255.250332,283,,Nee,255.250332,343.702735773521
424,172e8f8c2a07417a9904b10a8858d91a,2022/09/21 14:50:31+00,G0392,Haarlem,bestaand,0,open verharding: tegels,527,c,527,527_c,Haarlem,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,16.413353,"16,413353",Randstad Noord,RN,Haarlem,8,BAAN,Kennemerland,BAAN,Randstad Noord,RN,ProRail,104433.261955,488985.610354,52.3863952,4.64443326,615.225764,283,,Nee,615.214208495,447.854626887161
425,a3e2bacbf6f33235e05332a1e90a0312,2020/04/28 15:41:16+00,L0004,Prorail,bestaand,0,open verharding,607,a,607,607_a,Winterswijk,Ww-Zv,Winterswijk-Zevenaar ,0.443101,"0,443101",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,246764.3095,442400.550158,51.96244171,6.72240623,0.683162,283,,,0.683162,3.91098133684801
426,af6cadfa39b64cadb04fb799713575de,2022/04/03 14:36:38+00,G1509,Oude IJsselstreek,bestaand,0,groenvoorziening,212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,26.847654,"26,847654",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,222576.495,437271.097742,51.91981194,6.36951413,8.910118,283,,Nee,8.9101175,23.7202107799203
427,c2adcb3a833b494c9f21d45103b348e3,2022/04/03 14:37:01+00,G1509,Oude IJsselstreek,bestaand,0,groenvoorziening,212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,26.84413,"26,844130",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,222580.1595,437271.168339,51.91981213,6.36956741,7.923035,283,,Nee,7.923035,21.2125934999112
428,a4f606c6575047f8e05332a1e90af1ec,2020/05/11 16:40:35+00,G1966,Het Hogeland,bestaand,0,open verharding,200,,200,200__,Winsum - Roodeschool,Swd-Rd,Sauwerd - Roodeschool ,17.992997,"17,992997",Noord-Oost,NO,Groningen,37,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,238070.2125,602903.001217,53.40594479,6.63628319,0.475204,283,,,0.4752035,5.0778891582693
429,a40a40e72c4e6b73e05332a1e90a9930,2020/05/11 17:35:35+00,G0285,Voorst,bestaand,0,open verharding,208,,208,208__,Apeldoorn - Zutphen,Asd-Zp,Amsterdam Centraal - Zutphen ,100.758615,"100,758615",Noord-Oost,NO,IJsselstreek,31,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,206169.222,463898.745445,52.16087889,6.13502276,1.060856,283,,,1.0608555,6.17805906594037
430,aa8fedb55f4b0c8fe05332a1e90a2c91,2022/04/03 15:07:56+00,L0004,Prorail,bestaand,0,gesloten verharding,611,b,611,611_b,Zevenaar,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,106.07724,"106,077240",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,202303.959152,437330.938,51.92244374,6.07485954,10.453708,283,,Nee,10.453708,16.2429498367869
431,edc3d031bd9c4c5f8615dd52abd6eb4d,2021/04/13 12:03:38+00,G1883,Sittard-Geleen,bestaand,0,open verharding: betonstraatstenen,851,a,851,851_a,Born Franciscushaven,Bon-Bonoh,Born-Born Overlaadhaven ,100.503937,"100,503937",Zuid,Z,Roermond,25,BAAN,Limburg,BAAN,Zuid,Z,ProRail,184566.5955,339965.386277,51.04850892,5.80882976,14.170026,283,,Nee,14.1700265,21.196934229815
432,68150230b5004cdc8af27866b197e398,2021/04/13 12:03:38+00,G1883,Sittard-Geleen,bestaand,0,open verharding: betonstraatstenen,851,a,851,851_a,Born Franciscushaven,Bon-Bonoh,Born-Born Overlaadhaven ,100.504446,"100,504446",Zuid,Z,Roermond,25,BAAN,Limburg,BAAN,Zuid,Z,ProRail,184571.967,339958.123914,51.04844336,5.80890576,24.483936,283,,Nee,24.483936,20.6685637524972
433,a40a40e72e0a6b73e05332a1e90a9930,2020/05/11 17:36:01+00,L0004,Prorail,bestaand,0,gesloten verharding,208,,208,208__,Apeldoorn - Zutphen,Asd-Zp,Amsterdam Centraal - Zutphen ,97.625684,"97,625684",Noord-Oost,NO,IJsselstreek,31,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,203423.663192,465394.282,52.17456738,6.09511377,1.835192,283,,,1.8351925,6.14532063189907
434,4acdaee5d5f749e28caf116ea886e5ba,2022/12/06 11:42:08+00,L0004,Prorail,bestaand,0,groenvoorziening,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,35.875051,"35,875051",Randstad Zuid,RZ,Kijfhoek,99,BAAN,Zee-Zevenaar,BAAN,Randstad Zuid,RZ,ProRail,99833.7755,427740.331398,51.83552517,4.58679678,1213.222964,283,,Nee,1213.2229645,2498.08540008585
435,0693f4629617484b8294202b3331abd7,2015/11/03 13:16:39+00,L0004,Prorail,bestaand,0,open verharding,625,b,625,625_b,Lage Zwaluwe,Bd-Rtd,Breda - Rotterdam Centraal ,13.890155,"13,890155",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,105319.407,410560.007183,51.6816266,4.66884206,145.72981,283,,Nee,145.7298105,309.788153223041
