Handelsnaam;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;3000 - Uitbesteden overig;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;5210 - Wagenpark;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;7000 - Huisvesting overig;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;8000 - Communicatie overig;8110 - Vakliteratuur, abonnementen en overige informatie;8210 - Vertaaldiensten;8310 - Relatiegeschenken niet voor eigen personeel;8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;9303 - Laboratoriuminstrumenten;Eindtotaal
CRD Het Speelhuys Kampen;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Creative Kids Concepts B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Creative Monkey;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Creative PC Training;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Creative Technology Holland B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2
Creemers Compressors B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Cremerson Development Company (CDC) B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Creon B.V.;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Crinc B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Crisiscontrol B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cross Media Nederland B.V.;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Crossxvest International;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Crown Art;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cruson Coatings B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Crystal Specials;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;1
CSC Installatie B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CSR B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CST-School;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Ctac B.V.;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1
CTM Solution B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2
CTS Nederland B.V.;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Cuba's Sigarenspeciaalzaak en Slijterij;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CultuurFiguur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Cum Laude Beheer B.V.;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Cummins Holland B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cura Mortu Orum Mortuariabeheer B.V.;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cure & Care Development B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Curvature LLC;;;;;;;;;;;;;;;;;;;;;4;2;;;;;;;;;;;;;;;;;;4
Custers Hydraulica B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
CVA Informatica Opleidingen B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CWN Spuitcabines B.V.;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2
CWN Spuitcabines Service & Onderhoud B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;1
CWS Nederland B.V.;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cycle Center Valkenburg;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cyclon International B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cyklop Nederland B.V.;;;;;;;;;;;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;2
CZ Groep Zorgverzekeraar;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
D & D Verhuur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
D Hosting;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
D&F Consulting B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
D&M Holland;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
D. van Dam B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
D.A.S. Lastechniek en Reparatiewerkzaamheden;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
D.B. Sierat;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
D.D.S. Electronics Europe B.V.;;;;;;;;;;;2;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;2
D.E.V. Emmen B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2
D.F. Krijgsman Automaterialen B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
D.H.T.C. Den Helder Training Centre B.V.;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
D.W.F. Nederland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
D2P print XL;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Da Attilio B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Daan van Oort fotografie;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Dacon Inspection Technology B.V.;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Daedalus Avionics B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Daedalus B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
DAF Trucks N.V.;;;;;;;;;;;5;;;;;;;;2;3;;;;;;;;;;;;;;;;;;;;5
Daikin Airconditioning Netherlands B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1
Dakota Flight Cases;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Dalmec B.V.;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1
Damme Kunststoffen;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Dansschool Corma;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Dantuma Medische Speciaalzaken;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Dapper Yachtbrokerage;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2
DARA B.V.;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Darpo Reklame B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Dartbanenverhuur.nl;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Dat Training;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Data Concept Technology B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Data Control Transponder Technology;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
DatAction;;;;;;;;;;;;;2;;;;;;;;;;;;;1;;;;;;;;;;;;;;2
DatAction bv;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;5
DataExpert;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;3
Datafloq B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Datascan B.V.;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Datec;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Datema-Delfzijl B.V.;;;;;;1;;;;;2;;;;;;;5;;;;;;;;1;;;;;;;;;;;;;;5
David's Corner;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
DAW Coatings Nederland B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Daxtrio B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
dB mediagroep;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
D-Care B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
DCS International B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
DCS Marine Waterjets B.V.;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
ddcom (van Dulmen - Docpoint Combinatie);;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
DDJ Music B.V.;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De 4 Kolommen Cheng;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Algemene Boekhandel;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Baak Administratie;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
De Baak B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Baak Noordwijk B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Bie Reclame B.V.;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Bierelier B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Biestheuvel Horeca B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Bloemenkamer;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
De Bloemenkorf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
De Bloemerije;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
De Blomster;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Boer Dier & Ruiter B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
De Boer Industrie Techniek B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Boer Structures B.V.;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;6
De Bourgondiër;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Bruin Techniek Den Bosch B.V.;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Burgh Acht B.V.;;;;;;;1;;;;2;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;2
De Burgh Eindhoven B.V.;;;;;;;;;;;3;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;3
De Burgh Son B.V.;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
De Chocoladeshop;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;1
De Colonie Houten B.V.;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Commandostichting;;;;1;1;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
de Context;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Dukdalf - MBSOV;;;;1;;;2;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;4
De Efteling B.V.;;;;2;;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;4
De Fantastische Willem II;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
de forelpoel.nl;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Friese Bierbrouwerij B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De geluksfabriek B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Gereghthof B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Gezelligheid;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Goede Lijstenmaker;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
De Goede t.h.o.d.n. Gall & Gall;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Gouden Vis;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Griffel V.O.F.;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Groot Houtbewerkingsmachines B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;2
De Groot Lasopleidingen B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Grote Keizer B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Haagse Hogeschool;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Haan Beheer B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;2
De Haan-van Ooyen B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;2
De Harmonie;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
De Heeg Internet Solutions B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Heeren van Leeuw Restaurant;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Heische Hoeve B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Heksenketel;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De heren van de Rechter B.V.;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Holland Winkel;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
De Hooge Vuursche B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Hoogwerker;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Hoop Entertrainment B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De IJssel Coatings B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
De Japanse Watertuin B.V.;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Kaasspecialist;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Kabouterhut;;;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Kampanje;;;;;;;1;;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
De Kleine Taveerne;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Klok Dranken Helmond;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
De Kluizenier;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Koningh Coding & Labeling B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Koningshof B.V.;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Kookfabriek Den Haag B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Kort Catering B.V.;;;;1;;;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;3
De Lange Muur B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
De Leemskuilen Uden B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Leenster Terp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
De leestafel;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1
De Lekkernij;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Levensboom;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Liemers Caravans B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
De Lisdodde;;;1;1;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Lof der Zotheid (Breitner);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Lof der Zotheid (Lords);;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Looper NDO B.V.;;;;;;;;;;;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;2
De Mare Management en Advies;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;6
De Meerpaal Beheer B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
De Meteoor h.o.d.n. Fons Janssen Leesmappen;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
De Molen Banden;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
De Molen Banden B.V.;;;;;;;;;;;1;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;2
De Mönnink;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
De Musykfabryk;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Muur;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Nationale Taptoe;;;;;;1;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
De Nieuwe Dominee;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Nonnen in Vught;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
De Oestercompagnie B.V.;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Onderwijsspecialisten;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Oranjerie;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
De Ouwe Compagnie;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
de Persgroep Nederland B.V.;;;;1;;;1;;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;2
De Ploeg B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Ploeg Techniek B.V.;;;;;;;;;;;2;;;;;;;2;;;;;;;;;;;2;;;;;;;;;;;3
De Polderland Groep B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Poort van Groningen V.O.F.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Pooter Olie B.V.;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
De Projectinrichter B.V.;;;;;;;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;2
De Raat Security Products B.V.;;;;;;;;;;;1;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;1
De Rede van Batavia Haven B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
DE REE archiefsystemen;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1
De Regenboog Groep;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
De Ridder B.V.;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Ridder Packaging B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
de Rolf groep;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;2
de Rolf groep B.V.;;;;;;2;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
De Rosier Vught B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Rotterdam B.V.;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Ruggestee B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
De Ruijter Sustainability B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
De Ruiter Catering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
De Ruyter Training & Consultancy B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Schaar;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;1
De Schenker B.V.;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
De Schuur Kootwijkerbroek B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Sinjoor;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De SLeutel van Rijen;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Sleutelspecialist;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Sleutelspecialist Leeuwarden V.O.F.;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
De Sleutelspecialist Van den Acker;;;;;;;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;2
De Smelt B.V.;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
De Spreeuwel B.V.;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
De Stickerkoning B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
De Stille Boot;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Tamboer;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Telefoongids B.V.;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
'De Tijd' Bedrijfskleding;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
De Tijdelijke Klimaatprobleem Oplossers B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
De tinnen beker;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
De Torpedoloods V.O.F.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Tuinderij;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Tuolle;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Uitvaartverzorgers Sluijmer & Van Olst;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Vier Gewesten B.V.;;;;;;;;;;;;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;2
'De Vier Jaargetijden';;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
De Viergang B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Vlamboog B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Vlas Transport B.V.;;;;;;;;;;;1;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;1
De Vlinder Creatieve Workshops & Styling;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
De Vos & Partners Advocaten N.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Vries Sails Makkum B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
de Waker;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Wassenaarse Krant B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Waterboot B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Wilde Pieters;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Wit Communicatie Techniek;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Witte Hoeve B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
De Witte Zwaan B.V.;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
De Wolf Maritime Safety;;;;;;;;;;;5;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;5
De ZorgIntermediair Vrije Beroepen;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Deal It;;;;1;;;;;;;2;;;;;;1;;;;4;3;1;;1;2;;;;;;;;;;;;1;;5
Deba 2000 B.V.;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;4
Debatacademie;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Debatrix;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Decathlon Netherlands B.V.;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
December Productions;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Decisco B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Deciso Sales B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
