FID,omschr,afst_obst,pos_omschr,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
wegbermen_wegvak.646,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600443620,2021-04-01T00:00:00,179,295,060044362020210401,KLK0008695535,R,I,,"LINESTRING (103953.89189999923 420802.96180000156, 103959.8702000007 420801.8418000005, 103968.39180000126 420798.6281000003, 103977.52299999818 420793.20329999924, 103985.47289999947 420786.16000000015, 103991.95859999955 420777.7489, 103996.17570000142 420769.6766999997, 103999.24870000035 420761.05220000073, 104001.8236999996 420746.442400001, 104002.11510000005 420732.78770000115, 104000.44280000031 420711.12640000135)"
wegbermen_wegvak.647,Terminal,4 -> 4,Buitenberm,H,600443620,2021-04-01T00:00:00,178,179,060044362020210401,KLK0007655366,R,I,,"LINESTRING (103952.90900000185 420803.1458999999, 103953.89189999923 420802.96180000156)"
wegbermen_wegvak.648,Berm met geleideconstructie,1 -> 1,Buitenberm,T,600443620,2021-04-01T00:00:00,7,96,060044362020210401,KLK0007655365,R,I,,"LINESTRING (103944.9123999998 420717.63610000163, 103944.39189999923 420717.6897, 103928.79470000044 420719.2771999985, 103910.82229999825 420721.1812000014, 103903.08080000058 420722.83040000126, 103895.93439999968 420726.309799999, 103892.3654000014 420729.7934000008, 103889.36089999974 420734.96169999987, 103887.99210000038 420740.7811000012, 103888.04030000046 420748.813000001, 103888.6623999998 420756.1451999992, 103890.07129999995 420762.5194000006)"
wegbermen_wegvak.649,RIMOB,1 -> 1,Buitenberm,T,600443620,2021-04-01T00:00:00,1,7,060044362020210401,KLK0007655364,R,I,,"LINESTRING (103950.88080000132 420717.0207999982, 103944.9123999998 420717.63610000163)"
wegbermen_wegvak.650,Berm met geleideconstructie,4 -> 4,Buitenberm,H,248357007,2021-04-01T00:00:00,0,107,024835700720210401,KLK0007493184,R,I,,"LINESTRING (124209.41019999981 479001.7126000002, 124205.76419999823 478987.2666000016, 124202.45690000057 478972.1191999987, 124200.07569999993 478955.5826999992, 124199.21579999849 478938.31859999895, 124199.14959999919 478922.7082000002, 124206.91739999875 478897.0711000003)"
wegbermen_wegvak.651,Berm met geleideconstructie,1.5 -> 1,Buitenberm,T,248357007,2021-04-01T00:00:00,0,16,024835700720210401,KLK0007226308,R,I,,"LINESTRING (124209.41019999981 479001.7126000002, 124205.76419999823 478987.2666000016, 124205.52930000052 478986.19099999964)"
wegbermen_wegvak.652,Berm met geleideconstructie,1 -> 1,Middenberm,T,248357008,2021-04-01T00:00:00,0,551,024835700820210401,KLK0007492613,R,I,,"LINESTRING (124206.91739999875 478897.0711000003, 124209.25670000166 478874.80519999936, 124212.96090000123 478859.98860000074, 124218.31870000064 478844.84109999985, 124228.57129999995 478822.08689999953, 124241.07290000096 478801.5155000016, 124250.26720000058 478788.48479999974, 124266.6053000018 478770.4930999987, 124283.07559999824 478755.0810999982, 124305.565200001 478739.0736999996, 124329.17940000072 478725.9107000008, 124358.48200000077 478712.681499999, 124385.46959999949 478700.3783, 124399.42639999837 478693.76370000094, 124416.35970000178 478684.70169999823, 124435.01289999858 478672.26630000025, 124448.96970000118 478661.3522000015, 124466.69680000097 478646.07250000164, 124478.69570000097 478634.0075000003, 124493.08909999952 478617.65619999915, 124502.40239999816 478605.43239999935, 124515.36699999869 478586.3823999986, 124525.42119999975 478568.9197999984, 124537.08879999816 478547.42880000174, 124560.80000000075 478504.2529999986)"
wegbermen_wegvak.653,Berm met geleideconstructie,4 -> 4,Buitenberm,H,248357008,2021-04-01T00:00:00,0,366,024835700820210401,KLK0007225502,R,I,,"LINESTRING (124206.91739999875 478897.0711000003, 124209.25670000166 478874.80519999936, 124212.96090000123 478859.98860000074, 124218.31870000064 478844.84109999985, 124228.57129999995 478822.08689999953, 124241.07290000096 478801.5155000016, 124250.26720000058 478788.48479999974, 124266.6053000018 478770.4930999987, 124283.07559999824 478755.0810999982, 124305.565200001 478739.0736999996, 124329.17940000072 478725.9107000008, 124358.48200000077 478712.681499999, 124385.46959999949 478700.3783, 124399.42639999837 478693.76370000094, 124416.35970000178 478684.70169999823, 124435.01289999858 478672.26630000025, 124448.96970000118 478661.3522000015, 124455.93710000068 478655.3467000015)"
wegbermen_wegvak.654,Obstakelvrije berm,,Buitenberm,H,248357008,2021-04-01T00:00:00,366,426,024835700820210401,KLK0007225505,R,I,,"LINESTRING (124455.93710000068 478655.3467000015, 124466.69680000097 478646.07250000164, 124478.69570000097 478634.0075000003, 124493.08909999952 478617.65619999915, 124497.32860000059 478612.0918000005)"
wegbermen_wegvak.655,Berm met geleideconstructie,1 -> 1,Buitenberm,T,248358038,2021-04-01T00:00:00,55,115,024835803820210401,KLK0007221536,R,I,,"LINESTRING (124137.60489999875 479338.25090000033, 124167.63100000098 479285.9200000018)"
wegbermen_wegvak.656,Ondergronds,1 -> 1,Buitenberm,T,248358038,2021-04-01T00:00:00,54,55,024835803820210401,KLK0007221535,R,I,,"LINESTRING (124137.1072999984 479339.11829999834, 124137.60489999875 479338.25090000033)"
wegbermen_wegvak.657,Berm met geleideconstructie,4 -> 4,Buitenberm,H,248358038,2021-04-01T00:00:00,0,115,024835803820210401,KLK0008056432,R,I,,"LINESTRING (124110.23299999908 479385.95600000024, 124167.63100000098 479285.9200000018)"
wegbermen_wegvak.658,Geleide barriers,4 -> 4,Buitenberm,H,248358039,2021-04-01T00:00:00,54,74,024835803920210401,KLK0007493177,R,I,,"LINESTRING (124453.93510000035 479160.5284000002, 124434.2349999994 479162.77600000054)"
wegbermen_wegvak.659,Berm met geleideconstructie,4 -> 4,Buitenberm,H,248358039,2021-04-01T00:00:00,0,54,024835803920210401,KLK0007226293,R,I,,"LINESTRING (124505.3770999983 479144.3236999996, 124480.1484999992 479153.26949999854, 124456.33590000123 479160.25450000167, 124453.93510000035 479160.5284000002)"
wegbermen_wegvak.660,Berm met geleideconstructie,1 -> 1,Middenberm,T,248358043,2021-04-01T00:00:00,0,254,024835804320210401,KLK0007492613,R,I,,"LINESTRING (124315.36950000003 479110.0311000012, 124303.88529999927 479103.48999999836, 124287.71009999886 479091.99240000173, 124270.63109999895 479077.0903999992, 124256.70569999889 479062.2553000003, 124243.76830000058 479045.4701000005, 124233.61969999969 479029.41420000046, 124225.93189999834 479014.6532999985, 124217.96719999984 478995.43780000135, 124211.64950000122 478974.5428000018, 124207.20080000162 478951.0315000005, 124205.66380000114 478934.45969999954, 124205.53330000117 478914.16220000014, 124206.91739999875 478897.0711000003)"
wegbermen_wegvak.661,Berm met geleideconstructie,4 -> 4,Buitenberm,H,248358043,2021-04-01T00:00:00,0,131,024835804320210401,KLK0007225497,R,I,,"LINESTRING (124315.36950000003 479110.0311000012, 124303.88529999927 479103.48999999836, 124287.71009999886 479091.99240000173, 124270.63109999895 479077.0903999992, 124256.70569999889 479062.2553000003, 124243.76830000058 479045.4701000005, 124233.61969999969 479029.41420000046, 124226.81159999967 479016.3423999995)"
wegbermen_wegvak.662,Vecu-Sec,.5 -> .5,Middenberm,T,600424910,2021-04-01T00:00:00,0,13,060042491020210401,KLK0008814442,R,I,,"LINESTRING (86585.10009999946 460115.3167000003, 86584.44330000132 460107.94629999995, 86582.61829999834 460102.96379999816)"
wegbermen_wegvak.663,Berm met geleideconstructie,1 -> 1,Buitenberm,H,600174068,2021-04-01T00:00:00,0,26,060017406820210401,KLK0008695562,R,I,,"LINESTRING (103930.27739999816 420683.80260000005, 103947.21689999849 420674.32840000093, 103953.47989999875 420672.27490000054)"
wegbermen_wegvak.664,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600173896,2021-04-01T00:00:00,251,367,060017389620210401,KLK0008695526,R,I,,"LINESTRING (103334.1475000009 417904.2864000015, 103316.70069999993 417845.7804999985, 103300.81089999899 417793.1799999997)"
wegbermen_wegvak.665,Ondergronds,4 -> 4,Buitenberm,H,600173896,2021-04-01T00:00:00,250,251,060017389620210401,KLK0008695525,R,I,,"LINESTRING (103334.43329999968 417905.2446999997, 103334.1475000009 417904.2864000015)"
wegbermen_wegvak.666,Berm met geleideconstructie,6 -> 1.25,Buitenberm,T,600173896,2021-04-01T00:00:00,157,320,060017389620210401,KLK0008695534,R,I,,"LINESTRING (103362.76469999924 417993.82140000165, 103337.81450000033 417916.58309999853, 103316.70069999993 417845.7804999985, 103314.40230000019 417838.1719000004)"
wegbermen_wegvak.667,Berm met geleideconstructie,6 -> 6,Buitenberm,T,600173896,2021-04-01T00:00:00,0,157,060017389620210401,KLK0009656918,R,I,,"LINESTRING (103412.45360000059 418142.749400001, 103370.99329999834 418019.29459999874, 103362.76469999924 417993.82140000165)"
wegbermen_wegvak.668,Berm met geleideconstructie,1.25 -> 1.25,Buitenberm,T,600173896,2021-04-01T00:00:00,320,449,060017389620210401,KLK0007628029,R,I,,"LINESTRING (103314.40230000019 417838.1719000004, 103289.07809999958 417754.3403000012, 103277.16360000148 417714.66380000114)"
wegbermen_wegvak.669,Berm met geleideconstructie,3 -> 1,Buitenberm,T,391287043,2021-05-01T00:00:00,70,195,039128704320210501,KLK0008088806,R,I,,"LINESTRING (195952.66679999977 443590.94370000064, 195964.2622999996 443580.5705000013, 196029.58210000023 443514.4640999995, 196040.6251000017 443502.1939000003)"
wegbermen_wegvak.670,Berm met geleideconstructie,4.5 -> 6,Buitenberm,H,391287043,2021-05-01T00:00:00,182,217,039128704320210501,KLK0008088805,R,I,,"LINESTRING (196031.92859999835 443511.8568000011, 196041.1649999991 443501.5940000005, 196054.9376000017 443485.48640000075)"
wegbermen_wegvak.671,Berm met geleideconstructie,4.5 -> 4.5,Buitenberm,H,391287043,2021-05-01T00:00:00,75,182,039128704320210501,KLK0008088804,R,I,,"LINESTRING (195956.39330000058 443587.6099999994, 195964.2622999996 443580.5705000013, 196029.58210000023 443514.4640999995, 196031.92859999835 443511.8568000011)"
wegbermen_wegvak.672,Berm met geleideconstructie,8 -> 4.5,Buitenberm,H,391287043,2021-05-01T00:00:00,0,75,039128704320210501,KLK0008088803,R,I,,"LINESTRING (195900.49599999934 443637.61499999836, 195956.39330000058 443587.6099999994)"
wegbermen_wegvak.673,Geleide barriers,.5 -> .5,Buitenberm,T,391287043,2021-05-01T00:00:00,222,339,039128704320210501,KLK0007730837,R,I,,"LINESTRING (196058.18690000102 443481.68620000035, 196108.186999999 443423.20899999887, 196133.08199999854 443391.8222000003)"
wegbermen_wegvak.674,Berm met geleideconstructie,.75 -> .5,Buitenberm,H,391287043,2021-05-01T00:00:00,373,774,039128704320210501,KLK0007730835,R,I,,"LINESTRING (196154.21049999818 443365.1840999983, 196168.42500000075 443347.26300000027, 196237.2509999983 443259.11100000143, 196302.4609999992 443175.4789999984, 196359.64699999988 443101.11499999836, 196400.75769999996 443048.59059999883)"
wegbermen_wegvak.675,Berm met geleideconstructie,1.5 -> .75,Buitenberm,H,391287043,2021-05-01T00:00:00,319,373,039128704320210501,KLK0007730834,R,I,,"LINESTRING (196120.65349999815 443407.49159999937, 196154.21049999818 443365.1840999983)"
wegbermen_wegvak.676,Geleide barriers,.5 -> 1.5,Buitenberm,H,391287043,2021-05-01T00:00:00,223,319,039128704320210501,KLK0007730833,R,I,,"LINESTRING (196058.83680000156 443480.92610000074, 196108.186999999 443423.20899999887, 196120.65349999815 443407.49159999937)"
wegbermen_wegvak.677,Berm met geleideconstructie,.5 -> .5,Buitenberm,T,391287043,2021-05-01T00:00:00,339,774,039128704320210501,KLK0007730838,R,I,,"LINESTRING (196133.08199999854 443391.8222000003, 196168.42500000075 443347.26300000027, 196237.2509999983 443259.11100000143, 196302.4609999992 443175.4789999984, 196359.64699999988 443101.11499999836, 196400.75769999996 443048.59059999883)"
wegbermen_wegvak.678,Geleide barriers,1 -> .5,Buitenberm,T,391287043,2021-05-01T00:00:00,195,222,039128704320210501,KLK0007730836,R,I,,"LINESTRING (196040.6251000017 443502.1939000003, 196041.1649999991 443501.5940000005, 196058.18690000102 443481.68620000035)"
wegbermen_wegvak.679,RIMOB,.5 -> .5,Buitenberm,H,391287043,2021-05-01T00:00:00,217,223,039128704320210501,KLK0007730832,R,I,,"LINESTRING (196054.9376000017 443485.48640000075, 196058.83680000156 443480.92610000074)"
wegbermen_wegvak.680,Berm met geleideconstructie,.75 -> .5,Buitenberm,H,392286014,2021-05-01T00:00:00,0,152,039228601420210501,KLK0007730835,R,I,,"LINESTRING (196400.75769999996 443048.59059999883, 196407.56599999964 443039.18200000003, 196432.2030000016 443008.21599999815, 196469.7250000015 442958.94099999964, 196490.29300000146 442934.3040000014, 196494.4620999992 442928.9492000006)"
wegbermen_wegvak.681,Berm met geleideconstructie,.5 -> 1.75,Buitenberm,T,392286014,2021-05-01T00:00:00,153,183,039228601420210501,KLK0007730844,R,I,,"LINESTRING (196495.0764000006 442928.16010000184, 196513.5064000003 442904.4886999987)"
wegbermen_wegvak.682,Geleide barriers,1.75 -> 3.5,Buitenberm,T,392286014,2021-05-01T00:00:00,183,223,039228601420210501,KLK0007730845,R,I,,"LINESTRING (196513.5064000003 442904.4886999987, 196537.92819999903 442873.1213000007)"
wegbermen_wegvak.683,Berm met geleideconstructie,12 -> 3.5,Buitenberm,H,392286014,2021-05-01T00:00:00,168,223,039228601420210501,KLK0007730843,R,I,,"LINESTRING (196504.29140000045 442916.3244000003, 196537.92819999903 442873.1213000007)"
wegbermen_wegvak.684,Berm met geleideconstructie,4 -> 1,Buitenberm,H,392286014,2021-05-01T00:00:00,152,168,039228601420210501,KLK0007730842,R,I,,"LINESTRING (196494.4620999992 442928.9492000006, 196504.29140000045 442916.3244000003)"
wegbermen_wegvak.685,Berm met geleideconstructie,.5 -> .5,Buitenberm,T,392286014,2021-05-01T00:00:00,0,153,039228601420210501,KLK0007730838,R,I,,"LINESTRING (196400.75769999996 443048.59059999883, 196407.56599999964 443039.18200000003, 196432.2030000016 443008.21599999815, 196469.7250000015 442958.94099999964, 196490.29300000146 442934.3040000014, 196495.0764000006 442928.16010000184)"
wegbermen_wegvak.686,Berm met geleideconstructie,1 -> 1,Buitenberm,H,600146702,2021-05-01T00:00:00,0,413,060014670220210501,KLK0008086474,L,I,,"LINESTRING (196429.8200000003 443056.12000000104, 196374.69099999964 443132.39400000125, 196313.0639999993 443209.08900000155, 196255.71299999952 443280.4629999995, 196180.5161000006 443385.00620000064)"
wegbermen_wegvak.687,Geleide barriers,.5 -> .5,Middenberm,T,600146702,2021-05-01T00:00:00,0,413,060014670220210501,KLK0008086471,L,I,,"LINESTRING (196429.8200000003 443056.12000000104, 196374.69099999964 443132.39400000125, 196313.0639999993 443209.08900000155, 196255.71299999952 443280.4629999995, 196180.5161000006 443385.00620000064)"
wegbermen_wegvak.688,Berm met geleideconstructie,3.5 -> 4,Buitenberm,H,600146922,2021-05-01T00:00:00,0,86,060014692220210501,KLK0007730781,L,I,,"LINESTRING (195525.22670000046 444001.2600999996, 195515 443991, 195511 443984, 195505.99300000072 443974.9789999984, 195501 443968, 195498 443961, 195495 443954, 195493 443949, 195490 443943, 195487.1677000001 443926.0064999983)"
wegbermen_wegvak.689,Berm met geleideconstructie,1 -> 3.5,Buitenberm,H,600146922,2021-05-01T00:00:00,86,124,060014692220210501,KLK0007730780,L,I,,"LINESTRING (195487.1677000001 443926.0064999983, 195486 443919, 195482.58799999952 443888.2921000011)"
wegbermen_wegvak.690,Berm met geleideconstructie,2.5 -> 1.5,Buitenberm,H,390287063,2021-05-01T00:00:00,0,81,039028706320210501,KLK0007730812,R,I,,"LINESTRING (195499.16099999845 443714.23099999875, 195507.8359999992 443711.91099999845, 195578.38580000028 443725.9219999984)"
wegbermen_wegvak.691,Berm met geleideconstructie,2 -> 2,Buitenberm,H,600146923,2021-05-01T00:00:00,0,7,060014692320210501,KLK0007730783,L,I,,"LINESTRING (195554.81159999967 444032.4167000018, 195551.13529999927 444026.45980000123)"
wegbermen_wegvak.692,RIMOB,4 -> 4,Buitenberm,H,600146923,2021-05-01T00:00:00,24,32,060014692320210501,KLK0007730782,L,I,,"LINESTRING (195539.45490000024 444014.2712999992, 195533.5511999987 444008.87260000035)"
wegbermen_wegvak.693,Berm met geleideconstructie,3.5 -> 4,Buitenberm,H,600146923,2021-05-01T00:00:00,32,43,060014692320210501,KLK0007730781,L,I,,"LINESTRING (195533.5511999987 444008.87260000035, 195525.22670000046 444001.2600999996)"
wegbermen_wegvak.694,RIMOB,1 -> 1.5,Buitenberm,T,600448422,2021-05-01T00:00:00,3,9,060044842220210501,KLK0007729213,L,I,,"LINESTRING (125109.01339999959 479212.01740000024, 125114.88850000128 479213.2349999994)"
wegbermen_wegvak.695,Geleide barriers,.5 -> .5,Buitenberm,T,600448422,2021-05-01T00:00:00,15,25,060044842220210501,KLK0007729211,L,I,,"LINESTRING (125120.86080000177 479213.70219999924, 125125.83460000157 479213.96660000086, 125130.82360000163 479213.4171999991)"
wegbermen_wegvak.696,Geleide barriers,3 -> .5,Buitenberm,T,600448422,2021-05-01T00:00:00,25,30,060044842220210501,KLK0007729210,L,I,,"LINESTRING (125130.82360000163 479213.4171999991, 125134.24839999899 479213.0401000008, 125135.76309999824 479212.6904999986)"
wegbermen_wegvak.697,Ondergronds,3 -> 3,Buitenberm,T,600448422,2021-05-01T00:00:00,86,87,060044842220210501,KLK0007729209,L,I,,"LINESTRING (125173.8123999983 479175.6486000009, 125173.98559999838 479174.66369999945)"
wegbermen_wegvak.698,Berm met geleideconstructie,3 -> 3,Buitenberm,T,600448422,2021-05-01T00:00:00,87,98,060044842220210501,KLK0007729201,L,I,,"LINESTRING (125173.98559999838 479174.66369999945, 125174.25349999964 479173.14079999924, 125175.31100000069 479166.7932000011, 125175.23550000042 479164.15249999985)"
wegbermen_wegvak.916,Verhoogde/verlaagde berm,,Buitenberm,H,600457131,2021-07-01T00:00:00,561,819,060045713120210701,KLK0008783867,L,I,,"LINESTRING (229606.64389999956 486902.1420000009, 229439.3669999987 486917.06500000134, 229349.70580000058 486925.5181999989)"
wegbermen_wegvak.699,Berm met geleideconstructie,.5 -> 1,Buitenberm,T,600448422,2021-05-01T00:00:00,9,15,060044842220210501,KLK0007729212,L,I,,"LINESTRING (125114.88850000128 479213.2349999994, 125115.86070000008 479213.4365000017, 125120.86080000177 479213.70219999924)"
wegbermen_wegvak.700,Berm met geleideconstructie,4 -> 1,Buitenberm,H,600448423,2021-05-01T00:00:00,35,94,060044842320210501,KLK0007729202,L,I,,"LINESTRING (125164.34589999914 479131.6376999989, 125163.04630000144 479129.7463000007, 125159.72599999979 479126.0095999986, 125152.35550000146 479119.26089999825, 125129.55249999836 479103.8548000008, 125117.16939999908 479096.91849999875)"
