ID openbaar;Dienst;Afdeling;Hoofdproces;Naam verwerking;Beschrijving;Toelichting (optioneel);Verwerkingsverantwoordelijke;Doeleinde;Grondslag AVG;Uitleg grondslag;Categorieën  Betrokkenen;Categorieën persoonsgegevens;Persoonsgegevens;Gevoelige persoonsgegevens;Bijzondere en strafrechtelijke persoonsgegevens;Categorieën  ontvangers;Doorgifte naar derde landen;Bewaartermijn;Technische en organisatorische maatregelen
116;DPZ ;Klantcontactcentrum (KCC);Burgerzaken;Beoordelen brondocument burgerlijke stand;"Deze verwerking betreft het beoordelen op vorm en inhoud van een origineel, gewaarmerkt brondocument dat ter zake van een bepaald rechtsfeit wordt aangeboden. Het kan hierbij bijvoorbeeld gaan om een huwelijksakte, een geboorteakte of een overlijdensakte en de gemeente accepteert een dergelijk document pas na een grondige beoordeling. 

";;College van B&W ;Het controleren en valideren van persoonlijke aktes. ;Wettelijke verplichting ;Burgerlijk Wetboek, Boek 1, Personen en familierecht, Wet Basisregistratie Personen;Aanvrager, BRP ambtenaar, ABS ;"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens                                    

Gevoelige persoonsgegevens:
- Financiële gegevens
- BSN (Nationaal identificatienummer)";;;;"Medewerkers van burgerzaken
Overheidsinstanties afnemers BRP";;"Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.

Subsidie:
Conform het Burgerlijk Wet- boek, boek 2 artikel 10 lid 3 = de bewaartermijn 7 jaar. 
";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
117;DPZ ;Klantcontactcentrum;Burgerzaken;Beoordelen vervallenverklaring paspoort;Het beoordelen van een een verklaring tot het vervallen van het paspoort ;;De Burgemeester ;het vervallen verklaren van een paspoort ;Wettelijke verplichting ;Paspoortwet                         Paspoortuitvoeringsregeling Nederland 2001;Burgers ;"Gewone persoonsgegevens: 
- Persoonlijke gegevens
- Contactgegevens

Gevoelige persoonsgegevens:  
BSN (Nationaal identificatienummer)  ";;;;Betrokkene(n) ;;16 jaar ;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
118;DPZ;Klantcontactcentrum;Burgerzaken;Beoordelen verzoek verwijderen persoonsgegevens;"Het beoordelen van een verzoek voor het verwijderen van persoonsgegevens. Betrokkenen hebben het recht om organisaties te verzoeken (gedeeltes van) hun persoonsgegevens te verwijderen uit hun databases. Zij kunnen dit doen omdat persoonsgegevens onrechtmatig zijn verwerkt of om gebruik te maken van het recht om vergeten te worden in het geval van online openbaar gemaakte persoonsgegevens. Indien de persoonsgegevens gedeeld zijn met een andere verwerkingsverantwoordelijke, dient deze op de hoogte te worden gesteld van de verwijdering.

";;College van B&W  ;Het overschrijven of verwijderen van gegevens uit de basisadministratie naar aanleiding van een adoptie of geslachtswijziging met als doel dat historische gegevens niet meer zichtbaar zijn.;Wettelijke verplichting ;Algemene Verordening Gegevensbescherming;Indieners;"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens                                    

Gevoelige persoonsgegevens:
- BSN (Nationaal identificatienummer)";;;;Intern, ketenpartners, BRP afnemers ;;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
119;DPZ ;Bibliotheek & Haags Gemeentearchief;Bibliotheek;Betalen cursusgevers;Het afhandelen van de facturen voor de plaatsgevonden cursussen en activiteiten binnen de Bibliotheek Den Haag. ;;College van B&W;Het betalen voor de cursusgevers en activiteit verzorgers. ;Uitvoering overeenkomst;AVG art 6 lid 1 sub b;"Cursusgevers en activiteitsverzorgers 






";"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Overige gegevens                                    

Gevoelige persoonsgegevens:
- Financiële gegevens          
";;;;"Medewerkers bibliotheek
Financiele afdeling gemeente Den Haag ";;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
120;DPZ;Stadsdelen en wijken;Stadsdelen en wijken;Bewoners/ beleidsparticipaties;Het bijhouden van een bewonerslijst, welke benaderd kunnen worden in het geval dat participatie vereist is. ;;College van B&W;Wijkgebonden. Het uitnodigen/uitvragen van de bewoners/organisaties om mee te denken/beslissen over specifieke projecten. Om ze zodoende te informeren over specifieke activiteiten/ontwikkelingen. ;Wettelijke verplichting;Artikel 7 Participatiewet;Bewoners en organisaties ;"Persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens

";;;;"Diensten 
Afdelingen 
Teams ";;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;"Informatiebeveiligingsplan BRP en Waardedocumenten 

Geboorteaktes: 
De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken."
121;DPZ;Klantcontactcentrum (KCC);Burgerzaken;BRP registratie;Beheren van persoons gerelateerde gegevens (BRP).;;College van B&W;Het uitvoeren van gemeentelijke taken rondom de registratie van persoonsgegevens.;Wettelijke verplichting;Artikel 1.4 Wet BRP;Ingezetenen en niet-ingezetenen;"Persoonsgegevens: 
- Persoonlijke gegevens

Gevoelige persoonsgegevens: 
- BSN (Nationaal identificatienummer)

Bijzondere persoonsgegevens: 
- Etniciteit
";;;;"Medewerkers
Landelijke voorziening
Alle overheidsorganen en ketenpartners";;"Volgens de Regeling BRP artikel 4 en bijlage 6 is de bewaartermijn 110 jaar.

Wet BRP artikel 3.11 lid 1: een notitie van verstrekking van gegevens wordt 20 jaar bewaard.";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
122;DPZ ;Verkiezingen;Burgerzaken;Faciliteren verkiezingsdeelname Nederlanders in het buitenland (stembescheiden);De registratie en mutatie binnen KBN6 .;;De Burgemeester ;Vervullen van de vanuit BZK/ Kieswet opgelegde taak om kiezers buiten Nederland te informeren, administreren en het toesturen van documentatie omtrent verkiezingen ;Wettelijke verplichting;Kieswet;"Burgers
Kiesgerechtigden in het buitenland";"Gewone persoonsgegevens: 
- Persoonlijke gegevens
- Contactgegevens

Gevoelige persoonsgegevens: 
- BSN (Nationaal identificatienummer) 

 

";;;;Medewerkers van de afdeling kiezers buiten Nederland ;;N.T.B.;KBN6 is een on premise applicatie die wordt gedekt door alle securitymaatregelen (BIO) die bij de gemeente voor handen zijn. Met een uitzondering voor de e-mails binnen het proces. Indien er sprake is van een e-mail dan leest KBN6 deze en koppelt de e-mail aan een dossier. De e-mail moet vervolgens door een medewerker worden goedgekeurd. Door deze koppeling kunnen de activiteiten worden uitgevoerd.
123;DPZ;Klantcontactcentrum;Burgerzaken;Het behandelen wijziging voornaam en geslachtsnaam;Het verwerken van een gewijzigde voornaam of geslachtsnaam ;;Ambtenaar burgerlijke stand (bij latere vermelding akte burgerlijke stand), College van B&W (bij verwerking in de BRP);Het aanpassen van voornaam en/of geslachtsnaam op de geboorteakte en in de BRP op basis van een rechtelijke uitspraak of koninklijk besluit. ;Wettelijke verplichting;"Burgerlijk Wetboek Boek 1, Personen- en familierecht;Wet basisregistratie personen;Besluit burgerlijke stand 1994";Aanvragers, BRP ambtenaar ABS ;"Gewone persoonsgegevens: 
- Persoonlijke gegevens
- Contactgegevens

Gevoelige persoonsgegevens:  
- BSN (Nationaal identificatienummer) 
 

Bijzondere persoonsgegevens:
- Gezondheidsgegevens - strafrechtelijke gegevens  ";;;;Afnemers(s) Andere gemeente(n);;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
124;DPZ ;Verkiezingen;Burgerzaken;Indelen stembureau locaties;De geografische indeling van de stembureaus, de vestiging van voldoende locaties die kunnen dienen als stembureau en het koppelen van postcodes aan deze locaties aan de hand waarvan de  kiezers worden gekoppeld aan een locatie.;;De Burgemeester ;Vervullen van de vanuit BZK/ Kieswet opgelegde taak om kiezers binnen Den Haag, te administreren en het toesturen van de documentatie omtrent de verkiezingenen en de stembureau locaties.  ;Wettelijke verplichting;Kieswet;"Burgers
Medewerkers van verkiezingen
Beheerders van de locaties ";"Gewone persoonsgegevens: 
- Persoonlijke gegevens
- Arbeidsgegevens 
- Contactgegevens

Gevoelige persoonsgegevens: 
- Financiële gegevens 
 

";;;;"Mederwerkers
Kiezers ";;N.T.B.;De logistieke dienstverlening krijgt, in het kader van deze verwerking, slechts die informatie die nodig is voor de logistieke planning. 
125;DPZ;Klantcontactcentrum;Burgerzaken;Instellen onderzoek naar gegevens in de BRP;Het instellen van een onderzoek naar de gegevens in de BRP. ;;College van B&W;Het onderzoeken van de juistheid van geregistreerde (persoons)gegevens in de BRP. ;Wettelijke verplichting ;Wet Basisregistratie Personen;Afnemers van de BRP;"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens                                    

Gevoelige persoonsgegevens:
- BSN (Nationaal identificatienummer)";;;;Betrokkene ;;10 jaar ;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
126;DPZ ;Bibliotheek ;Bibliotheek;"Lidmaatschap regulier:
lidmaatschapsadministratie  (Balie: registratie door mdw in Concerto, of Online door inwoner via inschrijfformulier website wordt handmatig ingevoerd in Concerto) 
";Het inschrijven van een burger in het bibliotheek systeem van de bibliotheek Den Haag. ;;College van B&W;De inschrijving van een burger bij de bibliotheek Den Haag, waardoor de bedrijfsprocessen en dienstverlening van de bibliotheek in gang kan worden gezet. ;overeenkomst;AVG art 6 lid 1 sub b, WSOB ;"Inschrijvende burgers,
tot 14 jaar moeten de ouders akkoord/meetekenen";"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Overige gegevens                                    

Gevoelige persoonsgegevens:
- Financiële gegevens     
     
Bijzondere persoonsgegevens: ";;;;"KB
Betrokkene";;Persoonsgegevens van leners worden bewaard tot 2 jaar na het stoppen van het abonnement of bij het wijzigen van de status van het abonnement naar niet actief. Hierop wordt alleen een uitzondering gemaakt voor ooievaarspasleners en personeelsleden. Voor leners onder de 18 jaar wordt een uitzondering gemaakt. Vanaf 18 jaar geldt de standaard bewaartermijn van 2 jaar na inactiviteit of stopzetten van het abonnement. Leners met een boete of tegoed op het abonnement zijn uitgezonderd van deze bewaartermijn.  ;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
127;DPZ;Klantcontactcentrum;Burgerzaken;Naturalisatie en optie ;"Deze verwerking betreft het behandelen van een verzoek Nederlandse nationaliteit/bijzonder Nederlanderschap. Onder bepaalde voorwaarden kan een vreemdeling een verzoek tot naturalisatie indienen of een zogenaamde optieverklaring invullen. De optieprocedure is eenvoudiger en goedkoper dan de procedure voor naturalisatie.

";;De Burgemeester ;Het verkrijgen van de Nederlandse nationaliteit ;Wettelijk verplichting;"Rijkswet op het Nederlanderschap; Besluit verkrijging en verlies ";Betrokkene(n)/verzoeker;"Persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens 
- Identiteitsgegevens

Gevoelige persoonsgegevens: 
- BSN (Nationaal identificatienummer)
";;;;IND, Ministerie J&V;;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
128;DPZ ;Bibliotheek afdeling: AMPR;Bibliotheek;"Nieuwsbrieven
bibliotheek Den Haag ";Het versturen van de nieuwsbrieven aan degene die zich hiervoor hebben ingeschreven. ;;College van B&W;registratie als nieuwbriefontvanger;Toestemming Betrokkene(n);AVG art 6 lid 1 sub a;Nieuwsbriefabbonee's ;"Gewone persoonsgegevens:
- Persoonlijke gegevens
                                  

         
";;;;Medewerkers bibliotheek;;Tot uitschrijven/opt-out;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
129;DPZ;Klantcontactcentrum;Burgerzaken;Omzetten geregistreerd partnerschap in huwelijk;"Deze verwerking betreft het omzetten van een geregistreerd partnerschap in een huwelijk. De ambtenaar van de burgerlijke stand stelt hiervoor een akte van omzetting op. Sinds 2009 is het niet meer mogelijk om een huwelijk om te zetten in een geregistreerd partnerschap. Daarmee is een einde gekomen aan de 'flitsscheidingen': het omzetten van een huwelijk in een geregistreerd partnerschap en het vervolgens beëindigen van het geregistreerd partnerschap zonder tussenkomst van de rechter.

";;Ambtenaar van burgerlijke stand (bij latere vermelding akte burgerlijke stand), College B&W (verwerking in BRP);Het omzetten van een geregistreerd partnerschap in een huwelijk. Door deze omzetting wordt het geregistreerde partnerschap van rechtswege ontbonden.;Wettelijke verplichting ;"Burgerlijk Wetboek Boek 1, Personen- en familierecht;Wet basisregistratie personen;Besluit burgerlijke stand 1994";Burgers ;"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens                                    

Gevoelige persoonsgegevens:
- BSN (Nationaal identificatienummer)

Bijzondere persoonsgegevens: Seksuele identiteit";;;;Andere gemeente(n), Afnemer(s) ;;110 jaar ;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
130;DPZ ;Bibliotheek afdeling: MT-bibliotheken;Bibliotheek;Ontzegging toegang tot bibliotheek;Het weigeren van de toegang tot de bibliotheek, nadat iemand zich in strijd met het bibliotheek-regelement heeft gerdragen. ;;College van B&W;"Het bewaken/bewaren van de veiligheid binnen de bibliotheek locaties. Uitvoering kunnen geven aan het concernkader Veilige Publieke Dienstverlening
Kunnen screenen op agressierisico’s in het contact met burgers (ter borging van de veiligheid
van medewerkers)";wettelijke verplichting ;Arbeidsomstandighedenwet;medewerkers, leidinggevenden en burgers in het Gemeentelijk Incidenten Registratiesysteem (GIR);"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Overige gegevens    

Strafrechtelijke gegevens: 
- Proces verbaal                         
         
";;;;Medewerkers bibliotheek, politie ;;Conform landelijke afspraken zijn bewaartermijnen als volgt: Te raadplegen sancties die zijn opgelegd aan een burger: (maximaal) 24 maanden na afloop van de sanctie  Persoonsgegevens medewerkers: naam, e-mailadres en functie van medewerkers is gekoppeld aan het GIR, zodat medewerkers meldingen kunnen maken. Als een naam van een medewerker/leidinggevende is gekoppeld aan een geregistreerd incident, dan vindt na 60 maanden schoning plaats. Incidenten worden na 60 maanden ontdaan van persoonsgegevens en anoniem gearchiveerd. Na 36 maanden worden inactieve gebruikersaccounts verwijderd Deze afspraken zijn opgenomen in de landelijke Beveiligingsverklaring;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
131;DPZ ;Verkiezingen;Burgerzaken;Organisatie van verkiezingen volgens de Kieswet;Dit werkproces betreft het organiseren van een verkiezing volgens de Kieswet. Het gaat hierbij om de verkiezingen voor leden van de gemeenteraad, Provinciale Staten, het waterschap, de Tweede Kamer of het Europees Parlement. De waterschaksverkiezing vindt meestal tegelijk met de verkiezing voor Provinciale Staten plaats.;;De Burgemeester ;Ten behoeve van het vervullen van de vanuit BZK / Kieswet opgelegde taak om burgers te informeren, administreren en toesturen van documentatie.;Wettelijke verplichting;"Kieswet
Ministeriele regeling";"Burgers
Medewerkers";"Gewone persoonsgegevens: 
- Persoonlijke gegevens
- Arbeidsgegevens 
- Contactgegevens

Gevoelige persoonsgegevens: 
- BSN (Nationaal identificatienummer) 
- Fnanciële gegevens 
 

Bijzondere persoonsgegevens:
- Overlijdensdatum ";;;;"De medewerkers van verkiezingen
Het drukbedrijf ";;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
132;DPZ;Klantcontactcentrum (KCC);Burgerzaken;"Register burgerlijke stand, huwelijksdossiers, voogdij en curatele beschikking,
en geslachtswijziging";Het ondersteunen van burgerlijke stand diensten.;;Ambtenaar van de burgerljke stand ;Het registreren van rechtsfeiten met betrekking tot het personen-  en familierecht;Wettelijke verplichting;"BW Boek 1, titel 4, afdeling 1 en 2.
Besluit burgelijke stand 1994 (Bbs)
";"Burgers
Kinderen onder gezag
Voogden 
Onder curatele gestelden 
Curatoren";"Persoonsgegevens: 
- Persoonlijke gegevens

Gevoelige persoonsgegevens: 
- BSN (Nationaal identificatienummer)

Bijzondere persoonsgegevens: 
- Etniciteit
";;;;"Intern
Ministerie van justitie (geslachtsnaam)
Buitengewone ambtenaren burgerlijke stand
Rechtbank
Advocatuur
Entadministratie
Burgers
Belanghebbenden";;"de bewaartermijn voor het archiefbescheiden is 110 jaar (BW 1, artikel 17a, Regeling BRP bijlage 6 en Besluit burgerlijke stand, Archiefwet).

Informatie over verzoeken van burgers om uittreksels burgerlijke stand worden: maximaal 1 jaar.

Besluit
Burgerlijke
Stand 1994,
artikel 28:

Verklaring huwelijk of partnerschap niet-
Nederlander bewaartermijn: 12 jaar.

Besluit Burgerlijke stand 1994 artikel 23:

Akten die worden overlegd voor huwelijksaangifte/huwelijkstoestemming, registratie van partnerschap, erkenning of ontkenning van oudersschap en naamskeuze: 18 maanden.";"Informatiebeveiligingsplan BRP en Waardedocumenten 

Geboorteaktes: 
De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken."
133;DPZ ;Bibliotheek & Haags Gemeentearchief;Gemeentearchief;Registratie deelnemers lezingen, cursussen ;Het registreren van deelnemers aan cursussen, evenementen en activiteiten. ;;College van B&W;Capaciteitsmanagement (m.b.t. beperkt aantal deelnemers) en correspondentie over de desbetreffende cursus of activiteit. ;"Toestemming betrokkene(n)

Uitvoering overeenkomst";"AVG art 6 lid 1 sub a


AVG art 6 lid 1 sub b";"Burgers (waaronder leden), externe relaties , zakelijke relaties 






";"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Overige gegevens                                    

Gevoelige persoonsgegevens:
- Financiële gegevens          
";;;; Cursusgevers;;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
134;DPZ;Klantcontactcentrum;Burgerzaken;Registreren gezag over minderjarige ;"Deze verwerking betreft het beoordelen van het gezag over een minderjarige door reconstructie van de gezagssituatie vanaf geboorte tot heden. Er zijn verschillende situaties mogelijk die het ouderlijk gezag over een minderjarige bepalen. Een aantal factoren kunnen hierbij een rol spelen, zoals de nationaliteit van de minderjarige, het feit of de minderjarige geadopteerd is, of de ouder onder curatele staat en of de ouder gehuwd is of een geregistreerd partnerschap heeft. Bovendien kunnen er rechterlijke uitspraken zijn gedaan met betrekking tot het gezag. De gemeente beoordeeld niet zelf het gezag, maar voert slechts de beschikking uit. 

";;College van B&W ;De vermelding van wie het gezag heeft over een kind. ;Wettelijke verplichting ;Burgerlijk Wetboek, Boek 1, Personen- en familierecht;Minderjarige betrokkene ;"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens                                    

Gevoelige persoonsgegevens:
- BSN (Nationaal identificatienummer)";;;;Afnemers van de BRP;;1 jaar ;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
135;DPZ ;Bibliotheek & Haags Gemeentearchief;Gemeentearchief;Ter beschikking stellen openbare archiefbescheiden aan bezoekers ;Registratie van bezoekers vanwege de veiligheid van archiefbescheiden en uitgifte van een bezoekersnummer waarmee archiefbescheiden kunnen worden opgevraagd. ;;College van B&W;Het waarborgen van de volledigheid, betrouwbaarheid en integriteit van de archiefbescheiden en het uitgeven van een bezoekersnummer waarmee archiefbescheiden kunnen worden opgevraagd en toebedeeld kunnen worden aan de bezoeker. ;wettelijke verplichting ;Archiefwet art. 14, studiezaalreglement Haags Gemeentearchief ;bezoekers van HGA ;"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Overige gegevens                                    
         
";;;;Medewerkers HGA die toegang hebben tot de bezoekersregistratie ;;1 jaar, na het laatste bezoek;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
136;DPZ;Klantcontactcentrum;Burgerzaken;Uitvoeren aanwijzing buitengewoon ambtenaar burgerlijke stand (BABS);Het uitvoeren van de aanstelling van een buitengewoon ambtenaar burgerlijke stand (BABS);;College van B&W;Het aanwijzen van een persoon als BABS van de gemeente Den Haag en het laten beedigen bij de rechtbank met als doel het voltrekken van huwelijken en geregistreerde partnerschappen.;Wettelijke verplichting ;Burgerlijk Wetboek Boek 1, Personen- en familierecht;Burger BABS ;"Gewone persoonsgegevens: 
- Persoonlijke gegevens
- Contactgegevens

Gevoelige persoonsgegevens:  
- BSN (Nationaal identificatienummer) ";;;;Rechtbank ;;1 jaar ;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
137;DPZ;Belastingzaken;Belastingheffing;Uitvoeren belastingheffing;De afdeling heffing legt de gemeentelijke aanslagen op, zoals de OZB, de afvalstoffenheffing en de rioolheffing. Maar ook bijvoorbeeld de hondenbelasting, de toeristenbelasting of leges, voor het verstrekken van een vergunning. ; ;College van B&W;Het opleggen en heffen van belastingen. ;Wettelijke verplichting;"Artikel 216 en 217 Gemeentewet
Gemeentelijke belastingverordeningen
Wet WOZ, AWB en AWR";Burgers (belastingplichtigen);"Gewone persoonsgegevens: 
- Persoonlijke gegevens 
-  Overige gegevens                                   
- Financiele gegevens

Gevoelige persoonsgegevens: 
- Financiële gegevens
- BSN (Nationaal identificatienummer)
";;;;"RBD
Waterschap";;De bewaartermijn is 7 jaar;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
138;DPZ;Belastingzaken;Belastingheffing;Uitvoeren invordering;De afdeling Invordering houdt zich bezig met de betalingsverwerking van de gemeentelijke belastingen. Bij betalingsverwerking gaat het over zowel openstaande belastingschulden als over 'civiele vorderingen' van de gemeente Den Haag.;;College van B&W;Het Invorderen van belastinggelden en rechten (retributies en leges). ;Wettelijke verplichting;"Gemeentewet
Wet WOZ
Awb
AWR
Invorderingswet 1990
Kostenwet invordering
Rijksbelastingen
Wetboek van Burgerlijke Rechtsvordering
Burgerlijke Wetboek (huurachterstanden)";"Burgers (belastingplichtigen)
Ondernemers";"Gewone persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens                                    - Financiële gegevens

Gevoelige persoonsgegevens: 
- Financiële gegevens
- BSN                                                          
 - Gegevens over thuissituatie";;;;"RBD
Waterschap
Werkgever bij Loonbeslag";;De bewaartermijn is 7 jaar;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
