Datum zaak start;Stap;Zaakstatus;Datum zaak uiterste;Hoofdcategorie (zaaktype mor);Subcategorie (zaaktype mor);straat (zaaktype mor);Ter hoogte van (zaaktype mor);Wijk (zaaktype mor)
23-11-2017 12:21;Definitief afgesloten;Afgesloten;23-11-2017 12:21;Bomen;Bomen;Waterhoenlaan;;Zeist West
23-11-2017 12:20;In behandeling;In behandeling;23-11-2017 12:20;Wegen en fietspaden;Borden;Kerkweg;;Zeist Centrum
23-11-2017 11:35;Definitief afgesloten;Afgesloten;23-11-2017 11:35;Bomen;Bomen;Hortensialaan;;Zeist Centrum
23-11-2017 11:25;Definitief afgesloten;Afgesloten;24-11-2017 11:25;Openbare verlichting;Netwerkstoring;Gerolaan;;Zeist Centrum
23-11-2017 11:00;Definitief afgesloten;Afgesloten;30-11-2017 11:00;Openbare verlichting;Lamp defect;Kritzingerlaan;;Zeist Centrum
23-11-2017 10:50;Definitief afgesloten;Afgesloten;23-11-2017 10:50;Bomen;Bomen;Amalia van Solmslaan;;Zeist Oost
23-11-2017 10:42;Definitief afgesloten;Afgesloten;23-11-2017 10:42;Klachten afvalinzameling;Klacht afvalimzameling;Weeshuislaan;;Zeist Centrum
23-11-2017 10:23;Definitief afgesloten;Afgesloten;23-11-2017 10:23;Overig;;Dolderseweg;;Den Dolder e.o.
23-11-2017 10:17;Nieuw via KCC;Ontvangen;23-11-2017 10:17;;;;;
23-11-2017 10:17;Nieuw via KCC;Ontvangen;23-11-2017 10:17;;;;;
23-11-2017 9:07;Definitief afgesloten;Afgesloten;23-11-2017 9:07;Bomen;Bomen;Boskant;;Zeist Oost
23-11-2017 8:54;Definitief afgesloten;Afgesloten;23-11-2017 8:54;Afvaldumping;Afvaldumping;Anne de Vrieslaan;;Zeist Centrum
23-11-2017 8:14;Definitief afgesloten;Afgesloten;30-11-2017 8:14;Wegen en fietspaden;Gebreken wegdek;Couwenhoven;40, 50, 90 - nummers;Zeist West
23-11-2017 0:00;Definitief afgesloten;Afgesloten;23-11-2017 0:00;Openbare verlichting;Netwerkstoring;;Locatie Minckelerslaan /kritzingerlaan Mastnummer;
23-11-2017 0:00;Definitief afgesloten;Afgesloten;23-11-2017 0:00;Openbare verlichting;;;Locatie Steeg achter ridderschapslaan ten hoogte van nummer 7/9. Mastnummer 152796;
23-11-2017 0:00;Definitief afgesloten;Afgesloten;23-11-2017 0:00;Openbare verlichting;;;Locatie Aantal lanen: De La Reylaan, Kritzingerlaan en Dalweg Mastnummer;
23-11-2017 0:00;Definitief afgesloten;Afgesloten;23-11-2017 0:00;Openbare verlichting;;;Locatie berkenlaan 40 zeist Mastnummer 01910021;
23-11-2017 0:00;Definitief afgesloten;Afgesloten;23-11-2017 0:00;Openbare verlichting;;;Locatie Burg Patijnlijn, t.h.v. nr 56 Mastnummer 25010030;
23-11-2017 0:00;Definitief afgesloten;Afgesloten;23-11-2017 0:00;Handhaving;;;Locatie Johannes Wierlaan Den Dolder Mastnummer;
23-11-2017 0:00;Definitief afgesloten;Afgesloten;23-11-2017 0:00;Handhaving;;;Locatie Dr Boswijklaan Den Dolder Mastnummer;
23-11-2017 0:00;Definitief afgesloten;Afgesloten;23-11-2017 0:00;Handhaving;;;Locatie Van Reenenweg Zeist Mastnummer;
23-11-2017 0:00;Definitief afgesloten;Afgesloten;23-11-2017 0:00;Openbare verlichting;;;Locatie waterigeweg 70 en 76 Mastnummer Waterigeweg 70 en 76;
23-11-2017 0:00;Definitief afgesloten;Afgesloten;23-11-2017 0:00;Openbare verlichting;;;Locatie Eikenlaan vanaf de Dalweg Mastnummer Hele Eikenlaan;
23-11-2017 0:00;Definitief afgesloten;Afgesloten;23-11-2017 0:00;Openbare verlichting;;;Locatie de la reylaan 5 en de rest er om Mastnummer;
23-11-2017 0:00;Definitief afgesloten;Afgesloten;23-11-2017 0:00;Openbare verlichting;;;Locatie Montessoristraat 19 Mastnummer 2212 0003;
23-11-2017 0:00;Definitief afgesloten;Afgesloten;23-11-2017 0:00;Openbare verlichting;;;Locatie Dalweg en Eikenlaan en meer...Het is hier aarde donker. Leuk als dit een reden heeft, maar vervelend wanneer het een storing betreft die al sinds gisteren 22 nov duurt Mastnummer;
23-11-2017 0:00;Definitief afgesloten;Afgesloten;23-11-2017 0:00;Openbare verlichting;;;Locatie Arnhemsebovenweg tussen huisnummer 5 en 7 in zeist Mastnummer;
23-11-2017 0:00;Definitief afgesloten;Afgesloten;23-11-2017 0:00;Openbare verlichting;;;Locatie De straatverlichting doet het niet. Gisterenavond ook niet Mastnummer;
23-11-2017 0:00;Definitief afgesloten;Afgesloten;23-11-2017 0:00;Openbare verlichting;;;Locatie Zie bovenstaand Mastnummer Netwerkstoring Kritzingerlaan eo;
22-11-2017 15:59;Definitief afgesloten;Afgesloten;22-11-2017 15:59;Klachten afvalinzameling;Klacht afvalimzameling;Costerlaan;;Zeist Centrum
22-11-2017 15:59;Definitief afgesloten;Afgesloten;29-11-2017 15:59;Wegen en fietspaden;Gebreken fiets-/voetpaden;Nepveulaan;;Zeist Noord
22-11-2017 15:34;Definitief afgesloten;Afgesloten;29-11-2017 15:34;Wegen en fietspaden;Gebreken fiets-/voetpaden;Park Rodichem;;Den Dolder e.o.
22-11-2017 14:35;Definitief afgesloten;Afgesloten;29-11-2017 14:35;Wegen en fietspaden;Gebreken fiets-/voetpaden;Oude Arnhemseweg;;Zeist Centrum
22-11-2017 14:30;Lopend;In behandeling;22-11-2017 14:30;;;Nijenheim;hele straat;Zeist West
22-11-2017 14:12;Definitief afgesloten;Afgesloten;29-11-2017 14:12;Groen;Bladoverlast;Homeruslaan;;Zeist Centrum
22-11-2017 13:46;Definitief afgesloten;Afgesloten;29-11-2017 13:46;Wegen en fietspaden;Gebreken wegdek;Jagerlaan;;Zeist Centrum
22-11-2017 12:51;Definitief afgesloten;Afgesloten;22-11-2017 12:51;Wegen en fietspaden;Gebreken fiets-/voetpaden;Joubertlaan;;Zeist Centrum
22-11-2017 12:38;Definitief afgesloten;Afgesloten;29-11-2017 12:38;Groen;Overig (Groen);Waterhoenlaan;;Zeist West
22-11-2017 10:18;In behandeling;In behandeling;22-11-2017 10:18;Parkeren;Parkeren;Nijenheim;;Zeist West
22-11-2017 9:31;Definitief afgesloten;Afgesloten;22-11-2017 9:31;Handhaving;Handhaving;Graaf Lodewijklaan;graaf lodewijklaan bij de stuifheuvel;Zeist Oost
22-11-2017 8:50;Definitief afgesloten;Afgesloten;22-11-2017 8:50;Overig;;Laan van Vollenhove;;Zeist Noord
22-11-2017 8:43;Definitief afgesloten;Afgesloten;29-11-2017 8:43;Openbare verlichting;Lamp defect;Bachlaan;0125-0010;Zeist Noord
22-11-2017 0:00;Definitief afgesloten;Afgesloten;22-11-2017 0:00;Openbare verlichting;Netwerkstoring;;Locatie Zie boven Mastnummer;
22-11-2017 0:00;Lopend;In behandeling;22-11-2017 0:00;Riolering;;;Locatie Lingerie winkel La Femme Woudenbergseweg 2, 3701BB zeist.  Mastnummer;
22-11-2017 0:00;Definitief afgesloten;Afgesloten;22-11-2017 0:00;Openbare verlichting;;;Locatie Minckelerslaan zeist Mastnummer In de hele Minckelerslaan is de straat verlichting uit;
22-11-2017 0:00;Definitief afgesloten;Afgesloten;22-11-2017 0:00;Openbare verlichting;;;Locatie Zie boven Mastnummer;
21-11-2017 16:33;Definitief afgesloten;Afgesloten;28-11-2017 16:33;Groen;Bladoverlast;Crosestein;Crosestein 11-01 t/m 11-25;Zeist West
21-11-2017 15:24;Definitief afgesloten;Afgesloten;28-11-2017 15:24;Groen;Overig (Groen);Oranje Nassaulaan;;Zeist Oost
21-11-2017 15:08;Definitief afgesloten;Afgesloten;21-11-2017 15:08;Klachten afvalinzameling;Klacht afvalimzameling;Crosestein;;Zeist West
21-11-2017 14:16;Definitief afgesloten;Afgesloten;21-11-2017 14:16;Handhaving;Handhaving;Dokter J.C. Boswijklaan;;Den Dolder e.o.
21-11-2017 13:58;Definitief afgesloten;Afgesloten;21-11-2017 13:58;Afvaldumping;Afvaldumping;Lageweg;;Zeist Centrum
21-11-2017 13:32;Definitief afgesloten;Afgesloten;21-11-2017 13:32;Riolering;Overig (Riolering);Dolderseweg;;Den Dolder e.o.
21-11-2017 12:14;Definitief afgesloten;Afgesloten;21-11-2017 12:14;Parkeren;Parkeren;Verlengde Slotlaan;;Zeist Centrum
21-11-2017 10:35;In behandeling;In behandeling;28-11-2017 10:35;Wegen en fietspaden;Gebreken wegdek;Slotlaan;;Zeist Centrum
21-11-2017 10:12;Definitief afgesloten;Afgesloten;21-11-2017 10:12;Parkeren;Parkeren;Laan van Eikenstein;;Zeist Noord
21-11-2017 9:57;Definitief afgesloten;Afgesloten;28-11-2017 9:57;Wegen en fietspaden;Gebreken fiets-/voetpaden;Huydecoperweg;parkeerautomat;Zeist Centrum
21-11-2017 9:57;Definitief afgesloten;Afgesloten;28-11-2017 9:57;Riolering;Verstopping straatkolk;Tesselschadelaan;;Zeist Noord
21-11-2017 9:44;Definitief afgesloten;Afgesloten;28-11-2017 9:44;Wegen en fietspaden;Gebreken wegdek;;;
21-11-2017 9:36;Definitief afgesloten;Afgesloten;21-11-2017 9:36;Overig;;Rozenstraat;;Zeist Centrum
21-11-2017 9:20;Definitief afgesloten;Afgesloten;28-11-2017 9:20;Groen;Overig (Groen);Couwenhoven;weilandweg;Zeist West
21-11-2017 8:54;Definitief afgesloten;Afgesloten;21-11-2017 8:54;Klachten afvalinzameling;Klacht afvalimzameling;Dr. Engelhardlaan;;Den Dolder e.o.
21-11-2017 0:00;Definitief afgesloten;Afgesloten;21-11-2017 0:00;Openbare verlichting;;Bergweg;Locatie Bergweg/Kruising Steynlaan Mastnummer;Zeist Centrum
21-11-2017 0:00;Lopend;In behandeling;21-11-2017 0:00;;;;Locatie Harmonielaan 7 3704 HG Zeist Mastnummer;
20-11-2017 16:06;Definitief afgesloten;Afgesloten;27-11-2017 16:06;Openbare verlichting;Lamp defect;Erasmuslaan;3041-0005 + 3041-0009;Zeist Centrum
20-11-2017 15:44;Definitief afgesloten;Afgesloten;27-11-2017 15:44;Riolering;Verstopping straatkolk;;;
20-11-2017 14:36;Definitief afgesloten;Afgesloten;27-11-2017 14:36;Riolering;Overig (Riolering);Barendrechtweg;;Zeist Oost
20-11-2017 13:59;Definitief afgesloten;Afgesloten;20-11-2017 13:59;Overig;;Dolderseweg;;Den Dolder e.o.
20-11-2017 13:20;Definitief afgesloten;Afgesloten;27-11-2017 13:20;Openbare verlichting;Lichtmast scheef - niet kapot;Marmontweg;2051-0010;Zeist Oost
20-11-2017 12:55;Definitief afgesloten;Afgesloten;20-11-2017 12:55;Afvaldumping;Afvaldumping;De Clomp;afvalcontainer;Zeist West
20-11-2017 12:46;Definitief afgesloten;Afgesloten;20-11-2017 12:46;Overig;;Schroeder vd Kolklaan;De Brede School;Den Dolder e.o.
20-11-2017 11:54;Nieuw via KCC;Ontvangen;20-11-2017 11:54;;;;;
20-11-2017 11:21;Definitief afgesloten;Afgesloten;20-11-2017 11:21;Overig;;Traayweg;;Zeist Oost
20-11-2017 11:02;Definitief afgesloten;Afgesloten;20-11-2017 11:02;Afvaldumping;Afvaldumping;huis ter heide;zonnelaan 122;
20-11-2017 10:38;Definitief afgesloten;Afgesloten;27-11-2017 10:38;Openbare verlichting;Overig (verlichting);Utrechtseweg;;
20-11-2017 10:16;Definitief afgesloten;Afgesloten;20-11-2017 10:16;Overig;;Huis ter Heideweg;Ingangs SV Zeist;Zeist Noord
20-11-2017 9:28;Definitief afgesloten;Afgesloten;20-11-2017 9:28;Bomen;Bomen;;achter het huis weteringelaan;Zeist West
20-11-2017 9:21;Voorlopig afgesloten;Afgehandeld;20-11-2017 9:21;Overig;;;;
20-11-2017 8:57;Definitief afgesloten;Afgesloten;20-11-2017 8:57;Overig;;Ruys de Beerenbroucklaan;Speeltuin aan de Ruys de Beerenbroucklaan;Zeist Noord
20-11-2017 8:25;Definitief afgesloten;Afgesloten;21-11-2017 8:25;Riolering;Gemalen;Reelaan;;Den Dolder e.o.
20-11-2017 8:23;Definitief afgesloten;Afgesloten;21-11-2017 8:23;Riolering;Verstopping huisaansluiting;Lommerlust;;Zeist Centrum
20-11-2017 8:15;Definitief afgesloten;Afgesloten;20-11-2017 8:15;Handhaving;Handhaving;Gandhilaan;;Zeist Centrum
20-11-2017 0:00;Definitief afgesloten;Afgesloten;20-11-2017 0:00;Openbare verlichting;;;Locatie Erasmuslaan thv van nr 1 Mastnummer 3041 0009;
20-11-2017 0:00;Definitief afgesloten;Afgesloten;20-11-2017 0:00;Openbare verlichting;Overig (verlichting);Jacoba van Beierenlaan;Locatie Achterpad Jacoba van Beierenlaan Mastnummer 152796;Zeist West
20-11-2017 0:00;Definitief afgesloten;Afgesloten;20-11-2017 0:00;Handhaving;;;Locatie in de omgeving van het sportcentrum ook gebeurd het door jonger in de wijk op verschillende plaatsen. Mastnummer;
20-11-2017 0:00;Definitief afgesloten;Afgesloten;20-11-2017 0:00;Handhaving;;;Locatie Bergweg- kruising Dalweg. Nieuwe groenstroken. Mastnummer;
20-11-2017 0:00;Definitief afgesloten;Afgesloten;20-11-2017 0:00;Afvaldumping;;;Locatie Planetenlaan Huis ter Heide ter hoogte van huisnummers 25 t/m 47 Mastnummer;
19-11-2017 14:08;Definitief afgesloten;Afgesloten;19-11-2017 14:08;Overig;;Voorheuvel;Markt;Zeist Centrum
19-11-2017 10:24;Definitief afgesloten;Afgesloten;19-11-2017 10:24;Bomen;Bomen;Paltzerweg;Rond enkele eikenbomen;Den Dolder e.o.
19-11-2017 9:44;Definitief afgesloten;Afgesloten;19-11-2017 9:44;Afvaldumping;Afvaldumping;Chopinlaan;Afval gedumpt (zie foto) achter de Schubertlaan bij de Chopinlaan in de bocht naar het Jordanlyceum.;Zeist Noord
19-11-2017 0:00;Lopend;In behandeling;19-11-2017 0:00;Riolering;;;Locatie 3702 bt Mastnummer;
19-11-2017 0:00;Definitief afgesloten;Afgesloten;19-11-2017 0:00;Openbare verlichting;;;2535-0008;
18-11-2017 22:19;Definitief afgesloten;Afgesloten;27-11-2017 22:19;Wegen en fietspaden;Gebreken fiets-/voetpaden;Slotlaan;Fietsend op de Slotlaan vanaf Slot Zeist richting de Alphega Apotheek,;Zeist Centrum
18-11-2017 13:11;Definitief afgesloten;Afgesloten;27-11-2017 13:11;Wegen en fietspaden;Gebreken wegdek;Kouwenhovenselaan;de weg De Clomp tussen de Koppeling en de Moskee;Zeist West
18-11-2017 0:00;Definitief afgesloten;Afgesloten;18-11-2017 0:00;Afvaldumping;;;Locatie Hoog Kanje 82 Zeist Mastnummer;
18-11-2017 0:00;Definitief afgesloten;Afgesloten;18-11-2017 0:00;Openbare verlichting;;;Locatie Erasmuslaan 18 te Zeist Mastnummer 3041 - 0005;
18-11-2017 0:00;Definitief afgesloten;Afgesloten;18-11-2017 0:00;Openbare verlichting;;Reestraat;2701-0012;
17-11-2017 19:49;Definitief afgesloten;Afgesloten;24-11-2017 19:49;Openbare verlichting;Lamp defect;Zonnelaan;;Den Dolder e.o.
17-11-2017 15:55;Definitief afgesloten;Afgesloten;17-11-2017 15:55;Wegen en fietspaden;Borden;Jagerlaan;;Zeist Centrum
17-11-2017 15:37;Definitief afgesloten;Afgesloten;24-11-2017 15:37;Openbare verlichting;Lamp defect;Oudlaan;2381;
17-11-2017 15:32;Definitief afgesloten;Afgesloten;17-11-2017 15:32;Afvaldumping;Afvaldumping;Taveernelaan;;Den Dolder e.o.
17-11-2017 15:03;Definitief afgesloten;Afgesloten;17-11-2017 15:03;Wegen en fietspaden;Paaltjes;Arnhemse Bovenweg;;Zeist Oost
17-11-2017 15:02;Definitief afgesloten;Afgesloten;17-11-2017 15:02;Handhaving;Handhaving;Costerlaan;;Zeist Centrum
17-11-2017 13:32;Definitief afgesloten;Afgesloten;24-11-2017 13:32;Groen;Overig (Groen);Laan van Cattenbroeck;;Zeist West
17-11-2017 13:25;Definitief afgesloten;Afgesloten;24-11-2017 13:25;Wegen en fietspaden;Gebreken wegdek;Erasmuslaan;;Zeist Centrum
17-11-2017 13:19;Definitief afgesloten;Afgesloten;20-11-2017 13:19;Openbare verlichting;Netwerkstoring;Spinozalaan;verlengde slotlaan en spinozalaan;Zeist Centrum
17-11-2017 13:14;Nieuw via KCC;Ontvangen;17-11-2017 13:14;;;;;
17-11-2017 13:13;Nieuw via KCC;Ontvangen;17-11-2017 13:13;;;;;
17-11-2017 13:12;Definitief afgesloten;Afgesloten;17-11-2017 13:12;Wegen en fietspaden;Borden;Utrechtseweg;;Zeist Noord
17-11-2017 12:28;Definitief afgesloten;Afgesloten;17-11-2017 12:28;Overig;;Prins Alexanderweg;;Den Dolder e.o.
17-11-2017 12:09;In behandeling;In behandeling;24-11-2017 12:09;Wegen en fietspaden;Gebreken wegdek;Laan van Vollenhove;;Zeist Noord
17-11-2017 11:30;Definitief afgesloten;Afgesloten;24-11-2017 11:30;Groen;Bladoverlast;Bunsinglaan;;Zeist Oost
17-11-2017 11:13;Nieuw via KCC;Ontvangen;17-11-2017 11:13;;;;;
17-11-2017 11:01;Definitief afgesloten;Afgesloten;24-11-2017 11:01;Wegen en fietspaden;Gebreken fiets-/voetpaden;Burg. Van Tuyll-laan;;Zeist Centrum
17-11-2017 10:21;Definitief afgesloten;Afgesloten;17-11-2017 10:21;Wegen en fietspaden;Borden;De Clomp;;Zeist Oost
17-11-2017 9:53;Definitief afgesloten;Afgesloten;17-11-2017 9:53;Bomen;Bomen;Couwenhoven;;Zeist West
17-11-2017 9:49;Definitief afgesloten;Afgesloten;17-11-2017 9:49;Wegen en fietspaden;Borden;Bergweg;;Zeist Centrum
17-11-2017 9:29;Definitief afgesloten;Afgesloten;20-11-2017 9:29;Riolering;Gemalen;Reelaan;;Den Dolder e.o.
17-11-2017 9:06;Definitief afgesloten;Afgesloten;17-11-2017 9:06;Handhaving;Handhaving;Pater de Leeuwweg;;Zeist Oost
17-11-2017 8:47;Definitief afgesloten;Afgesloten;17-11-2017 8:47;Afvaldumping;Afvaldumping;Comeniuslaan;;Zeist Noord
17-11-2017 8:15;Definitief afgesloten;Afgesloten;24-11-2017 8:15;Groen;Bladoverlast;Warande;;Zeist Noord
17-11-2017 0:00;Definitief afgesloten;Afgesloten;17-11-2017 0:00;Afvaldumping;;;Locatie Tiendweg vanaf de Koelaan aan de linker kant van de weg, net voor het eerste huis Mastnummer;
16-11-2017 19:09;Definitief afgesloten;Afgesloten;16-11-2017 19:09;Overig;;Schubertlaan;richting bachlaan;Zeist Noord
16-11-2017 18:26;Definitief afgesloten;Afgesloten;23-11-2017 18:26;Openbare verlichting;Lamp defect;Verlengde Slotlaan;;Zeist Centrum
16-11-2017 15:17;Definitief afgesloten;Afgesloten;16-11-2017 15:17;Parkeren;Parkeren;Cornelis Vlotlaan;;Zeist Noord
16-11-2017 14:02;Definitief afgesloten;Afgesloten;23-11-2017 14:02;Openbare verlichting;Lamp defect;Filips van Bourgondiëln;;Zeist West
16-11-2017 13:40;Definitief afgesloten;Afgesloten;23-11-2017 13:40;Groen;Overig (Groen);Gandhilaan;in het plantsoen;Zeist Centrum
16-11-2017 12:59;Definitief afgesloten;Afgesloten;23-11-2017 12:59;Groen;Overig (Groen);Voorheuvel;;Zeist Centrum
16-11-2017 12:31;Definitief afgesloten;Afgesloten;23-11-2017 12:31;Openbare verlichting;Lamp defect;Amersfoortseweg;;Den Dolder e.o.
16-11-2017 12:28;Definitief afgesloten;Afgesloten;23-11-2017 12:28;Wegen en fietspaden;Gebreken wegdek;Kromme-rijnlaan;;Zeist West
16-11-2017 12:15;Definitief afgesloten;Afgesloten;23-11-2017 12:15;Wegen en fietspaden;Gebreken fiets-/voetpaden;Waterigeweg;huisnummers 8 en 22;Zeist West
16-11-2017 11:47;Definitief afgesloten;Afgesloten;17-11-2017 11:47;Riolering;Gemalen;Biltseweg;nr. 13A;Den Dolder e.o.
16-11-2017 11:05;Definitief afgesloten;Afgesloten;23-11-2017 11:05;Openbare verlichting;Lamp defect;Fornheselaan;;Den Dolder e.o.
16-11-2017 10:34;Definitief afgesloten;Afgesloten;16-11-2017 10:34;Afvaldumping;Afvaldumping;Hoog Kanje;;Zeist Oost
16-11-2017 9:11;Definitief afgesloten;Afgesloten;23-11-2017 9:11;Openbare verlichting;Lamp defect;Eikenlaan;;Zeist Centrum
16-11-2017 9:05;Definitief afgesloten;Afgesloten;16-11-2017 9:05;Overig;;Nijenheim;voor 1212;Zeist West
16-11-2017 8:44;Definitief afgesloten;Afgesloten;17-11-2017 8:44;Riolering;Gemalen;Reelaan;tegenover nr. 10;Den Dolder e.o.
16-11-2017 8:34;Definitief afgesloten;Afgesloten;16-11-2017 8:34;Overig;;;verschillende kruispunten stoplichten;
16-11-2017 0:04;Definitief afgesloten;Afgesloten;23-11-2017 0:04;Openbare verlichting;Lamp defect;Prof. Lorentzlaan;;Zeist Centrum
16-11-2017 0:00;Definitief afgesloten;Afgesloten;16-11-2017 0:00;Openbare verlichting;;;Locatie Deel Lyceumkwartier rond Erasmuslaan Mastnummer Nvt;
16-11-2017 0:00;Definitief afgesloten;Afgesloten;16-11-2017 0:00;Afvaldumping;;;Locatie De ondergrondse container aan de verzetslaan tegenover portiek 4. Mastnummer;
16-11-2017 0:00;Definitief afgesloten;Afgesloten;16-11-2017 0:00;Openbare verlichting;;;Locatie joost v/d vondellaan Mastnummer 35510010;
16-11-2017 0:00;Definitief afgesloten;Afgesloten;16-11-2017 0:00;Openbare verlichting;;;Locatie Amersfoortseweg tussen Utrechtseweg en de afslag zeist / bosch en duin Mastnummer;
16-11-2017 0:00;Definitief afgesloten;Afgesloten;16-11-2017 0:00;Afvaldumping;;;Locatie parkeerplaats Nijenheim hoek 632. En flat Nijenheim 90 de parkeerplaats aan kant van laagbouw. Mastnummer;
16-11-2017 0:00;Definitief afgesloten;Afgesloten;16-11-2017 0:00;Openbare verlichting;;;Locatie Coornhertlaan, Spinozalaan, verlengde slotlaan Mastnummer;
16-11-2017 0:00;Definitief afgesloten;Afgesloten;16-11-2017 0:00;Openbare verlichting;;;Locatie Spinozalaan Zeist Mastnummer;
16-11-2017 0:00;Definitief afgesloten;Afgesloten;16-11-2017 0:00;Openbare verlichting;;;Locatie Coornhertlaan Mastnummer Alle straatverlichting in de Coornhertlaan en omgeving;
16-11-2017 0:00;Definitief afgesloten;Afgesloten;16-11-2017 0:00;Openbare verlichting;;;Locatie Zie bij omschrijving. Mastnummer;
15-11-2017 13:42;Nieuw via KCC;Ontvangen;15-11-2017 13:42;;;;;
15-11-2017 13:16;Definitief afgesloten;Afgesloten;15-11-2017 13:16;Overig;;Nijenheim;tegenover Nijenheim 64-15 en 64-17;Zeist West
15-11-2017 13:11;Definitief afgesloten;Afgesloten;15-11-2017 13:11;Klachten afvalinzameling;Klacht afvalimzameling;Brugakker;;Zeist West
15-11-2017 12:56;Definitief afgesloten;Afgesloten;15-11-2017 12:56;Handhaving;Handhaving;Stuivingastraat;;
15-11-2017 11:43;Definitief afgesloten;Afgesloten;15-11-2017 11:43;Handhaving;Handhaving;Dolderseweg;;Den Dolder e.o.
15-11-2017 11:19;Definitief afgesloten;Afgesloten;22-11-2017 11:19;Wegen en fietspaden;Gebreken fiets-/voetpaden;Slotlaan;Slotlaan / Bergweg;Zeist Centrum
15-11-2017 10:53;Definitief afgesloten;Afgesloten;15-11-2017 10:53;Parkeren;Parkeren;Prinses Maximalaan;;Zeist Oost
15-11-2017 9:58;Definitief afgesloten;Afgesloten;22-11-2017 9:58;Openbare verlichting;Lamp defect;Schaerweijdelaan;2881-0054;Zeist Centrum
15-11-2017 9:56;Definitief afgesloten;Afgesloten;22-11-2017 9:56;Wegen en fietspaden;Gebreken fiets-/voetpaden;Schaerweijdelaan;;Zeist Centrum
15-11-2017 9:31;In behandeling;In behandeling;15-11-2017 9:31;Overig;;Van Reenenweg;;Zeist Centrum
15-11-2017 9:17;Definitief afgesloten;Afgesloten;15-11-2017 9:17;Afvaldumping;Afvaldumping;Filips van Bourgondiëln;;Zeist West
15-11-2017 9:09;Definitief afgesloten;Afgesloten;15-11-2017 9:09;Riolering;Overig (Riolering);Tiendweg;;Zeist West
15-11-2017 8:46;Definitief afgesloten;Afgesloten;22-11-2017 8:46;Riolering;Overig (Riolering);Biltseweg;;Den Dolder e.o.
15-11-2017 8:41;Definitief afgesloten;Afgesloten;16-11-2017 8:41;Wegen en fietspaden;Olie op de wegdek;Bergweg;;Zeist Centrum
15-11-2017 0:00;Definitief afgesloten;Afgesloten;15-11-2017 0:00;Parkeren;;;Locatie Dr boswijklaan.Hier staat al enkele weken een groene bakwagen vol ouwe zooi.eigenaar heeft meerdere auto's die hij vol troep gooit. Staat voor pad naar joh wierlaan Mastnummer;
15-11-2017 0:00;Definitief afgesloten;Afgesloten;15-11-2017 0:00;Openbare verlichting;;;Locatie Homeruslaan, Socrateslaan en Homeruspleintje Mastnummer;
