Leveranciers;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1180 - Reis & verblijfskosten;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3160 - Uitbesteden accountancy en financien;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;5210 - Wagenpark;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;8110 - Vakliteratuur, abonnementen en overige informatie;8510 - Diversen communicatie;9302 - Laboratoriummaterialen;9590 - V&J specifiek;Eindtotaal
Big Bell B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BigaBeer t.h.o.d.n. De Bezorgbeer Zoetermeer;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
BIGG Bewindvoering B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bigoli;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Bij Aaltje aan de Linie;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bij Loes Delfshaven;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bij Ons;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bij Teus;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bijbelvereniging v/h De Nederlandse Gideons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
bijHanz, B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bijkantoor Dunea;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;4;;;;;1;4
Bijsterbosch Productions;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BijTies;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bijzondere Locaties Groningen B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BijzonderStrafrecht B.V.;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bikes & Boards;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bilderberg Europa Hotel Scheveningen;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bilderberg Grand Hotel Wientjes;;;;;1;;1;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;2
Bilderberg Hotel De Keizerskroon;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;1
Bilderberg Residence Groot Heideborgh;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bilingüe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Biljartfabriek Bierling-de Schepper B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Biljartfabriek Roelofsen Van Tienen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Biljartfabriek Van den Broek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Biljartservice Geert Popma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Billink B.V.;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;1
Bilt en Bahadoer Opleidingsinstituut B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bimoa;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Binder Groenprojecten;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;3;;;;;;1;3
Bindje;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bingh Advocaten;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bingham Schiedam B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bink Rooftop;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Binnenlands Bestuur B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Binnenzaken V.O.F.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Binn'npret;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bio Detection Systems B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Bio-Connect B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Biolegio B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Bio-Rad Laboratories B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;2;2
BirdView Expertises B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Birwa Tours;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bis 26 B.V.;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
BIS Bedrijfs Informatie Systemen B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;1
Bisnez Management B.V.;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bison Bowling;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bison Haarlem B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bistro 2.53;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bistro Chez Jacqueline;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bistro de Cactus;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bistro Jacques;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bistro Le Primeur B.V.;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bistro Mer B.V.;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bistro 'Poortje van Verlaan';;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bistro Tante Pietje;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bistro Vive la Vie;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bistrot Le Canard;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
bITa Center B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bitmetric B.V.;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bizon Events B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BJT BOUW;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;;;;;1;2
BKB;;;;;;;;;;;;;;;;2;;;;;;;;;;;;4;;;;;2;;;4
BKFF bas kijzers fotografie en film;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;1
BKN-Productions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1
Blaauw Advocaten B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
Black Label Light & Sound;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BlackRockStar;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Blankers B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Blankestijn & Partners B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bleijenberg Interieurbouw B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
BlendAd B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Blesbanket;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BLG Vertalingen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Blgg Oosterbeek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;1
Blijburg B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Blijdorp Advocatuur B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Blijvend anders;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Blijwin;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Blissense;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Blitta B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Blitz Events;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BLOEM;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
bloem & styling aan de zeven alleetjes;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bloembinderij Calendula;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bloembinderij Cees Van Eijck;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bloembinderij Geschikt;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloembinderij Myosotis;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloembinderij Provence;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemboetiek Fuchsia;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bloemenatelier in de Roos;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bloemengalerie Het Kerkbrugje;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bloemenhandel Weggemans;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemenhuis De Narcis;;;1;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bloemenhuis 'Meindert';;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bloemenmagazijn Johan;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemenpotpourri 2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bloemsierkunst Anggrek;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bloemsierkunst Krayenhoff V.O.F.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Blokland Metaalbewerking B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Blom Beroepsopleidingen B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Blom Opleidingen;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Blom Veugelers Zuiderman Advocaten;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BlomBerg Society B.V.;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Blomlezingen;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
BLOOM your message;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
blooming hotel en conferentielandgoed B.V.;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;1
Bloopers CafÃ© B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BLOSSOM bloemisterij;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Blue Carpet Group B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1
Blygold Laboratories B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BM Brandt Management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BM Services B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
BMC Advies B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BME Asbest Consult B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BMJ Service;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;1
BMN Bouwmaterialen B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bo & Ro KookInstituut B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bobbe International B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;3
BOCA Horeca B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boca Kaarsen Groep B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bochane Auto I B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;1
Bochane Service Center B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Bockmeulen Janzing Brink Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boddaert Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bodil Producties;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Body & Mind Sports;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BodySports B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boeddhashop;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Boefje B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boeiend;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boek en Service;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Boekencentrum B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1
Boeketcadeau.nl;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Boekhandel Adr. Heinen B.V.;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Boekhandel Donner B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Boekhandel Jansen & De Feijter;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Boekhandel Krings;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boekhandel Van der Velde B.V.;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;1
Boekhandel Waanders B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Boels Verhuur Lelystad;;;;;;;;;;;;;;;;1;;2;1;;;;;;;;;;2;;;;;;2;3
Boerderij Camping 'Bouwlust';;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boerderij Dichtbij;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boerderij Prins;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Boerema's Coating Systems;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boeren Medical B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boerensolexverhuur;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boerhof Projectinrichters;;;;;;;;;;;;1;;;;;;4;;;;;;;;;;;2;;;;;;5;6
Boerke Verschuren;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boertien Vergouwen Overduin B.V.;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Boesjes & Wijngaard Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Boeting Psychiatrie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bogaerts & Groenen Advocaten B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bohms Beheer;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boikon B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boin Bedrijfstrainingen;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bokaal B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bokhorst & Van Elst Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bokhoven Bouw B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1
Bokkers;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bokstijn Feestartikelen;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
bol.com B.V.;;;1;;;;1;;;;;;;;;1;;;1;;;;1;;;;;;1;;;1;;;;1
Bolidt Kunststoftoepassing B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;2
Bolletje Winkel & Koffieschenkerij Anno 1867;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bolten Training en Advies;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bolwerk Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bombari B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bomefa B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Bo-Mij Beheer B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Bommel;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bommels B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bon Bon Partyservice B.V.;;;1;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bon Bon Prestige;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Bon Courage B.V.;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bon Legal LLP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bonbon Atelier A3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bonbonatelier Janson;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bonbonnerie Borrel;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bond voor Materialenkennis;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1
Bongo Belevenisbon;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bonheur Horeca Exploitaties B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;2
Bontekoe Produkties V.O.F.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bontenbal & Nof, Huisartsen;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1
Bontolie;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bonzet Boekbinders;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Boode B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bookx B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boom B.V.;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;4
Boom uitgevers Amsterdam B.V.;;;1;;1;;;;;;;;;;;1;;;1;;;;;;;;;;;;;2;;;1;2
Boom uitgevers Den Haag;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;2;;;;2
Boomerang Beach;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boon Edam Nederland B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;2
Boonk Van Leeuwen Advocaten N.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boonstra Schadevoertuigen B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boontje B.V.;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boost Events;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boot 10 Amsterdam B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boot Akkrum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Boot Varen Den Haag;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boots apotheek Emma;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boots apotheek Vermeer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bootsma De Rouwe Advocaten;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Booz Event Design B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Borduurwerkdeal B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Borealis Horeca Exploitaties B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BO-Rent B.V.;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;1
Borgman Verbeeke Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Borgo d'Aneto B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BORO Scheveningen B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Borrel Bar;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bos & Bos GAE B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bos & Van der Burg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bos Incasso B.V.;;;;;;;1;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;1
Bos Vlaggen B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1
Bosan B.V.;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;1
Boscaf� het Maasdal;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bosch Advocaten Coöperatie UA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bosch Carservice Goes;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Bosch Hinges;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Bosch Security Systems B.V.;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Bosch-Ablonczy tolk-vertaler Hongaars;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boschhuis Catering;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Boshotel Vlodrop;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bosjuweel B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bosman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bosporus;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bossec-Technics;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Bossers & Cnossen B.V.;;;;;1;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;2;2
Bosveld Gerechtsdeurwaarders & Incasso's;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Botanico Binnengroen Projecten B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Botenverhuur De Rijnstroom;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boterhal;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Boterwaag Den Haag B.V.;;;1;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Botter Trading;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boulevardtrein;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bouma Sport en Groen B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;2;;;;;;;2
Bouman c.s. Advocaten B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Boumanjal & Vingerling Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Boumans & Partners Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bounin Special Services;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
Bouquetterie Fronita;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bourgonje Geluid- en Lichtservice B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;3
Bourguignon Leeuwarden B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bout Advocaten B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bouter B.V.;;;;;;;;;;;;1;;;;;;1;1;;;;;;;;;;1;1;;;;;1;2
Bouvigne Paradijs B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bouw- en Aannemingsbedrijf L. Dijkxhoorn B.V.;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;4;;;;;;1;4
Bouwbedrijf Barten B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bouwbedrijf Buiteveld B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;2;3
Bouwbedrijf 'De Delta' B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bouwbedrijf De Zwart B.V.;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;2;;;;;;1;2
Bouwbedrijf Gebroeders Jansen B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;2
Bouwbedrijf Huurman-Leiden B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Bouwbedrijf Kreeft B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1
Bouwbedrijf Meliskerke B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;1
Bouwcenter Driessen;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1
Bouwmaat Nederland B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Bouwmeester Van Leeuwen B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;2
